name,instance,run_id,threshold_pretraining,test_incremental_only/micro/precision,test_incremental_only/macro_types/f1,test_incremental_finance-currency/macro_types/recall,test_incremental_finance-stock_exchange/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_finance-stock_exchange/macro_types/recall,test_incremental/macro_example/f1,test_incremental/macro_example/precision,test/micro/f1,test/micro/precision,test/macro_example/recall,test_incremental_only/micro/recall,test/macro_types/precision,test_incremental/micro/recall,epoch,test_incremental/macro_types/recall,test_pretraining/macro_types/recall,test_incremental_finance/macro_types/recall,test_incremental/macro_example_exclusive/recall,test_incremental/macro_types/f1,test_incremental/micro/precision,test_incremental_only/macro_example_exclusive/recall,test/micro/recall,test_pretraining/macro_types/f1,test_incremental/macro_example_exclusive/f1,test_incremental_finance/macro_types/precision,test_incremental/macro_example_exclusive/precision,threshold_incremental,test_incremental_finance-currency/macro_types/precision,test/macro_example/f1,test_incremental/micro/f1,test_pretraining/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental_finance-stock_exchange/macro_types/precision,test_pretraining/micro/precision,test/macro_example/precision,test_incremental_only/macro_types/precision,test_incremental_only/macro_example/precision,test/macro_types/f1,test/macro_types/recall,test_pretraining/micro/f1,test_incremental/macro_types/precision,test_incremental_only/macro_types/recall,test_incremental_only/micro/f1,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test_pretraining/micro/recall,test_incremental/macro_example/recall,test_pretraining/macro_types/precision,test_incremental_finance/macro_types/f1,test_incremental_finance-currency/macro_types/f1,test_incremental_only/macro_example_exclusive/f1
smart_init_kenn_bottom_up_adapter_bert_ms,0,jfg25zk5,0.375,0.9649122953414916,0.9410029053688048,0.8999999761581421,0.9333333373069764,0.9219356179237366,0.9333333373069764,0.017735103145241737,0.018905125558376312,0.9067339897155762,0.914469301700592,0.9148921370506288,0.9166666865348816,0.9067355990409852,0.800000011920929,22,0.838888943195343,0.8637022376060486,0.6833333373069763,0.800000011920929,0.9030241370201112,0.9795918464660645,0.9166667461395264,0.8991285562515259,0.8846958875656128,0.849511444568634,1,0.9055556058883668,0.18000000000000002,1.0,0.9219356179237366,0.8807339668273926,0.9148921370506288,0.018961522728204727,0.9000000953674316,0.9333333373069764,0.914469301700592,0.9290884137153624,0.9666666984558104,0.018789144232869148,0.8846958875656128,0.8637022376060486,0.9067339897155762,0.9777778387069702,0.9166666269302368,0.9401710033416748,0.9290884137153624,0.01913709193468094,0.8991285562515259,0.016701461747288704,0.9067355990409852,0.8118811845779419,0.9473683834075928,0.9082569479942322
no_init_kenn_hybrid_adapter_bert_ms,2,3ks2n6oa,0.375,0.115079365670681,0.20641735196113584,0.9666666388511658,0.21804511547088623,0.8941870927810669,0.9666666388511658,0.01853589527308941,0.020064949989318848,0.8649214506149292,0.8326612710952759,0.915338695049286,0.9666666388511658,0.8733583092689514,0.824999988079071,19,0.8722222447395325,0.8656630516052246,0.6833333373069763,0.8250000476837158,0.5581352710723877,0.18165136873722076,0.9666666984558104,0.899782121181488,0.8694936633110046,0.8878694176673889,1,0.9611111879348756,0.01,0.10820895433425903,0.8941870927810669,0.2977443337440491,0.915338695049286,0.02009356953203678,0.9583333730697632,0.12288135290145874,0.8326612710952759,0.8739910125732422,0.11554515361785889,0.02000695839524269,0.8694936633110046,0.8656630516052246,0.8649214506149292,0.4103634655475617,0.9666666388511658,0.20567375421524048,0.8739910125732422,0.02018093317747116,0.899782121181488,0.017223382368683815,0.8733583092689514,0.8118811845779419,0.19463087618350983,0.9624820351600648
no_init_kenn_top_down_adapter_bert_ms,2,27zcq686,0.375,0.08203677833080292,0.15337945520877838,0.9666666388511658,0.17058824002742767,0.8811139464378357,0.9666666388511658,0.01853589527308941,0.020064949989318848,0.8469189405441284,0.799922525882721,0.915338695049286,0.9666666388511658,0.872093677520752,0.824999988079071,19,0.8722222447395325,0.8656630516052246,0.6833333373069763,0.8250000476837158,0.5379120111465454,0.13235294818878174,0.9666666984558104,0.899782121181488,0.8688664436340332,0.8878694176673889,1,0.9611111879348756,0.04,0.07304786145687103,0.8811139464378357,0.2281106114387512,0.915338695049286,0.02009356953203678,0.9583333730697632,0.09354838728904724,0.799922525882721,0.8493562936782837,0.08329812437295914,0.02000695839524269,0.8688664436340332,0.8656630516052246,0.8469189405441284,0.3888654410839081,0.9666666388511658,0.1512385904788971,0.8493562936782837,0.02018093317747116,0.899782121181488,0.017223382368683815,0.872093677520752,0.8118811845779419,0.13583138585090637,0.9624820351600648
no_init_kenn_bottom_up_adapter_bert_ms,2,2z8fjhe4,0.375,0.11836734414100648,0.21128854155540464,0.9666666388511658,0.2196969836950302,0.8951482772827148,0.9666666388511658,0.01853589527308941,0.020064949989318848,0.8661913275718689,0.8350182175636292,0.915338695049286,0.9666666388511658,0.873478353023529,0.824999988079071,19,0.8722222447395325,0.8656630516052246,0.6833333373069763,0.8250000476837158,0.5600199103355408,0.18644067645072937,0.9666666984558104,0.899782121181488,0.8695530891418457,0.8878694176673889,1,0.9611111879348756,0.01,0.11328125,0.8951482772827148,0.30414748191833496,0.915338695049286,0.02009356953203678,0.9583333730697632,0.12393162399530412,0.8350182175636292,0.87582927942276,0.11860643327236176,0.02000695839524269,0.8695530891418457,0.8656630516052246,0.8661913275718689,0.41240429878234863,0.9666666388511658,0.21090908348560333,0.87582927942276,0.02018093317747116,0.899782121181488,0.017223382368683815,0.873478353023529,0.8118811845779419,0.20279718935489657,0.9624820351600648
no_init_kenn_hybrid_adapter_bert_ms,1,20iky4xn,0.375,1.0,0.899082601070404,0.800000011920929,0.9090909361839294,0.9215354919433594,0.8333333134651184,0.016935793682932854,0.018441198393702507,0.9062122106552124,0.9147613644599916,0.9141266942024232,0.8166666626930237,0.9080427885055542,0.75,114,0.7722222805023193,0.8597806692123413,0.6833333373069763,0.75,0.8714733719825745,1.0,0.8166667222976685,0.8978213667869568,0.8832529187202454,0.8112245202064514,1,0.8833334445953369,0.99,1.0,0.9215354919433594,0.8571428656578064,0.9141266942024232,0.017049409449100494,0.8166667222976685,1.0,0.9147613644599916,0.9290652275085448,1.0,0.017049409449100494,0.8832529187202454,0.8597806692123413,0.9062122106552124,1.0,0.8166666626930237,0.899082601070404,0.9290652275085448,0.017049409449100494,0.8978213667869568,0.015657620504498482,0.9080427885055542,0.8118811845779419,0.888888955116272,0.8166667819023132
no_init_kenn_top_down_adapter_bert_ms,1,3mvx9ai9,0.375,1.0,0.899082601070404,0.800000011920929,0.9090909361839294,0.9215354919433594,0.8333333134651184,0.016935793682932854,0.018441198393702507,0.9062122106552124,0.9147613644599916,0.9141266942024232,0.8166666626930237,0.9080427885055542,0.75,100,0.7722222805023193,0.8597806692123413,0.6833333373069763,0.75,0.8714733719825745,1.0,0.8166667222976685,0.8978213667869568,0.8832529187202454,0.8112245202064514,1,0.8833334445953369,0.99,1.0,0.9215354919433594,0.8571428656578064,0.9141266942024232,0.017049409449100494,0.8166667222976685,1.0,0.9147613644599916,0.9290652275085448,1.0,0.017049409449100494,0.8832529187202454,0.8597806692123413,0.9062122106552124,1.0,0.8166666626930237,0.899082601070404,0.9290652275085448,0.017049409449100494,0.8978213667869568,0.015657620504498482,0.9080427885055542,0.8118811845779419,0.888888955116272,0.8166667819023132
no_init_kenn_bottom_up_adapter_bert_ms,1,2x6jb4xk,0.375,1.0,0.8888888359069824,0.7666666507720947,0.9090909361839294,0.9214470386505128,0.8333333134651184,0.016833504661917686,0.018441198393702507,0.9060919284820556,0.9147424697875975,0.9139527082443236,0.800000011920929,0.9080427885055542,0.7416666746139526,75,0.7611111402511597,0.8591270446777344,0.6833333373069763,0.7416666746139526,0.864353358745575,1.0,0.8000000715255737,0.8976035118103027,0.8829079270362854,0.80632483959198,1,0.8833334445953369,0.99,1.0,0.9214470386505128,0.8516746759414673,0.9139527082443236,0.016701461747288704,0.8000000715255737,1.0,0.9147424697875975,0.9290652275085448,1.0,0.016701461747288704,0.8829079270362854,0.8591270446777344,0.9060919284820556,1.0,0.7999999523162842,0.888888955116272,0.9290652275085448,0.016701461747288704,0.8976035118103027,0.015483646653592588,0.9080427885055542,0.8118811845779419,0.8679245114326477,0.8000000715255737
no_init_kenn_hybrid_adapter_bert_ms,0,18jcydif,0.375,0.75,0.8654043078422546,0.8999999761581421,0.7692307829856873,0.9213239550590516,1.0,0.018628057092428207,0.0205288790166378,0.9052838683128356,0.9110767841339112,0.9150777459144592,0.949999988079071,0.8999896049499512,0.8166666626930237,22,0.8611111044883728,0.8650094270706177,0.6833333373069763,0.8166667222976685,0.8621020317077637,0.8376068472862244,0.9500000476837158,0.899564266204834,0.8821528553962708,0.8922840356826782,1,0.9833333492279052,0.06999999999999999,0.9642857313156128,0.9213239550590516,0.8270042538642883,0.9150777459144592,0.01983298547565937,0.9500000476837158,0.625,0.9110767841339112,0.9276560544967652,0.7946428656578064,0.01983298547565937,0.8821528553962708,0.8650094270706177,0.9052838683128356,0.8630952835083008,0.949999988079071,0.8382352590560913,0.9276560544967652,0.01983298547565937,0.899564266204834,0.017049407586455345,0.8999896049499512,0.8118811845779419,0.931034505367279,0.9500000476837158
no_init_kenn_top_down_adapter_bert_ms,0,3p5xy5pp,0.375,0.7702702879905701,0.8678935170173645,0.8999999761581421,0.800000011920929,0.921378254890442,1.0,0.018628057092428207,0.0205288790166378,0.905482530593872,0.9114790558815002,0.9150777459144592,0.949999988079071,0.9001545906066895,0.8166666626930237,22,0.8611111044883728,0.8650094270706177,0.6833333373069763,0.8166667222976685,0.8634991645812988,0.852173924446106,0.9500000476837158,0.899564266204834,0.8822320699691772,0.8922840356826782,1,0.9833333492279052,0.24,0.931034505367279,0.921378254890442,0.8340425491333008,0.9150777459144592,0.01983298547565937,0.9500000476837158,0.6666666865348816,0.9114790558815002,0.92776620388031,0.7988505959510803,0.01983298547565937,0.8822320699691772,0.8650094270706177,0.905482530593872,0.8659003973007202,0.949999988079071,0.8507462739944458,0.92776620388031,0.01983298547565937,0.899564266204834,0.017049407586455345,0.9001545906066895,0.8118811845779419,0.915254294872284,0.9500000476837158
no_init_kenn_bottom_up_adapter_bert_ms,0,3p7vde28,0.375,0.6785714030265808,0.8382352590560913,0.8999999761581421,0.6976743936538696,0.9209749698638916,1.0,0.018628057092428207,0.0205288790166378,0.9044907093048096,0.9094713926315308,0.9150777459144592,0.949999988079071,0.8982388973236084,0.8166666626930237,22,0.8611111640930176,0.8650094270706177,0.6833333373069763,0.8166667222976685,0.8469945788383484,0.7839999794960022,0.9500000476837158,0.899564266204834,0.8813110589981079,0.8922840356826782,1,0.9833333492279052,0.060000000000000005,0.9642857313156128,0.9209749698638916,0.800000011920929,0.9150777459144592,0.01983298547565937,0.9500000476837158,0.5357142686843872,0.9094713926315308,0.9269485473632812,0.75,0.01983298547565937,0.8813110589981079,0.8650094270706177,0.9044907093048096,0.8333333730697632,0.949999988079071,0.7916666269302368,0.9269485473632812,0.01983298547565937,0.899564266204834,0.017049407586455345,0.8982388973236084,0.8118811845779419,0.931034505367279,0.9500000476837158
smart_init_classifier_adapter_bert_ms,2,rkhkpnur,0.375,0.7599999904632568,0.8455248475074768,0.9333333373069764,0.8787878155708313,0.9209015369415284,0.9666666388511658,0.01808435656130314,0.019253073260188103,0.9053832292556764,0.9112778902053832,0.9151647090911864,0.949999988079071,0.8986997604370117,0.8166666626930237,17,0.8611111640930176,0.8650094270706177,0.6833333373069763,0.8166666626930237,0.8510228395462036,0.8448275923728943,0.9500000476837158,0.899564266204834,0.8815327882766724,0.8662406802177429,1,0.9222222566604614,0.02,0.7179487347602844,0.9209015369415284,0.8305084705352783,0.9151647090911864,0.01938829943537712,0.908333420753479,0.8055555820465088,0.9112778902053832,0.9267107844352722,0.7617521286010742,0.01896311715245247,0.8815327882766724,0.8650094270706177,0.9053832292556764,0.8411681652069092,0.949999988079071,0.8444444537162781,0.9267107844352722,0.01983298547565937,0.899564266204834,0.017049407586455345,0.8986997604370117,0.8118811845779419,0.8115941882133484,0.9286996126174928
smart_init_classifier_adapter_bert_ms,1,37a40d0i,0.375,1.0,0.8888888359069824,0.7666666507720947,0.9090909361839294,0.9214470386505128,0.8333333134651184,0.016833504661917686,0.018441198393702507,0.9060919284820556,0.9147424697875975,0.9139527082443236,0.800000011920929,0.9080427885055542,0.7416666746139526,25,0.7611111402511597,0.8591270446777344,0.6833333373069763,0.7416666746139526,0.864353358745575,1.0,0.8000000715255737,0.8976035118103027,0.8829079270362854,0.80632483959198,1,0.8833334445953369,0.98,1.0,0.9214470386505128,0.8516746759414673,0.9139527082443236,0.016701461747288704,0.8000000715255737,1.0,0.9147424697875975,0.9290652275085448,1.0,0.016701461747288704,0.8829079270362854,0.8591270446777344,0.9060919284820556,1.0,0.7999999523162842,0.888888955116272,0.9290652275085448,0.016701461747288704,0.8976035118103027,0.015483646653592588,0.9080427885055542,0.8118811845779419,0.8679245114326477,0.8000000715255737
smart_init_classifier_adapter_bert_ms,0,tii97qnb,0.375,0.9649122953414916,0.9410029053688048,0.8999999761581421,0.9333333373069764,0.9219356179237366,0.9333333373069764,0.017735103145241737,0.018905125558376312,0.9067339897155762,0.914469301700592,0.9148921370506288,0.9166666865348816,0.9067355990409852,0.800000011920929,22,0.8388888835906982,0.8637022376060486,0.6833333373069763,0.800000011920929,0.9030241370201112,0.9795918464660645,0.9166667461395264,0.8991285562515259,0.8846958875656128,0.849511444568634,1,0.9055556058883668,0.43,1.0,0.9219356179237366,0.8807339668273926,0.9148921370506288,0.018961522728204727,0.9000000953674316,0.9333333373069764,0.914469301700592,0.9290884137153624,0.9666666984558104,0.018789144232869148,0.8846958875656128,0.8637022376060486,0.9067339897155762,0.9777778387069702,0.9166666269302368,0.9401710033416748,0.9290884137153624,0.01913709193468094,0.8991285562515259,0.016701461747288704,0.9067355990409852,0.8118811845779419,0.9473683834075928,0.9082569479942322
