name,instance,run_id,test_incremental/macro_example/recall,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_finance-stock_exchange/macro_types/f1,test_incremental/micro/f1,test/macro_example/precision,test_incremental/macro_example/f1,test_incremental_finance-currency/macro_types/precision,test/macro_types/f1,test_incremental/micro/recall,test_incremental_finance/macro_types/f1,test_incremental_only/macro_types/f1,test_incremental/macro_types/precision,test_incremental_only/micro/precision,test_incremental_finance-stock_exchange/macro_types/recall,test/macro_example/f1,test/macro_types/recall,test/macro_types/precision,test_pretraining/macro_types/precision,test/micro/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test/micro/f1,test_pretraining/micro/precision,test_pretraining/macro_example/recall,test_pretraining/micro/recall,test_incremental/micro/precision,threshold_pretraining,test_incremental_finance/macro_types/precision,test_pretraining/macro_example/f1,test_incremental_finance/macro_types/recall,test_pretraining/micro/f1,test_incremental/macro_example_exclusive/recall,test_incremental_finance-currency/macro_types/f1,threshold_incremental,test_incremental_only/macro_types/precision,test_incremental_only/macro_example/precision,test_incremental_only/micro/recall,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_types/f1,test_incremental_finance-currency/macro_types/recall,test_incremental_finance-stock_exchange/macro_types/precision,epoch,test_incremental_only/micro/f1,test_incremental_only/macro_types/recall,test_incremental/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test/macro_example/recall,test_pretraining/macro_types/recall,test/micro/recall,test_incremental_only/macro_example/f1
smart_init_kenn_bottom_up_adapter_bert_ms,0,dm8gg6wg,0.016701461747288704,0.018905125558376312,0.849511444568634,0.9333333373069764,0.8807339668273926,0.9290884137153624,0.017735103145241737,1.0,0.8846958875656128,0.800000011920929,0.8118811845779419,0.9410029053688048,0.9777778387069702,0.9649122953414916,0.9333333373069764,0.9219356179237366,0.8637022376060486,0.9067355990409852,0.9067355990409852,0.914469301700592,0.9290884137153624,0.01913709193468094,0.9067339897155762,0.914469301700592,0.9148921370506288,0.8991285562515259,0.9795918464660645,0.375,1,0.9219356179237366,0.6833333373069763,0.9067339897155762,0.800000011920929,0.9473683834075928,0.3,0.9666666984558104,0.018789144232869148,0.9166666865348816,0.9055556058883668,0.9166667461395264,0.9030241370201112,0.9082569479942322,0.8846958875656128,0.8999999761581421,0.9333333373069764,39,0.9401710033416748,0.9166666269302368,0.838888943195343,0.9000000953674316,0.9148921370506288,0.8637022376060486,0.8991285562515259,0.018961522728204727
no_init_kenn_hybrid_adapter_bert_ms,2,1b2m1ja0,0.017049407586455345,0.019717004150152206,0.8759201169013977,0.4957265257835388,0.5444444417953491,0.9115228652954102,0.018286433070898056,0.25,0.8725705742835999,0.8166666626930237,0.8118811845779419,0.4463087320327759,0.5277777910232544,0.286432147026062,0.9666666388511658,0.9133402109146118,0.8650094270706177,0.8802649974822998,0.8802649974822998,0.8870032429695129,0.9115228652954102,0.01983298547565937,0.8932396173477173,0.8870032429695129,0.9151647090911864,0.899564266204834,0.40833333134651184,0.375,1,0.9133402109146118,0.6833333373069763,0.8932396173477173,0.8166666626930237,0.39436617493629456,0.01,0.2916666865348816,0.01965901255607605,0.949999988079071,0.944444477558136,0.9500000476837158,0.6544444561004639,0.9458150267601012,0.8725705742835999,0.9333333373069764,0.3333333432674408,69,0.4401544332504273,0.949999988079071,0.8611111640930176,0.9416667222976683,0.9151647090911864,0.8650094270706177,0.899564266204834,0.019745616242289543
no_init_kenn_top_down_adapter_bert_ms,2,1vgc142j,0.017049407586455345,0.019717004150152206,0.8759201169013977,0.5686274766921997,0.5648414492607117,0.91302490234375,0.018286433070898056,0.2456140369176865,0.8731968402862549,0.8166666626930237,0.8118811845779419,0.48342034220695496,0.5494639873504639,0.30645161867141724,0.9666666388511658,0.914093554019928,0.8650094270706177,0.8815406560897827,0.8815406560897827,0.8894872665405273,0.91302490234375,0.01983298547565937,0.8944973349571228,0.8894872665405273,0.9151647090911864,0.899564266204834,0.4317180514335632,0.375,1,0.914093554019928,0.6833333373069763,0.8944973349571228,0.8166666626930237,0.3888888955116272,0.04,0.324195921421051,0.01965901255607605,0.949999988079071,0.944444477558136,0.9500000476837158,0.6708604693412781,0.9458150267601012,0.8731968402862549,0.9333333373069764,0.4027777910232544,80,0.46341460943222046,0.949999988079071,0.8611111640930176,0.9416667222976683,0.9151647090911864,0.8650094270706177,0.899564266204834,0.019745616242289543
no_init_kenn_bottom_up_adapter_bert_ms,2,vmrne2gc,0.017049407586455345,0.019717004150152206,0.8759201169013977,0.49152544140815735,0.541436493396759,0.911203920841217,0.018286433070898056,0.24778760969638824,0.8725127577781677,0.8166666626930237,0.8118811845779419,0.4427878260612488,0.5257776975631714,0.28358209133148193,0.9666666388511658,0.9131799936294556,0.8650094270706177,0.880147397518158,0.880147397518158,0.8866223096847534,0.911203920841217,0.01983298547565937,0.8930463790893555,0.8866223096847534,0.9151647090911864,0.899564266204834,0.4049586653709411,0.375,1,0.9131799936294556,0.6833333373069763,0.8930463790893555,0.8166666626930237,0.3916083872318268,0.01,0.2886665463447571,0.01965901255607605,0.949999988079071,0.944444477558136,0.9500000476837158,0.6529045701026917,0.9458150267601012,0.8725127577781677,0.9333333373069764,0.3295454680919647,69,0.4367816150188446,0.949999988079071,0.8611111640930176,0.9416667222976683,0.9151647090911864,0.8650094270706177,0.899564266204834,0.019745616242289543
no_init_kenn_hybrid_adapter_bert_ms,1,2762k477,0.01513569988310337,0.018441198393702507,0.7963730692863464,0.9090909361839294,0.8405797481536865,0.9290072321891784,0.016625743359327316,1.0,0.8822171092033386,0.7250000238418579,0.8118811845779419,0.8679245114326477,1.0,1.0,0.8333333134651184,0.921241581439972,0.8578199148178101,0.9080427885055542,0.9080427885055542,0.9147045612335204,0.9290072321891784,0.016005568206310272,0.9058513045310974,0.9147045612335204,0.913604736328125,0.8971677422523499,1.0,0.375,1,0.921241581439972,0.6833333373069763,0.9058513045310974,0.7250000238418579,0.8235293626785278,0.99,1.0,0.016005568206310272,0.7666666507720947,0.8833334445953369,0.7666667699813843,0.8498402237892151,0.7666667103767395,0.8822171092033386,0.699999988079071,1.0,104,0.8679245114326477,0.7666666507720947,0.7388889193534851,0.7666667699813843,0.913604736328125,0.8578199148178101,0.8971677422523499,0.016005568206310272
no_init_kenn_top_down_adapter_bert_ms,1,ixbyq3s6,0.01513569988310337,0.018441198393702507,0.7963730692863464,0.9090909361839294,0.8405797481536865,0.9290072321891784,0.016625743359327316,1.0,0.8822171092033386,0.7250000238418579,0.8118811845779419,0.8679245114326477,1.0,1.0,0.8333333134651184,0.921241581439972,0.8578199148178101,0.9080427885055542,0.9080427885055542,0.9147045612335204,0.9290072321891784,0.016005568206310272,0.9058513045310974,0.9147045612335204,0.913604736328125,0.8971677422523499,1.0,0.375,1,0.921241581439972,0.6833333373069763,0.9058513045310974,0.7250000238418579,0.8235293626785278,0.99,1.0,0.016005568206310272,0.7666666507720947,0.8833334445953369,0.7666667699813843,0.8498402237892151,0.7666667103767395,0.8822171092033386,0.699999988079071,1.0,104,0.8679245114326477,0.7666666507720947,0.7388889193534851,0.7666667699813843,0.913604736328125,0.8578199148178101,0.8971677422523499,0.016005568206310272
no_init_kenn_bottom_up_adapter_bert_ms,1,18lv2ygo,0.01513569988310337,0.018441198393702507,0.7963730692863464,0.9090909361839294,0.8405797481536865,0.9290072321891784,0.016625743359327316,1.0,0.8822171092033386,0.7250000238418579,0.8118811845779419,0.8679245114326477,1.0,1.0,0.8333333134651184,0.921241581439972,0.8578199148178101,0.9080427885055542,0.9080427885055542,0.9147045612335204,0.9290072321891784,0.016005568206310272,0.9058513045310974,0.9147045612335204,0.913604736328125,0.8971677422523499,1.0,0.375,1,0.921241581439972,0.6833333373069763,0.9058513045310974,0.7250000238418579,0.8235293626785278,0.96,1.0,0.016005568206310272,0.7666666507720947,0.8833334445953369,0.7666667699813843,0.8498402237892151,0.7666667103767395,0.8822171092033386,0.699999988079071,1.0,104,0.8679245114326477,0.7666666507720947,0.7388889193534851,0.7666667699813843,0.913604736328125,0.8578199148178101,0.8971677422523499,0.016005568206310272
no_init_kenn_hybrid_adapter_bert_ms,0,345ds0qm,0.016875434666872025,0.02018093317747116,0.8804382085800171,0.8823529481887817,0.847161591053009,0.9280214309692384,0.01838075555860996,0.8666666746139526,0.8824416399002075,0.8083333373069763,0.8118811845779419,0.8775563836097717,0.8853801488876343,0.8235294222831726,1.0,0.92141592502594,0.8643558025360107,0.9013004302978516,0.9013004302978516,0.912466824054718,0.9280214309692384,0.01948503777384758,0.905859112739563,0.912466824054718,0.91490375995636,0.8993464112281799,0.8899082541465759,0.375,1,0.92141592502594,0.6833333373069763,0.905859112739563,0.8083333373069763,0.8666666746139526,0.02,0.8280701637268066,0.01948503777384758,0.9333333373069764,0.9666666984558104,0.9333333969116212,0.8673294186592102,0.9333333969116212,0.8824416399002075,0.8666666746139526,0.7894737124443054,116,0.875,0.9333333373069764,0.8500000238418579,0.9333333969116212,0.91490375995636,0.8643558025360107,0.8993464112281799,0.01948503777384758
no_init_kenn_top_down_adapter_bert_ms,0,1d0kujzm,0.016875434666872025,0.02018093317747116,0.8804382085800171,0.9230769276618958,0.8660714030265808,0.9286592602729796,0.01838075555860996,0.9285714030265808,0.8836576342582703,0.8083333373069763,0.8118811845779419,0.9126466512680054,0.9285714626312256,0.8888888955116272,1.0,0.9217301607131958,0.8643558025360107,0.9038411378860474,0.9038411378860474,0.9134764075279236,0.9286592602729796,0.01948503777384758,0.9063563346862792,0.9134764075279236,0.91490375995636,0.8993464112281799,0.932692289352417,0.375,1,0.9217301607131958,0.6833333373069763,0.9063563346862792,0.8083333373069763,0.8965517282485962,0.11,0.8928571343421936,0.01948503777384758,0.9333333373069764,0.9666666984558104,0.9333333969116212,0.8875502347946167,0.9333333969116212,0.8836576342582703,0.8666666746139526,0.8571428656578064,114,0.9105691313743592,0.9333333373069764,0.8500000238418579,0.9333333969116212,0.91490375995636,0.8643558025360107,0.8993464112281799,0.01948503777384758
no_init_kenn_bottom_up_adapter_bert_ms,0,2526bbv8,0.016875434666872025,0.02018093317747116,0.8804382085800171,0.8955223560333252,0.83620685338974,0.9274994134902954,0.01838075555860996,0.7647058963775635,0.8816832304000854,0.8083333373069763,0.8118811845779419,0.8543891906738281,0.8585056066513062,0.7887324094772339,1.0,0.921158492565155,0.8643558025360107,0.8997195959091187,0.8997195959091187,0.9118621349334716,0.9274994134902954,0.01948503777384758,0.9055610299110411,0.9118621349334716,0.91490375995636,0.8993464112281799,0.8660714030265808,0.375,1,0.921158492565155,0.6833333373069763,0.9055610299110411,0.8083333373069763,0.8125,0.03,0.7877583503723145,0.01948503777384758,0.9333333373069764,0.9666666984558104,0.9333333969116212,0.8542316555976868,0.9333333969116212,0.8816832304000854,0.8666666746139526,0.8108108043670654,84,0.8549618721008301,0.9333333373069764,0.8500000238418579,0.9333333969116212,0.91490375995636,0.8643558025360107,0.8993464112281799,0.01948503777384758
smart_init_classifier_adapter_bert_ms,2,23aeuhem,0.016353514045476913,0.018789144232869148,0.8376238346099854,0.9473683834075928,0.8785046935081482,0.9290652275085448,0.017486924305558205,1.0,0.8846304416656494,0.7833333611488342,0.8118811845779419,0.9380530714988708,1.0,1.0,0.8999999761581421,0.9217917323112488,0.8623950481414795,0.9080427885055542,0.9080427885055542,0.9148370027542114,0.9290652275085448,0.01844119653105736,0.9066931009292604,0.9148370027542114,0.914631187915802,0.898692786693573,1.0,0.375,1,0.9217917323112488,0.6833333373069763,0.9066931009292604,0.7833333611488342,0.9285714626312256,0.61,1.0,0.01844119653105736,0.8833333253860474,0.9000000953674316,0.8833333849906921,0.899082601070404,0.8833333849906921,0.8846304416656494,0.8666666746139526,1.0,102,0.9380530714988708,0.8833333253860474,0.8166666626930237,0.8833333849906921,0.914631187915802,0.8623950481414795,0.898692786693573,0.01844119653105736
smart_init_classifier_adapter_bert_ms,1,4yklhlw6,0.015483646653592588,0.018441198393702507,0.80632483959198,0.9090909361839294,0.8516746759414673,0.9290652275085448,0.016833504661917686,1.0,0.8829079270362854,0.7416666746139526,0.8118811845779419,0.8888888359069824,1.0,1.0,0.8333333134651184,0.9214470386505128,0.8591270446777344,0.9080427885055542,0.9080427885055542,0.9147424697875975,0.9290652275085448,0.016701461747288704,0.9060919284820556,0.9147424697875975,0.9139527082443236,0.8976035118103027,1.0,0.375,1,0.9214470386505128,0.6833333373069763,0.9060919284820556,0.7416666746139526,0.8679245114326477,0.99,1.0,0.016701461747288704,0.800000011920929,0.8833334445953369,0.8000000715255737,0.864353358745575,0.8000000715255737,0.8829079270362854,0.7666666507720947,1.0,40,0.888888955116272,0.7999999523162842,0.7611111402511597,0.8000000715255737,0.9139527082443236,0.8591270446777344,0.8976035118103027,0.016701461747288704
smart_init_classifier_adapter_bert_ms,0,ieojyqmc,0.016701461747288704,0.019021108746528625,0.8519481420516968,0.9491525292396544,0.8847926259040833,0.9292044043540956,0.017785973846912384,1.0,0.8849961757659912,0.800000011920929,0.8118811845779419,0.948562741279602,0.9885057806968688,0.9821428656578064,0.9333333373069764,0.9219927191734314,0.8637022376060486,0.9073666930198668,0.9073666930198668,0.9146719574928284,0.9292044043540956,0.01913709193468094,0.9068335890769958,0.9146719574928284,0.9148921370506288,0.8991285562515259,0.9896907210350036,0.375,1,0.9219927191734314,0.6833333373069763,0.9068335890769958,0.800000011920929,0.9473683834075928,0.59,0.982758641242981,0.01896311715245247,0.9166666865348816,0.9111111164093018,0.9166667461395264,0.9075723886489868,0.9124810695648192,0.8849961757659912,0.8999999761581421,0.9655172228813172,33,0.948275864124298,0.9166666269302368,0.8388888835906982,0.908333420753479,0.9148921370506288,0.8637022376060486,0.8991285562515259,0.01904970780014992
