name,instance,run_id,test_incremental_finance/macro_types/precision,epoch,test/macro_example/recall,test_incremental_finance-currency/macro_types/recall,test/micro/recall,test_incremental_only/macro_example/precision,test_incremental_finance-currency/macro_types/f1,test_pretraining/macro_example/recall,test_incremental_only/micro/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental_finance-stock_exchange/macro_types/recall,test_pretraining/micro/precision,test_incremental/macro_types/recall,test_incremental/macro_example/precision,test_incremental_finance/macro_types/recall,test_incremental_finance/macro_types/f1,test_incremental_only/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_only/micro/precision,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/f1,test/macro_types/precision,test/macro_example/precision,test_incremental/micro/precision,test_incremental_only/micro/recall,test/macro_types/recall,test/micro/f1,test_incremental/macro_types/f1,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental/micro/f1,test_incremental/micro/recall,test_pretraining/macro_types/precision,test_pretraining/micro/f1,test_pretraining/macro_example/f1,test_pretraining/micro/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_finance-stock_exchange/macro_types/f1,test/macro_types/f1,test/macro_example/f1,threshold_pretraining,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/precision,test_pretraining/macro_types/f1,test_incremental/macro_example/f1,test_incremental_finance-currency/macro_types/precision,test_incremental_finance-stock_exchange/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example_exclusive/precision,threshold_incremental,test_pretraining/macro_types/recall,test_incremental/macro_example_exclusive/recall,test/micro/precision
smart_init_kenn_bottom_up_adapter_bert_ms,0,r44t53px,1,65,0.9148051738739014,0.8999999761581421,0.8989107012748718,0.01844119653105736,0.9473683834075928,0.9148051738739014,0.923076868057251,0.8915888071060181,0.8999999761581421,0.914247751235962,0.8277778029441833,0.01855717971920967,0.6833333373069763,0.8118811845779419,0.8999999761581421,0.949999988079071,0.9473684430122375,0.018789144232869148,0.8374656438827515,0.906082034111023,0.9288564920425416,0.9693877696990968,0.8999999761581421,0.8630486726760864,0.9065143465995787,0.8918473124504089,0.9243243336677552,0.016527488827705383,0.0186135433614254,0.8715595602989197,0.7916666865348816,0.906082034111023,0.9065143465995787,0.9217773079872132,0.8989107012748718,0.9000000953674316,0.8999999761581421,0.884041965007782,0.9217773079872132,0.375,0.9666666984558104,0.888888955116272,0.884041965007782,0.017483623698353767,1.0,0.8999999761581421,0.9288564920425416,0.8833333849906921,0.18000000000000002,0.8630486726760864,0.7916666865348816,0.914247751235962
no_init_kenn_hybrid_adapter_bert_ms,2,2nnala4v,1,133,0.9151647090911864,0.9333333373069764,0.899564266204834,0.01983298547565937,0.5894736647605896,0.9151647090911864,0.7354838848114014,0.9500000476837158,0.9666666388511658,0.9072731137275696,0.8611111640930176,0.01983298547565937,0.6833333373069763,0.8118811845779419,0.949999988079071,0.6987179517745972,0.6000000238418579,0.01983298547565937,0.8783019185066223,0.8962278366088867,0.9237880110740662,0.720588207244873,0.949999988079071,0.8650094270706177,0.9034022688865662,0.8289718627929688,0.8052099943161011,0.017049407586455345,0.01983298547565937,0.765625,0.8166666626930237,0.8962278366088867,0.9034022688865662,0.9194561243057252,0.899564266204834,0.9500000476837158,0.9666666388511658,0.8803420066833496,0.9194561243057252,0.375,0.7991453409194946,0.9500000476837158,0.8803420066833496,0.018336154520511627,0.4307692348957062,0.9666666388511658,0.9237880110740662,0.9500000476837158,0.06999999999999999,0.8650094270706177,0.8166666626930237,0.9072731137275696
no_init_kenn_top_down_adapter_bert_ms,2,4xds22xa,1,140,0.9151647090911864,0.9333333373069764,0.899564266204834,0.01983298547565937,0.5833333730697632,0.9151647090911864,0.730769157409668,0.9500000476837158,0.9666666388511658,0.9070737957954408,0.8611111640930176,0.01983298547565937,0.6833333373069763,0.8118811845779419,0.949999988079071,0.6954545378684998,0.59375,0.01983298547565937,0.8783019185066223,0.896099865436554,0.9236140251159668,0.7153284549713135,0.949999988079071,0.8650094270706177,0.9033035039901732,0.8277998566627502,0.8030386567115784,0.017049407586455345,0.01983298547565937,0.7626459002494812,0.8166666626930237,0.896099865436554,0.9033035039901732,0.91936993598938,0.899564266204834,0.9500000476837158,0.9666666388511658,0.8802801370620728,0.91936993598938,0.375,0.7969697117805481,0.9500000476837158,0.8802801370620728,0.018336154520511627,0.42424243688583374,0.9666666388511658,0.9236140251159668,0.9500000476837158,0.24,0.8650094270706177,0.8166666626930237,0.9070737957954408
no_init_kenn_bottom_up_adapter_bert_ms,2,1gi7q8tm,1,133,0.9151647090911864,0.9333333373069764,0.899564266204834,0.01983298547565937,0.5714285969734192,0.9151647090911864,0.7215189933776855,0.9500000476837158,0.9666666388511658,0.9066754579544068,0.8611111640930176,0.01983298547565937,0.6833333373069763,0.8118811845779419,0.949999988079071,0.6892156600952148,0.581632673740387,0.01983298547565937,0.8783019185066223,0.895855188369751,0.923382043838501,0.7050359845161438,0.949999988079071,0.8650094270706177,0.903105854988098,0.8255505561828613,0.7988635897636414,0.017049407586455345,0.01983298547565937,0.7567567825317383,0.8166666626930237,0.895855188369751,0.903105854988098,0.9192550182342528,0.899564266204834,0.9500000476837158,0.9666666388511658,0.8801621794700623,0.9192550182342528,0.375,0.7928104996681213,0.9500000476837158,0.8801621794700623,0.018336154520511627,0.4117647111415863,0.9666666388511658,0.923382043838501,0.9500000476837158,0.06999999999999999,0.8650094270706177,0.8166666626930237,0.9066754579544068
no_init_kenn_hybrid_adapter_bert_ms,1,34lagkfy,1,162,0.9129668474197388,0.6333333253860474,0.8962963223457336,0.01461377926170826,0.7755101919174194,0.9129668474197388,0.8235293626785278,0.7000000476837158,0.7666666507720947,0.9146287441253662,0.694444477558136,0.017745304852724075,0.6833333373069763,0.8118811845779419,0.699999988079071,1.0,1.0,0.01461377926170826,0.7627027630805969,0.9080427885055542,0.9288332462310792,1.0,0.699999988079071,0.8552055358886719,0.905369758605957,0.819672167301178,0.8235293626785278,0.014439805410802364,0.01461377926170826,0.8177340030670166,0.6916666626930237,0.9080427885055542,0.905369758605957,0.9208317399024964,0.8962963223457336,0.7000000476837158,0.8679245114326477,0.8808324933052063,0.9208317399024964,0.375,1.0,0.8500000238418579,0.8808324933052063,0.01592281274497509,1.0,1.0,0.9288332462310792,0.7000000476837158,0.99,0.8552055358886719,0.6916667222976685,0.9146287441253662
no_init_kenn_top_down_adapter_bert_ms,1,9mtbm6e5,1,163,0.9129668474197388,0.6333333253860474,0.8962963223457336,0.01461377926170826,0.7755101919174194,0.9129668474197388,0.8235293626785278,0.7000000476837158,0.7666666507720947,0.9146287441253662,0.694444477558136,0.017745304852724075,0.6833333373069763,0.8118811845779419,0.699999988079071,1.0,1.0,0.01461377926170826,0.7627027630805969,0.9080427885055542,0.9288332462310792,1.0,0.699999988079071,0.8552055358886719,0.905369758605957,0.819672167301178,0.8235293626785278,0.014439805410802364,0.01461377926170826,0.8177340030670166,0.6916666626930237,0.9080427885055542,0.905369758605957,0.9208317399024964,0.8962963223457336,0.7000000476837158,0.8679245114326477,0.8808324933052063,0.9208317399024964,0.375,1.0,0.8500000238418579,0.8808324933052063,0.01592281274497509,1.0,1.0,0.9288332462310792,0.7000000476837158,0.99,0.8552055358886719,0.6916667222976685,0.9146287441253662
no_init_kenn_bottom_up_adapter_bert_ms,1,2dyoqkyh,1,162,0.9127928614616394,0.6000000238418579,0.8960784077644348,0.014265832491219044,0.75,0.9127928614616394,0.8118811845779419,0.6833333969116211,0.7666666507720947,0.9146097302436828,0.6833333969116211,0.017745304852724075,0.6833333373069763,0.8118811845779419,0.6833333373069763,1.0,1.0,0.014265832491219044,0.7576087117195129,0.9080427885055542,0.9288332462310792,1.0,0.6833333373069763,0.8545519113540649,0.9052492380142212,0.8118812441825867,0.8118811845779419,0.014265831559896467,0.014265832491219044,0.8118811845779419,0.6833333373069763,0.9080427885055542,0.9052492380142212,0.92074316740036,0.8960784077644348,0.6833333969116211,0.8679245114326477,0.8804856538772583,0.92074316740036,0.375,1.0,0.8500000238418579,0.8804856538772583,0.01581646502017975,1.0,1.0,0.9288332462310792,0.6833333969116211,0.98,0.8545519113540649,0.6833333969116211,0.9146097302436828
no_init_kenn_hybrid_adapter_bert_ms,0,pfrsjnje,1,169,0.914990782737732,0.8999999761581421,0.8993464112281799,0.01948503777384758,0.782608687877655,0.914990782737732,0.7272727489471436,0.9333333969116212,0.9666666388511658,0.9072527289390564,0.8500000238418579,0.01948503777384758,0.6833333373069763,0.8118811845779419,0.9333332777023317,0.6097902059555054,0.5957446694374084,0.01948503777384758,0.8663476705551147,0.8927404880523682,0.9249652624130248,0.7185184955596924,0.9333333373069764,0.8643558025360107,0.9032822847366332,0.7911150455474854,0.7376435399055481,0.016875434666872025,0.01948503777384758,0.7607842683792114,0.8083333373069763,0.8927404880523682,0.9032822847366332,0.9199510216712952,0.8993464112281799,0.9333333969116212,0.6823528409004211,0.8783189058303833,0.9199510216712952,0.375,0.7398601770401001,0.9333333969116212,0.8783189058303833,0.018086589872837067,0.692307710647583,0.5272727012634277,0.9249652624130248,0.9333333969116212,0.01,0.8643558025360107,0.8083333373069763,0.9072527289390564
no_init_kenn_top_down_adapter_bert_ms,0,1oa2enoj,1,171,0.914874792098999,0.8999999761581421,0.8991285562515259,0.01913709193468094,0.7605634331703186,0.914874792098999,0.7482993602752686,0.9166667461395264,0.9333333373069764,0.9084305763244628,0.838888943195343,0.01913709193468094,0.6833333373069763,0.8118811845779419,0.9166666269302368,0.6336160898208618,0.6321839094161987,0.01913709193468094,0.8543689846992493,0.8936747908592224,0.925440788269043,0.75,0.9166666865348816,0.8637022376060486,0.9037556648254396,0.7951488494873047,0.7493016719818115,0.016701461747288704,0.01913709193468094,0.7741935849189758,0.800000011920929,0.8936747908592224,0.9037556648254396,0.9201274514198304,0.8991285562515259,0.9166667461395264,0.736842155456543,0.8784329295158386,0.9201274514198304,0.375,0.7557440996170044,0.9166667461395264,0.8784329295158386,0.017836514860391617,0.6585366129875183,0.6086956262588501,0.925440788269043,0.9166667461395264,0.05,0.8637022376060486,0.800000011920929,0.9084305763244628
no_init_kenn_bottom_up_adapter_bert_ms,0,3mvljmon,1,174,0.9145268201828004,0.8333333134651184,0.898692786693573,0.01844119653105736,0.819672167301178,0.9145268201828004,0.8217054009437561,0.8833333849906921,0.9333333373069764,0.9116021990776062,0.8166667222976685,0.01913709193468094,0.6833333373069763,0.8118811845779419,0.8833333253860474,0.7716468572616577,0.7681159377098083,0.01844119653105736,0.8447713255882263,0.8990877866744995,0.9273892641067504,0.8545454740524292,0.8833333253860474,0.8623950481414795,0.905101478099823,0.8319251537322998,0.8237214684486389,0.016353514045476913,0.01844119653105736,0.8173912763595581,0.7833333611488342,0.8990877866744995,0.905101478099823,0.9209131598472596,0.898692786693573,0.8833333849906921,0.8235294222831726,0.8803592920303345,0.9209131598472596,0.375,0.8477646112442017,0.9166667461395264,0.8803592920303345,0.017636142671108246,0.8064516186714172,0.7368420958518982,0.9273892641067504,0.8833333849906921,0.02,0.8623950481414795,0.7833333611488342,0.9116021990776062
smart_init_classifier_adapter_bert_ms,2,298ox4rl,1,56,0.9148051738739014,0.8999999761581421,0.8989107012748718,0.018789144232869148,0.9473683834075928,0.9148051738739014,0.939130425453186,0.9000000953674316,0.8999999761581421,0.9146530628204346,0.8277778029441833,0.018789144232869148,0.6833333373069763,0.8118811845779419,0.8999999761581421,0.9821428656578064,0.9818181991577148,0.018789144232869148,0.8423645496368408,0.9073425531387328,0.9288912415504456,0.9895833134651184,0.8999999761581421,0.8630486726760864,0.9067135453224182,0.9008595943450928,0.9392789602279664,0.016527488827705383,0.018789144232869148,0.8796296119689941,0.7916666865348816,0.9073425531387328,0.9067135453224182,0.9217944145202636,0.8989107012748718,0.9000000953674316,0.931034505367279,0.8846414685249329,0.9217944145202636,0.375,0.9880952835083008,0.9000000953674316,0.8846414685249329,0.01758589968085289,1.0,0.9642857313156128,0.9288912415504456,0.9000000953674316,0.41,0.8630486726760864,0.7916666865348816,0.9146530628204346
smart_init_classifier_adapter_bert_ms,1,rtf5om46,1,55,0.913604736328125,0.699999988079071,0.8971677422523499,0.016005568206310272,0.8235293626785278,0.913604736328125,0.8679245114326477,0.7666667103767395,0.8333333134651184,0.9147045612335204,0.7388889193534851,0.018441198393702507,0.6833333373069763,0.8118811845779419,0.7666666507720947,1.0,1.0,0.016005568206310272,0.7963730692863464,0.9080427885055542,0.9290072321891784,1.0,0.7666666507720947,0.8578199148178101,0.9058513045310974,0.8498402237892151,0.8679245114326477,0.01513569988310337,0.016005568206310272,0.8405797481536865,0.7250000238418579,0.9080427885055542,0.9058513045310974,0.921241581439972,0.8971677422523499,0.7666667699813843,0.9090909361839294,0.8822171092033386,0.921241581439972,0.375,1.0,0.8833334445953369,0.8822171092033386,0.016625743359327316,1.0,1.0,0.9290072321891784,0.7666667699813843,0.99,0.8578199148178101,0.7250000238418579,0.9147045612335204
smart_init_classifier_adapter_bert_ms,0,sf0p7by7,1,62,0.9148051738739014,0.8999999761581421,0.8989107012748718,0.018615171313285828,0.9473683834075928,0.9148051738739014,0.931034505367279,0.895814061164856,0.8999999761581421,0.9144503474235536,0.8277778029441833,0.018673162907361984,0.6833333373069763,0.8118811845779419,0.8999999761581421,0.965517282485962,0.9642857313156128,0.018789144232869148,0.839923083782196,0.9066905379295348,0.9289724826812744,0.9793814420700072,0.8999999761581421,0.8630486726760864,0.9066139459609984,0.8962247967720032,0.9316081404685974,0.016527488827705383,0.01870175451040268,0.8755760788917542,0.7916666865348816,0.9066905379295348,0.9066139459609984,0.921834409236908,0.8989107012748718,0.9000000953674316,0.915254294872284,0.8843315839767456,0.921834409236908,0.375,0.9770115613937378,0.894444465637207,0.8843315839767456,0.017534930258989334,1.0,0.931034505367279,0.9289724826812744,0.8916667103767395,0.47,0.8630486726760864,0.7916666865348816,0.9144503474235536
