name,instance,run_id,test_incremental_only/macro_types/recall,epoch,test_incremental/macro_example_exclusive/recall,test_incremental_person-artist-actor/macro_types/recall,test_incremental/micro/f1,test_incremental_person-artist-director/macro_types/f1,test_incremental_only/micro/f1,test_pretraining/micro/recall,test_incremental_only/micro/recall,test_incremental/macro_types/recall,test_incremental_person-artist-author/macro_types/f1,test_incremental_person-artist-director/macro_types/precision,test_incremental/macro_example/precision,test_incremental_only/macro_types/f1,test_pretraining/micro/f1,test_incremental/macro_types/f1,test/macro_example/precision,test/macro_example/f1,test_pretraining/macro_example/recall,test_incremental/micro/precision,test_incremental/macro_example/recall,test/macro_types/recall,test_incremental_person-artist/macro_types/f1,test_incremental_person-artist-music/macro_types/f1,test/micro/f1,threshold_pretraining,test_incremental_person-artist-music/macro_types/recall,test/macro_types/f1,test_incremental_only/macro_types/precision,test_incremental_only/macro_example/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental_person-artist/macro_types/precision,test_incremental/macro_example_exclusive/precision,test_incremental/micro/recall,test_pretraining/macro_types/precision,test_pretraining/macro_types/recall,test_incremental_person-artist-director/macro_types/recall,test_incremental_person-artist/macro_types/recall,test/macro_example/recall,test_incremental/macro_example/f1,test_incremental/macro_example_exclusive/f1,test/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/micro/precision,test/micro/precision,test_incremental_only/macro_example/recall,test_incremental_person-artist-actor/macro_types/precision,test/micro/recall,threshold_incremental,test_incremental_only/macro_example/precision,test_incremental_person-artist-music/macro_types/precision,test_incremental/macro_types/precision,test_incremental_person-artist-author/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_person-artist-actor/macro_types/f1,test_pretraining/micro/precision,test_incremental_only/macro_example_exclusive/recall,test_pretraining/macro_example/f1,test_incremental_person-artist-author/macro_types/recall
kenn_hybrid_adapter_bert_ms,2,1zbnvae9,0.4785648286342621,40,0.6905018091201782,0.2869565188884735,0.6280120611190796,0.40909090638160706,0.46357616782188416,0.8289231657981873,0.46296295523643494,0.5563285946846008,0.5971830487251282,0.3103448152542114,0.09875020384788512,0.45222750306129456,0.8293803930282593,0.5308135151863098,0.8517229557037354,0.8499919772148132,0.8482680320739746,0.621460497379303,0.0950419306755066,0.7880470752716064,0.8446771502494812,0.260869562625885,0.8293803930282593,0.33,0.4864864945411682,0.8083903193473816,0.42863786220550537,0.06320320814847946,0.566871166229248,0.8231292366981506,0.7174432277679443,0.6347032189369202,0.829811692237854,0.7880470752716064,0.6000000238418579,0.8673835396766663,0.8482680320739746,0.09686058759689332,0.7037147283554077,0.829811692237854,0.8083903193473816,0.6231563091278076,0.4641909897327423,0.8298380970954895,0.05796743929386139,0.5593220591545105,0.8289231657981873,0.060000000000000005,0.06947870552539825,0.1782178282737732,0.5075361728668213,0.6666666865348816,0.8517229557037354,0.3793103396892547,0.8298380970954895,0.5199114680290222,0.8499919772148132,0.5408163070678711
kenn_top_down_adapter_bert_ms,2,2mynpff8,0.4571141004562378,49,0.6678016781806946,0.25217390060424805,0.5948339104652405,0.3076923191547394,0.4117646813392639,0.8263506293296814,0.42592594027519226,0.5391680002212524,0.5393258929252625,0.2068965584039688,0.10269692540168762,0.42168334126472473,0.8247592449188232,0.5065794587135315,0.8466507196426392,0.8468440771102905,0.8470375537872314,0.577363908290863,0.09191744774580002,0.7863646745681763,0.8446771502494812,0.24827586114406583,0.8247592449188232,0.33,0.4864864945411682,0.8061169385910034,0.39135000109672546,0.05917859449982643,0.5307743549346924,0.8231292366981506,0.746117115020752,0.6133942008018494,0.8268871307373047,0.7863646745681763,0.6000000238418579,0.8673835396766663,0.8470375537872314,0.09700864553451538,0.7047905325889587,0.8268871307373047,0.8061169385910034,0.6150442361831665,0.39851483702659607,0.8231740593910217,0.05204736068844795,0.5918367505073547,0.8263506293296814,0.11,0.06857424974441528,0.1666666716337204,0.47770583629608154,0.6000000238418579,0.8466507196426392,0.353658527135849,0.8231740593910217,0.4668141305446625,0.8468440771102905,0.4897959232330322
kenn_bottom_up_adapter_bert_ms,2,219aymnk,0.5185571908950806,35,0.7073476910591125,0.3391304314136505,0.6022409200668335,0.3392857015132904,0.4397661089897156,0.8313120007514954,0.49735450744628906,0.5883224606513977,0.5541561841964722,0.23170731961727145,0.09623417258262634,0.4348093569278717,0.8241938352584839,0.5188841223716736,0.8436983227729797,0.8465312719345093,0.8493832945823669,0.5577172636985779,0.09736062586307526,0.7911837100982666,0.8446771502494812,0.24844719469547272,0.8241938352584839,0.33,0.5405405163764954,0.8080034852027893,0.37435102462768555,0.06591887027025223,0.5912281274795532,0.8231292366981506,0.6991636753082275,0.6544901132583618,0.8255538940429688,0.7911837100982666,0.6333333253860474,0.8673835396766663,0.8493832945823669,0.09679412096738815,0.7032318711280823,0.8255538940429688,0.8080034852027893,0.6316372156143188,0.39412999153137207,0.8171965479850769,0.06195526942610741,0.5571428537368774,0.8313120007514954,0.04,0.07042427361011505,0.16129031777381897,0.4641067385673523,0.5472636818885803,0.8436983227729797,0.4216216504573822,0.8171965479850769,0.5556784868240356,0.8465312719345093,0.5612244606018066
kenn_hybrid_adapter_bert_ms,1,2vtn0uwl,0.6394690275192261,28,0.6814814805984497,0.52173912525177,0.4074963629245758,0.15028901398181915,0.24137932062149048,0.830209493637085,0.48148149251937866,0.6850519776344299,0.2579365074634552,0.08227848261594772,0.07229074090719223,0.26153773069381714,0.7768893241882324,0.41351398825645447,0.7890791893005371,0.817882776260376,0.8488688468933105,0.2977527976036072,0.0938003659248352,0.8006669878959656,0.8446771502494812,0.20735786855220795,0.7768893241882324,0.33,0.837837815284729,0.8048545122146606,0.16438493132591248,0.05063654854893685,0.4541605412960053,0.8231292366981506,0.5252090692520142,0.6453576683998108,0.8090859651565552,0.8006669878959656,0.8666666746139526,0.8673835396766663,0.8488688468933105,0.08165274560451508,0.5932262539863586,0.8090859651565552,0.8048545122146606,0.4317846596240998,0.16106194257736206,0.7300048470497131,0.05340404435992241,0.24590164422988892,0.830209493637085,0.02,0.048141755163669586,0.11832061409950256,0.29613378643989563,0.2110389620065689,0.7890791893005371,0.33426183462142944,0.7300048470497131,0.4789822995662689,0.817882776260376,0.3316326439380646
kenn_top_down_adapter_bert_ms,1,2f35ka7b,0.5497360825538635,30,0.6440262794494629,0.38260868191719055,0.4224599003791809,0.17931033670902252,0.23592905700206757,0.8248805403709412,0.4047619104385376,0.6132656335830688,0.252136766910553,0.10000000149011612,0.0852244645357132,0.2598840594291687,0.7861645817756653,0.4035872519016266,0.7994406223297119,0.8222039341926575,0.8463016748428345,0.32563892006874084,0.08864495903253555,0.7936291098594666,0.8446771502494812,0.19354836642742157,0.7861645817756653,0.33,0.6486486196517944,0.8015052676200867,0.17016395926475525,0.04766056314110756,0.4274688363075256,0.8231292366981506,0.6191756129264832,0.6012176275253296,0.809539258480072,0.7936291098594666,0.8666666746139526,0.8673835396766663,0.8463016748428345,0.08690106123685837,0.6313564777374268,0.809539258480072,0.8015052676200867,0.4564896821975708,0.16648530960083008,0.7509200572967529,0.044811706990003586,0.25,0.8248805403709412,0.09,0.050896234810352325,0.11374407261610033,0.3007570207118988,0.21691176295280457,0.7994406223297119,0.3024055063724518,0.7509200572967529,0.4019173979759216,0.8222039341926575,0.30102041363716125
kenn_bottom_up_adapter_bert_ms,1,3frn0ngt,0.4231295585632324,30,0.6022700071334839,0.2869565188884735,0.5815832018852234,0.4000000059604645,0.3548872172832489,0.818449079990387,0.31216931343078613,0.5119803547859192,0.34306570887565613,0.2750000059604645,0.1015457957983017,0.418954998254776,0.8257322907447815,0.5041293501853943,0.852425217628479,0.8477407097816467,0.8431073427200317,0.6196213364601135,0.08289754390716553,0.7836992144584656,0.8446771502494812,0.30188676714897156,0.8257322907447815,0.33,0.4324324429035187,0.8055863380432129,0.4148620367050171,0.03973110020160675,0.35634925961494446,0.8231292366981506,0.7377538681030273,0.5479452013969421,0.8287312388420105,0.7836992144584656,0.7333333492279053,0.8673835396766663,0.8431073427200317,0.09127894788980484,0.6631628274917603,0.8287312388420105,0.8055863380432129,0.4048672318458557,0.4111498296260834,0.8331462740898132,0.035479363054037094,0.550000011920929,0.818449079990387,0.09,0.04514060169458389,0.23188406229019165,0.49651551246643066,0.6025640964508057,0.852425217628479,0.37714287638664246,0.8331462740898132,0.31821537017822266,0.8477407097816467,0.23979592323303223
kenn_hybrid_adapter_bert_ms,0,2ieqimuq,0.5380231142044067,33,0.6973118185997009,0.539130449295044,0.4544000327587128,0.27067670226097107,0.282642126083374,0.83057701587677,0.48677247762680054,0.6038951873779297,0.36689040064811707,0.17475728690624237,0.08233842998743057,0.28640836477279663,0.7912472486495972,0.4189636409282684,0.8035988211631775,0.8259209394454956,0.8495184183120728,0.3497537076473236,0.09597927331924438,0.7927104234695435,0.8446771502494812,0.1946902573108673,0.7912472486495972,0.33,0.5945945978164673,0.8019945025444031,0.19514557719230652,0.05634994059801102,0.5054041147232056,0.8231292366981506,0.5982078909873962,0.6484017968177795,0.8114985823631287,0.7927104234695435,0.6000000238418579,0.8673835396766663,0.8495184183120728,0.0886371061205864,0.6439692974090576,0.8114985823631287,0.8019945025444031,0.4834070801734924,0.1991342008113861,0.7554738521575928,0.05903634428977966,0.1627296656370163,0.83057701587677,0.02,0.05389738082885742,0.11640211939811708,0.32074233889579773,0.32669323682785034,0.8035988211631775,0.25,0.7554738521575928,0.5294985175132751,0.8259209394454956,0.4183673560619354
kenn_top_down_adapter_bert_ms,0,1w7jfqw3,0.8346427083015442,33,0.8321386575698853,0.8260869383811951,0.18697769939899445,0.0559999980032444,0.11409785598516464,0.850973904132843,0.7804232835769653,0.8411909341812134,0.17902812361717224,0.028865979984402657,0.07352408766746521,0.10728036612272264,0.6055969595909119,0.3367163836956024,0.5291732549667358,0.6551632881164551,0.8598941564559937,0.1055632010102272,0.1145370751619339,0.8159747123718262,0.8446771502494812,0.05887764319777489,0.6055969595909119,0.33,0.8648648858070374,0.8082596659660339,0.057324253022670746,0.06763925403356552,0.6066582798957825,0.8231292366981506,0.5341696739196777,0.8173515796661377,0.8006890416145325,0.8159747123718262,0.9333333373069764,0.8673835396766663,0.8598941564559937,0.08955845981836319,0.6506631374359131,0.8006890416145325,0.8082596659660339,0.4889380633831024,0.06154809147119522,0.4700568318367005,0.08908896148204803,0.06761565804481506,0.850973904132843,0.01,0.05451405793428421,0.030476190149784088,0.21048526465892792,0.10233917832374571,0.5291732549667358,0.1249999925494194,0.4700568318367005,0.7990412712097168,0.6551632881164551,0.7142857313156128
kenn_bottom_up_adapter_bert_ms,0,1vt10cr3,0.5271387100219727,33,0.6924133896827698,0.539130449295044,0.46305418014526367,0.28099173307418823,0.2886762320995331,0.8300257325172424,0.47883597016334534,0.5951877236366272,0.3636363446712494,0.18681319057941437,0.08513402193784714,0.2927578389644623,0.7940582633018494,0.4218871295452118,0.8060464859008789,0.8270947933197021,0.8492717742919922,0.3615384697914123,0.09530504792928696,0.7918567657470703,0.8446771502494812,0.21052631735801697,0.7940582633018494,0.33,0.5945945978164673,0.8018445372581482,0.2026526778936386,0.056225549429655075,0.5042884349822998,0.8231292366981506,0.6185184717178345,0.6438356041908264,0.81208735704422,0.7918567657470703,0.5666666626930237,0.8673835396766663,0.8492717742919922,0.0899328738451004,0.653383195400238,0.81208735704422,0.8018445372581482,0.4918878972530365,0.20662100613117215,0.7610783576965332,0.05767965689301491,0.16802167892456055,0.8300257325172424,0.02,0.05484294891357422,0.12790697813034058,0.3267480134963989,0.32786884903907776,0.8060464859008789,0.25619834661483765,0.7610783576965332,0.5173304080963135,0.8270947933197021,0.4081632792949677
box_adapter_bert_ms,2,t8sx9wbc,0.3490661382675171,10,0.5728793144226074,0.2347826063632965,0.28283676505088806,0.08414238691329956,0.09507829695940018,0.7541345357894897,0.22486773133277893,0.4598980545997619,0.17993079125881195,0.04421768710017204,0.10557473450899124,0.15714623034000397,0.7081966996192932,0.31593209505081177,0.6741791367530823,0.7242192029953003,0.7822831869125366,0.19524912536144257,0.07885216176509857,0.6427688002586365,0.847058892250061,0.037383176386356354,0.7081966996192932,0.26,0.1621621549129486,0.6700429916381836,0.10139712691307068,0.0326431505382061,0.29277727007865906,0.797468364238739,0.7670250535011292,0.512937605381012,0.6997344493865967,0.6427688002586365,0.8666666746139526,0.9032257795333862,0.7822831869125366,0.09027746319770812,0.6558867692947388,0.6997344493865967,0.6700429916381836,0.3761062026023865,0.06028368696570397,0.6675341725349426,0.026722578331828117,0.06067415699362755,0.7541345357894897,0.93,0.04193389043211937,0.0211267601698637,0.24061137437820437,0.2795698940753937,0.6741791367530823,0.09642856568098068,0.6675341725349426,0.2396755218505859,0.7242192029953003,0.13265305757522583
