name,instance,run_id,test_incremental/micro/precision,test_incremental_only/macro_types/precision,test_incremental_person-artist-author/macro_types/f1,test/macro_types/recall,test_pretraining/macro_types/f1,test_incremental_only/micro/precision,test_incremental_person-artist/macro_types/f1,test/micro/recall,threshold_pretraining,test_incremental/macro_types/precision,epoch,test/macro_types/precision,test_pretraining/micro/recall,test_incremental_only/macro_example/precision,test_incremental/micro/f1,test_incremental_person-artist/macro_types/recall,test_pretraining/micro/f1,test_incremental_only/macro_example/f1,test_incremental_person-artist-actor/macro_types/precision,test_incremental_person-artist-director/macro_types/precision,test/micro/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental_person-artist-music/macro_types/recall,test_incremental_person-artist/macro_types/precision,test_incremental_person-artist-music/macro_types/precision,threshold_incremental,test_pretraining/macro_example/precision,test_incremental_person-artist-actor/macro_types/f1,test_incremental_only/macro_example_exclusive/recall,test_incremental_person-artist-director/macro_types/f1,test/macro_types/f1,test_incremental/macro_example/f1,test_incremental_only/macro_types/f1,test/macro_example/precision,test_incremental_only/micro/recall,test_incremental_person-artist-actor/macro_types/recall,test_incremental/macro_types/f1,test_pretraining/macro_example/recall,test_incremental/micro/recall,test_pretraining/micro/precision,test_incremental/macro_example/recall,test_incremental_person-artist-music/macro_types/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/micro/f1,test/macro_example/f1,test_incremental/macro_example/precision,test_incremental_only/macro_example/recall,test/micro/f1,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_example/f1,test_incremental/macro_types/recall,test_incremental_person-artist-director/macro_types/recall,test_incremental_person-artist-author/macro_types/recall,test_pretraining/macro_types/recall,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_types/recall,test_pretraining/macro_types/precision,test/macro_example/recall,test_incremental_person-artist-author/macro_types/precision
kenn_hybrid_adapter_bert_ms,2,xfewh6wg,0.7601810097694397,0.6137446165084839,0.287937730550766,0.774043083190918,0.8076601624488831,0.6351351141929626,0.8446771502494812,0.8140389323234558,0.33,0.6556215286254883,81,0.844329833984375,0.8140389323234558,0.04489393159747124,0.6114649772644043,0.8673835396766663,0.8320029973983765,0.034797199070453644,0.8684210777282715,0.47999998927116394,0.850777804851532,0.5718638300895691,0.4026548564434051,0.3243243098258972,0.8231292366981506,0.5,0.14,0.8624051213264465,0.4313725531101227,0.25479352474212646,0.4363636374473572,0.8076601624488831,0.0927538052201271,0.4030211269855499,0.8624051213264465,0.24867725372314453,0.2869565188884735,0.5071353912353516,0.8410192131996155,0.5114155411720276,0.850777804851532,0.07871238142251968,0.3934426009654999,0.8201911449432373,0.35741445422172546,0.8515779376029968,0.11289261281490326,0.028408154845237732,0.8320029973983765,0.3120970129966736,0.8515779376029968,0.4134880006313324,0.4000000059604645,0.18877550959587097,0.774043083190918,0.673878014087677,0.30001407861709595,0.844329833984375,0.8410192131996155,0.6065573692321777
kenn_top_down_adapter_bert_ms,2,3qc76109,0.672897219657898,0.4761766195297241,0.35179150104522705,0.7784987092018127,0.8050798177719116,0.48962655663490295,0.8446771502494812,0.818449079990387,0.33,0.5455671548843384,81,0.8335402011871338,0.818449079990387,0.05574740841984749,0.6040269136428833,0.8673835396766663,0.8292683362960815,0.04317716509103775,0.7058823704719543,0.37142857909202576,0.8403773307800293,0.6016726493835449,0.5,0.4054054021835327,0.8231292366981506,0.34090909361839294,0.13,0.8580557107925415,0.4337349236011505,0.3160029351711273,0.40000003576278687,0.8050798177719116,0.09542477875947952,0.407949298620224,0.8580557107925415,0.31216931343078613,0.313043475151062,0.4985154867172241,0.8431891798973083,0.5479452013969421,0.8403773307800293,0.08281532675027847,0.3703703582286834,0.8178016543388367,0.38126009702682495,0.8505575060844421,0.11256372183561324,0.03523269295692444,0.8292683362960815,0.3872570991516114,0.8505575060844421,0.4589352011680603,0.4333333373069763,0.27551019191741943,0.7784987092018127,0.6932832598686218,0.3568230867385864,0.8335402011871338,0.8431891798973083,0.4864864945411682
kenn_bottom_up_adapter_bert_ms,2,3jnn7pzk,0.6812143921852112,0.4827947914600372,0.3489932715892792,0.7784690856933594,0.8053059577941895,0.5021459460258484,0.8446771502494812,0.8182653188705444,0.33,0.5508617162704468,81,0.8340592384338379,0.8182653188705444,0.05426739156246185,0.6064189076423645,0.8673835396766663,0.8296999931335449,0.04284660145640373,0.698113203048706,0.38235294818878174,0.841458797454834,0.6016726493835449,0.4867256581783294,0.4054054021835327,0.8231292366981506,0.34090909361839294,0.04,0.858659029006958,0.4404761791229248,0.31747788190841675,0.40625,0.8053059577941895,0.09371479600667952,0.410109430551529,0.858659029006958,0.3095238208770752,0.321739137172699,0.5005345940589905,0.8431020975112915,0.5464231371879578,0.841458797454834,0.08281531929969788,0.3703703582286834,0.7840501666069031,0.38297873735427856,0.8508094549179077,0.10791810601949692,0.03539713844656944,0.8296999931335449,0.384292334318161,0.8508094549179077,0.45863351225852966,0.4333333373069763,0.26530611515045166,0.7784690856933594,0.6808598637580872,0.3564459979534149,0.8340592384338379,0.8431020975112915,0.5098039507865906
kenn_hybrid_adapter_bert_ms,1,6orvtp1t,0.3127785921096802,0.16489773988723755,0.2531645596027374,0.7968040108680725,0.8029178380966187,0.17015209794044495,0.8446771502494812,0.8296582102775574,0.33,0.29654404520988464,71,0.8091261982917786,0.8296582102775574,0.04884065315127373,0.420369416475296,0.8673835396766663,0.7816151976585388,0.05113281309604645,0.23904383182525635,0.0988142266869545,0.738831639289856,0.6799880862236023,0.4380530714988709,0.6486486196517944,0.8231292366981506,0.1256544440984726,0.01,0.7921046018600464,0.32786884903907776,0.4811947047710418,0.17667843401432037,0.8029178380966187,0.08478274941444397,0.25777649879455566,0.7921046018600464,0.47354498505592346,0.52173912525177,0.4064207673072815,0.848773717880249,0.6407914757728577,0.738831639289856,0.09359479695558548,0.21052630245685575,0.5629630088806152,0.25034967064857483,0.8194605708122253,0.07748725265264511,0.053650714457035065,0.7816151976585388,0.45861154794692993,0.8194605708122253,0.6456495523452759,0.8333333134651184,0.3571428656578064,0.7968040108680725,0.6159664988517761,0.5902159810066223,0.8091261982917786,0.848773717880249,0.19607843458652496
kenn_top_down_adapter_bert_ms,1,65wsxvyy,0.12598854303359985,0.0626954436302185,0.13553719222545624,0.8070265650749207,0.8040575981140137,0.06522383540868759,0.8446771502494812,0.8371922373771667,0.33,0.2147822082042694,82,0.8011103272438049,0.8371922373771667,0.04871731624007225,0.21369102597236633,0.8673835396766663,0.6567680835723877,0.055570948868989944,0.08609271794557571,0.03337612375617027,0.5403226017951965,0.729151725769043,0.4369469285011291,0.9189189076423644,0.8231292366981506,0.05044510215520859,0.01,0.6155014634132385,0.15279139578342438,0.5800147652626038,0.06427688896656036,0.8040575981140137,0.08416638523340225,0.11535392701625824,0.6155014634132385,0.5820105671882629,0.678260862827301,0.3339257538318634,0.8527032136917114,0.7031963467597961,0.5403226017951965,0.10036177933216096,0.09563993662595748,0.5265233516693115,0.1173020526766777,0.7149412631988525,0.07247163355350494,0.06466864049434662,0.6567680835723877,0.49841734766960144,0.7149412631988525,0.7499194741249084,0.8666666746139526,0.4183673560619354,0.8070265650749207,0.6114884614944458,0.720553457736969,0.8011103272438049,0.8527032136917114,0.08086784929037094
kenn_bottom_up_adapter_bert_ms,1,1l8q5aho,0.7451456189155579,0.555059552192688,0.2118644118309021,0.7689893841743469,0.8028030395507812,0.5508474707603455,0.8446771502494812,0.8087100386619568,0.33,0.6086734533309937,71,0.8397271037101746,0.8087100386619568,0.0281203743070364,0.5743685364723206,0.8673835396766663,0.8288915753364563,0.023805107921361923,0.6785714030265808,0.6499999761581421,0.8501062393188477,0.5368578433990479,0.25221240520477295,0.21621622145175937,0.8231292366981506,0.2666666805744171,0.15000000000000002,0.863172173500061,0.2657342553138733,0.18510323762893677,0.5200000405311584,0.8028030395507812,0.08927066624164581,0.3307720422744751,0.863172173500061,0.17195767164230347,0.16521738469600675,0.45394670963287354,0.8383347988128662,0.4672755002975464,0.8501062393188477,0.07389409840106964,0.23880597949028015,0.8189964294433594,0.2620967924594879,0.8505722284317017,0.11272817105054855,0.020638052374124527,0.8288915753364563,0.21350863575935364,0.8505722284317017,0.361940324306488,0.4333333373069763,0.12755101919174194,0.7689893841743469,0.6485721468925476,0.2355794906616211,0.8397271037101746,0.8383347988128662,0.625
kenn_hybrid_adapter_bert_ms,0,2xntqxsq,0.17345193028450012,0.09128205478191376,0.241347074508667,0.8091186285018921,0.8062251806259155,0.10079878568649292,0.8446771502494812,0.8454612493515015,0.33,0.2376514971256256,18,0.803352415561676,0.8454612493515015,0.04941621422767639,0.2832401990890503,0.8673835396766663,0.7008377909660339,0.06152194365859032,0.08943965286016464,0.06619385629892349,0.5984651446342468,0.7971326112747192,0.44321537017822266,0.6756756901741028,0.8231292366981506,0.06172839552164078,0.04,0.6568180322647095,0.15915629267692566,0.7308259606361389,0.12362030893564224,0.8062251806259155,0.08638104051351547,0.16268977522850037,0.6568180322647095,0.7010582089424133,0.7217391133308411,0.3633441030979157,0.8568558692932129,0.7716894745826721,0.5984651446342468,0.10971879214048386,0.11312217265367508,0.517503023147583,0.17625540494918823,0.7436190843582153,0.07123005390167236,0.08148330450057983,0.7008377909660339,0.5517920255661011,0.7436190843582153,0.7712590098381042,0.9333333373069764,0.6581632494926453,0.8091186285018921,0.6275784969329834,0.7472278475761414,0.803352415561676,0.8568558692932129,0.1477663218975067
kenn_top_down_adapter_bert_ms,0,nv5hc48w,0.08597677201032639,0.043606311082839966,0.14527027308940887,0.8071079254150391,0.8033429980278015,0.04639269411563873,0.8446771502494812,0.8434399366378784,0.33,0.19951090216636655,23,0.7996131181716919,0.8434399366378784,0.045716166496276855,0.15437285602092743,0.8673835396766663,0.5746119022369385,0.05781038850545883,0.04826648533344269,0.01998334750533104,0.4357319176197052,0.7838112115859985,0.41002947092056274,0.8108108043670654,0.8231292366981506,0.024529844522476196,0.05,0.4735678434371948,0.08953341841697693,0.705014705657959,0.03899269178509712,0.8033429980278015,0.08471202105283737,0.08224263787269592,0.4735678434371948,0.6719576716423035,0.6173912882804871,0.3152456283569336,0.8561025261878967,0.7549467086791992,0.4357319176197052,0.1078852117061615,0.0476190485060215,0.5066308379173279,0.08679309487342834,0.6098092198371887,0.06973359733819962,0.07860548794269562,0.5746119022369385,0.5185028910636902,0.6098092198371887,0.7507498264312744,0.800000011920929,0.6581632494926453,0.8071079254150391,0.6154525876045227,0.7215913534164429,0.7996131181716919,0.8561025261878967,0.08164557069540024
kenn_bottom_up_adapter_bert_ms,0,r8mvww94,0.27437499165534973,0.14449968934059143,0.34412267804145813,0.7969698309898376,0.8022133708000183,0.15084226429462433,0.8446771502494812,0.8329658508300781,0.33,0.28022560477256775,20,0.8075262904167175,0.8329658508300781,0.049169544130563736,0.3890119194984436,0.8673835396766663,0.7678496241569519,0.05550822615623474,0.10208333283662796,0.12195122241973876,0.7121759653091431,0.7157706022262573,0.441002905368805,0.5945945978164673,0.8231292366981506,0.09565217047929764,0.060000000000000005,0.7668925523757935,0.16470588743686676,0.5715339183807373,0.21276596188545227,0.8022133708000183,0.08424936234951019,0.23232373595237732,0.7668925523757935,0.5211640000343323,0.426086962223053,0.39113420248031616,0.8507846593856812,0.668188750743866,0.7121759653091431,0.0985199809074402,0.16479399800300598,0.5346475839614868,0.23396673798561096,0.8066632747650146,0.07358986884355545,0.06372307240962982,0.7678496241569519,0.49785470962524414,0.8066632747650146,0.6473408937454224,0.8333333134651184,0.5153061151504517,0.7969698309898376,0.6120913028717041,0.5923302173614502,0.8075262904167175,0.8507846593856812,0.25831201672554016
box_adapter_bert_ms,2,1kd74w96,0.199017196893692,0.2334486693143845,0.171171173453331,0.6388773918151855,0.6726046800613403,0.05487804859876633,0.847058892250061,0.7517457008361816,0.26,0.3462526202201843,14,0.7100914120674133,0.7517457008361816,0.03552047163248062,0.28358861804008484,0.9032257795333862,0.7119735479354858,0.02790715917944908,0.12682926654815674,0.02286282368004322,0.6761983633041382,0.5566905736923218,0.3185840845108032,0.10810811072587968,0.797468364238739,0.0533333346247673,0.92,0.6862400770187378,0.16249999403953552,0.20612093806266785,0.04440154507756233,0.6726046800613403,0.08844830095767975,0.26236215233802795,0.6862400770187378,0.190476194024086,0.2260869592428207,0.3796612024307251,0.7812342643737793,0.4931506812572479,0.6761983633041382,0.07662391662597656,0.0714285746216774,0.7598565816879272,0.08520710468292236,0.7306625247001648,0.10458805412054062,0.022981416434049606,0.7119735479354858,0.2503000497817993,0.7306625247001648,0.4202052354812622,0.7666666507720947,0.09693877398967744,0.6388773918151855,0.6425975561141968,0.2994501292705536,0.7100914120674133,0.7812342643737793,0.7307692170143127
