name,instance,run_id,test/macro_example/f1,test_incremental/macro_example/f1,test_incremental/macro_example/recall,test_incremental_location-structure-restaurant/macro_types/recall,test_incremental_location-structure-government/macro_types/precision,epoch,test/macro_types/f1,test_incremental_location-structure-sports_facility/macro_types/precision,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/recall,test/macro_types/precision,test_incremental_only/macro_types/precision,test_incremental_location-structure-restaurant/macro_types/f1,test_pretraining/macro_types/f1,test_incremental_location-structure-government/macro_types/f1,test_incremental_location-structure-hospital/macro_types/precision,test_incremental_only/macro_example/f1,test/macro_types/recall,test_incremental/macro_types/f1,test/micro/f1,test_incremental_only/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,threshold_incremental,test_incremental_location-structure/macro_types/f1,test_incremental_location-structure-airport/macro_types/recall,test_incremental/micro/recall,test_pretraining/macro_types/precision,test_incremental_only/macro_types/recall,test_incremental_location-structure-government/macro_types/recall,test_incremental/macro_types/recall,test_incremental_only/micro/recall,test_incremental_only/micro/precision,test_incremental_location-structure/macro_types/recall,test_incremental_location-structure-theater/macro_types/f1,test_pretraining/micro/f1,test_incremental/micro/precision,test_incremental_only/macro_example/precision,test_pretraining/macro_example/f1,test_incremental/macro_example/precision,test_incremental_location-structure-theater/macro_types/precision,test_incremental_location-structure-restaurant/macro_types/precision,test_pretraining/macro_types/recall,test_incremental_only/macro_example/recall,test_pretraining/macro_example/recall,test_incremental_location-structure-airport/macro_types/precision,test/macro_example/recall,test_incremental/micro/f1,test_incremental/macro_example_exclusive/precision,test_incremental_location-structure/macro_types/precision,test_incremental_location-structure-hospital/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental_location-structure-airport/macro_types/f1,test_incremental_location-structure-sports_facility/macro_types/recall,test_pretraining/micro/recall,test_incremental/macro_example_exclusive/f1,test_incremental_location-structure-hospital/macro_types/recall,test/macro_example/precision,test_incremental_only/micro/f1,test_incremental/macro_types/precision,test/micro/precision,test_incremental_location-structure-theater/macro_types/recall,test_incremental_location-structure-sports_facility/macro_types/f1,test/micro/recall,threshold_pretraining,test_pretraining/micro/precision
smart_init_box_adapter_bert_ms,1,85kbk1v8,0.7463436722755432,0.039070937782526016,0.09159676730632782,0.9333333373069764,0.05190839618444443,7,0.6861602067947388,0.04496124014258385,0.6921718716621399,0.6902106404304504,0.9680850505828856,0.6710562705993652,0.04751868173480034,0.08271787315607071,0.6861602067947388,0.09826590120792388,0.046439629048109055,0.02577439695596695,0.7019597291946411,0.2931244969367981,0.6070938110351562,0.09059827774763109,0.16223403811454773,0.02,0.7301587462425232,1.0,0.751091718673706,0.6710562705993652,0.9698198437690736,0.9189189076423644,0.9167760610580444,0.9682539701461792,0.04750778898596763,0.5985130071640015,0.09756097942590714,0.6070938110351562,0.08548707515001297,0.015046866610646248,0.7463436722755432,0.024831440299749374,0.05128205195069313,0.04327666014432907,0.7019597291946411,0.08978785574436188,0.8097149133682251,0.04724409431219101,0.8097149133682251,0.15350289642810822,0.18711277842521667,0.936046540737152,0.08875739574432373,0.27789735794067383,0.09022556245326996,0.9666666388511658,0.799923837184906,0.29441192746162415,1.0,0.6921718716621399,0.09057164192199708,0.17445124685764313,0.4891734719276428,1.0,0.08592592179775238,0.799923837184906,0.26,0.4891734719276428
smart_init_box_adapter_bert_ms,0,9qkk8ftc,0.8207331895828247,0.08532603085041046,0.08600559085607529,0.8333333134651184,0.4423076808452606,79,0.7014532089233398,0.2921348214149475,0.8351163864135742,0.6480792760848999,0.8484042286872864,0.7144920825958252,0.4312018752098083,0.5494505167007446,0.7014532089233398,0.5168538689613342,0.5714285969734192,0.07632479816675186,0.6888817548751831,0.623120129108429,0.8037311434745789,0.5731232166290283,0.798936128616333,0.17,0.7301587462425232,0.9333333373069764,0.7008733749389648,0.7144920825958252,0.8542980551719666,0.6216216087341309,0.8177573680877686,0.8465608358383179,0.3921568691730499,0.5985130071640015,0.7407407760620117,0.8037311434745789,0.5534482598304749,0.07409965246915817,0.8207331895828247,0.08465712517499924,0.6122449040412903,0.4098360538482666,0.6888817548751831,0.07868771255016327,0.8068370819091797,0.25925925374031067,0.8068370819091797,0.6184971332550049,0.63791823387146,0.936046540737152,0.7088607549667358,0.8229274749755859,0.4057970941066742,0.8666666746139526,0.7955453991889954,0.6429586410522461,0.9333333373069764,0.8351163864135742,0.5360134243965149,0.5033226013183594,0.8120870590209961,0.9375,0.43697476387023926,0.7955453991889954,0.26,0.8120870590209961
no_init_kenn_hybrid_adapter_bert_ms,2,182wgiwx,0.8620499968528748,0.0937374085187912,0.09587238729000092,0.800000011920929,0.800000011920929,51,0.8307216167449951,0.5192307829856873,0.8593258857727051,0.7224287390708923,0.875,0.8404932022094727,0.6567161679267883,0.6575343012809753,0.8307216167449951,0.8311688303947449,0.7631579041481018,0.08090699464082718,0.8211746215820312,0.7660388946533203,0.8515750765800476,0.7500661611557007,0.8696808815002441,0.2,0.7965368032455444,0.9333333373069764,0.7620087265968323,0.8404932022094727,0.8743525743484497,0.8648648858070374,0.8471614122390747,0.8730158805847168,0.6370656490325928,0.6840148568153381,0.78125,0.8515750765800476,0.7721238732337952,0.08066107332706451,0.8620499968528748,0.09169544279575348,0.78125,0.5581395626068115,0.8211746215820312,0.08115442097187042,0.8647915124893188,0.5185185074806213,0.8647915124893188,0.7670329809188843,0.6909541487693787,0.9533678889274596,0.8529411554336548,0.8723323345184326,0.6666666865348816,0.8999999761581421,0.8568437099456787,0.706341028213501,0.9666666388511658,0.8593258857727051,0.7366071939468384,0.6990950107574463,0.8463708162307739,0.78125,0.6585366129875183,0.8568437099456787,0.33,0.8463708162307739
no_init_kenn_top_down_adapter_bert_ms,2,6jfp18j6,0.8625918030738831,0.09475139528512956,0.09611905366182329,0.800000011920929,0.7333333492279053,38,0.8323808312416077,0.4821428656578064,0.8603489398956299,0.7242874503135681,0.8803191781044006,0.8433592319488525,0.6820329427719116,0.7058823704719543,0.8323808312416077,0.8048779964447021,0.7435897588729858,0.0812760666012764,0.8216845989227295,0.7805140018463135,0.8523286581039429,0.7680355310440063,0.8723403811454773,0.36000000000000004,0.7965368032455444,0.9333333373069764,0.7641921639442444,0.8433592319488525,0.8788570165634155,0.8918918967247009,0.8510224223136902,0.8783068656921387,0.658730149269104,0.6840148568153381,0.8333333730697632,0.8523286581039429,0.7865168452262878,0.08090774714946747,0.8625918030738831,0.09342212975025176,0.8928571343421936,0.6315789222717285,0.8216845989227295,0.08164775371551514,0.8648463487625122,0.6086956262588501,0.8648463487625122,0.7751938104629517,0.7039653062820435,0.9533678889274596,0.8405797481536865,0.8763116002082825,0.736842155456543,0.8999999761581421,0.8570340871810913,0.7139818072319031,0.9666666388511658,0.8603489398956299,0.7528344392776489,0.7207951545715332,0.8476746082305908,0.78125,0.6279070377349854,0.8570340871810913,0.33,0.8476746082305908
no_init_kenn_bottom_up_adapter_bert_ms,2,uur848sa,0.8637210130691528,0.09631787985563278,0.09513238072395323,0.800000011920929,0.7804877758026123,38,0.8365388512611389,0.5744680762290955,0.8631445169448853,0.7168525457382202,0.8590425252914429,0.8545321822166443,0.7807270288467407,0.8421052694320679,0.8365388512611389,0.8205128312110901,0.7222222089767456,0.07955086976289749,0.8192877769470215,0.8189023733139038,0.8546456098556519,0.8173989653587341,0.8563829660415649,0.34,0.7965368032455444,0.9333333373069764,0.7554585337638855,0.8545321822166443,0.8576858639717102,0.8648648858070374,0.8328757286071777,0.8571428656578064,0.7570093274116516,0.6840148568153381,0.8620690107345581,0.8546456098556519,0.85012286901474,0.07942772656679153,0.8637210130691528,0.09753330051898956,0.9615384340286256,0.8888888955116272,0.8192877769470215,0.07967439293861389,0.8642982244491577,0.7567567825317383,0.8642982244491577,0.8000000715255737,0.734944224357605,0.9533678889274596,0.7878787517547607,0.8577106595039368,0.8358209133148193,0.8999999761581421,0.8562725782394409,0.7257856726646423,0.8666666746139526,0.8631445169448853,0.803970217704773,0.8053901195526123,0.8530248403549194,0.78125,0.701298713684082,0.8562725782394409,0.33,0.8530248403549194
no_init_kenn_hybrid_adapter_bert_ms,1,rw29xx3k,0.8602098822593689,0.0929545760154724,0.0957079380750656,0.8333333134651184,0.75,50,0.8273986577987671,0.4406779706478119,0.855928897857666,0.7211896181106567,0.8723404407501221,0.8345308899879456,0.6040486693382263,0.6410256624221802,0.8273986577987671,0.8148147463798523,0.7368420958518982,0.08049453049898148,0.8203874230384827,0.7358508706092834,0.8489764928817749,0.7121573090553284,0.8634752035140991,0.08,0.7965368032455444,0.8666666746139526,0.7598253488540649,0.8345308899879456,0.8673986792564392,0.8918918967247009,0.8412009477615356,0.8677248954772949,0.5674740672111511,0.6840148568153381,0.8000000715255737,0.8489764928817749,0.7219917178153992,0.08008550852537155,0.8602098822593689,0.09035520255565643,0.7878788113594055,0.5208333134651184,0.8203874230384827,0.08090774714946747,0.8645339012145996,0.3880597054958343,0.8645339012145996,0.7404255867004395,0.6808550357818604,0.9533678889274596,0.8235294222831726,0.867885172367096,0.5360824465751648,0.8666666746139526,0.8566533327102661,0.7004421949386597,0.9333333373069764,0.855928897857666,0.6861924529075623,0.6539514660835266,0.8414360284805298,0.8125,0.584269642829895,0.8566533327102661,0.33,0.8414360284805298
no_init_kenn_top_down_adapter_bert_ms,1,pvqj0dep,0.8600550889968872,0.09429360926151276,0.09620128571987152,0.8666666746139526,0.7021276354789734,50,0.8279418349266052,0.4126984179019928,0.8554050326347351,0.7249070405960083,0.8829786777496338,0.8343762159347534,0.6026822328567505,0.684210479259491,0.8279418349266052,0.7857142686843872,0.7567567825317383,0.08177090436220169,0.8216059803962708,0.738610029220581,0.848633348941803,0.7147987484931946,0.8803191184997559,0.16,0.7965368032455444,0.8666666746139526,0.7641921639442444,0.8343762159347534,0.8781626224517822,0.8918918967247009,0.8504271507263184,0.8783068656921387,0.5570470094680786,0.6840148568153381,0.8307692408561707,0.848633348941803,0.7128309607505798,0.08164775371551514,0.8600550889968872,0.09246012568473816,0.8181818127632141,0.5652173757553101,0.8216059803962708,0.08189442753791809,0.8647559285163879,0.3611111044883728,0.8647559285163879,0.7376185655593872,0.6967161893844604,0.9533678889274596,0.8358209133148193,0.8816469311714172,0.5098039507865906,0.8666666746139526,0.8570340871810913,0.7105321288108826,0.9333333373069764,0.8554050326347351,0.6817248463630676,0.6527801752090454,0.8403957486152649,0.84375,0.5591398477554321,0.8570340871810913,0.33,0.8403957486152649
no_init_kenn_bottom_up_adapter_bert_ms,1,niqylvty,0.8588167428970337,0.0933985635638237,0.09644795209169388,0.8666666746139526,0.6470588445663452,50,0.8245288133621216,0.3768115937709808,0.852798581123352,0.7267658114433289,0.8882978558540344,0.8268753290176392,0.5364247560501099,0.5977011322975159,0.8245288133621216,0.7500000596046448,0.7179487347602844,0.08153626322746277,0.8221955895423889,0.7023397088050842,0.8459515571594238,0.6675073504447937,0.870124101638794,0.04,0.7965368032455444,0.8666666746139526,0.7663755416870117,0.8268753290176392,0.8833708763122559,0.8918918967247009,0.8548914790153503,0.8835979104042053,0.5,0.6840148568153381,0.767123281955719,0.8459515571594238,0.6660341620445251,0.08070218563079834,0.8588167428970337,0.09053609520196916,0.6829268336296082,0.45614033937454224,0.8221955895423889,0.0823877677321434,0.8649203777313232,0.33766233921051025,0.8649203777313232,0.7126903533935547,0.6822181344032288,0.9533678889274596,0.8115941882133484,0.8791170716285706,0.485981285572052,0.8666666746139526,0.8572244644165039,0.7037877440452576,0.9333333373069764,0.852798581123352,0.6386233568191528,0.5959880948066711,0.8349712491035461,0.875,0.5252525210380554,0.8572244644165039,0.33,0.8349712491035461
no_init_kenn_hybrid_adapter_bert_ms,0,wryiwy1y,0.8615760207176208,0.09431906044483183,0.0953790470957756,0.800000011920929,0.675000011920929,60,0.8301929831504822,0.6585366129875183,0.8585788011550903,0.718711256980896,0.8643617033958435,0.8402704000473022,0.654747724533081,0.6857142448425293,0.8301929831504822,0.701298713684082,0.75,0.08029088377952576,0.8203544616699219,0.7624826431274414,0.8511966466903687,0.7461113333702087,0.8670212626457214,0.2,0.7965368032455444,0.9666666388511658,0.7576419115066528,0.8402704000473022,0.8671078085899353,0.7297297120094299,0.8409516215324402,0.8624338507652283,0.6293436288833618,0.6840148568153381,0.8529412150382996,0.8511966466903687,0.767699122428894,0.08041440695524216,0.8615760207176208,0.09328235685825348,0.8055555820465088,0.6000000238418579,0.8203544616699219,0.0801677405834198,0.8645942211151123,0.4393939375877381,0.8645942211151123,0.7626373171806335,0.7029120326042175,0.9533678889274596,0.8181817531585693,0.8656894564628601,0.6041666865348816,0.8999999761581421,0.8564629554748535,0.710723876953125,0.8999999761581421,0.8585788011550903,0.7276785373687744,0.6974077224731445,0.8459947109222412,0.90625,0.7605634331703186,0.8564629554748535,0.33,0.8459947109222412
no_init_kenn_top_down_adapter_bert_ms,0,jognmu2y,0.8605929017066956,0.09503193944692612,0.09636572003364564,0.8333333134651184,0.6744186282157898,51,0.8291183710098267,0.5400000214576721,0.8561285734176636,0.7261462211608887,0.8856382369995117,0.8357481956481934,0.6148016452789307,0.6666667461395264,0.8291183710098267,0.7250000238418579,0.75,0.08201757073402405,0.8225929141044617,0.7480690479278564,0.8493021726608276,0.7261931896209717,0.8829786777496338,0.28,0.7965368032455444,0.9666666388511658,0.7663755416870117,0.8357481956481934,0.8868806958198547,0.7837837934494019,0.8578998446464539,0.8835979104042053,0.5719178318977356,0.6840148568153381,0.8695651888847351,0.8493021726608276,0.7237113118171692,0.08189442753791809,0.8605929017066956,0.09373457729816435,0.8108108043670654,0.5555555820465088,0.8225929141044617,0.08214109390974045,0.8651040196418762,0.3580246865749359,0.8651040196418762,0.7444326281547546,0.7063196897506714,0.9533678889274596,0.8181817531585693,0.8843064904212952,0.522522509098053,0.8999999761581421,0.8572244644165039,0.7160957455635071,0.8999999761581421,0.8561285734176636,0.6943867206573486,0.6631683111190796,0.8415249586105347,0.9375,0.6749999523162842,0.8572244644165039,0.33,0.8415249586105347
no_init_kenn_bottom_up_adapter_bert_ms,0,j6smtrv4,0.8631052374839783,0.09579639136791228,0.09463903307914734,0.800000011920929,0.6842105388641357,60,0.8350110650062561,0.6842105388641357,0.8620463013648987,0.7131350040435791,0.8484042286872864,0.8521081209182739,0.7593139410018921,0.8727272748947144,0.8350110650062561,0.6933333277702332,0.7647058963775635,0.07881085574626923,0.8185866475105286,0.806792676448822,0.8536979556083679,0.8027656078338623,0.8510638475418091,0.32,0.7965368032455444,0.9666666388511658,0.751091718673706,0.8521081209182739,0.851492166519165,0.7027027010917664,0.8275668621063232,0.8465608358383179,0.7239819169044495,0.6840148568153381,0.9206348657608032,0.8536979556083679,0.8309178948402405,0.07893438637256622,0.8631052374839783,0.09698240458965302,0.9354838728904724,0.959999978542328,0.8185866475105286,0.07868771255016327,0.8641667366027832,0.5272727012634277,0.8641667366027832,0.7889909148216248,0.7307929992675781,0.9533678889274596,0.8125,0.849731981754303,0.6823528409004211,0.8666666746139526,0.8558918833732605,0.7218559980392456,0.8666666746139526,0.8620463013648987,0.7804877758026123,0.7870359420776367,0.8515151739120483,0.90625,0.7647058963775635,0.8558918833732605,0.33,0.8515151739120483
smart_init_classifier_adapter_bert_ms,2,jgqoqoec,0.8637388944625854,0.09710819274187088,0.09636572003364564,0.8333333134651184,0.717391312122345,38,0.8361582159996033,0.4736842215061188,0.8625360727310181,0.7261462211608887,0.8856382966041565,0.8504770994186401,0.7449073791503906,0.8771929740905762,0.8361582159996033,0.7951806783676147,0.7435897588729858,0.0818936824798584,0.8223134279251099,0.8132190108299255,0.8537302613258362,0.8086876273155212,0.8803191781044006,0.32,0.7965368032455444,0.9333333373069764,0.7663755416870117,0.8504770994186401,0.8844126462936401,0.8918918967247009,0.8557842969894409,0.8835979104042053,0.7046413421630859,0.6840148568153381,0.8474575877189636,0.8537302613258362,0.8162790536880493,0.08164775371551514,0.8637388944625854,0.09786218404769896,0.92592591047287,0.92592591047287,0.8223134279251099,0.08214110136032104,0.8649450540542603,0.6829268336296082,0.8649450540542603,0.7905405759811401,0.7374225854873657,0.9533678889274596,0.8405797481536865,0.8829706907272339,0.7887323498725891,0.8999999761581421,0.8572244644165039,0.7317409515380859,0.9666666388511658,0.8625360727310181,0.7840375900268555,0.7746874094009399,0.8502643704414368,0.78125,0.6206896901130676,0.8572244644165039,0.33,0.8502643704414368
smart_init_classifier_adapter_bert_ms,1,ctyu6f3i,0.8582958579063416,0.0947803631424904,0.09685906767845154,0.8999999761581421,0.6153846383094788,50,0.824845016002655,0.36486485600471497,0.8515568971633911,0.729863703250885,0.896276593208313,0.8261215686798096,0.5297666788101196,0.5454545021057129,0.824845016002655,0.7191011309623718,0.699999988079071,0.08271460980176926,0.8235723972320557,0.7018147706985474,0.8448194861412048,0.665717601776123,0.88741135597229,0.08,0.7965368032455444,0.8999999761581421,0.7707423567771912,0.8261215686798096,0.8955330848693848,0.8648648858070374,0.8653162121772766,0.8941798806190491,0.47875353693962097,0.6840148568153381,0.8235294222831726,0.8448194861412048,0.6465201377868652,0.08230553567409515,0.8582958579063416,0.09278900921344756,0.7777777910232544,0.3913043439388275,0.8235723972320557,0.08312777429819107,0.8651424050331116,0.32926830649375916,0.8651424050331116,0.7031872272491455,0.6991945505142212,0.9533678889274596,0.7999999523162842,0.8918219804763794,0.4821428656578064,0.8999999761581421,0.8576051592826843,0.7142000198364258,0.9333333373069764,0.8515568971633911,0.6236162781715393,0.5902811288833618,0.8324094414710999,0.875,0.5192307233810425,0.8576051592826843,0.33,0.8324094414710999
smart_init_classifier_adapter_bert_ms,0,yo69lnw6,0.862500011920929,0.0965459570288658,0.09587238729000092,0.8333333134651184,0.699999988079071,51,0.8337955474853516,0.6000000238418579,0.8601962327957153,0.7224287390708923,0.875,0.8464718461036682,0.7095276713371277,0.8333333134651184,0.8337955474853516,0.7272726893424988,0.7714285850524902,0.08127756416797638,0.8214933276176453,0.7934958934783936,0.8525428771972656,0.7844918966293335,0.8776595592498779,0.39,0.7965368032455444,0.9666666388511658,0.7620087265968323,0.8464718461036682,0.877167820930481,0.7567567825317383,0.8495745658874512,0.8730158805847168,0.6680161952972412,0.6840148568153381,0.90625,0.8525428771972656,0.793181836605072,0.08140108734369278,0.862500011920929,0.09722906351089478,0.90625,0.8333333134651184,0.8214933276176453,0.08115442097187042,0.8648162484169006,0.446153849363327,0.8648162484169006,0.7772828340530396,0.7326518297195435,0.9533678889274596,0.8307691812515259,0.8763277530670166,0.6105263233184814,0.8999999761581421,0.8568437099456787,0.7275043725967407,0.8999999761581421,0.8601962327957153,0.7568807601928711,0.7443619966506958,0.8482849597930908,0.90625,0.7200000286102295,0.8568437099456787,0.33,0.8482849597930908
