name,instance,run_id,test_pretraining/micro/recall,test_incremental_only/macro_types/recall,test_incremental_location-structure-airport/macro_types/precision,test_incremental_location-structure/macro_types/precision,test_incremental_location-structure-airport/macro_types/f1,test_incremental_only/macro_example/recall,test_pretraining/macro_types/f1,test_incremental_only/micro/precision,test/macro_example/recall,test_incremental/micro/precision,test_incremental/macro_example/recall,test_incremental/micro/recall,test/micro/precision,threshold_pretraining,test/macro_types/recall,test_incremental_only/macro_example/f1,test_incremental/macro_types/recall,test_pretraining/macro_example/recall,test_incremental_location-structure-hospital/macro_types/f1,test_incremental_location-structure-theater/macro_types/f1,test/macro_types/f1,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_pretraining/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/micro/f1,test_incremental_location-structure-hospital/macro_types/precision,test_incremental_location-structure-government/macro_types/f1,test_incremental_location-structure-theater/macro_types/recall,epoch,test_incremental_only/micro/recall,test_incremental_location-structure-sports_facility/macro_types/f1,test_incremental_location-structure/macro_types/f1,test_incremental_location-structure-sports_facility/macro_types/precision,test/macro_example/precision,test_incremental/macro_example/precision,test_incremental_location-structure-theater/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_location-structure-government/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental_location-structure-government/macro_types/precision,test_pretraining/macro_example/f1,test_incremental/macro_example_exclusive/f1,test_incremental_location-structure-restaurant/macro_types/recall,test_pretraining/micro/f1,test_incremental_only/macro_types/f1,test_incremental/macro_types/precision,test_incremental/macro_example/f1,test_incremental_only/macro_example/precision,threshold_incremental,test_incremental_location-structure-restaurant/macro_types/precision,test/micro/f1,test_pretraining/micro/precision,test/macro_types/precision,test_incremental_only/macro_example_exclusive/f1,test/micro/recall,test/macro_example/f1,test_incremental_location-structure-restaurant/macro_types/f1,test_incremental_location-structure-hospital/macro_types/recall,test_incremental_location-structure/macro_types/recall,test_pretraining/macro_types/precision,test_incremental/macro_types/f1,test_incremental_location-structure-airport/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_location-structure-sports_facility/macro_types/recall,test_incremental/micro/f1
smart_init_box_adapter_bert_ms,1,0kwgz3xy,0.8001142144203186,0.974324345588684,0.036477986723184586,0.936046540737152,0.07030303031206131,0.0902812033891678,0.6858682036399841,0.03848567232489586,0.8097724318504333,0.06965475529432297,0.09184344112873076,0.7532750964164734,0.4415379762649536,0.26,0.7024696469306946,0.025915352627635,0.92063707113266,0.8097724318504333,0.07263921946287155,0.07748183608055115,0.6858682036399841,0.6463654041290283,0.6920693516731262,0.7024696469306946,0.9734042882919312,0.07404426485300064,0.03768844157457352,0.08353222161531448,1.0,10,0.9735449552536012,0.07013300806283951,0.7301587462425232,0.03638644888997078,0.6463654041290283,0.024913663044571877,0.04030226543545723,0.1631205677986145,0.945945918560028,0.18773235380649567,0.04369537904858589,0.7189001441001892,0.2953479290008545,0.9666666388511658,0.5690495371818542,0.0740395188331604,0.1667054295539856,0.03919516131281853,0.015129090286791325,0.01,0.036340851336717606,0.5690495371818542,0.4415379762649536,0.6700332164764404,0.27941712737083435,0.8001142144203186,0.7189001441001892,0.07004830241203308,1.0,0.5985130071640015,0.6700332164764404,0.2822941243648529,0.9666666388511658,0.03848189488053322,0.9666666388511658,0.12751802802085876
smart_init_box_adapter_bert_ms,0,zhhj5zab,0.796306848526001,0.869134783744812,0.07268170267343521,0.936046540737152,0.13519813120365143,0.08041439950466156,0.6818705201148987,0.06819126754999161,0.8071084022521973,0.12611563503742218,0.08691004663705826,0.7096070051193237,0.5856083035469055,0.26,0.6905614137649536,0.023899605497717857,0.8304745554924011,0.8071084022521973,0.12558139860630035,0.0972222164273262,0.6818705201148987,0.7529256939888,0.6548947095870972,0.6905614137649536,0.8670213222503662,0.12644563615322113,0.06750000268220901,0.1503416895866394,0.65625,10,0.8677248954772949,0.1250000149011612,0.7301587462425232,0.06716418266296387,0.7529256939888,0.028243709355592728,0.05249999836087227,0.15132977068424225,0.8918918967247009,0.21282529830932617,0.08208955079317093,0.7790761590003967,0.32125145196914673,0.8999999761581421,0.674895167350769,0.12644684314727783,0.19216373562812805,0.04263277351856232,0.014035521075129507,0.04,0.06716418266296387,0.674895167350769,0.5856083035469055,0.6733956336975098,0.25768351554870605,0.796306848526001,0.7790761590003967,0.1250000149011612,0.8999999761581421,0.5985130071640015,0.6733956336975098,0.31210857629776,0.9666666388511658,0.06818327307701111,0.8999999761581421,0.21416804194450376
no_init_kenn_hybrid_adapter_bert_ms,2,t3u499mu,0.8549400568008423,0.8208990693092346,0.5,0.9533678889274596,0.625,0.07622101902961731,0.8295586705207825,0.6567796468734741,0.8633362054824829,0.7902097702026367,0.09340568631887436,0.7401746511459351,0.8481586575508118,0.33,0.8151232600212097,0.07622101902961731,0.8013441562652588,0.8633362054824829,0.7936508059501648,0.8620690107345581,0.8295586705207825,0.8591449856758118,0.7038413882255554,0.8151232600212097,0.8218084573745728,0.729411780834198,0.7575757503509521,0.8219177722930908,0.78125,58,0.820105791091919,0.6749999523162842,0.7965368032455444,0.5400000214576721,0.8591449856758118,0.08933563530445099,0.9615384340286256,0.8218084573745728,0.8108108043670654,0.6731722354888916,0.8333333134651184,0.861235499382019,0.6881652474403381,0.7666666507720947,0.8515358567237854,0.751098096370697,0.7295415997505188,0.09132534265518188,0.07622101902961731,0.39,0.5609756112098694,0.8515358567237854,0.8481586575508118,0.8445144891738892,0.8218084573745728,0.8549400568008423,0.861235499382019,0.6478873491287231,0.8333333134651184,0.6840148568153381,0.8445144891738892,0.7637590765953064,0.8333333134651184,0.6922372579574585,0.8999999761581421,0.7643742561340332
no_init_kenn_top_down_adapter_bert_ms,2,miuisukx,0.8564629554748535,0.8611392974853516,0.45614033937454224,0.9533678889274596,0.5977011322975159,0.0801677405834198,0.830001950263977,0.6150943636894226,0.8644188046455383,0.7576419115066528,0.0953790470957756,0.7576419115066528,0.8450413346290588,0.33,0.819678783416748,0.0801677331328392,0.8358358144760132,0.8644188046455383,0.8484848737716675,0.8620690107345581,0.830001950263977,0.858144223690033,0.718711256980896,0.819678783416748,0.8643617033958435,0.7180616855621338,0.7777777910232544,0.8095237612724304,0.78125,58,0.8624338507652283,0.6136363744735718,0.7965368032455444,0.4655172526836395,0.858144223690033,0.0898289754986763,0.9615384340286256,0.8643617033958435,0.9189189076423644,0.6768897175788879,0.7234042286872864,0.8612701296806335,0.6971738338470459,0.7666666507720947,0.850713849067688,0.7457042336463928,0.699817419052124,0.09252084791660307,0.0801677331328392,0.26,0.5609756112098694,0.850713849067688,0.8450413346290588,0.8405885696411133,0.8643617033958435,0.8564629554748535,0.8612701296806335,0.6478873491287231,0.9333333373069764,0.6840148568153381,0.8405885696411133,0.7618027925491333,0.8666666746139526,0.6575589776039124,0.8999999761581421,0.7576419115066528
no_init_kenn_bottom_up_adapter_bert_ms,2,kzgb1hk9,0.8509423136711121,0.7063344717025757,0.7037037014961243,0.9533678889274596,0.6666666269302368,0.06586088240146637,0.8301709294319153,0.8271604776382446,0.8599650859832764,0.8957746624946594,0.08822561800479889,0.6943231225013733,0.8561578392982483,0.33,0.8021537065505981,0.06569602340459824,0.7031459808349609,0.8599650859832764,0.75,0.8771929740905762,0.8301709294319153,0.8643003702163696,0.664807915687561,0.8021537065505981,0.710106372833252,0.7635326981544495,0.7058823704719543,0.8484848141670227,0.78125,37,0.7089946866035461,0.5660377144813538,0.7965368032455444,0.6521739363670349,0.8643003702163696,0.09333990514278412,1.0,0.7065602540969849,0.7567567825317383,0.7033457159996033,0.9655172228813172,0.8621272444725037,0.6835340857505798,0.7666666507720947,0.853542149066925,0.7635851502418518,0.8484255075454712,0.09071073681116104,0.06553198397159576,0.8300000000000001,0.9583333134651184,0.853542149066925,0.8561578392982483,0.8602161407470703,0.708328902721405,0.8509423136711121,0.8621272444725037,0.8518518805503845,0.800000011920929,0.6840148568153381,0.8602161407470703,0.7689841985702515,0.6333333253860474,0.8309351205825806,0.5,0.7822878360748291
no_init_kenn_hybrid_adapter_bert_ms,1,512skojs,0.8562725782394409,0.8555837273597717,0.30337077379226685,0.9533678889274596,0.45378145575523376,0.07992106676101685,0.8205969333648682,0.46820810437202454,0.864270806312561,0.6419295072555542,0.0952145978808403,0.7554585337638855,0.8321924209594727,0.33,0.8190498352050781,0.07847708463668823,0.8310738801956177,0.864270806312561,0.6666666865348816,0.5747126340866089,0.8205969333648682,0.8525949716567993,0.7174720764160156,0.8190498352050781,0.8617020845413208,0.6056074500083923,0.529411792755127,0.8292682766914368,0.78125,59,0.8571428656578064,0.6097560524940491,0.7965368032455444,0.48076921701431274,0.8525949716567993,0.08439870923757553,0.4545454680919647,0.8311170339584351,0.9189189076423644,0.635970950126648,0.7555555701255798,0.8583931922912598,0.6742676496505737,0.800000011920929,0.8440607786178589,0.6269023418426514,0.560209333896637,0.08948100358247757,0.07708436250686646,0.060000000000000005,0.4444444477558136,0.8440607786178589,0.8321924209594727,0.8221498131752014,0.8461332321166992,0.8562725782394409,0.8583931922912598,0.5714285373687744,0.8999999761581421,0.6840148568153381,0.8221498131752014,0.6692746877670288,0.8999999761581421,0.4946828782558441,0.8333333134651184,0.6940823197364807
no_init_kenn_top_down_adapter_bert_ms,1,llay3ztw,0.8562725782394409,0.8562875986099243,0.3139534890651703,0.9533678889274596,0.4655172526836395,0.07992106676101685,0.8229547739028931,0.5062500238418579,0.864270806312561,0.6744639277458191,0.0952146053314209,0.7554585337638855,0.8362149000167847,0.33,0.819129467010498,0.07911127060651779,0.8316771984100342,0.864270806312561,0.6923076510429382,0.7027027010917664,0.8229547739028931,0.8536970615386963,0.7174720764160156,0.819129467010498,0.8617020845413208,0.6365423202514648,0.5625,0.7951806783676147,0.8125,59,0.8571428656578064,0.6097560524940491,0.7965368032455444,0.48076921701431274,0.8536970615386963,0.08709093928337097,0.6190476417541504,0.8444148302078247,0.8918918967247009,0.6562577486038208,0.717391312122345,0.8589513897895813,0.6855010390281677,0.800000011920929,0.8461249470710754,0.6592280864715576,0.5955384373664856,0.09097177535295486,0.07831770926713943,0.16,0.52173912525177,0.8461249470710754,0.8362149000167847,0.8268159627914429,0.8529708385467529,0.8562725782394409,0.8589513897895813,0.6315789222717285,0.8999999761581421,0.6840148568153381,0.8268159627914429,0.6940727829933167,0.8999999761581421,0.5359001159667969,0.8333333134651184,0.7126673460006714
no_init_kenn_bottom_up_adapter_bert_ms,1,me3el42d,0.8562725782394409,0.8562875390052795,0.3103448152542114,0.9533678889274596,0.4615384340286255,0.07992106676101685,0.8213828206062317,0.4821428656578064,0.864380419254303,0.6540642976760864,0.0952146053314209,0.7554585337638855,0.833734929561615,0.33,0.819129467010498,0.07851967215538025,0.8316771984100342,0.864380419254303,0.6835442781448364,0.6265060305595398,0.8213828206062317,0.8528404235839844,0.7174720764160156,0.819129467010498,0.8617020845413208,0.6171428561210632,0.5510203838348389,0.8048779964447021,0.8125,59,0.8571428656578064,0.6172839999198914,0.7965368032455444,0.4901960790157318,0.8528404235839844,0.08528672158718109,0.5098039507865906,0.8320034742355347,0.8918918967247009,0.6426624059677124,0.7333333492279053,0.8585716485977173,0.6780099272727966,0.800000011920929,0.8448535203933716,0.6376249194145203,0.5715566873550415,0.08997763693332672,0.07716657966375351,0.06999999999999999,0.4528301954269409,0.8448535203933716,0.833734929561615,0.8236485719680786,0.8465924263000488,0.8562725782394409,0.8585716485977173,0.5783132314682007,0.8999999761581421,0.6840148568153381,0.8236485719680786,0.6775074005126953,0.8999999761581421,0.5079214572906494,0.8333333134651184,0.7011145353317261
no_init_kenn_hybrid_adapter_bert_ms,0,byhjfvau,0.8564629554748535,0.8639452457427979,0.3972602784633637,0.9533678889274596,0.5631068348884583,0.08041440695524216,0.8242083787918091,0.5292207598686218,0.8645613193511963,0.6926147937774658,0.09546126425266266,0.7576419115066528,0.838270902633667,0.33,0.8199964165687561,0.07905570417642593,0.8382408618927002,0.8645613193511963,0.7297297716140747,0.7027027010917664,0.8242083787918091,0.8550949096679688,0.7193308472633362,0.8199964165687561,0.8670212030410767,0.6559355854988098,0.6136363744735718,0.7750000357627869,0.8125,59,0.8624338507652283,0.6410256624221802,0.7965368032455444,0.5208333134651184,0.8550949096679688,0.08721897006034851,0.6190476417541504,0.8382092714309692,0.837837815284729,0.6572225093841553,0.7209302186965942,0.8598020672798157,0.686875581741333,0.8333333134651184,0.8472692966461182,0.6724603772163391,0.608015775680542,0.09115417301654816,0.07774214446544647,0.11,0.43103447556495667,0.8472692966461182,0.838270902633667,0.8284639120101929,0.8523718118667603,0.8564629554748535,0.8598020672798157,0.5681818127632141,0.8999999761581421,0.6840148568153381,0.8284639120101929,0.7048038840293884,0.9666666388511658,0.5504570603370667,0.8333333134651184,0.723670482635498
no_init_kenn_top_down_adapter_bert_ms,0,kr8lc2vh,0.8560822606086731,0.8549362421035767,0.446153849363327,0.9533678889274596,0.6105263233184814,0.07942772656679153,0.8282077312469482,0.5985130071640015,0.8643146753311157,0.7467532753944397,0.09496793150901794,0.7532750964164734,0.8440315127372742,0.33,0.8189765214920044,0.07888965308666229,0.830518901348114,0.8643146753311157,0.7714285850524902,0.8524590134620667,0.8282077312469482,0.8569896221160889,0.7156133651733398,0.8189765214920044,0.8563829660415649,0.703056812286377,0.675000011920929,0.7341772317886353,0.8125,59,0.8518518805503845,0.625,0.7965368032455444,0.5,0.8569896221160889,0.09019897878170012,0.8965517282485962,0.8448581695556641,0.7837837934494019,0.6796778440475464,0.6904761791229248,0.8606365919113159,0.697182834148407,0.8333333134651184,0.8500141501426697,0.7264887094497681,0.6775635480880737,0.0925220474600792,0.07835882157087326,0.27,0.5813953280448914,0.8500141501426697,0.8440315127372742,0.8376494646072388,0.8505815267562866,0.8560822606086731,0.8606365919113159,0.6849314570426941,0.8999999761581421,0.6840148568153381,0.8376494646072388,0.7462846636772156,0.9666666388511658,0.6315962076187134,0.8333333134651184,0.7500000596046448
no_init_kenn_bottom_up_adapter_bert_ms,0,g6wwkukz,0.8562725782394409,0.8594406843185425,0.4027777910232544,0.9533678889274596,0.5686274766921997,0.07992106676101685,0.8246983289718628,0.5382059812545776,0.864479124546051,0.7004048824310303,0.0952146053314209,0.7554585337638855,0.8391790986061096,0.33,0.8194864988327026,0.07860472053289413,0.8343799114227295,0.864479124546051,0.7397260665893555,0.7536231279373169,0.8246983289718628,0.8553920984268188,0.7174721360206604,0.8194864988327026,0.8617020845413208,0.6612245440483093,0.6279069781303406,0.75,0.8125,59,0.8571428656578064,0.6410256624221802,0.7965368032455444,0.5208333134651184,0.8553920984268188,0.08772405982017517,0.7027027010917664,0.833776593208313,0.8108108043670654,0.6610285043716431,0.6976743936538696,0.8599116206169128,0.6880947351455688,0.8333333134651184,0.8476396799087524,0.6809303164482117,0.6194711327552795,0.09131598472595216,0.07733103632926941,0.12,0.43103447556495667,0.8476396799087524,0.8391790986061096,0.8299767971038818,0.8475093841552734,0.8562725782394409,0.8599116206169128,0.5681818127632141,0.8999999761581421,0.6840148568153381,0.8299767971038818,0.7110415697097778,0.9666666388511658,0.5638216137886047,0.8333333134651184,0.7268907427787781
smart_init_classifier_adapter_bert_ms,2,lydfxvxo,0.8532267212867737,0.7698479890823364,0.5641025900840759,0.9533678889274596,0.6376811861991882,0.07178094983100891,0.8266540765762329,0.6822429895401001,0.8617739677429199,0.8108108043670654,0.09118565917015076,0.72052401304245,0.8499905467033386,0.33,0.8093439340591431,0.07138825207948685,0.7575861215591431,0.8617739677429199,0.7384615540504456,0.8474575877189636,0.8266540765762329,0.8600788712501526,0.6871127486228943,0.8093439340591431,0.7739362120628357,0.7245657444000244,0.6857143044471741,0.8266666531562805,0.78125,37,0.7724867463111877,0.6268656253814697,0.7965368032455444,0.5675675868988037,0.8600788712501526,0.08858740329742432,0.92592591047287,0.7655141949653625,0.837837815284729,0.6675340533256531,0.8157894611358643,0.8609256148338318,0.6771818995475769,0.7666666507720947,0.8516055345535278,0.7299925088882446,0.7311044335365295,0.08986775577068329,0.07099983096122742,0.65,0.6052631735801697,0.8516055345535278,0.8499905467033386,0.8447208404541016,0.769702136516571,0.8532267212867737,0.8609256148338318,0.6764705777168274,0.800000011920929,0.6840148568153381,0.8447208404541016,0.7441096901893616,0.7333333492279053,0.6940605640411377,0.699999988079071,0.7630057334899902
smart_init_classifier_adapter_bert_ms,1,zggg3yaf,0.8562725782394409,0.8562875390052795,0.3103448152542114,0.9533678889274596,0.4615384340286255,0.07992106676101685,0.8235153555870056,0.5142857432365417,0.864270806312561,0.6811023354530334,0.0952146053314209,0.7554585337638855,0.8369929194450378,0.33,0.819129467010498,0.07913223654031754,0.8316771984100342,0.864270806312561,0.7105262875556946,0.6933333277702332,0.8235153555870056,0.8535726070404053,0.7174720764160156,0.819129467010498,0.8617020845413208,0.6428571343421936,0.5869565010070801,0.7674418687820435,0.8125,60,0.8571428656578064,0.625,0.7965368032455444,0.5,0.8535726070404053,0.08780628442764282,0.604651153087616,0.8448581695556641,0.8918918967247009,0.6616480350494385,0.6734693646430969,0.8588883876800537,0.6884302496910095,0.800000011920929,0.8465229868888855,0.6667429208755493,0.6041128635406494,0.09136050939559937,0.07835882157087326,0.16,0.6000000238418579,0.8465229868888855,0.8369929194450378,0.8279484510421753,0.8531969785690308,0.8562725782394409,0.8588883876800537,0.6857142448425293,0.8999999761581421,0.6840148568153381,0.8279484510421753,0.6998612880706787,0.8999999761581421,0.5459036827087402,0.8333333134651184,0.7163560390472412
smart_init_classifier_adapter_bert_ms,0,tn5wav0p,0.8568437099456787,0.8740053176879883,0.3295454680919647,0.9533678889274596,0.49152544140815735,0.08140108734369278,0.823017418384552,0.47826087474823,0.8648216724395752,0.6486988663673401,0.09595460444688796,0.7620087265968323,0.8329015374183655,0.33,0.8211352825164795,0.0794520378112793,0.8468638062477112,0.8648216724395752,0.7297297716140747,0.7647058367729187,0.823017418384552,0.8505318760871887,0.7230483293533325,0.8211352825164795,0.8776595592498779,0.6179775595664978,0.6136363744735718,0.7272727489471436,0.8125,59,0.8730158805847168,0.604651153087616,0.7965368032455444,0.4642857015132904,0.8505318760871887,0.08654826134443283,0.7222222089767456,0.8366134166717529,0.8648648858070374,0.6521685123443604,0.6274510025978088,0.8576172590255737,0.6857818365097046,0.8333333134651184,0.8447030186653137,0.6513036489486694,0.5810930728912354,0.09100902825593948,0.07759414613246918,0.12,0.3571428656578064,0.8447030186653137,0.8329015374183655,0.8249080777168274,0.8566450476646423,0.8568437099456787,0.8576172590255737,0.5,0.8999999761581421,0.6840148568153381,0.8249080777168274,0.6892459392547607,0.9666666388511658,0.5190473198890686,0.8666666746139526,0.7008032202720642
