name,instance,run_id,test_pretraining/micro/f1,test_pretraining/micro/recall,test/micro/f1,test/micro/recall,test/macro_types/f1,test/micro/precision,test/macro_types/recall,test/macro_types/precision,test_incremental/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_pretraining/macro_types/recall,test_incremental/macro_example_exclusive/recall,test_incremental/micro/recall,test_incremental_EVENT-WAR/macro_types/f1,test_incremental_EVENT-HURRICANE/macro_types/recall,test_incremental_EVENT-WAR/macro_types/precision,threshold_incremental,test_pretraining/macro_example/f1,test_incremental_only/micro/precision,test_incremental_EVENT/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_EVENT-HURRICANE/macro_types/precision,threshold_pretraining,test_pretraining/macro_types/precision,test_incremental_EVENT-HURRICANE/macro_types/f1,test_incremental_only/macro_example/f1,test_incremental/macro_example/precision,epoch,test_pretraining/macro_types/f1,test_incremental/macro_example/recall,test_incremental_EVENT/macro_types/f1,test_pretraining/macro_example/recall,test_pretraining/macro_example/precision,test_incremental_EVENT-WAR/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental/micro/precision,test_incremental_only/macro_types/f1,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/precision,test_incremental_only/macro_types/precision,test/macro_example/f1,test_incremental_only/micro/f1,test_incremental/macro_types/f1,test_pretraining/micro/precision,test_incremental_only/micro/recall,test_incremental_only/macro_example_exclusive/precision,test/macro_example/recall,test_incremental/micro/f1,test/macro_example/precision,test_incremental/macro_types/recall,test_incremental_EVENT/macro_types/recall,test_incremental_only/macro_example_exclusive/f1
kenn_hybrid_adapter_bert_ms,2,2j9qgz2c,0.8197810053825378,0.8727915287017822,0.8197810053825378,0.8727915287017822,0.8395403623580933,0.7728410363197327,0.889826774597168,0.7946336269378662,0.07896922528743744,0.949999988079071,0.8297872543334961,0.889826774597168,0.96276593208313,0.9610389471054076,0.5631068348884583,0.9333333373069764,0.3972602784633637,0.25,0.8302767276763916,0.5480769276618958,0.7165354490280151,0.05372290313243866,0.9032257795333862,0.25,0.7946336269378662,0.9180328249931335,0.05372290313243866,0.07351554930210114,13,0.8395403623580933,0.0852968841791153,0.8235293626785278,0.8597235083580017,0.8027803897857666,0.9666666388511658,0.9500000476837158,0.6406926512718201,0.7720462679862976,0.6723405122756958,0.8913441300392151,0.05372290313243866,0.6502430438995361,0.8302767276763916,0.6951220035552979,0.7894729971885681,0.7728410363197327,0.949999988079071,0.9500000476837158,0.8597235083580017,0.768831193447113,0.8027803897857666,0.9560283422470092,0.9680851101875304,0.9500000476837158
kenn_top_down_adapter_bert_ms,2,3i4s6ikb,0.816798985004425,0.8727915287017822,0.816798985004425,0.8727915287017822,0.837924599647522,0.7675575017929077,0.889826774597168,0.7917435169219971,0.08004399389028549,0.949999988079071,0.8510638475418091,0.889826774597168,0.96276593208313,0.9610389471054076,0.5087718963623047,0.9333333373069764,0.3452380895614624,0.35000000000000003,0.8291832208633423,0.4956521689891815,0.7165354490280151,0.05372290313243866,0.9032257795333862,0.25,0.7917435169219971,0.9180328249931335,0.05372290313243866,0.07540056109428406,13,0.837924599647522,0.0852968841791153,0.8235293626785278,0.8597235083580017,0.8007383346557617,0.9666666388511658,0.9500000476837158,0.6115702390670776,0.7534091472625732,0.6549997925758362,0.9034754037857056,0.05372290313243866,0.6242319345474243,0.8291832208633423,0.6514285802841187,0.7773897051811218,0.7675575017929077,0.949999988079071,0.9500000476837158,0.8597235083580017,0.747474730014801,0.8007383346557617,0.9560283422470092,0.9680851101875304,0.9500000476837158
kenn_bottom_up_adapter_bert_ms,2,2dosn2e5,0.8149126768112183,0.8727915287017822,0.8149126768112183,0.8727915287017822,0.831423819065094,0.7642326951026917,0.889826774597168,0.7802150249481201,0.07833040505647659,0.949999988079071,0.817375898361206,0.889826774597168,0.96276593208313,0.9610389471054076,0.522522509098053,0.9333333373069764,0.3580246865749359,0.08,0.8276646733283997,0.46721312403678894,0.7165354490280151,0.05372290313243866,0.6829268336296082,0.25,0.7802150249481201,0.7887323498725891,0.05324747785925865,0.07241596281528473,13,0.831423819065094,0.0852968841791153,0.8235293626785278,0.8597235083580017,0.797910749912262,0.9666666388511658,0.9500000476837158,0.5943775177001953,0.6725060939788818,0.5858290195465088,0.8841336369514465,0.0527803972363472,0.5204757452011108,0.8276646733283997,0.6263736486434937,0.726486325263977,0.7642326951026917,0.949999988079071,0.9333333969116212,0.8597235083580017,0.7344912886619568,0.797910749912262,0.956028401851654,0.9680851101875304,0.9415929913520812
kenn_hybrid_adapter_bert_ms,1,1yfna415,0.8115561604499817,0.873498260974884,0.8115561604499817,0.873498260974884,0.8271468281745911,0.757817268371582,0.8916786909103394,0.7713250517845154,0.07673992216587067,0.9666666388511658,0.783687949180603,0.8916786909103394,0.9680851101875304,0.9675324559211732,0.5178571343421936,0.9666666388511658,0.353658527135849,0.06999999999999999,0.8261886835098267,0.42335766553878784,0.7165354490280151,0.05466540902853012,0.5272727012634277,0.25,0.7713250517845154,0.6823528409004211,0.05419005826115608,0.0694313570857048,12,0.8271468281745911,0.08576814085245132,0.8235293626785278,0.8601948022842407,0.7947690486907959,0.9666666388511658,0.9666666984558104,0.564393937587738,0.605178952217102,0.5324888825416565,0.8661813735961914,0.05372290313243866,0.4404656291007995,0.8261886835098267,0.5888324975967407,0.6868249177932739,0.757817268371582,0.9666666388511658,0.9500000476837158,0.8601948022842407,0.7129186391830444,0.7947690486907959,0.967139482498169,0.9680851101875304,0.9582608938217164
kenn_top_down_adapter_bert_ms,1,2d49yia9,0.7541183233261108,0.873498260974884,0.7541183233261108,0.873498260974884,0.8089190125465393,0.6634460687637329,0.8916786909103394,0.7402169108390808,0.07645119726657867,0.9666666388511658,0.7783687710762024,0.8916786909103394,0.9680851101875304,0.9675324559211732,0.3085106313228607,0.9666666388511658,0.1835443079471588,0.09,0.7868461608886719,0.15718157589435575,0.7165354490280151,0.05466540902853012,0.1374407559633255,0.25,0.7402169108390808,0.24066390097141263,0.05419005826115608,0.06896010041236877,12,0.8089190125465393,0.08576814085245132,0.8235293626785278,0.8601948022842407,0.7250235676765442,0.9666666388511658,0.9666666984558104,0.3004032373428345,0.27528107166290283,0.3458401560783386,0.8629225492477417,0.05372290313243866,0.16049253940582275,0.7868461608886719,0.27039626240730286,0.509490966796875,0.6634460687637329,0.9666666388511658,0.9500000476837158,0.8601948022842407,0.45846155285835266,0.7250235676765442,0.967139482498169,0.9680851101875304,0.9582608938217164
kenn_bottom_up_adapter_bert_ms,1,22c0cnnv,0.8110236525535583,0.873498260974884,0.8110236525535583,0.873498260974884,0.8262864947319031,0.7568891644477844,0.8916786909103394,0.7698302865028381,0.07778371870517731,0.9666666388511658,0.8031914830207825,0.8916786909103394,0.9680851101875304,0.9675324559211732,0.5272727012634277,0.9666666388511658,0.36250001192092896,0.08,0.825339138507843,0.41726619005203247,0.7165354490280151,0.05466540902853012,0.49152541160583496,0.25,0.7698302865028381,0.651685357093811,0.05370636656880379,0.07115928083658218,11,0.8262864947319031,0.08576814085245132,0.8235293626785278,0.8601948022842407,0.7931982278823853,0.9666666388511658,0.9666666984558104,0.5601503849029541,0.5923585295677185,0.523520290851593,0.8779630661010742,0.0527803972363472,0.4270127117633819,0.825339138507843,0.5829145312309265,0.6793195605278015,0.7568891644477844,0.9666666388511658,0.9333333969116212,0.8601948022842407,0.7095238566398621,0.7931982278823853,0.967139482498169,0.9680851101875304,0.9497076869010924
kenn_hybrid_adapter_bert_ms,0,28tk1jz4,0.8200531601905823,0.8727915287017822,0.8200531601905823,0.8727915287017822,0.8372399210929871,0.7733249664306641,0.889826774597168,0.7905216813087463,0.07878760993480682,0.949999988079071,0.826241135597229,0.889826774597168,0.96276593208313,0.9610389471054076,0.59183669090271,0.9333333373069764,0.4264705777168274,0.16,0.830864429473877,0.553398072719574,0.7165354490280151,0.05372290313243866,0.800000011920929,0.25,0.7905216813087463,0.8615384697914124,0.05372290313243866,0.07320138067007065,12,0.8372399210929871,0.0852968841791153,0.8235293626785278,0.8597235083580017,0.803879976272583,0.9666666388511658,0.9500000476837158,0.643478274345398,0.7453433871269226,0.647668719291687,0.8892942070960999,0.05372290313243866,0.6132352948188782,0.830864429473877,0.6993865370750427,0.7722027897834778,0.7733249664306641,0.949999988079071,0.9500000476837158,0.8597235083580017,0.7708333134651184,0.803879976272583,0.9560283422470092,0.9680851101875304,0.9500000476837158
kenn_top_down_adapter_bert_ms,0,3cjj1wru,0.7597522735595703,0.8671377897262573,0.7597522735595703,0.8671377897262573,0.8036184310913086,0.676033079624176,0.8750120401382446,0.7429962158203125,0.08336927741765976,0.8166666626930237,0.96276593208313,0.8750120401382446,0.920212745666504,0.9090909361839294,0.16194333136081696,0.9666666388511658,0.09216590225696564,0.94,0.8120592832565308,0.1526479721069336,0.7165354490280151,0.04618284851312637,0.2788461446762085,0.25,0.7429962158203125,0.4328358471393585,0.04618285223841667,0.0852968841791153,12,0.8036184310913086,0.08152686059474945,0.8235293626785278,0.8559535145759583,0.7724473476409912,0.6666666865348816,0.8166667222976685,0.3125,0.3023362457752228,0.3625158369541168,0.9410085082054138,0.04618284851312637,0.18550601601600647,0.8120592832565308,0.2572178542613983,0.5112844109535217,0.676033079624176,0.8166666626930237,0.8166667222976685,0.8559535145759583,0.4651162326335907,0.7724473476409912,0.867139458656311,0.9680851101875304,0.8166667819023132
kenn_bottom_up_adapter_bert_ms,0,30k39nk7,0.8230590224266052,0.8727915287017822,0.8230590224266052,0.8727915287017822,0.842648983001709,0.7786885499954224,0.889826774597168,0.8002219200134277,0.08083367347717285,0.949999988079071,0.8670213222503662,0.889826774597168,0.96276593208313,0.9610389471054076,0.6304348111152649,0.9333333373069764,0.4677419364452362,0.21,0.8317865133285522,0.6195651888847351,0.7165354490280151,0.05372290313243866,0.9333333373069764,0.25,0.8002219200134277,0.9333333373069764,0.05372290313243866,0.07681432366371155,12,0.842648983001709,0.0852968841791153,0.8235293626785278,0.8597235083580017,0.8056079149246216,0.9666666388511658,0.9500000476837158,0.6757990717887878,0.806416928768158,0.7058702707290649,0.9123886823654176,0.05372290313243866,0.7005376219749451,0.8317865133285522,0.75,0.8121217489242554,0.7786885499954224,0.949999988079071,0.9500000476837158,0.8597235083580017,0.7935657501220703,0.8056079149246216,0.9560283422470092,0.9680851101875304,0.9500000476837158
box_adapter_bert_ms,2,i80o93u5,0.6220855712890625,0.8579505085945129,0.6220855712890625,0.8579505085945129,0.828931987285614,0.4879421293735504,0.865553081035614,0.7952839136123657,0.07389256358146667,0.7999999523162842,0.7819149494171143,0.865553081035614,0.8936170339584351,0.8831169009208679,0.04835590347647667,0.7666666507720947,0.024900399148464203,0.99,0.6242954134941101,0.046692606061697006,0.7272727489471436,0.045240338891744614,0.9583333134651184,0.175,0.7952839136123657,0.8518518805503845,0.045240338891744614,0.06927426904439926,17,0.828931987285614,0.0791705995798111,0.8186047077178955,0.8509267568588257,0.4929940402507782,0.8333333134651184,0.8000000715255737,0.11836379766464232,0.6089940071105957,0.5701687932014465,0.8340425491333008,0.045240338891744614,0.4916168451309204,0.6242954134941101,0.0882352888584137,0.6810243725776672,0.4879421293735504,0.800000011920929,0.8000000715255737,0.8509267568588257,0.20874904096126556,0.4929940402507782,0.8453900814056396,0.936170220375061,0.8000000715255737
