name,instance,run_id,test/micro/precision,test/macro_example/recall,test_incremental/macro_example/precision,test_incremental/micro/f1,test_incremental_EVENT/macro_types/f1,test_pretraining/macro_types/precision,test_incremental_only/macro_example/precision,test_pretraining/micro/precision,test_incremental/macro_example/recall,test_incremental_only/macro_types/recall,test_incremental/macro_example_exclusive/recall,test/macro_example/precision,test_pretraining/macro_types/f1,test_incremental_EVENT-WAR/macro_types/recall,test_incremental_EVENT-HURRICANE/macro_types/precision,test/micro/recall,epoch,test_pretraining/micro/f1,test/macro_types/precision,test_incremental_only/macro_types/f1,test_pretraining/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_types/f1,test_incremental/micro/precision,test_pretraining/macro_types/recall,test_incremental_only/macro_example/f1,threshold_pretraining,test_incremental/macro_types/recall,test_incremental_EVENT-WAR/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/macro_example/recall,test_incremental/micro/recall,test_incremental_only/macro_types/precision,test_incremental/macro_example_exclusive/precision,test/macro_types/f1,test_pretraining/micro/recall,test_incremental_only/micro/f1,test_incremental_EVENT/macro_types/recall,test_incremental_EVENT/macro_types/precision,test_incremental_EVENT-HURRICANE/macro_types/recall,test/macro_types/recall,test/macro_example/f1,test_pretraining/macro_example/recall,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/recall,threshold_incremental,test_incremental/macro_example/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_incremental/macro_types/precision,test_incremental_EVENT-HURRICANE/macro_types/f1,test_incremental_only/micro/precision,test_incremental_EVENT-WAR/macro_types/precision,test/micro/f1
kenn_hybrid_adapter_bert_ms,2,3p5yfknk,0.7782691121101379,0.8583097457885742,0.0730443000793457,0.7837837934494019,0.8235293626785278,0.7963366508483887,0.05089538171887398,0.7782691121101379,0.0838831216096878,0.8999999761581421,0.9468085169792176,0.8040370941162109,0.8380034565925598,0.8666666746139526,0.875,0.8706713914871216,52,0.8218812346458435,0.7963366508483887,0.7652331590652466,0.8040370941162109,0.9000000953674316,0.7846653461456299,0.6712962985038757,0.8842712640762329,0.05089538171887398,0.25,0.9226950407028198,0.5977011322975159,0.9000000953674316,0.05089538171887398,0.9415584206581116,0.6655701398849487,0.8244681358337402,0.8380034565925598,0.8706713914871216,0.7248321771621704,0.9680851101875304,0.7165354490280151,0.9333333373069764,0.8842712640762329,0.8302874565124512,0.8583097457885742,0.8814133405685425,0.9000000953674316,0.14,0.0780893936753273,0.8302874565124512,0.8999999761581421,0.6825586557388306,0.9032257795333862,0.6067415475845337,0.45614033937454224,0.8218812346458435
kenn_top_down_adapter_bert_ms,2,1ghkqh8m,0.7758186459541321,0.8583097457885742,0.0744580626487732,0.7733333706855774,0.8235293626785278,0.7913109660148621,0.05089538171887398,0.7758186459541321,0.0838831216096878,0.8999999761581421,0.9468085169792176,0.8029375076293945,0.8352124691009521,0.8666666746139526,0.800000011920929,0.8706713914871216,53,0.8205128312110901,0.7913109660148621,0.7344481348991394,0.8029375076293945,0.9000000953674316,0.7643585801124573,0.6561086177825928,0.8842712640762329,0.05089538171887398,0.25,0.9226950407028198,0.584269642829895,0.9000000953674316,0.05089538171887398,0.9415584206581116,0.6203389763832092,0.8404255509376526,0.8352124691009521,0.8706713914871216,0.701298713684082,0.9680851101875304,0.7165354490280151,0.9333333373069764,0.8842712640762329,0.8297008275985718,0.8583097457885742,0.8904508948326111,0.9000000953674316,0.24,0.07889008522033691,0.8297008275985718,0.8999999761581421,0.6524045467376709,0.8615384697914124,0.5744680762290955,0.4406779706478119,0.8205128312110901
kenn_bottom_up_adapter_bert_ms,2,6ufscn12,0.7798861265182495,0.8587809801101685,0.07540056109428406,0.79347825050354,0.8235293626785278,0.7964379191398621,0.05183788761496544,0.7798861265182495,0.08435438573360443,0.9166666269302368,0.9521276950836182,0.8060791492462158,0.8388902544975281,0.8999999761581421,0.8235294222831726,0.8713780641555786,51,0.8230974674224854,0.7964379191398621,0.7718058824539185,0.8060791492462158,0.9166667461395264,0.7890608906745911,0.6822429895401001,0.8861230611801147,0.05183788761496544,0.25,0.9338061809539796,0.6506024599075317,0.9166667461395264,0.05183788761496544,0.948051929473877,0.6664817333221436,0.8510638475418091,0.8388902544975281,0.8713780641555786,0.7482993602752686,0.9680851101875304,0.7165354490280151,0.9333333373069764,0.8861230611801147,0.8315958976745605,0.8587809801101685,0.8987635970115662,0.9166667461395264,0.08,0.07962655276060104,0.8315958976745605,0.9166666865348816,0.6831662654876709,0.875,0.6321839094161987,0.5094339847564697,0.8230974674224854
kenn_hybrid_adapter_bert_ms,1,1b5otyp3,0.7786211371421814,0.85783851146698,0.0733584612607956,0.7826087474822998,0.8235293626785278,0.791205644607544,0.049010369926691055,0.7786211371421814,0.08341187238693237,0.8833333253860474,0.9414893388748168,0.8032516241073608,0.8343269228935242,0.8333333134651184,0.7179487347602844,0.8699646592140198,41,0.8217623829841614,0.791205644607544,0.7281823754310608,0.8032516241073608,0.8749207258224487,0.7600893974304199,0.672897219657898,0.8824194073677063,0.04947713389992714,0.25,0.9115839004516602,0.6410256624221802,0.8666666746139526,0.04995287582278251,0.9350649118423462,0.6193910241127014,0.8280141949653625,0.8343269228935242,0.8699646592140198,0.7210884690284729,0.9680851101875304,0.7165354490280151,0.9333333373069764,0.8824194073677063,0.8296481370925903,0.85783851146698,0.8811132311820984,0.8833333849906921,0.2,0.07806281745433807,0.8296481370925903,0.8833333253860474,0.6517724990844727,0.8115941882133484,0.6091954112052917,0.5208333134651184,0.8217623829841614
kenn_top_down_adapter_bert_ms,1,18u40dxa,0.7426338195800781,0.8597235679626465,0.0694313570857048,0.6577777862548828,0.8235293626785278,0.7608804702758789,0.05136663466691971,0.7426338195800781,0.0852968841791153,0.949999988079071,0.96276593208313,0.7824222445487976,0.820317268371582,0.9333333373069764,0.2929292917251587,0.8727915287017822,42,0.8024691343307495,0.7608804702758789,0.5077522397041321,0.7824222445487976,0.9286996126174928,0.6300280690193176,0.5,0.889826774597168,0.05251835286617279,0.25,0.9560283422470092,0.5600000023841858,0.908333420753479,0.05372290313243866,0.9610389471054076,0.3464646339416504,0.783687949180603,0.820317268371582,0.8727915287017822,0.4978165924549103,0.9680851101875304,0.7165354490280151,0.9666666388511658,0.889826774597168,0.8192534446716309,0.8597235679626465,0.8640457987785339,0.9500000476837158,0.14,0.07655071467161179,0.8192534446716309,0.949999988079071,0.469821572303772,0.44961243867874146,0.3372780978679657,0.4000000059604645,0.8024691343307495
kenn_bottom_up_adapter_bert_ms,1,fj80hfmv,0.7335311770439148,0.8601948022842407,0.06566132605075836,0.6313559412956238,0.8235293626785278,0.7591756582260132,0.04948161914944649,0.7335311770439148,0.08576814085245132,0.9666666388511658,0.9680851101875304,0.7766101360321045,0.8201096057891846,0.9666666388511658,0.23577235639095304,0.873498260974884,41,0.7974193692207336,0.7591756582260132,0.4932763576507568,0.7766101360321045,0.9185521006584167,0.6230886578559875,0.4685534536838531,0.8916786909103394,0.05194450542330742,0.25,0.967139482498169,0.59183669090271,0.8750000596046448,0.05466540902853012,0.9675324559211732,0.3311214745044708,0.741134762763977,0.8201096057891846,0.873498260974884,0.4621513485908508,0.9680851101875304,0.7165354490280151,0.9666666388511658,0.8916786909103394,0.816268265247345,0.8601948022842407,0.8395426869392395,0.9666666984558104,0.03,0.07437983900308609,0.816268265247345,0.9666666388511658,0.4595927894115448,0.379084974527359,0.3036649227142334,0.4264705777168274,0.7974193692207336
kenn_hybrid_adapter_bert_ms,0,3rlmh6vx,0.7791139483451843,0.85783851146698,0.08199810981750488,0.7847411632537842,0.8235293626785278,0.7935640215873718,0.04995287582278251,0.7791139483451843,0.08341187238693237,0.8833333253860474,0.9414893388748168,0.8100062608718872,0.83563631772995,0.8666666746139526,0.7714285850524902,0.8699646592140198,50,0.8220367431640625,0.7935640215873718,0.7426462769508362,0.8100062608718872,0.8833333849906921,0.7696252465248108,0.6760563254356384,0.8824194073677063,0.04995287582278251,0.25,0.9115840196609496,0.6419753432273865,0.8833333849906921,0.04995287582278251,0.9350649118423462,0.6406162977218628,0.9255319237709044,0.83563631772995,0.8699646592140198,0.7260274291038513,0.9680851101875304,0.7165354490280151,0.8999999761581421,0.8824194073677063,0.8332364559173584,0.85783851146698,0.9334424138069152,0.8833333849906921,0.35000000000000003,0.08269894868135452,0.8332364559173584,0.8833333253860474,0.6659226417541504,0.8307691812515259,0.6162790656089783,0.5098039507865906,0.8220367431640625
kenn_top_down_adapter_bert_ms,0,1uc7caik,0.7737272381782532,0.85783851146698,0.08294061571359634,0.7619047164916992,0.8235293626785278,0.785750150680542,0.04995287582278251,0.7737272381782532,0.08341187238693237,0.8833333253860474,0.9414893388748168,0.809377908706665,0.8312838077545166,0.8666666746139526,0.692307710647583,0.8699646592140198,50,0.8190286159515381,0.785750150680542,0.6931053996086121,0.809377908706665,0.8833333849906921,0.73735511302948,0.6428571343421936,0.8824194073677063,0.04995287582278251,0.25,0.9115839600563048,0.5909090638160706,0.8833333849906921,0.04995287582278251,0.9350649118423462,0.5702917575836182,0.936170220375061,0.8312838077545166,0.8699646592140198,0.675159215927124,0.9680851101875304,0.7165354490280151,0.8999999761581421,0.8824194073677063,0.8329039216041565,0.85783851146698,0.9388222098350524,0.8833333849906921,0.41,0.08317557722330093,0.8329039216041565,0.8833333253860474,0.6190396547317505,0.782608687877655,0.5463917255401611,0.4482758641242981,0.8190286159515381
kenn_bottom_up_adapter_bert_ms,0,1qmsubdw,0.7812302112579346,0.858309805393219,0.08011309802532196,0.7967032790184021,0.8235293626785278,0.7951914072036743,0.05089538171887398,0.7812302112579346,0.0838831290602684,0.8999999761581421,0.9468085169792176,0.8074929118156433,0.8373689651489258,0.8999999761581421,0.7105262875556946,0.8706713914871216,43,0.8235294222831726,0.7951914072036743,0.7583757042884827,0.8074929118156433,0.9000000953674316,0.7801053524017334,0.6904761791229248,0.8842712640762329,0.05089538171887398,0.25,0.9226951003074646,0.7200000286102295,0.9000000953674316,0.05089538171887398,0.9415584206581116,0.6552631855010986,0.9042553305625916,0.8373689651489258,0.8706713914871216,0.7552447319030762,0.9680851101875304,0.7165354490280151,0.8999999761581421,0.8842712640762329,0.8321262001991272,0.858309805393219,0.9250428080558776,0.9000000953674316,0.12,0.08195478469133377,0.8321262001991272,0.8999999761581421,0.6756872534751892,0.7941175699234009,0.650602400302887,0.6000000238418579,0.8235294222831726
box_adapter_bert_ms,2,25lhka88,0.4786977469921112,0.8400879502296448,0.058435432612895966,0.1734458953142166,0.8186047077178955,0.7438700795173645,0.023562677204608917,0.4786977469921112,0.0683317631483078,0.4166666865348816,0.771276593208313,0.4821552038192749,0.7814190983772278,0.6666666865348816,0.035211268812417984,0.8416960835456848,19,0.6102997660636902,0.7438700795173645,0.05403758212924003,0.4821552038192749,0.416666716337204,0.3625311553478241,0.09834638983011246,0.8229604959487915,0.023562677204608917,0.175,0.5898345708847046,0.043668121099472046,0.4166666865348816,0.023562677204608917,0.7337662577629089,0.028892315924167633,0.6595745086669922,0.7814190983772278,0.8416960835456848,0.04595588520169258,0.936170220375061,0.7272727489471436,0.1666666716337204,0.8229604959487915,0.612675130367279,0.8400879502296448,0.711065411567688,0.4166666865348816,0.99,0.06299731135368347,0.612675130367279,0.4166666567325592,0.2616857886314392,0.058139536529779434,0.024319065734744072,0.02257336303591728,0.6102997660636902
