name,instance,run_id,test/macro_example/f1,threshold_pretraining,test_incremental/micro/f1,test/macro_example/precision,test_incremental/macro_types/recall,test_incremental/micro/recall,test_pretraining/micro/recall,test_pretraining/micro/precision,test_incremental_only/macro_example_exclusive/recall,test/micro/precision,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental_broadcast/macro_types/f1,test_incremental_only/micro/f1,test_incremental/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental_broadcast/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/precision,test_incremental_broadcast/macro_types/recall,test/micro/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/precision,test_incremental/macro_types/f1,threshold_incremental,test_incremental_only/macro_types/recall,test/micro/recall,test_pretraining/macro_types/f1,test_incremental_broadcast-tv_channel/macro_types/precision,test_incremental/macro_types/precision,test_incremental_broadcast-tv_channel/macro_types/f1,test/macro_types/recall,test_incremental/macro_example/f1,epoch,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_pretraining/macro_example/recall,test_pretraining/macro_types/precision,test_pretraining/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_broadcast-tv_channel/macro_types/recall,test_incremental_only/micro/recall,test_pretraining/micro/f1,test/macro_types/precision,test_incremental/micro/precision,test/macro_types/f1,test_incremental/macro_example_exclusive/precision,test/macro_example/recall,test_incremental_only/macro_example/recall
kenn_horizontal_adapter_bert_ms,2,2k58j9hb,0.8346845507621765,0.375,0.06701415032148361,0.7674843668937683,0.75,0.75,0.8993421196937561,0.7167074680328369,0.9666666984558104,0.7167074680328369,0.04475308954715729,0.007828810252249241,0.01009046658873558,0.6808511018753052,0.04475308954715729,0.01009046658873558,0.9666666984558104,0.9411764740943908,0.8446602821350098,0.01009046658873558,0.5333333611488342,0.797704815864563,0.8346845507621765,0.022906793281435966,0.5868815183639526,0.99,0.9666666388511658,0.8993421196937561,0.8750008940696716,0.022906793281435966,0.4820416271686554,0.04475308954715729,0.8636428713798523,0.008816912770271301,30,0.7674843668937683,0.7500000596046448,0.9147819876670836,0.8866617679595947,0.8636428713798523,0.022906793281435966,0.9666666984558104,0.9666666388511658,0.9666666388511658,0.797704815864563,0.8866617679595947,0.03507404401898384,0.8750008940696716,0.9666666984558104,0.9147819876670836,0.01009046658873558
kenn_horizontal_adapter_bert_ms,1,2ucr7h4c,0.8347257375717163,0.375,0.0670640841126442,0.7675539255142212,0.75,0.75,0.8993421196937561,0.71683269739151,0.9666666984558104,0.71683269739151,0.04478764906525612,0.007828810252249241,0.01009046658873558,0.6808511018753052,0.04478764906525612,0.01009046658873558,0.9666666984558104,0.9411764740943908,0.8446602821350098,0.01009046658873558,0.5333333611488342,0.797782301902771,0.8347257375717163,0.02292490191757679,0.5868882536888123,0.99,0.9666666388511658,0.8993421196937561,0.8750011324882507,0.02292490191757679,0.48205068707466125,0.04478764906525612,0.8636428713798523,0.008816912770271301,17,0.7675539255142212,0.7500000596046448,0.9147819876670836,0.8866621255874634,0.8636428713798523,0.02292490191757679,0.9666666984558104,0.9666666388511658,0.9666666388511658,0.797782301902771,0.8866621255874634,0.035101402550935745,0.8750011324882507,0.9666666984558104,0.9147819876670836,0.01009046658873558
kenn_horizontal_adapter_bert_ms,0,1xy9wykz,0.8346845507621765,0.375,0.06701415032148361,0.7674843668937683,0.75,0.75,0.8993421196937561,0.7167074680328369,0.9666666984558104,0.7167074680328369,0.04475308954715729,0.007828810252249241,0.01009046658873558,0.6808511018753052,0.04475308954715729,0.01009046658873558,0.9666666984558104,0.9411764740943908,0.8446602821350098,0.01009046658873558,0.5333333611488342,0.797704815864563,0.8346845507621765,0.022906793281435966,0.5868815183639526,0.99,0.9666666388511658,0.8993421196937561,0.8750008940696716,0.022906793281435966,0.4820416271686554,0.04475308954715729,0.8636428713798523,0.008816912770271301,16,0.7674843668937683,0.7500000596046448,0.9147819876670836,0.8866617679595947,0.8636428713798523,0.022906793281435966,0.9666666984558104,0.9666666388511658,0.9666666388511658,0.797704815864563,0.8866617679595947,0.03507404401898384,0.8750008940696716,0.9666666984558104,0.9147819876670836,0.01009046658873558
kenn_hybrid_adapter_bert_ms,2,iua8zavi,0.8347257375717163,0.375,0.0670640841126442,0.7675539255142212,0.75,0.75,0.8993421196937561,0.71683269739151,0.9666666984558104,0.71683269739151,0.04478764906525612,0.007828810252249241,0.01009046658873558,0.6808511018753052,0.04478764906525612,0.01009046658873558,0.9666666984558104,0.9411764740943908,0.8446602821350098,0.01009046658873558,0.5333333611488342,0.797782301902771,0.8347257375717163,0.02292490191757679,0.5868882536888123,0.99,0.9666666388511658,0.8993421196937561,0.8750011324882507,0.02292490191757679,0.48205068707466125,0.04478764906525612,0.8636428713798523,0.008816912770271301,29,0.7675539255142212,0.7500000596046448,0.9147819876670836,0.8866621255874634,0.8636428713798523,0.02292490191757679,0.9666666984558104,0.9666666388511658,0.9666666388511658,0.797782301902771,0.8866621255874634,0.035101402550935745,0.8750011324882507,0.9666666984558104,0.9147819876670836,0.01009046658873558
kenn_top_down_adapter_bert_ms,2,1kaoai8m,0.8345918655395508,0.375,0.06691449135541916,0.7673277854919434,0.75,0.75,0.8993421196937561,0.7164570093154907,0.9666666984558104,0.7164570093154907,0.04468412697315216,0.007828810252249241,0.01009046658873558,0.6808511018753052,0.04468412697315216,0.01009046658873558,0.9666666984558104,0.9411764740943908,0.8446602821350098,0.01009046658873558,0.5333333611488342,0.7975496053695679,0.8345918655395508,0.022870661690831184,0.5868681073188782,0.99,0.9666666388511658,0.8993421196937561,0.8750005960464478,0.022870661690831184,0.4820235669612885,0.04468412697315216,0.8636428713798523,0.008816912770271301,29,0.7673277854919434,0.7500000596046448,0.9147819876670836,0.8866610527038574,0.8636428713798523,0.022870661690831184,0.9666666984558104,0.9666666388511658,0.9666666388511658,0.7975496053695679,0.8866610527038574,0.03501945361495018,0.8750005960464478,0.9666666984558104,0.9147819876670836,0.01009046658873558
kenn_bottom_up_adapter_bert_ms,2,1j8r4dz5,0.8346845507621765,0.375,0.06701415032148361,0.7674843668937683,0.75,0.75,0.8993421196937561,0.7167074680328369,0.9666666984558104,0.7167074680328369,0.04475308954715729,0.007828810252249241,0.01009046658873558,0.6808511018753052,0.04475308954715729,0.01009046658873558,0.9666666984558104,0.9411764740943908,0.8446602821350098,0.01009046658873558,0.5333333611488342,0.797704815864563,0.8346845507621765,0.022906793281435966,0.5868815183639526,0.99,0.9666666388511658,0.8993421196937561,0.8750008940696716,0.022906793281435966,0.4820416271686554,0.04475308954715729,0.8636428713798523,0.008816912770271301,30,0.7674843668937683,0.7500000596046448,0.9147819876670836,0.8866617679595947,0.8636428713798523,0.022906793281435966,0.9666666984558104,0.9666666388511658,0.9666666388511658,0.797704815864563,0.8866617679595947,0.03507404401898384,0.8750008940696716,0.9666666984558104,0.9147819876670836,0.01009046658873558
kenn_hybrid_adapter_bert_ms,1,f1ftrb5c,0.8347257375717163,0.375,0.0670640841126442,0.7675539255142212,0.75,0.75,0.8993421196937561,0.71683269739151,0.9666666984558104,0.71683269739151,0.04478764906525612,0.007828810252249241,0.01009046658873558,0.6808511018753052,0.04478764906525612,0.01009046658873558,0.9666666984558104,0.9411764740943908,0.8446602821350098,0.01009046658873558,0.5333333611488342,0.797782301902771,0.8347257375717163,0.02292490191757679,0.5868882536888123,0.99,0.9666666388511658,0.8993421196937561,0.8750011324882507,0.02292490191757679,0.48205068707466125,0.04478764906525612,0.8636428713798523,0.008816912770271301,15,0.7675539255142212,0.7500000596046448,0.9147819876670836,0.8866621255874634,0.8636428713798523,0.02292490191757679,0.9666666984558104,0.9666666388511658,0.9666666388511658,0.797782301902771,0.8866621255874634,0.035101402550935745,0.8750011324882507,0.9666666984558104,0.9147819876670836,0.01009046658873558
kenn_top_down_adapter_bert_ms,1,1ii1yioe,0.7922897934913635,0.375,0.04896221309900284,0.6986603736877441,0.7666666507720947,0.7666666507720947,0.8995614051818848,0.6554809808731079,1.0,0.6554809808731079,0.03275109454989433,0.008002784103155136,0.010438414290547373,0.6808511018753052,0.03275109454989433,0.010438414290547373,1.0,0.9411764740943908,0.8679245710372925,0.010438414290547373,0.5333333611488342,0.7583656907081604,0.7922897934913635,0.016648169606924057,0.5895509123802185,0.01,1.0,0.8995614051818848,0.8752819895744324,0.016648169606924057,0.4789123237133026,0.03275109454989433,0.864309549331665,0.009059756062924862,15,0.6986603736877441,0.7666667103767395,0.914897918701172,0.8865365982055664,0.864309549331665,0.016648169606924057,1.0,1.0,1.0,0.7583656907081604,0.8865365982055664,0.025288620963692665,0.8752819895744324,1.0,0.914897918701172,0.010438414290547373
kenn_bottom_up_adapter_bert_ms,1,1xvstmpj,0.8347257375717163,0.375,0.0670640841126442,0.7675539255142212,0.75,0.75,0.8993421196937561,0.71683269739151,0.9666666984558104,0.71683269739151,0.04478764906525612,0.007828810252249241,0.01009046658873558,0.6808511018753052,0.04478764906525612,0.01009046658873558,0.9666666984558104,0.9411764740943908,0.8446602821350098,0.01009046658873558,0.5333333611488342,0.797782301902771,0.8347257375717163,0.02292490191757679,0.5868882536888123,0.99,0.9666666388511658,0.8993421196937561,0.8750011324882507,0.02292490191757679,0.48205068707466125,0.04478764906525612,0.8636428713798523,0.008816912770271301,16,0.7675539255142212,0.7500000596046448,0.9147819876670836,0.8866621255874634,0.8636428713798523,0.02292490191757679,0.9666666984558104,0.9666666388511658,0.9666666388511658,0.797782301902771,0.8866621255874634,0.035101402550935745,0.8750011324882507,0.9666666984558104,0.9147819876670836,0.01009046658873558
kenn_hybrid_adapter_bert_ms,0,2dmt79xs,0.8347257375717163,0.375,0.0670640841126442,0.7675539255142212,0.75,0.75,0.8993421196937561,0.71683269739151,0.9666666984558104,0.71683269739151,0.04478764906525612,0.007828810252249241,0.01009046658873558,0.6808511018753052,0.04478764906525612,0.01009046658873558,0.9666666984558104,0.9411764740943908,0.8446602821350098,0.01009046658873558,0.5333333611488342,0.797782301902771,0.8347257375717163,0.02292490191757679,0.5868882536888123,0.99,0.9666666388511658,0.8993421196937561,0.8750011324882507,0.02292490191757679,0.48205068707466125,0.04478764906525612,0.8636428713798523,0.008816912770271301,15,0.7675539255142212,0.7500000596046448,0.9147819876670836,0.8866621255874634,0.8636428713798523,0.02292490191757679,0.9666666984558104,0.9666666388511658,0.9666666388511658,0.797782301902771,0.8866621255874634,0.035101402550935745,0.8750011324882507,0.9666666984558104,0.9147819876670836,0.01009046658873558
