name,instance,run_id,test_incremental/macro_example_exclusive/recall,test_incremental/macro_example/recall,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/precision,test_pretraining/macro_types/f1,test_incremental_only/micro/recall,test_pretraining/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test/micro/recall,test_incremental_only/micro/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_example/f1,test_pretraining/macro_example/recall,threshold_incremental,threshold_pretraining,test_pretraining/micro/precision,test_pretraining/macro_example/f1,test/micro/precision,test_incremental_only/macro_example/f1,test_incremental_only/macro_example/recall,test_incremental_only/macro_types/precision,test_incremental_religion-religion/macro_types/recall,test_pretraining/micro/f1,test_incremental/micro/precision,test_incremental/macro_types/recall,epoch,test_incremental_only/macro_types/recall,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/precision,test_incremental_religion-religion/macro_types/precision,test/macro_types/recall,test/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test/macro_example/precision,test_pretraining/micro/recall,test_incremental/macro_types/precision,test/macro_types/f1,test/micro/f1,test_incremental_religion-religion/macro_types/f1,test_incremental/macro_example/precision,test/macro_example/recall,test_incremental/macro_types/f1,test_incremental_only/macro_types/f1,test/macro_example/f1,test_incremental/micro/f1,test_incremental/micro/recall,test_pretraining/macro_types/precision
no_init_kenn_bottom_up_adapter_bert_ms,2,210dbc1b,1.0,0.011134307831525804,0.39024388790130615,1.0,0.011134307831525804,0.8789081573486328,1.0,0.864309549331665,1.0,0.8996054530143738,0.5614035129547119,1.0,0.011134307831525804,0.9144456386566162,0.03,0.375,0.9043631553649902,0.9179348945617676,0.9043631553649902,0.011134307831525804,0.011134307831525804,0.39024388790130615,1.0,0.9019780158996582,0.39024388790130615,1.0,34,1.0,0.921450972557068,1.0,0.39024388790130615,0.864309549331665,0.8940085172653198,1.0,0.921450972557068,0.8996054530143738,0.39024388790130615,0.8789081573486328,0.9019780158996582,0.5614035129547119,0.011134307831525804,0.9144456386566162,0.5614035129547119,0.5614035129547119,0.9179348945617676,0.5614035129547119,1.0,0.8940085172653198
no_init_kenn_hybrid_adapter_bert_ms,1,mql1wkm0,0.875,0.00974251888692379,0.9032257795333862,0.875,0.00974251888692379,0.8825284838676453,0.875,0.8618095517158508,0.875,0.898728609085083,0.8888888359069824,0.875,0.00974251888692379,0.9140397310256958,0.88,0.375,0.9137508273124696,0.921140193939209,0.9137508273124696,0.00974251888692379,0.00974251888692379,0.9032257795333862,0.875,0.9061774611473083,0.9032257795333862,0.875,29,0.875,0.928351879119873,0.875,0.9032257795333862,0.8618095517158508,0.9042681455612184,0.875,0.928351879119873,0.898728609085083,0.9032257795333862,0.8825284838676453,0.9061774611473083,0.8888888359069824,0.00974251888692379,0.9140397310256958,0.8888888359069824,0.8888888359069824,0.921140193939209,0.8888888359069824,0.875,0.9042681455612184
no_init_kenn_top_down_adapter_bert_ms,1,3psh12g5,0.90625,0.01009046658873558,0.90625,0.90625,0.01009046658873558,0.8828848004341125,0.90625,0.8624345064163208,0.90625,0.8989478349685669,0.90625,0.90625,0.01009046658873558,0.9141266345977784,0.78,0.375,0.913770079612732,0.9211843609809875,0.913770079612732,0.01009046658873558,0.01009046658873558,0.90625,0.90625,0.9062983393669128,0.90625,0.90625,40,0.90625,0.928351879119873,0.90625,0.90625,0.8624345064163208,0.9043286442756652,0.90625,0.928351879119873,0.8989478349685669,0.90625,0.8828848004341125,0.9062983393669128,0.90625,0.01009046658873558,0.9141266345977784,0.90625,0.90625,0.9211843609809875,0.90625,0.90625,0.9043286442756652
no_init_kenn_bottom_up_adapter_bert_ms,1,1rs1v5wr,0.9375,0.010438413359224796,0.9090909361839294,0.9375,0.010438413359224796,0.8832393884658813,0.9375,0.8630595207214355,0.9375,0.8991670608520508,0.9230769276618958,0.9375,0.010438413359224796,0.9142426252365112,0.46,0.375,0.9137892723083496,0.9212432503700256,0.9137892723083496,0.010438413359224796,0.010438413359224796,0.9090909361839294,0.9375,0.9064191579818726,0.9090909361839294,0.9375,39,0.9375,0.928351879119873,0.9375,0.9090909361839294,0.8630595207214355,0.9043854475021362,0.9375,0.928351879119873,0.8991670608520508,0.9090909361839294,0.8832393884658813,0.9064191579818726,0.9230769276618958,0.010438413359224796,0.9142426252365112,0.9230769276618958,0.9230769276618958,0.9212432503700256,0.9230769276618958,0.9375,0.9043854475021362
no_init_kenn_hybrid_adapter_bert_ms,0,2h36p5f7,0.90625,0.01009046658873558,0.9354838728904724,0.90625,0.01009046658873558,0.8831633925437927,0.90625,0.8624345064163208,0.90625,0.8989478349685669,0.9206348657608032,0.90625,0.01009046658873558,0.9141266345977784,0.65,0.375,0.9139736890792848,0.9211843609809875,0.9139736890792848,0.01009046658873558,0.01009046658873558,0.9354838728904724,0.90625,0.9063985347747804,0.9354838728904724,0.90625,35,0.90625,0.928351879119873,0.90625,0.9354838728904724,0.8624345064163208,0.9049133062362672,0.90625,0.928351879119873,0.8989478349685669,0.9354838728904724,0.8831633925437927,0.9063985347747804,0.9206348657608032,0.01009046658873558,0.9141266345977784,0.9206348657608032,0.9206348657608032,0.9211843609809875,0.9206348657608032,0.90625,0.9049133062362672
no_init_kenn_top_down_adapter_bert_ms,0,1jd01l6y,0.9375,0.010438413359224796,0.8823529481887817,0.9375,0.010438413359224796,0.8829842209815979,0.9375,0.8630595207214355,0.9375,0.8991670608520508,0.9090909361839294,0.9375,0.010438413359224796,0.9142426252365112,0.55,0.375,0.9135857224464417,0.9210719466209412,0.9135857224464417,0.010438413359224796,0.010438413359224796,0.8823529481887817,0.9375,0.9063190817832948,0.8823529481887817,0.9375,44,0.9375,0.928004026412964,0.9375,0.8823529481887817,0.8630595207214355,0.9038506746292114,0.9375,0.928004026412964,0.8991670608520508,0.8823529481887817,0.8829842209815979,0.9063190817832948,0.9090909361839294,0.010438413359224796,0.9142426252365112,0.9090909361839294,0.9090909361839294,0.9210719466209412,0.9090909361839294,0.9375,0.9038506746292114
no_init_kenn_bottom_up_adapter_bert_ms,0,2jzqv6rh,0.9375,0.010438413359224796,0.9090909361839294,0.9375,0.010438413359224796,0.8832393884658813,0.9375,0.8630595207214355,0.9375,0.8991670608520508,0.9230769276618958,0.9375,0.010438413359224796,0.9142426252365112,0.27,0.375,0.9137892723083496,0.9211575388908386,0.9137892723083496,0.010438413359224796,0.010438413359224796,0.9090909361839294,0.9375,0.9064191579818726,0.9090909361839294,0.9375,34,0.9375,0.9281779527664183,0.9375,0.9090909361839294,0.8630595207214355,0.9043854475021362,0.9375,0.9281779527664183,0.8991670608520508,0.9090909361839294,0.8832393884658813,0.9064191579818726,0.9230769276618958,0.010438413359224796,0.9142426252365112,0.9230769276618958,0.9230769276618958,0.9211575388908386,0.9230769276618958,0.9375,0.9043854475021362
smart_init_kenn_hybrid_adapter_bert_ms,2,qmxq5np2,0.96875,0.010786360129714012,0.939393937587738,0.96875,0.010786360129714012,0.8838557004928589,0.96875,0.8636845350265503,0.96875,0.8993862271308899,0.9538460969924928,0.96875,0.010786360129714012,0.9143296480178832,0.99,0.375,0.9140120148658752,0.9213159680366516,0.9140120148658752,0.010786360129714012,0.010786360129714012,0.939393937587738,0.96875,0.9066401124000548,0.939393937587738,0.96875,5,0.96875,0.9284099340438844,0.96875,0.939393937587738,0.8636845350265503,0.9049915075302124,0.96875,0.9284099340438844,0.8993862271308899,0.939393937587738,0.8838557004928589,0.9066401124000548,0.9538460969924928,0.010786360129714012,0.9143296480178832,0.9538460969924928,0.9538460969924928,0.9213159680366516,0.9538460969924928,0.96875,0.9049915075302124
smart_init_kenn_top_down_adapter_bert_ms,2,95k9emta,0.96875,0.010786360129714012,0.939393937587738,0.96875,0.010786360129714012,0.8838557004928589,0.96875,0.8636845350265503,0.96875,0.8993862271308899,0.9538460969924928,0.96875,0.010786360129714012,0.9143296480178832,0.99,0.375,0.9140120148658752,0.9213159680366516,0.9140120148658752,0.010786360129714012,0.010786360129714012,0.939393937587738,0.96875,0.9066401124000548,0.939393937587738,0.96875,5,0.96875,0.9284099340438844,0.96875,0.939393937587738,0.8636845350265503,0.9049915075302124,0.96875,0.9284099340438844,0.8993862271308899,0.939393937587738,0.8838557004928589,0.9066401124000548,0.9538460969924928,0.010786360129714012,0.9143296480178832,0.9538460969924928,0.9538460969924928,0.9213159680366516,0.9538460969924928,0.96875,0.9049915075302124
smart_init_kenn_bottom_up_adapter_bert_ms,2,2tr1ma68,0.96875,0.010786360129714012,0.939393937587738,0.96875,0.010786360129714012,0.8838557004928589,0.96875,0.8636845350265503,0.96875,0.8993862271308899,0.9538460969924928,0.96875,0.010786360129714012,0.9143296480178832,0.94,0.375,0.9140120148658752,0.9213159680366516,0.9140120148658752,0.010786360129714012,0.010786360129714012,0.939393937587738,0.96875,0.9066401124000548,0.939393937587738,0.96875,5,0.96875,0.9284099340438844,0.96875,0.939393937587738,0.8636845350265503,0.9049915075302124,0.96875,0.9284099340438844,0.8993862271308899,0.939393937587738,0.8838557004928589,0.9066401124000548,0.9538460969924928,0.010786360129714012,0.9143296480178832,0.9538460969924928,0.9538460969924928,0.9213159680366516,0.9538460969924928,0.96875,0.9049915075302124
