name,instance,run_id,test_incremental/macro_types/f1,test_incremental/micro/precision,test/micro/f1,threshold_incremental,test_incremental/micro/f1,test_incremental/macro_example/f1,test_pretraining/macro_types/recall,test_incremental_religion-religion/macro_types/recall,test/macro_example/recall,test_incremental_only/micro/precision,test_incremental_only/macro_example/recall,test_incremental_religion-religion/macro_types/f1,threshold_pretraining,test_pretraining/micro/f1,test/macro_types/recall,test_incremental/macro_example_exclusive/precision,epoch,test_incremental/macro_types/precision,test_pretraining/macro_types/f1,test_incremental/macro_example/precision,test_pretraining/macro_example/precision,test/micro/recall,test/macro_example/precision,test_incremental_only/macro_types/f1,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/precision,test_pretraining/micro/precision,test_incremental/macro_example_exclusive/f1,test_incremental_religion-religion/macro_types/precision,test/macro_example/f1,test_pretraining/micro/recall,test_incremental_only/micro/f1,test_pretraining/macro_example/f1,test_pretraining/macro_types/precision,test_incremental_only/macro_types/precision,test/macro_types/f1,test_incremental/micro/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/recall,test/macro_types/precision,test_incremental/macro_example/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_example/precision,test/micro/precision,test_incremental_only/macro_types/recall,test_incremental_only/micro/recall,test_incremental_only/macro_example/f1,test_incremental/macro_types/recall
no_init_box_kenn_top_down_adapter_bert_ms,0,327bcvub,0.8214285969734192,0.9583333134651184,0.8921502828598022,0.01,0.8214285969734192,0.008002784103155136,0.8142690658569336,0.71875,0.9054627418518066,0.9583333134651184,0.008002784103155136,0.8214285969734192,0.25,0.8921502828598022,0.8142690658569336,0.71875,45,0.9583333134651184,0.8511791229248047,0.008002784103155136,0.9245766401290894,0.8794388175010681,0.9245766401290894,0.8214285969734192,0.71875,0.71875,0.9052346348762512,0.71875,0.9583333134651184,0.9149198532104492,0.8794388175010681,0.8214285969734192,0.9149198532104492,0.8915942907333374,0.9583333134651184,0.8511791229248047,0.71875,0.71875,0.71875,0.8915942907333374,0.008002784103155136,0.9054627418518066,0.008002784103155136,0.9052346348762512,0.71875,0.71875,0.008002784103155136,0.71875
no_init_box_kenn_bottom_up_adapter_bert_ms,0,n3ypsbj7,0.5777778029441833,1.0,0.8910163044929504,0.02,0.5777778029441833,0.004523312672972679,0.8080190420150757,0.40625,0.9038970470428468,1.0,0.004523312672972679,0.5777778029441833,0.25,0.8910163044929504,0.8080190420150757,0.40625,43,1.0,0.8481283187866211,0.004523312672972679,0.9245187044143676,0.8772467970848083,0.9245187044143676,0.5777778029441833,0.40625,0.40625,0.9052250385284424,0.40625,1.0,0.9140916466712952,0.8772467970848083,0.5777778029441833,0.9140916466712952,0.8924275636672974,1.0,0.8481283187866211,0.40625,0.40625,0.40625,0.8924275636672974,0.004523312672972679,0.9038970470428468,0.004523312672972679,0.9052250385284424,0.40625,0.40625,0.004523312672972679,0.40625
smart_init_box_adapter_bert_ms,2,ob8ovb88,0.8214285969734192,0.9583333134651184,0.8921502828598022,0.86,0.8214285969734192,0.008002784103155136,0.8142690658569336,0.71875,0.9053177833557128,0.9583333134651184,0.008002784103155136,0.8214285969734192,0.25,0.8921502828598022,0.8142690658569336,0.71875,10,0.9583333134651184,0.8511791229248047,0.008002784103155136,0.9246346950531006,0.8794388175010681,0.9246346950531006,0.8214285969734192,0.71875,0.71875,0.9052346348762512,0.71875,0.9583333134651184,0.914874255657196,0.8794388175010681,0.8214285969734192,0.914874255657196,0.8915942907333374,0.9583333134651184,0.8511791229248047,0.71875,0.71875,0.71875,0.8915942907333374,0.008002784103155136,0.9053177833557128,0.008002784103155136,0.9052346348762512,0.71875,0.71875,0.008002784103155136,0.71875
smart_init_box_adapter_bert_ms,1,udj9s9be,0.9180327653884888,0.9655172228813172,0.8927658200263977,0.7100000000000001,0.9180327653884888,0.00974251888692379,0.8173940181732178,0.875,0.906071662902832,0.9655172228813172,0.00974251888692379,0.9180327653884888,0.25,0.8927658200263977,0.8173940181732178,0.875,17,0.9655172228813172,0.8529490828514099,0.00974251888692379,0.9246346950531006,0.880534827709198,0.9246346950531006,0.9180327653884888,0.875,0.875,0.9053414463996888,0.875,0.9655172228813172,0.915259063243866,0.880534827709198,0.9180327653884888,0.915259063243866,0.8917379379272461,0.9655172228813172,0.8529490828514099,0.875,0.875,0.875,0.8917379379272461,0.00974251888692379,0.906071662902832,0.00974251888692379,0.9053414463996888,0.875,0.875,0.00974251888692379,0.875
smart_init_box_adapter_bert_ms,0,tl41a2fi,0.9180327653884888,0.9655172228813172,0.8927658200263977,0.28,0.9180327653884888,0.00974251888692379,0.8173940181732178,0.875,0.906071662902832,0.9655172228813172,0.00974251888692379,0.9180327653884888,0.25,0.8927658200263977,0.8173940181732178,0.875,7,0.9655172228813172,0.8529490828514099,0.00974251888692379,0.9246346950531006,0.880534827709198,0.9246346950531006,0.9180327653884888,0.875,0.875,0.9053414463996888,0.875,0.9655172228813172,0.915259063243866,0.880534827709198,0.9180327653884888,0.915259063243866,0.8917379379272461,0.9655172228813172,0.8529490828514099,0.875,0.875,0.875,0.8917379379272461,0.00974251888692379,0.906071662902832,0.00974251888692379,0.9053414463996888,0.875,0.875,0.00974251888692379,0.875
no_init_kenn_horizontal_adapter_bert_ms,2,1mvz70h9,0.6938775777816772,1.0,0.9051467180252076,0.93,0.6938775777816772,0.0059151011519134045,0.854934573173523,0.53125,0.912386953830719,1.0,0.005915100686252117,0.6938775777816772,0.375,0.9051467180252076,0.854934573173523,0.53125,96,1.0,0.879822850227356,0.005915100686252117,0.928351879119873,0.8963174223899841,0.928351879119873,0.6938775777816772,0.53125,0.53125,0.9141515493392944,0.53125,1.0,0.9203002452850342,0.8963174223899841,0.6938775777816772,0.9203002452850342,0.9062036275863647,1.0,0.879822850227356,0.53125,0.53125,0.53125,0.9062036275863647,0.005915100686252117,0.912386953830719,0.005915100686252117,0.9141515493392944,0.53125,0.53125,0.0059151011519134045,0.53125
no_init_kenn_horizontal_adapter_bert_ms,1,32mtz34j,0.8852458596229553,0.931034505367279,0.9061567783355712,0.41,0.8852458596229553,0.009394572116434574,0.8611845374107361,0.84375,0.9139527082443236,0.931034505367279,0.009394572116434574,0.8852458596229553,0.375,0.9061567783355712,0.8611845374107361,0.84375,64,0.931034505367279,0.8824652433395386,0.009394572116434574,0.928351879119873,0.8985094428062439,0.928351879119873,0.8852458596229553,0.84375,0.84375,0.913935363292694,0.84375,0.931034505367279,0.9210960268974304,0.8985094428062439,0.8852458596229553,0.9210960268974304,0.9048243165016174,0.931034505367279,0.8824652433395386,0.84375,0.84375,0.84375,0.9048243165016174,0.009394572116434574,0.9139527082443236,0.009394572116434574,0.913935363292694,0.84375,0.84375,0.009394572116434574,0.84375
no_init_kenn_horizontal_adapter_bert_ms,0,1g41ydah,0.78125,0.78125,0.9054144620895386,0.27,0.78125,0.008698677644133568,0.8599345684051514,0.78125,0.9136627912521362,0.78125,0.008698677644133568,0.78125,0.375,0.9054144620895386,0.8599345684051514,0.78125,55,0.78125,0.8803834915161133,0.008698677644133568,0.9274240732192992,0.8980710506439209,0.9274240732192992,0.78125,0.78125,0.78125,0.9128788113594056,0.78125,0.78125,0.9204919934272766,0.8980710506439209,0.78125,0.9204919934272766,0.9018286466598512,0.78125,0.8803834915161133,0.78125,0.78125,0.78125,0.9018286466598512,0.008698677644133568,0.9136627912521362,0.008698677644133568,0.9128788113594056,0.78125,0.78125,0.008698677644133568,0.78125
no_init_kenn_hybrid_adapter_bert_ms,2,19fydjvh,0.6938775777816772,1.0,0.9051467180252076,0.97,0.6938775777816772,0.0059151011519134045,0.854934573173523,0.53125,0.912386953830719,1.0,0.005915100686252117,0.6938775777816772,0.375,0.9051467180252076,0.854934573173523,0.53125,97,1.0,0.879822850227356,0.005915100686252117,0.928351879119873,0.8963174223899841,0.928351879119873,0.6938775777816772,0.53125,0.53125,0.9141515493392944,0.53125,1.0,0.9203002452850342,0.8963174223899841,0.6938775777816772,0.9203002452850342,0.9062036275863647,1.0,0.879822850227356,0.53125,0.53125,0.53125,0.9062036275863647,0.005915100686252117,0.912386953830719,0.005915100686252117,0.9141515493392944,0.53125,0.53125,0.0059151011519134045,0.53125
no_init_kenn_top_down_adapter_bert_ms,2,2eqlfbpu,0.6938775777816772,1.0,0.9051467180252076,0.98,0.6938775777816772,0.0059151011519134045,0.854934573173523,0.53125,0.912386953830719,1.0,0.005915100686252117,0.6938775777816772,0.375,0.9051467180252076,0.854934573173523,0.53125,96,1.0,0.879822850227356,0.005915100686252117,0.928351879119873,0.8963174223899841,0.928351879119873,0.6938775777816772,0.53125,0.53125,0.9141515493392944,0.53125,1.0,0.9203002452850342,0.8963174223899841,0.6938775777816772,0.9203002452850342,0.9062036275863647,1.0,0.879822850227356,0.53125,0.53125,0.53125,0.9062036275863647,0.005915100686252117,0.912386953830719,0.005915100686252117,0.9141515493392944,0.53125,0.53125,0.0059151011519134045,0.53125
no_init_kenn_bottom_up_adapter_bert_ms,2,3ez98470,0.6938775777816772,1.0,0.9051467180252076,0.94,0.6938775777816772,0.0059151011519134045,0.854934573173523,0.53125,0.912386953830719,1.0,0.005915100686252117,0.6938775777816772,0.375,0.9051467180252076,0.854934573173523,0.53125,96,1.0,0.879822850227356,0.005915100686252117,0.928351879119873,0.8963174223899841,0.928351879119873,0.6938775777816772,0.53125,0.53125,0.9141515493392944,0.53125,1.0,0.9203002452850342,0.8963174223899841,0.6938775777816772,0.9203002452850342,0.9062036275863647,1.0,0.879822850227356,0.53125,0.53125,0.53125,0.9062036275863647,0.005915100686252117,0.912386953830719,0.005915100686252117,0.9141515493392944,0.53125,0.53125,0.0059151011519134045,0.53125
no_init_kenn_hybrid_adapter_bert_ms,1,2nycjupp,0.8852458596229553,0.931034505367279,0.9061567783355712,0.78,0.8852458596229553,0.009394572116434574,0.8611845374107361,0.84375,0.9139527082443236,0.931034505367279,0.009394572116434574,0.8852458596229553,0.375,0.9061567783355712,0.8611845374107361,0.84375,64,0.931034505367279,0.8824652433395386,0.009394572116434574,0.928351879119873,0.8985094428062439,0.928351879119873,0.8852458596229553,0.84375,0.84375,0.913935363292694,0.84375,0.931034505367279,0.9210960268974304,0.8985094428062439,0.8852458596229553,0.9210960268974304,0.9048243165016174,0.931034505367279,0.8824652433395386,0.84375,0.84375,0.84375,0.9048243165016174,0.009394572116434574,0.9139527082443236,0.009394572116434574,0.913935363292694,0.84375,0.84375,0.009394572116434574,0.84375
no_init_kenn_top_down_adapter_bert_ms,1,26ijwxdq,0.8852458596229553,0.931034505367279,0.9061567783355712,0.74,0.8852458596229553,0.009394572116434574,0.8611845374107361,0.84375,0.9139527082443236,0.931034505367279,0.009394572116434574,0.8852458596229553,0.375,0.9061567783355712,0.8611845374107361,0.84375,63,0.931034505367279,0.8824652433395386,0.009394572116434574,0.928351879119873,0.8985094428062439,0.928351879119873,0.8852458596229553,0.84375,0.84375,0.913935363292694,0.84375,0.931034505367279,0.9210960268974304,0.8985094428062439,0.8852458596229553,0.9210960268974304,0.9048243165016174,0.931034505367279,0.8824652433395386,0.84375,0.84375,0.84375,0.9048243165016174,0.009394572116434574,0.9139527082443236,0.009394572116434574,0.913935363292694,0.84375,0.84375,0.009394572116434574,0.84375
no_init_kenn_bottom_up_adapter_bert_ms,1,zpsemy3b,0.8852458596229553,0.931034505367279,0.9061567783355712,0.44,0.8852458596229553,0.009394572116434574,0.8611845374107361,0.84375,0.9139527082443236,0.931034505367279,0.009394572116434574,0.8852458596229553,0.375,0.9061567783355712,0.8611845374107361,0.84375,62,0.931034505367279,0.8824652433395386,0.009394572116434574,0.928351879119873,0.8985094428062439,0.928351879119873,0.8852458596229553,0.84375,0.84375,0.913935363292694,0.84375,0.931034505367279,0.9210960268974304,0.8985094428062439,0.8852458596229553,0.9210960268974304,0.9048243165016174,0.931034505367279,0.8824652433395386,0.84375,0.84375,0.84375,0.9048243165016174,0.009394572116434574,0.9139527082443236,0.009394572116434574,0.913935363292694,0.84375,0.84375,0.009394572116434574,0.84375
no_init_kenn_hybrid_adapter_bert_ms,0,3dwref40,0.9000000357627869,0.9642857313156128,0.9062569737434388,0.78,0.9000000357627869,0.009394572116434574,0.8611845374107361,0.84375,0.9139527082443236,0.9642857313156128,0.009394572116434574,0.9000000357627869,0.375,0.9062569737434388,0.8611845374107361,0.84375,60,0.9642857313156128,0.8827813863754272,0.009394572116434574,0.928351879119873,0.8985094428062439,0.928351879119873,0.9000000357627869,0.84375,0.84375,0.9141391515731812,0.84375,0.9642857313156128,0.9210960268974304,0.8985094428062439,0.9000000357627869,0.9210960268974304,0.9054893255233764,0.9642857313156128,0.8827813863754272,0.84375,0.84375,0.84375,0.9054893255233764,0.009394572116434574,0.9139527082443236,0.009394572116434574,0.9141391515731812,0.84375,0.84375,0.009394572116434574,0.84375
no_init_kenn_top_down_adapter_bert_ms,0,127rxgjr,0.9000000357627869,0.9642857313156128,0.9062569737434388,0.7100000000000001,0.9000000357627869,0.009394572116434574,0.8611845374107361,0.84375,0.9139527082443236,0.9642857313156128,0.009394572116434574,0.9000000357627869,0.375,0.9062569737434388,0.8611845374107361,0.84375,62,0.9642857313156128,0.8827813863754272,0.009394572116434574,0.928351879119873,0.8985094428062439,0.928351879119873,0.9000000357627869,0.84375,0.84375,0.9141391515731812,0.84375,0.9642857313156128,0.9210960268974304,0.8985094428062439,0.9000000357627869,0.9210960268974304,0.9054893255233764,0.9642857313156128,0.8827813863754272,0.84375,0.84375,0.84375,0.9054893255233764,0.009394572116434574,0.9139527082443236,0.009394572116434574,0.9141391515731812,0.84375,0.84375,0.009394572116434574,0.84375
no_init_kenn_bottom_up_adapter_bert_ms,0,11tuuk9l,0.9000000357627869,0.9642857313156128,0.9062569737434388,0.42,0.9000000357627869,0.009394572116434574,0.8611845374107361,0.84375,0.9139527082443236,0.9642857313156128,0.009394572116434574,0.9000000357627869,0.375,0.9062569737434388,0.8611845374107361,0.84375,55,0.9642857313156128,0.8827813863754272,0.009394572116434574,0.928351879119873,0.8985094428062439,0.928351879119873,0.9000000357627869,0.84375,0.84375,0.9141391515731812,0.84375,0.9642857313156128,0.9210960268974304,0.8985094428062439,0.9000000357627869,0.9210960268974304,0.9054893255233764,0.9642857313156128,0.8827813863754272,0.84375,0.84375,0.84375,0.9054893255233764,0.009394572116434574,0.9139527082443236,0.009394572116434574,0.9141391515731812,0.84375,0.84375,0.009394572116434574,0.84375
smart_init_kenn_hybrid_adapter_bert_ms,2,pvrmvsqw,0.96875,0.96875,0.9067403078079224,0.99,0.96875,0.010786360129714012,0.8636845350265503,0.96875,0.9143296480178832,0.96875,0.010786360129714012,0.96875,0.375,0.9067403078079224,0.8636845350265503,0.96875,5,0.96875,0.8841355443000793,0.010786360129714012,0.9284099340438844,0.8993862271308899,0.9284099340438844,0.96875,0.96875,0.96875,0.9142156839370728,0.96875,0.96875,0.9213159680366516,0.8993862271308899,0.96875,0.9213159680366516,0.90557861328125,0.96875,0.8841355443000793,0.96875,0.96875,0.96875,0.90557861328125,0.010786360129714012,0.9143296480178832,0.010786360129714012,0.9142156839370728,0.96875,0.96875,0.010786360129714012,0.96875
smart_init_kenn_top_down_adapter_bert_ms,2,u7d4l9h2,0.96875,0.96875,0.9067403078079224,0.99,0.96875,0.010786360129714012,0.8636845350265503,0.96875,0.9143296480178832,0.96875,0.010786360129714012,0.96875,0.375,0.9067403078079224,0.8636845350265503,0.96875,5,0.96875,0.8841355443000793,0.010786360129714012,0.9284099340438844,0.8993862271308899,0.9284099340438844,0.96875,0.96875,0.96875,0.9142156839370728,0.96875,0.96875,0.9213159680366516,0.8993862271308899,0.96875,0.9213159680366516,0.90557861328125,0.96875,0.8841355443000793,0.96875,0.96875,0.96875,0.90557861328125,0.010786360129714012,0.9143296480178832,0.010786360129714012,0.9142156839370728,0.96875,0.96875,0.010786360129714012,0.96875
smart_init_kenn_bottom_up_adapter_bert_ms,2,6fe9fzoj,0.9677419066429138,1.0,0.9067197442054749,0.99,0.9677419066429138,0.010438413359224796,0.8630595207214355,0.9375,0.9141556024551392,1.0,0.010438413359224796,0.9677419066429138,0.375,0.9067197442054749,0.8630595207214355,0.9375,5,1.0,0.8841055035591125,0.010438413359224796,0.9284099340438844,0.8991670608520508,0.9284099340438844,0.9677419066429138,0.9375,0.9375,0.9144003391265868,0.9375,1.0,0.9212276339530944,0.8991670608520508,0.9677419066429138,0.9212276339530944,0.9062036275863647,1.0,0.8841055035591125,0.9375,0.9375,0.9375,0.9062036275863647,0.010438413359224796,0.9141556024551392,0.010438413359224796,0.9144003391265868,0.9375,0.9375,0.010438413359224796,0.9375
smart_init_kenn_hybrid_adapter_bert_ms,1,kbfkt8w7,0.9538460969924928,0.939393937587738,0.9066401124000548,0.99,0.9538460969924928,0.010786360129714012,0.8636845350265503,0.96875,0.9143296480178832,0.939393937587738,0.010786360129714012,0.9538460969924928,0.375,0.9066401124000548,0.8636845350265503,0.96875,5,0.939393937587738,0.8838557004928589,0.010786360129714012,0.9284099340438844,0.8993862271308899,0.9284099340438844,0.9538460969924928,0.96875,0.96875,0.9140120148658752,0.96875,0.939393937587738,0.9213159680366516,0.8993862271308899,0.9538460969924928,0.9213159680366516,0.9049915075302124,0.939393937587738,0.8838557004928589,0.96875,0.96875,0.96875,0.9049915075302124,0.010786360129714012,0.9143296480178832,0.010786360129714012,0.9140120148658752,0.96875,0.96875,0.010786360129714012,0.96875
smart_init_kenn_top_down_adapter_bert_ms,1,pw5kxsa4,0.9538460969924928,0.939393937587738,0.9066401124000548,0.99,0.9538460969924928,0.010786360129714012,0.8636845350265503,0.96875,0.9143296480178832,0.939393937587738,0.010786360129714012,0.9538460969924928,0.375,0.9066401124000548,0.8636845350265503,0.96875,5,0.939393937587738,0.8838557004928589,0.010786360129714012,0.9284099340438844,0.8993862271308899,0.9284099340438844,0.9538460969924928,0.96875,0.96875,0.9140120148658752,0.96875,0.939393937587738,0.9213159680366516,0.8993862271308899,0.9538460969924928,0.9213159680366516,0.9049915075302124,0.939393937587738,0.8838557004928589,0.96875,0.96875,0.96875,0.9049915075302124,0.010786360129714012,0.9143296480178832,0.010786360129714012,0.9140120148658752,0.96875,0.96875,0.010786360129714012,0.96875
