name,instance,run_id,test_incremental/macro_example/recall,test_pretraining/macro_example/precision,test_incremental_only/micro/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/macro_types/precision,test_incremental_religion-religion/macro_types/recall,test/micro/recall,test_pretraining/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_incremental_only/macro_example/precision,test_incremental_only/macro_types/recall,test_incremental_only/macro_example/recall,test/macro_example/f1,test_pretraining/micro/precision,test_incremental/micro/f1,test_incremental/macro_types/f1,test_incremental_only/macro_example/f1,epoch,test_pretraining/micro/recall,test_incremental_only/micro/precision,test_incremental/macro_types/precision,test_incremental_religion-religion/macro_types/precision,test/macro_types/f1,test_pretraining/micro/f1,test_incremental_only/macro_types/f1,test_incremental/macro_types/recall,test_incremental_religion-religion/macro_types/f1,test_pretraining/macro_example/recall,test_incremental/micro/recall,test_incremental/micro/precision,test_incremental/macro_example/f1,test_pretraining/macro_types/f1,test_incremental/macro_example/precision,test/micro/precision,test/macro_types/precision,test/macro_example/precision,test_pretraining/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental/macro_example_exclusive/recall,test/micro/f1,threshold_pretraining,test/macro_types/recall,test/macro_example/recall,test_incremental_only/macro_example_exclusive/recall,threshold_incremental
no_init_box_kenn_top_down_adapter_bert_ms,0,l0c67q5t,0.009046625345945358,0.9246346950531006,0.8813559412956238,0.8125,0.9629629850387572,0.8125,0.880096435546875,0.8916868567466736,0.8125,0.8125,0.915140688419342,0.8125,0.009046625345945358,0.8125,0.009046625345945358,0.915140688419342,0.9052987694740297,0.8813559412956238,0.8813559412956238,0.009046625345945358,60,0.880096435546875,0.9629629850387572,0.9629629850387572,0.9629629850387572,0.8522447347640991,0.8925197720527649,0.8813559412956238,0.8125,0.8813559412956238,0.9058396816253662,0.8125,0.9629629850387572,0.009046625345945358,0.8522447347640991,0.009046625345945358,0.9052987694740297,0.8916868567466736,0.9246346950531006,0.8161440491676331,0.8125,0.8125,0.8925197720527649,0.25,0.8161440491676331,0.9058396816253662,0.8125,0.65
no_init_box_kenn_bottom_up_adapter_bert_ms,0,eadc3owz,0.009046625345945358,0.9246346950531006,0.8813559412956238,0.8125,0.9629629850387572,0.8125,0.880096435546875,0.8916868567466736,0.8125,0.8125,0.915140688419342,0.8125,0.009046625345945358,0.8125,0.009046625345945358,0.915140688419342,0.9052987694740297,0.8813559412956238,0.8813559412956238,0.009046625345945358,60,0.880096435546875,0.9629629850387572,0.9629629850387572,0.9629629850387572,0.8522447347640991,0.8925197720527649,0.8813559412956238,0.8125,0.8813559412956238,0.9058396816253662,0.8125,0.9629629850387572,0.009046625345945358,0.8522447347640991,0.009046625345945358,0.9052987694740297,0.8916868567466736,0.9246346950531006,0.8161440491676331,0.8125,0.8125,0.8925197720527649,0.25,0.8161440491676331,0.9058396816253662,0.8125,0.28
smart_init_box_adapter_bert_ms,2,uv8xfidf,0.011134307831525804,0.9223729968070984,0.7710843682289124,1.0,0.6274510025978088,1.0,0.8814116716384888,0.8849766254425049,1.0,1.0,0.9143414497375488,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9143414497375488,0.9017717242240906,0.7710843682289124,0.7710843682289124,0.011134307831525804,8,0.8814116716384888,0.6274510025978088,0.6274510025978088,0.6274510025978088,0.8511930704116821,0.8914754986763,0.7710843682289124,1.0,0.7710843682289124,0.9064486026763916,1.0,0.6274510025978088,0.011134307831525804,0.8511930704116821,0.011134307831525804,0.9017717242240906,0.8849766254425049,0.9223729968070984,0.8198940753936768,1.0,1.0,0.8914754986763,0.25,0.8198940753936768,0.9064486026763916,1.0,0.01
smart_init_box_adapter_bert_ms,1,5e0pwt7a,0.00974251888692379,0.9246346950531006,0.9180327653884888,0.875,0.9655172228813172,0.875,0.880534827709198,0.8917379379272461,0.875,0.875,0.915259063243866,0.875,0.00974251888692379,0.875,0.00974251888692379,0.915259063243866,0.9053414463996888,0.9180327653884888,0.9180327653884888,0.00974251888692379,9,0.880534827709198,0.9655172228813172,0.9655172228813172,0.9655172228813172,0.8529490828514099,0.8927658200263977,0.9180327653884888,0.875,0.9180327653884888,0.906071662902832,0.875,0.9655172228813172,0.00974251888692379,0.8529490828514099,0.00974251888692379,0.9053414463996888,0.8917379379272461,0.9246346950531006,0.8173940181732178,0.875,0.875,0.8927658200263977,0.25,0.8173940181732178,0.906071662902832,0.875,0.36000000000000004
smart_init_box_adapter_bert_ms,0,s04ajdj7,0.00974251888692379,0.9246346950531006,0.9180327653884888,0.875,0.9655172228813172,0.875,0.880534827709198,0.8917379379272461,0.875,0.875,0.915259063243866,0.875,0.00974251888692379,0.875,0.00974251888692379,0.915259063243866,0.9053414463996888,0.9180327653884888,0.9180327653884888,0.00974251888692379,6,0.880534827709198,0.9655172228813172,0.9655172228813172,0.9655172228813172,0.8529490828514099,0.8927658200263977,0.9180327653884888,0.875,0.9180327653884888,0.906071662902832,0.875,0.9655172228813172,0.00974251888692379,0.8529490828514099,0.00974251888692379,0.9053414463996888,0.8917379379272461,0.9246346950531006,0.8173940181732178,0.875,0.875,0.8927658200263977,0.25,0.8173940181732178,0.906071662902832,0.875,0.24
no_init_kenn_horizontal_adapter_bert_ms,2,1ccj0hbj,0.011134307831525804,0.9134482145309448,0.39751553535461426,1.0,0.24806201457977295,1.0,0.8996054530143738,0.8911648988723755,1.0,1.0,0.9139466285705566,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9139466285705566,0.8950926661491394,0.39751553535461426,0.39751553535461426,0.011134307831525804,13,0.8996054530143738,0.24806201457977295,0.24806201457977295,0.24806201457977295,0.8775318264961243,0.8973433971405029,0.39751553535461426,1.0,0.39751553535461426,0.9144456386566162,1.0,0.24806201457977295,0.011134307831525804,0.8775318264961243,0.011134307831525804,0.8950926661491394,0.8911648988723755,0.9134482145309448,0.864309549331665,1.0,1.0,0.8973433971405029,0.375,0.864309549331665,0.9144456386566162,1.0,0.03
no_init_kenn_horizontal_adapter_bert_ms,1,2hrbx06l,0.00974251888692379,0.9280039668083192,0.8615384697914124,0.875,0.8484848737716675,0.875,0.898728609085083,0.903173327445984,0.875,0.875,0.920983612537384,0.875,0.00974251888692379,0.875,0.00974251888692379,0.920983612537384,0.9133437275886536,0.8615384697914124,0.8615384697914124,0.00974251888692379,20,0.898728609085083,0.8484848737716675,0.8484848737716675,0.8484848737716675,0.8820067048072815,0.9059773087501526,0.8615384697914124,0.875,0.8615384697914124,0.9140686988830566,0.875,0.8484848737716675,0.00974251888692379,0.8820067048072815,0.00974251888692379,0.9133437275886536,0.903173327445984,0.9280039668083192,0.8618095517158508,0.875,0.875,0.9059773087501526,0.375,0.8618095517158508,0.9140686988830566,0.875,0.27
no_init_kenn_horizontal_adapter_bert_ms,0,1xl26vb9,0.010786360129714012,0.925046443939209,0.720930278301239,0.96875,0.5740740895271301,0.96875,0.8993862271308899,0.8976851105690002,0.96875,0.96875,0.9196714758872986,0.96875,0.010786360129714012,0.96875,0.010786360129714012,0.9196714758872986,0.9097561240196228,0.720930278301239,0.720930278301239,0.010786360129714012,17,0.8993862271308899,0.5740740895271301,0.5740740895271301,0.5740740895271301,0.8803566694259644,0.9045414328575134,0.720930278301239,0.96875,0.720930278301239,0.914358615875244,0.96875,0.5740740895271301,0.010786360129714012,0.8803566694259644,0.010786360129714012,0.9097561240196228,0.8976851105690002,0.925046443939209,0.8636845350265503,0.96875,0.96875,0.9045414328575134,0.375,0.8636845350265503,0.914358615875244,0.96875,0.09
no_init_kenn_hybrid_adapter_bert_ms,2,17idmdvt,0.011134307831525804,0.9152343273162842,0.39751553535461426,1.0,0.24806201457977295,1.0,0.8996054530143738,0.8911648988723755,1.0,1.0,0.9148398637771606,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9148398637771606,0.8950926661491394,0.39751553535461426,0.39751553535461426,0.011134307831525804,12,0.8996054530143738,0.24806201457977295,0.24806201457977295,0.24806201457977295,0.8775318264961243,0.8973433971405029,0.39751553535461426,1.0,0.39751553535461426,0.9144456386566162,1.0,0.24806201457977295,0.011134307831525804,0.8775318264961243,0.011134307831525804,0.8950926661491394,0.8911648988723755,0.9152343273162842,0.864309549331665,1.0,1.0,0.8973433971405029,0.375,0.864309549331665,0.9144456386566162,1.0,0.03
no_init_kenn_top_down_adapter_bert_ms,2,2na5t5i4,0.011134307831525804,0.9180874824523926,0.4671533107757568,1.0,0.3047619163990021,1.0,0.8996054530143738,0.8922988772392273,1.0,1.0,0.9162629246711732,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9162629246711732,0.8998026847839355,0.4671533107757568,0.4671533107757568,0.011134307831525804,14,0.8996054530143738,0.3047619163990021,0.3047619163990021,0.3047619163990021,0.8780811429023743,0.8997039794921875,0.4671533107757568,1.0,0.4671533107757568,0.9144456386566162,1.0,0.3047619163990021,0.011134307831525804,0.8780811429023743,0.011134307831525804,0.8998026847839355,0.8922988772392273,0.9180874824523926,0.864309549331665,1.0,1.0,0.8997039794921875,0.375,0.864309549331665,0.9144456386566162,1.0,0.14
no_init_kenn_bottom_up_adapter_bert_ms,2,1gg2ag4y,0.011134307831525804,0.913019061088562,0.3615819215774536,1.0,0.22068965435028076,1.0,0.8996054530143738,0.8906174302101135,1.0,1.0,0.9137317538261414,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9137317538261414,0.891979992389679,0.3615819215774536,0.3615819215774536,0.011134307831525804,13,0.8996054530143738,0.22068965435028076,0.22068965435028076,0.22068965435028076,0.8772662878036499,0.8957765102386475,0.3615819215774536,1.0,0.3615819215774536,0.9144456386566162,1.0,0.22068965435028076,0.011134307831525804,0.8772662878036499,0.011134307831525804,0.891979992389679,0.8906174302101135,0.913019061088562,0.864309549331665,1.0,1.0,0.8957765102386475,0.375,0.864309549331665,0.9144456386566162,1.0,0.03
no_init_kenn_hybrid_adapter_bert_ms,1,3q66dqvi,0.011134307831525804,0.928351879119873,0.9552239179611206,1.0,0.9142857193946838,1.0,0.8996054530143738,0.9044893383979796,1.0,1.0,0.9213463068008424,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9213463068008424,0.913827657699585,0.9552239179611206,0.9552239179611206,0.011134307831525804,19,0.8996054530143738,0.9142857193946838,0.9142857193946838,0.9142857193946838,0.8839431405067444,0.906660795211792,0.9552239179611206,1.0,0.9552239179611206,0.9144456386566162,1.0,0.9142857193946838,0.011134307831525804,0.8839431405067444,0.011134307831525804,0.913827657699585,0.9044893383979796,0.928351879119873,0.864309549331665,1.0,1.0,0.906660795211792,0.375,0.864309549331665,0.9144456386566162,1.0,0.67
no_init_kenn_top_down_adapter_bert_ms,1,zsoskre2,0.011134307831525804,0.928351879119873,0.9552239179611206,1.0,0.9142857193946838,1.0,0.8996054530143738,0.9044893383979796,1.0,1.0,0.9213463068008424,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9213463068008424,0.913827657699585,0.9552239179611206,0.9552239179611206,0.011134307831525804,20,0.8996054530143738,0.9142857193946838,0.9142857193946838,0.9142857193946838,0.8839431405067444,0.906660795211792,0.9552239179611206,1.0,0.9552239179611206,0.9144456386566162,1.0,0.9142857193946838,0.011134307831525804,0.8839431405067444,0.011134307831525804,0.913827657699585,0.9044893383979796,0.928351879119873,0.864309549331665,1.0,1.0,0.906660795211792,0.375,0.864309549331665,0.9144456386566162,1.0,0.5800000000000001
no_init_kenn_bottom_up_adapter_bert_ms,1,1bsfm5qa,0.011134307831525804,0.928351879119873,0.9552239179611206,1.0,0.9142857193946838,1.0,0.8996054530143738,0.9044893383979796,1.0,1.0,0.9213463068008424,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9213463068008424,0.913827657699585,0.9552239179611206,0.9552239179611206,0.011134307831525804,19,0.8996054530143738,0.9142857193946838,0.9142857193946838,0.9142857193946838,0.8839431405067444,0.906660795211792,0.9552239179611206,1.0,0.9552239179611206,0.9144456386566162,1.0,0.9142857193946838,0.011134307831525804,0.8839431405067444,0.011134307831525804,0.913827657699585,0.9044893383979796,0.928351879119873,0.864309549331665,1.0,1.0,0.906660795211792,0.375,0.864309549331665,0.9144456386566162,1.0,0.3
no_init_kenn_hybrid_adapter_bert_ms,0,2c467gio,0.01009046658873558,0.928351879119873,0.90625,0.90625,0.90625,0.90625,0.8989478349685669,0.9043286442756652,0.90625,0.90625,0.9211991429328918,0.90625,0.01009046658873558,0.90625,0.01009046658873558,0.9211991429328918,0.913770079612732,0.90625,0.90625,0.01009046658873558,17,0.8989478349685669,0.90625,0.90625,0.90625,0.8828848004341125,0.9062983393669128,0.90625,0.90625,0.90625,0.9141557216644288,0.90625,0.90625,0.01009046658873558,0.8828848004341125,0.01009046658873558,0.913770079612732,0.9043286442756652,0.928351879119873,0.8624345064163208,0.90625,0.90625,0.9062983393669128,0.375,0.8624345064163208,0.9141557216644288,0.90625,0.78
no_init_kenn_top_down_adapter_bert_ms,0,i6lh530k,0.010786360129714012,0.9281779527664183,0.9253731369972228,0.96875,0.8857142925262451,0.96875,0.8993862271308899,0.903917908668518,0.96875,0.96875,0.9212164878845216,0.96875,0.010786360129714012,0.96875,0.010786360129714012,0.9212164878845216,0.913604974746704,0.9253731369972228,0.9253731369972228,0.010786360129714012,17,0.8993862271308899,0.8857142925262451,0.8857142925262451,0.8857142925262451,0.8833433389663696,0.9064398407936096,0.9253731369972228,0.96875,0.9253731369972228,0.914358615875244,0.96875,0.8857142925262451,0.010786360129714012,0.8833433389663696,0.010786360129714012,0.913604974746704,0.903917908668518,0.9281779527664183,0.8636845350265503,0.96875,0.96875,0.9064398407936096,0.375,0.8636845350265503,0.914358615875244,0.96875,0.7100000000000001
no_init_kenn_bottom_up_adapter_bert_ms,0,1fk0vad6,0.010786360129714012,0.9281779527664183,0.9253731369972228,0.96875,0.8857142925262451,0.96875,0.8993862271308899,0.903917908668518,0.96875,0.96875,0.9212164878845216,0.96875,0.010786360129714012,0.96875,0.010786360129714012,0.9212164878845216,0.913604974746704,0.9253731369972228,0.9253731369972228,0.010786360129714012,17,0.8993862271308899,0.8857142925262451,0.8857142925262451,0.8857142925262451,0.8833433389663696,0.9064398407936096,0.9253731369972228,0.96875,0.9253731369972228,0.914358615875244,0.96875,0.8857142925262451,0.010786360129714012,0.8833433389663696,0.010786360129714012,0.913604974746704,0.903917908668518,0.9281779527664183,0.8636845350265503,0.96875,0.96875,0.9064398407936096,0.375,0.8636845350265503,0.914358615875244,0.96875,0.39
smart_init_kenn_hybrid_adapter_bert_ms,2,rtw2picf,0.011134307831525804,0.928351879119873,0.9552239179611206,1.0,0.9142857193946838,1.0,0.8996054530143738,0.9044893383979796,1.0,1.0,0.9213463068008424,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9213463068008424,0.913827657699585,0.9552239179611206,0.9552239179611206,0.011134307831525804,5,0.8996054530143738,0.9142857193946838,0.9142857193946838,0.9142857193946838,0.8839431405067444,0.906660795211792,0.9552239179611206,1.0,0.9552239179611206,0.9144456386566162,1.0,0.9142857193946838,0.011134307831525804,0.8839431405067444,0.011134307831525804,0.913827657699585,0.9044893383979796,0.928351879119873,0.864309549331665,1.0,1.0,0.906660795211792,0.375,0.864309549331665,0.9144456386566162,1.0,0.52
smart_init_kenn_top_down_adapter_bert_ms,2,ew5ybhdp,0.011134307831525804,0.928351879119873,0.9552239179611206,1.0,0.9142857193946838,1.0,0.8996054530143738,0.9044893383979796,1.0,1.0,0.9213463068008424,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9213463068008424,0.913827657699585,0.9552239179611206,0.9552239179611206,0.011134307831525804,5,0.8996054530143738,0.9142857193946838,0.9142857193946838,0.9142857193946838,0.8839431405067444,0.906660795211792,0.9552239179611206,1.0,0.9552239179611206,0.9144456386566162,1.0,0.9142857193946838,0.011134307831525804,0.8839431405067444,0.011134307831525804,0.913827657699585,0.9044893383979796,0.928351879119873,0.864309549331665,1.0,1.0,0.906660795211792,0.375,0.864309549331665,0.9144456386566162,1.0,0.75
smart_init_kenn_bottom_up_adapter_bert_ms,2,x847tn3o,0.011134307831525804,0.928351879119873,0.9552239179611206,1.0,0.9142857193946838,1.0,0.8996054530143738,0.9044893383979796,1.0,1.0,0.9213463068008424,1.0,0.011134307831525804,1.0,0.011134307831525804,0.9213463068008424,0.913827657699585,0.9552239179611206,0.9552239179611206,0.011134307831525804,5,0.8996054530143738,0.9142857193946838,0.9142857193946838,0.9142857193946838,0.8839431405067444,0.906660795211792,0.9552239179611206,1.0,0.9552239179611206,0.9144456386566162,1.0,0.9142857193946838,0.011134307831525804,0.8839431405067444,0.011134307831525804,0.913827657699585,0.9044893383979796,0.928351879119873,0.864309549331665,1.0,1.0,0.906660795211792,0.375,0.864309549331665,0.9144456386566162,1.0,0.38
smart_init_kenn_hybrid_adapter_bert_ms,1,82ijpjnq,0.010786360129714012,0.9284099340438844,0.9538460969924928,0.96875,0.939393937587738,0.96875,0.8993862271308899,0.9049915075302124,0.96875,0.96875,0.9213159680366516,0.96875,0.010786360129714012,0.96875,0.010786360129714012,0.9213159680366516,0.9140120148658752,0.9538460969924928,0.9538460969924928,0.010786360129714012,5,0.8993862271308899,0.939393937587738,0.939393937587738,0.939393937587738,0.8838557004928589,0.9066401124000548,0.9538460969924928,0.96875,0.9538460969924928,0.9143296480178832,0.96875,0.939393937587738,0.010786360129714012,0.8838557004928589,0.010786360129714012,0.9140120148658752,0.9049915075302124,0.9284099340438844,0.8636845350265503,0.96875,0.96875,0.9066401124000548,0.375,0.8636845350265503,0.9143296480178832,0.96875,0.99
smart_init_kenn_top_down_adapter_bert_ms,1,djdh3eyu,0.010786360129714012,0.9284099340438844,0.9538460969924928,0.96875,0.939393937587738,0.96875,0.8993862271308899,0.9049915075302124,0.96875,0.96875,0.9213159680366516,0.96875,0.010786360129714012,0.96875,0.010786360129714012,0.9213159680366516,0.9140120148658752,0.9538460969924928,0.9538460969924928,0.010786360129714012,5,0.8993862271308899,0.939393937587738,0.939393937587738,0.939393937587738,0.8838557004928589,0.9066401124000548,0.9538460969924928,0.96875,0.9538460969924928,0.9143296480178832,0.96875,0.939393937587738,0.010786360129714012,0.8838557004928589,0.010786360129714012,0.9140120148658752,0.9049915075302124,0.9284099340438844,0.8636845350265503,0.96875,0.96875,0.9066401124000548,0.375,0.8636845350265503,0.9143296480178832,0.96875,0.99
