name,instance,run_id,test_incremental/micro/precision,test_incremental_only/micro/precision,test_incremental_people/macro_types/precision,test_incremental/macro_example/recall,test_incremental/macro_types/precision,test/macro_example/recall,test_incremental/macro_types/f1,test_pretraining/micro/precision,test_incremental_only/macro_types/f1,test/micro/f1,test/macro_example/f1,threshold_incremental,test_incremental/macro_example/precision,test_incremental/macro_example/f1,test_incremental_people/macro_types/recall,test_pretraining/micro/f1,test_incremental_only/micro/recall,test_incremental/macro_types/recall,test_pretraining/macro_types/recall,test_incremental_people/macro_types/f1,test/macro_types/precision,test_pretraining/macro_example/precision,test/macro_types/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental_only/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental/micro/recall,test_pretraining/micro/recall,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_types/recall,test/macro_types/f1,test_pretraining/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,threshold_pretraining,test/macro_example/precision,test_incremental_people-ethnicity/macro_types/f1,test_incremental_people-ethnicity/macro_types/recall,epoch,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/recall,test/micro/precision,test_incremental_people-ethnicity/macro_types/precision,test_incremental/micro/f1,test_incremental_only/micro/f1,test_pretraining/macro_example/f1,test_incremental/macro_example_exclusive/f1,test/micro/recall
no_init_box_kenn_top_down_adapter_bert_ms,0,qgb7uvo0,0.9420289993286132,0.9428571462631226,0.9411764740943908,0.011308280751109123,0.9420168399810792,0.9063326120376588,0.94889897108078,0.90524423122406,0.95652174949646,0.8930831551551819,0.915477454662323,0.04,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.8930831551551819,0.970588207244873,0.9558823108673096,0.8193057775497437,0.9411764740943908,0.8912847638130188,0.9248086214065552,0.8193057775497437,0.9063326120376588,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8812445402145386,0.9705882668495178,0.970588207244873,0.8537808656692505,0.8912847638130188,0.8537808656692505,0.9428571462631226,0.9705882668495178,0.25,0.9248086214065552,0.95652174949646,0.970588207244873,30,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.90524423122406,0.9428571462631226,0.948905110359192,0.95652174949646,0.915477454662323,0.9631792306900024,0.8812445402145386
no_init_box_kenn_bottom_up_adapter_bert_ms,0,m5emedcy,0.939393937587738,0.9375,0.9411764740943908,0.010786361061036588,0.939338207244873,0.9060136675834656,0.9253460764884948,0.9051801562309264,0.9090909361839294,0.8927143216133118,0.9152010679244996,0.01,0.011134307831525804,0.010957572609186172,0.9411764740943908,0.8927143216133118,0.8823529481887817,0.9117647409439088,0.8175411224365234,0.9411764740943908,0.8911775946617126,0.9245766401290894,0.8175411224365234,0.9060136675834656,0.010438413359224796,0.010438413359224796,0.8823529481887817,0.911764681339264,0.8805872201919556,0.9411765336990356,0.8823529481887817,0.8527726531028748,0.8911775946617126,0.8527726531028748,0.9375,0.8823529481887817,0.25,0.9245766401290894,0.9090909361839294,0.8823529481887817,29,0.9117647409439088,0.010438413359224796,0.8823529481887817,0.9051801562309264,0.9375,0.9253731369972228,0.9090909361839294,0.9152010679244996,0.9262372255325316,0.8805872201919556
smart_init_box_adapter_bert_ms,2,qjatb73b,0.9365079402923584,0.931034505367279,0.9411764740943908,0.0102644395083189,0.936105489730835,0.905636727809906,0.900577187538147,0.905116081237793,0.8571428656578064,0.8923453092575073,0.9149802923202516,0.67,0.011134307831525804,0.010681693442165852,0.9411764740943908,0.8923453092575073,0.7941176295280457,0.8676470518112183,0.8157764077186584,0.9411764740943908,0.8910483121871948,0.9245187044143676,0.8157764077186584,0.905636727809906,0.009394572116434574,0.009394572116434574,0.7941176891326904,0.8676470518112183,0.8799299001693726,0.9411765336990356,0.7941176295280457,0.851752519607544,0.8910483121871948,0.851752519607544,0.931034505367279,0.7941176891326904,0.25,0.9245187044143676,0.8571428656578064,0.7941176295280457,5,0.8676470518112183,0.009394572116434574,0.7941176891326904,0.905116081237793,0.931034505367279,0.9007633328437804,0.8571428656578064,0.9149802923202516,0.9029172658920288,0.8799299001693726
smart_init_box_adapter_bert_ms,1,jfnbezsc,0.3069767355918884,0.18784530460834503,0.9411764740943908,0.011482255533337591,0.5645108819007874,0.9064486026763916,0.7138400673866272,0.8766615986824036,0.3162790536880493,0.8790560364723206,0.9093793034553528,0.01,0.011830201372504234,0.011653631925582886,0.9411764740943908,0.8790560364723206,1.0,0.970588207244873,0.8198940753936768,0.9411764740943908,0.8761845231056213,0.9123289585113524,0.8198940753936768,0.9064486026763916,0.011830202303826807,0.011830201372504234,1.0,0.970588207244873,0.8814636468887329,1.0,1.0,0.8471052050590515,0.8761845231056213,0.8471052050590515,0.18784530460834503,1.0,0.25,0.9123289585113524,0.3162790536880493,1.0,5,0.9705882668495178,0.011830201372504234,1.0,0.8766615986824036,0.18784530460834503,0.46643105149269104,0.3162790536880493,0.9093793034553528,0.9850746989250184,0.8814636468887329
smart_init_box_adapter_bert_ms,0,gue42y25,0.7333333492279053,0.6071428656578064,0.9411764740943908,0.011482255533337591,0.7741596698760986,0.9064486026763916,0.8613166809082031,0.9012096524238586,0.7555555105209351,0.8912272453308105,0.9143584966659546,0.03,0.011830201372504234,0.011653631925582886,0.9411764740943908,0.8912272453308105,1.0,0.970588207244873,0.8198940753936768,0.9411764740943908,0.8845704793930054,0.9224078059196472,0.8198940753936768,0.9064486026763916,0.011830202303826807,0.011830201372504234,1.0,0.970588207244873,0.8814636468887329,1.0,1.0,0.8510051965713501,0.8845704793930054,0.8510051965713501,0.6071428656578064,1.0,0.25,0.9224078059196472,0.7555555105209351,1.0,7,0.9705882668495178,0.011830201372504234,1.0,0.9012096524238586,0.6071428656578064,0.8354430198669434,0.7555555105209351,0.9143584966659546,0.9850746989250184,0.8814636468887329
no_init_kenn_horizontal_adapter_bert_ms,2,1usn5e47,0.8461538553237915,0.8292682766914368,0.8648648858070374,0.011482254602015018,0.8470665812492371,0.9146195650100708,0.9046303033828736,0.9130531549453736,0.9066666960716248,0.906301736831665,0.9211774468421936,0.2,0.011830201372504234,0.011653630994260313,0.9411764740943908,0.906301736831665,1.0,0.970588207244873,0.864309549331665,0.9014084339141846,0.9027889966964722,0.9278299808502196,0.864309549331665,0.9146195650100708,0.011830202303826807,0.011830201372504234,1.0,0.970588207244873,0.899649441242218,1.0,1.0,0.8831303715705872,0.9027889966964722,0.8831303715705872,0.8292682766914368,1.0,0.375,0.9278299808502196,0.9066666960716248,1.0,22,0.9705882668495178,0.011830201372504234,1.0,0.9130531549453736,0.8292682766914368,0.9041095972061156,0.9066666960716248,0.9211774468421936,0.9850746989250184,0.899649441242218
no_init_kenn_horizontal_adapter_bert_ms,1,17tgbr38,0.1929824501276016,0.11147540807724,0.8648648858070374,0.011482254602015018,0.4881701469421386,0.9146195650100708,0.6496102809906006,0.862423837184906,0.20058995485305783,0.8806434273719788,0.9005852937698364,0.01,0.011830201372504234,0.011653630994260313,0.9411764740943908,0.8806434273719788,1.0,0.970588207244873,0.864309549331665,0.9014084339141846,0.8884330987930298,0.8869751691818237,0.864309549331665,0.9146195650100708,0.011830202303826807,0.011830201372504234,1.0,0.970588207244873,0.899649441242218,1.0,1.0,0.876205325126648,0.8884330987930298,0.876205325126648,0.11147540807724,1.0,0.375,0.8869751691818237,0.20058995485305783,1.0,11,0.9705882668495178,0.011830201372504234,1.0,0.862423837184906,0.11147540807724,0.3219512104988098,0.20058995485305783,0.9005852937698364,0.9850746989250184,0.899649441242218
no_init_kenn_horizontal_adapter_bert_ms,0,2afml1be,0.5546218752861023,0.4146341383457184,0.8648648858070374,0.011482254602015018,0.6397495269775391,0.9146195650100708,0.7711840271949768,0.9048038721084596,0.5862069129943848,0.9022192358970642,0.918094515800476,0.01,0.011830201372504234,0.011653630994260313,0.9411764740943908,0.9022192358970642,1.0,0.970588207244873,0.864309549331665,0.9014084339141846,0.8944963216781616,0.9215959310531616,0.864309549331665,0.9146195650100708,0.011830202303826807,0.011830201372504234,1.0,0.970588207244873,0.899649441242218,1.0,1.0,0.8791438937187195,0.8944963216781616,0.8791438937187195,0.4146341383457184,1.0,0.375,0.9215959310531616,0.5862069129943848,1.0,23,0.9705882668495178,0.011830201372504234,1.0,0.9048038721084596,0.4146341383457184,0.7058823704719543,0.5862069129943848,0.918094515800476,0.9850746989250184,0.899649441242218
no_init_kenn_hybrid_adapter_bert_ms,2,2qj27g0n,0.824999988079071,0.7906976938247681,0.8648648858070374,0.011482254602015018,0.8277813196182251,0.9146195650100708,0.8935146927833557,0.9126472473144532,0.8831169009208679,0.9061017632484436,0.9213231801986694,0.09,0.011830201372504234,0.011653630994260313,0.9411764740943908,0.9061017632484436,1.0,0.970588207244873,0.864309549331665,0.9014084339141846,0.9020175933837892,0.9281257390975952,0.864309549331665,0.9146195650100708,0.011830202303826807,0.011830201372504234,1.0,0.970588207244873,0.899649441242218,1.0,1.0,0.8827610611915588,0.9020175933837892,0.8827610611915588,0.7906976938247681,1.0,0.375,0.9281257390975952,0.8831169009208679,1.0,22,0.9705882668495178,0.011830201372504234,1.0,0.9126472473144532,0.7906976938247681,0.8918918371200562,0.8831169009208679,0.9213231801986694,0.9850746989250184,0.899649441242218
no_init_kenn_top_down_adapter_bert_ms,2,kfjae509,0.7252747416496277,0.6296296119689941,0.8648648858070374,0.011482254602015018,0.7472472190856934,0.9146195650100708,0.844399094581604,0.9104213118553162,0.7727272510528564,0.905003309249878,0.92069411277771,0.22,0.011830201372504234,0.011653630994260313,0.9411764740943908,0.905003309249878,1.0,0.970588207244873,0.864309549331665,0.9014084339141846,0.8987962007522583,0.9268499612808228,0.864309549331665,0.9146195650100708,0.011830202303826807,0.011830201372504234,1.0,0.970588207244873,0.899649441242218,1.0,1.0,0.8812155723571777,0.8987962007522583,0.8812155723571777,0.6296296119689941,1.0,0.375,0.9268499612808228,0.7727272510528564,1.0,21,0.9705882668495178,0.011830201372504234,1.0,0.9104213118553162,0.6296296119689941,0.8301886916160583,0.7727272510528564,0.92069411277771,0.9850746989250184,0.899649441242218
no_init_kenn_bottom_up_adapter_bert_ms,2,b18ucem6,0.7764706015586853,0.7083333134651184,0.8648648858070374,0.011482254602015018,0.7865990996360779,0.9146195650100708,0.8689611554145813,0.911634087562561,0.8292683362960815,0.9056020975112916,0.9209802150726318,0.1,0.011830201372504234,0.011653630994260313,0.9411764740943908,0.9056020975112916,1.0,0.970588207244873,0.864309549331665,0.9014084339141846,0.9003702998161316,0.9274298548698424,0.864309549331665,0.9146195650100708,0.011830202303826807,0.011830201372504234,1.0,0.970588207244873,0.899649441242218,1.0,1.0,0.8819714784622192,0.9003702998161316,0.8819714784622192,0.7083333134651184,1.0,0.375,0.9274298548698424,0.8292683362960815,1.0,22,0.9705882668495178,0.011830201372504234,1.0,0.911634087562561,0.7083333134651184,0.8627450466156006,0.8292683362960815,0.9209802150726318,0.9850746989250184,0.899649441242218
no_init_kenn_hybrid_adapter_bert_ms,1,3bkfyxp9,0.8783783912658691,0.8918918967247009,0.8648648858070374,0.011308280751109123,0.8783783912658691,0.914503574371338,0.9154929518699646,0.9136434197425842,0.9295774698257446,0.9064812064170836,0.9213756918907166,0.31,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.9064812064170836,0.970588207244873,0.9558823108673096,0.8637213110923767,0.9014084339141846,0.9040414690971376,0.928351879119873,0.8637213110923767,0.914503574371338,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8994303345680237,0.9705882668495178,0.970588207244873,0.8834215402603149,0.9040414690971376,0.8834215402603149,0.8918918967247009,0.9705882668495178,0.375,0.928351879119873,0.9295774698257446,0.970588207244873,11,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.9136434197425842,0.8918918967247009,0.9154930114746094,0.9295774698257446,0.9213756918907166,0.9631792306900024,0.8994303345680237
no_init_kenn_top_down_adapter_bert_ms,1,3066vm42,0.8333333134651184,0.8048780560493469,0.8648648858070374,0.011308280751109123,0.8348714709281921,0.914503574371338,0.8912882208824158,0.9128307700157166,0.8800000548362732,0.9060810208320618,0.9211185574531556,0.49,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.9060810208320618,0.970588207244873,0.9558823108673096,0.8637213110923767,0.9014084339141846,0.9023011922836304,0.9278299808502196,0.8637213110923767,0.914503574371338,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8994303345680237,0.9705882668495178,0.970588207244873,0.8825898766517639,0.9023011922836304,0.8825898766517639,0.8048780560493469,0.9705882668495178,0.375,0.9278299808502196,0.8800000548362732,0.970588207244873,11,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.9128307700157166,0.8048780560493469,0.8904109597206116,0.8800000548362732,0.9211185574531556,0.9631792306900024,0.8994303345680237
no_init_kenn_bottom_up_adapter_bert_ms,1,3s2ak7az,0.8441558480262756,0.824999988079071,0.8648648858070374,0.011308280751109123,0.8449324369430542,0.914503574371338,0.8969895243644714,0.9130337834358216,0.8918918371200562,0.90618097782135,0.9211614727973938,0.23,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.90618097782135,0.970588207244873,0.9558823108673096,0.8637213110923767,0.9014084339141846,0.9027036428451538,0.9279170036315918,0.8637213110923767,0.914503574371338,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8994303345680237,0.9705882668495178,0.970588207244873,0.8827823400497437,0.9027036428451538,0.8827823400497437,0.824999988079071,0.9705882668495178,0.375,0.9279170036315918,0.8918918371200562,0.970588207244873,11,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.9130337834358216,0.824999988079071,0.8965517282485962,0.8918918371200562,0.9211614727973938,0.9631792306900024,0.8994303345680237
smart_init_kenn_hybrid_adapter_bert_ms,2,7bdcpmu3,0.8999999761581421,0.939393937587738,0.8648648858070374,0.010960334911942482,0.9021294116973876,0.9142716526985168,0.9141380190849304,0.9140120148658752,0.9253731369972228,0.9064398407936096,0.9212436676025392,0.97,0.011134307831525804,0.0110466368496418,0.9411764740943908,0.9064398407936096,0.911764681339264,0.9264705777168274,0.8625448346138,0.9014084339141846,0.9049915075302124,0.9283229112625122,0.8625448346138,0.9142716526985168,0.010786360129714012,0.010786360129714012,0.9117647409439088,0.9264705777168274,0.898992121219635,0.9411764740943908,0.911764681339264,0.8832585215568542,0.9049915075302124,0.8832585215568542,0.939393937587738,0.9117647409439088,0.375,0.9283229112625122,0.9253731369972228,0.911764681339264,5,0.9264705777168274,0.010786360129714012,0.9117647409439088,0.9140120148658752,0.939393937587738,0.9130434393882751,0.9253731369972228,0.9212436676025392,0.9337656497955322,0.898992121219635
smart_init_kenn_top_down_adapter_bert_ms,2,msmy0xba,0.8999999761581421,0.939393937587738,0.8648648858070374,0.010960334911942482,0.9021294116973876,0.9142716526985168,0.9141380190849304,0.9140120148658752,0.9253731369972228,0.9064398407936096,0.9212436676025392,0.97,0.011134307831525804,0.0110466368496418,0.9411764740943908,0.9064398407936096,0.911764681339264,0.9264705777168274,0.8625448346138,0.9014084339141846,0.9049915075302124,0.9283229112625122,0.8625448346138,0.9142716526985168,0.010786360129714012,0.010786360129714012,0.9117647409439088,0.9264705777168274,0.898992121219635,0.9411764740943908,0.911764681339264,0.8832585215568542,0.9049915075302124,0.8832585215568542,0.939393937587738,0.9117647409439088,0.375,0.9283229112625122,0.9253731369972228,0.911764681339264,5,0.9264705777168274,0.010786360129714012,0.9117647409439088,0.9140120148658752,0.939393937587738,0.9130434393882751,0.9253731369972228,0.9212436676025392,0.9337656497955322,0.898992121219635
smart_init_kenn_bottom_up_adapter_bert_ms,2,n6ne92i2,0.8999999761581421,0.939393937587738,0.8648648858070374,0.010960334911942482,0.9021294116973876,0.9142716526985168,0.9141380190849304,0.9140120148658752,0.9253731369972228,0.9064398407936096,0.9212436676025392,0.87,0.011134307831525804,0.0110466368496418,0.9411764740943908,0.9064398407936096,0.911764681339264,0.9264705777168274,0.8625448346138,0.9014084339141846,0.9049915075302124,0.9283229112625122,0.8625448346138,0.9142716526985168,0.010786360129714012,0.010786360129714012,0.9117647409439088,0.9264705777168274,0.898992121219635,0.9411764740943908,0.911764681339264,0.8832585215568542,0.9049915075302124,0.8832585215568542,0.939393937587738,0.9117647409439088,0.375,0.9283229112625122,0.9253731369972228,0.911764681339264,5,0.9264705777168274,0.010786360129714012,0.9117647409439088,0.9140120148658752,0.939393937587738,0.9130434393882751,0.9253731369972228,0.9212436676025392,0.9337656497955322,0.898992121219635
