name,instance,run_id,test_incremental/micro/precision,test_incremental_only/micro/precision,test_incremental_people/macro_types/precision,test_incremental/macro_example/recall,test_incremental/macro_types/precision,test/macro_example/recall,test_incremental/macro_types/f1,test_pretraining/micro/precision,test_incremental_only/macro_types/f1,test/micro/f1,test/macro_example/f1,threshold_incremental,test_incremental/macro_example/precision,test_incremental/macro_example/f1,test_incremental_people/macro_types/recall,test_pretraining/micro/f1,test_incremental_only/micro/recall,test_incremental/macro_types/recall,test_pretraining/macro_types/recall,test_incremental_people/macro_types/f1,test/macro_types/precision,test_pretraining/macro_example/precision,test/macro_types/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental_only/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental/micro/recall,test_pretraining/micro/recall,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_types/recall,test/macro_types/f1,test_pretraining/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,threshold_pretraining,test/macro_example/precision,test_incremental_people-ethnicity/macro_types/f1,test_incremental_people-ethnicity/macro_types/recall,epoch,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/recall,test/micro/precision,test_incremental_people-ethnicity/macro_types/precision,test_incremental/micro/f1,test_incremental_only/micro/f1,test_pretraining/macro_example/f1,test_incremental/macro_example_exclusive/f1,test/micro/recall
smart_init_kenn_hybrid_adapter_bert_ms,1,ucadure8,0.8648648858070374,0.8648648858070374,0.8648648858070374,0.011134307831525804,0.8648648858070374,0.9143876433372498,0.9014084339141846,0.9134208559989928,0.9014084339141846,0.906260311603546,0.9212312698364258,0.13,0.011134307831525804,0.011134307831525804,0.9411764740943908,0.906260311603546,0.9411764740943908,0.9411764740943908,0.8631330728530884,0.9014084339141846,0.9035009145736694,0.9281779527664183,0.8631330728530884,0.9143876433372498,0.011134307831525804,0.011134307831525804,0.9411764740943908,0.9411764740943908,0.8992112278938293,0.9411764740943908,0.9411764740943908,0.8828558325767517,0.9035009145736694,0.8828558325767517,0.8648648858070374,0.9411764740943908,0.375,0.9281779527664183,0.9014084339141846,0.9411764740943908,14,0.9411764740943908,0.011134307831525804,0.9411764740943908,0.9134208559989928,0.8648648858070374,0.9014084339141846,0.9014084339141846,0.9212312698364258,0.9411764740943908,0.8992112278938293
smart_init_kenn_top_down_adapter_bert_ms,1,iuxu8opv,0.9014084339141846,0.9411764740943908,0.8648648858070374,0.011134307831525804,0.903020679950714,0.9143876433372498,0.9217038154602052,0.9140312075614928,0.9411764740943908,0.9065606594085692,0.9213168025016784,0.5800000000000001,0.011134307831525804,0.011134307831525804,0.9411764740943908,0.9065606594085692,0.9411764740943908,0.9411764740943908,0.8631330728530884,0.9014084339141846,0.905027151107788,0.928351879119873,0.8631330728530884,0.9143876433372498,0.011134307831525804,0.011134307831525804,0.9411764740943908,0.9411764740943908,0.8992112278938293,0.9411764740943908,0.9411764740943908,0.8835837841033936,0.905027151107788,0.8835837841033936,0.9411764740943908,0.9411764740943908,0.375,0.928351879119873,0.9411764740943908,0.9411764740943908,13,0.9411764740943908,0.011134307831525804,0.9411764740943908,0.9140312075614928,0.9411764740943908,0.920863389968872,0.9411764740943908,0.9213168025016784,0.9411764740943908,0.8992112278938293
smart_init_kenn_bottom_up_adapter_bert_ms,1,x0zr1lu3,0.9014084339141846,0.9411764740943908,0.8648648858070374,0.011134307831525804,0.903020679950714,0.9143876433372498,0.9217038154602052,0.9140312075614928,0.9411764740943908,0.9065606594085692,0.9213168025016784,0.27,0.011134307831525804,0.011134307831525804,0.9411764740943908,0.9065606594085692,0.9411764740943908,0.9411764740943908,0.8631330728530884,0.9014084339141846,0.905027151107788,0.928351879119873,0.8631330728530884,0.9143876433372498,0.011134307831525804,0.011134307831525804,0.9411764740943908,0.9411764740943908,0.8992112278938293,0.9411764740943908,0.9411764740943908,0.8835837841033936,0.905027151107788,0.8835837841033936,0.9411764740943908,0.9411764740943908,0.375,0.928351879119873,0.9411764740943908,0.9411764740943908,13,0.9411764740943908,0.011134307831525804,0.9411764740943908,0.9140312075614928,0.9411764740943908,0.920863389968872,0.9411764740943908,0.9213168025016784,0.9411764740943908,0.8992112278938293
no_init_kenn_hybrid_adapter_bert_ms,0,1o8q35my,0.8552631735801697,0.8461538553237915,0.8648648858070374,0.011308280751109123,0.8555094003677368,0.914503574371338,0.9029149413108826,0.913236916065216,0.9041095972061156,0.906281054019928,0.9212900400161744,0.060000000000000005,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.906281054019928,0.970588207244873,0.9558823108673096,0.8637213110923767,0.9014084339141846,0.9031267166137696,0.9281779527664183,0.8637213110923767,0.914503574371338,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8994303345680237,0.9705882668495178,0.970588207244873,0.8829845786094666,0.9031267166137696,0.8829845786094666,0.8461538553237915,0.9705882668495178,0.375,0.9281779527664183,0.9041095972061156,0.970588207244873,23,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.913236916065216,0.8461538553237915,0.9027777910232544,0.9041095972061156,0.9212900400161744,0.9631792306900024,0.8994303345680237
no_init_kenn_top_down_adapter_bert_ms,0,27hyj866,0.8441558480262756,0.824999988079071,0.8648648858070374,0.011308280751109123,0.8449324369430542,0.914503574371338,0.8969895243644714,0.9130337834358216,0.8918918371200562,0.90618097782135,0.9212471842765808,0.26,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.90618097782135,0.970588207244873,0.9558823108673096,0.8637213110923767,0.9014084339141846,0.9027036428451538,0.9280909299850464,0.8637213110923767,0.914503574371338,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8994303345680237,0.9705882668495178,0.970588207244873,0.8827823400497437,0.9027036428451538,0.8827823400497437,0.824999988079071,0.9705882668495178,0.375,0.9280909299850464,0.8918918371200562,0.970588207244873,23,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.9130337834358216,0.824999988079071,0.8965517282485962,0.8918918371200562,0.9212471842765808,0.9631792306900024,0.8994303345680237
no_init_kenn_bottom_up_adapter_bert_ms,0,1foe9yzp,0.8461538553237915,0.8292682766914368,0.8648648858070374,0.011482254602015018,0.8470665812492371,0.9146195650100708,0.9046303033828736,0.9130531549453736,0.9066666960716248,0.906301736831665,0.9213917255401612,0.06999999999999999,0.011830201372504234,0.011653630994260313,0.9411764740943908,0.906301736831665,1.0,0.970588207244873,0.864309549331665,0.9014084339141846,0.9027889966964722,0.9282649159431458,0.864309549331665,0.9146195650100708,0.011830202303826807,0.011830201372504234,1.0,0.970588207244873,0.899649441242218,1.0,1.0,0.8831303715705872,0.9027889966964722,0.8831303715705872,0.8292682766914368,1.0,0.375,0.9282649159431458,0.9066666960716248,1.0,23,0.9705882668495178,0.011830201372504234,1.0,0.9130531549453736,0.8292682766914368,0.9041095972061156,0.9066666960716248,0.9213917255401612,0.9850746989250184,0.899649441242218
smart_init_kenn_hybrid_adapter_bert_ms,0,rirdzgtp,0.8227847814559937,0.7857142686843872,0.8648648858070374,0.011308280751109123,0.8252896070480347,0.914503574371338,0.8857985734939575,0.9126278162002563,0.8684210181236267,0.905980944633484,0.9212900400161744,0.060000000000000005,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.905980944633484,0.970588207244873,0.9558823108673096,0.8637213110923767,0.9014084339141846,0.9019179344177246,0.9281779527664183,0.8637213110923767,0.914503574371338,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8994303345680237,0.9705882668495178,0.970588207244873,0.88240647315979,0.9019179344177246,0.88240647315979,0.7857142686843872,0.9705882668495178,0.375,0.9281779527664183,0.8684210181236267,0.970588207244873,5,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.9126278162002563,0.7857142686843872,0.884353756904602,0.8684210181236267,0.9212900400161744,0.9631792306900024,0.8994303345680237
smart_init_kenn_top_down_adapter_bert_ms,0,xi9cv59q,0.8333333134651184,0.8048780560493469,0.8648648858070374,0.011308280751109123,0.8348714709281921,0.914503574371338,0.8912882208824158,0.9128307700157166,0.8800000548362732,0.9060810208320618,0.9212900400161744,0.3,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.9060810208320618,0.970588207244873,0.9558823108673096,0.8637213110923767,0.9014084339141846,0.9023011922836304,0.9281779527664183,0.8637213110923767,0.914503574371338,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8994303345680237,0.9705882668495178,0.970588207244873,0.8825898766517639,0.9023011922836304,0.8825898766517639,0.8048780560493469,0.9705882668495178,0.375,0.9281779527664183,0.8800000548362732,0.970588207244873,5,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.9128307700157166,0.8048780560493469,0.8904109597206116,0.8800000548362732,0.9212900400161744,0.9631792306900024,0.8994303345680237
smart_init_kenn_bottom_up_adapter_bert_ms,0,1w8ssmet,0.8333333134651184,0.8048780560493469,0.8648648858070374,0.011308280751109123,0.8348714709281921,0.914503574371338,0.8912882208824158,0.9128307700157166,0.8800000548362732,0.9060810208320618,0.9212900400161744,0.060000000000000005,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.9060810208320618,0.970588207244873,0.9558823108673096,0.8637213110923767,0.9014084339141846,0.9023011922836304,0.9281779527664183,0.8637213110923767,0.914503574371338,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8994303345680237,0.9705882668495178,0.970588207244873,0.8825898766517639,0.9023011922836304,0.8825898766517639,0.8048780560493469,0.9705882668495178,0.375,0.9281779527664183,0.8800000548362732,0.970588207244873,5,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.9128307700157166,0.8048780560493469,0.8904109597206116,0.8800000548362732,0.9212900400161744,0.9631792306900024,0.8994303345680237
smart_init_classifier_adapter_bert_ms,2,gmt00h1o,0.8999999761581421,0.939393937587738,0.8648648858070374,0.010960334911942482,0.9021294116973876,0.9142716526985168,0.9141380190849304,0.9140120148658752,0.9253731369972228,0.9064398407936096,0.9212436676025392,0.88,0.011134307831525804,0.0110466368496418,0.9411764740943908,0.9064398407936096,0.911764681339264,0.9264705777168274,0.8625448346138,0.9014084339141846,0.9049915075302124,0.9283229112625122,0.8625448346138,0.9142716526985168,0.010786360129714012,0.010786360129714012,0.9117647409439088,0.9264705777168274,0.898992121219635,0.9411764740943908,0.911764681339264,0.8832585215568542,0.9049915075302124,0.8832585215568542,0.939393937587738,0.9117647409439088,0.375,0.9283229112625122,0.9253731369972228,0.911764681339264,5,0.9264705777168274,0.010786360129714012,0.9117647409439088,0.9140120148658752,0.939393937587738,0.9130434393882751,0.9253731369972228,0.9212436676025392,0.9337656497955322,0.898992121219635
smart_init_classifier_adapter_bert_ms,1,v5u2dfmc,0.8888888955116272,0.9142857193946838,0.8648648858070374,0.011134307831525804,0.8895753026008606,0.9143876433372498,0.914648711681366,0.913827657699585,0.9275362491607666,0.9064605832099916,0.9213168025016784,0.42,0.011134307831525804,0.011134307831525804,0.9411764740943908,0.9064605832099916,0.9411764740943908,0.9411764740943908,0.8631330728530884,0.9014084339141846,0.9044893383979796,0.928351879119873,0.8631330728530884,0.9143876433372498,0.011134307831525804,0.011134307831525804,0.9411764740943908,0.9411764740943908,0.8992112278938293,0.9411764740943908,0.9411764740943908,0.8833273649215698,0.9044893383979796,0.8833273649215698,0.9142857193946838,0.9411764740943908,0.375,0.928351879119873,0.9275362491607666,0.9411764740943908,13,0.9411764740943908,0.011134307831525804,0.9411764740943908,0.913827657699585,0.9142857193946838,0.9142857193946838,0.9275362491607666,0.9213168025016784,0.9411764740943908,0.8992112278938293
smart_init_classifier_adapter_bert_ms,0,gxh6bgez,0.8333333134651184,0.8048780560493469,0.8648648858070374,0.011308280751109123,0.8348714709281921,0.914503574371338,0.8912882208824158,0.9128307700157166,0.8800000548362732,0.9060810208320618,0.9212900400161744,0.29000000000000004,0.011482255533337591,0.011394604109227656,0.9411764740943908,0.9060810208320618,0.970588207244873,0.9558823108673096,0.8637213110923767,0.9014084339141846,0.9023011922836304,0.9281779527664183,0.8637213110923767,0.914503574371338,0.011482254602015018,0.011482255533337591,0.9705882668495178,0.9558823704719543,0.8994303345680237,0.9705882668495178,0.970588207244873,0.8825898766517639,0.9023011922836304,0.8825898766517639,0.8048780560493469,0.9705882668495178,0.375,0.9281779527664183,0.8800000548362732,0.970588207244873,5,0.9558823704719543,0.011482255533337591,0.9705882668495178,0.9128307700157166,0.8048780560493469,0.8904109597206116,0.8800000548362732,0.9212900400161744,0.9631792306900024,0.8994303345680237
