name,instance,run_id,test/micro/f1,test/micro/precision,test_incremental_only/macro_example/f1,test_incremental/macro_example/precision,test/macro_example/precision,test_incremental_only/micro/f1,test_pretraining/macro_types/recall,test_incremental/macro_types/precision,test_pretraining/macro_example/precision,test_pretraining/micro/f1,test_pretraining/macro_example/recall,test_incremental_people-ethnicity/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental_people/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test/macro_types/recall,test_incremental/micro/recall,test_pretraining/micro/precision,test/micro/recall,test_pretraining/macro_types/f1,test_incremental_only/macro_types/f1,test/macro_types/precision,test_incremental/macro_example_exclusive/f1,epoch,test_pretraining/macro_example/f1,test_incremental/macro_types/recall,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/precision,threshold_incremental,test/macro_types/f1,test_incremental/micro/f1,test_incremental/macro_example/f1,test_pretraining/macro_types/precision,test_incremental/macro_example_exclusive/recall,test/macro_example/recall,test_incremental/macro_types/f1,test_incremental/macro_example/recall,test_incremental_only/micro/precision,test_incremental_only/macro_types/recall,test_incremental_people-ethnicity/macro_types/precision,test/macro_example/f1,test_incremental/micro/precision,test_incremental_only/macro_example/precision,test_incremental_people-ethnicity/macro_types/recall,threshold_pretraining,test_pretraining/micro/recall,test_incremental_only/micro/recall,test_incremental_people/macro_types/f1,test_incremental_only/macro_types/precision,test_incremental_people/macro_types/precision,test_incremental_only/macro_example_exclusive/recall
no_init_kenn_bottom_up_adapter_bert_ms,2,394tuhm1,0.903112292289734,0.906601905822754,0.011830202303826807,0.011830201372504234,0.9247448444366456,0.6355140209197998,0.864309549331665,0.6653091907501221,0.9247448444366456,0.903112292289734,0.9146195650100708,0.6355140209197998,1.0,0.9411764740943908,1.0,0.864309549331665,0.970588207244873,0.906601905822754,0.899649441242218,0.8796374201774597,0.6355140209197998,0.8955186605453491,0.9850746989250184,23,0.9196543097496032,0.970588207244873,0.011830201372504234,1.0,0.060000000000000005,0.8796374201774597,0.7415730357170105,0.011653630994260313,0.8955186605453491,0.9705882668495178,0.9146195650100708,0.7894642949104309,0.011482254602015018,0.465753436088562,1.0,0.465753436088562,0.9196543097496032,0.6000000238418579,0.011830201372504234,1.0,0.375,0.899649441242218,1.0,0.9014084339141846,0.465753436088562,0.8648648858070374,1.0
no_init_kenn_hybrid_adapter_bert_ms,1,20a5nw1m,0.9064605832099916,0.913827657699585,0.011134307831525804,0.011134307831525804,0.928351879119873,0.9275362491607666,0.8631330728530884,0.8895753026008606,0.928351879119873,0.9064605832099916,0.9143876433372498,0.9275362491607666,0.9411764740943908,0.9411764740943908,0.9411764740943908,0.8631330728530884,0.9411764740943908,0.913827657699585,0.8992112278938293,0.8833273649215698,0.9275362491607666,0.9044893383979796,0.9411764740943908,19,0.9213168025016784,0.9411764740943908,0.011134307831525804,0.9411764740943908,0.74,0.8833273649215698,0.9142857193946838,0.011134307831525804,0.9044893383979796,0.9411764740943908,0.9143876433372498,0.914648711681366,0.011134307831525804,0.9142857193946838,0.9411764740943908,0.9142857193946838,0.9213168025016784,0.8888888955116272,0.011134307831525804,0.9411764740943908,0.375,0.8992112278938293,0.9411764740943908,0.9014084339141846,0.9142857193946838,0.8648648858070374,0.9411764740943908
no_init_kenn_top_down_adapter_bert_ms,1,270uf7me,0.906281054019928,0.913236916065216,0.011482254602015018,0.011482255533337591,0.9280909299850464,0.9041095972061156,0.8637213110923767,0.8555094003677368,0.9280909299850464,0.906281054019928,0.914503574371338,0.9041095972061156,0.9705882668495178,0.9411764740943908,0.9705882668495178,0.8637213110923767,0.9558823704719543,0.913236916065216,0.8994303345680237,0.8829845786094666,0.9041095972061156,0.9031267166137696,0.9631792306900024,19,0.9212471842765808,0.9558823108673096,0.011482255533337591,0.9705882668495178,0.7100000000000001,0.8829845786094666,0.9027777910232544,0.011394604109227656,0.9031267166137696,0.9558823704719543,0.914503574371338,0.9029149413108826,0.011308280751109123,0.8461538553237915,0.970588207244873,0.8461538553237915,0.9212471842765808,0.8552631735801697,0.011482255533337591,0.970588207244873,0.375,0.8994303345680237,0.970588207244873,0.9014084339141846,0.8461538553237915,0.8648648858070374,0.9705882668495178
smart_init_kenn_hybrid_adapter_bert_ms,2,lwrutt6x,0.9064398407936096,0.9140120148658752,0.010786360129714012,0.011134307831525804,0.9283229112625122,0.9253731369972228,0.8625448346138,0.9021294116973876,0.9283229112625122,0.9064398407936096,0.9142716526985168,0.9253731369972228,0.9117647409439088,0.9411764740943908,0.9117647409439088,0.8625448346138,0.9264705777168274,0.9140120148658752,0.898992121219635,0.8832585215568542,0.9253731369972228,0.9049915075302124,0.9337656497955322,5,0.9212436676025392,0.9264705777168274,0.010786360129714012,0.9411764740943908,0.98,0.8832585215568542,0.9130434393882751,0.0110466368496418,0.9049915075302124,0.9264705777168274,0.9142716526985168,0.9141380190849304,0.010960334911942482,0.939393937587738,0.911764681339264,0.939393937587738,0.9212436676025392,0.8999999761581421,0.010786360129714012,0.911764681339264,0.375,0.898992121219635,0.911764681339264,0.9014084339141846,0.939393937587738,0.8648648858070374,0.9117647409439088
smart_init_kenn_top_down_adapter_bert_ms,2,egyiv1r0,0.9064398407936096,0.9140120148658752,0.010786360129714012,0.011134307831525804,0.9283229112625122,0.9253731369972228,0.8625448346138,0.9021294116973876,0.9283229112625122,0.9064398407936096,0.9142716526985168,0.9253731369972228,0.9117647409439088,0.9411764740943908,0.9117647409439088,0.8625448346138,0.9264705777168274,0.9140120148658752,0.898992121219635,0.8832585215568542,0.9253731369972228,0.9049915075302124,0.9337656497955322,5,0.9212436676025392,0.9264705777168274,0.010786360129714012,0.9411764740943908,0.98,0.8832585215568542,0.9130434393882751,0.0110466368496418,0.9049915075302124,0.9264705777168274,0.9142716526985168,0.9141380190849304,0.010960334911942482,0.939393937587738,0.911764681339264,0.939393937587738,0.9212436676025392,0.8999999761581421,0.010786360129714012,0.911764681339264,0.375,0.898992121219635,0.911764681339264,0.9014084339141846,0.939393937587738,0.8648648858070374,0.9117647409439088
no_init_kenn_bottom_up_adapter_bert_ms,1,2qjedt4l,0.90618097782135,0.9130337834358216,0.011482254602015018,0.011482255533337591,0.9279170036315918,0.8918918371200562,0.8637213110923767,0.8449324369430542,0.9279170036315918,0.90618097782135,0.914503574371338,0.8918918371200562,0.9705882668495178,0.9411764740943908,0.9705882668495178,0.8637213110923767,0.9558823704719543,0.9130337834358216,0.8994303345680237,0.8827823400497437,0.8918918371200562,0.9027036428451538,0.9631792306900024,19,0.9211614727973938,0.9558823108673096,0.011482255533337591,0.9705882668495178,0.38,0.8827823400497437,0.8965517282485962,0.011394604109227656,0.9027036428451538,0.9558823704719543,0.914503574371338,0.8969895243644714,0.011308280751109123,0.824999988079071,0.970588207244873,0.824999988079071,0.9211614727973938,0.8441558480262756,0.011482255533337591,0.970588207244873,0.375,0.8994303345680237,0.970588207244873,0.9014084339141846,0.824999988079071,0.8648648858070374,0.9705882668495178
smart_init_kenn_bottom_up_adapter_bert_ms,2,t25d099c,0.9064398407936096,0.9140120148658752,0.010786360129714012,0.011134307831525804,0.9283229112625122,0.9253731369972228,0.8625448346138,0.9021294116973876,0.9283229112625122,0.9064398407936096,0.9142716526985168,0.9253731369972228,0.9117647409439088,0.9411764740943908,0.9117647409439088,0.8625448346138,0.9264705777168274,0.9140120148658752,0.898992121219635,0.8832585215568542,0.9253731369972228,0.9049915075302124,0.9337656497955322,5,0.9212436676025392,0.9264705777168274,0.010786360129714012,0.9411764740943908,0.91,0.8832585215568542,0.9130434393882751,0.0110466368496418,0.9049915075302124,0.9264705777168274,0.9142716526985168,0.9141380190849304,0.010960334911942482,0.939393937587738,0.911764681339264,0.939393937587738,0.9212436676025392,0.8999999761581421,0.010786360129714012,0.911764681339264,0.375,0.898992121219635,0.911764681339264,0.9014084339141846,0.939393937587738,0.8648648858070374,0.9117647409439088
smart_init_kenn_hybrid_adapter_bert_ms,1,du81t8ua,0.9064398407936096,0.9140120148658752,0.010786360129714012,0.011134307831525804,0.9283229112625122,0.9253731369972228,0.8625448346138,0.9021294116973876,0.9283229112625122,0.9064398407936096,0.9142716526985168,0.9253731369972228,0.9117647409439088,0.9411764740943908,0.9117647409439088,0.8625448346138,0.9264705777168274,0.9140120148658752,0.898992121219635,0.8832585215568542,0.9253731369972228,0.9049915075302124,0.9337656497955322,5,0.9212436676025392,0.9264705777168274,0.010786360129714012,0.9411764740943908,0.96,0.8832585215568542,0.9130434393882751,0.0110466368496418,0.9049915075302124,0.9264705777168274,0.9142716526985168,0.9141380190849304,0.010960334911942482,0.939393937587738,0.911764681339264,0.939393937587738,0.9212436676025392,0.8999999761581421,0.010786360129714012,0.911764681339264,0.375,0.898992121219635,0.911764681339264,0.9014084339141846,0.939393937587738,0.8648648858070374,0.9117647409439088
smart_init_kenn_top_down_adapter_bert_ms,1,lyz7i3x9,0.9064398407936096,0.9140120148658752,0.010786360129714012,0.011134307831525804,0.9283229112625122,0.9253731369972228,0.8625448346138,0.9021294116973876,0.9283229112625122,0.9064398407936096,0.9142716526985168,0.9253731369972228,0.9117647409439088,0.9411764740943908,0.9117647409439088,0.8625448346138,0.9264705777168274,0.9140120148658752,0.898992121219635,0.8832585215568542,0.9253731369972228,0.9049915075302124,0.9337656497955322,5,0.9212436676025392,0.9264705777168274,0.010786360129714012,0.9411764740943908,0.96,0.8832585215568542,0.9130434393882751,0.0110466368496418,0.9049915075302124,0.9264705777168274,0.9142716526985168,0.9141380190849304,0.010960334911942482,0.939393937587738,0.911764681339264,0.939393937587738,0.9212436676025392,0.8999999761581421,0.010786360129714012,0.911764681339264,0.375,0.898992121219635,0.911764681339264,0.9014084339141846,0.939393937587738,0.8648648858070374,0.9117647409439088
smart_init_kenn_bottom_up_adapter_bert_ms,1,0l4d056w,0.9064398407936096,0.9140120148658752,0.010786360129714012,0.011134307831525804,0.9283229112625122,0.9253731369972228,0.8625448346138,0.9021294116973876,0.9283229112625122,0.9064398407936096,0.9142716526985168,0.9253731369972228,0.9117647409439088,0.9411764740943908,0.9117647409439088,0.8625448346138,0.9264705777168274,0.9140120148658752,0.898992121219635,0.8832585215568542,0.9253731369972228,0.9049915075302124,0.9337656497955322,5,0.9212436676025392,0.9264705777168274,0.010786360129714012,0.9411764740943908,0.8,0.8832585215568542,0.9130434393882751,0.0110466368496418,0.9049915075302124,0.9264705777168274,0.9142716526985168,0.9141380190849304,0.010960334911942482,0.939393937587738,0.911764681339264,0.939393937587738,0.9212436676025392,0.8999999761581421,0.010786360129714012,0.911764681339264,0.375,0.898992121219635,0.911764681339264,0.9014084339141846,0.939393937587738,0.8648648858070374,0.9117647409439088
no_init_kenn_hybrid_adapter_bert_ms,0,3f9taa5s,0.905181884765625,0.911007523536682,0.011482254602015018,0.011482255533337591,0.9275110363960266,0.7857142686843872,0.8637213110923767,0.7624324560165405,0.9275110363960266,0.905181884765625,0.914503574371338,0.7857142686843872,0.9705882668495178,0.9411764740943908,0.9705882668495178,0.8637213110923767,0.9558823704719543,0.911007523536682,0.8994303345680237,0.8812013864517212,0.7857142686843872,0.8994036316871643,0.9631792306900024,26,0.9209614396095276,0.9558823108673096,0.011482255533337591,0.9705882668495178,0.060000000000000005,0.8812013864517212,0.8387097120285034,0.011394604109227656,0.8994036316871643,0.9558823704719543,0.914503574371338,0.8482679724693298,0.011308280751109123,0.6600000262260437,0.970588207244873,0.6600000262260437,0.9209614396095276,0.7471264600753784,0.011482255533337591,0.970588207244873,0.375,0.8994303345680237,0.970588207244873,0.9014084339141846,0.6600000262260437,0.8648648858070374,0.9705882668495178
smart_init_kenn_hybrid_adapter_bert_ms,0,wccz4b1t,0.9057811498641968,0.9122222065925598,0.011482254602015018,0.011482255533337591,0.9280039668083192,0.8461538553237915,0.8637213110923767,0.8074324131011963,0.9280039668083192,0.9057811498641968,0.914503574371338,0.8461538553237915,0.9705882668495178,0.9411764740943908,0.9705882668495178,0.8637213110923767,0.9558823704719543,0.9122222065925598,0.8994303345680237,0.8820644617080688,0.8461538553237915,0.9012036323547364,0.9631792306900024,5,0.9212043285369872,0.9558823108673096,0.011482255533337591,0.9705882668495178,0.04,0.8820644617080688,0.8724832534790039,0.011394604109227656,0.9012036323547364,0.9558823704719543,0.914503574371338,0.8754085302352905,0.011308280751109123,0.75,0.970588207244873,0.75,0.9212043285369872,0.8024691343307495,0.011482255533337591,0.970588207244873,0.375,0.8994303345680237,0.970588207244873,0.9014084339141846,0.75,0.8648648858070374,0.9705882668495178
no_init_kenn_top_down_adapter_bert_ms,0,y2xuggic,0.90558123588562,0.911816954612732,0.011482254602015018,0.011482255533337591,0.9277429580688475,0.8250000476837158,0.8637213110923767,0.7911280989646912,0.9277429580688475,0.90558123588562,0.914503574371338,0.8250000476837158,0.9705882668495178,0.9411764740943908,0.9705882668495178,0.8637213110923767,0.9558823704719543,0.911816954612732,0.8994303345680237,0.8817520141601562,0.8250000476837158,0.900551438331604,0.9631792306900024,27,0.921075701713562,0.9558823108673096,0.011482255533337591,0.9705882668495178,0.29000000000000004,0.8817520141601562,0.8609272241592407,0.011394604109227656,0.900551438331604,0.9558823704719543,0.914503574371338,0.8657364845275879,0.011308280751109123,0.717391312122345,0.970588207244873,0.717391312122345,0.921075701713562,0.7831325531005859,0.011482255533337591,0.970588207244873,0.375,0.8994303345680237,0.970588207244873,0.9014084339141846,0.717391312122345,0.8648648858070374,0.9705882668495178
smart_init_kenn_top_down_adapter_bert_ms,0,l1ej05rm,0.9057811498641968,0.9122222065925598,0.011482254602015018,0.011482255533337591,0.9280039668083192,0.8461538553237915,0.8637213110923767,0.8074324131011963,0.9280039668083192,0.9057811498641968,0.914503574371338,0.8461538553237915,0.9705882668495178,0.9411764740943908,0.9705882668495178,0.8637213110923767,0.9558823704719543,0.9122222065925598,0.8994303345680237,0.8820644617080688,0.8461538553237915,0.9012036323547364,0.9631792306900024,5,0.9212043285369872,0.9558823108673096,0.011482255533337591,0.9705882668495178,0.24,0.8820644617080688,0.8724832534790039,0.011394604109227656,0.9012036323547364,0.9558823704719543,0.914503574371338,0.8754085302352905,0.011308280751109123,0.75,0.970588207244873,0.75,0.9212043285369872,0.8024691343307495,0.011482255533337591,0.970588207244873,0.375,0.8994303345680237,0.970588207244873,0.9014084339141846,0.75,0.8648648858070374,0.9705882668495178
smart_init_kenn_bottom_up_adapter_bert_ms,0,rvs35yf5,0.9057811498641968,0.9122222065925598,0.011482254602015018,0.011482255533337591,0.9280039668083192,0.8461538553237915,0.8637213110923767,0.8074324131011963,0.9280039668083192,0.9057811498641968,0.914503574371338,0.8461538553237915,0.9705882668495178,0.9411764740943908,0.9705882668495178,0.8637213110923767,0.9558823704719543,0.9122222065925598,0.8994303345680237,0.8820644617080688,0.8461538553237915,0.9012036323547364,0.9631792306900024,5,0.9212043285369872,0.9558823108673096,0.011482255533337591,0.9705882668495178,0.04,0.8820644617080688,0.8724832534790039,0.011394604109227656,0.9012036323547364,0.9558823704719543,0.914503574371338,0.8754085302352905,0.011308280751109123,0.75,0.970588207244873,0.75,0.9212043285369872,0.8024691343307495,0.011482255533337591,0.970588207244873,0.375,0.8994303345680237,0.970588207244873,0.9014084339141846,0.75,0.8648648858070374,0.9705882668495178
no_init_kenn_bottom_up_adapter_bert_ms,0,xqn4nmb7,0.9061017632484436,0.9126472473144532,0.011830202303826807,0.011830201372504234,0.9280909299850464,0.8831169009208679,0.864309549331665,0.8277813196182251,0.9280909299850464,0.9061017632484436,0.9146195650100708,0.8831169009208679,1.0,0.9411764740943908,1.0,0.864309549331665,0.970588207244873,0.9126472473144532,0.899649441242218,0.8827610611915588,0.8831169009208679,0.9020175933837892,0.9850746989250184,28,0.921306014060974,0.970588207244873,0.011830201372504234,1.0,0.06999999999999999,0.8827610611915588,0.8918918371200562,0.011653630994260313,0.9020175933837892,0.9705882668495178,0.9146195650100708,0.8935146927833557,0.011482254602015018,0.7906976938247681,1.0,0.7906976938247681,0.921306014060974,0.824999988079071,0.011830201372504234,1.0,0.375,0.899649441242218,1.0,0.9014084339141846,0.7906976938247681,0.8648648858070374,1.0
smart_init_classifier_adapter_bert_ms,2,r09yl431,0.9064398407936096,0.9140120148658752,0.010786360129714012,0.011134307831525804,0.9283229112625122,0.9253731369972228,0.8625448346138,0.9021294116973876,0.9283229112625122,0.9064398407936096,0.9142716526985168,0.9253731369972228,0.9117647409439088,0.9411764740943908,0.9117647409439088,0.8625448346138,0.9264705777168274,0.9140120148658752,0.898992121219635,0.8832585215568542,0.9253731369972228,0.9049915075302124,0.9337656497955322,5,0.9212436676025392,0.9264705777168274,0.010786360129714012,0.9411764740943908,0.91,0.8832585215568542,0.9130434393882751,0.0110466368496418,0.9049915075302124,0.9264705777168274,0.9142716526985168,0.9141380190849304,0.010960334911942482,0.939393937587738,0.911764681339264,0.939393937587738,0.9212436676025392,0.8999999761581421,0.010786360129714012,0.911764681339264,0.375,0.898992121219635,0.911764681339264,0.9014084339141846,0.939393937587738,0.8648648858070374,0.9117647409439088
smart_init_classifier_adapter_bert_ms,1,phbrzaif,0.9064398407936096,0.9140120148658752,0.010786360129714012,0.011134307831525804,0.9283229112625122,0.9253731369972228,0.8625448346138,0.9021294116973876,0.9283229112625122,0.9064398407936096,0.9142716526985168,0.9253731369972228,0.9117647409439088,0.9411764740943908,0.9117647409439088,0.8625448346138,0.9264705777168274,0.9140120148658752,0.898992121219635,0.8832585215568542,0.9253731369972228,0.9049915075302124,0.9337656497955322,5,0.9212436676025392,0.9264705777168274,0.010786360129714012,0.9411764740943908,0.8300000000000001,0.8832585215568542,0.9130434393882751,0.0110466368496418,0.9049915075302124,0.9264705777168274,0.9142716526985168,0.9141380190849304,0.010960334911942482,0.939393937587738,0.911764681339264,0.939393937587738,0.9212436676025392,0.8999999761581421,0.010786360129714012,0.911764681339264,0.375,0.898992121219635,0.911764681339264,0.9014084339141846,0.939393937587738,0.8648648858070374,0.9117647409439088
smart_init_classifier_adapter_bert_ms,0,df6mw9rn,0.9057811498641968,0.9122222065925598,0.011482254602015018,0.011482255533337591,0.9280039668083192,0.8461538553237915,0.8637213110923767,0.8074324131011963,0.9280039668083192,0.9057811498641968,0.914503574371338,0.8461538553237915,0.9705882668495178,0.9411764740943908,0.9705882668495178,0.8637213110923767,0.9558823704719543,0.9122222065925598,0.8994303345680237,0.8820644617080688,0.8461538553237915,0.9012036323547364,0.9631792306900024,5,0.9212043285369872,0.9558823108673096,0.011482255533337591,0.9705882668495178,0.23,0.8820644617080688,0.8724832534790039,0.011394604109227656,0.9012036323547364,0.9558823704719543,0.914503574371338,0.8754085302352905,0.011308280751109123,0.75,0.970588207244873,0.75,0.9212043285369872,0.8024691343307495,0.011482255533337591,0.970588207244873,0.375,0.8994303345680237,0.970588207244873,0.9014084339141846,0.75,0.8648648858070374,0.9705882668495178
