name,instance,run_id,test/macro_types/precision,test_pretraining/macro_example/f1,test_pretraining/macro_types/precision,test_incremental_people/macro_types/recall,test_incremental/macro_example_exclusive/f1,test_incremental_people-ethnicity/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test/macro_example/recall,test/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example/f1,test_incremental_only/macro_example_exclusive/recall,test_incremental/macro_types/f1,test_incremental/micro/recall,test/micro/f1,test_incremental_only/micro/recall,test_incremental/macro_types/recall,test_pretraining/macro_example/recall,test/macro_types/f1,test/micro/precision,test_pretraining/micro/f1,test_incremental_only/macro_types/recall,test_incremental_only/macro_example/precision,test_pretraining/macro_types/f1,test_incremental_people-ethnicity/macro_types/precision,test_pretraining/micro/recall,test_incremental_only/micro/f1,test_pretraining/macro_example/precision,test_incremental/micro/precision,test_incremental/macro_example/recall,epoch,test/macro_types/recall,test_incremental_only/micro/precision,test_incremental_only/macro_example/recall,test_incremental_only/macro_types/precision,test_incremental_people/macro_types/precision,test/macro_example/f1,threshold_incremental,threshold_pretraining,test_incremental/micro/f1,test_incremental_people-ethnicity/macro_types/f1,test/micro/recall,test_pretraining/micro/precision,test_pretraining/macro_types/recall,test_incremental/macro_types/precision,test_incremental/macro_example/precision,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/f1,test_incremental_people/macro_types/f1,test_incremental/macro_example_exclusive/precision
no_init_kenn_bottom_up_adapter_bert_ms,2,twupqjza,0.9049915075302124,0.921228528022766,0.9049915075302124,0.9411764740943908,0.9337656497955322,0.911764681339264,0.9117647409439088,0.9142136573791504,0.928351879119873,0.9264705777168274,0.9117647409439088,0.0110466368496418,0.9117647409439088,0.9141380190849304,0.9264705777168274,0.9064398407936096,0.911764681339264,0.9264705777168274,0.9142136573791504,0.8832585215568542,0.9140120148658752,0.9064398407936096,0.911764681339264,0.010786360129714012,0.8832585215568542,0.939393937587738,0.898992121219635,0.9253731369972228,0.928351879119873,0.8999999761581421,0.010960334911942482,39,0.8625448346138,0.939393937587738,0.010786360129714012,0.939393937587738,0.8648648858070374,0.921228528022766,0.11,0.375,0.9130434393882751,0.9253731369972228,0.898992121219635,0.9140120148658752,0.8625448346138,0.9021294116973876,0.011134307831525804,0.9253731369972228,0.010786360129714012,0.9014084339141846,0.9411764740943908
smart_init_kenn_hybrid_adapter_bert_ms,2,64ts8trw,0.9048702716827391,0.9210081696510316,0.9048702716827391,0.9411764740943908,0.9108158946037292,0.8235294222831726,0.8235294222831726,0.91380774974823,0.9283229112625122,0.8823529481887817,0.8235294222831726,0.01077513676136732,0.8235294222831726,0.890647292137146,0.8823529481887817,0.9060773253440856,0.8235294222831726,0.8823529481887817,0.91380774974823,0.8822747468948364,0.913954496383667,0.9060773253440856,0.8235294222831726,0.00974251888692379,0.8822747468948364,0.9333333373069764,0.898334801197052,0.875,0.9283229112625122,0.89552241563797,0.010438413359224796,5,0.8607801198959351,0.9333333373069764,0.00974251888692379,0.9333333373069764,0.8648648858070374,0.9210081696510316,0.99,0.375,0.8888888955116272,0.875,0.898334801197052,0.913954496383667,0.8607801198959351,0.8990991115570068,0.011134307831525804,0.875,0.00974251888692379,0.9014084339141846,0.9411764740943908
smart_init_kenn_top_down_adapter_bert_ms,2,e6jj4q9a,0.9048702716827391,0.9210081696510316,0.9048702716827391,0.9411764740943908,0.9108158946037292,0.8235294222831726,0.8235294222831726,0.91380774974823,0.9283229112625122,0.8823529481887817,0.8235294222831726,0.01077513676136732,0.8235294222831726,0.890647292137146,0.8823529481887817,0.9060773253440856,0.8235294222831726,0.8823529481887817,0.91380774974823,0.8822747468948364,0.913954496383667,0.9060773253440856,0.8235294222831726,0.00974251888692379,0.8822747468948364,0.9333333373069764,0.898334801197052,0.875,0.9283229112625122,0.89552241563797,0.010438413359224796,5,0.8607801198959351,0.9333333373069764,0.00974251888692379,0.9333333373069764,0.8648648858070374,0.9210081696510316,0.99,0.375,0.8888888955116272,0.875,0.898334801197052,0.913954496383667,0.8607801198959351,0.8990991115570068,0.011134307831525804,0.875,0.00974251888692379,0.9014084339141846,0.9411764740943908
no_init_kenn_hybrid_adapter_bert_ms,1,316ruyn6,0.9046036005020142,0.920875072479248,0.9046036005020142,0.9411764740943908,0.8699951171875,0.6764705777168274,0.6764705777168274,0.9135177135467528,0.928351879119873,0.8088235855102539,0.6764705777168274,0.010292217135429382,0.6764705777168274,0.8485734462738037,0.8088235259056091,0.9054725766181946,0.6764705777168274,0.8088235259056091,0.9135177135467528,0.8806008100509644,0.9138585329055786,0.9054725766181946,0.6764705777168274,0.008002784103155136,0.8806008100509644,0.9200000166893004,0.8972392678260803,0.7796610593795776,0.928351879119873,0.8870967626571655,0.00956854596734047,35,0.8578389286994934,0.9200000166893004,0.008002784103155136,0.9200000166893004,0.8648648858070374,0.920875072479248,0.78,0.375,0.8461538553237915,0.7796610593795776,0.8972392678260803,0.9138585329055786,0.8578389286994934,0.892432451248169,0.011134307831525804,0.7796610593795776,0.008002784103155136,0.9014084339141846,0.9411764740943908
smart_init_kenn_bottom_up_adapter_bert_ms,2,dnre7rr8,0.9048243165016174,0.9209638833999634,0.9048243165016174,0.9411764740943908,0.902917206287384,0.7941176295280457,0.7941176891326904,0.913720726966858,0.9283229112625122,0.8676470518112183,0.7941176891326904,0.010681693442165852,0.7941176891326904,0.8825383186340332,0.8676470518112183,0.9059564471244812,0.7941176295280457,0.8676470518112183,0.913720726966858,0.8819437623023987,0.913935363292694,0.9059564471244812,0.7941176295280457,0.009394572116434574,0.8819437623023987,0.931034505367279,0.8981156945228577,0.8571428656578064,0.9283229112625122,0.8939393758773804,0.0102644395083189,5,0.8601918816566467,0.931034505367279,0.009394572116434574,0.931034505367279,0.8648648858070374,0.9209638833999634,0.95,0.375,0.8805969953536987,0.8571428656578064,0.8981156945228577,0.913935363292694,0.8601918816566467,0.8979496955871582,0.011134307831525804,0.8571428656578064,0.009394572116434574,0.9014084339141846,0.9411764740943908
no_init_kenn_top_down_adapter_bert_ms,1,29noaohp,0.9033464789390564,0.9208911657333374,0.9033464789390564,0.9411764740943908,0.8910319209098816,0.7058823704719543,0.7058823704719543,0.9136337041854858,0.9282649159431458,0.8235294818878174,0.7058823704719543,0.01054108701646328,0.7058823704719543,0.8418498039245605,0.8235294222831726,0.9053934812545776,0.7058823704719543,0.8235294222831726,0.9136337041854858,0.8803141713142395,0.9134700894355774,0.9053934812545776,0.7058823704719543,0.008350730873644352,0.8803141713142395,0.8571428656578064,0.8974583745002747,0.7741935849189758,0.9282649159431458,0.8615384697914124,0.00974251888692379,35,0.8584271669387817,0.8571428656578064,0.008350730873644352,0.8571428656578064,0.8648648858070374,0.9208911657333374,0.73,0.375,0.8421052694320679,0.7741935849189758,0.8974583745002747,0.9134700894355774,0.8584271669387817,0.8610038757324219,0.011482255533337591,0.7741935849189758,0.008350730873644352,0.9014084339141846,0.9705882668495178
no_init_kenn_bottom_up_adapter_bert_ms,1,swj4wubi,0.9029778242111206,0.9210090041160583,0.9029778242111206,0.9411764740943908,0.9079696536064148,0.7647058963775635,0.7647058963775635,0.9138656854629515,0.9282649159431458,0.8529411554336548,0.7647058963775635,0.010741464793682098,0.7647058963775635,0.8523638248443604,0.8529411554336548,0.9055352807044984,0.7647058963775635,0.8529411554336548,0.9138656854629515,0.8807570338249207,0.9133051037788392,0.9055352807044984,0.7647058963775635,0.009046625345945358,0.8807570338249207,0.8387096524238586,0.8978965878486633,0.8000000715255737,0.9282649159431458,0.8529411554336548,0.01009046658873558,35,0.8596036434173584,0.8387096524238586,0.009046625345945358,0.8387096524238586,0.8648648858070374,0.9210090041160583,0.44,0.375,0.8529411554336548,0.8000000715255737,0.8978965878486633,0.9133051037788392,0.8596036434173584,0.851787269115448,0.011482255533337591,0.8000000715255737,0.009046625345945358,0.9014084339141846,0.9705882668495178
smart_init_kenn_hybrid_adapter_bert_ms,1,58gnwdyw,0.9049133062362672,0.9210965037345886,0.9049133062362672,0.9411764740943908,0.9185882210731506,0.8529411554336548,0.8529411554336548,0.9139816761016846,0.9283229112625122,0.8970588445663452,0.8529411554336548,0.010867084376513958,0.8529411554336548,0.8986138701438904,0.8970588445663452,0.9061981439590454,0.8529411554336548,0.8970588445663452,0.9139816761016846,0.8826041221618652,0.9139736890792848,0.9061981439590454,0.8529411554336548,0.01009046658873558,0.8826041221618652,0.9354838728904724,0.8985539078712463,0.8923077583312988,0.9283229112625122,0.8970588445663452,0.010612387210130692,5,0.8613683581352234,0.9354838728904724,0.01009046658873558,0.9354838728904724,0.8648648858070374,0.9210965037345886,0.99,0.375,0.8970588445663452,0.8923077583312988,0.8985539078712463,0.9139736890792848,0.8613683581352234,0.9001743793487549,0.011134307831525804,0.8923077583312988,0.01009046658873558,0.9014084339141846,0.9411764740943908
smart_init_kenn_top_down_adapter_bert_ms,1,5qtbkr8a,0.9049133062362672,0.9210965037345886,0.9049133062362672,0.9411764740943908,0.9185882210731506,0.8529411554336548,0.8529411554336548,0.9139816761016846,0.9283229112625122,0.8970588445663452,0.8529411554336548,0.010867084376513958,0.8529411554336548,0.8986138701438904,0.8970588445663452,0.9061981439590454,0.8529411554336548,0.8970588445663452,0.9139816761016846,0.8826041221618652,0.9139736890792848,0.9061981439590454,0.8529411554336548,0.01009046658873558,0.8826041221618652,0.9354838728904724,0.8985539078712463,0.8923077583312988,0.9283229112625122,0.8970588445663452,0.010612387210130692,5,0.8613683581352234,0.9354838728904724,0.01009046658873558,0.9354838728904724,0.8648648858070374,0.9210965037345886,0.99,0.375,0.8970588445663452,0.8923077583312988,0.8985539078712463,0.9139736890792848,0.8613683581352234,0.9001743793487549,0.011134307831525804,0.8923077583312988,0.01009046658873558,0.9014084339141846,0.9411764740943908
smart_init_kenn_bottom_up_adapter_bert_ms,1,ppiflziw,0.9053340554237366,0.9205808639526368,0.9053340554237366,0.9411764740943908,0.8614158034324646,0.6470588445663452,0.6470588445663452,0.9129668474197388,0.9283229112625122,0.7941176891326904,0.6470588445663452,0.010190721601247787,0.6470588445663452,0.848419725894928,0.7941176295280457,0.9054517149925232,0.6470588445663452,0.7941176891326904,0.9129668474197388,0.8806365728378296,0.9140433073043824,0.9054517149925232,0.6470588445663452,0.007654836401343346,0.8806365728378296,0.95652174949646,0.897020161151886,0.7719298601150513,0.9283229112625122,0.8999999761581421,0.009394571185112,5,0.8572506904602051,0.95652174949646,0.007654836401343346,0.95652174949646,0.8648648858070374,0.9205808639526368,0.99,0.375,0.84375,0.7719298601150513,0.897020161151886,0.9140433073043824,0.8572506904602051,0.9106932878494264,0.011134307831525804,0.7719298601150513,0.007654836401343346,0.9014084339141846,0.9411764740943908
smart_init_kenn_hybrid_adapter_bert_ms,0,8th94tc8,0.9049133062362672,0.9210965037345886,0.9049133062362672,0.9411764740943908,0.9185882210731506,0.8529411554336548,0.8529411554336548,0.9139816761016846,0.9283229112625122,0.8970588445663452,0.8529411554336548,0.010867084376513958,0.8529411554336548,0.8986138701438904,0.8970588445663452,0.9061981439590454,0.8529411554336548,0.8970588445663452,0.9139816761016846,0.8826041221618652,0.9139736890792848,0.9061981439590454,0.8529411554336548,0.01009046658873558,0.8826041221618652,0.9354838728904724,0.8985539078712463,0.8923077583312988,0.9283229112625122,0.8970588445663452,0.010612387210130692,5,0.8613683581352234,0.9354838728904724,0.01009046658873558,0.9354838728904724,0.8648648858070374,0.9210965037345886,0.99,0.375,0.8970588445663452,0.8923077583312988,0.8985539078712463,0.9139736890792848,0.8613683581352234,0.9001743793487549,0.011134307831525804,0.8923077583312988,0.01009046658873558,0.9014084339141846,0.9411764740943908
smart_init_kenn_top_down_adapter_bert_ms,0,axfdgjk9,0.9049133062362672,0.9210965037345886,0.9049133062362672,0.9411764740943908,0.9185882210731506,0.8529411554336548,0.8529411554336548,0.9139816761016846,0.9283229112625122,0.8970588445663452,0.8529411554336548,0.010867084376513958,0.8529411554336548,0.8986138701438904,0.8970588445663452,0.9061981439590454,0.8529411554336548,0.8970588445663452,0.9139816761016846,0.8826041221618652,0.9139736890792848,0.9061981439590454,0.8529411554336548,0.01009046658873558,0.8826041221618652,0.9354838728904724,0.8985539078712463,0.8923077583312988,0.9283229112625122,0.8970588445663452,0.010612387210130692,5,0.8613683581352234,0.9354838728904724,0.01009046658873558,0.9354838728904724,0.8648648858070374,0.9210965037345886,0.99,0.375,0.8970588445663452,0.8923077583312988,0.8985539078712463,0.9139736890792848,0.8613683581352234,0.9001743793487549,0.011134307831525804,0.8923077583312988,0.01009046658873558,0.9014084339141846,0.9411764740943908
smart_init_kenn_bottom_up_adapter_bert_ms,0,ajv2e2dy,0.9049133062362672,0.9210965037345886,0.9049133062362672,0.9411764740943908,0.9185882210731506,0.8529411554336548,0.8529411554336548,0.9139816761016846,0.9283229112625122,0.8970588445663452,0.8529411554336548,0.010867084376513958,0.8529411554336548,0.8986138701438904,0.8970588445663452,0.9061981439590454,0.8529411554336548,0.8970588445663452,0.9139816761016846,0.8826041221618652,0.9139736890792848,0.9061981439590454,0.8529411554336548,0.01009046658873558,0.8826041221618652,0.9354838728904724,0.8985539078712463,0.8923077583312988,0.9283229112625122,0.8970588445663452,0.010612387210130692,5,0.8613683581352234,0.9354838728904724,0.01009046658873558,0.9354838728904724,0.8648648858070374,0.9210965037345886,0.93,0.375,0.8970588445663452,0.8923077583312988,0.8985539078712463,0.9139736890792848,0.8613683581352234,0.9001743793487549,0.011134307831525804,0.8923077583312988,0.01009046658873558,0.9014084339141846,0.9411764740943908
no_init_kenn_hybrid_adapter_bert_ms,0,3ttidy3n,0.9042036533355712,0.920020341873169,0.9042036533355712,0.9411764740943908,0.735014021396637,0.2647058963775635,0.2647058963775635,0.9118649959564208,0.9283229112625122,0.6029412150382996,0.2647058963775635,0.008695363998413086,0.2647058963775635,0.716391921043396,0.6029411554336548,0.903876006603241,0.2647058963775635,0.6029411554336548,0.9118649959564208,0.8760536909103394,0.9137930870056152,0.903876006603241,0.2647058963775635,0.003131524194031954,0.8760536909103394,0.8999999761581421,0.8941717743873596,0.40909090638160706,0.9283229112625122,0.8723404407501221,0.007132916245609522,46,0.8496036529541016,0.8999999761581421,0.003131524194031954,0.8999999761581421,0.8648648858070374,0.920020341873169,0.93,0.375,0.7130435109138489,0.40909090638160706,0.8941717743873596,0.9137930870056152,0.8496036529541016,0.8824324607849121,0.011134307831525804,0.40909090638160706,0.003131524194031954,0.9014084339141846,0.9411764740943908
no_init_kenn_top_down_adapter_bert_ms,0,1702m3er,0.9042036533355712,0.920020341873169,0.9042036533355712,0.9411764740943908,0.735014021396637,0.2647058963775635,0.2647058963775635,0.9118649959564208,0.9283229112625122,0.6029412150382996,0.2647058963775635,0.008695363998413086,0.2647058963775635,0.716391921043396,0.6029411554336548,0.903876006603241,0.2647058963775635,0.6029411554336548,0.9118649959564208,0.8760536909103394,0.9137930870056152,0.903876006603241,0.2647058963775635,0.003131524194031954,0.8760536909103394,0.8999999761581421,0.8941717743873596,0.40909090638160706,0.9283229112625122,0.8723404407501221,0.007132916245609522,46,0.8496036529541016,0.8999999761581421,0.003131524194031954,0.8999999761581421,0.8648648858070374,0.920020341873169,0.92,0.375,0.7130435109138489,0.40909090638160706,0.8941717743873596,0.9137930870056152,0.8496036529541016,0.8824324607849121,0.011134307831525804,0.40909090638160706,0.003131524194031954,0.9014084339141846,0.9411764740943908
no_init_kenn_bottom_up_adapter_bert_ms,0,t2exf814,0.9042036533355712,0.920020341873169,0.9042036533355712,0.9411764740943908,0.735014021396637,0.2647058963775635,0.2647058963775635,0.9118649959564208,0.9283229112625122,0.6029412150382996,0.2647058963775635,0.008695363998413086,0.2647058963775635,0.716391921043396,0.6029411554336548,0.903876006603241,0.2647058963775635,0.6029411554336548,0.9118649959564208,0.8760536909103394,0.9137930870056152,0.903876006603241,0.2647058963775635,0.003131524194031954,0.8760536909103394,0.8999999761581421,0.8941717743873596,0.40909090638160706,0.9283229112625122,0.8723404407501221,0.007132916245609522,48,0.8496036529541016,0.8999999761581421,0.003131524194031954,0.8999999761581421,0.8648648858070374,0.920020341873169,0.74,0.375,0.7130435109138489,0.40909090638160706,0.8941717743873596,0.9137930870056152,0.8496036529541016,0.8824324607849121,0.011134307831525804,0.40909090638160706,0.003131524194031954,0.9014084339141846,0.9411764740943908
smart_init_classifier_adapter_bert_ms,2,49s7k8tg,0.9048243165016174,0.9209638833999634,0.9048243165016174,0.9411764740943908,0.902917206287384,0.7941176295280457,0.7941176891326904,0.913720726966858,0.9283229112625122,0.8676470518112183,0.7941176891326904,0.010681693442165852,0.7941176891326904,0.8825383186340332,0.8676470518112183,0.9059564471244812,0.7941176295280457,0.8676470518112183,0.913720726966858,0.8819437623023987,0.913935363292694,0.9059564471244812,0.7941176295280457,0.009394572116434574,0.8819437623023987,0.931034505367279,0.8981156945228577,0.8571428656578064,0.9283229112625122,0.8939393758773804,0.0102644395083189,5,0.8601918816566467,0.931034505367279,0.009394572116434574,0.931034505367279,0.8648648858070374,0.9209638833999634,0.95,0.375,0.8805969953536987,0.8571428656578064,0.8981156945228577,0.913935363292694,0.8601918816566467,0.8979496955871582,0.011134307831525804,0.8571428656578064,0.009394572116434574,0.9014084339141846,0.9411764740943908
smart_init_classifier_adapter_bert_ms,1,zfd8xbri,0.9053340554237366,0.9205808639526368,0.9053340554237366,0.9411764740943908,0.8614158034324646,0.6470588445663452,0.6470588445663452,0.9129668474197388,0.9283229112625122,0.7941176891326904,0.6470588445663452,0.010190721601247787,0.6470588445663452,0.848419725894928,0.7941176295280457,0.9054517149925232,0.6470588445663452,0.7941176891326904,0.9129668474197388,0.8806365728378296,0.9140433073043824,0.9054517149925232,0.6470588445663452,0.007654836401343346,0.8806365728378296,0.95652174949646,0.897020161151886,0.7719298601150513,0.9283229112625122,0.8999999761581421,0.009394571185112,5,0.8572506904602051,0.95652174949646,0.007654836401343346,0.95652174949646,0.8648648858070374,0.9205808639526368,0.99,0.375,0.84375,0.7719298601150513,0.897020161151886,0.9140433073043824,0.8572506904602051,0.9106932878494264,0.011134307831525804,0.7719298601150513,0.007654836401343346,0.9014084339141846,0.9411764740943908
smart_init_classifier_adapter_bert_ms,0,b8ioz4zi,0.9049535989761353,0.9211848378181458,0.9049535989761353,0.9411764740943908,0.926237165927887,0.8823529481887817,0.8823529481887817,0.914155662059784,0.9283229112625122,0.911764681339264,0.8823529481887817,0.010957572609186172,0.8823529481887817,0.9064427018165588,0.911764681339264,0.9063190817832948,0.8823529481887817,0.9117647409439088,0.914155662059784,0.8829319477081299,0.9139928817749025,0.9063190817832948,0.8823529481887817,0.010438413359224796,0.8829319477081299,0.9375,0.8987730145454407,0.9090909361839294,0.9283229112625122,0.8985507488250732,0.010786360129714012,5,0.8619565963745117,0.9375,0.010438413359224796,0.9375,0.8648648858070374,0.9211848378181458,0.93,0.375,0.9051095247268676,0.9090909361839294,0.8987730145454407,0.9139928817749025,0.8619565963745117,0.9011824131011964,0.011134307831525804,0.9090909361839294,0.010438413359224796,0.9014084339141846,0.9411764740943908
