name,test/macro_types/precision/mean,test_pretraining/macro_example/f1/mean,test_pretraining/macro_types/precision/mean,test_incremental_people/macro_types/recall/mean,test_incremental/macro_example_exclusive/f1/mean,test_incremental_people-ethnicity/macro_types/recall/mean,test_incremental_only/macro_example_exclusive/precision/mean,test/macro_example/recall/mean,test/macro_example/precision/mean,test_incremental/macro_example_exclusive/recall/mean,test_incremental_only/macro_example_exclusive/f1/mean,test_incremental/macro_example/f1/mean,test_incremental_only/macro_example_exclusive/recall/mean,test_incremental/macro_types/f1/mean,test_incremental/micro/recall/mean,test/micro/f1/mean,test_incremental_only/micro/recall/mean,test_incremental/macro_types/recall/mean,test_pretraining/macro_example/recall/mean,test/macro_types/f1/mean,test/micro/precision/mean,test_pretraining/micro/f1/mean,test_incremental_only/macro_types/recall/mean,test_incremental_only/macro_example/precision/mean,test_pretraining/macro_types/f1/mean,test_incremental_people-ethnicity/macro_types/precision/mean,test_pretraining/micro/recall/mean,test_incremental_only/micro/f1/mean,test_pretraining/macro_example/precision/mean,test_incremental/micro/precision/mean,test_incremental/macro_example/recall/mean,epoch/mean,test/macro_types/recall/mean,test_incremental_only/micro/precision/mean,test_incremental_only/macro_example/recall/mean,test_incremental_only/macro_types/precision/mean,test_incremental_people/macro_types/precision/mean,test/macro_example/f1/mean,threshold_incremental/mean,threshold_pretraining/mean,test_incremental/micro/f1/mean,test_incremental_people-ethnicity/macro_types/f1/mean,test/micro/recall/mean,test_pretraining/micro/precision/mean,test_pretraining/macro_types/recall/mean,test_incremental/macro_types/precision/mean,test_incremental/macro_example/precision/mean,test_incremental_only/macro_types/f1/mean,test_incremental_only/macro_example/f1/mean,test_incremental_people/macro_types/f1/mean,test_incremental/macro_example_exclusive/precision/mean,test/macro_types/precision/std,test_pretraining/macro_example/f1/std,test_pretraining/macro_types/precision/std,test_incremental_people/macro_types/recall/std,test_incremental/macro_example_exclusive/f1/std,test_incremental_people-ethnicity/macro_types/recall/std,test_incremental_only/macro_example_exclusive/precision/std,test/macro_example/recall/std,test/macro_example/precision/std,test_incremental/macro_example_exclusive/recall/std,test_incremental_only/macro_example_exclusive/f1/std,test_incremental/macro_example/f1/std,test_incremental_only/macro_example_exclusive/recall/std,test_incremental/macro_types/f1/std,test_incremental/micro/recall/std,test/micro/f1/std,test_incremental_only/micro/recall/std,test_incremental/macro_types/recall/std,test_pretraining/macro_example/recall/std,test/macro_types/f1/std,test/micro/precision/std,test_pretraining/micro/f1/std,test_incremental_only/macro_types/recall/std,test_incremental_only/macro_example/precision/std,test_pretraining/macro_types/f1/std,test_incremental_people-ethnicity/macro_types/precision/std,test_pretraining/micro/recall/std,test_incremental_only/micro/f1/std,test_pretraining/macro_example/precision/std,test_incremental/micro/precision/std,test_incremental/macro_example/recall/std,epoch/std,test/macro_types/recall/std,test_incremental_only/micro/precision/std,test_incremental_only/macro_example/recall/std,test_incremental_only/macro_types/precision/std,test_incremental_people/macro_types/precision/std,test/macro_example/f1/std,threshold_incremental/std,threshold_pretraining/std,test_incremental/micro/f1/std,test_incremental_people-ethnicity/macro_types/f1/std,test/micro/recall/std,test_pretraining/micro/precision/std,test_pretraining/macro_types/recall/std,test_incremental/macro_types/precision/std,test_incremental/macro_example/precision/std,test_incremental_only/macro_types/f1/std,test_incremental_only/macro_example/f1/std,test_incremental_people/macro_types/f1/std,test_incremental/macro_example_exclusive/precision/std
no_init_box_kenn_bottom_up_adapter_bert_ms,0.8884275952974955,0.9137207269668579,0.8884275952974955,0.9411764740943908,0.7033366759618124,0.18627451360225677,0.18627451360225677,0.9031721353530884,0.9245187044143676,0.5637255112330118,0.18627451360225677,0.008320614695549011,0.18627451360225677,0.6840248703956604,0.5637255112330118,0.8898951013882955,0.18627451360225677,0.5637255112330118,0.9031721353530884,0.8438977003097534,0.9048767685890198,0.8898951013882955,0.18627451360225677,0.0022036650916561484,0.8438977003097534,0.800000011920929,0.8754016955693563,0.2935711642106374,0.9245187044143676,0.9256781935691833,0.006668986442188422,67.0,0.8036195437113444,0.800000011920929,0.0022036650916561484,0.800000011920929,0.9411764740943908,0.9137207269668579,0.19000000000000003,0.25,0.699677586555481,0.2935711642106374,0.8754016955693563,0.9048767685890198,0.8036195437113444,0.8705882430076599,0.011134307831525804,0.2935711642106374,0.0022036650916561484,0.9411764740943908,0.9411765336990356,0.0039999783039463095,0.000263728690453639,0.0039999783039463095,0.0,0.05536944748129611,0.14508479425871884,0.14508479425871884,0.0005154166727228612,0.0,0.0725423957448349,0.14508479425871884,0.0006550317393333912,0.14508479425871884,0.08267463089481557,0.0725423957448349,0.0007012553745986735,0.14508479425871884,0.0725423957448349,0.0005154166727228612,0.0033296982903949046,0.0003049142760652261,0.0007012553745986735,0.14508479425871884,0.0017163823839339753,0.0033296982903949046,0.19999998807907104,0.0010808275581523558,0.19925593078199452,0.0,0.0296286894085161,0.0008581914004323832,3.0,0.0029017103295444807,0.19999998807907104,0.0017163823839339753,0.19999998807907104,0.0,0.000263728690453639,0.1609347693943108,0.0,0.06326640344363235,0.19925593078199452,0.0010808275581523558,0.0003049142760652261,0.0029017103295444807,0.09999996423721313,0.0,0.19925593078199452,0.0017163823839339753,0.0,0.0
no_init_box_kenn_horizontal_adapter_bert_ms,0.8802842299143473,0.832558830579122,0.8802842299143473,0.9411764740943908,0.763732373714447,0.37254901975393295,0.37254901975393295,0.9039743145306905,0.7937601804733276,0.656862755616506,0.37254901975393295,0.00903510736922423,0.37254901975393295,0.6153667171796163,0.656862735748291,0.8192787170410156,0.37254901975393295,0.656862735748291,0.9039743145306905,0.8421764373779297,0.7872733473777771,0.8192787170410156,0.37254901975393295,0.004407329950481653,0.8421764373779297,0.3928322959691286,0.876789371172587,0.07891834589342277,0.7937601804733276,0.6121172482768694,0.007770818968613942,63.333333333333336,0.8073450326919556,0.3928322959691286,0.004407329950481653,0.3928322959691286,0.9411764740943908,0.832558830579122,0.1366666666666667,0.25,0.44449445977807045,0.07891834589342277,0.876789371172587,0.7872733473777771,0.8073450326919556,0.6670043766498566,0.01136627234518528,0.07891834589342277,0.004407330260922511,0.9411764740943908,0.9607843557993571,0.006806339967059745,0.1401909856400117,0.006806339967059745,0.0,0.19168807656507156,0.5433884885225421,0.5433884885225421,0.002142992588702693,0.22648040698859265,0.27169426254304857,0.5433884885225421,0.0022677087862399727,0.5433884885225421,0.0244391484630302,0.27169422813029087,0.1212973930258518,0.5433884885225421,0.27169422813029087,0.002142992588702693,0.002938768578973327,0.20335598879684358,0.1212973930258518,0.5433884885225421,0.006428395220497076,0.002938768578973327,0.3403180764599354,0.004048041514474983,0.048115386535369856,0.22648040698859265,0.5105969444508682,0.003214198349585129,6.350852961085884,0.010867789772866258,0.3403180764599354,0.006428395220497076,0.3403180764599354,0.0,0.1401909856400117,0.12096831541082705,0.0,0.34654454236598464,0.048115386535369856,0.004048041514474983,0.20335598879684358,0.010867789772866258,0.17015903093087684,0.00040177432321121764,0.048115386535369856,0.0064283957581964144,0.0,0.033961744103528646
no_init_box_kenn_hybrid_adapter_bert_ms,0.8884275952974955,0.9137207269668579,0.8884275952974955,0.9411764740943908,0.7033366759618124,0.18627451360225677,0.18627451360225677,0.9031721353530884,0.9245187044143676,0.5637255112330118,0.18627451360225677,0.008320614695549011,0.18627451360225677,0.6840248703956604,0.5637255112330118,0.8898951013882955,0.18627451360225677,0.5637255112330118,0.9031721353530884,0.8438977003097534,0.9048767685890198,0.8898951013882955,0.18627451360225677,0.0022036650916561484,0.8438977003097534,0.800000011920929,0.8754016955693563,0.2935711642106374,0.9245187044143676,0.9256781935691833,0.006668986442188422,63.666666666666664,0.8036195437113444,0.800000011920929,0.0022036650916561484,0.800000011920929,0.9411764740943908,0.9137207269668579,0.4366666666666667,0.25,0.699677586555481,0.2935711642106374,0.8754016955693563,0.9048767685890198,0.8036195437113444,0.8705882430076599,0.011134307831525804,0.2935711642106374,0.0022036650916561484,0.9411764740943908,0.9411765336990356,0.0039999783039463095,0.000263728690453639,0.0039999783039463095,0.0,0.05536944748129611,0.14508479425871884,0.14508479425871884,0.0005154166727228612,0.0,0.0725423957448349,0.14508479425871884,0.0006550317393333912,0.14508479425871884,0.08267463089481557,0.0725423957448349,0.0007012553745986735,0.14508479425871884,0.0725423957448349,0.0005154166727228612,0.0033296982903949046,0.0003049142760652261,0.0007012553745986735,0.14508479425871884,0.0017163823839339753,0.0033296982903949046,0.19999998807907104,0.0010808275581523558,0.19925593078199452,0.0,0.0296286894085161,0.0008581914004323832,5.773502691896256,0.0029017103295444807,0.19999998807907104,0.0017163823839339753,0.19999998807907104,0.0,0.000263728690453639,0.3731398308052,0.0,0.06326640344363235,0.19925593078199452,0.0010808275581523558,0.0003049142760652261,0.0029017103295444807,0.09999996423721313,0.0,0.19925593078199452,0.0017163823839339753,0.0,0.0
no_init_box_kenn_top_down_adapter_bert_ms,0.8889609376589457,0.9141662319501241,0.8889609376589457,0.9411764740943908,0.7810452381769816,0.4117647136251132,0.4117647136251132,0.9040806690851847,0.9244800408681234,0.6764706174532572,0.4117647136251132,0.009239922588070234,0.4117647136251132,0.7642200191815695,0.6764705777168274,0.8907754023869833,0.4117647136251132,0.6764705975850424,0.9040806690851847,0.8466178377469381,0.9049052198727926,0.8907754023869833,0.4117647136251132,0.004871259637487431,0.8466178377469381,0.8266666730244955,0.8770815134048462,0.5220918506383896,0.9244800408681234,0.9244914849599203,0.008002783792714277,64.66666666666667,0.8081293304761251,0.8266666730244955,0.004871259637487431,0.8266666730244955,0.9411764740943908,0.9141662319501241,0.26666666666666666,0.25,0.7760428984959921,0.5220918506383896,0.8770815134048462,0.9049052198727926,0.8081293304761251,0.8839215834935507,0.011134307831525804,0.5220918506383896,0.004871259637487431,0.9411764740943908,0.9411765336990356,0.004105267402408159,0.0006197414440099904,0.004105267402408159,0.0,0.10260096230525413,0.28967229560829194,0.28967229560829194,0.001264648660463053,6.696722649585821e-05,0.14483615820590878,0.28967229560829194,0.0012137903427463295,0.28967229560829194,0.12778698595924737,0.144836124920268,0.0012155208460712448,0.28967229560829194,0.14483614912801082,0.001264648660463053,0.0048621626661776995,0.000365831985799438,0.0012155208460712448,0.28967229560829194,0.003426881627985125,0.0048621626661776995,0.20526404379448912,0.002157950477564483,0.32135293962366124,6.696722649585821e-05,0.032668799004718224,0.0017134408819586388,3.0550504633038935,0.005793441486695125,0.20526404379448912,0.003426881627985125,0.20526404379448912,0.0,0.0006197414440099904,0.44455970727601185,0.0,0.10636571390162762,0.32135293962366124,0.002157950477564483,0.000365831985799438,0.005793441486695125,0.10263199673095122,0.0,0.32135293962366124,0.003426881627985125,0.0,0.0
no_init_kenn_bottom_up_adapter_bert_ms,0.9040576616923014,0.9207526246706644,0.9040576616923014,0.9411764740943908,0.858916441599528,0.6470588246981303,0.6470588445663452,0.9133147795995077,0.9283132354418436,0.7941176493962606,0.6470588445663452,0.010161155213912329,0.6470588445663452,0.8276312549908956,0.7941176295280457,0.9052837093671163,0.6470588246981303,0.7941176295280457,0.9133147795995077,0.8800230820973715,0.9137034018834432,0.9052837093671163,0.6470588246981303,0.007654836556563775,0.8800230820973715,0.8927011887232462,0.897020161151886,0.7114880383014679,0.9283132354418436,0.8750938574473063,0.009394572582095861,40.666666666666664,0.85725071032842,0.8927011887232462,0.007654836556563775,0.8927011887232462,0.8648648858070374,0.9207526246706644,0.43,0.375,0.8263427019119263,0.7114880383014679,0.897020161151886,0.9137034018834432,0.85725071032842,0.8787830471992493,0.0112502903987964,0.7114880383014679,0.007654836556563775,0.9014084339141846,0.9509804050127665,0.0010147488838750194,0.0006436041159244838,0.0010147488838750194,0.0,0.10807504639808198,0.33919300244121675,0.3391930256989183,0.001267547069121034,4.428165145783564e-05,0.1695964792550014,0.3391930256989183,0.0012785501208442036,0.3391930256989183,0.10116647088502408,0.16959651284945915,0.0013002990203295202,0.33919300244121675,0.16959651284945915,0.001267547069121034,0.003658060963819431,0.00036188863908369714,0.0013002990203295202,0.33919300244121675,0.004012721685619194,0.003658060963819431,0.050737417585596446,0.0025268614350563196,0.26928167488980365,4.428165145783564e-05,0.023649928744630684,0.002006361074982842,6.658328118479393,0.006783860720717607,0.050737417585596446,0.004012721685619194,0.050737417585596446,0.0,0.0006436041159244838,0.3151190251317746,0.0,0.10261871732171753,0.26928167488980365,0.0025268614350563196,0.00036188863908369714,0.006783860720717607,0.025368710936397625,0.00020088769930494687,0.26928167488980365,0.004012721685619194,0.0,0.016980906464522088
no_init_kenn_horizontal_adapter_bert_ms,0.8986262679100037,0.9196498791376749,0.8986262679100037,0.9411764740943908,0.8803679545720419,0.686274508635203,0.686274508635203,0.9135563969612122,0.925829271475474,0.8137255112330118,0.686274508635203,0.010414930370946726,0.686274508635203,0.7628222306569418,0.813725491364797,0.9037482539812723,0.686274508635203,0.813725471496582,0.9135563969612122,0.8778415322303772,0.9102874795595803,0.9037482539812723,0.686274508635203,0.008118766049544016,0.8778415322303772,0.6211317479610443,0.8973123033841451,0.5835646291573843,0.925829271475474,0.7182456254959106,0.009626537095755339,44.666666666666664,0.8580350279808044,0.6211317479610443,0.008118766049544016,0.6211317479610443,0.8648648858070374,0.9196498791376749,0.25666666666666665,0.375,0.7460053364435831,0.5835646291573843,0.8973123033841451,0.9102874795595803,0.8580350279808044,0.7429983218510946,0.011482254912455877,0.5835646291573843,0.008118766359984875,0.9014084339141846,0.9705882469813029,0.004195039470917059,0.0007265544703910262,0.004195039470917059,0.0,0.11551075534998313,0.3408889865464545,0.3408889865464545,0.0012085700004618185,0.0022799761401310708,0.17044447313113004,0.3408889865464545,0.001366515598393559,0.3408889865464545,0.05851869337232213,0.1704444817022331,0.0010186704526368396,0.3408889865464545,0.17044447741667815,0.0012085700004618185,0.0025674753291429963,0.0030592680472903153,0.0010186704526368396,0.3408889865464545,0.0040327854551319665,0.0025674753291429963,0.20975183654959076,0.002539495821000098,0.13989843830335072,0.0022799761401310708,0.13158455861290513,0.002016392761046931,9.609023536933051,0.006817782285132308,0.20975183654959076,0.0040327854551319665,0.20975183654959076,0.0,0.0007265544703910262,0.26102362600602524,0.0,0.05718677548558115,0.13989843830335072,0.002539495821000098,0.0030592680472903153,0.006817782285132308,0.10487592998948214,0.0003479467704896311,0.13989843830335072,0.004032785883687322,0.0,0.029411762952809655
no_init_kenn_hybrid_adapter_bert_ms,0.9045869509379069,0.9206835826237997,0.9045869509379069,0.9411764740943908,0.8437487681706747,0.6078431407610575,0.6078431407610575,0.9131601254145304,0.9283325672149658,0.774509847164154,0.6078431407610575,0.00998171791434288,0.6078431407610575,0.8238026897112528,0.7745097875595093,0.9052225550015768,0.6078431407610575,0.7745098074277242,0.9131601254145304,0.8798621495564779,0.9138815005620321,0.9052225550015768,0.6078431407610575,0.0071909075292448206,0.8798621495564779,0.9191666642824808,0.8967280189196268,0.6992809673150381,0.9283325672149658,0.8859959840774536,0.009162607447554668,39.666666666666664,0.8564663926760355,0.9191666642824808,0.0071909075292448206,0.9191666642824808,0.8648648858070374,0.9206835826237997,0.6533333333333333,0.375,0.8214356303215027,0.6992809673150381,0.8967280189196268,0.9138815005620321,0.8564663926760355,0.8920157750447592,0.011134307831525804,0.6992809673150381,0.0071909075292448206,0.9014084339141846,0.9411764740943908,0.00037524994595467665,0.0005912298897815328,0.00037524994595467665,0.0,0.09827627322319255,0.3144904831312246,0.3144904831312246,0.0011584932721677606,1.6724600245127566e-05,0.15724524481731256,0.3144904831312246,0.001162628175465169,0.3144904831312246,0.09741672137591711,0.15724524481731256,0.0012405793769166191,0.3144904831312246,0.15724527083091225,0.0011584932721677606,0.003498116441554551,0.0001018583447286048,0.0012405793769166191,0.3144904831312246,0.0037204863121757395,0.003498116441554551,0.018763896296090612,0.002342836812786319,0.2595105524844967,1.6724600245127566e-05,0.013139781103851276,0.001860242622605864,5.686240703077328,0.006289808752158571,0.018763896296090612,0.0037204863121757395,0.018763896296090612,0.0,0.0005912298897815328,0.35725807665234577,0.0,0.0983899456293859,0.2595105524844967,0.002342836812786319,0.0001018583447286048,0.006289808752158571,0.009381918367775278,0.0,0.2595105524844967,0.0037204863121757395,0.0,0.0
no_init_kenn_top_down_adapter_bert_ms,0.9036836822827657,0.9207186897595724,0.9036836822827657,0.9411764740943908,0.8605673511823019,0.6372549136479696,0.6372549136479696,0.9132761160532633,0.9282842477162679,0.7892157236735026,0.6372549136479696,0.010180685358742872,0.6372549136479696,0.819883386294047,0.7892156839370728,0.905176599820455,0.6372549136479696,0.7892156839370728,0.9132761160532633,0.8797412316004435,0.9135613441467285,0.905176599820455,0.6372549136479696,0.007538854299734036,0.8797412316004435,0.8740025758743286,0.8969471255938212,0.6948976417382559,0.9282842477162679,0.8662479321161906,0.009336580988019705,39.333333333333336,0.8570546309153239,0.8740025758743286,0.007538854299734036,0.8740025758743286,0.8648648858070374,0.9207186897595724,0.65,0.375,0.8188524047533671,0.6948976417382559,0.8969471255938212,0.9135613441467285,0.8570546309153239,0.8694337407747904,0.011366272966066996,0.6948976417382559,0.007538854299734036,0.9014084339141846,0.9607843359311422,0.00045688074278344137,0.0006300710279294999,0.00045688074278344137,0.0,0.11343191993072009,0.3434172484045181,0.3434172484045181,0.0012706413342275756,3.348361324794513e-05,0.17170861399265364,0.3434172484045181,0.0013419227316910462,0.3434172484045181,0.09444400529602325,0.1717086403674721,0.0012068578006419913,0.3434172484045181,0.1717086403674721,0.0012706413342275756,0.003437074009854766,0.00020219927621834582,0.0012068578006419913,0.3434172484045181,0.004062695431063358,0.003437074009854766,0.02284307367527192,0.0025583304114656135,0.25555825545780664,3.348361324794513e-05,0.005532201819180948,0.002031347542712817,5.859465277082315,0.00686834711211817,0.02284307367527192,0.004062695431063358,0.02284307367527192,0.0,0.0006300710279294999,0.3176476034853718,0.0,0.09631125500716452,0.25555825545780664,0.0025583304114656135,0.00020219927621834582,0.00686834711211817,0.011421553796450986,0.00020088769930494687,0.25555825545780664,0.004062695431063358,0.0,0.016980906464522078
smart_init_box_adapter_bert_ms,0.8909412821133932,0.9148959517478943,0.8909412821133932,0.9411764740943908,0.8908227483431498,0.7549019654591879,0.7549019853274027,0.905453085899353,0.9245380163192749,0.8480392297108968,0.7549019853274027,0.010538612802823385,0.7549019853274027,0.8875538110733032,0.8480392098426819,0.8921809196472168,0.7549019654591879,0.8480392098426819,0.905453085899353,0.8512741128603617,0.9050874511400858,0.8921809196472168,0.7549019654591879,0.008930642778674761,0.8512741128603617,0.9256854255994161,0.8796377579371134,0.8261228402455648,0.9245380163192749,0.9347845911979675,0.010032475305100283,7.0,0.814992090066274,0.9256854255994161,0.008930642778674761,0.9256854255994161,0.9411764740943908,0.9148959517478943,0.7200000000000001,0.25,0.8881169160207113,0.8261228402455648,0.8796377579371134,0.9050874511400858,0.814992090066274,0.9334309498469034,0.011134307831525804,0.8261228402455648,0.008930642778674761,0.9411764740943908,0.9411765336990356,0.00030712760069003436,0.0003626605071453107,0.00030712760069003436,0.0,0.04511380202186743,0.16198734495287842,0.1619873738123761,0.0006838846940641414,3.3449200490335255e-05,0.08099370043408344,0.1619873738123761,0.0005337047587960973,0.1619873738123761,0.04816734146937645,0.08099367157458072,0.0006779907927649006,0.16198734495287842,0.08099367157458072,0.0006838846940641414,0.0019069500683061927,0.0001178856670224789,0.0006779907927649006,0.16198734495287842,0.0019163437243672938,0.0019069500683061927,0.015356256796575924,0.00120674546550655,0.10610510868924686,3.3449200490335255e-05,0.005894737771792203,0.0009581713971624459,1.7320508075688772,0.003239763601491828,0.015356256796575924,0.0019163437243672938,0.015356256796575924,0.0,0.0003626605071453107,0.227156333832011,0.0,0.04745084619550057,0.10610510868924686,0.00120674546550655,0.0001178856670224789,0.003239763601491828,0.00767812839828798,0.0,0.10610510868924686,0.0019163437243672938,0.0,0.0
smart_init_classifier_adapter_bert_ms,0.9050373236338297,0.9209098617235819,0.9050373236338297,0.9411764740943908,0.8968567252159119,0.7745098074277242,0.7745098272959391,0.9136144121487936,0.9283229112625122,0.8578431407610575,0.7745098272959391,0.010609995884199938,0.7745098272959391,0.8791335821151733,0.8578431208928426,0.9059090813000997,0.7745098074277242,0.8578431606292725,0.9136144121487936,0.8818374276161194,0.9139905174573263,0.9059090813000997,0.7745098074277242,0.009162607292334238,0.8818374276161194,0.941685418287913,0.8979696234067281,0.8460545539855957,0.9283229112625122,0.8974967002868652,0.010148456941048304,5.0,0.8597997228304545,0.941685418287913,0.009162607292334238,0.941685418287913,0.8648648858070374,0.9209098617235819,0.9566666666666667,0.375,0.8764855066935221,0.8460545539855957,0.8979696234067281,0.9139905174573263,0.8597997228304545,0.9032751321792603,0.011134307831525804,0.8460545539855957,0.009162607292334238,0.9014084339141846,0.9411764740943908,0.0002649826520931875,0.00030558937104184687,0.0002649826520931875,0.0,0.032832900146864755,0.11886622234894934,0.1188662272650576,0.0006014957959134509,0.0,0.05943308167782479,0.1188662272650576,0.00038842054780577177,0.1188662272650576,0.02916094317357863,0.059433113632528844,0.0004356190175174364,0.11886622234894934,0.059433108716425494,0.0006014957959134509,0.0011513760236912653,5.401083144194337e-05,0.0004356190175174364,0.11886622234894934,0.001406211552301809,0.0011513760236912653,0.013249082911987306,0.0008855090812913917,0.06924957175967379,0.0,0.0031648037350625845,0.0007031060257970379,0.0,0.0023773365406052544,0.013249082911987306,0.001406211552301809,0.013249082911987306,0.0,0.00030558937104184687,0.030550504633038912,0.0,0.030885693661124706,0.06924957175967379,0.0008855090812913917,5.401083144194337e-05,0.0023773365406052544,0.006624529476989673,0.0,0.06924957175967379,0.001406211552301809,0.0,0.0
