name,instance,run_id,test_pretraining/micro/precision,test_incremental/macro_example/f1,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_pretraining/macro_types/precision,test/micro/precision,threshold_pretraining,test_incremental_only/micro/f1,test_incremental/macro_types/f1,test_incremental/micro/recall,test_pretraining/macro_example/recall,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/macro_types/recall,threshold_incremental,test_pretraining/macro_types/f1,test_incremental_only/macro_types/f1,test/macro_types/f1,test/macro_example/f1,test/macro_example/precision,test_incremental_other-health/macro_types/f1,test_incremental_only/micro/precision,test/micro/f1,test/macro_types/recall,test/macro_types/precision,test_incremental_other-health-treatment/macro_types/recall,test/micro/recall,test_pretraining/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental/macro_example_exclusive/precision,epoch,test_pretraining/macro_example/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental_other-health-treatment/macro_types/precision,test_incremental_only/micro/recall,test_incremental/micro/f1,test_incremental_other-health-malady/macro_types/f1,test_incremental_other-health-malady/macro_types/precision,test/macro_example/recall,test_incremental/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental/macro_example/precision,test_incremental_other-health/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental_other-health/macro_types/precision,test_incremental_other-health-malady/macro_types/recall,test_pretraining/micro/f1,test_incremental/macro_types/recall,test_incremental_only/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental_other-health-treatment/macro_types/f1,test_pretraining/micro/recall,test_incremental/micro/precision,test_incremental/macro_types/precision
kenn_hybrid_adapter_bert_ms,2,3ute8voi,0.8514851331710815,0.025604579597711563,0.8628632426261902,0.8650080561637878,0.8528732657432556,0.8514851331710815,0.33,0.6578947305679321,0.7369220852851868,0.8500000238418579,0.8624162673950195,0.8500000834465027,0.8333333730697632,0.8333333730697632,0.1,0.8335898518562317,0.6925591230392456,0.8335898518562317,0.8626396656036377,0.8628632426261902,0.8188976645469666,0.54347825050354,0.8537225723266602,0.8151593208312988,0.8528732657432556,0.7333333492279053,0.8559718728065491,0.8151593208312988,0.5924731492996216,0.8805556297302246,28,0.8626396656036377,0.8119658827781677,0.7333333492279053,0.8333333134651184,0.7311828136444092,0.6086956262588501,0.4516128897666931,0.8624162673950195,0.02516033500432968,0.02403450757265091,0.026064790785312653,0.8666666746139526,0.7916666865348816,0.7761194109916687,0.9333333373069764,0.8537225723266602,0.8444445133209229,0.02343364618718624,0.02466699481010437,0.7333333492279053,0.8559718728065491,0.6415094137191772,0.6536885499954224
kenn_top_down_adapter_bert_ms,2,3aauspvq,0.8500775694847107,0.02529247850179672,0.8622958660125732,0.8544642925262451,0.8492399454116821,0.8500775694847107,0.33,0.5987261533737183,0.6860113143920898,0.824999988079071,0.8619641065597534,0.8250000476837158,0.7833333611488342,0.7833333015441895,0.31,0.8307867646217346,0.6129581332206726,0.8307867646217346,0.8621299266815186,0.8622958660125732,0.8188976645469666,0.4845360815525055,0.8527237772941589,0.8131184577941895,0.8492399454116821,0.6666666865348816,0.8553864359855652,0.8131184577941895,0.5034562349319458,0.8861111402511597,28,0.8621299266815186,0.7791444063186646,0.5714285969734192,0.7833333611488342,0.6971831321716309,0.5869565606117249,0.4354838728904724,0.8619641065597534,0.02442032471299171,0.02306297793984413,0.026229236274957657,0.8666666746139526,0.7750000357627869,0.7761194109916687,0.8999999761581421,0.8527237772941589,0.8111111521720886,0.02294030413031578,0.023186974227428436,0.6153846383094788,0.8553864359855652,0.6036585569381714,0.5943440198898315
kenn_bottom_up_adapter_bert_ms,2,knzcd3rg,0.8495643734931946,0.0261377040296793,0.8617779016494751,0.8830189108848572,0.8492810726165771,0.8495643734931946,0.33,0.6265060305595398,0.7055984735488892,0.8666666746139526,0.8626793622970581,0.8666667342185974,0.8666667342185974,0.8666666746139526,0.08,0.8325783014297485,0.6377251744270325,0.8325783014297485,0.8622283935546875,0.8617779016494751,0.8188976645469666,0.49056604504585266,0.8529497385025024,0.8165198564529419,0.8492810726165771,0.800000011920929,0.8563622236251831,0.8165198564529419,0.5044642686843872,0.9000000953674316,28,0.8622283935546875,0.8409241437911987,0.5714285969734192,0.8666666746139526,0.7098975777626038,0.5957446694374084,0.4375,0.8626793622970581,0.025653673335909843,0.02489168383181095,0.026640355587005615,0.8666666746139526,0.8166667222976685,0.7761194109916687,0.9333333373069764,0.8529497385025024,0.8666666746139526,0.02417365461587906,0.025653675198554993,0.6666666865348816,0.8563622236251831,0.6011560559272766,0.5950160026550293
kenn_hybrid_adapter_bert_ms,1,1pir3dlv,0.8280037641525269,0.023525336757302284,0.8512341380119324,0.7947644591331482,0.8365446329116821,0.8280037641525269,0.33,0.279720276594162,0.506624698638916,0.7666666507720947,0.8608129620552063,0.7666667103767395,0.6666667461395264,0.6666666865348816,0.77,0.8222090601921082,0.2986454963684082,0.8222090601921082,0.8559967875480652,0.8512341380119324,0.8188976645469666,0.17699114978313446,0.8408108949661255,0.8083565831184387,0.8365446329116821,0.6666666865348816,0.8540202975273132,0.8083565831184387,0.1924223005771637,0.8250000476837158,29,0.8559967875480652,0.6666667461395264,0.13793103396892548,0.6666666865348816,0.4455205798149109,0.3603603541851044,0.2469135820865631,0.8608129620552063,0.022693634033203125,0.019733596593141556,0.02442032471299171,0.8666666746139526,0.6666667461395264,0.7761194109916687,0.6666666865348816,0.8408108949661255,0.7333333492279053,0.019733596593141556,0.019733596593141556,0.22857141494750977,0.8540202975273132,0.3139931857585907,0.3869880437850952
kenn_top_down_adapter_bert_ms,1,1v1r7x8m,0.8306757807731628,0.023525336757302284,0.8535363674163818,0.7947644591331482,0.8374580144882202,0.8306757807731628,0.33,0.29739776253700256,0.5192405581474304,0.7666666507720947,0.8608129620552063,0.7666667103767395,0.6666667461395264,0.6666666865348816,0.75,0.8226499557495117,0.32491257786750793,0.8226499557495117,0.8571592569351196,0.8535363674163818,0.8188976645469666,0.19138756394386292,0.8421863317489624,0.8083565831184387,0.8374580144882202,0.6666666865348816,0.8540202975273132,0.8083565831184387,0.21479959785938263,0.8250000476837158,29,0.8571592569351196,0.6666667461395264,0.14388489723205566,0.6666666865348816,0.46464648842811584,0.4000000059604645,0.2857142984867096,0.8608129620552063,0.022693634033203125,0.019733596593141556,0.02442032471299171,0.8666666746139526,0.6666667461395264,0.7761194109916687,0.6666666865348816,0.8421863317489624,0.7333333492279053,0.019733596593141556,0.019733596593141556,0.23668639361858368,0.8540202975273132,0.3333333432674408,0.40190622210502625
kenn_bottom_up_adapter_bert_ms,1,yo1ba8q2,0.850931704044342,0.024291355162858963,0.8615230321884155,0.8206430673599243,0.8504713177680969,0.850931704044342,0.33,0.6274510025978088,0.7033166289329529,0.8333333134651184,0.8619393706321716,0.8333333730697632,0.8000000715255737,0.800000011920929,0.05,0.8317309617996216,0.6402104496955872,0.8317309617996216,0.8617311716079712,0.8615230321884155,0.8188976645469666,0.5161290168762207,0.85325026512146,0.8137987852096558,0.8504713177680969,0.8666666746139526,0.8555815815925598,0.8137987852096558,0.5336257219314575,0.8083333969116211,29,0.8617311716079712,0.774193525314331,0.45614033937454224,0.800000011920929,0.7142857313156128,0.6666666269302368,0.6111111044883728,0.8619393706321716,0.02466699481010437,0.022916432470083237,0.023926984518766403,0.8666666746139526,0.75,0.7761194109916687,0.7333333492279053,0.85325026512146,0.8222222328186035,0.022200293838977817,0.023680314421653748,0.5977011322975159,0.8555815815925598,0.625,0.6144569516181946
kenn_hybrid_adapter_bert_ms,0,2f7q7zfx,0.840368390083313,0.023388994857668877,0.8545093536376953,0.790158212184906,0.8425606489181519,0.840368390083313,0.33,0.4131455719470978,0.5976377725601196,0.800000011920929,0.8613227009773254,0.8000000715255737,0.7333333492279053,0.7333333492279053,0.04,0.8265194296836853,0.4644233584403992,0.8265194296836853,0.8579025268554688,0.8545093536376953,0.8188976645469666,0.2875817120075226,0.8475232124328613,0.8110776543617249,0.8425606489181519,0.699999988079071,0.8548009395599365,0.8110776543617249,0.33981481194496155,0.7805556058883667,30,0.8579025268554688,0.6984127163887024,0.46666666865348816,0.7333333492279053,0.5647058486938477,0.3333333432674408,0.21296297013759613,0.8613227009773254,0.023680314421653748,0.020673291757702827,0.023104751482605938,0.8666666746139526,0.6666666865348816,0.7761194109916687,0.7666666507720947,0.8475232124328613,0.7777777910232544,0.019733596593141556,0.02170695550739765,0.5600000023841858,0.8548009395599365,0.4363636374473572,0.48524969816207886
kenn_top_down_adapter_bert_ms,0,3f1zthdj,0.8528552055358887,0.0232939962297678,0.8627645373344421,0.7869489789009094,0.8542959690093994,0.8528552055358887,0.33,0.6060605645179749,0.7040016055107117,0.7666666507720947,0.8607060313224792,0.7666667699813843,0.6666666865348816,0.6666666269302368,0.25,0.8306916356086731,0.6463999152183533,0.8306916356086731,0.8617340326309204,0.8627645373344421,0.8188976645469666,0.5555555820465088,0.8534373044967651,0.8083565831184387,0.8542959690093994,0.6333333253860474,0.8540202975273132,0.8083565831184387,0.6273291707038879,0.8083333969116211,39,0.8617340326309204,0.6666666865348816,0.8260869383811951,0.6666666865348816,0.7104246616363525,0.5316455960273743,0.4285714328289032,0.8607060313224792,0.02269363589584827,0.019733596593141556,0.023926984518766403,0.8666666746139526,0.6666666865348816,0.7761194109916687,0.699999988079071,0.8534373044967651,0.7333333492279053,0.019733596593141556,0.019733596593141556,0.7169811725616455,0.8540202975273132,0.6618704795837402,0.6769259572029114
kenn_bottom_up_adapter_bert_ms,0,3vu8gg33,0.8404990434646606,0.02335113286972046,0.8545011281967163,0.7888791561126709,0.8425290584564209,0.8404990434646606,0.33,0.4075829684734345,0.5939407348632812,0.7916666865348816,0.8611993789672852,0.7916667461395264,0.7166666984558105,0.7166666984558105,0.04,0.8261509537696838,0.46031442284584045,0.8261509537696838,0.8578371405601501,0.8545011281967163,0.8188976645469666,0.2847682237625122,0.8474937081336975,0.8103973865509033,0.8425290584564209,0.6666666865348816,0.8546057939529419,0.8103973865509033,0.3390396237373352,0.7861111760139465,30,0.8578371405601501,0.6862626671791077,0.4651162922382355,0.7166666388511658,0.5621301531791687,0.3333333432674408,0.21296297013759613,0.8611993789672852,0.023433644324541092,0.020313644781708717,0.02326919697225094,0.8666666746139526,0.6583333611488342,0.7761194109916687,0.7666666507720947,0.8474937081336975,0.7666667103767395,0.0194869264960289,0.02121361717581749,0.5479452013969421,0.8546057939529419,0.4357798099517822,0.4847329258918762
box_adapter_bert_ms,2,2twphl22,0.6005913019180298,0.02361607737839222,0.5892091989517212,0.7978298664093018,0.7222510576248169,0.6005913019180298,0.26,0.042165786027908325,0.4550454020500183,0.7583333253860474,0.8033564686775208,0.7583333849906921,0.7333333492279053,0.7333333492279053,0.99,0.6953823566436768,0.10183645039796828,0.6953823566436768,0.6798171401023865,0.5892091989517212,0.8245614767074585,0.02170695550739765,0.6834889054298401,0.6704410314559937,0.7222510576248169,0.6000000238418579,0.7929351925849915,0.6704410314559937,0.054717473685741425,0.8416666984558105,7,0.6798171401023865,0.7333333492279053,0.010198300704360008,0.7333333492279053,0.08268969506025314,0.1780821979045868,0.09923664480447768,0.8033564686775208,0.02244696579873562,0.02170695550739765,0.024913664907217022,0.7833333611488342,0.7333333492279053,0.8703703880310059,0.8666666746139526,0.6834889054298401,0.7500001192092896,0.02170695550739765,0.02170695550739765,0.020055711269378666,0.7929351925849915,0.04372897744178772,0.3266017735004425
box_adapter_bert_ms,1,1hr1t23g,0.6004434823989868,0.022800302132964138,0.5892502665519714,0.7702704071998596,0.7314578294754028,0.6004434823989868,0.26,0.04120747372508049,0.5797255039215088,0.75,0.8031508922576904,0.7500000596046448,0.7166666984558105,0.7166666984558105,0.99,0.6992509961128235,0.4029695391654968,0.6992509961128235,0.6797708868980408,0.5892502665519714,0.8245614767074585,0.02121361531317234,0.6833207607269287,0.6697607040405273,0.7314578294754028,0.699999988079071,0.7927400469779968,0.6697607040405273,0.2802843451499939,0.7916667461395264,7,0.6797708868980408,0.7166666984558105,0.010568696074187756,0.7166666388511658,0.08178100734949112,0.6285714507102966,0.550000011920929,0.8031508922576904,0.022200295701622963,0.02121361531317234,0.023433644324541092,0.7833333611488342,0.7166666984558105,0.8703703880310059,0.7333333492279053,0.6833207607269287,0.7388889789581299,0.02121361531317234,0.02121361531317234,0.020823003724217415,0.7927400469779968,0.04324843734502792,0.47697970271110535
box_adapter_bert_ms,0,1hdgvwc6,0.6000000238418579,0.02295217476785183,0.58855140209198,0.7754010558128357,0.7208235859870911,0.6000000238418579,0.26,0.038332533091306686,0.4242204427719116,0.7250000238418579,0.8026329278945923,0.7250000238418579,0.6666667461395264,0.6666666865348816,0.99,0.6932562589645386,0.03835465386509895,0.6932562589645386,0.6791203022003174,0.58855140209198,0.8245614767074585,0.019733596593141556,0.6828160285949707,0.6677199602127075,0.7208235859870911,0.9333333373069764,0.7921545505523682,0.6677199602127075,0.019745321944355965,0.8333333730697632,7,0.6791203022003174,0.6666667461395264,0.02766798436641693,0.6666666865348816,0.07905498147010803,0.02296650782227516,0.011822660453617573,0.8026329278945923,0.021460285410284996,0.019733596593141556,0.02466699481010437,0.7833333611488342,0.6666667461395264,0.8703703880310059,0.4000000059604645,0.6828160285949707,0.7055555582046509,0.019733596593141556,0.019733596593141556,0.053742799907922745,0.7921545505523682,0.04180682450532913,0.30328699946403503
classifier_adapter_bert_ms,2,zrz7gu16,0.835233747959137,0.02231353521347046,0.8561044931411743,0.7538256049156189,0.8405528664588928,0.835233747959137,0.33,0.4486691951751709,0.6118104457855225,0.925000011920929,0.86374831199646,0.925000011920929,0.9833333492279052,0.9833333492279052,0.03,0.8308055400848389,0.44864872097969055,0.8308055400848389,0.8599094152450562,0.8561044931411743,0.8188976645469666,0.29064038395881653,0.8463315963745117,0.8212817311286926,0.8405528664588928,1.0,0.8577283620834351,0.8212817311286926,0.29062318801879883,0.6361111402511597,9,0.8599094152450562,0.6555555462837219,0.29411765933036804,0.9833333492279052,0.5692307949066162,0.442748099565506,0.2871287167072296,0.86374831199646,0.027380364015698433,0.0194047037512064,0.018829140812158585,0.8666666746139526,0.49166667461395264,0.7761194109916687,0.9666666388511658,0.8463315963745117,0.944444477558136,0.014553527347743511,0.029107054695487022,0.4545454680919647,0.8577283620834351,0.41111111640930176,0.4524552822113037
classifier_adapter_bert_ms,1,nvt78m8v,0.850329577922821,0.02159282378852367,0.8615970015525818,0.7294777035713196,0.8495844006538391,0.850329577922821,0.33,0.6289308071136475,0.7015178203582764,0.8500000238418579,0.8623093366622925,0.8500000834465027,0.8333333730697632,0.8333333730697632,0.24,0.8320159912109375,0.6342107653617859,0.8320159912109375,0.8619530200958252,0.8615970015525818,0.8188976645469666,0.5050504803657532,0.8531413674354553,0.8151593208312988,0.8495844006538391,0.9333333373069764,0.8559718728065491,0.8151593208312988,0.5118950009346008,0.638888955116272,10,0.8619530200958252,0.6184486746788025,0.6086956262588501,0.8333333134651184,0.7132866978645325,0.5301204919815063,0.4150943458080292,0.8623093366622925,0.02516033500432968,0.018306324258446693,0.018911361694335938,0.8666666746139526,0.491666704416275,0.7761194109916687,0.7333333492279053,0.8531413674354553,0.8444445133209229,0.014553527347743511,0.02466699481010437,0.736842155456543,0.8559718728065491,0.6144578456878662,0.5999698042869568
classifier_adapter_bert_ms,0,63p4ijyu,0.8416012525558472,0.022402195259928703,0.8584231734275818,0.7568209171295166,0.8433128595352173,0.8416012525558472,0.33,0.522522509098053,0.6490690112113953,0.9166666865348816,0.8635838031768799,0.9166666865348816,0.9666666984558104,0.9666666388511658,0.08,0.8318021297454834,0.5227551460266113,0.8318021297454834,0.8609957695007324,0.8584231734275818,0.8188976645469666,0.3580246865749359,0.8494925498962402,0.8206014633178711,0.8433128595352173,0.9666666388511658,0.8575331568717957,0.8206014633178711,0.35824310779571533,0.6444445252418518,10,0.8609957695007324,0.6662900447845459,0.3670886158943176,0.9666666388511658,0.6303724646568298,0.5132743120193481,0.34939759969711304,0.8635838031768799,0.027133693918585777,0.01972244679927826,0.01907581090927124,0.8666666746139526,0.5083333849906921,0.7761194109916687,0.9666666388511658,0.8494925498962402,0.9333333969116212,0.015046867541968822,0.02861371450126171,0.5321100950241089,0.8575331568717957,0.4803493320941925,0.4975352287292481
