name,instance,run_id,test_incremental/macro_types/recall,test_incremental_only/macro_types/f1,test_incremental_only/micro/precision,test_pretraining/micro/precision,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_other-health-treatment/macro_types/f1,test_incremental/micro/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/recall,test/macro_example/f1,test/macro_example/recall,test_incremental_other-health/macro_types/recall,test_incremental_other-health-treatment/macro_types/recall,test_incremental/macro_types/f1,test_pretraining/macro_types/precision,test_pretraining/micro/f1,test_pretraining/macro_types/recall,test_incremental/macro_example/recall,test_pretraining/macro_example/precision,test_incremental_other-health/macro_types/f1,test_incremental/micro/precision,epoch,test/macro_example/precision,test_incremental_only/macro_example/precision,test_incremental_only/macro_types/recall,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/precision,test/micro/precision,test/macro_types/precision,test_incremental_only/micro/f1,test_incremental_other-health/macro_types/precision,test_incremental_other-health-malady/macro_types/precision,test/macro_types/recall,test_incremental/micro/recall,test_pretraining/micro/recall,test_incremental_other-health-malady/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test/micro/f1,test/micro/recall,test_incremental_other-health-malady/macro_types/recall,test_pretraining/macro_types/f1,test/macro_types/f1,threshold_incremental,test_pretraining/macro_example/recall,test_incremental/macro_example/precision,test_incremental_other-health-treatment/macro_types/precision,test_incremental/macro_example/f1,test_incremental/macro_types/precision,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/precision,threshold_pretraining
smart_init_box_adapter_bert_ms,1,ra6r7r7n,0.9055556058883668,0.124565027654171,0.06659012287855148,0.7268675565719604,0.7969546914100647,0.9666666388511658,0.9666666984558104,0.12738853693008423,0.20095692574977875,0.644444465637207,0.7215486168861389,0.8750000596046448,0.7969546914100647,0.8055517673492432,0.7833333611488342,1.0,0.4885448813438415,0.7227349281311035,0.7597130537033081,0.6799647808074951,0.02590034529566765,0.7885392308235168,0.8245614767074585,0.1135135143995285,7,0.7885392308235168,0.014306857250630856,0.9666666984558104,0.02861371450126171,0.6138889789581299,0.7268675565719604,0.7227349281311035,0.1245972067117691,0.8703703880310059,0.0651162788271904,0.6799647808074951,0.875,0.7956674695014954,0.12173912674188614,0.4833333492279053,0.7597130537033081,0.7956674695014954,0.9333333373069764,0.7006977796554565,0.7006977796554565,0.01,0.8055517673492432,0.01817135512828827,0.06802721321582794,0.021358121186494827,0.3345046043395996,0.01907580904662609,0.06657174229621887,0.26
smart_init_box_adapter_bert_ms,0,2xrwwalm,0.9055556058883668,0.1040327399969101,0.05497630313038826,0.7037804126739502,0.7882410883903503,0.9666666388511658,0.9666666984558104,0.10752689093351364,0.17087063193321228,0.644444465637207,0.7215486168861389,0.8750000596046448,0.7882410883903503,0.8055517673492432,0.7833333611488342,1.0,0.48024728894233704,0.7222615480422974,0.7469085454940796,0.6799647808074951,0.02590034529566765,0.7716588377952576,0.8245614767074585,0.09467989206314088,7,0.7716588377952576,0.014306857250630856,0.9666666984558104,0.02861371450126171,0.6138889789581299,0.7037804126739502,0.7222615480422974,0.1040358766913414,0.8703703880310059,0.05313092842698097,0.6799647808074951,0.875,0.7956674695014954,0.10053859651088716,0.4833333492279053,0.7469085454940796,0.7956674695014954,0.9333333373069764,0.7004752159118652,0.7004752159118652,0.01,0.8055517673492432,0.01817135512828827,0.05681818351149559,0.021358121186494827,0.32677316665649414,0.01907580904662609,0.05497455596923828,0.26
no_init_kenn_hybrid_adapter_bert_ms,2,2myzpqrh,0.8666666746139526,0.761274516582489,0.6499999761581421,0.8538626432418823,0.8635227680206299,0.8666666746139526,0.8666667342185974,0.819672167301178,0.779026210308075,0.849673330783844,0.8843538165092468,0.8666667342185974,0.8635227680206299,0.8626382946968079,0.8666666746139526,0.8333333134651184,0.7812725901603699,0.8563942313194275,0.8551105856895447,0.8165198564529419,0.025653675198554993,0.8644090294837952,0.8188976645469666,0.7074829936027527,14,0.8644090294837952,0.02466699481010437,0.8666666746139526,0.025653675198554993,0.9027777910232544,0.8538626432418823,0.8563942313194275,0.7428571581840515,0.7761194109916687,0.5510203838348389,0.8165198564529419,0.8666666746139526,0.8563622236251831,0.6835442781448364,0.8333333730697632,0.8551105856895447,0.8563622236251831,0.8999999761581421,0.8359819054603577,0.8359819054603577,0.63,0.8626382946968079,0.026722578331828117,0.8064516186714172,0.026177218183875084,0.7111971378326416,0.025150660425424576,0.6787359714508057,0.33
no_init_kenn_top_down_adapter_bert_ms,2,1r4w3x91,0.888888955116272,0.7530192732810974,0.6206896305084229,0.8530897498130798,0.8634411692619324,0.8999999761581421,0.9000000357627869,0.7936508059501648,0.7737226486206055,0.8742857575416565,0.8956590294837952,0.8833333849906921,0.8634411692619324,0.8629671931266785,0.8666666746139526,0.8333333134651184,0.7770724296569824,0.8551113605499268,0.8549172878265381,0.817880392074585,0.026147013530135155,0.8639156818389893,0.8188976645469666,0.6883116960525513,14,0.8639156818389893,0.02516033500432968,0.8999999761581421,0.026640355587005615,0.908333420753479,0.8530897498130798,0.8551113605499268,0.7346938252449036,0.7761194109916687,0.5370370149612427,0.817880392074585,0.8833333253860474,0.8567525148391724,0.6904761791229248,0.8500000238418579,0.8549172878265381,0.8567525148391724,0.9666666388511658,0.8360815644264221,0.8360815644264221,0.47,0.8629671931266785,0.02688702382147312,0.7575757503509521,0.02651185542345047,0.6902441382408142,0.02587920054793358,0.6473063826560974,0.33
no_init_kenn_bottom_up_adapter_bert_ms,2,6u5t7yye,0.8333333730697632,0.7342982292175293,0.6202531456947327,0.8534449338912964,0.863210141658783,0.8166666626930237,0.8166667222976685,0.7719298005104065,0.7593984007835388,0.7727599143981934,0.8593431115150452,0.8416667580604553,0.863210141658783,0.8622682690620422,0.8666666746139526,0.7333333492279053,0.7628667950630188,0.8559161424636841,0.8546092510223389,0.8144789934158325,0.024913664907217022,0.8641541600227356,0.8188976645469666,0.6917808055877686,13,0.8641541600227356,0.02170695550739765,0.8166666626930237,0.02417365461587906,0.8777778148651123,0.8534449338912964,0.8559161424636841,0.705035924911499,0.7761194109916687,0.5192307829856873,0.8144789934158325,0.8416666388511658,0.8557767271995544,0.6585366129875183,0.73333340883255,0.8546092510223389,0.8557767271995544,0.8999999761581421,0.8346835970878601,0.8346835970878601,0.49,0.8622682690620422,0.0259825699031353,0.8148148059844971,0.025436893105506897,0.7033883333206177,0.022873995825648308,0.6670228242874146,0.33
no_init_kenn_hybrid_adapter_bert_ms,1,70xe581l,0.8222222328186035,0.7556448578834534,0.7164179086685181,0.8552477359771729,0.8633404970169067,0.800000011920929,0.8000000715255737,0.7878787517547607,0.7874014973640442,0.7697297930717468,0.8134244680404663,0.8333333730697632,0.8633404970169067,0.8619393706321716,0.8666666746139526,0.8666666746139526,0.7767292261123657,0.8579131364822388,0.8554146885871887,0.8137987852096558,0.02466699481010437,0.8647461533546448,0.8188976645469666,0.746268630027771,18,0.8647461533546448,0.021953625604510307,0.800000011920929,0.023680314421653748,0.7944445013999939,0.8552477359771729,0.8579131364822388,0.7559055089950562,0.7761194109916687,0.7096773982048035,0.8137987852096558,0.8333333134651184,0.8555815815925598,0.7213114500045776,0.7416667342185974,0.8554146885871887,0.8555815815925598,0.7333333492279053,0.8352739214897156,0.8352739214897156,0.39,0.8619393706321716,0.023515868932008743,0.7222222089767456,0.024077681824564937,0.7360063791275024,0.02278430201113224,0.7159497737884521,0.33
no_init_kenn_top_down_adapter_bert_ms,1,l2sx9lko,0.8333333730697632,0.7596652507781982,0.7101449370384216,0.8551092147827148,0.8635048866271973,0.8166666626930237,0.8166667222976685,0.7941175699234009,0.7890625596046448,0.7864198088645935,0.8261064887046814,0.8416666984558105,0.8635048866271973,0.8621038198471069,0.8666666746139526,0.8999999761581421,0.7794477343559265,0.8576744794845581,0.8554428219795227,0.8144789934158325,0.024913664907217022,0.8649106025695801,0.8188976645469666,0.7426470518112183,18,0.8649106025695801,0.02244696579873562,0.8166666626930237,0.02417365461587906,0.8111111521720886,0.8551092147827148,0.8576744794845581,0.7596899271011353,0.7761194109916687,0.7096773982048035,0.8144789934158325,0.8416666388511658,0.8557767271995544,0.7213114500045776,0.7583333849906921,0.8554428219795227,0.8557767271995544,0.7333333492279053,0.8355188369750977,0.8355188369750977,0.37,0.8621038198471069,0.024009207263588905,0.7105262875556946,0.02445307560265064,0.7321076989173889,0.023278333246707916,0.710101842880249,0.33
no_init_kenn_bottom_up_adapter_bert_ms,1,g3e4uj3p,0.8333333730697632,0.7651252746582031,0.720588207244873,0.8552759885787964,0.8635048866271973,0.8166666626930237,0.8166667222976685,0.8059700727462769,0.7921568751335144,0.7864198088645935,0.8261064887046814,0.8416666984558105,0.8635048866271973,0.8621038198471069,0.8666666746139526,0.8999999761581421,0.7830608487129211,0.8580663800239563,0.855526328086853,0.8144789934158325,0.024913664907217022,0.8649106025695801,0.8188976645469666,0.7481481432914734,18,0.8649106025695801,0.02244696579873562,0.8166666626930237,0.02417365461587906,0.8111111521720886,0.8552759885787964,0.8580663800239563,0.765625,0.7761194109916687,0.7096773982048035,0.8144789934158325,0.8416666388511658,0.8557767271995544,0.7213114500045776,0.7583333849906921,0.855526328086853,0.8557767271995544,0.7333333492279053,0.8357046842575073,0.8357046842575073,0.33,0.8621038198471069,0.024009207263588905,0.7297297120094299,0.02445307560265064,0.7385088205337524,0.023278333246707916,0.7197035551071167,0.33
no_init_kenn_hybrid_adapter_bert_ms,0,dmv5ovhk,0.8888888955116272,0.7443609237670898,0.6136363744735718,0.8529240489006042,0.8634862899780273,0.8999999761581421,0.9000000357627869,0.8181817531585693,0.7709091305732727,0.8742857575416565,0.8956590294837952,0.8833333849906921,0.8634862899780273,0.8629260659217834,0.8666666746139526,0.8999999761581421,0.7716819047927856,0.8545933365821838,0.8548340201377869,0.817880392074585,0.026147015392780304,0.8640472292900085,0.8188976645469666,0.6838709712028503,27,0.8640472292900085,0.02516033500432968,0.8999999761581421,0.026640355587005615,0.908333420753479,0.8529240489006042,0.8545933365821838,0.7297297716140747,0.7761194109916687,0.5192307829856873,0.817880392074585,0.8833333253860474,0.8567525148391724,0.6585366129875183,0.8500000238418579,0.8548340201377869,0.8567525148391724,0.8999999761581421,0.8358339071273804,0.8358339071273804,0.42,0.8629260659217834,0.02688702568411827,0.75,0.02651185728609562,0.6817833781242371,0.02587920054793358,0.634615421295166,0.33
no_init_kenn_top_down_adapter_bert_ms,0,b84bgyni,0.8999999761581421,0.6330416202545166,0.47826087474823,0.8486664295196533,0.8626765012741089,0.9166666865348816,0.9166666865348816,0.6666666865348816,0.7086092829704285,0.8820754885673523,0.8985574841499329,0.8916667103767395,0.8626765012741089,0.8630905151367188,0.8666666746139526,0.8999999761581421,0.7061522006988525,0.8484236001968384,0.8527869582176208,0.8185607194900513,0.02639368362724781,0.8622629642486572,0.8188976645469666,0.5879120826721191,28,0.8622629642486572,0.02516033500432968,0.9166666269302368,0.027133693918585777,0.9055556058883668,0.8486664295196533,0.8484236001968384,0.6285714507102966,0.7761194109916687,0.4375,0.8185607194900513,0.8916666507720947,0.8569477200508118,0.5957446694374084,0.8500000238418579,0.8527869582176208,0.8569477200508118,0.9333333373069764,0.8332247138023376,0.8332247138023376,0.15000000000000002,0.8630905151367188,0.02680480107665062,0.529411792755127,0.026597652584314343,0.5810104608535767,0.026109779253602028,0.4834558963775635,0.33
no_init_kenn_bottom_up_adapter_bert_ms,0,8mns6duq,0.8888888955116272,0.7593197822570801,0.6279069781303406,0.853255569934845,0.8635478615760803,0.8999999761581421,0.9000000357627869,0.84375,0.7765567898750305,0.8698564767837524,0.8888542056083679,0.8833333849906921,0.8635478615760803,0.8629260659217834,0.8666666746139526,0.8999999761581421,0.7810143828392029,0.8554937243461609,0.8550004363059998,0.817880392074585,0.026147015392780304,0.8641706109046936,0.8188976645469666,0.6928104758262634,28,0.8641706109046936,0.024913664907217022,0.8999999761581421,0.026640355587005615,0.8944445252418518,0.853255569934845,0.8554937243461609,0.7397260665893555,0.7761194109916687,0.5192307829856873,0.817880392074585,0.8833333253860474,0.8567525148391724,0.6585366129875183,0.8416666984558105,0.8550004363059998,0.8567525148391724,0.8999999761581421,0.8362643122673035,0.8362643122673035,0.43,0.8629260659217834,0.02647590823471546,0.7941176295280457,0.02631043456494808,0.6964892745018005,0.02574809454381466,0.6566742062568665,0.33
smart_init_classifier_adapter_bert_ms,2,f27munhs,0.8333333730697632,0.7108433246612549,0.5903614163398743,0.8527809977531433,0.8630708456039429,0.8166666626930237,0.8166667222976685,0.7017543911933899,0.7481481432914734,0.7727598547935486,0.8672534227371216,0.8416667580604553,0.8630708456039429,0.8623915910720825,0.8666666746139526,0.6666666865348816,0.7478294968605042,0.8543763756752014,0.8542762398719788,0.8144789934158325,0.024913664907217022,0.863751232624054,0.8188976645469666,0.6733333468437195,14,0.863751232624054,0.02170695550739765,0.8166666626930237,0.02417365461587906,0.894444465637207,0.8527809977531433,0.8543763756752014,0.6853146553039551,0.7761194109916687,0.5178571343421936,0.8144789934158325,0.8416666388511658,0.8557767271995544,0.674418568611145,0.7333333492279053,0.8542762398719788,0.8557767271995544,0.9666666388511658,0.8339506983757019,0.8339506983757019,0.46,0.8623915910720825,0.02647590823471546,0.7407407164573669,0.025671038776636124,0.678239107131958,0.022873995825648308,0.6292989253997803,0.33
smart_init_classifier_adapter_bert_ms,1,sugjk73x,0.8333333730697632,0.7544214129447937,0.699999988079071,0.8549425005912781,0.8634230494499207,0.8166666626930237,0.8166667222976685,0.782608687877655,0.7859921455383301,0.7864198088645935,0.8261064887046814,0.8416666984558105,0.8634230494499207,0.8621038198471069,0.8666666746139526,0.8999999761581421,0.7759925723075867,0.8573026657104492,0.8553594350814819,0.8144789934158325,0.024913664907217022,0.8647462129592896,0.8188976645469666,0.7372262477874756,18,0.8647462129592896,0.02244696579873562,0.8166666626930237,0.02417365461587906,0.8111111521720886,0.8549425005912781,0.8573026657104492,0.7538461685180664,0.7761194109916687,0.7096773982048035,0.8144789934158325,0.8416666388511658,0.8557767271995544,0.7213114500045776,0.7583333849906921,0.8553594350814819,0.8557767271995544,0.7333333492279053,0.8353423476219177,0.8353423476219177,0.35000000000000003,0.8621038198471069,0.024009207263588905,0.692307710647583,0.02445307560265064,0.7260348796844482,0.023278333246707916,0.7009925842285156,0.33
smart_init_classifier_adapter_bert_ms,0,wrls95pw,0.8999999761581421,0.6203007102012634,0.4661017060279846,0.8481746315956116,0.8626765012741089,0.9166666865348816,0.9166666865348816,0.6428571343421936,0.7016393542289734,0.8820754885673523,0.8985574841499329,0.8916667103767395,0.8626765012741089,0.8630905151367188,0.8666666746139526,0.8999999761581421,0.6988628506660461,0.8478233218193054,0.8525386452674866,0.8185607194900513,0.02639368362724781,0.8622629642486572,0.8188976645469666,0.5783783793449402,28,0.8622629642486572,0.02516033500432968,0.9166666269302368,0.027133693918585777,0.9055556058883668,0.8481746315956116,0.8478233218193054,0.617977499961853,0.7761194109916687,0.4375,0.8185607194900513,0.8916666507720947,0.8569477200508118,0.5957446694374084,0.8500000238418579,0.8525386452674866,0.8569477200508118,0.9333333373069764,0.8329351544380188,0.8329351544380188,0.17,0.8630905151367188,0.02680480107665062,0.5,0.026597652584314343,0.5712064504623413,0.026109779253602028,0.46875,0.33
