name,instance,run_id,test_incremental_only/micro/f1,test_incremental_only/macro_types/precision,test_incremental_LOCATION/macro_types/precision,test/macro_types/recall,test/macro_types/precision,test_incremental_only/macro_types/f1,test_incremental_LOCATION-RIVER/macro_types/f1,test_pretraining/macro_types/f1,test_incremental/macro_types/recall,test_pretraining/macro_example/recall,test/micro/f1,test/micro/precision,test_incremental/macro_types/f1,test_incremental_only/micro/precision,epoch,test_incremental/micro/precision,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/recall,test_incremental_LOCATION-REGION/macro_types/recall,test/micro/recall,test_incremental_LOCATION-RIVER/macro_types/precision,test/macro_example/precision,test_incremental/micro/recall,test_pretraining/micro/precision,test_incremental/macro_example/precision,test_incremental_LOCATION/macro_types/recall,test_incremental_LOCATION-CONTINENT/macro_types/precision,threshold_pretraining,test_incremental/macro_example/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/precision,test/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_pretraining/macro_types/recall,test_incremental_LOCATION-CONTINENT/macro_types/recall,test_pretraining/macro_types/precision,test_incremental_LOCATION/macro_types/f1,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental_LOCATION-REGION/macro_types/f1,test_incremental_LOCATION-RIVER/macro_types/recall,test_incremental_LOCATION-REGION/macro_types/precision,test_pretraining/micro/recall,test_incremental/macro_example_exclusive/f1,test_incremental_LOCATION-CONTINENT/macro_types/f1,threshold_incremental,test/macro_example/recall,test_incremental_only/macro_example/precision,test_incremental_only/macro_types/recall,test_incremental/macro_example_exclusive/precision,test/macro_example/f1,test_incremental/micro/f1,test_pretraining/micro/f1,test_incremental/macro_example/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_types/precision
kenn_horizontal_adapter_bert_ms,2,3umqezjb,0.6396760940551758,0.6091270446777344,0.8789808750152588,0.8651429414749146,0.7805421352386475,0.681585967540741,0.7142857313156128,0.8206679821014404,0.8042342662811279,0.855010986328125,0.8120155334472656,0.7697489261627197,0.7349110841751099,0.568345308303833,26,0.7331081032752991,0.06632642447948456,0.8582251667976379,0.5208333134651184,0.8591934442520142,0.625,0.7998743057250977,0.8282442688941956,0.7697489261627197,0.11938422918319702,0.8961039185523987,0.8055555820465088,0.25,0.12456801533699036,0.7758620977401733,0.8448276519775391,0.8206679821014404,0.8265241384506226,0.7314814925193787,0.8651429414749146,0.9666666388511658,0.7805421352386475,0.8874598741531372,0.7998743057250977,0.0636192262172699,0.45045047998428345,0.8333333134651184,0.3968254029750824,0.8591934442520142,0.8399884700775146,0.8787878155708313,0.12,0.855010986328125,0.06927426904439926,0.7736111283302307,0.822510838508606,0.8265241384506226,0.7777777314186096,0.8120155334472656,0.12192104756832124,0.8088775277137756,0.6765904426574707
kenn_horizontal_adapter_bert_ms,1,1jni53pb,0.5899280309677124,0.5739737749099731,0.8789808750152588,0.867774486541748,0.7749916315078735,0.6649781465530396,0.6666666865348816,0.8187628984451294,0.8167343139648438,0.8562676906585693,0.8058842420578003,0.7572115659713745,0.7240300178527832,0.48235294222831726,22,0.6727828979492188,0.07013770937919617,0.8712121248245239,0.6041666865348816,0.8612440228462219,0.529411792755127,0.787229061126709,0.8396946787834167,0.7572115659713745,0.11420044302940369,0.8961039185523987,0.8666666746139526,0.25,0.12645304203033447,0.8275861740112305,0.8850574493408203,0.8187628984451294,0.8202983140945435,0.7592592835426331,0.867774486541748,0.8666666746139526,0.7749916315078735,0.8874598741531372,0.787229061126709,0.06786050647497177,0.42335769534111023,0.8999999761581421,0.3258427083492279,0.8612440228462219,0.8268553614616394,0.8666666746139526,0.11,0.8562676906585693,0.07257304340600967,0.7902778387069702,0.7867965698242188,0.8202983140945435,0.7470288872718811,0.8058842420578003,0.12001483142375946,0.8553575277328491,0.6502255201339722
kenn_horizontal_adapter_bert_ms,0,1p887xj7,0.6350364685058594,0.5677675008773804,0.8789808750152588,0.8752306699752808,0.7740117311477661,0.6767469644546509,0.6666666865348816,0.8215151429176331,0.8521509766578674,0.85783851146698,0.8101184964179993,0.7620481848716736,0.7346141934394836,0.5240963697433472,30,0.6965944170951843,0.0708853006362915,0.8798701167106628,0.6458333134651184,0.8646616339683533,0.5416666865348816,0.7934338450431824,0.8587786555290222,0.7620481848716736,0.1174992173910141,0.8961039185523987,0.7692307829856873,0.25,0.12770971655845642,0.8448275923728943,0.8850574493408203,0.8215151429176331,0.8243802785873413,0.8055555820465088,0.8752306699752808,1.0,0.7740117311477661,0.8874598741531372,0.7934338450431824,0.06927426904439926,0.4881889224052429,0.8666666746139526,0.39240506291389465,0.8646616339683533,0.8432323336601257,0.8695651888847351,0.05,0.85783851146698,0.07257304340600967,0.8374999761581421,0.8095238208770752,0.8243802785873413,0.7692307829856873,0.8101184964179993,0.12239187955856325,0.8644747138023376,0.6455708742141724
kenn_hybrid_adapter_bert_ms,2,2e0hg5xw,0.4751381278038025,0.35293737053871155,0.8789808750152588,0.8754498958587646,0.7400911450386047,0.4968429505825043,0.4590164124965668,0.8021000623703003,0.8531926274299622,0.857681393623352,0.7872936725616455,0.7231121063232422,0.6179949641227722,0.3385826647281647,28,0.5450121760368347,0.07160263508558273,0.8809523582458496,0.5833333134651184,0.8639781475067139,0.30434781312942505,0.775997519493103,0.8549618124961853,0.7231121063232422,0.10186930745840073,0.8961039185523987,0.46875,0.25,0.12786678969860077,0.8563218116760254,0.8908045887947083,0.8021000623703003,0.8147973418235779,0.7962962985038757,0.8754498958587646,1.0,0.7400911450386047,0.8874598741531372,0.775997519493103,0.07021677494049072,0.3835616409778595,0.9333333373069764,0.2857142984867096,0.8639781475067139,0.781261682510376,0.6382978558540344,0.04,0.857681393623352,0.0730443000793457,0.8388888835906982,0.701839804649353,0.8147973418235779,0.6656760573387146,0.7872936725616455,0.11339708417654036,0.8732229471206665,0.48444822430610657
kenn_top_down_adapter_bert_ms,2,pkno91jc,0.3243243098258972,0.20739635825157168,0.8789808750152588,0.8725990056991577,0.7171109914779663,0.3311280310153961,0.29629626870155334,0.7872509360313416,0.8396509885787964,0.8568959832191467,0.7496287822723389,0.6628151535987854,0.5187314748764038,0.2048780471086502,28,0.39153438806533813,0.07038857042789459,0.874458909034729,0.5625,0.8626110553741455,0.17610062658786774,0.7353888750076294,0.847328245639801,0.6628151535987854,0.1033616065979004,0.8961039185523987,0.22834645211696625,0.25,0.1269242912530899,0.8333333730697632,0.8850574493408203,0.7872509360313416,0.791506290435791,0.7777777910232544,0.8725990056991577,0.9666666388511658,0.7171109914779663,0.8874598741531372,0.7353888750076294,0.0683317631483078,0.3139534890651703,0.9333333373069764,0.2177419364452362,0.8626110553741455,0.7849849462509155,0.36942675709724426,0.08,0.8568959832191467,0.07257304340600967,0.8208333253860474,0.7121212482452393,0.791506290435791,0.5355850458145142,0.7496287822723389,0.11393748968839644,0.8584169745445251,0.3752924799919128
kenn_bottom_up_adapter_bert_ms,2,1w5wdeqn,0.4526315927505493,0.32343536615371704,0.8789808750152588,0.8754498958587646,0.7354329228401184,0.4668686091899872,0.4552845656871796,0.7993563413619995,0.8531926274299622,0.857681393623352,0.7829049825668335,0.7157418131828308,0.5996886491775513,0.31617647409439087,27,0.5221444964408875,0.07137547433376312,0.8809523582458496,0.5833333134651184,0.8639781475067139,0.301075279712677,0.7714263200759888,0.8549618124961853,0.7157418131828308,0.1028118133544922,0.8961039185523987,0.4000000059604645,0.25,0.12786678969860077,0.8563218116760254,0.8850574493408203,0.7993563413619995,0.81227046251297,0.7962962985038757,0.8754498958587646,1.0,0.7354329228401184,0.8874598741531372,0.7714263200759888,0.07021677494049072,0.3684210479259491,0.9333333373069764,0.26923078298568726,0.8639781475067139,0.7852683663368225,0.5714285969734192,0.03,0.857681393623352,0.07257304340600967,0.8388888835906982,0.7083333134651184,0.81227046251297,0.6483356952667236,0.7829049825668335,0.11397863924503326,0.8704525232315063,0.4623217284679413
kenn_hybrid_adapter_bert_ms,1,34ufcnps,0.6461538672447205,0.5987325310707092,0.8789808750152588,0.870625376701355,0.7789009213447571,0.6879215836524963,0.6352941393852234,0.8222128748893738,0.8302760124206543,0.8568960428237915,0.8118366003036499,0.766707181930542,0.7408378720283508,0.5526315569877625,33,0.7184466123580933,0.07060949504375458,0.874458909034729,0.625,0.8626110553741455,0.4909090995788574,0.7953188419342041,0.847328245639801,0.766707181930542,0.11545710265636444,0.8961039185523987,0.84375,0.25,0.1269242912530899,0.8333333730697632,0.890804648399353,0.8222128748893738,0.824959933757782,0.7777777910232544,0.870625376701355,0.8999999761581421,0.7789009213447571,0.8874598741531372,0.7953188419342041,0.0683317631483078,0.5309734344482422,0.8999999761581421,0.4615384638309479,0.8626110553741455,0.8330878615379333,0.8709677457809448,0.13,0.8568960428237915,0.0730442926287651,0.8083333373069763,0.7954545617103577,0.824959933757782,0.7775831818580627,0.8118366003036499,0.12091944366693495,0.8611111640930176,0.6687946319580078
kenn_top_down_adapter_bert_ms,1,ylnadgjn,0.5372167825698853,0.48471829295158386,0.8789808750152588,0.8701868057250977,0.7608986496925354,0.6052474975585938,0.4590164124965668,0.811881422996521,0.8281925916671753,0.8567389249801636,0.7986067533493042,0.7439528107643127,0.6844909191131592,0.4129353165626526,33,0.6173184514045715,0.07104692608118057,0.8733766078948975,0.5833333134651184,0.8619275689125061,0.30434781312942505,0.7817153930664062,0.8435114622116089,0.7439528107643127,0.11545711010694504,0.8961039185523987,0.7714285850524902,0.25,0.12676720321178436,0.8333333134651184,0.9022988080978394,0.811881422996521,0.8175095319747925,0.7685185074806213,0.8701868057250977,0.8999999761581421,0.7608986496925354,0.8874598741531372,0.7817153930664062,0.0683317631483078,0.4590164124965668,0.9333333373069764,0.37837839126586914,0.8619275689125061,0.8325964212417603,0.8307691812515259,0.16,0.8567389249801636,0.07398679852485657,0.8055555820465088,0.7954545617103577,0.8175095319747925,0.7129032015800476,0.7986067533493042,0.12084811180830002,0.8664458394050598,0.5832839012145996
kenn_bottom_up_adapter_bert_ms,1,30jlselx,0.608996570110321,0.5409972667694092,0.8789808750152588,0.8756692409515381,0.7697848081588745,0.6582149863243103,0.5656565427780151,0.8193202018737793,0.8542343378067017,0.8583097457885742,0.8068833947181702,0.7558208703994751,0.7221839427947998,0.4861878454685211,33,0.668639063835144,0.07277131080627441,0.8852813839912415,0.6875,0.8653451800346375,0.4057970941066742,0.7891140580177307,0.8625954389572144,0.7558208703994751,0.11545711755752563,0.8961039185523987,0.7941176295280457,0.25,0.12849512696266174,0.8678160905838013,0.9080459475517272,0.8193202018737793,0.822258710861206,0.8148148059844971,0.8756692409515381,0.8999999761581421,0.7697848081588745,0.8874598741531372,0.7891140580177307,0.07115928083658218,0.523809552192688,0.9333333373069764,0.42307692766189575,0.8653451800346375,0.837967574596405,0.84375,0.06999999999999999,0.8583097457885742,0.0744580626487732,0.8402778506278992,0.7954546213150024,0.822258710861206,0.753333330154419,0.8068833947181702,0.12162771821022034,0.887475311756134,0.6254931688308716
kenn_hybrid_adapter_bert_ms,0,2yxi6zo1,0.5176470279693604,0.3910485506057739,0.8789808750152588,0.8783007860183716,0.7461087107658386,0.5370333194732666,0.4566928744316101,0.8068259954452515,0.8667342662811279,0.8584668636322021,0.7939792275428772,0.7334878444671631,0.6445471048355103,0.3793103396892547,27,0.5809768438339233,0.07060729712247849,0.8831169009208679,0.6041666865348816,0.8653451800346375,0.2989690601825714,0.7845900058746338,0.8625954389572144,0.7334878444671631,0.10312598198652267,0.8961039185523987,0.4347825944423675,0.25,0.12818095088005066,0.8563218712806702,0.8659003973007202,0.8068259954452515,0.8198675513267517,0.8148148059844971,0.8783007860183716,1.0,0.7461087107658386,0.8874598741531372,0.7845900058746338,0.07021677494049072,0.5087718963623047,0.9666666388511658,0.4393939375877381,0.8653451800346375,0.7874583601951599,0.6060605645179749,0.05,0.8584668636322021,0.07100220024585724,0.8569445013999939,0.7104978561401367,0.8198675513267517,0.6943164467811584,0.7939792275428772,0.11429649591445924,0.861084520816803,0.5130316019058228
