name,instance,run_id,test_pretraining/macro_types/f1,test/micro/f1,threshold_incremental,test/macro_types/precision,test_incremental/macro_example/precision,test_incremental_LOCATION/macro_types/f1,test_incremental_LOCATION-REGION/macro_types/f1,test_incremental_LOCATION-REGION/macro_types/precision,test_incremental/micro/recall,test_incremental/micro/precision,test_pretraining/macro_types/recall,test_incremental/macro_types/precision,test/macro_types/recall,test/macro_example/f1,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,epoch,test_pretraining/macro_example/precision,test_incremental_LOCATION/macro_types/precision,test_incremental_only/macro_example_exclusive/f1,test/macro_types/f1,test_incremental_LOCATION-REGION/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_only/macro_example/precision,test_incremental_LOCATION-RIVER/macro_types/recall,test_incremental_LOCATION-RIVER/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_pretraining/micro/f1,test_pretraining/macro_example/recall,test_pretraining/macro_types/precision,test_incremental_LOCATION/macro_types/recall,test_pretraining/micro/precision,threshold_pretraining,test_incremental_LOCATION-RIVER/macro_types/f1,test_incremental_LOCATION-CONTINENT/macro_types/f1,test/micro/recall,test_incremental_only/micro/f1,test_incremental/macro_example/f1,test_pretraining/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental/macro_example_exclusive/f1,test/micro/precision,test_pretraining/micro/recall,test_incremental/macro_types/f1,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example/recall,test_incremental/micro/f1,test_incremental_only/micro/recall,test/macro_example/recall,test/macro_example/precision,test_incremental/macro_types/recall,test_incremental_LOCATION-CONTINENT/macro_types/recall,test_incremental_LOCATION-CONTINENT/macro_types/precision,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/precision
kenn_hybrid_adapter_bert_ms,2,wdcs9139,0.8228689432144165,0.8140962719917297,0.23,0.7816707491874695,0.12236882746219636,0.8874598741531372,0.5,0.48076921701431274,0.8358778357505798,0.7474402785301208,0.8686516284942627,0.6819514036178589,0.8686516284942627,0.8287436366081238,0.8045977354049683,0.694638192653656,0.12566760182380676,24,0.8034873008728027,0.8789808750152588,0.8506521582603455,0.8228689432144165,0.5208333134651184,0.6162749528884888,0.07398679852485657,0.8999999761581421,0.5625,0.902298867702484,0.8140962719917297,0.8556392788887024,0.7816707491874695,0.8961039185523987,0.7723926305770874,0.25,0.6923076510429382,0.8787878155708313,0.8605604767799377,0.6639344096183777,0.1239962801337242,0.8287436366081238,0.7958333492279053,0.8542861342430115,0.7723926305770874,0.8605604767799377,0.7450026869773865,0.595588207244873,0.8658008575439453,0.06597549468278885,0.7891891598701477,0.75,0.8556392788887024,0.8034873008728027,0.8209009170532227,0.9666666388511658,0.8055555820465088,0.06975187361240387,0.8430736064910889
kenn_top_down_adapter_bert_ms,2,1uy0gqur,0.8006176352500916,0.7805932760238647,0.1,0.7383511066436768,0.10995915532112122,0.8874598741531372,0.4218750298023224,0.3375000059604645,0.8511450290679932,0.5114678740501404,0.8743534088134766,0.4761828482151031,0.8743534088134766,0.8088094592094421,0.8505747318267822,0.4846498370170593,0.12755262851715088,24,0.7654571533203125,0.8789808750152588,0.891599178314209,0.8006176352500916,0.5625,0.34191685914993286,0.07681432366371155,0.9333333373069764,0.2043795585632324,0.9367815852165222,0.7805932760238647,0.857367217540741,0.7383511066436768,0.8961039185523987,0.71235191822052,0.25,0.3353293240070343,0.6521738767623901,0.8632946014404297,0.4392764866352082,0.11810427904129028,0.8088094592094421,0.831944465637207,0.8136924505233765,0.71235191822052,0.8632946014404297,0.6098861694335938,0.30465948581695557,0.8787878751754761,0.06974552571773529,0.6389684677124023,0.7870370149612427,0.857367217540741,0.7654571533203125,0.8479843139648438,1.0,0.4838709533214569,0.0731094554066658,0.7575757503509521
kenn_bottom_up_adapter_bert_ms,2,362okntp,0.8258719444274902,0.8167368769645691,0.17,0.7871081829071045,0.12629593908786774,0.8874598741531372,0.5494505167007446,0.5813953280448914,0.8358778357505798,0.7738515734672546,0.8686516284942627,0.7077791094779968,0.8686516284942627,0.8299534916877747,0.8045977354049683,0.7159931063652039,0.12566760182380676,24,0.8057650327682495,0.8789808750152588,0.8480894565582275,0.8258719444274902,0.5208333134651184,0.6507118940353394,0.07351554930210114,0.8999999761581421,0.5869565010070801,0.8965517282485962,0.8167368769645691,0.8556392788887024,0.7871081829071045,0.8961039185523987,0.7771604657173157,0.25,0.7105262875556946,0.865671694278717,0.8605604767799377,0.692307710647583,0.12598097324371338,0.8299534916877747,0.7958333492279053,0.8679599761962891,0.7771604657173157,0.8605604767799377,0.7601545453071594,0.6428571343421936,0.8658008575439453,0.06597549468278885,0.8036697506904602,0.75,0.8556392788887024,0.8057650327682495,0.8209009766578674,0.9666666388511658,0.7837837934494019,0.06954172998666763,0.8701298832893372
kenn_hybrid_adapter_bert_ms,1,1ifvfomh,0.8172009587287903,0.8060275316238403,0.12,0.7742934823036194,0.11875589191913603,0.8874598741531372,0.5319148898124695,0.54347825050354,0.8282442688941956,0.6802507638931274,0.8651429414749146,0.6469094157218933,0.8651429414749146,0.820899248123169,0.8045977354049683,0.656080961227417,0.12535344064235687,30,0.7892711162567139,0.8789808750152588,0.8506521582603455,0.8172009587287903,0.5208333134651184,0.5695523023605347,0.07398680597543716,0.8999999761581421,0.3214285671710968,0.902298867702484,0.8060275316238403,0.8551681041717529,0.7742934823036194,0.8961039185523987,0.7590579986572266,0.25,0.4736841917037964,0.8709677457809448,0.8591934442520142,0.5851852297782898,0.12196550518274309,0.820899248123169,0.7736111283302307,0.8402948379516602,0.7590579986572266,0.8591934442520142,0.7170437574386597,0.4876543283462525,0.8636363744735718,0.06597549468278885,0.7469879388809204,0.7314814925193787,0.8551681041717529,0.7892711162567139,0.8042343258857727,0.8999999761581421,0.84375,0.06975187361240387,0.8181818127632141
kenn_top_down_adapter_bert_ms,1,3p1vm2mg,0.8191258907318115,0.8059126138687134,0.43,0.780434787273407,0.12786678969860077,0.8874598741531372,0.5866667032241821,0.8148148059844971,0.8167939186096191,0.6858974099159241,0.8618534803390503,0.6760804653167725,0.8618534803390503,0.8241835236549377,0.7701148986816406,0.6729607582092285,0.12393967807292938,30,0.7961828708648682,0.8789808750152588,0.8160516023635864,0.8191258907318115,0.4583333432674408,0.6084470748901367,0.07115928083658218,0.8999999761581421,0.30000001192092896,0.8678160905838013,0.8059126138687134,0.8542255759239197,0.780434787273407,0.8961039185523987,0.7604609131813049,0.25,0.44999998807907104,0.7941175699234009,0.8571428656578064,0.5779467821121216,0.12587261199951172,0.8241835236549377,0.7527778148651123,0.8672133088111877,0.7604609131813049,0.8571428656578064,0.7280222773551941,0.4903225898742676,0.8538961410522461,0.06314796954393387,0.7456445693969727,0.7037037014961243,0.8542255759239197,0.7961828708648682,0.7886093258857727,0.8999999761581421,0.7105262875556946,0.06691468507051468,0.8809524178504944
kenn_bottom_up_adapter_bert_ms,1,2aqm5gqx,0.8214643001556396,0.8108282685279846,0.13,0.7810903787612915,0.12519635260105133,0.8874598741531372,0.5777778029441833,0.6190476417541504,0.8320610523223877,0.7194719314575195,0.8662394285202026,0.6791946291923523,0.8662394285202026,0.8234479427337646,0.8103448152542114,0.6864531636238098,0.12566760182380676,30,0.7935909032821655,0.8789808750152588,0.8512713313102722,0.8214643001556396,0.5416666865348816,0.61259925365448,0.07351554930210114,0.8999999761581421,0.375,0.8965517282485962,0.8108282685279846,0.8556393384933472,0.7810903787612915,0.8961039185523987,0.7670731544494629,0.25,0.5294117331504822,0.8709677457809448,0.8598769903182983,0.6299212574958801,0.12543152272701263,0.8234479427337646,0.7805556058883667,0.8641744256019592,0.7670731544494629,0.8598769903182983,0.7386206388473511,0.5479452013969421,0.8658008575439453,0.06644675135612488,0.7716813683509827,0.7407407164573669,0.8556393384933472,0.7935909032821655,0.8094426393508911,0.8999999761581421,0.84375,0.06980264186859131,0.8625540733337402
kenn_hybrid_adapter_bert_ms,0,2gsdroqk,0.7956569790840149,0.7764705419540405,0.86,0.7393880486488342,0.1319509893655777,0.8874598741531372,0.47422683238983154,0.4693877696990967,0.8167939186096191,0.4976744055747986,0.8611955642700195,0.48110848665237427,0.8611955642700195,0.8202774524688721,0.7758620977401733,0.4755817651748657,0.12409676611423492,23,0.7891925573348999,0.8789808750152588,0.8218191266059875,0.7956569790840149,0.4791666567325592,0.3484843969345093,0.07163053750991821,0.9333333373069764,0.17283950746059418,0.8735632300376892,0.7764705419540405,0.8539113998413086,0.7393880486488342,0.8961039185523987,0.7096773982048035,0.25,0.2916666865348816,0.54347825050354,0.8571428656578064,0.39895012974739075,0.12790341675281525,0.8202774524688721,0.7486111521720886,0.8812046647071838,0.7096773982048035,0.8571428656578064,0.5967240333557129,0.27838829159736633,0.8549783825874329,0.0636192262172699,0.6184970736503601,0.7037037014961243,0.8539113998413086,0.7891925573348999,0.7854843139648438,0.8333333134651184,0.4032258093357086,0.06738761067390442,0.9090908765792848
kenn_top_down_adapter_bert_ms,0,1gau9d8r,0.7945890426635742,0.7734567523002625,0.87,0.7383518815040588,0.1319509893655777,0.8874598741531372,0.4731182754039765,0.4888888895511627,0.8129770755767822,0.4840908944606781,0.8600990772247314,0.4761866927146912,0.8600990772247314,0.8180198669433594,0.7643678188323975,0.46805980801582336,0.1236255094408989,23,0.7854225635528564,0.8789808750152588,0.810283899307251,0.7945890426635742,0.4583333432674408,0.34192198514938354,0.07068802416324615,0.9333333373069764,0.16374269127845764,0.8620689511299133,0.7734567523002625,0.8534401655197144,0.7383518815040588,0.8961039185523987,0.7051209807395935,0.25,0.27860698103904724,0.5154638886451721,0.8564593195915222,0.38363173604011536,0.12765264511108398,0.8180198669433594,0.7416666746139526,0.8794769644737244,0.7051209807395935,0.8564593195915222,0.5914335250854492,0.26501765847206116,0.8517315983772278,0.06267671287059784,0.6068375706672668,0.6944444179534912,0.8534401655197144,0.7854225635528564,0.7802759408950806,0.8333333134651184,0.3731343150138855,0.06644174456596375,0.9090908765792848
kenn_bottom_up_adapter_bert_ms,0,21sioow8,0.8093730807304382,0.7970690727233887,0.62,0.7676178216934204,0.1305372267961502,0.8874598741531372,0.5679012537002563,0.6969696879386902,0.805343508720398,0.6224188804626465,0.855932354927063,0.6151998043060303,0.855932354927063,0.8254634141921997,0.7356321811676025,0.6070520877838135,0.12252592295408248,23,0.7999528646469116,0.8789808750152588,0.7839583158493042,0.8093730807304382,0.4791666567325592,0.5272727608680725,0.06880301237106323,0.800000011920929,0.2181818187236786,0.8390804529190063,0.7970690727233887,0.8526546955108643,0.7676178216934204,0.8961039185523987,0.7464200258255005,0.25,0.34285715222358704,0.7536232471466064,0.8550922870635986,0.5034483075141907,0.1264047771692276,0.8254634141921997,0.7152777910232544,0.8708796501159668,0.7464200258255005,0.8550922870635986,0.6801704168319702,0.401098906993866,0.8441558480262756,0.060320451855659485,0.70216304063797,0.6759259104728699,0.8526546955108643,0.7999528646469116,0.7604843378067017,0.8666666746139526,0.6666666865348816,0.0642831027507782,0.8993507623672485
box_adapter_bert_ms,2,3gxhe5vu,0.8120833039283752,0.6317387819290161,0.99,0.7682464122772217,0.10744580626487732,0.8990228176116943,0.3353293240070343,0.23529411852359772,0.8396946787834167,0.18628281354904175,0.8612257242202759,0.5416917204856873,0.8612257242202759,0.6345883011817932,0.8218390941619873,0.5508660674095154,0.12535344064235687,100,0.5064561367034912,0.901960790157318,0.8780560493469238,0.8120833039283752,0.5833333134651184,0.4216020107269287,0.07728558033704758,0.8666666746139526,0.02951191738247871,0.9425287246704102,0.6317387819290161,0.849513053894043,0.7682464122772217,0.8961039185523987,0.5016077160835266,0.175,0.05708013102412224,0.9655172228813172,0.8530417084693909,0.14436620473861694,0.11571086943149568,0.6345883011817932,0.7944444417953491,0.7972028255462646,0.5016077160835266,0.8530417084693909,0.6523604393005371,0.07976653426885605,0.8636363744735718,0.06738925725221634,0.3049203157424927,0.7592592835426331,0.849513053894043,0.5064561367034912,0.8198593258857727,0.9333333373069764,1.0,0.0719989463686943,0.7402597665786743
