name,instance,run_id,test_incremental/micro/precision,test/macro_types/f1,threshold_incremental,threshold_pretraining,test_pretraining/macro_example/recall,test_incremental/macro_example/f1,test_incremental_LOCATION/macro_types/f1,test_incremental_LOCATION/macro_types/precision,test_incremental_LOCATION-CONTINENT/macro_types/recall,test_incremental_only/macro_example/recall,test_incremental_only/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental/macro_example/recall,test_incremental_only/micro/precision,test_incremental_only/macro_example_exclusive/recall,test/micro/precision,test_incremental/micro/recall,test_incremental_only/micro/recall,test_incremental_only/macro_types/precision,test_incremental/macro_example/precision,test/macro_types/precision,test_incremental/macro_types/f1,test_incremental_only/macro_types/f1,test_incremental_LOCATION/macro_types/recall,test_incremental_LOCATION-CONTINENT/macro_types/f1,test/macro_example/precision,test_incremental_only/micro/f1,test_pretraining/macro_example/f1,test_incremental/macro_types/recall,test/macro_example/recall,test_pretraining/micro/recall,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test_pretraining/macro_types/f1,test/micro/f1,test_incremental_LOCATION-RIVER/macro_types/recall,test_pretraining/micro/precision,test_incremental_LOCATION-REGION/macro_types/f1,epoch,test_incremental_only/macro_example/f1,test_incremental_LOCATION-REGION/macro_types/recall,test_pretraining/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_LOCATION-RIVER/macro_types/precision,test_incremental_LOCATION-CONTINENT/macro_types/precision,test/macro_example/f1,test_incremental/micro/f1,test_pretraining/macro_types/recall,test_incremental/macro_types/precision,test_incremental_LOCATION-REGION/macro_types/precision,test_incremental_LOCATION-RIVER/macro_types/f1,test/macro_types/recall,test_pretraining/micro/f1,test_incremental_only/macro_example_exclusive/f1,test/micro/recall,test_incremental/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision
kenn_hybrid_adapter_bert_ms,2,2e0hg5xw,0.5450121760368347,0.8021000623703003,0.04,0.25,0.857681393623352,0.11339708417654036,0.8874598741531372,0.8789808750152588,1.0,0.07021677494049072,0.0730443000793457,0.8809523582458496,0.12786678969860077,0.3385826647281647,0.8563218116760254,0.7231121063232422,0.8549618124961853,0.7962962985038757,0.35293737053871155,0.10186930745840073,0.7400911450386047,0.6179949641227722,0.4968429505825043,0.8961039185523987,0.6382978558540344,0.775997519493103,0.4751381278038025,0.8147973418235779,0.8531926274299622,0.857681393623352,0.8639781475067139,0.8388888835906982,0.8908045887947083,0.8021000623703003,0.7872936725616455,0.9333333373069764,0.7231121063232422,0.3835616409778595,28,0.07160263508558273,0.5833333134651184,0.7400911450386047,0.775997519493103,0.30434781312942505,0.46875,0.8147973418235779,0.6656760573387146,0.8754498958587646,0.48444822430610657,0.2857142984867096,0.4590164124965668,0.8754498958587646,0.7872936725616455,0.8732229471206665,0.8639781475067139,0.781261682510376,0.701839804649353
kenn_top_down_adapter_bert_ms,2,pkno91jc,0.39153438806533813,0.7872509360313416,0.08,0.25,0.8568959832191467,0.11393748968839644,0.8874598741531372,0.8789808750152588,0.9666666388511658,0.0683317631483078,0.07257304340600967,0.874458909034729,0.1269242912530899,0.2048780471086502,0.8333333730697632,0.6628151535987854,0.847328245639801,0.7777777910232544,0.20739635825157168,0.1033616065979004,0.7171109914779663,0.5187314748764038,0.3311280310153961,0.8961039185523987,0.36942675709724426,0.7353888750076294,0.3243243098258972,0.791506290435791,0.8396509885787964,0.8568959832191467,0.8626110553741455,0.8208333253860474,0.8850574493408203,0.7872509360313416,0.7496287822723389,0.9333333373069764,0.6628151535987854,0.3139534890651703,28,0.07038857042789459,0.5625,0.7171109914779663,0.7353888750076294,0.17610062658786774,0.22834645211696625,0.791506290435791,0.5355850458145142,0.8725990056991577,0.3752924799919128,0.2177419364452362,0.29629626870155334,0.8725990056991577,0.7496287822723389,0.8584169745445251,0.8626110553741455,0.7849849462509155,0.7121212482452393
kenn_bottom_up_adapter_bert_ms,2,1w5wdeqn,0.5221444964408875,0.7993563413619995,0.03,0.25,0.857681393623352,0.11397863924503326,0.8874598741531372,0.8789808750152588,1.0,0.07021677494049072,0.07257304340600967,0.8809523582458496,0.12786678969860077,0.31617647409439087,0.8563218116760254,0.7157418131828308,0.8549618124961853,0.7962962985038757,0.32343536615371704,0.1028118133544922,0.7354329228401184,0.5996886491775513,0.4668686091899872,0.8961039185523987,0.5714285969734192,0.7714263200759888,0.4526315927505493,0.81227046251297,0.8531926274299622,0.857681393623352,0.8639781475067139,0.8388888835906982,0.8850574493408203,0.7993563413619995,0.7829049825668335,0.9333333373069764,0.7157418131828308,0.3684210479259491,27,0.07137547433376312,0.5833333134651184,0.7354329228401184,0.7714263200759888,0.301075279712677,0.4000000059604645,0.81227046251297,0.6483356952667236,0.8754498958587646,0.4623217284679413,0.26923078298568726,0.4552845656871796,0.8754498958587646,0.7829049825668335,0.8704525232315063,0.8639781475067139,0.7852683663368225,0.7083333134651184
kenn_hybrid_adapter_bert_ms,1,34ufcnps,0.7184466123580933,0.8222128748893738,0.13,0.25,0.8568960428237915,0.12091944366693495,0.8874598741531372,0.8789808750152588,0.8999999761581421,0.0683317631483078,0.0730442926287651,0.874458909034729,0.1269242912530899,0.5526315569877625,0.8333333730697632,0.766707181930542,0.847328245639801,0.7777777910232544,0.5987325310707092,0.11545710265636444,0.7789009213447571,0.7408378720283508,0.6879215836524963,0.8961039185523987,0.8709677457809448,0.7953188419342041,0.6461538672447205,0.824959933757782,0.8302760124206543,0.8568960428237915,0.8626110553741455,0.8083333373069763,0.890804648399353,0.8222128748893738,0.8118366003036499,0.8999999761581421,0.766707181930542,0.5309734344482422,33,0.07060949504375458,0.625,0.7789009213447571,0.7953188419342041,0.4909090995788574,0.84375,0.824959933757782,0.7775831818580627,0.870625376701355,0.6687946319580078,0.4615384638309479,0.6352941393852234,0.870625376701355,0.8118366003036499,0.8611111640930176,0.8626110553741455,0.8330878615379333,0.7954545617103577
kenn_top_down_adapter_bert_ms,1,ylnadgjn,0.6173184514045715,0.811881422996521,0.16,0.25,0.8567389249801636,0.12084811180830002,0.8874598741531372,0.8789808750152588,0.8999999761581421,0.0683317631483078,0.07398679852485657,0.8733766078948975,0.12676720321178436,0.4129353165626526,0.8333333134651184,0.7439528107643127,0.8435114622116089,0.7685185074806213,0.48471829295158386,0.11545711010694504,0.7608986496925354,0.6844909191131592,0.6052474975585938,0.8961039185523987,0.8307691812515259,0.7817153930664062,0.5372167825698853,0.8175095319747925,0.8281925916671753,0.8567389249801636,0.8619275689125061,0.8055555820465088,0.9022988080978394,0.811881422996521,0.7986067533493042,0.9333333373069764,0.7439528107643127,0.4590164124965668,33,0.07104692608118057,0.5833333134651184,0.7608986496925354,0.7817153930664062,0.30434781312942505,0.7714285850524902,0.8175095319747925,0.7129032015800476,0.8701868057250977,0.5832839012145996,0.37837839126586914,0.4590164124965668,0.8701868057250977,0.7986067533493042,0.8664458394050598,0.8619275689125061,0.8325964212417603,0.7954545617103577
kenn_bottom_up_adapter_bert_ms,1,30jlselx,0.668639063835144,0.8193202018737793,0.06999999999999999,0.25,0.8583097457885742,0.12162771821022034,0.8874598741531372,0.8789808750152588,0.8999999761581421,0.07115928083658218,0.0744580626487732,0.8852813839912415,0.12849512696266174,0.4861878454685211,0.8678160905838013,0.7558208703994751,0.8625954389572144,0.8148148059844971,0.5409972667694092,0.11545711755752563,0.7697848081588745,0.7221839427947998,0.6582149863243103,0.8961039185523987,0.84375,0.7891140580177307,0.608996570110321,0.822258710861206,0.8542343378067017,0.8583097457885742,0.8653451800346375,0.8402778506278992,0.9080459475517272,0.8193202018737793,0.8068833947181702,0.9333333373069764,0.7558208703994751,0.523809552192688,33,0.07277131080627441,0.6875,0.7697848081588745,0.7891140580177307,0.4057970941066742,0.7941176295280457,0.822258710861206,0.753333330154419,0.8756692409515381,0.6254931688308716,0.42307692766189575,0.5656565427780151,0.8756692409515381,0.8068833947181702,0.887475311756134,0.8653451800346375,0.837967574596405,0.7954546213150024
kenn_hybrid_adapter_bert_ms,0,2yxi6zo1,0.5809768438339233,0.8068259954452515,0.05,0.25,0.8584668636322021,0.11429649591445924,0.8874598741531372,0.8789808750152588,1.0,0.07021677494049072,0.07100220024585724,0.8831169009208679,0.12818095088005066,0.3793103396892547,0.8563218712806702,0.7334878444671631,0.8625954389572144,0.8148148059844971,0.3910485506057739,0.10312598198652267,0.7461087107658386,0.6445471048355103,0.5370333194732666,0.8961039185523987,0.6060605645179749,0.7845900058746338,0.5176470279693604,0.8198675513267517,0.8667342662811279,0.8584668636322021,0.8653451800346375,0.8569445013999939,0.8659003973007202,0.8068259954452515,0.7939792275428772,0.9666666388511658,0.7334878444671631,0.5087718963623047,27,0.07060729712247849,0.6041666865348816,0.7461087107658386,0.7845900058746338,0.2989690601825714,0.4347825944423675,0.8198675513267517,0.6943164467811584,0.8783007860183716,0.5130316019058228,0.4393939375877381,0.4566928744316101,0.8783007860183716,0.7939792275428772,0.861084520816803,0.8653451800346375,0.7874583601951599,0.7104978561401367
kenn_top_down_adapter_bert_ms,0,2qtvmyc9,0.4391217529773712,0.7922846078872681,0.1,0.25,0.8565818071365356,0.1153661087155342,0.8874598741531372,0.8789808750152588,1.0,0.06503298878669739,0.0683317631483078,0.8647186756134033,0.12551051378250122,0.2383720874786377,0.7931034564971924,0.6855277419090271,0.8396946787834167,0.7592592835426331,0.2644276022911072,0.10673892498016356,0.7261159420013428,0.5572772026062012,0.399334728717804,0.8961039185523987,0.4761904776096344,0.7523092031478882,0.36283186078071594,0.801066517829895,0.8354842662811279,0.8565818071365356,0.8612440228462219,0.8152778148651123,0.8333333730697632,0.7922846078872681,0.7634050250053406,0.9666666388511658,0.6855277419090271,0.3801652789115906,27,0.06664157658815384,0.4791666567325592,0.7261159420013428,0.7523092031478882,0.16571427881717682,0.3125,0.801066517829895,0.5766710042953491,0.8717218637466431,0.4180659055709839,0.31506848335266113,0.2829267978668213,0.8717218637466431,0.7634050250053406,0.8127208948135376,0.8612440228462219,0.7948275804519653,0.7353895902633667
kenn_bottom_up_adapter_bert_ms,0,3teu5kcl,0.4248608648777008,0.795137882232666,0.02,0.25,0.8594093322753906,0.1125698983669281,0.8874598741531372,0.8789808750152588,1.0,0.07257304340600967,0.07005968689918518,0.8917748928070068,0.1294376254081726,0.23821990191936493,0.8850575089454651,0.6764392256736755,0.8740457892417908,0.8425925970077515,0.2518313229084015,0.09959158301353456,0.7241270542144775,0.5585664510726929,0.3913777768611908,0.8961039185523987,0.44117647409439087,0.7454445362091064,0.37142857909202576,0.798380434513092,0.8823592662811279,0.8594093322753906,0.8673957586288452,0.8777778148651123,0.8544061183929443,0.795137882232666,0.7601078152656555,0.9666666388511658,0.6764392256736755,0.4155844151973725,27,0.07129422575235367,0.6666666865348816,0.7241270542144775,0.7454445362091064,0.17058824002742767,0.2830188572406769,0.798380434513092,0.5717852711677551,0.8815902471542358,0.408618688583374,0.30188679695129395,0.2900000214576721,0.8815902471542358,0.7601078152656555,0.8694617748260498,0.8673957586288452,0.7755628824234009,0.6861472129821777
box_adapter_bert_ms,2,11oxdvwr,0.17273497581481934,0.7889488339424133,0.99,0.175,0.8419729471206665,0.10812310129404068,0.8990228176116943,0.901960790157318,0.8333333134651184,0.05230914056301117,0.06220546364784241,0.8116883039474487,0.117813378572464,0.06420233100652695,0.6379310488700867,0.49517685174942017,0.7786259651184082,0.6111111044883728,0.2612389624118805,0.09990574419498444,0.7429260015487671,0.5327510237693787,0.3753814995288849,0.8961039185523987,0.7042253017425537,0.4989160895347595,0.11619718372821808,0.6265602111816406,0.7240259647369385,0.8419729471206665,0.8421052694320679,0.6666666865348816,0.7586206793785095,0.7889488339424133,0.6236395239830017,0.8333333134651184,0.49517685174942017,0.202531635761261,12,0.05682968348264694,0.3333333432674408,0.7429260015487671,0.4989160895347595,0.028506271541118625,0.6097561120986938,0.6265602111816406,0.28274431824684143,0.8410502672195435,0.4214194118976593,0.145454540848732,0.055126793682575226,0.8410502672195435,0.6236395239830017,0.6930608749389648,0.8421052694320679,0.7449260354042053,0.6883116960525513
