name,instance,run_id,test/macro_types/precision,test/macro_example/precision,test_incremental_only/micro/precision,test_pretraining/macro_types/f1,test_incremental/macro_example/precision,test_incremental_only/macro_example/recall,epoch,test_pretraining/macro_types/precision,test_incremental_other-product-weapon/macro_types/precision,test_pretraining/macro_example/recall,test_incremental_other-product-car/macro_types/recall,threshold_incremental,threshold_pretraining,test_incremental/macro_types/recall,test_incremental_other-product/macro_types/precision,test_incremental_only/macro_types/f1,test/macro_example/recall,test_incremental/macro_types/precision,test_incremental_other-product/macro_types/recall,test_incremental_only/macro_example/f1,test/micro/precision,test_incremental/micro/precision,test_incremental_other-product-car/macro_types/f1,test_incremental/micro/recall,test_incremental_other-product-software/macro_types/recall,test/macro_types/recall,test_incremental_only/macro_types/recall,test_incremental_other-product/macro_types/f1,test_incremental_other-product-car/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test_pretraining/macro_example/precision,test_incremental_other-product-computer/macro_types/precision,test/micro/f1,test/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_example/recall,test_incremental_other-product-software/macro_types/f1,test_pretraining/micro/precision,test_pretraining/macro_example/f1,test_incremental/macro_example_exclusive/recall,test_incremental_other-product-computer/macro_types/recall,test_incremental_only/micro/recall,test_incremental/macro_types/f1,test_incremental_other-product-weapon/macro_types/f1,test/macro_example/f1,test_incremental/micro/f1,test_incremental/macro_example/f1,test_incremental_only/micro/f1,test_pretraining/macro_types/recall,test_pretraining/micro/f1,test_incremental/macro_example_exclusive/f1,test_incremental_other-product-software/macro_types/precision,test_pretraining/micro/recall,test_incremental_only/macro_example_exclusive/f1,test/micro/recall,test_incremental/macro_example_exclusive/precision,test_incremental_other-product-weapon/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_only/macro_example/precision,test_incremental_other-product-computer/macro_types/f1
kenn_hybrid_adapter_bert_ms,2,1oymge6t,0.8540963530540466,0.8624603748321533,0.6974790096282959,0.8256630301475525,0.06512086093425751,0.03650715202093125,82,0.8540963530540466,0.5531914830207825,0.8570059537887573,0.5151515007019043,0.33,0.33,0.6709599494934082,0.9177215099334716,0.6733952760696411,0.8570059537887573,0.774158239364624,0.8787878751754761,0.03859991952776909,0.8534182906150818,0.8231046795845032,0.5762711763381958,0.737864077091217,0.3199999928474426,0.7990618348121643,0.6190029382705688,0.8978328108787537,0.6538461446762085,0.5967742204666138,0.8624603748321533,0.8571428656578064,0.850953221321106,0.8256630301475525,0.6693547964096069,0.06216082721948624,0.47058823704719543,0.8534182906150818,0.8597244620323181,0.7636363506317139,0.774193525314331,0.5763888955116272,0.7188742756843567,0.6753246188163757,0.8597244620323181,0.7781569957733154,0.06360641866922379,0.6311787366867065,0.7990618348121643,0.850953221321106,0.7813953161239624,0.8888888955116272,0.8485022783279419,0.6309841871261597,0.8485022783279419,0.7999999523162842,0.8666666746139526,0.7382673621177673,0.040947213768959045,0.8135592937469482
kenn_top_down_adapter_bert_ms,2,1z8niw8o,0.8528167605400085,0.862156093120575,0.6850393414497375,0.8263816833496094,0.06610754132270813,0.03848051279783249,93,0.8528167605400085,0.5625,0.857598066329956,0.5757575631141663,0.32,0.33,0.6961994171142578,0.9177215099334716,0.6843953132629395,0.857598066329956,0.7611066102981567,0.8787878751754761,0.04057944938540459,0.8528731465339661,0.8140350580215454,0.6129032373428345,0.7508090734481812,0.3199999928474426,0.8015362620353699,0.6505522727966309,0.8978328108787537,0.6551724076271057,0.6290322542190552,0.862156093120575,0.78125,0.8510679602622986,0.8263816833496094,0.7016128897666931,0.06314750760793686,0.47058823704719543,0.8528731465339661,0.8598710298538208,0.7757575511932373,0.8064516186714172,0.6041666865348816,0.7272075414657593,0.6923076510429382,0.8598710298538208,0.7811447381973267,0.06459362804889679,0.6420664191246033,0.8015362620353699,0.8510679602622986,0.7935229539871216,0.8888888955116272,0.8492703437805176,0.6633431315422058,0.8492703437805176,0.8121211528778076,0.8999999761581421,0.7219527959823608,0.042920567095279694,0.7936508655548096
kenn_bottom_up_adapter_bert_ms,2,lp1yar39,0.8555428385734558,0.8625672459602356,0.7049180269241333,0.8273109197616577,0.06635421514511108,0.03774050250649452,82,0.8555428385734558,0.5652173757553101,0.857392430305481,0.5757575631141663,0.14,0.33,0.6895327568054199,0.9177215099334716,0.6947795152664185,0.857392430305481,0.7889126539230347,0.8787878751754761,0.039946869015693665,0.8535031676292419,0.824999988079071,0.6129032373428345,0.7475728392601013,0.3199999928474426,0.8008826375007629,0.6422189474105835,0.8978328108787537,0.6551724076271057,0.6169354915618896,0.8625672459602356,0.8064516186714172,0.8512850403785706,0.8273109197616577,0.6935483813285828,0.06281861662864685,0.4848484992980957,0.8535031676292419,0.8599720597267151,0.7717171311378479,0.8064516186714172,0.5972222089767456,0.7358826398849487,0.684210479259491,0.8599720597267151,0.7843802571296692,0.06453803181648254,0.646616518497467,0.8008826375007629,0.8512850403785706,0.7928398847579956,1.0,0.849078357219696,0.6530025005340576,0.849078357219696,0.8151514530181885,0.8666666746139526,0.7567103505134583,0.04242723062634468,0.8064516186714172
kenn_hybrid_adapter_bert_ms,1,pgv5gttn,0.8107360601425171,0.8279097080230713,0.17047816514968872,0.8047259449958801,0.07079426944255829,0.037000492215156555,104,0.8107360601425171,0.17699114978313446,0.8564139604568481,0.8787878751754761,0.94,0.33,0.6683323383331299,0.9177215099334716,0.2850145101547241,0.8564139604568481,0.33188289403915405,0.8787878751754761,0.03865019604563713,0.7974729537963867,0.3552425801753998,0.2310756891965866,0.7346278429031372,0.23999999463558197,0.7988042235374451,0.6157184839248657,0.8978328108787537,0.13302752375602722,0.6048387289047241,0.8279097080230713,0.24705882370471952,0.8221064805984497,0.8047259449958801,0.6612902879714966,0.06224305182695389,0.2086956650018692,0.7974729537963867,0.8419206142425537,0.7646464109420776,0.6774193644523621,0.5694444179534912,0.4435206651687622,0.279720276594162,0.8419206142425537,0.4789029657840729,0.06624383479356766,0.2624000012874603,0.7988042235374451,0.8221064805984497,0.8137955069541931,0.1846153885126114,0.8483102917671204,0.6318060755729675,0.8483102917671204,0.8696969151496887,0.6666666865348816,0.18542322516441345,0.040453873574733734,0.3620689809322357
kenn_top_down_adapter_bert_ms,1,leki4qzt,0.8367832899093628,0.8593549728393555,0.4970760345458984,0.818221390247345,0.06980758905410767,0.03823384270071983,105,0.8367832899093628,0.5116279125213623,0.8568004369735718,0.9090909361839294,0.6,0.33,0.6852747201919556,0.9177215099334716,0.5710391402244568,0.8568004369735718,0.5975645780563354,0.8787878751754761,0.039998482912778854,0.8453155159950256,0.6990881562232971,0.582524299621582,0.7443365454673767,0.25999999046325684,0.8004652261734009,0.6368963718414307,0.8978328108787537,0.4285714328289032,0.625,0.8593549728393555,0.5882353186607361,0.8470970988273621,0.818221390247345,0.6854838132858276,0.0629008412361145,0.3513513505458832,0.8453155159950256,0.8580757975578308,0.7727272510528564,0.6451612710952759,0.5902777910232544,0.6384211778640747,0.6027397513389587,0.8580757975578308,0.7210031151771545,0.06617448478937149,0.5396825671195984,0.8004652261734009,0.8470970988273621,0.8129435181617737,0.5416666865348816,0.8488863110542297,0.6538461446762085,0.8488863110542297,0.8575757145881653,0.7333333492279053,0.517525315284729,0.04193389043211937,0.6153846383094788
kenn_bottom_up_adapter_bert_ms,1,2rwx16cz,0.8094468116760254,0.8283537030220032,0.1595744639635086,0.8019808530807495,0.07104094326496124,0.03404045104980469,103,0.8094468116760254,0.16363635659217834,0.8554108738899231,0.8181818127632141,0.94,0.33,0.6259745955467224,0.9177215099334716,0.25992411375045776,0.8554108738899231,0.3187335133552551,0.8787878751754761,0.03545880317687988,0.797793447971344,0.35031846165657043,0.2288135439157486,0.7119740843772888,0.2199999988079071,0.794651448726654,0.5627713203430176,0.8978328108787537,0.13300491869449615,0.5564515590667725,0.8283537030220032,0.23456789553165436,0.8216447234153748,0.8019808530807495,0.6048387289047241,0.0606808103621006,0.1746031641960144,0.797793447971344,0.8416649103164673,0.7454544901847839,0.6129032373428345,0.5208333134651184,0.4223930835723877,0.2571428716182709,0.8416649103164673,0.46958374977111816,0.06545346230268478,0.2442996650934219,0.794651448726654,0.8216447234153748,0.8040857911109924,0.14473684132099152,0.8469662070274353,0.5796371102333069,0.8469662070274353,0.8727272152900696,0.6000000238418579,0.1689864993095398,0.037000492215156555,0.3392857015132904
kenn_hybrid_adapter_bert_ms,0,1zex4es8,0.8502402305603027,0.8627481460571289,0.7222222089767456,0.8236547708511353,0.0673408955335617,0.03404045104980469,115,0.8502402305603027,0.6666666865348816,0.8555260300636292,0.9090909361839294,0.27,0.33,0.6670811176300049,0.9177215099334716,0.6494734883308411,0.8555260300636292,0.734826385974884,0.8787878751754761,0.03612456098198891,0.8542674779891968,0.8383458852767944,0.7692307829856873,0.7216828465461731,0.03999999910593033,0.7986814975738525,0.6141544580459595,0.8978328108787537,0.6666666865348816,0.5564515590667725,0.8627481460571289,0.9230769276618958,0.8508915901184082,0.8236547708511353,0.6290322542190552,0.06092747673392296,0.07407406717538834,0.8542674779891968,0.8591219782829285,0.7484848499298096,0.774193525314331,0.5416666865348816,0.6993169188499451,0.6984127163887024,0.8591219782829285,0.7756521701812744,0.06397385150194168,0.6190476417541504,0.7986814975738525,0.8508915901184082,0.7859090566635132,0.5,0.8475422263145447,0.5905200242996216,0.8475422263145447,0.8272726535797119,0.7333333492279053,0.6891025900840759,0.03848051279783249,0.8421053290367126
kenn_top_down_adapter_bert_ms,0,2rolu4ms,0.8458117842674255,0.8616956472396851,0.6528925895690918,0.8217787146568298,0.06832757592201233,0.03453379124403,115,0.8458117842674255,0.6470588445663452,0.8556904792785645,0.9090909361839294,0.3,0.33,0.6710811257362366,0.9177215099334716,0.6258242726325989,0.8556904792785645,0.6896556615829468,0.8787878751754761,0.036619726568460464,0.8523166179656982,0.8028674125671387,0.6976744532585144,0.7249190807342529,0.05999999865889549,0.7990736961364746,0.6191544532775879,0.8978328108787537,0.5660377144813538,0.5645160675048828,0.8616956472396851,0.8888888955116272,0.8500192761421204,0.8217787146568298,0.6370967626571655,0.061174146831035614,0.10526315867900848,0.8523166179656982,0.8586825132369995,0.7515151500701904,0.774193525314331,0.5486111044883728,0.680241584777832,0.6875,0.8586825132369995,0.761904776096344,0.06455328315496445,0.5962263941764832,0.7990736961364746,0.8500192761421204,0.7930273413658142,0.4285714328289032,0.847734272480011,0.5986143946647644,0.847734272480011,0.8393938541412354,0.7333333492279053,0.6326392292976379,0.0389738529920578,0.8275862336158752
kenn_bottom_up_adapter_bert_ms,0,1cgazbo6,0.8544420003890991,0.8634306192398071,0.75,0.8256213068962097,0.06882091611623764,0.03404045104980469,115,0.8544420003890991,0.6666666865348816,0.8555260300636292,0.9090909361839294,0.21,0.33,0.6670811176300049,0.9177215099334716,0.6723275184631348,0.8555260300636292,0.7776834964752197,0.8787878751754761,0.03612456098198891,0.8549293279647827,0.8511450290679932,0.8000000715255737,0.7216828465461731,0.03999999910593033,0.7986814975738525,0.6141544580459595,0.8978328108787537,0.7142857313156128,0.5564515590667725,0.8634306192398071,0.9230769276618958,0.8512197732925415,0.8256213068962097,0.6290322542190552,0.06092747673392296,0.07547169923782349,0.8549293279647827,0.859460175037384,0.7484848499298096,0.774193525314331,0.5416666865348816,0.7181487679481506,0.6984127163887024,0.859460175037384,0.7810857892036438,0.06463409215211868,0.6290321946144104,0.7986814975738525,0.8512197732925415,0.7940200567245483,0.6666666865348816,0.8475422263145447,0.5905200242996216,0.8475422263145447,0.8454545140266418,0.7333333492279053,0.7426739931106567,0.03848051279783249,0.8421053290367126
box_adapter_bert_ms,2,ct09k1tf,0.703076958656311,0.8091825246810913,0.14399093389511108,0.6944295763969421,0.02945239096879959,0.05377404764294624,15,0.703076958656311,0.13636364042758942,0.8043020367622375,0.9696969985961914,0.060000000000000005,0.26,0.8789207935333252,0.7797619104385376,0.24830418825149536,0.8043020367622375,0.2711642384529114,0.7939394116401672,0.024260403588414192,0.7377223968505859,0.24571429193019867,0.25196850299835205,0.8349514603614807,0.7599999904632568,0.6859923601150513,0.9001661539077759,0.7867867350578308,0.14479638636112213,0.8790322542190552,0.8091825246810913,0.12217194586992264,0.7657924294471741,0.6944295763969421,0.25604838132858276,0.0668475553393364,0.28148147463798523,0.7377223968505859,0.8067349195480347,0.821212112903595,0.8709677457809448,0.8819444179534912,0.414459615945816,0.24000000953674316,0.8067349195480347,0.3796909749507904,0.04088933393359184,0.24756334722042084,0.6859923601150513,0.7657924294471741,0.5023192763328552,0.17272727191448212,0.7960829734802246,0.396579384803772,0.7960829734802246,0.36181819438934326,1.0,0.14401480555534363,0.015663541853427887,0.2142857164144516
