name,instance,run_id,test_incremental_location-city/macro_types/recall,test/macro_types/f1,test_incremental_location-county/macro_types/f1,test_incremental_location-bridge/macro_types/precision,test_pretraining/macro_example/f1,test_incremental/micro/recall,test_incremental_location-country/macro_types/f1,test_incremental/macro_example/f1,test_incremental_only/macro_example/f1,test_incremental_location-country/macro_types/precision,test_incremental_only/macro_types/f1,test_incremental_only/micro/precision,test_incremental_location-bridge/macro_types/recall,test_incremental_location/macro_types/precision,test_incremental_only/macro_types/precision,test_incremental_location-body_of_water/macro_types/recall,test_incremental/macro_example/recall,test_incremental_location-cemetery/macro_types/f1,test_incremental/micro/f1,test_incremental_location/macro_types/recall,test_incremental_location-province/macro_types/recall,test_incremental_location-cemetery/macro_types/precision,test/macro_types/precision,epoch,test_incremental_only/macro_example/precision,test_incremental_location-province/macro_types/f1,test_incremental_location-body_of_water/macro_types/f1,test/macro_example/precision,test_pretraining/macro_types/recall,test_pretraining/micro/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_types/f1,test_incremental/macro_example_exclusive/recall,test/micro/recall,threshold_pretraining,test_incremental/micro/precision,test_incremental_only/micro/f1,test_pretraining/micro/f1,test_incremental_location-body_of_water/macro_types/precision,test_pretraining/micro/precision,test_incremental/macro_types/recall,test_pretraining/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_only/micro/recall,test_incremental/macro_example/precision,test_incremental_location-city/macro_types/f1,test_incremental_only/macro_example_exclusive/recall,threshold_incremental,test/macro_types/recall,test_incremental_location-country/macro_types/recall,test_incremental_location-county/macro_types/recall,test_incremental_only/macro_types/recall,test_incremental_location/macro_types/f1,test_pretraining/macro_example/recall,test_incremental_location-bridge/macro_types/f1,test/micro/f1,test_pretraining/macro_types/f1,test_incremental_location-province/macro_types/precision,test_incremental/macro_example_exclusive/f1,test/micro/precision,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/precision,test_incremental_location-county/macro_types/precision,test/macro_example/f1,test/macro_example/recall,test_incremental_location-city/macro_types/precision,test_incremental_location-cemetery/macro_types/recall,test_pretraining/macro_example/precision
no_init_box_kenn_hybrid_adapter_bert_ms,2,s8ebwwsk,0.011904762126505377,0.81194007396698,0.4878048896789551,0.29591837525367737,0.895477294921875,0.7125645279884338,0.21705424785614016,0.22746720910072327,0.031556788831949234,1.0,0.4887832105159759,0.5705521702766418,0.9354838728904724,0.921052634716034,0.7435728311538696,0.8125,0.2132335901260376,0.0,0.7800282835960388,0.9447301030158995,0.3333333432674408,0.0,0.8718998432159424,20,0.032359082251787186,0.5,0.8965517282485962,0.9163999557495116,0.7596964240074158,0.8306878209114075,0.30000001192092896,0.556146502494812,0.7877035140991211,0.8306878209114075,0.25,0.8616024851799011,0.340036541223526,0.8607274889945984,1.0,0.8930212259292603,0.4366281032562256,0.8718998432159424,0.030793320387601852,0.29256197810173035,0.2421875,0.24373695254325867,0.02352941408753395,0.28548386693000793,0.01,0.7596964240074158,0.12173912674188614,0.3333333432674408,0.3640420734882355,0.9327411651611328,0.8754887580871582,0.4496123790740967,0.8607274889945984,0.81194007396698,1.0,0.8402837514877319,0.8930212259292603,0.7657577991485596,0.9003856182098389,0.9090909361839294,0.895477294921875,0.8754887580871582,1.0,0.0,0.9163999557495116
no_init_box_kenn_top_down_adapter_bert_ms,2,ly4cqi1d,0.0714285746216774,0.8249375820159912,0.5777778029441833,0.24786324799060824,0.8960028886795044,0.7452667951583862,0.306569367647171,0.2285199910402298,0.04201711714267731,0.9545454382896424,0.5992147326469421,0.5848214030265808,0.9354838728904724,0.921052634716034,0.8555911779403687,0.875,0.2181628495454788,0.5600000023841858,0.7930403351783752,0.9447301030158995,0.3333333432674408,0.9545454382896424,0.8859021663665771,20,0.04558107256889343,0.5,0.9180327653884888,0.9138193130493164,0.7718235850334167,0.8384208679199219,0.42258065938949585,0.6503664255142212,0.8059126138687134,0.8384208679199219,0.25,0.8473581075668335,0.4309210777282715,0.8631888031959534,0.9655172228813172,0.8894646167755127,0.5215180516242981,0.8859021663665771,0.03897007554769516,0.38953936100006104,0.3411458432674408,0.2399095594882965,0.13333334028720856,0.3612903356552124,0.01,0.7718235850334167,0.1826086938381195,0.4333333373069763,0.46105918288230896,0.9327411651611328,0.8788679838180542,0.3918918967247009,0.8631888031959534,0.8249375820159912,1.0,0.8441727757453918,0.8894646167755127,0.8637738227844238,0.8862468004226685,0.8666666746139526,0.8960028886795044,0.8788679838180542,1.0,0.3962264060974121,0.9138193130493164
no_init_box_kenn_bottom_up_adapter_bert_ms,2,3bu74no9,0.2142857164144516,0.8297223448753357,0.6530612111091614,0.2566371560096741,0.898239016532898,0.7736660838127136,0.3636363744735718,0.2312420755624771,0.05232112854719162,0.9285714030265808,0.6563166379928589,0.640625,0.9354838728904724,0.921052634716034,0.8453627824783325,0.8125,0.22317907214164737,0.7500000596046448,0.8113718628883362,0.9447301030158995,0.41025641560554504,0.9428571462631226,0.884623646736145,32,0.05706332623958587,0.5818182229995728,0.8965517282485962,0.9140164852142334,0.7812373638153076,0.8451363444328308,0.5290322303771973,0.6963288187980652,0.824442982673645,0.8451363444328308,0.25,0.8529411554336548,0.5125000476837158,0.8671956658363342,1.0,0.8904373645782471,0.5874147415161133,0.884623646736145,0.048306655138731,0.48506754636764526,0.4270833432674408,0.23990954458713531,0.34951457381248474,0.44784945249557495,0.01,0.7812373638153076,0.2260869592428207,0.5333333611488342,0.5363697409629822,0.9327411651611328,0.8829970359802246,0.402777761220932,0.8671956658363342,0.8297223448753357,1.0,0.8542284965515137,0.8904373645782471,0.8548240065574646,0.8862468004226685,0.8421052694320679,0.898239016532898,0.8829970359802246,0.9473684430122375,0.6226415038108826,0.9140164852142334
no_init_box_kenn_hybrid_adapter_bert_ms,1,cxam7b4v,0.2142857164144516,0.8309618234634399,0.8518518805503845,0.21705426275730133,0.8978029489517212,0.7831325531005859,0.4000000059604645,0.2302216440439224,0.05566434562206268,0.8571428656578064,0.6750888824462891,0.6013745665550232,0.9032257795333862,0.921052634716034,0.8209737539291382,0.90625,0.22480282187461853,0.75789475440979,0.8085296154022217,0.9447301030158995,0.28205129504203796,0.8571428656578064,0.8815749883651733,38,0.06089074909687042,0.4399999976158142,0.9508196711540222,0.9112908840179444,0.7858446836471558,0.8473748564720154,0.5645160675048828,0.7108438611030579,0.8304412961006165,0.8473748564720154,0.25,0.8356290459632874,0.5185185074806213,0.8663268089294434,1.0,0.8861460089683533,0.6196655035018921,0.8815749883651733,0.05126421153545379,0.5160622596740723,0.4557291567325592,0.2359081506729126,0.34285715222358704,0.47526878118515015,0.01,0.7858446836471558,0.260869562625885,0.7666666507720947,0.5732277631759644,0.9327411651611328,0.8847085237503052,0.3499999940395355,0.8663268089294434,0.8309618234634399,1.0,0.8504588603973389,0.8861460089683533,0.8334836363792419,0.8714653253555298,0.9583333134651184,0.8978029489517212,0.8847085237503052,0.8571428656578064,0.6792452931404114,0.9112908840179444
no_init_box_kenn_top_down_adapter_bert_ms,1,7wsuqqbo,0.2738095223903656,0.8300872445106506,0.8518518805503845,0.20270270109176636,0.8965252637863159,0.7917383909225464,0.3780487775802612,0.22813695669174192,0.05875909700989723,0.6326530575752258,0.6751131415367126,0.550595223903656,0.9677419066429138,0.921052634716034,0.7728025913238525,0.9375,0.226310595870018,0.7551020383834839,0.8013936877250671,0.9447301030158995,0.28205129504203796,0.8222222328186035,0.8755536079406738,38,0.06437021493911743,0.4399999976158142,0.9230769276618958,0.9072895050048828,0.7891098856925964,0.8494098782539368,0.5967742204666138,0.7092058658599854,0.8360111713409424,0.8494098782539368,0.25,0.8112874627113342,0.5138888955116272,0.8643611669540405,0.9090909361839294,0.8798482418060303,0.6425222158432007,0.8755536079406738,0.05404778569936752,0.5447537302970886,0.4817708432674408,0.2299930453300476,0.418181836605072,0.501075267791748,0.01,0.7891098856925964,0.269565224647522,0.7666666507720947,0.5993497371673584,0.9327411651611328,0.8860133290290833,0.33519551157951355,0.8643611669540405,0.8300872445106506,1.0,0.8427578806877136,0.8798482418060303,0.791333794593811,0.8496143817901611,0.9583333134651184,0.8965252637863159,0.8860133290290833,0.8846153616905212,0.698113203048706,0.9072895050048828
no_init_box_kenn_bottom_up_adapter_bert_ms,1,wgz88l4e,0.2023809552192688,0.8313299417495728,0.8679245114326477,0.22764228284358975,0.8980627655982971,0.7788295745849609,0.3611111044883728,0.2305866777896881,0.05391138046979904,0.8965517282485962,0.6754094362258911,0.6159420013427734,0.9032257795333862,0.921052634716034,0.8360347151756287,0.90625,0.22393296658992767,0.7659574151039124,0.8094812035560608,0.9447301030158995,0.28205129504203796,0.8780487775802612,0.883457601070404,37,0.05915101245045662,0.4399999976158142,0.9508196711540222,0.9125667214393616,0.7850109338760376,0.8463573455810547,0.5483870506286621,0.7116866707801819,0.8272279500961304,0.8463573455810547,0.25,0.8426443338394165,0.5151515007019043,0.8666388988494873,1.0,0.8879163265228271,0.6138296127319336,0.883457601070404,0.049524471163749695,0.4998105764389038,0.4427083432674408,0.2376478910446167,0.32692307233810425,0.45913976430892944,0.01,0.7850109338760376,0.2260869592428207,0.7666666507720947,0.5665581226348877,0.9327411651611328,0.8840126395225525,0.3636363744735718,0.8666388988494873,0.8313299417495728,1.0,0.8518072962760925,0.8879163265228271,0.8466619253158569,0.877892017364502,1.0,0.8980627655982971,0.8840126395225525,0.8500000238418579,0.6792452931404114,0.9125667214393616
no_init_box_kenn_hybrid_adapter_bert_ms,0,3xt67r0v,0.0833333358168602,0.8257388472557068,0.6938775777816772,0.4444444477558136,0.8989191651344299,0.739242672920227,0.34532374143600464,0.23245546221733093,0.04114291071891785,1.0,0.5897001028060913,0.7654321193695068,0.9032257795333862,0.921052634716034,0.9006712436676025,0.875,0.21787288784980777,0.3692307472229004,0.8096135854721069,0.9447301030158995,0.20512820780277252,1.0,0.8915371894836426,23,0.04314544051885605,0.3404255509376526,0.9180327653884888,0.9199373722076416,0.7689851522445679,0.83699631690979,0.3999999761581421,0.6450415253639221,0.8048414587974548,0.83699631690979,0.25,0.8947916626930237,0.4542124569416046,0.8673555254936218,0.9655172228813172,0.8999999761581421,0.5016493797302246,0.8915371894836426,0.0393180251121521,0.3814345896244049,0.3229166567325592,0.24913014471530912,0.1538461595773697,0.36451613903045654,0.01,0.7689851522445679,0.208695650100708,0.5666666626930237,0.438352108001709,0.9327411651611328,0.8788398504257202,0.5957446694374084,0.8673555254936218,0.8257388472557068,1.0,0.858710765838623,0.8999999761581421,0.9032188653945924,0.9203084707260132,0.8947368264198303,0.8989191651344299,0.8788398504257202,1.0,0.2264150977134705,0.9199373722076416
no_init_box_kenn_top_down_adapter_bert_ms,0,zy0w3vkm,0.2380952388048172,0.8297469615936279,0.7547169327735901,0.41791045665740967,0.9005553126335144,0.76161789894104,0.3802816867828369,0.2343139350414276,0.04954133555293083,1.0,0.6433285474777222,0.7731958627700806,0.9032257795333862,0.921052634716034,0.8867998719215393,0.9375,0.22199025750160217,0.3939394056797027,0.8217270970344543,0.9447301030158995,0.3076923191547394,1.0,0.8898032307624817,23,0.052192069590091705,0.4705882668495178,0.952380895614624,0.9191834926605223,0.7772848606109619,0.8422873616218567,0.4838709831237793,0.6875798106193542,0.8200514316558838,0.8422873616218567,0.25,0.8921371102333069,0.5190311670303345,0.8699033856391907,0.9677419066429138,0.8993915915489197,0.5597469806671143,0.8898032307624817,0.047146834433078766,0.4592960774898529,0.390625,0.24808630347251892,0.380952388048172,0.4370967447757721,0.01,0.7772848606109619,0.2347826063632965,0.6666666865348816,0.5047494173049927,0.9327411651611328,0.8826672434806824,0.5714285373687744,0.8699033856391907,0.8297469615936279,1.0,0.8655760884284973,0.8993915915489197,0.8910813927650452,0.916452407836914,0.8695651888847351,0.9005553126335144,0.8826672434806824,0.9523809552192688,0.24528302252292633,0.9191834926605223
no_init_box_kenn_bottom_up_adapter_bert_ms,0,rvl18gvu,0.2380952388048172,0.8269956111907959,0.604651153087616,0.3733333349227905,0.8992955684661865,0.7530120611190796,0.32116788625717163,0.23274871706962583,0.0456622801721096,1.0,0.611510694026947,0.7368420958518982,0.9032257795333862,0.921052634716034,0.8859245777130127,0.90625,0.22001856565475464,0.5070422887802124,0.8139534592628479,0.9447301030158995,0.25641027092933655,1.0,0.8896937966346741,48,0.0487125962972641,0.4000000059604645,0.9354838132858276,0.9186035990715028,0.7725526094436646,0.8402523398399353,0.4516129195690155,0.6617926955223083,0.812767744064331,0.8402523398399353,0.25,0.8856275081634521,0.48780491948127747,0.8681665062904358,0.9666666388511658,0.897999107837677,0.5266214609146118,0.8896937966346741,0.04297146946191788,0.4233335256576538,0.3645833432674408,0.2470424473285675,0.380952388048172,0.39838707447052,0.01,0.7725526094436646,0.19130434095859528,0.4333333373069763,0.46689164638519287,0.9327411651611328,0.8807825446128845,0.5283018946647644,0.8681665062904358,0.8269956111907959,0.9090909361839294,0.859794020652771,0.897999107837677,0.8903155326843262,0.9125964045524596,1.0,0.8992955684661865,0.8807825446128845,0.9523809552192688,0.3396226465702057,0.9186035990715028
no_init_box_kenn_horizontal_adapter_bert_ms,2,4tts4gmt,0.1666666716337204,0.8266497254371643,0.6666666865348816,0.2967033088207245,0.8986998796463013,0.7564544081687927,0.32116788625717163,0.23165510594844815,0.04705937206745148,1.0,0.6191269159317017,0.672897219657898,0.8709677457809448,0.921052634716034,0.8556244373321533,0.71875,0.22071444988250732,0.607594907283783,0.808647632598877,0.9447301030158995,0.4615384638309479,0.9230769276618958,0.8859063386917114,41,0.05010438337922096,0.6206896305084229,0.8363636136054993,0.916411519050598,0.7748231887817383,0.8410663604736328,0.46451613306999207,0.666458249092102,0.8153384327888489,0.8410663604736328,0.25,0.8685770630836487,0.48160532116889954,0.8668205142021179,1.0,0.8942016363143921,0.5425150990486145,0.8859063386917114,0.04436326026916504,0.4362858831882477,0.375,0.24373695254325867,0.28282830119132996,0.41129031777381897,0.01,0.7748231887817383,0.19130434095859528,0.5333333611488342,0.4850558638572693,0.9327411651611328,0.8816598653793335,0.4426229596138001,0.8668205142021179,0.8266497254371643,0.9473684430122375,0.8557541966438293,0.8942016363143921,0.863802969455719,0.9003856182098389,0.8888888955116272,0.8986998796463013,0.8816598653793335,0.9333333373069764,0.4528301954269409,0.916411519050598
