name,instance,run_id,test/macro_example/precision,test_pretraining/macro_example/precision,test_incremental_other-art-music/macro_types/precision,threshold_pretraining,test_incremental/micro/recall,test/micro/precision,test/macro_types/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_types/precision,test_incremental_other-art-stage/macro_types/recall,test_incremental_other-art-broadcast/macro_types/precision,test_pretraining/micro/recall,test_incremental_only/macro_example/f1,test_pretraining/macro_types/recall,test_incremental/macro_example/precision,test_incremental_other-art-film/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental_other-art-film/macro_types/recall,test_incremental/macro_example/f1,test/micro/recall,test/macro_types/recall,test_pretraining/micro/f1,test_incremental_other-art-music/macro_types/recall,test_incremental/macro_example_exclusive/f1,test_pretraining/macro_types/f1,test_incremental_other-art-stage/macro_types/precision,test_pretraining/micro/precision,test_incremental_other-art-writing/macro_types/f1,test_incremental_only/micro/recall,test_incremental_other-art-writing/macro_types/recall,threshold_incremental,test_incremental_other-art/macro_types/precision,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental/micro/precision,test_incremental_other-art/macro_types/recall,test_incremental_other-art-film/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test/macro_types/f1,test/macro_example/recall,test_incremental_only/micro/f1,test_incremental_other-art-broadcast/macro_types/f1,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_types/recall,test_incremental_only/macro_example/recall,test/micro/f1,test_incremental/macro_types/precision,epoch,test_incremental/macro_types/recall,test_incremental_other-art-stage/macro_types/f1,test_incremental_other-art-writing/macro_types/precision,test_incremental/macro_example/recall,test_pretraining/macro_types/precision,test/macro_example/f1,test_incremental_other-art/macro_types/f1,test_incremental_other-art-broadcast/macro_types/recall,test_incremental/macro_types/f1,test_incremental/micro/f1,test_pretraining/macro_example/recall,test_incremental_other-art-music/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_example/f1
no_init_box_kenn_hybrid_adapter_bert_ms,2,1w82l9a9,0.8558429479598999,0.8558429479598999,1.0,0.26,0.6890756487846375,0.8437308073043823,0.7582858800888062,0.7222222685813904,0.8300000429153442,0.7333333492279053,0.75,0.7834757566452026,0.04887783527374267,0.6563447713851929,0.0712876170873642,1.0,0.5961538553237915,0.4883720874786377,0.062463294714689255,0.7834757566452026,0.6563447713851929,0.8124876618385315,0.4749999940395355,0.8116223812103271,0.7036422491073608,1.0,0.8437308073043823,0.42276421189308167,0.5273631811141968,0.4482758641242981,0.02,0.7692307829856873,0.66086745262146,0.05229403078556061,0.7387387156486511,0.8974359035491943,0.65625,0.6794872283935547,0.7036422491073608,0.7942050695419312,0.6022727489471436,0.6666666865348816,0.7019867300987244,0.9262820482254028,0.5489962697029114,0.04588060826063156,0.8124876618385315,0.8198718428611755,32,0.6070695519447327,0.8461538553237915,0.4000000059604645,0.05558296293020248,0.7582858800888062,0.8238727450370789,0.8284023404121399,0.6000000238418579,0.6976029276847839,0.7130434513092041,0.7942050695419312,0.6440677642822266,0.6350985765457153,0.8238727450370789
no_init_box_kenn_top_down_adapter_bert_ms,2,avug6sak,0.8558429479598999,0.8558429479598999,1.0,0.26,0.6890756487846375,0.8437308073043823,0.7582858800888062,0.7222222685813904,0.8300000429153442,0.7333333492279053,0.75,0.7834757566452026,0.04887783527374267,0.6563447713851929,0.0712876170873642,1.0,0.5961538553237915,0.4883720874786377,0.062463294714689255,0.7834757566452026,0.6563447713851929,0.8124876618385315,0.4749999940395355,0.8116223812103271,0.7036422491073608,1.0,0.8437308073043823,0.42276421189308167,0.5273631811141968,0.4482758641242981,0.1,0.7692307829856873,0.66086745262146,0.05229403078556061,0.7387387156486511,0.8974359035491943,0.65625,0.6794872283935547,0.7036422491073608,0.7942050695419312,0.6022727489471436,0.6666666865348816,0.7019867300987244,0.9262820482254028,0.5489962697029114,0.04588060826063156,0.8124876618385315,0.8198718428611755,32,0.6070695519447327,0.8461538553237915,0.4000000059604645,0.05558296293020248,0.7582858800888062,0.8238727450370789,0.8284023404121399,0.6000000238418579,0.6976029276847839,0.7130434513092041,0.7942050695419312,0.6440677642822266,0.6350985765457153,0.8238727450370789
no_init_box_kenn_bottom_up_adapter_bert_ms,2,hpzj0ttv,0.8558429479598999,0.8558429479598999,1.0,0.26,0.6890756487846375,0.8437308073043823,0.7582858800888062,0.7222222685813904,0.8300000429153442,0.7333333492279053,0.75,0.7834757566452026,0.04887783527374267,0.6563447713851929,0.0712876170873642,1.0,0.5961538553237915,0.4883720874786377,0.062463294714689255,0.7834757566452026,0.6563447713851929,0.8124876618385315,0.4749999940395355,0.8116223812103271,0.7036422491073608,1.0,0.8437308073043823,0.42276421189308167,0.5273631811141968,0.4482758641242981,0.01,0.7692307829856873,0.66086745262146,0.05229403078556061,0.7387387156486511,0.8974359035491943,0.65625,0.6794872283935547,0.7036422491073608,0.7942050695419312,0.6022727489471436,0.6666666865348816,0.7019867300987244,0.9262820482254028,0.5489962697029114,0.04588060826063156,0.8124876618385315,0.8198718428611755,32,0.6070695519447327,0.8461538553237915,0.4000000059604645,0.05558296293020248,0.7582858800888062,0.8238727450370789,0.8284023404121399,0.6000000238418579,0.6976029276847839,0.7130434513092041,0.7942050695419312,0.6440677642822266,0.6350985765457153,0.8238727450370789
no_init_box_kenn_hybrid_adapter_bert_ms,1,oxc4x6g2,0.8556510806083679,0.8556510806083679,0.949999988079071,0.26,0.6498599648475647,0.8436281681060791,0.7573080062866211,0.6752136945724487,0.8198299407958984,0.800000011920929,0.8181818127632141,0.7808167338371277,0.04164949432015419,0.6490739583969116,0.07104094326496124,1.0,0.5,0.395348846912384,0.06002390384674072,0.7808167338371277,0.6490739583969116,0.811008095741272,0.4749999940395355,0.7799260020256042,0.6990261673927307,0.959999978542328,0.8436281681060791,0.38333332538604736,0.4577114284038544,0.3965517282485962,0.01,0.7692307829856873,0.6001982688903809,0.04538727179169655,0.7318611741065979,0.8974359035491943,0.5666667222976685,0.5897436141967773,0.6990261673927307,0.7919684648513794,0.5476190447807312,0.4390243887901306,0.6814814805984497,0.9230769276618958,0.4733801484107971,0.03848051279783249,0.811008095741272,0.8113967776298523,30,0.5440560579299927,0.8727272748947144,0.3709677457809448,0.0519651398062706,0.7573080062866211,0.8225790858268738,0.8284023404121399,0.30000001192092896,0.6513621807098389,0.6884272694587708,0.7919684648513794,0.6333333253860474,0.5411764979362488,0.8225790858268738
no_init_box_kenn_top_down_adapter_bert_ms,1,07v8ojbm,0.8555963039398193,0.8555963039398193,0.949999988079071,0.26,0.6526610851287842,0.8434872031211853,0.7561888694763184,0.6784188747406006,0.8081904649734497,0.800000011920929,0.75,0.7810066342353821,0.042146142572164536,0.6494055390357971,0.07104094326496124,1.0,0.5064103007316589,0.395348846912384,0.06018812954425812,0.7810066342353821,0.6494055390357971,0.8110454082489014,0.4749999940395355,0.782059907913208,0.69874107837677,0.959999978542328,0.8434872031211853,0.39669424295425415,0.46268656849861145,0.4137931168079376,0.04,0.7692307829856873,0.5997859835624695,0.04588060826063156,0.7304075360298157,0.8974359035491943,0.5666667222976685,0.5961538553237915,0.69874107837677,0.7920671701431274,0.5502958297729492,0.4285714626312256,0.6788321137428284,0.9230769276618958,0.476828396320343,0.0389738529920578,0.8110454082489014,0.8016971945762634,30,0.546929657459259,0.8727272748947144,0.380952388048172,0.052211809903383255,0.7561888694763184,0.8226069808006287,0.8284023404121399,0.30000001192092896,0.6502494812011719,0.6893491148948669,0.7920671701431274,0.6333333253860474,0.5476297736167908,0.8226069808006287
no_init_box_kenn_bottom_up_adapter_bert_ms,1,sop703o3,0.8563053011894226,0.8563053011894226,1.0,0.26,0.6134454011917114,0.8451226949691772,0.758510947227478,0.6335470676422119,0.8323404788970947,0.800000011920929,0.800000011920929,0.7783475518226624,0.03518472611904144,0.6437602043151855,0.07153429090976715,1.0,0.4166666865348816,0.25581395626068115,0.05799020081758499,0.7783475518226624,0.6437602043151855,0.8103618025779724,0.4749999940395355,0.7535008788108826,0.6964404582977295,1.0,0.8451226949691772,0.32380953431129456,0.39303481578826904,0.2931034564971924,0.05,0.7692307829856873,0.556621253490448,0.0389738529920578,0.7474402785301208,0.8974359035491943,0.40740740299224854,0.5064103007316589,0.6964404582977295,0.7900938987731934,0.5064102411270142,0.4000000059604645,0.7117117047309875,0.92948716878891,0.41811680793762207,0.03206709027290344,0.8103618025779724,0.8218221664428711,30,0.4980033636093139,0.888888955116272,0.3617021143436432,0.04875842854380608,0.758510947227478,0.8218681812286377,0.8284023404121399,0.2666666805744171,0.6201883554458618,0.6738461852073669,0.7900938987731934,0.6440677642822266,0.45717597007751465,0.8218681812286377
no_init_box_kenn_hybrid_adapter_bert_ms,0,3s0oavtu,0.856543779373169,0.856543779373169,1.0,0.26,0.5910364389419556,0.8452159762382507,0.7527725100517273,0.6100427508354187,0.7726607322692871,0.7333333492279053,0.692307710647583,0.7768281102180481,0.03149726241827011,0.6410295367240906,0.07202762365341187,0.9285714030265808,0.3717948794364929,0.302325576543808,0.05684557557106018,0.7768281102180481,0.6410295367240906,0.809580385684967,0.4749999940395355,0.7386281490325928,0.6924217343330383,1.0,0.8452159762382507,0.17582416534423828,0.35323384404182434,0.13793103396892548,0.01,0.7692307829856873,0.5181096196174622,0.03502713143825531,0.7455830574035645,0.8974359035491943,0.45614033937454224,0.4551282227039337,0.6924217343330383,0.7892223000526428,0.4701986610889435,0.41860467195510864,0.7029703259468079,0.9358974695205688,0.3897179961204529,0.02861371450126171,0.809580385684967,0.7720890641212463,24,0.4743376672267914,0.8461538553237915,0.24242424964904785,0.046949513256549835,0.7527725100517273,0.821506142616272,0.8284023404121399,0.30000001192092896,0.5876493453979492,0.659375011920929,0.7892223000526428,0.6440677642822266,0.4092625677585602,0.821506142616272
no_init_box_kenn_top_down_adapter_bert_ms,0,78nzz6af,0.8538942337036133,0.8538942337036133,1.0,0.26,0.6246498823165894,0.8410908579826355,0.7487239241600037,0.6474359035491943,0.730555534362793,0.7666666507720947,0.5,0.7791073322296143,0.037322379648685455,0.6457804441452026,0.07202762365341187,0.9444444179534912,0.4455128312110901,0.395348846912384,0.058905184268951416,0.7791073322296143,0.6457804441452026,0.8089134693145752,0.4749999940395355,0.7653898000717163,0.6934525370597839,0.9583333134651184,0.8410908579826355,0.2542372941970825,0.4129353165626526,0.2586206793785095,0.01,0.7692307829856873,0.548536479473114,0.040947213768959045,0.6947040557861328,0.8974359035491943,0.5573770999908447,0.5320513248443604,0.6934525370597839,0.7909572124481201,0.4882352650165558,0.375,0.597122311592102,0.9358974695205688,0.43912723660469055,0.03428712487220764,0.8089134693145752,0.7370014190673828,24,0.5155119895935059,0.8518518805503845,0.25,0.04982732981443405,0.7487239241600037,0.821221649646759,0.8284023404121399,0.30000001192092896,0.6066730618476868,0.6578171253204346,0.7909572124481201,0.6440677642822266,0.4849516749382019,0.821221649646759
no_init_box_kenn_bottom_up_adapter_bert_ms,0,qh6iqi13,0.8574975728988647,0.8574975728988647,1.0,0.26,0.5798319578170776,0.847717821598053,0.7550007104873657,0.5972222685813904,0.7958333492279053,0.7333333492279053,0.6666666865348816,0.776068389415741,0.029502538964152336,0.6393938064575195,0.07104094326496124,1.0,0.3461538553237915,0.302325576543808,0.05581431835889816,0.776068389415741,0.6393938064575195,0.8103123307228088,0.4749999940395355,0.7252284288406372,0.6924048662185669,1.0,0.847717821598053,0.13513514399528503,0.3333333432674408,0.08620689809322357,0.02,0.7692307829856873,0.5076630711555481,0.033053770661354065,0.7840909361839294,0.8974359035491943,0.4642857015132904,0.4294872283935547,0.6924048662185669,0.7887618541717529,0.4734982550144195,0.380952388048172,0.8170731663703918,0.9230769276618958,0.3727065026760102,0.026640353724360463,0.8103123307228088,0.7913995981216431,25,0.460161417722702,0.8461538553237915,0.3125,0.04596283286809921,0.7550007104873657,0.8216947913169861,0.8284023404121399,0.2666666805744171,0.5819477438926697,0.6666667461395264,0.7887618541717529,0.6440677642822266,0.38334396481513977,0.8216947913169861
smart_init_box_adapter_bert_ms,2,oyenyjvi,0.8164159059524536,0.8164159059524536,0.19696970283985135,0.26,0.9271708726882936,0.7271156907081604,0.6958796977996826,0.9241453409194946,0.18097549676895144,0.9666666388511658,0.13397128880023956,0.7996201515197754,0.03609630838036537,0.6952016353607178,0.03193553537130356,0.20999999344348907,0.9455128908157348,0.9767441749572754,0.04407888650894165,0.7996201515197754,0.6952016353607178,0.7616463303565979,0.975000023841858,0.5727430582046509,0.6955405473709106,0.1374407559633255,0.7271156907081604,0.36301368474960327,0.9502487778663636,0.9137930870056152,0.1,0.7692307829856873,0.3041912913322449,0.02400098741054535,0.26823338866233826,0.8974359035491943,0.34567898511886597,0.31185901165008545,0.6955405473709106,0.805017352104187,0.30486831068992615,0.2343096286058426,0.18155893683433533,0.41495731472969055,0.953107476234436,0.07276763767004013,0.7616463303565979,0.2790180444717407,14,0.9438288807868958,0.24066390097141263,0.22649572789669037,0.0711231678724289,0.6958796977996826,0.8106765151023865,0.8284023404121399,0.9333333373069764,0.43070849776268005,0.4160905182361603,0.805017352104187,0.32773110270500183,0.46902066469192505,0.8106765151023865
