name,instance,run_id,test/macro_example/precision,test_pretraining/macro_example/precision,test_incremental_other-art-music/macro_types/precision,threshold_pretraining,test_incremental/micro/recall,test/micro/precision,test/macro_types/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_types/precision,test_incremental_other-art-stage/macro_types/recall,test_incremental_other-art-broadcast/macro_types/precision,test_pretraining/micro/recall,test_incremental_only/macro_example/f1,test_pretraining/macro_types/recall,test_incremental/macro_example/precision,test_incremental_other-art-film/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental_other-art-film/macro_types/recall,test_incremental/macro_example/f1,test/micro/recall,test/macro_types/recall,test_pretraining/micro/f1,test_incremental_other-art-music/macro_types/recall,test_incremental/macro_example_exclusive/f1,test_pretraining/macro_types/f1,test_incremental_other-art-stage/macro_types/precision,test_pretraining/micro/precision,test_incremental_other-art-writing/macro_types/f1,test_incremental_only/micro/recall,test_incremental_other-art-writing/macro_types/recall,threshold_incremental,test_incremental_other-art/macro_types/precision,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental/micro/precision,test_incremental_other-art/macro_types/recall,test_incremental_other-art-film/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test/macro_types/f1,test/macro_example/recall,test_incremental_only/micro/f1,test_incremental_other-art-broadcast/macro_types/f1,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_types/recall,test_incremental_only/macro_example/recall,test/micro/f1,test_incremental/macro_types/precision,epoch,test_incremental/macro_types/recall,test_incremental_other-art-stage/macro_types/f1,test_incremental_other-art-writing/macro_types/precision,test_incremental/macro_example/recall,test_pretraining/macro_types/precision,test/macro_example/f1,test_incremental_other-art/macro_types/f1,test_incremental_other-art-broadcast/macro_types/recall,test_incremental/macro_types/f1,test_incremental/micro/f1,test_pretraining/macro_example/recall,test_incremental_other-art-music/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_example/f1
smart_init_box_adapter_bert_ms,1,welw1iae,0.7670275568962097,0.7670275568962097,0.09478673338890076,0.26,0.9411764740943908,0.6113125681877136,0.687215268611908,0.941239297389984,0.09086529165506364,0.9666666388511658,0.06712962687015533,0.8005697727203369,0.030789338052272797,0.6973180770874023,0.027873706072568893,0.0979020968079567,0.9807692766189576,0.9767441749572754,0.04025694355368614,0.8005697727203369,0.6973180770874023,0.6932565569877625,1.0,0.5230821967124939,0.6922298073768616,0.06636155396699905,0.6113125681877136,0.226262629032135,0.9751243591308594,0.9655172228813172,0.04,0.7692307829856873,0.16623972356319427,0.019338924437761307,0.14365112781524658,0.8974359035491943,0.17796610295772552,0.25128206610679626,0.6922298073768616,0.8058396577835083,0.1662425845861435,0.12554112076759338,0.09086694568395616,0.3621795177459717,0.9751189351081848,0.07548100501298904,0.6932565569877625,0.203926220536232,13,0.9621718525886536,0.12419699132442474,0.1281464546918869,0.07243874669075012,0.687215268611908,0.7859547734260559,0.8284023404121399,0.9666666388511658,0.336527556180954,0.2492581456899643,0.8058396577835083,0.17316018044948578,0.4000640511512756,0.7859547734260559
smart_init_box_adapter_bert_ms,0,fvszpsyn,0.6488428115844727,0.6488428115844727,0.049627792090177536,0.26,0.9495798349380492,0.47340068221092224,0.6830693483352661,0.9487179517745972,0.047747641801834106,0.9666666388511658,0.034924332052469254,0.8011395931243896,0.03127777576446533,0.6987379193305969,0.028194375336170197,0.05212121084332466,0.9935897588729858,1.0,0.040680158883333206,0.8011395931243896,0.6987379193305969,0.5951322913169861,1.0,0.5285813212394714,0.6908147931098938,0.03468899428844452,0.47340068221092224,0.12610618770122528,0.9900497794151306,0.982758641242981,0.01,0.7692307829856873,0.09110097587108612,0.01965959370136261,0.07785943895578384,0.8974359035491943,0.09907834231853484,0.25544875860214233,0.6908147931098938,0.8062096238136292,0.09101303666830064,0.0674915611743927,0.04769894480705261,0.36634618043899536,0.9898850321769714,0.07646768540143967,0.5951322913169861,0.16799484193325043,14,0.9744768738746644,0.06697459518909454,0.06737588346004486,0.07301430404186249,0.6830693483352661,0.719016432762146,0.8284023404121399,1.0,0.2865840792655945,0.1439184844493866,0.8062096238136292,0.09456264972686768,0.40641066431999207,0.719016432762146
no_init_kenn_hybrid_adapter_bert_ms,2,n08hggv5,0.847663402557373,0.847663402557373,0.27067670226097107,0.33,0.7899159789085388,0.813238799571991,0.8113318681716919,0.7905983328819275,0.3166821599006653,0.8666666746139526,0.2278480976819992,0.8493826985359192,0.03451312705874443,0.8032829761505127,0.04631639271974563,0.3214285671710968,0.6602564454078674,0.6279069781303406,0.05259592086076737,0.8493826985359192,0.8032829761505127,0.8309178948402405,0.8999999761581421,0.6834099292755127,0.8072873950004578,0.3661971688270569,0.813238799571991,0.4427480697631836,0.676616907119751,0.5,0.060000000000000005,0.7724867463111877,0.4358694553375244,0.026130570098757744,0.44833067059516907,0.935897409915924,0.4251968264579773,0.33952993154525757,0.8072873950004578,0.8557643890380859,0.4243369996547699,0.3302752375602722,0.30909091234207153,0.6018162965774536,0.6989147663116455,0.050814010202884674,0.8309178948402405,0.3926495909690857,13,0.7384119033813477,0.514851450920105,0.3972602784633637,0.06084525212645531,0.8113318681716919,0.851694643497467,0.8463767766952515,0.6000000238418579,0.5126814246177673,0.5720080733299255,0.8557643890380859,0.4161849617958069,0.448449432849884,0.851694643497467
no_init_kenn_top_down_adapter_bert_ms,2,fokyzk03,0.8503897190093994,0.8503897190093994,0.2569444477558136,0.33,0.6834734082221985,0.821415364742279,0.8105037212371826,0.7136752009391785,0.30806964635849,0.4333333373069763,0.2916666567325592,0.8421652317047119,0.0317477323114872,0.7837213277816772,0.048487089574337006,0.20370370149612427,0.5363247990608215,0.25581395626068115,0.05150572583079338,0.8421652317047119,0.7837213277816772,0.8316608667373657,0.925000011920929,0.6692443490028381,0.7968875169754028,0.26530611515045166,0.821415364742279,0.45098039507865906,0.4875621795654297,0.3965517282485962,0.15000000000000002,0.7724867463111877,0.3799181282520294,0.02579345367848873,0.46212121844291687,0.935897409915924,0.22680412232875824,0.3351495862007141,0.7968875169754028,0.8513326048851013,0.3629629909992218,0.3589743673801422,0.2890855371952057,0.6300214529037476,0.49547314643859863,0.041276104748249054,0.8316608667373657,0.38547250628471375,14,0.5688772201538086,0.3291139006614685,0.5227272510528564,0.05492517352104187,0.8105037212371826,0.8508608937263489,0.8463767766952515,0.46666666865348816,0.45955172181129456,0.5514124631881714,0.8513326048851013,0.4021739065647125,0.41251710057258606,0.8508608937263489
no_init_kenn_bottom_up_adapter_bert_ms,2,ui42quvk,0.8505768775939941,0.8505768775939941,0.1855670064687729,0.33,0.7058823704719543,0.8169946670532227,0.8087102174758911,0.7088675498962402,0.28941699862480164,0.800000011920929,0.2112676054239273,0.843684732913971,0.023178640753030777,0.7885247468948364,0.05012333393096924,0.2933333218097687,0.5064102411270142,0.5116279125213623,0.05224543437361717,0.843684732913971,0.7885247468948364,0.8301252722740173,0.44999998807907104,0.6788557767868042,0.7984899878501892,0.3478260934352875,0.8169946670532227,0.4354839026927948,0.5273631811141968,0.4655172526836395,0.06999999999999999,0.7724867463111877,0.3781689405441284,0.01649399846792221,0.4444444477558136,0.935897409915924,0.37288138270378113,0.2143162488937378,0.7984899878501892,0.8514230847358704,0.36614856123924255,0.2970297038555145,0.28042328357696533,0.6512820720672607,0.545428991317749,0.0389738529920578,0.8301252722740173,0.36992862820625305,13,0.6105071306228638,0.4848485291004181,0.40909090638160706,0.05455517023801803,0.8087102174758911,0.8509997725486755,0.8463767766952515,0.5,0.46070143580436707,0.5454545617103577,0.8514230847358704,0.262773722410202,0.30117374658584595,0.8509997725486755
no_init_kenn_hybrid_adapter_bert_ms,1,td7em552,0.8504834771156311,0.8504834771156311,0.13829787075519562,0.33,0.6554622054100037,0.8086273074150085,0.801816463470459,0.6842949390411377,0.2177223563194275,0.4333333373069763,0.2278480976819992,0.8402659296989441,0.019419042393565174,0.7787565588951111,0.05068245530128479,0.2151898741722107,0.4807692766189575,0.395348846912384,0.05165424570441246,0.8402659296989441,0.7787565588951111,0.8241430521011353,0.32499998807907104,0.671174168586731,0.7901182174682617,0.15662650763988495,0.8086273074150085,0.4000000059604645,0.4378109574317932,0.4655172526836395,0.05,0.7724867463111877,0.29213839769363403,0.013163954019546509,0.3893510699272156,0.935897409915924,0.2786885201931,0.17104701697826383,0.7901182174682617,0.849663496017456,0.2871125638484955,0.3302752375602722,0.21359223127365112,0.658547043800354,0.4438399076461792,0.037000492215156555,0.8241430521011353,0.3101830780506134,12,0.5258495211601257,0.2300885021686554,0.350649356842041,0.05266403406858444,0.801816463470459,0.8500733375549316,0.8463767766952515,0.6000000238418579,0.3901991844177246,0.4885177612304687,0.849663496017456,0.1940298527479172,0.25232309103012085,0.8500733375549316
no_init_kenn_top_down_adapter_bert_ms,1,knixfrjs,0.8400442004203796,0.8400442004203796,0.11764705926179886,0.33,0.7254902124404907,0.7709235548973083,0.7962946891784668,0.7585470676422119,0.1602957844734192,0.46666666865348816,0.1773049682378769,0.8450142741203308,0.022885002195835114,0.7906143665313721,0.044417038559913635,0.139860138297081,0.6239316463470459,0.4651162922382355,0.0504496805369854,0.8450142741203308,0.7906143665313721,0.8062703609466553,0.44999998807907104,0.6555224657058716,0.7934443354606628,0.10000000149011612,0.7709235548973083,0.3730570077896118,0.5621890425682068,0.6206896305084229,0.04,0.7724867463111877,0.24994893372058868,0.015022199600934982,0.2874583899974823,0.935897409915924,0.2150537669658661,0.1951923072338104,0.7934443354606628,0.8531497120857239,0.2475356012582779,0.292397677898407,0.1587078720331192,0.577136754989624,0.5671612024307251,0.04801841825246811,0.8062703609466553,0.2623276114463806,12,0.6286172866821289,0.16470588743686676,0.2666666805744171,0.05837855488061905,0.7962946891784668,0.8465462327003479,0.8463767766952515,0.8333333134651184,0.3701770305633545,0.4117647111415863,0.8531497120857239,0.1865285038948059,0.29735830426216125,0.8465462327003479
no_init_kenn_bottom_up_adapter_bert_ms,1,oijq8czj,0.8514043092727661,0.8514043092727661,0.13636364042758942,0.33,0.6442577242851257,0.8098204731941223,0.801417350769043,0.6746795177459717,0.2135709524154663,0.36666667461395264,0.22077922523021695,0.8395061492919922,0.017985131591558456,0.7763527035713196,0.05191580206155777,0.21794871985912323,0.46474361419677734,0.395348846912384,0.05191991478204727,0.8395061492919922,0.7763527035713196,0.8243961930274963,0.30000001192092896,0.6746260523796082,0.7886859774589539,0.13750000298023224,0.8098204731941223,0.4029850661754608,0.41791045665740967,0.4655172526836395,0.05,0.7724867463111877,0.2828921377658844,0.012012826278805733,0.39115646481513977,0.935897409915924,0.28099173307418823,0.15608975291252136,0.7886859774589539,0.8491290211677551,0.2800000011920929,0.3177570104598999,0.21052631735801697,0.6745726466178894,0.4188399016857147,0.035767145454883575,0.8243961930274963,0.30672356486320496,12,0.5050161480903625,0.20000000298023224,0.3552631437778473,0.051924027502536774,0.801417350769043,0.8502651453018188,0.8463767766952515,0.5666666626930237,0.38165032863616943,0.48677247762680054,0.8491290211677551,0.1875000149011612,0.23369140923023224,0.8502651453018188
no_init_kenn_hybrid_adapter_bert_ms,0,f0nvv6ex,0.8362176418304443,0.8362176418304443,0.1124260351061821,0.33,0.8291316628456116,0.772117018699646,0.8002544641494751,0.821581244468689,0.2014771103858948,0.8333333134651184,0.17241379618644714,0.8520417809486389,0.02708468958735466,0.8078234791755676,0.03977964073419571,0.22535210847854617,0.7136752605438232,0.7441860437393188,0.048835474997758865,0.8520417809486389,0.8078234791755676,0.8101128339767456,0.4749999940395355,0.6345481872558594,0.8040211200714111,0.17482517659664154,0.772117018699646,0.46666663885116577,0.746268630027771,0.8448275923728943,0.01,0.7724867463111877,0.31727996468544006,0.017974017187952995,0.31489360332489014,0.935897409915924,0.34594595432281494,0.23354703187942505,0.8040211200714111,0.8567922711372375,0.31512606143951416,0.2857142984867096,0.1997336894273758,0.5168803930282593,0.7461360692977905,0.05492517352104187,0.8101128339767456,0.2966454029083252,12,0.7777630090713501,0.28901734948158264,0.32236841320991516,0.06322972476482391,0.8002544641494751,0.8463799953460693,0.8463767766952515,0.8333333134651184,0.42948251962661743,0.456437885761261,0.8567922711372375,0.1818181872367859,0.35192739963531494,0.8463799953460693
no_init_kenn_top_down_adapter_bert_ms,0,xk594tn6,0.8299616575241089,0.8299616575241089,0.09375,0.33,0.8151260614395142,0.7513414025306702,0.7963331937789917,0.811965823173523,0.16069690883159635,0.8666666746139526,0.12994350492954254,0.8510921001434326,0.02544648014008999,0.8054757118225098,0.041292548179626465,0.17142857611179352,0.6987179517745972,0.6976743936538696,0.04972641170024872,0.8510921001434326,0.8054757118225098,0.7981120944023132,0.44999998807907104,0.6461246013641357,0.8008783459663391,0.14606741070747375,0.7513414025306702,0.39834022521972656,0.7213930487632751,0.8275862336158752,0.02,0.7724867463111877,0.26286470890045166,0.01666666567325592,0.2659963369369507,0.935897409915924,0.2752293646335602,0.21655985713005063,0.8008783459663391,0.8561919927597046,0.26220613718032837,0.2222222238779068,0.16022099554538727,0.5365384817123413,0.7217187881469727,0.05377405136823654,0.7981120944023132,0.262661874294281,12,0.757415235042572,0.25,0.26229506731033325,0.062489718198776245,0.7963331937789917,0.8428727984428406,0.8463767766952515,0.7666666507720947,0.3900569975376129,0.4011026918888092,0.8561919927597046,0.1551724076271057,0.33064115047454834,0.8428727984428406
no_init_kenn_bottom_up_adapter_bert_ms,0,elb1tkso,0.8376067280769348,0.8376067280769348,0.1111111119389534,0.33,0.8263305425643921,0.7719449400901794,0.7999070882797241,0.8183760643005371,0.1978643387556076,0.8333333134651184,0.17218543589115143,0.8518518805503845,0.025702178478240967,0.8075029850006104,0.04199967160820961,0.22068965435028076,0.7072650194168091,0.7441860437393188,0.050394341349601746,0.8518518805503845,0.8075029850006104,0.809932291507721,0.42500001192092896,0.6548033952713013,0.8036870956420898,0.17123287916183472,0.7719449400901794,0.4579438865184784,0.7412935495376587,0.8448275923728943,0.01,0.7724867463111877,0.31248924136161804,0.01682289130985737,0.31382977962493896,0.935897409915924,0.3404255211353302,0.21858976781368256,0.8036870956420898,0.8566278219223022,0.31302520632743835,0.28729283809661865,0.19840213656425476,0.5457265377044678,0.7428027391433716,0.05443183332681656,0.809932291507721,0.29363471269607544,12,0.7749851942062378,0.28409090638160706,0.31410256028175354,0.06298305839300156,0.7999070882797241,0.8470104932785034,0.8463767766952515,0.8666666746139526,0.4258998930454254,0.4548959136009216,0.8566278219223022,0.17616580426692963,0.3339636027812958,0.8470104932785034
