name,instance,run_id,test/micro/precision,threshold_pretraining,test/macro_example/precision,test_incremental_only/micro/precision,test_pretraining/macro_example/recall,test_incremental_only/macro_types/recall,test_pretraining/macro_example/precision,test_incremental_location-geography/macro_types/recall,test_incremental_location-geography/macro_types/precision,test_incremental_location-geography-mountain/macro_types/f1,test_incremental_location-geography-body_of_water/macro_types/recall,test_incremental/macro_example/recall,threshold_incremental,test_incremental/micro/precision,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_location-geography-island/macro_types/f1,test_incremental_location-geography-mountain/macro_types/recall,test/micro/f1,test_pretraining/macro_types/f1,test_pretraining/macro_example/f1,test_incremental/macro_types/recall,test_incremental_only/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test/macro_types/f1,test/macro_example/f1,test_incremental_location-geography-body_of_water/macro_types/f1,test_incremental_location-geography-mountain/macro_types/precision,test_incremental/macro_types/f1,test_incremental/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/recall,test/micro/recall,test_incremental_only/micro/f1,test_incremental_only/macro_example_exclusive/recall,test_incremental_location-geography-body_of_water/macro_types/precision,test_pretraining/micro/f1,test_pretraining/macro_types/recall,test_incremental_only/macro_example/precision,test_incremental_only/micro/recall,test_incremental_only/macro_example/f1,test_pretraining/macro_types/precision,test/macro_types/precision,test/macro_types/recall,test_pretraining/micro/precision,test_incremental_only/macro_types/precision,test_incremental_location-geography-island/macro_types/recall,epoch,test_incremental/macro_example/f1,test/macro_example/recall,test_incremental/macro_example_exclusive/f1,test_incremental/micro/f1,test_pretraining/micro/recall,test_incremental_location-geography-island/macro_types/precision,test_incremental/micro/recall,test_incremental_location-geography/macro_types/f1
smart_init_box_adapter_bert_ms,1,ha9w2yr7,0.7323214411735535,0.26,0.7991747856140137,0.09512761235237122,0.808215856552124,0.9111111760139464,0.7991747856140137,0.4444444477558136,1,0.17665614187717438,0.8999999761581421,0.030093733221292496,0.01,0.13525499403476715,0.016773555427789688,0.3777777850627899,0.3037037253379822,0.16927899420261383,0.9333333373069764,0.762692928314209,0.6965444684028625,0.8036698698997498,0.7944444417953491,0.17227400839328766,0.45555558800697327,0.6965444684028625,0.8036698698997498,0.1708860695362091,0.09756097197532654,0.4575997591018677,0.32134807109832764,0.040453873574733734,0.6777778267860413,0.7956926822662354,0.17226891219615936,0.9111111760139464,0.09440559148788452,0.762692928314209,0.6823655366897583,0.013484623283147812,0.9111111164093018,0.020226936787366867,0.7113251090049744,0.7113251090049744,0.6823655366897583,0.7323214411735535,0.09513072669506072,0.8999999761581421,8,0.021540777757763863,0.808215856552124,0.4851461946964264,0.22550833225250244,0.7956926822662354,0.09342560917139052,0.6777777671813965,0.6153846383094788
smart_init_box_adapter_bert_ms,0,bathzse3,0.7896058559417725,0.26,0.8266432285308838,0.155251145362854,0.8060780763626099,0.7555556297302246,0.8266432285308838,0.4444444477558136,1,0.2613636255264282,0.800000011920929,0.026640351861715317,0.01,0.22594141960144043,0.014471303671598434,0.32592594623565674,0.2518518567085266,0.23863637447357175,0.7666666507720947,0.7912874817848206,0.6933498978614807,0.8162311315536499,0.6777777671813965,0.25757575035095215,0.3777778148651123,0.6933498978614807,0.8162311315536499,0.27272725105285645,0.15753424167633057,0.4756941795349121,0.3664383590221405,0.033547110855579376,0.6000000238418579,0.7929763197898865,0.25757575035095215,0.7555556297302246,0.16438356041908264,0.7912874817848206,0.6730321645736694,0.011182371526956558,0.7555555701255798,0.016773557290434837,0.714932382106781,0.714932382106781,0.6730321645736694,0.7896058559417725,0.155251145362854,0.699999988079071,5,0.018754810094833377,0.8060780763626099,0.422400027513504,0.32826748490333557,0.7929763197898865,0.1438356190919876,0.6000000238418579,0.6153846383094788
no_init_kenn_hybrid_adapter_bert_ms,2,whoi12d4,0.8537580370903015,0.33,0.863759458065033,0.6666666865348816,0.8616023063659668,0.6666666865348816,0.863759458065033,0.644444465637207,1,0.6538461446762085,0.7333333492279053,0.029107054695487022,0.4,0.7972972989082336,0.02590034529566765,0.5833333730697632,0.5425926446914673,0.6086956858634949,0.5666666626930237,0.8533437252044678,0.8288238048553467,0.8626795411109924,0.6611111164093018,0.6781020760536194,0.5982644557952881,0.8288238048553467,0.8626795411109924,0.7457627058029175,0.7727272510528564,0.7103238105773926,0.7674523591995239,0.029600393027067184,0.6555556058883667,0.8529297709465027,0.6666666865348816,0.6666667461395264,0.7586206793785095,0.8533437252044678,0.8055227398872375,0.024091431871056557,0.6666666865348816,0.026563292369246483,0.8535130620002747,0.8535130620002747,0.8055227398872375,0.8537580370903015,0.6899365186691284,0.699999988079071,27,0.02741023153066635,0.8616023063659668,0.6173393726348877,0.7195121645927429,0.8529297709465027,0.5384615659713745,0.6555555462837219,0.7837837934494019
no_init_kenn_top_down_adapter_bert_ms,2,ck3kg041,0.8544958233833313,0.33,0.8643515110015869,0.6617646813392639,0.8592178225517273,0.5,0.8643515110015869,0.644444465637207,1,0.380952388048172,0.6666666865348816,0.025407005101442337,0.68,0.817460298538208,0.02557145059108734,0.5759259462356567,0.4055555760860443,0.5666666626930237,0.2666666805744171,0.8522517085075378,0.822871744632721,0.8617770075798035,0.5361111164093018,0.5717422962188721,0.44785276055336,0.822871744632721,0.8617770075798035,0.7142857313156128,0.6666666865348816,0.6254926323890686,0.7506410479545593,0.022200295701622963,0.5722222328186035,0.8500193953514099,0.5696202516555786,0.5,0.7692307829856873,0.8522517085075378,0.7955226898193359,0.018006905913352966,0.5,0.019884927198290825,0.8521681427955627,0.8521681427955627,0.7955226898193359,0.8544958233833313,0.6675213575363159,0.5666666626930237,17,0.02548896335065365,0.8592178225517273,0.5740681290626526,0.673202633857727,0.8500193953514099,0.5666666626930237,0.5722222328186035,0.7837837934494019
no_init_kenn_bottom_up_adapter_bert_ms,2,g1zspz58,0.8558628559112549,0.33,0.8651161789894104,0.7733333110809326,0.8612734079360962,0.644444465637207,0.8651161789894104,0.644444465637207,1,0.6122449040412903,0.7333333492279053,0.02861371450126171,0.42,0.8721804618835449,0.028202597051858905,0.6351852416992188,0.5981482267379761,0.7118643522262573,0.5,0.8541991114616394,0.8305444717407227,0.8631904721260071,0.644444465637207,0.7041887640953064,0.6204338669776917,0.8305444717407227,0.8631904721260071,0.7719298005104065,0.7894737124443054,0.7263500690460205,0.8321065902709961,0.02861371450126171,0.644444465637207,0.8525417447090149,0.7030302882194519,0.644444465637207,0.8148148059844971,0.8541991114616394,0.8041893839836121,0.026558130979537964,0.644444465637207,0.027547629550099373,0.8586853742599487,0.8586853742599487,0.8041893839836121,0.8558628559112549,0.7761421799659729,0.699999988079071,41,0.02840666845440865,0.8612734079360962,0.6397813558578491,0.7412140369415283,0.8525417447090149,0.7241379022598267,0.644444465637207,0.7837837934494019
no_init_kenn_hybrid_adapter_bert_ms,1,vwql4g47,0.8558909296989441,0.33,0.865321695804596,0.7763158082962036,0.8615201115608215,0.6555556058883667,0.865321695804596,0.644444465637207,1,0.6315790414810181,0.7666666507720947,0.028860384598374367,0.21,0.8731343150138855,0.028038151562213898,0.6314815282821655,0.5851852297782898,0.6923076510429382,0.6000000238418579,0.8543103933334351,0.8309772610664368,0.8634167313575745,0.6527777910232544,0.7119248509407043,0.6183748841285706,0.8309772610664368,0.8634167313575745,0.8070175051689148,0.6666666865348816,0.7324118614196777,0.8341751098632812,0.029107054695487022,0.6500000357627869,0.8527357578277588,0.7108433246612549,0.6555556058883667,0.8518518805503845,0.8543103933334351,0.8048561215400696,0.0259825699031353,0.6555555462837219,0.02745620720088482,0.8588508367538452,0.8588508367538452,0.8048561215400696,0.8558909296989441,0.778900146484375,0.6000000238418579,27,0.02844332903623581,0.8615201115608215,0.6406069993972778,0.7452229857444763,0.8527357578277588,0.8181818127632141,0.6499999761581421,0.7837837934494019
no_init_kenn_top_down_adapter_bert_ms,1,7m3c5p7x,0.8570592999458313,0.33,0.8659877181053162,0.8550724387168884,0.8615201115608215,0.6555556058883667,0.8659877181053162,0.644444465637207,1,0.6666666865348816,0.7666666507720947,0.028860384598374367,0.43,0.9212598204612732,0.028860382735729218,0.6500000953674316,0.609259307384491,0.7058824300765991,0.6000000238418579,0.8548920750617981,0.8331130146980286,0.8637481331825256,0.6527777910232544,0.7421709299087524,0.631560206413269,0.8331130146980286,0.8637481331825256,0.8518518805503845,0.75,0.7536406517028809,0.8913690447807312,0.029107054695487022,0.6500000357627869,0.8527357578277588,0.7421383261680603,0.6555556058883667,0.9583333134651184,0.8548920750617981,0.8048561215400696,0.027051471173763275,0.6555555462837219,0.028041642159223557,0.8634263277053833,0.8634263277053833,0.8048561215400696,0.8570592999458313,0.8551587462425232,0.6000000238418579,27,0.028860384598374367,0.8615201115608215,0.6500000357627869,0.7622149586677551,0.8527357578277588,0.8571428656578064,0.6499999761581421,0.7837837934494019
no_init_kenn_bottom_up_adapter_bert_ms,1,ib1hs2ey,0.8565582036972046,0.33,0.8656752705574036,0.8194444179534912,0.8615201115608215,0.6555556058883667,0.8656752705574036,0.644444465637207,1,0.6545454859733582,0.7666666507720947,0.028860384598374367,0.38,0.8999999761581421,0.02861371636390686,0.644444465637207,0.6000000238418579,0.7058824300765991,0.6000000238418579,0.8546426892280579,0.8321462273597717,0.8635927438735962,0.6527777910232544,0.7288457155227661,0.626548707485199,0.8321462273597717,0.8635927438735962,0.8214284777641296,0.7200000286102295,0.7442145943641663,0.8654395937919617,0.029107054695487022,0.6500000357627869,0.8527357578277588,0.7283950448036194,0.6555556058883667,0.8846153616905212,0.8546426892280579,0.8048561215400696,0.026640355587005615,0.6555555462837219,0.027819130569696423,0.8613520264625549,0.8613520264625549,0.8048561215400696,0.8565582036972046,0.820586085319519,0.6000000238418579,27,0.028736522421240807,0.8615201115608215,0.6472102999687195,0.7548387050628662,0.8527357578277588,0.8571428656578064,0.6499999761581421,0.7837837934494019
no_init_kenn_hybrid_adapter_bert_ms,0,yqmakkcg,0.8524621725082397,0.33,0.8627316951751709,0.6161616444587708,0.8618078231811523,0.6777778267860413,0.8627316951751709,0.644444465637207,1,0.5901638865470886,0.7666666507720947,0.02935372479259968,0.06999999999999999,0.7579618096351624,0.026558130979537964,0.5981482267379761,0.5685185194015503,0.7017543911933899,0.6000000238418579,0.8527928590774536,0.8274034261703491,0.8622695207595825,0.6694444417953491,0.6516457200050354,0.6183589100837708,0.8274034261703491,0.8622695207595825,0.6478873491287231,0.5806451439857483,0.694076418876648,0.720590353012085,0.030093735083937645,0.6611111760139465,0.8531237840652466,0.6455026865005493,0.6777778267860413,0.5609756112098694,0.8527928590774536,0.8061894774436951,0.025242559611797333,0.6777777671813965,0.02745550312101841,0.8497641086578369,0.8497641086578369,0.8061894774436951,0.8524621725082397,0.6274538040161133,0.6666666865348816,37,0.0278860405087471,0.8618078231811523,0.6280556321144104,0.7062314748764038,0.8531237840652466,0.7407407164573669,0.6611111164093018,0.7837837934494019
no_init_kenn_top_down_adapter_bert_ms,0,o1vu5c6n,0.8570870161056519,0.33,0.8656505942344666,0.8571428656578064,0.8597522974014282,0.5333333611488342,0.8656505942344666,0.644444465637207,1,0.5,0.7333333492279053,0.026147015392780304,0.88,0.9298245906829834,0.026969246566295624,0.6074074506759644,0.5277777910232544,0.6666666865348816,0.36666667461395264,0.8538318872451782,0.8294901847839355,0.8626914024353027,0.5611110925674438,0.6603686809539795,0.5305410027503967,0.8294901847839355,0.8626914024353027,0.7719298005104065,0.7857142686843872,0.6912937164306641,0.9001322984695435,0.023680314421653748,0.5888888835906982,0.8506014943122864,0.6575343012809753,0.5333333611488342,0.8148148059844971,0.8538318872451782,0.7975227236747742,0.023433644324541092,0.5333333611488342,0.023556333035230637,0.8641273975372314,0.8641273975372314,0.7975227236747742,0.8570870161056519,0.866843044757843,0.5,33,0.02655176818370819,0.8597522974014282,0.5980048179626465,0.7210884690284729,0.8506014943122864,1.0,0.5888888835906982,0.7837837934494019
no_init_kenn_bottom_up_adapter_bert_ms,0,5z50b3u3,0.8532323837280273,0.33,0.8633730411529541,0.6413043737411499,0.8615200519561768,0.6555556058883667,0.8633730411529541,0.644444465637207,1,0.6101694703102112,0.7666666507720947,0.028860384598374367,0.1,0.7799999713897705,0.026475906372070312,0.5962963104248047,0.5611111521720886,0.6545454859733582,0.6000000238418579,0.8529839515686035,0.8273020386695862,0.862445592880249,0.6527777910232544,0.6520849466323853,0.6046677827835083,0.8273020386695862,0.862445592880249,0.6764705777168274,0.6206896305084229,0.6921110153198242,0.7364882230758667,0.029107054695487022,0.6500000357627869,0.8527357578277588,0.6483516097068787,0.6555556058883667,0.6052631735801697,0.8529839515686035,0.8048561215400696,0.024913664907217022,0.6555555462837219,0.0268476027995348,0.8510358929634094,0.8510358929634094,0.8048561215400696,0.8532323837280273,0.6486509442329407,0.6000000238418579,34,0.027616770938038823,0.8615200519561768,0.6219910383224487,0.7090908885002136,0.8527357578277588,0.7200000286102295,0.6499999761581421,0.7837837934494019
smart_init_classifier_adapter_bert_ms,2,90pgycc6,0.8540614247322083,0.33,0.8638498783111572,0.6781609058380127,0.8614378571510315,0.6555556058883667,0.8638498783111572,0.644444465637207,1,0.6530612111091614,0.7333333492279053,0.028860384598374367,0.47,0.8068965673446655,0.026147015392780304,0.5888888835906982,0.5481481552124023,0.6000000238418579,0.5333333611488342,0.8533980846405029,0.8292520642280579,0.8626421689987183,0.6527777910232544,0.6851791143417358,0.5970598459243774,0.8292520642280579,0.8626421689987183,0.7586206793785095,0.8421052694320679,0.7141274809837341,0.7882049083709717,0.029107052832841873,0.6500000357627869,0.8527357578277588,0.6666666865348816,0.6555556058883667,0.7857142686843872,0.8533980846405029,0.8048560619354248,0.024338101968169212,0.6555555462837219,0.026509808376431465,0.8551732301712036,0.8551732301712036,0.8048560619354248,0.8540614247322083,0.7176065444946289,0.699999988079071,27,0.02743677794933319,0.8614378571510315,0.6179372072219849,0.7199999690055847,0.8527357578277588,0.5249999761581421,0.6499999761581421,0.7837837934494019
smart_init_classifier_adapter_bert_ms,1,8kfem0q7,0.8567251563072205,0.33,0.8657903671264648,0.8309859037399292,0.8615201115608215,0.6555556058883667,0.8657903671264648,0.644444465637207,1,0.6545454859733582,0.7666666507720947,0.028860384598374367,0.42,0.9069767594337464,0.02861371636390686,0.644444465637207,0.6018518805503845,0.7058824300765991,0.6000000238418579,0.8547257781028748,0.8324763774871826,0.8636499643325806,0.6527777910232544,0.7334614396095276,0.6275569200515747,0.8324763774871826,0.8636499643325806,0.8363636136054993,0.7200000286102295,0.7474663853645325,0.8742856979370117,0.029107054695487022,0.6500000357627869,0.8527357578277588,0.7329192161560059,0.6555556058883667,0.9200000166893004,0.8547257781028748,0.8048561215400696,0.026722578331828117,0.6555555462837219,0.027863895520567897,0.8620597124099731,0.8620597124099731,0.8048561215400696,0.8567251563072205,0.832381010055542,0.6000000238418579,27,0.028736522421240807,0.8615201115608215,0.6472102999687195,0.7572815418243408,0.8527357578277588,0.8571428656578064,0.6499999761581421,0.7837837934494019
smart_init_classifier_adapter_bert_ms,0,rnspyvrb,0.8547257781028748,0.33,0.8644172549247742,0.7108433842658997,0.8615200519561768,0.6555556058883667,0.8644172549247742,0.644444465637207,1,0.6545454859733582,0.7666666507720947,0.028860384598374367,0.36000000000000004,0.8297872543334961,0.027380364015698433,0.6166666746139526,0.5888888835906982,0.6666666865348816,0.6000000238418579,0.8537296056747437,0.8291923999786377,0.8629661798477173,0.6527777910232544,0.684212863445282,0.6204365491867065,0.8291923999786377,0.8629661798477173,0.71875,0.7200000286102295,0.713475227355957,0.786617636680603,0.029107054695487022,0.6500000357627869,0.8527357578277588,0.6820809245109558,0.6555556058883667,0.6764705777168274,0.8537296056747437,0.8048561215400696,0.026147015392780304,0.6555555462837219,0.027547746896743774,0.855046272277832,0.855046272277832,0.8048561215400696,0.8547257781028748,0.7154902219772339,0.6000000238418579,33,0.02810090035200119,0.8615200519561768,0.6328948140144348,0.7289719581604004,0.8527357578277588,0.75,0.6499999761581421,0.7837837934494019
