name,instance,run_id,test_pretraining/micro/precision,test_incremental/macro_example_exclusive/f1,test/micro/f1,test_incremental/micro/recall,test_incremental/macro_types/recall,test_pretraining/macro_types/precision,threshold_incremental,test_pretraining/macro_types/f1,test_incremental_only/macro_types/f1,test/micro/recall,test_incremental_government-political_party/macro_types/recall,test/macro_example/precision,test_incremental/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,test_incremental_government-political_party/macro_types/f1,test_incremental_government-political_party/macro_types/precision,test/macro_types/f1,test_pretraining/micro/recall,test/micro/precision,test_incremental/macro_types/f1,test_incremental_government/macro_types/precision,threshold_pretraining,test_pretraining/micro/f1,test_incremental/macro_example/f1,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_government-government/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,epoch,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_pretraining/macro_example/precision,test_pretraining/macro_example/recall,test_incremental/macro_types/precision,test_incremental_government/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental/micro/f1,test_incremental/micro/precision,test_pretraining/macro_types/recall,test_incremental_only/micro/precision,test_incremental_government-government/macro_types/recall,test/macro_example/f1,test_incremental_only/micro/f1,test_incremental_only/macro_types/precision,test_incremental/macro_example_exclusive/recall,test/macro_types/recall,test/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_government/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_government-government/macro_types/precision,test/macro_example/recall,test_incremental/macro_example/recall
smart_init_kenn_top_down_adapter_bert_ms,0,j4q50bnk,0.9139029383659364,0.9350571036338806,0.9063385128974916,0.9242424368858336,0.9180135130882264,0.9048560857772828,0.77,0.8835046887397766,0.9104315638542176,0.8988982439041138,0.931818187236786,0.9282184839248656,0.03259104862809181,0.8964575529098511,0.9461278915405272,0.931818187236786,0.931818187236786,0.8835046887397766,0.8988982439041138,0.9139029383659364,0.9234697818756104,0.9494949579238892,0.375,0.9063385128974916,0.032209694385528564,0.03088006190955639,0.9022727012634276,0.8888888955116272,0.8939393758773804,44,0.9207800030708312,0.8989899158477783,0.9282184839248656,0.9134597778320312,0.928991198539734,0.9494949579238892,0.030793320387601852,0.9289339780807496,0.9336734414100648,0.8631377816200256,0.9175257682800292,0.8727272748947144,0.9207800030708312,0.9081632494926452,0.9187393188476562,0.9242424368858336,0.8631377816200256,0.9048560857772828,0.03096729516983032,0.9494949579238892,0.8989899158477783,0.9056603908538818,0.9134597778320312,0.031837161630392075
smart_init_kenn_bottom_up_adapter_bert_ms,0,6cer3dgc,0.9137022495269777,0.9334098100662231,0.9062398076057434,0.9242424368858336,0.9180135130882264,0.9044501185417176,0.52,0.8833111524581909,0.9053189158439636,0.8988982439041138,0.931818187236786,0.928168773651123,0.0324750654399395,0.8939108848571777,0.9427609443664552,0.92134827375412,0.9111111164093018,0.8833111524581909,0.8988982439041138,0.9137022495269777,0.9200466275215148,0.9494949579238892,0.375,0.9062398076057434,0.03215295076370239,0.03079233691096306,0.9022727012634276,0.8888888955116272,0.8888888955116272,44,0.9207555055618286,0.8989899158477783,0.928168773651123,0.9134597778320312,0.922088861465454,0.9494949579238892,0.030619345605373383,0.9265822768211364,0.9289340376853944,0.8631377816200256,0.9081632494926452,0.8727272748947144,0.9207555055618286,0.903553307056427,0.9083857536315918,0.9242424368858336,0.8631377816200256,0.9044501185417176,0.03096729516983032,0.9494949579238892,0.8989899158477783,0.9056603908538818,0.9134597778320312,0.031837161630392075
no_init_kenn_hybrid_adapter_bert_ms,2,3o94y8p0,0.8969671130180359,0.9730523824691772,0.8989006280899048,0.9696969985961914,0.977104425430298,0.8894690871238708,0.03,0.8778927326202393,0.6875264644622803,0.9008424878120422,1.0,0.9180004596710204,0.033634886145591736,0.97969388961792,0.9764309525489808,0.752136766910553,0.6027397513389587,0.8778927326202393,0.9008424878120422,0.8969671130180359,0.7930975556373596,0.9494949579238892,0.375,0.8989006280899048,0.03351850435137749,0.03374728932976723,0.9909090995788574,0.6171427965164185,0.9696969985961914,24,0.9162778258323668,0.9898989796638488,0.9180004596710204,0.9145616292953492,0.6674115657806396,0.9494949579238892,0.03340292349457741,0.7836735248565674,0.6575342416763306,0.8666137456893921,0.5077720284461975,0.9818181991577148,0.9162778258323668,0.6712328791618347,0.5263698697090149,0.9696969985961914,0.8666137456893921,0.8894690871238708,0.03409881889820099,0.9494949579238892,0.9898989796638488,0.44999998807907104,0.9145616292953492,0.033402927219867706
no_init_kenn_top_down_adapter_bert_ms,2,9ah2q659,0.8629683256149292,0.9729911684989928,0.8813953399658203,0.9646464586257936,0.971043825149536,0.8793869614601135,0.09,0.8727726936340332,0.4226384460926056,0.9006264805793762,1.0,0.8970201015472412,0.033808864653110504,0.9772661924362184,0.9814814925193788,0.47567567229270935,0.3120567500591278,0.8727726936340332,0.9006264805793762,0.8629683256149292,0.6566237807273865,0.9494949579238892,0.375,0.8813953399658203,0.03351639583706856,0.033663660287857056,0.9818181991577148,0.366782009601593,0.9747474789619446,25,0.9056633114814758,0.9797979593276978,0.8970201015472412,0.914474606513977,0.49601584672927856,0.9494949579238892,0.03357689827680588,0.5684523582458496,0.4029535949230194,0.8662571907043457,0.25866666436195374,0.9636363387107848,0.9056633114814758,0.4092826843261719,0.2692762315273285,0.9646465182304382,0.8662571907043457,0.8793869614601135,0.03375086933374405,0.9494949579238892,0.9797979593276978,0.22649572789669037,0.914474606513977,0.03322894871234894
no_init_kenn_bottom_up_adapter_bert_ms,2,2qqrnxr9,0.8601484894752502,0.9713775515556335,0.8800252676010132,0.9696969985961914,0.977104425430298,0.8790638446807861,0.02,0.8727943897247314,0.4132175743579865,0.9008424878120422,1.0,0.8953036069869995,0.03351890295743942,0.9771096110343932,0.9730639457702636,0.46560847759246826,0.30344828963279724,0.8727943897247314,0.9008424878120422,0.8601484894752502,0.6531517505645752,0.9494949579238892,0.375,0.8800252676010132,0.033460814505815506,0.033658262342214584,0.9909090995788574,0.3576158881187439,0.9646465182304382,23,0.9048301577568054,0.9898989796638488,0.8953036069869995,0.9145616292953492,0.49052226543426514,0.9494949579238892,0.03322894871234894,0.5573294758796692,0.3910386860370636,0.8666137456893921,0.25,0.9818181991577148,0.9048301577568054,0.3991853594779968,0.26103588938713074,0.9696969985961914,0.8666137456893921,0.8790638446807861,0.03409881889820099,0.9494949579238892,0.9898989796638488,0.21862348914146423,0.9145616292953492,0.033402927219867706
no_init_kenn_hybrid_adapter_bert_ms,1,3mpwiaod,0.9039965271949768,0.9498707056045532,0.9015487432479858,0.9292929172515868,0.928619623184204,0.8931328058242798,0.12,0.8782017230987549,0.7400426864624023,0.8991142511367798,1.0,0.9201867580413818,0.033460915088653564,0.9065585732460022,0.9713804721832277,0.8224299550056458,0.6984127163887024,0.8782017230987549,0.8991142511367798,0.9039965271949768,0.8172260522842407,0.9494949579238892,0.375,0.9015487432479858,0.03271997347474098,0.03122801147401333,0.9181817770004272,0.6571428775787354,0.9040403962135316,32,0.9168488383293152,0.9090909361839294,0.9201867580413818,0.9135351181030272,0.7296947240829468,0.9494949579238892,0.031141266226768497,0.8269662261009216,0.7449392676353455,0.8637616634368896,0.6081081032752991,0.8363636136054993,0.9168488383293152,0.7287449240684509,0.6197946071624756,0.9292929172515868,0.8637616634368896,0.8931328058242798,0.031315241008996964,0.9494949579238892,0.9090908765792848,0.5411764979362488,0.9135351181030272,0.032011136412620544
no_init_kenn_top_down_adapter_bert_ms,1,2070o7do,0.7431372404098511,0.9663270711898804,0.8143372535705566,0.9646464586257936,0.971043825149536,0.8725792169570923,0.04,0.8694067001342773,0.17436641454696655,0.9006264805793762,1.0,0.8043501973152161,0.03334493190050125,0.9670068621635436,0.9680134654045104,0.22278481721878052,0.12535612285137177,0.8694067001342773,0.9006264805793762,0.7431372404098511,0.5465332269668579,0.9494949579238892,0.375,0.8143372535705566,0.033286839723587036,0.033310260623693466,0.9818181991577148,0.12354312837123872,0.9545454978942872,33,0.8558846116065979,0.9797979593276978,0.8043501973152161,0.914474606513977,0.38028454780578613,0.9494949579238892,0.0328810028731823,0.2632667124271393,0.15243415534496307,0.8662571907043457,0.08405546098947525,0.9636363387107848,0.8558846116065979,0.15482841432094574,0.09567930549383163,0.9646465182304382,0.8662571907043457,0.8725792169570923,0.03375086933374405,0.9494949579238892,0.9797979593276978,0.0660024881362915,0.914474606513977,0.03322894871234894
no_init_kenn_bottom_up_adapter_bert_ms,1,tywc6n77,0.6932158470153809,0.9612677097320556,0.7834257483482361,0.9646464586257936,0.971043825149536,0.8716995716094971,0.01,0.8689698576927185,0.13632503151893616,0.9006264805793762,1.0,0.7587897777557373,0.03299698233604431,0.9591706395149232,0.9579125046730042,0.17995910346508026,0.09887640178203584,0.8689698576927185,0.9006264805793762,0.6932158470153809,0.5309166312217712,0.9494949579238892,0.375,0.7834257483482361,0.03311255946755409,0.033040326088666916,0.9818181991577148,0.09075342118740082,0.939393937587738,23,0.8293895125389099,0.9797979593276978,0.7587897777557373,0.914474606513977,0.36533015966415405,0.9494949579238892,0.03235907852649689,0.20592990517616272,0.11526855826377869,0.8662571907043457,0.06225930526852608,0.9636363387107848,0.8293895125389099,0.11707904934883118,0.07324772328138351,0.9646465182304382,0.8662571907043457,0.8716995716094971,0.03375086933374405,0.9494949579238892,0.9797979593276978,0.0476190485060215,0.914474606513977,0.03322894871234894
no_init_kenn_hybrid_adapter_bert_ms,0,15aqjs18,0.8753148317337036,0.9780421257019044,0.8878952264785767,0.9696969985961914,0.977104425430298,0.8812774419784546,0.02,0.8738840818405151,0.4808901846408844,0.9008424878120422,1.0,0.9023627042770386,0.033982835710048676,0.97969388961792,0.9865320324897766,0.4705882668495178,0.3076923191547394,0.8738840818405151,0.9008424878120422,0.8753148317337036,0.6856778860092163,0.9494949579238892,0.375,0.8878952264785767,0.03369038552045822,0.03374728932976723,0.9909090995788574,0.49090906977653503,0.9696969985961914,27,0.9084212183952332,0.9898989796638488,0.9023627042770386,0.9145616292953492,0.5281533598899841,0.9494949579238892,0.03340292349457741,0.6347107291221619,0.4717444777488709,0.8666137456893921,0.3181818127632141,0.9818181991577148,0.9084212183952332,0.4815724492073059,0.31748253107070923,0.9696969985961914,0.8666137456893921,0.8812774419784546,0.03409881889820099,0.9494949579238892,0.9898990392684937,0.3272727131843567,0.9145616292953492,0.03340292349457741
no_init_kenn_top_down_adapter_bert_ms,0,2kgtepv6,0.9030789136886596,0.9642233848571776,0.90141761302948,0.9444444179534912,0.9468013644218444,0.8933548927307129,0.09,0.878861665725708,0.7528649568557739,0.8997623920440674,1.0,0.921729326248169,0.03392484411597252,0.939393937587738,0.9848484992980956,0.8543689250946045,0.7457627058029175,0.878861665725708,0.8997623920440674,0.9030789136886596,0.8265936970710754,0.9494949579238892,0.375,0.90141761302948,0.033214375376701355,0.032359082251787186,0.9454545378684998,0.6447368264198303,0.939393937587738,48,0.917868435382843,0.939393937587738,0.921729326248169,0.914039671421051,0.7334707975387573,0.9494949579238892,0.032359082251787186,0.8256070613861084,0.7333333492279053,0.8648312091827393,0.5961538553237915,0.8909090757369995,0.917868435382843,0.729411780834198,0.6254586577415466,0.9444444179534912,0.8648312091827393,0.8933548927307129,0.032359082251787186,0.9494949579238892,0.939393937587738,0.5051546096801758,0.914039671421051,0.032533057034015656
no_init_kenn_bottom_up_adapter_bert_ms,0,333m8cxj,0.7532960176467896,0.9789381623268129,0.820578396320343,0.9747474789619446,0.9831650257110596,0.8724083304405212,0.01,0.8696807622909546,0.16735759377479553,0.901058554649353,1.0,0.814149022102356,0.03386685252189636,0.987212300300598,0.9831649661064148,0.16117218136787417,0.087649405002594,0.8696807622909546,0.901058554649353,0.7532960176467896,0.5454075932502747,0.9494949579238892,0.375,0.820578396320343,0.03372124955058098,0.0340062715113163,1.0,0.17350158095359802,0.9747475385665894,25,0.8614904880523682,1.0,0.814149022102356,0.914677619934082,0.37737858295440674,0.9494949579238892,0.03357689827680588,0.28011608123779297,0.16355931758880615,0.8669701814651489,0.09158186614513396,1.0,0.8614904880523682,0.16779661178588867,0.09132038056850432,0.9747475385665894,0.8669701814651489,0.8724083304405212,0.03444676846265793,0.9494949579238892,1.0,0.09499136358499528,0.914677619934082,0.03357689827680588
smart_init_classifier_adapter_bert_ms,2,qta1ml16,0.9128149151802064,0.9486165642738342,0.9064607620239258,0.9545454382896424,0.9543771147727966,0.902845859527588,0.29000000000000004,0.883662223815918,0.9099605083465576,0.9001944065093994,0.931818187236786,0.927718997001648,0.0324750654399395,0.9389594793319702,0.9427609443664552,0.8631579279899597,0.8039215803146362,0.883662223815918,0.9001944065093994,0.9128149151802064,0.9236379265785216,0.9494949579238892,0.375,0.9064607620239258,0.03267677128314972,0.032344114035367966,0.9568182229995728,0.9557521939277648,0.9191919565200806,27,0.9209315180778505,0.9595959782600404,0.927718997001648,0.9142426252365112,0.8948171138763428,0.9494949579238892,0.031663186848163605,0.931034505367279,0.9086538553237916,0.8652768135070801,0.8715596199035645,0.9818181991577148,0.9209315180778505,0.9134615659713744,0.8674780130386353,0.9545454382896424,0.8652768135070801,0.902845859527588,0.03305497765541077,0.9494949579238892,0.9595959186553956,0.931034505367279,0.9142426252365112,0.0328810028731823
smart_init_classifier_adapter_bert_ms,1,ccdc2sfk,0.91336852312088,0.9197643399238586,0.9053068161010742,0.8888888955116272,0.8771044015884399,0.9041043519973756,0.79,0.8818848729133606,0.8692508339881897,0.8973860740661621,0.9545454382896424,0.9273163676261902,0.03282301127910614,0.8232014179229736,0.9528619050979614,0.8842105269432068,0.8235294222831726,0.8818848729133606,0.8973860740661621,0.91336852312088,0.8962315320968628,0.9494949579238892,0.375,0.9053068161010742,0.03168290853500366,0.02835662104189396,0.8409091234207153,0.8333333730697632,0.8181818127632141,39,0.9200444221496582,0.8282828330993652,0.9273163676261902,0.9128856658935548,0.916211485862732,0.9494949579238892,0.028183717280626297,0.9048842787742616,0.9214659929275512,0.8607313632965088,0.8913043737411499,0.7272727489471436,0.9200444221496582,0.8586387634277344,0.8995696306228638,0.8888888359069824,0.8607313632965088,0.9041043519973756,0.028531663119792935,0.9494949579238892,0.8282828330993652,0.9756097793579102,0.9128856658935548,0.030619345605373383
smart_init_classifier_adapter_bert_ms,0,d1taiqp6,0.9139785170555116,0.960171401500702,0.906814694404602,0.9444444179534912,0.9468013644218444,0.9049757122993468,0.53,0.8844481706619263,0.9334717392921448,0.8997623920440674,1.0,0.9282184839248656,0.033634886145591736,0.9368619322776794,0.9764309525489808,0.9670329689979552,0.936170220375061,0.8844481706619263,0.8997623920440674,0.9139785170555116,0.9388465285301208,0.9494949579238892,0.375,0.906814694404602,0.03307479992508888,0.0322718620300293,0.9454545378684998,0.8990825414657593,0.9343434572219848,44,0.9210156202316284,0.939393937587738,0.9282184839248656,0.913923680782318,0.9310241937637328,0.9494949579238892,0.032185107469558716,0.9396984577178956,0.9350000023841858,0.8648312091827393,0.9207921028137208,0.8909090757369995,0.9210156202316284,0.9300000071525574,0.9217888116836548,0.9444444179534912,0.8648312091827393,0.9049757122993468,0.032359082251787186,0.9494949579238892,0.939393937587738,0.9074074029922484,0.913923680782318,0.032533057034015656
