name,instance,run_id,test/macro_types/f1,test_pretraining/macro_example/recall,test_pretraining/macro_types/precision,test_incremental_only/micro/f1,test_incremental_government/macro_types/f1,test_incremental_government-political_party/macro_types/f1,test/micro/recall,test_pretraining/macro_types/f1,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test_pretraining/macro_types/recall,test_incremental_government-government/macro_types/precision,test_incremental_government-political_party/macro_types/precision,test_incremental_government-political_party/macro_types/recall,test_incremental/micro/f1,test_incremental/micro/recall,test_pretraining/micro/precision,test_incremental_only/macro_example/recall,test/macro_example/recall,test/macro_example/f1,test_incremental/macro_example/recall,test_incremental_only/micro/precision,test_incremental_government/macro_types/recall,test_incremental_government-government/macro_types/recall,test_incremental_government/macro_types/precision,test/macro_example/precision,test_incremental/macro_types/recall,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/f1,test/micro/precision,test_incremental_government-government/macro_types/f1,test_incremental_only/micro/recall,test_incremental/macro_types/precision,test_pretraining/micro/f1,test_incremental/micro/precision,test_incremental/macro_example/precision,test/micro/f1,test_incremental_only/macro_example/precision,threshold_incremental,test_incremental/macro_types/f1,test_pretraining/macro_example/f1,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/f1,test_pretraining/micro/recall,test/macro_types/precision,epoch,test_incremental/macro_example/f1,test_incremental_only/macro_types/precision,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/macro_types/f1,threshold_pretraining,test/macro_types/recall
smart_init_kenn_top_down_adapter_bert_ms,0,m90djatq,0.8832520842552185,0.9136511087417604,0.904032826423645,0.9045226573944092,0.9494949579238892,0.8888888955116272,0.8991142511367798,0.8832520842552185,0.9090909361839294,0.8888888955116272,0.863405168056488,0.92592591047287,0.8695651888847351,0.9090909361839294,0.9269521236419678,0.9292929172515868,0.9135206341743468,0.031315241008996964,0.9136511087417604,0.9207940101623536,0.032011136412620544,0.8999999761581421,0.9494949579238892,0.9090909361839294,0.9494949579238892,0.9280495047569276,0.9225589632987976,0.030963383615016937,0.9326477646827698,0.9135206341743468,0.9174312353134156,0.9090909361839294,0.9149953722953796,0.9062601327896118,0.9246231317520142,0.03224309906363487,0.9062601327896118,0.030619347468018532,0.88,0.9187616109848022,0.9207940101623536,0.9292929768562316,0.8988763689994812,0.8991142511367798,0.904032826423645,28,0.03212669864296913,0.8977455496788025,0.9280495047569276,0.936026930809021,0.9090908765792848,0.9033826589584352,0.375,0.863405168056488
smart_init_kenn_bottom_up_adapter_bert_ms,0,poavtfky,0.8830782771110535,0.9134597182273864,0.9037665724754332,0.8944724202156067,0.9494949579238892,0.9052631855010986,0.8988982439041138,0.8830782771110535,0.906818151473999,0.883838415145874,0.8633160591125488,0.9387755393981934,0.843137264251709,0.9772727489471436,0.9219143986701964,0.9242424368858336,0.913301169872284,0.030967293307185173,0.9134597182273864,0.9204460382461548,0.031837161630392075,0.8899999856948853,0.9494949579238892,0.8363636136054993,0.9494949579238892,0.9275400042533876,0.9210437536239624,0.030704114586114883,0.941587507724762,0.913301169872284,0.8846153616905212,0.8989899158477783,0.9104692935943604,0.9060425162315368,0.9195979833602904,0.03305497393012047,0.9060425162315368,0.03044537454843521,0.21,0.9157260060310364,0.9204460382461548,0.9242424368858336,0.891349732875824,0.8988982439041138,0.9037665724754332,69,0.03243464231491089,0.8909564018249512,0.9275400042533876,0.9595959782600404,0.8989899158477783,0.8988173007965088,0.375,0.8633160591125488
no_init_kenn_hybrid_adapter_bert_ms,2,1dn1nl83,0.883716881275177,0.9133148193359376,0.9066778421401978,0.914893627166748,0.9494949579238892,0.9176470637321472,0.898250162601471,0.883716881275177,0.8704545497894287,0.8686869144439697,0.8618900179862976,0.9791666865348816,0.9512194991111756,0.8863636255264282,0.9326424598693848,0.9090909361839294,0.9148514866828918,0.02992345206439495,0.9133148193359376,0.9206806421279908,0.031315241008996964,0.966292142868042,0.9494949579238892,0.8545454740524292,0.9494949579238892,0.9281663298606871,0.8968014121055603,0.02992345206439495,0.92399400472641,0.9148514866828918,0.9126214385032654,0.868686854839325,0.959960401058197,0.9064748287200928,0.957446813583374,0.032359082251787186,0.9064748287200928,0.02992345206439495,0.2,0.9273067116737366,0.9206806421279908,0.9090909361839294,0.8686869144439697,0.898250162601471,0.9066778421401978,49,0.031828608363866806,0.9651930928230286,0.9281663298606871,0.939393937587738,0.8686869144439697,0.9153791069984436,0.375,0.8618900179862976
no_init_kenn_top_down_adapter_bert_ms,2,1409e5li,0.8784562945365906,0.9135177135467528,0.8947113752365112,0.7394958138465881,0.9494949579238892,0.8453608155250549,0.8986822366714478,0.8784562945365906,0.8931818008422852,0.888888955116272,0.862781286239624,0.5465116500854492,0.7735849022865295,0.931818187236786,0.8348624110221863,0.9191918969154358,0.9053319096565248,0.030619345605373383,0.9135177135467528,0.9186856150627136,0.031663186848163605,0.633093535900116,0.9494949579238892,0.8545454740524292,0.9494949579238892,0.9239122867584229,0.9119529128074646,0.030619345605373383,0.9291831254959106,0.9053319096565248,0.6666666865348816,0.8888888955116272,0.7565305233001709,0.9019948244094848,0.7647058963775635,0.032359082251787186,0.9019948244094848,0.030619345605373383,0.1,0.8270027041435242,0.9186856150627136,0.9191918969154358,0.888888955116272,0.8986822366714478,0.8947113752365112,61,0.03200734779238701,0.660048246383667,0.9239122867584229,0.939393937587738,0.888888955116272,0.7591188549995422,0.375,0.862781286239624
no_init_kenn_bottom_up_adapter_bert_ms,2,34z2lnf0,0.882559597492218,0.9135177135467528,0.9032659530639648,0.8799999952316284,0.9494949579238892,0.931818187236786,0.8986822366714478,0.882559597492218,0.8931818008422852,0.888888955116272,0.862781286239624,0.8245614171028137,0.931818187236786,0.931818187236786,0.9145728349685668,0.9191918969154358,0.9128812551498412,0.030619345605373383,0.9135177135467528,0.9202983379364014,0.031663186848163605,0.8712871074676514,0.9494949579238892,0.8545454740524292,0.9494949579238892,0.9271804690361024,0.9119529128074646,0.030619345605373383,0.9291831254959106,0.9128812551498412,0.8392857313156128,0.8888888955116272,0.9019582271575928,0.9057260751724244,0.9100000262260436,0.032359082251787186,0.9057260751724244,0.030619345605373383,0.05,0.90692800283432,0.9202983379364014,0.9191918969154358,0.888888955116272,0.8986822366714478,0.9032659530639648,49,0.03200734779238701,0.8781898021697998,0.9271804690361024,0.939393937587738,0.888888955116272,0.8856223821640015,0.375,0.862781286239624
no_init_kenn_hybrid_adapter_bert_ms,1,hvci6fjn,0.8765002489089966,0.911708414554596,0.8952680230140686,0.6696034669876099,0.9494949579238892,0.931818187236786,0.8960898518562317,0.8765002489089966,0.7840908765792847,0.7676767706871033,0.8585032224655151,0.4166666567325592,0.931818187236786,0.931818187236786,0.7999999523162842,0.8585858345031738,0.9048865437507628,0.026443982496857643,0.911708414554596,0.916103184223175,0.02957550436258316,0.59375,0.9494949579238892,0.6363636255264282,0.9494949579238892,0.9205405116081238,0.8392255902290344,0.026443982496857643,0.8994709253311157,0.9048865437507628,0.5035971403121948,0.7676767706871033,0.7659932971000671,0.9004666805267334,0.7488986849784851,0.032533057034015656,0.9004666805267334,0.026443982496857643,0.16,0.8009389638900757,0.916103184223175,0.8585858345031738,0.7676767706871033,0.8960898518562317,0.8952680230140686,48,0.03098386339843273,0.6742424368858337,0.9205405116081238,0.9444444179534912,0.7676767706871033,0.7250295281410217,0.375,0.8585032224655151
no_init_kenn_top_down_adapter_bert_ms,1,34qiql4x,0.8744838833808899,0.9122419357299804,0.8888731002807617,0.4487534463405609,0.9494949579238892,0.9166666865348816,0.8971700072288513,0.8744838833808899,0.836363673210144,0.8181818127632141,0.8605530858039856,0.17619048058986664,0.8461538553237915,1.0,0.6261180639266968,0.8838383555412292,0.8802458643913269,0.028183717280626297,0.9122419357299804,0.9074353575706482,0.030445372685790065,0.3091602921485901,0.9494949579238892,0.6727272868156433,0.9494949579238892,0.902679204940796,0.8740741014480591,0.028183717280626297,0.9270695447921752,0.8802458643913269,0.2792452871799469,0.8181818127632141,0.6572797894477844,0.8886273503303528,0.4847645461559296,0.03357689827680588,0.8886273503303528,0.028183717280626297,0.19,0.7503311038017273,0.9074353575706482,0.8838383555412292,0.8181818127632141,0.8971700072288513,0.8888731002807617,48,0.031934548169374466,0.5111721754074097,0.902679204940796,0.9747474193572998,0.8181818127632141,0.6345298290252686,0.375,0.8605530858039856
no_init_kenn_bottom_up_adapter_bert_ms,1,31jyi65q,0.874472439289093,0.9120099544525146,0.8898023366928101,0.4688427150249481,0.9494949579238892,0.9130434393882751,0.8967379331588745,0.874472439289093,0.8136363625526428,0.7979798316955566,0.8596618175506592,0.19473683834075928,0.875,0.9545454382896424,0.6467289924621582,0.8737373948097229,0.8843204379081726,0.027487821877002716,0.9120099544525146,0.9085054993629456,0.03009742498397827,0.33193278312683105,0.9494949579238892,0.6727272868156433,0.9494949579238892,0.9050278663635254,0.8589226007461548,0.027487821877002716,0.9123556017875672,0.8843204379081726,0.30204081535339355,0.7979797720909119,0.6730773448944092,0.890485942363739,0.5133531093597412,0.0328810028731823,0.890485942363739,0.027487821877002716,0.060000000000000005,0.7547276616096497,0.9085054993629456,0.8737373948097229,0.7979798316955566,0.8967379331588745,0.8898023366928101,48,0.03142769634723663,0.5348684191703796,0.9050278663635254,0.9545454382896424,0.7979798316955566,0.6454383730888367,0.375,0.8596618175506592
no_init_kenn_hybrid_adapter_bert_ms,0,1xtr6f60,0.8808326721191406,0.9135757684707642,0.8989782333374023,0.8279070258140564,0.9494949579238892,0.888888955116272,0.8988982439041138,0.8808326721191406,0.9090908765792848,0.8989899158477783,0.863405168056488,0.7377049326896667,0.800000011920929,1.0,0.8861985802650452,0.9242424368858336,0.9101049900054932,0.03096729516983032,0.9135757684707642,0.9197847247123718,0.031837157905101776,0.767241358757019,0.9494949579238892,0.8181818127632141,0.9494949579238892,0.9260786771774292,0.9225589036941528,0.03096729516983032,0.9488232731819152,0.9101049900054932,0.7758620977401733,0.8989899158477783,0.8290666937828064,0.9044668674468994,0.8511627912521362,0.03357689827680588,0.9044668674468994,0.03096729516983032,0.08,0.8733177781105042,0.9197847247123718,0.9242424368858336,0.8989899158477783,0.8988982439041138,0.8989782333374023,49,0.03268389403820038,0.7688524723052979,0.9260786771774292,0.9747474193572998,0.8989899158477783,0.8331112861633301,0.375,0.863405168056488
no_init_kenn_top_down_adapter_bert_ms,0,2akst9wf,0.8682669401168823,0.9145616292953492,0.8699264526367188,0.054656997323036194,0.9494949579238892,0.052349790930747986,0.9008424878120422,0.8682669401168823,0.9909090995788574,0.9292929172515868,0.8666137456893921,0.02918918989598751,0.026878437027335167,1.0,0.1014799252152443,0.9696969985961914,0.5249905586242676,0.03409881889820099,0.9145616292953492,0.7218524813652039,0.03340292349457741,0.02810438722372055,0.9494949579238892,0.9818181991577148,0.9494949579238892,0.5962215065956116,0.977104425430298,0.033022016286849976,0.963768720626831,0.5249905586242676,0.05669291317462921,0.9898989796638488,0.33518755435943604,0.6633789539337158,0.053541552275419235,0.03299698233604431,0.6633789539337158,0.032011136412620544,0.01,0.4991469085216522,0.7218524813652039,0.9696969985961914,0.9586390256881714,0.9008424878120422,0.8699264526367188,49,0.03319871425628662,0.02803381346166134,0.5962215065956116,0.9579125046730042,0.9898990392684937,0.05452505499124527,0.375,0.8666137456893921
no_init_kenn_bottom_up_adapter_bert_ms,0,1xz0d4eh,0.8777928352355957,0.9136626720428468,0.8922873735427856,0.7200000286102295,0.9494949579238892,0.7719298005104065,0.8991142511367798,0.8777928352355957,0.9181817770004272,0.9040403962135316,0.8637616634368896,0.5679012537002563,0.6285714507102966,1.0,0.8214285373687744,0.9292929172515868,0.903407871723175,0.031315241008996964,0.9136626720428468,0.9177759289741516,0.032011132687330246,0.5960264801979065,0.9494949579238892,0.8363636136054993,0.9494949579238892,0.9219264388084412,0.9286195039749146,0.03122801147401333,0.952278971672058,0.903407871723175,0.6764705777168274,0.9090909361839294,0.7153226137161255,0.9012559056282043,0.7360000014305115,0.033634886145591736,0.9012559056282043,0.031141268089413643,0.03,0.8081337213516235,0.9177759289741516,0.9292929172515868,0.9065585732460022,0.8991142511367798,0.8922873735427856,49,0.03280292823910713,0.5982363224029541,0.9219264388084412,0.9764309525489808,0.9090908765792848,0.724456787109375,0.375,0.8637616634368896
smart_init_classifier_adapter_bert_ms,2,6au0qzmt,0.8834512233734131,0.9137787222862244,0.9040592312812804,0.9099999666213988,0.9494949579238892,0.8888888955116272,0.8993303179740906,0.8834512233734131,0.918181836605072,0.8939393758773804,0.8637616634368896,0.9272727370262146,0.8695651888847351,0.9090909361839294,0.929648220539093,0.9343434572219848,0.9135395884513856,0.031663186848163605,0.9137787222862244,0.9208405017852784,0.032185107469558716,0.9009901285171508,0.9494949579238892,0.9272727370262146,0.9494949579238892,0.9280122518539428,0.9286195635795592,0.03122219629585743,0.9335009455680848,0.9135395884513856,0.9272727370262146,0.9191918969154358,0.915444314479828,0.9063792824745178,0.925000011920929,0.03212711587548256,0.9063792824745178,0.030793320387601852,0.25,0.921984851360321,0.9208405017852784,0.9343434572219848,0.9063897728919984,0.8993303179740906,0.9040592312812804,63,0.0321560874581337,0.8984189629554749,0.9280122518539428,0.9326599836349488,0.9191918969154358,0.9081928730010986,0.375,0.8637616634368896
smart_init_classifier_adapter_bert_ms,1,ewurrkkm,0.8738760352134705,0.9128798842430116,0.8881877064704895,0.619403064250946,0.9494949579238892,0.4615384340286255,0.8976020812988281,0.8738760352134705,0.8227272629737854,0.444444477558136,0.8600183725357056,0.6385542154312134,0.3488371968269348,0.6818181872367859,0.7596566677093506,0.8939393758773804,0.8983783721923828,0.02887961082160473,0.9128798842430116,0.917552649974823,0.030793320387601852,0.4911242723464966,0.9494949579238892,0.9636363387107848,0.9494949579238892,0.9222736358642578,0.8649832010269165,0.020011069253087044,0.776841938495636,0.8983783721923828,0.7681159377098083,0.8383838534355164,0.645628809928894,0.8979900479316711,0.6604477763175964,0.023660404607653614,0.8979900479316711,0.015309673734009266,0.26,0.7393799424171448,0.917552649974823,0.8939393758773804,0.5809274315834045,0.8976020812988281,0.8881877064704895,9,0.026759691536426544,0.4936957061290741,0.9222736358642578,0.6868687868118286,0.8383838534355164,0.6170918345451355,0.375,0.8600183725357056
smart_init_classifier_adapter_bert_ms,0,jxlyd7fd,0.882847785949707,0.9135177135467528,0.9031862020492554,0.885572075843811,0.9494949579238892,0.8979591727256775,0.8988982439041138,0.882847785949707,0.9090908765792848,0.8888888955116272,0.863405168056488,0.9375,0.8148148059844971,1.0,0.9172932505607604,0.9242424368858336,0.9129003882408142,0.030967293307185173,0.9135177135467528,0.9202526807785034,0.031837161630392075,0.8725489974021912,0.9494949579238892,0.8181818127632141,0.9494949579238892,0.927087664604187,0.9225589036941528,0.03079233504831791,0.948025107383728,0.9129003882408142,0.873786449432373,0.8989899158477783,0.9006032943725586,0.9058452248573304,0.9104477763175964,0.03351890295743942,0.9058452248573304,0.030619345605373383,0.21,0.911448895931244,0.9202526807785034,0.9242424368858336,0.8939108848571777,0.8988982439041138,0.9031862020492554,69,0.03265639767050743,0.8761574029922485,0.927087664604187,0.9730640053749084,0.8989899158477783,0.8923203945159912,0.375,0.863405168056488
