metric,projector,instance,family,subset,precision,recall,f1
test/micro,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.8152194023132324,0.85561603307724,0.834929347038269
test_pretraining/micro,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.8152194023132324,0.85561603307724,0.834929347038269
test_incremental/micro,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.3795620501041413,0.8221343755722046,0.5193508267402649
test_incremental_organization-company-news/macro_types,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.2248520702123642,0.7307692170143127,0.3438913822174072
test_incremental_organization-company-broadcast/macro_types,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.16763006150722504,0.9666666388511658,0.2857142984867096
test/macro_example,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.8444485068321228,0.8624266386032104,0.8533428907394409
test_incremental_only/micro,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.1959064304828644,0.8170731663703918,0.31603771448135376
test_incremental/macro_example,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.05122512951493263,0.06775201857089996,0.05834071710705757
test_pretraining/macro_types,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.8367005586624146,0.8157871961593628,0.8261115550994873
test_incremental/macro_types,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.35898274183273315,0.8406658172607422,0.5031214952468872
test_incremental_only/macro_types,kenn_hybrid_adapter_bert_ms,0,organization/company,10,0.19624106585979464,0.8487179279327393,0.3187748193740845
test_incremental_only/macro_example_exclusive,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.6642857193946838,0.6714285612106323,0.6678379774093628
test_incremental/macro_example_exclusive,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.6803118586540222,0.7738791704177856,0.7240853309631348
test_incremental_organization-company/macro_types,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.6844660043716431,0.8245614171028137,0.7480106353759766
test_incremental_only/macro_example,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.02294030413031578,0.023186974227428436,0.02306297793984413
test/macro_types,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.8353142738342285,0.8107898831367493,0.8228693604469299
test_pretraining/macro_example,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.8429385423660278,0.8613154888153076,0.852027952671051
test/micro,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.8134494423866272,0.8532841205596924,0.8328907489776611
test_pretraining/micro,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.8134494423866272,0.8532841205596924,0.8328907489776611
test_incremental/micro,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.35963302850723267,0.7747035622596741,0.49122804403305054
test_incremental_organization-company-news/macro_types,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.16363635659217834,0.5192307829856873,0.24884791672229767
test_incremental_organization-company-broadcast/macro_types,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.16091954708099365,0.9333333373069764,0.27450981736183167
test/macro_example,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.8429385423660278,0.8613154888153076,0.852027952671051
test_incremental_only/micro,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.1622418910264969,0.6707317233085632,0.26128265261650085
test_incremental/macro_example,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.057391874492168427,0.06528531014919281,0.061084646731615067
test_pretraining/macro_types,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.8353142738342285,0.8107898831367493,0.8228693604469299
test_incremental/macro_types,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.33634066581726074,0.7590418457984924,0.46613243222236633
test_incremental_only/macro_types,kenn_top_down_adapter_bert_ms,0,organization/company,10,0.162277951836586,0.7262820601463318,0.26528218388557434
test_incremental_only/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.6500000357627869,0.7428571581840515,0.6933333277702332
test_incremental/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.6081871390342712,0.7904483079910278,0.6874421834945679
test_incremental_organization-company/macro_types,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.6844660043716431,0.8245614171028137,0.7480106353759766
test_incremental_only/macro_example,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.02244696579873562,0.025653675198554993,0.023943429812788963
test/macro_types,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.8386831879615784,0.8141127824783325,0.8262153267860413
test_pretraining/macro_example,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.8501556515693665,0.8620594143867493,0.8560661673545837
test/micro,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.8268471360206604,0.8546443581581116,0.8405159711837769
test_pretraining/micro,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.8268471360206604,0.8546443581581116,0.8405159711837769
test_incremental/micro,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.43562230467796326,0.8023715615272522,0.564673125743866
test_incremental_organization-company-news/macro_types,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.28828829526901245,0.6153846383094788,0.39263805747032166
test_incremental_organization-company-broadcast/macro_types,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.20134228467941284,1.0,0.33519551157951355
test/macro_example,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.8501556515693665,0.8620594143867493,0.8560661673545837
test_incremental_only/micro,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.23846153914928436,0.7560975551605225,0.362573117017746
test_incremental/macro_example,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.051307350397109985,0.06668311357498169,0.05799339711666107
test_pretraining/macro_types,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.8386831879615784,0.8141127824783325,0.8262153267860413
test_incremental/macro_types,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.39136552810668945,0.8133153915405273,0.5284447073936462
test_incremental_only/macro_types,kenn_bottom_up_adapter_bert_ms,0,organization/company,10,0.24481528997421265,0.807692289352417,0.37574154138565063
test_incremental_only/macro_example_exclusive,box_adapter_bert_ms,2,organization/company,10,0.8857142925262451,0.8000000715255737,0.8406779766082764
test_incremental/macro_example_exclusive,box_adapter_bert_ms,2,organization/company,10,0.5847952961921692,0.7426900863647461,0.6543524861335754
test_incremental_organization-company/macro_types,box_adapter_bert_ms,2,organization/company,10,0.7247191071510315,0.7543859481811523,0.7392550110816956
test_incremental_only/macro_example,box_adapter_bert_ms,2,organization/company,10,0.030587073415517807,0.02762703411281109,0.029031800106167793
test/macro_types,box_adapter_bert_ms,2,organization/company,10,0.7219111919403076,0.6731882691383362,0.6966989636421204
test_pretraining/macro_example,box_adapter_bert_ms,2,organization/company,10,0.5896085500717163,0.8040320873260498,0.6803248524665833
test/micro,box_adapter_bert_ms,2,organization/company,10,0.6032520532608032,0.7930431365966797,0.6852489709854126
test_pretraining/micro,box_adapter_bert_ms,2,organization/company,10,0.6032520532608032,0.7930431365966797,0.6852489709854126
test_incremental/micro,box_adapter_bert_ms,2,organization/company,10,0.08662131428718567,0.7549406886100769,0.15541090071201324
test_incremental_organization-company-news/macro_types,box_adapter_bert_ms,2,organization/company,10,0.020282728597521785,0.6346153616905212,0.03930911049246788
test_incremental_organization-company-broadcast/macro_types,box_adapter_bert_ms,2,organization/company,10,0.07249999791383743,0.9666666388511658,0.13488370180130005
test/macro_example,box_adapter_bert_ms,2,organization/company,10,0.5896085500717163,0.8040320873260498,0.6803248524665833
test_incremental_only/micro,box_adapter_bert_ms,2,organization/company,10,0.030587075278162956,0.7560975551605225,0.058795638382434845
test_incremental/macro_example,box_adapter_bert_ms,2,organization/company,10,0.04933398962020874,0.06265416741371155,0.05520190671086311
test_pretraining/macro_types,box_adapter_bert_ms,2,organization/company,10,0.7219111919403076,0.6731882691383362,0.6966989636421204
test_incremental/macro_types,box_adapter_bert_ms,2,organization/company,10,0.272500604391098,0.7852226495742798,0.4045928418636322
test_incremental_only/macro_types,box_adapter_bert_ms,2,organization/company,10,0.04639136418700218,0.8006410002708435,0.08770108222961426
test_incremental_only/macro_example_exclusive,box_adapter_bert_ms,1,organization/company,10,0.7428571581840515,0.6571428775787354,0.6973760724067688
test_incremental/macro_example_exclusive,box_adapter_bert_ms,1,organization/company,10,0.5584795475006104,0.7134503126144409,0.6265241503715515
test_incremental_organization-company/macro_types,box_adapter_bert_ms,1,organization/company,10,0.7247191071510315,0.7543859481811523,0.7392550110816956
test_incremental_only/macro_example,box_adapter_bert_ms,1,organization/company,10,0.025653675198554993,0.022693634033203125,0.02408304065465927
test/macro_types,box_adapter_bert_ms,1,organization/company,10,0.7253270149230957,0.666961133480072,0.6949206590652466
test_pretraining/macro_example,box_adapter_bert_ms,1,organization/company,10,0.5883869528770447,0.8026871681213379,0.679030179977417
test/micro,box_adapter_bert_ms,1,organization/company,10,0.6017738580703735,0.7910999059677124,0.6835698485374451
test_pretraining/micro,box_adapter_bert_ms,1,organization/company,10,0.6017738580703735,0.7910999059677124,0.6835698485374451
test_incremental/micro,box_adapter_bert_ms,1,organization/company,10,0.08208616822957993,0.7154150009155273,0.1472742110490799
test_incremental_organization-company-news/macro_types,box_adapter_bert_ms,1,organization/company,10,0.015971148386597633,0.5961538553237915,0.031108882278203964
test_incremental_organization-company-broadcast/macro_types,box_adapter_bert_ms,1,organization/company,10,0.24418604373931885,0.699999988079071,0.3620689511299134
test/macro_example,box_adapter_bert_ms,1,organization/company,10,0.5883869528770447,0.8026871681213379,0.679030179977417
test_incremental_only/micro,box_adapter_bert_ms,1,organization/company,10,0.025653675198554993,0.6341463327407837,0.049312472343444824
test_incremental/macro_example,box_adapter_bert_ms,1,organization/company,10,0.04711396247148514,0.06018746644258499,0.052854280918836594
test_pretraining/macro_types,box_adapter_bert_ms,1,organization/company,10,0.7253270149230957,0.666961133480072,0.6949206590652466
test_incremental/macro_types,box_adapter_bert_ms,1,organization/company,10,0.3282921016216278,0.6835132837295532,0.4435477554798126
test_incremental_only/macro_types,box_adapter_bert_ms,1,organization/company,10,0.13007859885692596,0.6480768918991089,0.21666860580444336
test_incremental_only/macro_example_exclusive,box_adapter_bert_ms,0,organization/company,10,0.7428572177886963,0.6571428775787354,0.6973761320114136
test_incremental/macro_example_exclusive,box_adapter_bert_ms,0,organization/company,10,0.5526315569877625,0.7134502530097961,0.6228272318840027
test_incremental_organization-company/macro_types,box_adapter_bert_ms,0,organization/company,10,0.7247191071510315,0.7543859481811523,0.7392550110816956
test_incremental_only/macro_example,box_adapter_bert_ms,0,organization/company,10,0.025653675198554993,0.022693634033203125,0.02408304065465927
test/macro_types,box_adapter_bert_ms,0,organization/company,10,0.7227747440338135,0.668975830078125,0.6948354840278625
test_pretraining/macro_example,box_adapter_bert_ms,0,organization/company,10,0.5887475609779358,0.803122878074646,0.6794261932373047
test/micro,box_adapter_bert_ms,0,organization/company,10,0.6017738580703735,0.7910999059677124,0.6835698485374451
test_pretraining/micro,box_adapter_bert_ms,0,organization/company,10,0.6017738580703735,0.7910999059677124,0.6835698485374451
test_incremental/micro,box_adapter_bert_ms,0,organization/company,10,0.08208616822957993,0.7154150009155273,0.1472742110490799
test_incremental_organization-company-news/macro_types,box_adapter_bert_ms,0,organization/company,10,0.013355592265725136,0.4615384638309479,0.025959977880120277
test_incremental_organization-company-broadcast/macro_types,box_adapter_bert_ms,0,organization/company,10,0.12173912674188614,0.9333333373069764,0.2153846174478531
test/macro_example,box_adapter_bert_ms,0,organization/company,10,0.5887475609779358,0.803122878074646,0.6794261932373047
test_incremental_only/micro,box_adapter_bert_ms,0,organization/company,10,0.025653675198554993,0.6341463327407837,0.049312472343444824
test_incremental/macro_example,box_adapter_bert_ms,0,organization/company,10,0.04662062227725983,0.06018746644258499,0.05254240706562996
test_pretraining/macro_types,box_adapter_bert_ms,0,organization/company,10,0.7227747440338135,0.668975830078125,0.6948354840278625
test_incremental/macro_types,box_adapter_bert_ms,0,organization/company,10,0.2866046130657196,0.7164192199707031,0.40942010283470154
test_incremental_only/macro_types,box_adapter_bert_ms,0,organization/company,10,0.06754735857248306,0.6974359154701233,0.12316596508026124
test_incremental_only/macro_example_exclusive,classifier_adapter_bert_ms,2,organization/company,10,0.44285717606544495,0.6285714507102966,0.5196190476417542
test_incremental/macro_example_exclusive,classifier_adapter_bert_ms,2,organization/company,10,0.5146198272705078,0.7670564651489258,0.6159784197807312
test_incremental_organization-company/macro_types,classifier_adapter_bert_ms,2,organization/company,10,0.6844660043716431,0.8245614171028137,0.7480106353759766
test_incremental_only/macro_example,classifier_adapter_bert_ms,2,organization/company,10,0.015293536707758904,0.0217069573700428,0.017944417893886566
test/macro_types,classifier_adapter_bert_ms,2,organization/company,10,0.8373111486434937,0.8089583516120911,0.82289057970047
test_pretraining/macro_example,classifier_adapter_bert_ms,2,organization/company,10,0.851024866104126,0.8610316514968872,0.8559990525245667
test/micro,classifier_adapter_bert_ms,2,organization/company,10,0.8256535530090332,0.8530897498130798,0.8391474485397339
test_pretraining/micro,classifier_adapter_bert_ms,2,organization/company,10,0.8256535530090332,0.8530897498130798,0.8391474485397339
test_incremental/micro,classifier_adapter_bert_ms,2,organization/company,10,0.42025861144065857,0.7707509994506836,0.5439330339431763
test_incremental_organization-company-news/macro_types,classifier_adapter_bert_ms,2,organization/company,10,0.2520325183868408,0.5961538553237915,0.35428568720817566
test_incremental_organization-company-broadcast/macro_types,classifier_adapter_bert_ms,2,organization/company,10,0.17037037014961243,0.7666666507720947,0.27878788113594055
test/macro_example,classifier_adapter_bert_ms,2,organization/company,10,0.851024866104126,0.8610316514968872,0.8559990525245667
test_incremental_only/micro,classifier_adapter_bert_ms,2,organization/company,10,0.20930232107639313,0.6585366129875183,0.3176470398902893
test_incremental/macro_example,classifier_adapter_bert_ms,2,organization/company,10,0.0434139147400856,0.06470975279808044,0.05196463689208031
test_pretraining/macro_types,classifier_adapter_bert_ms,2,organization/company,10,0.8373111486434937,0.8089583516120911,0.82289057970047
test_incremental/macro_types,classifier_adapter_bert_ms,2,organization/company,10,0.3689562976360321,0.7291273474693298,0.4899738430976868
test_incremental_only/macro_types,classifier_adapter_bert_ms,2,organization/company,10,0.21120144426822665,0.6814102530479431,0.322457879781723
test_incremental_only/macro_example_exclusive,classifier_adapter_bert_ms,1,organization/company,10,0.40714287757873535,0.6000000238418579,0.4851064085960388
test_incremental/macro_example_exclusive,classifier_adapter_bert_ms,1,organization/company,10,0.5964912176132202,0.7582845687866211,0.6677268743515015
test_incremental_organization-company/macro_types,classifier_adapter_bert_ms,1,organization/company,10,0.6844660043716431,0.8245614171028137,0.7480106353759766
test_incremental_only/macro_example,classifier_adapter_bert_ms,1,organization/company,10,0.014060186222195624,0.02072027511894703,0.016752561554312706
test/macro_types,classifier_adapter_bert_ms,1,organization/company,10,0.8354012966156006,0.8052692413330078,0.8200585842132568
test_pretraining/macro_example,classifier_adapter_bert_ms,1,organization/company,10,0.8474598526954651,0.8606060147285461,0.8539823293685913
test/micro,classifier_adapter_bert_ms,1,organization/company,10,0.8193199038505554,0.8521181344985962,0.8353973031044006
test_pretraining/micro,classifier_adapter_bert_ms,1,organization/company,10,0.8193199038505554,0.8521181344985962,0.8353973031044006
test_incremental/micro,classifier_adapter_bert_ms,1,organization/company,10,0.3807615339756012,0.7509881258010864,0.5053191781044006
test_incremental_organization-company-news/macro_types,classifier_adapter_bert_ms,1,organization/company,10,0.20382165908813477,0.6153846383094788,0.3062201142311096
test_incremental_organization-company-broadcast/macro_types,classifier_adapter_bert_ms,1,organization/company,10,0.125,0.5666666626930237,0.20481927692890167
test/macro_example,classifier_adapter_bert_ms,1,organization/company,10,0.8474598526954651,0.8606060147285461,0.8539823293685913
test_incremental_only/micro,classifier_adapter_bert_ms,1,organization/company,10,0.16723549365997314,0.5975610017776489,0.2613333463668823
test_incremental/macro_example,classifier_adapter_bert_ms,1,organization/company,10,0.05032067000865936,0.06396973878145218,0.05633018910884857
test_pretraining/macro_types,classifier_adapter_bert_ms,1,organization/company,10,0.8354012966156006,0.8052692413330078,0.8200585842132568
test_incremental/macro_types,classifier_adapter_bert_ms,1,organization/company,10,0.3377625644207001,0.6688709259033203,0.44886159896850586
test_incremental_only/macro_types,classifier_adapter_bert_ms,1,organization/company,10,0.16441082954406738,0.5910256505012512,0.25725793838500977
test_incremental_only/macro_example_exclusive,classifier_adapter_bert_ms,0,organization/company,10,0.5214285850524902,0.8571428656578064,0.6484085321426392
test_incremental/macro_example_exclusive,classifier_adapter_bert_ms,0,organization/company,10,0.4746589064598083,0.8128654956817627,0.5993421673774719
test_incremental_organization-company/macro_types,classifier_adapter_bert_ms,0,organization/company,10,0.6844660043716431,0.8245614171028137,0.7480106353759766
test_incremental_only/macro_example,classifier_adapter_bert_ms,0,organization/company,10,0.018006905913352966,0.029600393027067184,0.02239200845360756
test/macro_types,classifier_adapter_bert_ms,0,organization/company,10,0.8364876508712769,0.815996527671814,0.8261150121688843
test_pretraining/macro_example,classifier_adapter_bert_ms,0,organization/company,10,0.8456760048866272,0.8628507256507874,0.8541770577430725
test/micro,classifier_adapter_bert_ms,0,organization/company,10,0.8128805756568909,0.8560046553611755,0.8338854908943176
test_pretraining/micro,classifier_adapter_bert_ms,0,organization/company,10,0.8128805756568909,0.8560046553611755,0.8338854908943176
test_incremental/micro,classifier_adapter_bert_ms,0,organization/company,10,0.3710247278213501,0.8300395011901855,0.5128205418586731
test_incremental_organization-company-news/macro_types,classifier_adapter_bert_ms,0,organization/company,10,0.2295081913471222,0.807692289352417,0.3574468195438385
test_incremental_organization-company-broadcast/macro_types,classifier_adapter_bert_ms,0,organization/company,10,0.1525423675775528,0.8999999761581421,0.260869562625885
test/macro_example,classifier_adapter_bert_ms,0,organization/company,10,0.8456760048866272,0.8628507256507874,0.8541770577430725
test_incremental_only/micro,classifier_adapter_bert_ms,0,organization/company,10,0.19166666269302368,0.8414633870124817,0.31221720576286316
test_incremental/macro_example,classifier_adapter_bert_ms,0,organization/company,10,0.040042754262685776,0.06857424974441528,0.05056117847561836
test_pretraining/macro_types,classifier_adapter_bert_ms,0,organization/company,10,0.8364876508712769,0.815996527671814,0.8261150121688843
test_incremental/macro_types,classifier_adapter_bert_ms,0,organization/company,10,0.3555055260658264,0.844084620475769,0.500298798084259
test_incremental_only/macro_types,classifier_adapter_bert_ms,0,organization/company,10,0.1910252869129181,0.8538461327552795,0.31220337748527527
test_incremental_only/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.5571428537368774,0.4714285731315613,0.5107142925262451
test_incremental/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.7982456088066101,0.7309941649436951,0.7631411552429199
test_incremental_only/macro_example,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.019240256398916245,0.016280217096209526,0.017636902630329132
test_incremental_organization-company/macro_types,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.6844660043716431,0.8245614171028137,0.7480106353759766
test/macro_types,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.8331341743469238,0.8030713796615601,0.8178265690803528
test/micro,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.8066002726554871,0.8501749038696289,0.827814519405365
test_pretraining/macro_example,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.8366592526435852,0.8597814440727234,0.8480627536773682
test_incremental_organization-company-news/macro_types,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.08163265138864517,0.3076923191547394,0.12903225421905518
test_incremental/micro,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.3152364194393158,0.7114624381065369,0.43689319491386414
test_pretraining/micro,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.8066002726554871,0.8501749038696289,0.827814519405365
test_incremental_organization-company-broadcast/macro_types,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.13609467446804047,0.7666666507720947,0.2311557829380035
test/macro_example,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.8366592526435852,0.8597814440727234,0.8480627536773682
test_incremental_only/micro,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.1068493127822876,0.47560974955558777,0.1744966208934784
test_incremental/macro_example,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.0673408955335617,0.061667487025260925,0.06437943875789642
test_pretraining/macro_types,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.8331341743469238,0.8030713796615601,0.8178265690803528
test_incremental/macro_types,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.3007311224937439,0.6329734921455383,0.407740980386734
test_incremental_only/macro_types,kenn_hybrid_adapter_bert_ms,2,organization/company,20,0.10886366665363312,0.5371794700622559,0.18103846907615664
test_incremental_only/macro_example_exclusive,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.8000000715255737,0.7142857313156128,0.7547170519828796
test_incremental/macro_example_exclusive,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.72417151927948,0.780701756477356,0.7513748407363892
test_incremental_only/macro_example,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.02762703225016594,0.02466699481010437,0.026063239201903343
test_incremental_organization-company/macro_types,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.6844660043716431,0.8245614171028137,0.7480106353759766
test/macro_types,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.8441419005393982,0.8117579817771912,0.827633261680603
test/micro,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.8417018055915833,0.8534784317016602,0.8475492000579834
test_pretraining/macro_example,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.8580144643783569,0.8614611625671387,0.8597343564033508
test_incremental_organization-company-news/macro_types,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.26530611515045166,0.5,0.3466666638851166
test_incremental/micro,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.5397260189056396,0.7786561250686646,0.6375404596328735
test_pretraining/micro,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.8417018055915833,0.8534784317016602,0.8475492000579834
test_incremental_organization-company-broadcast/macro_types,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.49180328845977783,1.0,0.6593406796455383
test/macro_example,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.8580144643783569,0.8614611625671387,0.8597343564033508
test_incremental_only/micro,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.3522012531757355,0.6829268336296082,0.4647302925586701
test_incremental/macro_example,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.06109192222356796,0.06586088240146637,0.06338682770729065
test_pretraining/macro_types,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.8441419005393982,0.8117579817771912,0.827633261680603
test_incremental/macro_types,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.4805251657962799,0.7748538851737976,0.5931862592697144
test_incremental_only/macro_types,kenn_top_down_adapter_bert_ms,2,organization/company,20,0.37855470180511475,0.75,0.5031498074531555
test_incremental_only/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.485714316368103,0.40714287757873535,0.44297146797180176
test_incremental/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.8128654956817627,0.7173489332199097,0.762126088142395
test_incremental_only/macro_example,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.016773555427789688,0.0140601871535182,0.01529748272150755
test_incremental_organization-company/macro_types,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.6844660043716431,0.8245614171028137,0.7480106353759766
test/macro_types,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.8375036120414734,0.8002456426620483,0.8184508681297302
test/micro,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.8374856114387512,0.8492032885551453,0.8433037400245667
test_pretraining/macro_example,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.8581900596618652,0.8592551946640015,0.8587223291397095
test_incremental_organization-company-news/macro_types,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.16867469251155853,0.26923078298568726,0.2074074000120163
test_incremental/micro,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.4794520437717438,0.6916996240615845,0.5663430094718933
test_pretraining/micro,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.8374856114387512,0.8492032885551453,0.8433037400245667
test_incremental_organization-company-broadcast/macro_types,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.2631579041481018,0.6666666865348816,0.3773585259914398
test/macro_example,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.8581900596618652,0.8592551946640015,0.8587223291397095
test_incremental_only/micro,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.21383647620677948,0.4146341383457184,0.28215768933296204
test_incremental/macro_example,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.06857424974441528,0.0605163611471653,0.06429381668567657
test_pretraining/macro_types,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.8375036120414734,0.8002456426620483,0.8184508681297302
test_incremental/macro_types,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.37209951877593994,0.5868196487426758,0.4554196298122406
test_incremental_only/macro_types,kenn_bottom_up_adapter_bert_ms,2,organization/company,20,0.21591630578041077,0.4679487347602844,0.2954903542995453
test_incremental_only/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.6714286208152771,0.7428571581840515,0.7053391337394714
test_incremental/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.5653021335601807,0.7884990572929382,0.6585016846656799
test_incremental_only/macro_example,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.023186974227428436,0.025653675198554993,0.02435803599655628
test_incremental_organization-company/macro_types,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.6844660043716431,0.8245614171028137,0.7480106353759766
test/macro_types,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.8378908038139343,0.8121765851974487,0.824833333492279
test/micro,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.8255398869514465,0.854255735874176,0.8396523594856262
test_pretraining/macro_example,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.8500564098358154,0.8616995811462402,0.855838418006897
test_incremental_organization-company-news/macro_types,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.2266666740179062,0.6538461446762085,0.3366336524486542
test_incremental/micro,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.42584747076034546,0.7944663763046265,0.5544828176498413
test_pretraining/micro,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.8255398869514465,0.854255735874176,0.8396523594856262
test_incremental_organization-company-broadcast/macro_types,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.22413793206214905,0.8666666746139526,0.3561643958091736
test/macro_example,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.8500564098358154,0.8616995811462402,0.855838418006897
test_incremental_only/micro,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.2255639135837555,0.7317073345184326,0.3448275923728943
test_incremental/macro_example,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.0476895272731781,0.06651866436004639,0.05555194616317749
test_pretraining/macro_types,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.8378908038139343,0.8121765851974487,0.824833333492279
test_incremental/macro_types,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.3784235715866089,0.7816914319992065,0.5099675059318542
test_incremental_only/macro_types,kenn_hybrid_adapter_bert_ms,1,organization/company,20,0.22540229558944705,0.7602564096450806,0.34771373867988586
test_incremental_only/macro_example_exclusive,kenn_top_down_adapter_bert_ms,1,organization/company,20,0.6928571462631226,0.7428571581840515,0.7169865965843201
test_incremental/macro_example_exclusive,kenn_top_down_adapter_bert_ms,1,organization/company,20,0.5399609804153442,0.7884990572929382,0.6409808993339539
