name,instance,run_id,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_types/recall,test_incremental_only/micro/precision,test_incremental_only/macro_types/precision,test_incremental/micro/f1,test_pretraining/micro/precision,test_incremental_only/macro_types/f1,test_incremental_EVENT/macro_types/f1,test/macro_example/f1,test_pretraining/micro/f1,test_incremental_only/macro_example_exclusive/recall,test/macro_example/recall,test/macro_example/precision,test_incremental_only/micro/f1,test_incremental_only/macro_example/f1,test_incremental/macro_example/precision,test_incremental_EVENT/macro_types/precision,test_pretraining/macro_types/f1,test_pretraining/macro_types/recall,test_incremental/macro_example/recall,test_incremental/macro_example_exclusive/f1,test_incremental_EVENT-WAR/macro_types/recall,test_incremental_EVENT-HURRICANE/macro_types/recall,test_pretraining/micro/recall,test_incremental_only/micro/recall,test_incremental_only/macro_example/precision,test_incremental_only/macro_types/recall,test/micro/f1,test_pretraining/macro_types/precision,test_incremental/macro_example_exclusive/precision,test_incremental_EVENT-HURRICANE/macro_types/f1,test_incremental_EVENT-HURRICANE/macro_types/precision,threshold_incremental,test/macro_types/precision,test_incremental_EVENT/macro_types/recall,test_incremental/macro_example_exclusive/recall,test_incremental/micro/recall,test_pretraining/macro_example/recall,test_incremental_EVENT-WAR/macro_types/precision,test/macro_types/f1,test/micro/precision,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/f1,epoch,test_incremental/macro_types/f1,test_pretraining/macro_example/f1,test/micro/recall,threshold_pretraining,test_incremental/macro_types/precision,test/macro_types/recall,test_incremental/micro/precision,test_incremental/macro_example/f1,test_pretraining/macro_example/precision,test_incremental_EVENT-WAR/macro_types/f1
no_init_kenn_horizontal_adapter_bert_ms,2,7kpep6ex,0.8583333492279053,0.90047287940979,0.6842105388641357,0.6888889074325562,0.8011204600334167,0.7834395170211792,0.7676190733909607,0.8235293626785278,0.8325986862182617,0.8241206407546997,0.8666666746139526,0.8573672771453857,0.8092208504676819,0.7647058963775635,0.04877359792590141,0.0802701860666275,0.7165354490280151,0.8377633690834045,0.8805675506591797,0.08294062316417694,0.9208527207374572,0.800000011920929,0.9333333373069764,0.869257926940918,0.8666666746139526,0.048539113253355026,0.8666666746139526,0.8241206407546997,0.7989276051521301,0.9060283899307252,0.8484848737716675,0.7777777910232544,0.17,0.7989276051521301,0.9680851101875304,0.936170220375061,0.9285714030265808,0.8573672771453857,0.6000000238418579,0.8377633690834045,0.7834395170211792,0.04901036620140076,0.8624798655509949,45,0.7864794731140137,0.8325986862182617,0.869257926940918,0.25,0.6981045007705688,0.8805675506591797,0.7044335007667542,0.08158355206251144,0.8092208504676819,0.6857142448425293
no_init_kenn_bottom_up_adapter_bert_ms,0,gfr2gfap,0.8833333849906921,0.9115839600563048,0.8153846263885498,0.8421052694320679,0.8323699831962585,0.7896087169647217,0.8622267246246338,0.8235293626785278,0.8349783420562744,0.8278412818908691,0.8833333849906921,0.85783851146698,0.8133050203323364,0.8479999899864197,0.04995287582278251,0.08435438573360443,0.7165354490280151,0.8478848934173584,0.8824194073677063,0.08341187238693237,0.9467786550521852,0.8666666746139526,0.8999999761581421,0.8699646592140198,0.8833333253860474,0.04995287582278251,0.8833333253860474,0.8278412818908691,0.8159516453742981,0.9521276950836182,0.9473683834075928,1.0,0.39,0.8159516453742981,0.9680851101875304,0.9414893388748168,0.9350649118423462,0.85783851146698,0.6842105388641357,0.8478848934173584,0.7896087169647217,0.04995287582278251,0.8833333849906921,40,0.8522957563400269,0.8349783420562744,0.8699646592140198,0.25,0.8002486824989319,0.8824194073677063,0.75,0.0838804841041565,0.8133050203323364,0.7647058963775635
no_init_kenn_horizontal_adapter_bert_ms,1,bbcmoql0,0.9000000953674316,0.9226950407028198,0.6352941393852234,0.6356589198112488,0.7923497557640076,0.7802406549453735,0.7450782656669617,0.8235293626785278,0.8316254615783691,0.8229792714118958,0.9000000953674316,0.8583097457885742,0.8065503835678101,0.7448276281356812,0.05089538171887398,0.07807100564241409,0.7165354490280151,0.8361595869064331,0.8842712640762329,0.0838831216096878,0.9128299951553344,0.8666666746139526,0.9333333373069764,0.8706713914871216,0.8999999761581421,0.05089538171887398,0.8999999761581421,0.8229792714118958,0.7930131554603577,0.881205677986145,0.7777777910232544,0.6666666865348816,0.18000000000000002,0.7930131554603577,0.9680851101875304,0.9468085169792176,0.9415584206581116,0.8583097457885742,0.604651153087616,0.8361595869064331,0.7802406549453735,0.05089538171887398,0.9000000953674316,26,0.771323025226593,0.8316254615783691,0.8706713914871216,0.25,0.6626178026199341,0.8842712640762329,0.6839622855186462,0.08087276667356491,0.8065503835678101,0.7123287916183472
no_init_kenn_horizontal_adapter_bert_ms,0,z4fsplnx,0.8666666746139526,0.9004728198051453,0.800000011920929,0.8289473652839661,0.8265896439552307,0.7889673113822937,0.847387433052063,0.8235293626785278,0.8345068097114563,0.8271688222885132,0.8666666746139526,0.8573672771453857,0.8128337860107422,0.8319999575614929,0.04901036620140076,0.08435438573360443,0.7165354490280151,0.8462406992912292,0.8805675506591797,0.08294062316417694,0.9440815448760986,0.8333333134651184,0.8999999761581421,0.869257926940918,0.8666666746139526,0.04901036620140076,0.8666666746139526,0.8271688222885132,0.8144896626472473,0.9521276950836182,0.9473683834075928,1.0,0.39,0.8144896626472473,0.9680851101875304,0.936170220375061,0.9285714030265808,0.8573672771453857,0.6578947305679321,0.8462406992912292,0.7889673113822937,0.04901036620140076,0.8666666746139526,40,0.8424639701843262,0.8345068097114563,0.869257926940918,0.25,0.7914767265319824,0.8805675506591797,0.7447916865348816,0.08364152908325195,0.8128337860107422,0.7352941036224365
smart_init_box_adapter_bert_ms,2,l93m0pyo,0.4833333492279053,0.9565012454986572,0.2132352888584137,0.2132352888584137,0.5338208675384521,0.7066974639892578,0.34939756989479065,0.8186047077178955,0.8210822939872742,0.7778837084770203,0.9666666984558104,0.8556393384933472,0.7892082929611206,0.34939756989479065,0.03644360974431038,0.04618284851312637,0.7272727489471436,0.8198647499084473,0.8840715885162354,0.0838831290602684,0.6723712682723999,0.9666666388511658,0.9666666388511658,0.8650176525115967,0.9666666388511658,0.02733270451426506,0.9666666388511658,0.7778837084770203,0.7643526196479797,0.521276593208313,0.34939756989479065,0.2132352888584137,0.04,0.7643526196479797,0.936170220375061,0.9468085169792176,0.948051929473877,0.8556393384933472,0.2132352888584137,0.8198647499084473,0.7066974639892578,0.05466540902853012,0.644444465637207,23,0.5485901832580566,0.8210822939872742,0.8650176525115967,0.175,0.3845810890197754,0.8840715885162354,0.37150126695632935,0.05956918001174927,0.7892082929611206,0.34939756989479065
smart_init_box_adapter_bert_ms,1,7i6jl4bj,0.49166667461395264,0.9676123857498168,0.18437500298023224,0.18437500298023224,0.4941176474094391,0.6882022619247437,0.3105263113975525,0.8186047077178955,0.8184748888015747,0.7668231725692749,0.9833333492279052,0.8561105728149414,0.784008800983429,0.3105263113975525,0.037071943283081055,0.0466541051864624,0.7272727489471436,0.8188083171844482,0.885923445224762,0.08435438573360443,0.678134024143219,1.0,0.9666666388511658,0.8657243847846985,0.9833333492279052,0.02780395746231079,0.9833333492279052,0.7668231725692749,0.7611459493637085,0.5265957117080688,0.3052631616592407,0.18125000596046448,0.01,0.7611459493637085,0.936170220375061,0.9521276950836182,0.9545454382896424,0.8561105728149414,0.1875,0.8188083171844482,0.6882022619247437,0.05560791492462158,0.6555555462837219,21,0.5304137468338013,0.8184748888015747,0.8657243847846985,0.175,0.365340918302536,0.885923445224762,0.3333333432674408,0.06007974222302437,0.784008800983429,0.31578946113586426
smart_init_box_adapter_bert_ms,0,1w8uq883,0.4166666865348816,0.7676123380661011,0.3014705777168274,0.3056338131427765,0.6277372241020203,0.7562656402587891,0.4223593473434448,0.8186047077178955,0.8260425925254822,0.8017269968986511,0.6833333969116211,0.8476279973983765,0.8055293560028076,0.4183673560619354,0.02927483804523945,0.06251963973045349,0.7272727489471436,0.8117365837097168,0.8525901436805725,0.07587181031703949,0.7737579941749573,0.8666666746139526,0.5,0.8530035614967346,0.6833333373069763,0.023562675341963768,0.6833333373069763,0.8017269968986511,0.7746191024780273,0.7056737542152405,0.2970297038555145,0.2112676054239273,0.38,0.7746191024780273,0.936170220375061,0.8563829660415649,0.8376623392105103,0.8476279973983765,0.4000000059604645,0.8117365837097168,0.7562656402587891,0.03864278644323349,0.5176767706871033,28,0.5643359422683716,0.8260425925254822,0.8530035614967346,0.175,0.4461801052093506,0.8525901436805725,0.5019454956054688,0.06855160742998123,0.8055293560028076,0.5473684072494507
smart_init_classifier_adapter_bert_ms,2,xgi30zs5,0.3916666805744171,0.7782506346702576,0.2715231776237488,0.2681337893009186,0.611111044883728,0.7410334348678589,0.385141521692276,0.8235293626785278,0.8185892105102539,0.7967320084571838,0.6833333969116211,0.85218346118927,0.7875431776046753,0.3886255919933319,0.028158310800790787,0.0563933402299881,0.7165354490280151,0.8025687336921692,0.8601971864700317,0.07775682955980301,0.7378917336463928,0.8666666746139526,0.5,0.8614841103553772,0.6833333373069763,0.022148914635181427,0.6833333373069763,0.7967320084571838,0.7521770596504211,0.6365247964859009,0.2970297038555145,0.2112676054239273,0.17,0.7521770596504211,0.9680851101875304,0.8776595592498779,0.8571428656578064,0.85218346118927,0.32499998807907104,0.8025687336921692,0.7410334348678589,0.03864278644323349,0.4979328513145447,18,0.543542742729187,0.8185892105102539,0.8614841103553772,0.25,0.4176010191440582,0.8601971864700317,0.4748201370239258,0.06537400931119919,0.7875431776046753,0.47272729873657227
smart_init_classifier_adapter_bert_ms,1,3eta8rdg,0.4833333492279053,0.967139482498169,0.26605504751205444,0.2660774290561676,0.5971944332122803,0.7219626307487488,0.4172936975955963,0.8235293626785278,0.8172216415405273,0.7905340790748596,0.9666666984558104,0.8601948022842407,0.7783380150794983,0.41726619005203247,0.03644360974431038,0.04681118577718735,0.7165354490280151,0.8158741593360901,0.8916786909103394,0.08576814085245132,0.6836240887641907,0.9666666388511658,0.9666666388511658,0.873498260974884,0.9666666388511658,0.02733270451426506,0.9666666388511658,0.7905340790748596,0.7519485950469971,0.5283687710762024,0.41428565979003906,0.26363635063171387,0.03,0.7519485950469971,0.9680851101875304,0.9680851101875304,0.9675324559211732,0.8601948022842407,0.26851850748062134,0.8158741593360901,0.7219626307487488,0.05466540902853012,0.644444465637207,19,0.5819884538650513,0.8172216415405273,0.873498260974884,0.25,0.41623011231422424,0.8916786909103394,0.4318840503692627,0.06056613102555275,0.7783380150794983,0.4202898442745209
smart_init_classifier_adapter_bert_ms,0,f91fvakp,0.36666667461395264,0.6893616914749146,0.28205129504203796,0.28126826882362366,0.623115599155426,0.7517070174217224,0.3721964359283447,0.8235293626785278,0.8198772668838501,0.8003965020179749,0.5500000715255737,0.8484134078025818,0.7931982278823853,0.37288138270378113,0.024882186204195023,0.06251963973045349,0.7165354490280151,0.7968772649765015,0.8453823328018188,0.07398680597543716,0.7649536728858948,0.7333333492279053,0.36666667461395264,0.8558303713798523,0.550000011920929,0.02073515392839909,0.550000011920929,0.8003965020179749,0.7536364197731018,0.7056737542152405,0.25,0.18965516984462735,0.32,0.7536364197731018,0.9680851101875304,0.835106372833252,0.8051947951316833,0.8484134078025818,0.37288135290145874,0.7968772649765015,0.7517070174217224,0.031102731823921204,0.4400000274181366,17,0.5268609523773193,0.8198772668838501,0.8558303713798523,0.25,0.42635732889175415,0.8453823328018188,0.5081967115402222,0.06777157634496689,0.7931982278823853,0.4943819642066955
