name,instance,run_id,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_metropolitan_transit-transit_line/macro_types/f1,test/micro/precision,threshold_pretraining,test/macro_types/recall,test_incremental_only/macro_example/precision,epoch,test/micro/f1,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_types/recall,test_incremental/macro_example/precision,test_incremental_metropolitan_transit-transit_line/macro_types/precision,test_incremental/micro/precision,test/macro_types/f1,test/macro_types/precision,test_pretraining/micro/precision,test_incremental/micro/recall,test_incremental/macro_types/f1,test/micro/recall,test_incremental_only/macro_example/recall,test_pretraining/macro_types/f1,test_incremental_only/micro/recall,test_incremental_metropolitan_transit/macro_types/recall,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/precision,test/macro_example/recall,test_incremental/macro_example/recall,test_incremental/macro_example_exclusive/f1,test_incremental_metropolitan_transit/macro_types/precision,test/macro_example/f1,test_incremental/macro_example/f1,test_incremental/macro_types/recall,test_incremental_only/micro/precision,test_pretraining/macro_example/recall,test_incremental/macro_example_exclusive/recall,test_pretraining/micro/recall,test_incremental/micro/f1,test_incremental_only/micro/f1,test_pretraining/macro_example/precision,threshold_incremental,test_pretraining/micro/f1,test_incremental_only/macro_example_exclusive/recall,test_pretraining/macro_example/f1,test_incremental_metropolitan_transit/macro_types/f1,test_incremental_metropolitan_transit-transit_line/macro_types/recall,test/macro_example/precision
kenn_hybrid_adapter_bert_ms,2,3al0co1s,0.8910423517227173,1,0.3896103799343109,0.010438413359224796,1,0.24193547666072843,0.3896103799343109,0.8956331610679626,0.375,0.864309549331665,0.010438413359224796,17,0.8975929021835327,1,0.864309549331665,0.010438413359224796,0.24193547666072843,0.3636363744735718,0.8774724006652832,0.8910423517227173,0.8956331610679626,0.9333333373069764,0.6955307126045227,0.8995614051818848,0.010438413359224796,0.8774724006652832,1,0.8666666746139526,0.5543010830879211,1,0.9149675369262696,0.00974251888692379,0.965517282485962,0.8666666746139526,0.9157584309577942,0.010078467428684236,0.9333333373069764,0.24193547666072843,0.9149675369262696,0.9333333969116212,0.8995614051818848,0.5233644843101501,0.3896103799343109,0.9165507555007936,0.21,0.8975929021835327,1,0.9157584309577942,0.8666666746139526,1,0.9165507555007936
kenn_top_down_adapter_bert_ms,2,1w0wffrb,0.8875957727432251,1,0.13015183806419373,0.010438413359224796,1,0.06960556656122208,0.13015183806419373,0.8393697738647461,0.375,0.864309549331665,0.010438413359224796,26,0.8684238791465759,1,0.864309549331665,0.010438413359224796,0.06960556656122208,0.12147505581378935,0.8757978677749634,0.8875957727432251,0.8393697738647461,0.9333333373069764,0.6235270500183105,0.8995614051818848,0.010438413359224796,0.8757978677749634,1,0.8666666746139526,0.46813613176345825,1,0.9149675369262696,0.00974251888692379,0.965517282485962,0.8666666746139526,0.8948707580566406,0.010078467428684236,0.9333333373069764,0.06960556656122208,0.9149675369262696,0.9333333969116212,0.8995614051818848,0.21497121453285217,0.13015183806419373,0.8756378889083862,0.03,0.8684238791465759,1,0.8948707580566406,0.8666666746139526,1,0.8756378889083862
kenn_bottom_up_adapter_bert_ms,2,3gp7mh0k,0.887224018573761,1,0.09708738327026369,0.010438413359224796,1,0.05102040991187096,0.09708738327026369,0.8132434487342834,0.375,0.864309549331665,0.010438413359224796,18,0.8542274236679077,1,0.864309549331665,0.010438413359224796,0.05102040991187096,0.09061488509178162,0.8756169080734253,0.887224018573761,0.8132434487342834,0.9333333373069764,0.6152292490005493,0.8995614051818848,0.010438413359224796,0.8756169080734253,1,0.8666666746139526,0.45884352922439575,1,0.9149675369262696,0.00974251888692379,0.965517282485962,0.8666666746139526,0.882626473903656,0.010078467428684236,0.9333333373069764,0.05102040991187096,0.9149675369262696,0.9333333969116212,0.8995614051818848,0.16519173979759216,0.09708738327026369,0.8524936437606812,0.01,0.8542274236679077,1,0.882626473903656,0.8666666746139526,1,0.8524936437606812
kenn_hybrid_adapter_bert_ms,1,2eepfkw0,0.886681318283081,1,0.04665629938244819,0.010438413359224796,1,0.023885350674390793,0.04665629938244819,0.718137264251709,0.375,0.864309549331665,0.010438413359224796,13,0.7986760139465332,1,0.864309549331665,0.010438413359224796,0.023885350674390793,0.04354587942361832,0.8753525018692017,0.886681318283081,0.718137264251709,0.9333333373069764,0.6029132604598999,0.8995614051818848,0.010438413359224796,0.8753525018692017,1,0.8666666746139526,0.44527602195739746,1,0.9149675369262696,0.00974251888692379,0.965517282485962,0.8666666746139526,0.8362585306167603,0.010078467428684236,0.9333333373069764,0.023885350674390793,0.9149675369262696,0.9333333969116212,0.8995614051818848,0.08320950716733932,0.04665629938244819,0.7700185775756836,0.99,0.7986760139465332,1,0.8362585306167603,0.8666666746139526,1,0.7700185775756836
kenn_top_down_adapter_bert_ms,1,28hygzep,0.886681318283081,1,0.04665629938244819,0.010438413359224796,1,0.023885350674390793,0.04665629938244819,0.718137264251709,0.375,0.864309549331665,0.010438413359224796,18,0.7986760139465332,1,0.864309549331665,0.010438413359224796,0.023885350674390793,0.04354587942361832,0.8753525018692017,0.886681318283081,0.718137264251709,0.9333333373069764,0.6029132604598999,0.8995614051818848,0.010438413359224796,0.8753525018692017,1,0.8666666746139526,0.44527602195739746,1,0.9149675369262696,0.00974251888692379,0.965517282485962,0.8666666746139526,0.8363269567489624,0.010078467428684236,0.9333333373069764,0.023885350674390793,0.9149675369262696,0.9333333969116212,0.8995614051818848,0.08320950716733932,0.04665629938244819,0.7701345682144165,0.99,0.7986760139465332,1,0.8363269567489624,0.8666666746139526,1,0.7701345682144165
kenn_bottom_up_adapter_bert_ms,1,2ke0jkjx,0.8866816759109497,1,0.046692609786987305,0.010438413359224796,1,0.023904383182525635,0.046692609786987305,0.7182630300521851,0.375,0.864309549331665,0.010438413359224796,17,0.7987537384033203,1,0.864309549331665,0.010438413359224796,0.023904383182525635,0.043579768389463425,0.875352680683136,0.8866816759109497,0.7182630300521851,0.9333333373069764,0.6029220223426819,0.8995614051818848,0.010438413359224796,0.875352680683136,1,0.8666666746139526,0.44528552889823914,1,0.9149675369262696,0.00974251888692379,0.965517282485962,0.8666666746139526,0.8363610506057739,0.010078467428684236,0.9333333373069764,0.023904383182525635,0.9149675369262696,0.9333333969116212,0.8995614051818848,0.08327138423919678,0.046692609786987305,0.7701925039291382,0.99,0.7987537384033203,1,0.8363610506057739,0.8666666746139526,1,0.7701925039291382
kenn_hybrid_adapter_bert_ms,0,j9zfca21,0.8866816759109497,1,0.046692609786987305,0.010438413359224796,1,0.023904383182525635,0.046692609786987305,0.7182630300521851,0.375,0.864309549331665,0.010438413359224796,32,0.7987537384033203,1,0.864309549331665,0.010438413359224796,0.023904383182525635,0.043579768389463425,0.875352680683136,0.8866816759109497,0.7182630300521851,0.9333333373069764,0.6029220223426819,0.8995614051818848,0.010438413359224796,0.875352680683136,1,0.8666666746139526,0.44528552889823914,1,0.9149675369262696,0.00974251888692379,0.965517282485962,0.8666666746139526,0.8363610506057739,0.010078467428684236,0.9333333373069764,0.023904383182525635,0.9149675369262696,0.9333333969116212,0.8995614051818848,0.08327138423919678,0.046692609786987305,0.7701925039291382,0.99,0.7987537384033203,1,0.8363610506057739,0.8666666746139526,1,0.7701925039291382
kenn_top_down_adapter_bert_ms,0,eyixf7k8,0.886681318283081,1,0.04665629938244819,0.010438413359224796,1,0.023885350674390793,0.04665629938244819,0.718137264251709,0.375,0.864309549331665,0.010438413359224796,33,0.7986760139465332,1,0.864309549331665,0.010438413359224796,0.023885350674390793,0.04354587942361832,0.8753525018692017,0.886681318283081,0.718137264251709,0.9333333373069764,0.6029132604598999,0.8995614051818848,0.010438413359224796,0.8753525018692017,1,0.8666666746139526,0.44527602195739746,1,0.9149675369262696,0.00974251888692379,0.965517282485962,0.8666666746139526,0.8363269567489624,0.010078467428684236,0.9333333373069764,0.023885350674390793,0.9149675369262696,0.9333333969116212,0.8995614051818848,0.08320950716733932,0.04665629938244819,0.7701345682144165,0.99,0.7986760139465332,1,0.8363269567489624,0.8666666746139526,1,0.7701345682144165
kenn_bottom_up_adapter_bert_ms,0,3muh2tec,0.8866816759109497,1,0.046692609786987305,0.010438413359224796,1,0.023904383182525635,0.046692609786987305,0.7182630300521851,0.375,0.864309549331665,0.010438413359224796,33,0.7987537384033203,1,0.864309549331665,0.010438413359224796,0.023904383182525635,0.043579768389463425,0.875352680683136,0.8866816759109497,0.7182630300521851,0.9333333373069764,0.6029220223426819,0.8995614051818848,0.010438413359224796,0.875352680683136,1,0.8666666746139526,0.44528552889823914,1,0.9149675369262696,0.00974251888692379,0.965517282485962,0.8666666746139526,0.8363610506057739,0.010078467428684236,0.9333333373069764,0.023904383182525635,0.9149675369262696,0.9333333969116212,0.8995614051818848,0.08327138423919678,0.046692609786987305,0.7701925039291382,0.99,0.7987537384033203,1,0.8363610506057739,0.8666666746139526,1,0.7701925039291382
box_adapter_bert_ms,2,2i6lpmda,0.8726484179496765,1,0.02184200845658779,0.010438413359224796,1,0.01104159001260996,0.02184200845658779,0.5640701651573181,0.25,0.8198940753936768,0.010438413359224796,19,0.6878904104232788,1,0.8198940753936768,0.010438413359224796,0.01104159001260996,0.019693654030561447,0.8454490303993225,0.8726484179496765,0.5640701651573181,0.8999999761581421,0.6307645440101624,0.8813596367835999,0.010438413359224796,0.8454490303993225,1,0.800000011920929,0.48552078008651733,1,0.907057523727417,0.009394572116434574,0.9473685026168824,0.959999978542328,0.6925378441810608,0.009889023378491402,0.8999999761581421,0.01104159001260996,0.907057523727417,0.9000000953674316,0.8813596367835999,0.03854389861226082,0.02184200845658779,0.5600788593292236,0.99,0.6878904104232788,1,0.6925378441810608,0.8727272748947144,1,0.5600788593292236
