name,instance,run_id,test_incremental_government-government/macro_types/recall,test/micro/precision,test_incremental/micro/recall,test_pretraining/macro_example/f1,test_incremental/macro_example_exclusive/recall,test_incremental_government/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/recall,test/micro/recall,test_incremental_government-government/macro_types/f1,test_incremental_only/macro_types/precision,threshold_pretraining,test_incremental_government/macro_types/f1,test_pretraining/macro_types/recall,test_incremental_government-political_party/macro_types/precision,threshold_incremental,test/macro_example/recall,test_incremental_only/micro/f1,test_pretraining/micro/precision,test_incremental/micro/f1,test_pretraining/micro/recall,test_incremental/macro_example/recall,test_incremental_government-political_party/macro_types/f1,test/macro_example/f1,test/macro_types/precision,test_pretraining/macro_types/f1,test_incremental/macro_example_exclusive/f1,test_incremental_government/macro_types/precision,test_incremental/macro_types/precision,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test/micro/f1,test_incremental/macro_example/f1,test_pretraining/macro_example/precision,test_incremental/macro_example/precision,test_incremental_government-government/macro_types/precision,epoch,test_incremental_only/micro/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_types/recall,test_incremental_only/macro_example/precision,test_incremental/macro_types/recall,test/macro_types/f1,test/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental_government-political_party/macro_types/recall,test_pretraining/micro/f1,test_incremental/macro_types/f1,test/macro_example/precision,test_incremental/micro/precision,test_incremental_only/micro/precision,test_incremental_only/macro_example/f1
kenn_hybrid_adapter_bert_ms,2,3nz6dj1f,0.8545454740524292,0.91465026140213,0.9090909361839294,0.9206806421279908,0.9090909361839294,0.9494949579238892,0.939393937587738,0.910861074924469,0.02992345206439495,0.898250162601471,0.9038462042808532,0.9552016258239746,0.375,0.9494949579238892,0.8618900179862976,0.9512194991111756,0.2,0.9133148193359376,0.9100528955459596,0.91465026140213,0.930232584476471,0.898250162601471,0.031315241008996964,0.9176470637321472,0.9206806421279908,0.9062860012054444,0.8835306167602539,0.92399400472641,0.9494949579238892,0.9532994031906128,0.9062860012054444,0.8686869144439697,0.9063760638237,0.031828608363866806,0.9281663298606871,0.032359082251787186,0.9591836929321288,49,0.868686854839325,0.9133148193359376,0.8704545497894287,0.02992345206439495,0.8968014121055603,0.8835306167602539,0.8618900179862976,0.8686869144439697,0.8686869144439697,0.8863636255264282,0.9063760638237,0.9241877794265748,0.9281663298606871,0.9523809552192688,0.9555555582046508,0.02992345206439495
kenn_top_down_adapter_bert_ms,2,1cipozwf,0.8545454740524292,0.9053319096565248,0.9191918969154358,0.9186856150627136,0.9191918969154358,0.9494949579238892,0.939393937587738,0.7591188549995422,0.030619345605373383,0.8986822366714478,0.6666666865348816,0.660048246383667,0.375,0.9494949579238892,0.862781286239624,0.7735849022865295,0.1,0.9135177135467528,0.7394958138465881,0.9053319096565248,0.8348624110221863,0.8986822366714478,0.031663186848163605,0.8453608155250549,0.9186856150627136,0.8947113752365112,0.8784562945365906,0.9291831254959106,0.9494949579238892,0.7565305233001709,0.8947113752365112,0.888888955116272,0.9019948244094848,0.03200734779238701,0.9239122867584229,0.032359082251787186,0.5465116500854492,61,0.8888888955116272,0.9135177135467528,0.8931818008422852,0.030619345605373383,0.9119529128074646,0.8784562945365906,0.862781286239624,0.888888955116272,0.888888955116272,0.931818187236786,0.9019948244094848,0.8270027041435242,0.9239122867584229,0.7647058963775635,0.633093535900116,0.030619345605373383
kenn_bottom_up_adapter_bert_ms,2,3bgks01v,0.8545454740524292,0.9128812551498412,0.9191918969154358,0.9202983379364014,0.9191918969154358,0.9494949579238892,0.939393937587738,0.8856223821640015,0.030619345605373383,0.8986822366714478,0.8392857313156128,0.8781898021697998,0.375,0.9494949579238892,0.862781286239624,0.931818187236786,0.05,0.9135177135467528,0.8799999952316284,0.9128812551498412,0.9145728349685668,0.8986822366714478,0.031663186848163605,0.931818187236786,0.9202983379364014,0.9032659530639648,0.882559597492218,0.9291831254959106,0.9494949579238892,0.9019582271575928,0.9032659530639648,0.888888955116272,0.9057260751724244,0.03200734779238701,0.9271804690361024,0.032359082251787186,0.8245614171028137,49,0.8888888955116272,0.9135177135467528,0.8931818008422852,0.030619345605373383,0.9119529128074646,0.882559597492218,0.862781286239624,0.888888955116272,0.888888955116272,0.931818187236786,0.9057260751724244,0.90692800283432,0.9271804690361024,0.9100000262260436,0.8712871074676514,0.030619345605373383
kenn_hybrid_adapter_bert_ms,1,1j4fymxt,0.6363636255264282,0.9046891927719116,0.8585858345031738,0.916103184223175,0.8585858345031738,0.9494949579238892,0.9444444179534912,0.7190006375312805,0.026443982496857643,0.8960898518562317,0.5035971403121948,0.6638888716697693,0.375,0.9494949579238892,0.8585032224655151,0.9111111164093018,0.16,0.911708414554596,0.6666666865348816,0.9046891927719116,0.7981221079826355,0.8960898518562317,0.02957550436258316,0.92134827375412,0.916103184223175,0.8948619961738586,0.8763055801391602,0.8994709253311157,0.9494949579238892,0.7590909600257874,0.8948619961738586,0.7676767706871033,0.9003689885139465,0.03098386339843273,0.9205405116081238,0.032533057034015656,0.4166666567325592,48,0.7676767706871033,0.911708414554596,0.7840908765792847,0.026443982496857643,0.8392256498336792,0.8763055801391602,0.8585032224655151,0.7676767706871033,0.7676767706871033,0.931818187236786,0.9003689885139465,0.7971494197845459,0.9205405116081238,0.7456140518188477,0.5891472697257996,0.026443982496857643
kenn_top_down_adapter_bert_ms,1,2pnuteei,0.6727272868156433,0.8800593614578247,0.8838383555412292,0.9074353575706482,0.8838383555412292,0.9494949579238892,0.9747474193572998,0.6283430457115173,0.028183717280626297,0.8971700072288513,0.2792452871799469,0.5031895637512207,0.375,0.9494949579238892,0.8605530858039856,0.8301886916160583,0.19,0.9122419357299804,0.4475138187408447,0.8800593614578247,0.6249999403953552,0.8971700072288513,0.030445372685790065,0.907216489315033,0.9074353575706482,0.8885600566864014,0.8743323683738708,0.9270695447921752,0.9494949579238892,0.6519581079483032,0.8885600566864014,0.8181818127632141,0.8885323405265808,0.031934548169374466,0.902679204940796,0.03357689827680588,0.17619048058986664,48,0.8181818127632141,0.9122419357299804,0.836363673210144,0.028183717280626297,0.8740741014480591,0.8743323683738708,0.8605530858039856,0.8181818127632141,0.8181818127632141,1.0,0.8885323405265808,0.7468514442443848,0.902679204940796,0.48342540860176086,0.3079847991466522,0.028183717280626297
kenn_bottom_up_adapter_bert_ms,1,2zaf0ibw,0.6727272868156433,0.8843204379081726,0.8737373948097229,0.9085054993629456,0.8737373948097229,0.9494949579238892,0.9545454382896424,0.6454383730888367,0.027487821877002716,0.8967379331588745,0.30204081535339355,0.5348684191703796,0.375,0.9494949579238892,0.8596618175506592,0.875,0.060000000000000005,0.9120099544525146,0.4688427150249481,0.8843204379081726,0.6467289924621582,0.8967379331588745,0.03009742498397827,0.9130434393882751,0.9085054993629456,0.8898023366928101,0.874472439289093,0.9123556017875672,0.9494949579238892,0.6730772852897644,0.8898023366928101,0.7979798316955566,0.890485942363739,0.03142769634723663,0.9050278663635254,0.0328810028731823,0.19473683834075928,48,0.7979797720909119,0.9120099544525146,0.8136363625526428,0.027487821877002716,0.8589226007461548,0.874472439289093,0.8596618175506592,0.7979798316955566,0.7979798316955566,0.9545454382896424,0.890485942363739,0.7547276616096497,0.9050278663635254,0.5133531093597412,0.33193278312683105,0.027487821877002716
kenn_hybrid_adapter_bert_ms,0,1bfb03k5,0.8181818127632141,0.9101049900054932,0.9242424368858336,0.9197847247123718,0.9242424368858336,0.9494949579238892,0.9747474193572998,0.8331112861633301,0.03096729516983032,0.8988982439041138,0.7758620977401733,0.7688524723052979,0.375,0.9494949579238892,0.863405168056488,0.800000011920929,0.08,0.9135757684707642,0.8279070258140564,0.9101049900054932,0.8861985802650452,0.8988982439041138,0.031837157905101776,0.888888955116272,0.9197847247123718,0.8989782333374023,0.8808326721191406,0.9488232731819152,0.9494949579238892,0.8290666341781616,0.8989782333374023,0.8989899158477783,0.9044668674468994,0.03268389403820038,0.9260786771774292,0.03357689827680588,0.7377049326896667,49,0.8989899158477783,0.9135757684707642,0.9090908765792848,0.03096729516983032,0.9225590229034424,0.8808326721191406,0.863405168056488,0.8989899158477783,0.8989899158477783,1.0,0.9044668674468994,0.8733177781105042,0.9260786771774292,0.8511627912521362,0.767241358757019,0.03096729516983032
kenn_top_down_adapter_bert_ms,0,bcle5twg,0.9818181991577148,0.5249905586242676,0.9696969985961914,0.7218524813652039,0.9696969985961914,0.9494949579238892,0.9579125046730042,0.05452505499124527,0.03409881889820099,0.9008424878120422,0.05669291317462921,0.02803381346166134,0.375,0.9494949579238892,0.8666137456893921,0.026878437027335167,0.01,0.9145616292953492,0.054656997323036194,0.5249905586242676,0.1014799252152443,0.9008424878120422,0.03340292349457741,0.052349790930747986,0.7218524813652039,0.8699264526367188,0.8682669401168823,0.963768720626831,0.9494949579238892,0.33518755435943604,0.8699264526367188,0.9898990392684937,0.6633789539337158,0.03319871425628662,0.5962215065956116,0.03299698233604431,0.02918918989598751,49,0.9898989796638488,0.9145616292953492,0.9909090995788574,0.032011136412620544,0.977104425430298,0.8682669401168823,0.8666137456893921,0.9586390256881714,0.9292929172515868,1.0,0.6633789539337158,0.4991469085216522,0.5962215065956116,0.053541552275419235,0.02810438722372055,0.033022016286849976
kenn_bottom_up_adapter_bert_ms,0,118eessk,0.8363636136054993,0.903407871723175,0.9292929172515868,0.9177759289741516,0.9292929172515868,0.9494949579238892,0.9764309525489808,0.724456787109375,0.031315241008996964,0.8991142511367798,0.6764705777168274,0.5982363224029541,0.375,0.9494949579238892,0.8637616634368896,0.6285714507102966,0.03,0.9136626720428468,0.7200000286102295,0.903407871723175,0.8214285373687744,0.8991142511367798,0.032011132687330246,0.7719298005104065,0.9177759289741516,0.8922873735427856,0.8777928352355957,0.952278971672058,0.9494949579238892,0.7153226137161255,0.8922873735427856,0.9090908765792848,0.9012559056282043,0.03280292823910713,0.9219264388084412,0.033634886145591736,0.5679012537002563,49,0.9090909361839294,0.9136626720428468,0.9181817770004272,0.031141268089413643,0.928619623184204,0.8777928352355957,0.8637616634368896,0.9065585732460022,0.9040403962135316,1.0,0.9012559056282043,0.8081337213516235,0.9219264388084412,0.7360000014305115,0.5960264801979065,0.03122801147401333
box_adapter_bert_ms,2,1ehghou5,0.7454545497894287,0.5717895030975342,0.9040403962135316,0.6947924494743347,0.9040404558181764,0.9494949579238892,0.9292929172515868,0.06173061951994896,0.02957550436258316,0.8801037073135376,0.06913996487855911,0.03199692815542221,0.25,0.9543147087097168,0.818434476852417,0.027742749080061913,0.99,0.9046683311462402,0.06036931276321411,0.5717895030975342,0.11881844699382782,0.8801037073135376,0.031141266226768497,0.05398773029446602,0.6947924494743347,0.8565760850906372,0.8370710611343384,0.916492760181427,0.9591836929321288,0.3410591781139374,0.8565760850906372,0.8585858345031738,0.6932108998298645,0.03157021105289459,0.5639585256576538,0.032011136412620544,0.03625110536813736,17,0.8585858345031738,0.9046683311462402,0.8727272748947144,0.02957550436258316,0.898316502571106,0.8370710611343384,0.818434476852417,0.8585858345031738,0.8585858345031738,1.0,0.6932108998298645,0.4944087266921997,0.5639585256576538,0.06358791887760162,0.031284503638744354,0.02957550436258316
