name,instance,run_id,test_incremental_SUBSTANCE/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test/macro_example/recall,test/macro_example/precision,test_pretraining/macro_types/recall,test_pretraining/macro_example/f1,test_incremental_SUBSTANCE-FOOD/macro_types/f1,test/micro/f1,test_pretraining/macro_types/f1,test_incremental_only/micro/precision,test_incremental_only/macro_types/precision,test_incremental_only/macro_types/f1,test_incremental/macro_example/precision,test_incremental_SUBSTANCE/macro_types/f1,test/micro/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example/recall,test/macro_types/recall,test_pretraining/micro/recall,test_incremental_SUBSTANCE/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental_SUBSTANCE-CHEMICAL/macro_types/f1,test_incremental_SUBSTANCE-FOOD/macro_types/recall,test/macro_types/f1,test/macro_types/precision,test_pretraining/macro_example/recall,epoch,test/micro/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_SUBSTANCE-DRUG/macro_types/recall,test_incremental_SUBSTANCE-FOOD/macro_types/precision,test_incremental/micro/f1,test_pretraining/micro/f1,test_pretraining/micro/precision,test_incremental/macro_example_exclusive/f1,test_incremental_SUBSTANCE-CHEMICAL/macro_types/precision,test_incremental_only/micro/f1,test/macro_example/f1,threshold_pretraining,test_incremental_SUBSTANCE-CHEMICAL/macro_types/recall,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/precision,test_incremental/macro_types/recall,test_incremental_only/macro_example/f1,test_incremental_SUBSTANCE-DRUG/macro_types/f1,test_incremental/micro/recall,test_incremental_only/micro/recall,test_incremental/macro_example/recall,test_pretraining/macro_example/precision,test_incremental_SUBSTANCE-DRUG/macro_types/precision,test_incremental/macro_example/f1,test_incremental/macro_types/f1,threshold_incremental,test_incremental_only/macro_example/precision,test_incremental/macro_types/precision,test_incremental_only/macro_types/recall
no_init_box_kenn_horizontal_adapter_bert_ms,2,e15fb7kn,0.752293586730957,0.3647059202194214,0.8336474895477295,0.8245365619659424,0.787277102470398,0.829067051410675,0.581818163394928,0.8091861009597778,0.8037660717964172,0.7111111283302307,0.755457878112793,0.4555585384368897,0.07728558033704758,0.8241206407546997,0.7960132956504822,0.6370370388031006,0.02921772003173828,0.787277102470398,0.8228021860122681,0.9111111164093018,0.9111111760139464,0.3921568691730499,0.5333333611488342,0.8037660717964172,0.820960521697998,0.8336474895477295,25,0.8228021860122681,0.370494931936264,0.1818181872367859,0.6399999856948853,0.6608695983886719,0.8091861009597778,0.7960132956504822,0.749813973903656,0.7692307829856873,0.4383561611175537,0.829067051410675,0.175,0.2631579041481018,0.820960521697998,0.3764706254005432,0.7402597665786743,0.4723551273345947,0.0296814925968647,0.30000001192092896,0.5968586206436157,0.31683167815208435,0.05403707176446915,0.8245365619659424,0.8571428656578064,0.06360344588756561,0.5810340046882629,0.01,0.030160225927829742,0.754666805267334,0.326103150844574
no_init_box_kenn_horizontal_adapter_bert_ms,1,t7iu1e4l,0.752293586730957,0.5058823823928833,0.8392239809036255,0.8272070288658142,0.8060548901557922,0.8331722021102905,0.7755101919174194,0.8161888718605042,0.823725163936615,0.8979591727256775,0.8898944854736328,0.5933358669281006,0.07728558033704758,0.8241206407546997,0.8018555045127869,0.703703761100769,0.04052780568599701,0.8060548901557922,0.8310439586639404,0.9111111164093018,0.9111111760139464,0.5090909600257874,0.6333333253860474,0.823725163936615,0.8421874046325684,0.8392239809036255,28,0.8310439586639404,0.5116971135139465,0.3333333432674408,1.0,0.7220630049705505,0.8161888718605042,0.8018555045127869,0.7940877079963684,0.8235294222831726,0.5866666436195374,0.8331722021102905,0.175,0.3684210479259491,0.8421874046325684,0.5176471471786499,0.797468364238739,0.561549723148346,0.040993642061948776,0.47826087474823,0.6596858501434326,0.4356435537338257,0.05969211459159851,0.8272070288658142,0.8461538553237915,0.06735899299383163,0.6780348420143127,0.01,0.04147031158208847,0.8554942607879639,0.44502925872802734
no_init_box_kenn_horizontal_adapter_bert_ms,0,5zbogr10,0.752293586730957,0.5,0.8397737741470337,0.8264216184616089,0.8079268336296082,0.8330442309379578,0.6956522464752197,0.8167116045951843,0.8256089687347412,0.8846153616905212,0.9018951654434204,0.6065177917480469,0.07681432366371155,0.8241206407546997,0.8015872836112976,0.7055555582046509,0.04005654901266098,0.8079268336296082,0.8324176073074341,0.9111111164093018,0.9055556058883668,0.5901639461517334,0.5333333611488342,0.8256089687347412,0.844082236289978,0.8397737741470337,37,0.8324176073074341,0.5197740793228149,0.3636363744735718,1.0,0.7272726893424988,0.8167116045951843,0.8015872836112976,0.793141782283783,0.782608687877655,0.601307213306427,0.8330442309379578,0.175,0.4736842215061188,0.844082236289978,0.5411765575408936,0.7950310707092285,0.5704412460327148,0.04164070636034012,0.52173912525177,0.6701570749282837,0.4554455578327179,0.05984920263290405,0.8264216184616089,0.9230769276618958,0.06727875769138336,0.687338650226593,0.01,0.04335532337427139,0.864494800567627,0.4568846821784973
no_init_box_kenn_hybrid_adapter_bert_ms,2,gvg6wvep,0.752293586730957,0.5058823823928833,0.8384386301040649,0.826107382774353,0.8062143921852112,0.832227349281311,0.7272727489471436,0.8148147463798523,0.8191781640052795,0.8148148059844971,0.8289563059806824,0.5799975395202637,0.07728558033704758,0.8241206407546997,0.7992073893547058,0.703703761100769,0.04052780568599701,0.8062143921852112,0.8310439586639404,0.9111111164093018,0.9111111760139464,0.5,0.6666666865348816,0.8191781640052795,0.8325655460357666,0.8384386301040649,30,0.8310439586639404,0.5116971135139465,0.3030303120613098,0.800000011920929,0.7118643522262573,0.8148147463798523,0.7992073893547058,0.7940877079963684,0.7777777910232544,0.5677419304847717,0.832227349281311,0.175,0.3684210479259491,0.8325655460357666,0.5176471471786499,0.7730061411857605,0.5623072981834412,0.040993642061948776,0.4545454680919647,0.6596858501434326,0.4356435537338257,0.05969211459159851,0.826107382774353,0.9090909361839294,0.06735899299383163,0.6637298464775085,0.02,0.04147031158208847,0.8097905516624451,0.4460393786430359
no_init_box_kenn_top_down_adapter_bert_ms,2,6lumq1pp,0.752293586730957,0.5352941751480103,0.8396952748298645,0.8198240995407104,0.8109487295150757,0.8296406865119934,0.5600000023841858,0.8100166916847229,0.8106592297554016,0.594936728477478,0.6883838772773743,0.5628389120101929,0.07681432366371155,0.8241206407546997,0.7881741523742676,0.7185184955596924,0.04288406670093536,0.8109487295150757,0.8331043720245361,0.9111111164093018,0.9055556058883668,0.5,0.699999988079071,0.8106592297554016,0.8103699088096619,0.8396952748298645,30,0.8331043720245361,0.5439745783805847,0.3333333432674408,0.46666666865348816,0.6807387471199036,0.8100166916847229,0.7881741523742676,0.8012669086456299,0.6818181872367859,0.5222222208976746,0.8296406865119934,0.175,0.3947368562221527,0.8103699088096619,0.5529412031173706,0.686170220375061,0.584795355796814,0.04357948899269104,0.4888889193534851,0.6753926873207092,0.4653465449810028,0.06094879284501076,0.8198240995407104,0.9166666865348816,0.0679679811000824,0.6390336155891418,0.01,0.04429783299565315,0.7043613195419312,0.476023405790329
no_init_box_kenn_bottom_up_adapter_bert_ms,2,orextjl1,0.752293586730957,0.4764706492424011,0.8373389840126038,0.8257932662963867,0.803654134273529,0.8315261006355286,0.7272727489471436,0.8140162229537964,0.8169170022010803,0.807692289352417,0.8166667222976685,0.5632184147834778,0.07728558033704758,0.8241206407546997,0.7989417910575867,0.6907408237457275,0.03817153349518776,0.803654134273529,0.8296703100204468,0.9111111164093018,0.9111111760139464,0.4150943458080292,0.6666666865348816,0.8169170022010803,0.830625057220459,0.8373389840126038,34,0.8296703100204468,0.48513373732566833,0.3333333432674408,0.800000011920929,0.7045454382896423,0.8140162229537964,0.7989417910575867,0.7857675552368164,0.7333333492279053,0.5490195751190186,0.8315261006355286,0.175,0.28947368264198303,0.830625057220459,0.4941176772117615,0.7701863646507263,0.550146222114563,0.03886556252837181,0.4888889193534851,0.6492146849632263,0.41584157943725586,0.05859252065420151,0.8257932662963867,0.9166666865348816,0.06665322929620743,0.6521448493003845,0.02,0.03958529978990555,0.8005734086036682,0.4298245906829834
no_init_box_kenn_hybrid_adapter_bert_ms,1,o2hy7nr1,0.752293586730957,0.458823561668396,0.8369462490081787,0.827049970626831,0.8007833361625671,0.8319686651229858,0.8301886916160583,0.8145896792411804,0.819649875164032,0.8888888955116272,0.8724120259284973,0.5593563914299011,0.07728558033704758,0.8241206407546997,0.8013288974761963,0.6814814805984497,0.03675777465105057,0.8007833361625671,0.8282967209815979,0.9111111164093018,0.9111111760139464,0.42307692766189575,0.7333333492279053,0.819649875164032,0.8394269943237305,0.8369462490081787,36,0.8282967209815979,0.4646314680576325,0.21212121844291687,0.95652174949646,0.7072464227676392,0.8145896792411804,0.8013288974761963,0.7797415852546692,0.7857142686843872,0.5479451417922974,0.8319686651229858,0.175,0.28947368264198303,0.8394269943237305,0.4705882668495178,0.7922077775001526,0.5365098714828491,0.03722306340932846,0.3414634168148041,0.6387434601783752,0.3960396051406861,0.05780709534883499,0.827049970626831,0.875,0.06614207476377487,0.6555210947990417,0.12,0.03770028054714203,0.8423824310302734,0.41164278984069824
no_init_box_kenn_top_down_adapter_bert_ms,1,204htzmq,0.752293586730957,0.6235294342041016,0.843465268611908,0.8253220319747925,0.8249921798706055,0.8342950344085693,0.8070175051689148,0.8182122111320496,0.8265129923820496,0.7887324094772339,0.800290584564209,0.6623468995094299,0.07587181776762009,0.8241206407546997,0.7981711030006409,0.7629629969596863,0.04995287582278251,0.8249921798706055,0.8392857313156128,0.9111111164093018,0.8944445252418518,0.5538461804389954,0.7666666507720947,0.8265129923820496,0.8280394077301025,0.843465268611908,42,0.8392857313156128,0.6406908631324768,0.4545454680919647,0.8518518805503845,0.7439353466033936,0.8182122111320496,0.7981711030006409,0.8234885334968567,0.6666666865348816,0.6511628031730652,0.8342950344085693,0.175,0.4736842215061188,0.8280394077301025,0.6588236093521118,0.7666666507720947,0.6515018939971924,0.051327720284461975,0.5999999642372131,0.7225130796432495,0.5544554591178894,0.0647188201546669,0.8253220319747925,0.8823529481887817,0.06985293328762054,0.7133986353874207,0.02,0.0527803897857666,0.7882912755012512,0.5649654865264893
no_init_box_kenn_bottom_up_adapter_bert_ms,1,3dkwwg7g,0.752293586730957,0.5882353782653809,0.8420515060424805,0.826264500617981,0.8208370804786682,0.8340833187103271,0.8363636136054993,0.8181208372116089,0.8272509574890137,0.828125,0.8365579843521118,0.6553362011909485,0.07728558033704758,0.8241206407546997,0.7998687624931335,0.7462963461875916,0.047125350683927536,0.8208370804786682,0.8372252583503723,0.9111111164093018,0.9111111760139464,0.49180328845977783,0.7666666507720947,0.8272509574890137,0.8337658643722534,0.8420515060424805,38,0.8372252583503723,0.605368435382843,0.4545454680919647,0.9200000166893004,0.7417582273483276,0.8181208372116089,0.7998687624931335,0.8205090761184692,0.6521739363670349,0.6424242258071899,0.8340833187103271,0.175,0.3947368562221527,0.8337658643722534,0.6235294342041016,0.7803468108177185,0.6317650079727173,0.04849793389439583,0.6122449040412903,0.7068063020706177,0.5247524976730347,0.06330505758523941,0.826264500617981,0.9375,0.0696001946926117,0.7119665145874023,0.01,0.04995287209749222,0.8154919147491455,0.5386496782302856
no_init_box_kenn_hybrid_adapter_bert_ms,0,o64vv4q4,0.752293586730957,0.529411792755127,0.8402450084686279,0.826264500617981,0.81159508228302,0.8331961631774902,0.7755101919174194,0.8172332644462585,0.8265317678451538,0.8727272748947144,0.888888955116272,0.6234752535820007,0.07681432366371155,0.8241206407546997,0.8013201355934143,0.7185184955596924,0.04241281747817993,0.81159508228302,0.833791196346283,0.9111111164093018,0.9055556058883668,0.5806452035903931,0.6333333253860474,0.8265317678451538,0.8420286178588867,0.8402450084686279,27,0.833791196346283,0.5464895963668823,0.3333333432674408,1.0,0.7323944568634033,0.8172332644462585,0.8013201355934143,0.8012669086456299,0.75,0.6153846383094788,0.8331961631774902,0.175,0.4736842215061188,0.8420286178588867,0.5647059679031372,0.792682945728302,0.5878654718399048,0.04378097131848335,0.4888889193534851,0.6806282997131348,0.4752475321292877,0.06094878911972046,0.826264500617981,0.9166666865348816,0.0679679736495018,0.6966175436973572,0.01,0.045240338891744614,0.8547400832176208,0.4801169633865357
no_init_box_kenn_top_down_adapter_bert_ms,0,71rn4uim,0.752293586730957,0.5823529958724976,0.8422871232032776,0.8254791498184204,0.8188896179199219,0.8337984085083008,0.7692307829856873,0.8172979354858398,0.8258147239685059,0.7910447716712952,0.830808162689209,0.6444031596183777,0.07634307444095612,0.8241206407546997,0.7982972860336304,0.7444444894790649,0.046654097735881805,0.8188896179199219,0.8372252583503723,0.9111111164093018,0.9000000953674316,0.6197183132171631,0.6666666865348816,0.8258147239685059,0.8328579664230347,0.8422871232032776,27,0.8372252583503723,0.6022382378578186,0.3333333432674408,0.9090909361839294,0.7356948256492615,0.8172979354858398,0.7982972860336304,0.8148649334907532,0.6666666865348816,0.6309523582458496,0.8337984085083008,0.175,0.5789473652839661,0.8328579664230347,0.6235294342041016,0.7670454382896423,0.6225146055221558,0.048247165977954865,0.4888889193534851,0.7068063020706177,0.5247524976730347,0.06314797699451447,0.8254791498184204,0.9166666865348816,0.06912143528461456,0.7044335007667542,0.02,0.04995287209749222,0.811179518699646,0.5263158082962036
