metric,projector,instance,family,subset,precision,recall,f1
test/micro,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.7723926305770874,0.8605604767799377,0.8140962719917297
test_pretraining/macro_example,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.8034873008728027,0.8556392788887024,0.8287436366081238
test_pretraining/micro,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.7723926305770874,0.8605604767799377,0.8140962719917297
test_incremental/micro,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.7474402785301208,0.8358778357505798,0.7891891598701477
test_incremental_LOCATION-REGION/macro_types,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.48076921701431274,0.5208333134651184,0.5
test/macro_example,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.8034873008728027,0.8556392788887024,0.8287436366081238
test_incremental_only/micro,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.595588207244873,0.75,0.6639344096183777
test_incremental/macro_example,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.12236882746219636,0.12566760182380676,0.1239962801337242
test_pretraining/macro_types,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.7816707491874695,0.8686516284942627,0.8228689432144165
test_incremental_LOCATION-RIVER/macro_types,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.5625,0.8999999761581421,0.6923076510429382
test_incremental/macro_types,kenn_hybrid_adapter_bert_ms,2,LOCATION,40,0.6819514036178589,0.8209009170532227,0.7450026869773865
test_incremental_only/macro_types,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.34191685914993286,0.831944465637207,0.4846498370170593
test_incremental_only/macro_example_exclusive,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.9367815852165222,0.8505747318267822,0.891599178314209
test_incremental/macro_example_exclusive,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.7575757503509521,0.8787878751754761,0.8136924505233765
test_incremental_LOCATION-CONTINENT/macro_types,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.4838709533214569,1.0,0.6521738767623901
test_incremental_only/macro_example,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.07681432366371155,0.06974552571773529,0.0731094554066658
test_incremental_LOCATION/macro_types,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.8789808750152588,0.8961039185523987,0.8874598741531372
test/macro_types,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.7383511066436768,0.8743534088134766,0.8006176352500916
test/micro,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.71235191822052,0.8632946014404297,0.7805932760238647
test_pretraining/macro_example,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.7654571533203125,0.857367217540741,0.8088094592094421
test_pretraining/micro,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.71235191822052,0.8632946014404297,0.7805932760238647
test_incremental/micro,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.5114678740501404,0.8511450290679932,0.6389684677124023
test_incremental_LOCATION-REGION/macro_types,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.3375000059604645,0.5625,0.4218750298023224
test/macro_example,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.7654571533203125,0.857367217540741,0.8088094592094421
test_incremental_only/micro,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.30465948581695557,0.7870370149612427,0.4392764866352082
test_incremental/macro_example,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.10995915532112122,0.12755262851715088,0.11810427904129028
test_pretraining/macro_types,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.7383511066436768,0.8743534088134766,0.8006176352500916
test_incremental_LOCATION-RIVER/macro_types,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.2043795585632324,0.9333333373069764,0.3353293240070343
test_incremental/macro_types,kenn_top_down_adapter_bert_ms,2,LOCATION,40,0.4761828482151031,0.8479843139648438,0.6098861694335938
test_incremental_only/macro_types,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.6507118940353394,0.7958333492279053,0.7159931063652039
test_incremental_only/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.8965517282485962,0.8045977354049683,0.8480894565582275
test_incremental/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.8701298832893372,0.8658008575439453,0.8679599761962891
test_incremental_LOCATION-CONTINENT/macro_types,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.7837837934494019,0.9666666388511658,0.865671694278717
test_incremental_only/macro_example,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.07351554930210114,0.06597549468278885,0.06954172998666763
test_incremental_LOCATION/macro_types,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.8789808750152588,0.8961039185523987,0.8874598741531372
test/macro_types,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.7871081829071045,0.8686516284942627,0.8258719444274902
test/micro,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.7771604657173157,0.8605604767799377,0.8167368769645691
test_pretraining/macro_example,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.8057650327682495,0.8556392788887024,0.8299534916877747
test_pretraining/micro,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.7771604657173157,0.8605604767799377,0.8167368769645691
test_incremental/micro,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.7738515734672546,0.8358778357505798,0.8036697506904602
test_incremental_LOCATION-REGION/macro_types,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.5813953280448914,0.5208333134651184,0.5494505167007446
test/macro_example,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.8057650327682495,0.8556392788887024,0.8299534916877747
test_incremental_only/micro,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.6428571343421936,0.75,0.692307710647583
test_incremental/macro_example,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.12629593908786774,0.12566760182380676,0.12598097324371338
test_pretraining/macro_types,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.7871081829071045,0.8686516284942627,0.8258719444274902
test_incremental_LOCATION-RIVER/macro_types,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.5869565010070801,0.8999999761581421,0.7105262875556946
test_incremental/macro_types,kenn_bottom_up_adapter_bert_ms,2,LOCATION,40,0.7077791094779968,0.8209009766578674,0.7601545453071594
test_incremental_only/macro_types,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.5695523023605347,0.7736111283302307,0.656080961227417
test_incremental_only/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.902298867702484,0.8045977354049683,0.8506521582603455
test_incremental/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.8181818127632141,0.8636363744735718,0.8402948379516602
test_incremental_LOCATION-CONTINENT/macro_types,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.84375,0.8999999761581421,0.8709677457809448
test_incremental_only/macro_example,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.07398680597543716,0.06597549468278885,0.06975187361240387
test_incremental_LOCATION/macro_types,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.8789808750152588,0.8961039185523987,0.8874598741531372
test/macro_types,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.7742934823036194,0.8651429414749146,0.8172009587287903
test/micro,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.7590579986572266,0.8591934442520142,0.8060275316238403
test_pretraining/macro_example,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.7892711162567139,0.8551681041717529,0.820899248123169
test_pretraining/micro,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.7590579986572266,0.8591934442520142,0.8060275316238403
test_incremental/micro,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.6802507638931274,0.8282442688941956,0.7469879388809204
test_incremental_LOCATION-REGION/macro_types,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.54347825050354,0.5208333134651184,0.5319148898124695
test/macro_example,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.7892711162567139,0.8551681041717529,0.820899248123169
test_incremental_only/micro,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.4876543283462525,0.7314814925193787,0.5851852297782898
test_incremental/macro_example,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.11875589191913603,0.12535344064235687,0.12196550518274309
test_pretraining/macro_types,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.7742934823036194,0.8651429414749146,0.8172009587287903
test_incremental_LOCATION-RIVER/macro_types,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.3214285671710968,0.8999999761581421,0.4736841917037964
test_incremental/macro_types,kenn_hybrid_adapter_bert_ms,1,LOCATION,40,0.6469094157218933,0.8042343258857727,0.7170437574386597
