name,instance,run_id,test/macro_example/recall,test_pretraining/micro/f1,test_incremental_only/micro/f1,test_incremental_only/macro_example_exclusive/f1,test/micro/f1,test_incremental/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_education-educational_degree/macro_types/f1,test_incremental/micro/recall,test_pretraining/macro_example/recall,test_incremental_education-department/macro_types/f1,test_incremental_education-educational_degree/macro_types/precision,test/macro_types/f1,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/precision,test_incremental/micro/precision,test_pretraining/macro_types/precision,test_incremental_only/micro/recall,test_incremental/macro_example/recall,test_incremental/macro_types/f1,test_incremental/macro_types/recall,test/macro_example/f1,threshold_pretraining,test/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_education-educational_degree/macro_types/recall,test_incremental_education-department/macro_types/precision,test_pretraining/micro/recall,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental_education/macro_types/precision,epoch,test_pretraining/macro_example/precision,test_incremental_only/macro_types/precision,test_pretraining/macro_types/f1,test_pretraining/macro_types/recall,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/f1,test/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_education/macro_types/recall,test_incremental/micro/f1,test_pretraining/macro_example/f1,test_incremental/macro_types/precision,test/micro/recall,test_pretraining/micro/precision,test_incremental_education/macro_types/f1,test/micro/precision,threshold_incremental,test/macro_types/precision,test_incremental_only/macro_example/f1,test_incremental_education-department/macro_types/recall,test_incremental/macro_example/precision,test_incremental_only/macro_example_exclusive/precision
smart_init_kenn_top_down_adapter_bert_ms,1,pbjjwi6p,0.9136974811553956,0.9040824770927428,0.7460317611694336,0.7749104499816895,0.9040824770927428,0.016269737854599953,0.6794872283935547,0.8181818127632141,0.6744186282157898,0.9136974811553956,0.6666666865348816,1.0,0.8773221373558044,0.8245614171028137,0.8833333849906921,0.8969072103500366,0.9015068411827089,0.6811594367027283,0.014555787667632105,0.7674559950828552,0.6752136945724487,0.9205952882766724,0.375,0.927597999572754,0.6972222924232483,0.692307710647583,0.6666666865348816,0.8956294655799866,0.7485876083374023,0.016353514045476913,1,13,0.927597999572754,0.8333333730697632,0.8773221373558044,0.8544011116027832,0.016005568206310272,0.779320478439331,0.8544011116027832,0.7666667103767395,0.6666666865348816,0.7699115872383118,0.9205952882766724,0.888888955116272,0.8956294655799866,0.912696659564972,0.800000011920929,0.912696659564972,0.88,0.9015068411827089,0.016177669167518616,0.6666666865348816,0.018441198393702507,0.783333420753479
smart_init_kenn_bottom_up_adapter_bert_ms,1,dq2nzv1x,0.9147413969039916,0.9050646424293518,0.8235294222831726,0.8539837002754211,0.9050646424293518,0.016803715378046036,0.7987179756164551,0.9459459781646729,0.7441860437393188,0.9147413969039916,0.6774193048477173,1.0,0.879683256149292,0.8358209133148193,0.8722223043441772,0.8971962332725525,0.9013025760650636,0.8115941882133484,0.015599628910422323,0.814849853515625,0.7547008991241455,0.9210819005966188,0.375,0.9275109767913818,0.7472223043441772,0.8974359035491943,0.65625,0.8975864052772522,0.8131557106971741,0.018093250691890717,1,12,0.9275109767913818,0.828125,0.879683256149292,0.8590767979621887,0.017571328207850456,0.8048980832099915,0.8590767979621887,0.8416667580604553,0.6666666865348816,0.813559353351593,0.9210819005966188,0.8854167461395264,0.8975864052772522,0.9126685857772828,0.800000011920929,0.9126685857772828,0.6,0.9013025760650636,0.01782847009599209,0.699999988079071,0.01820923388004303,0.8666666746139526
smart_init_kenn_hybrid_adapter_bert_ms,0,0fduyk3c,0.9145963788032532,0.9022523164749146,0.675000011920929,0.8492647409439087,0.9022523164749146,0.016764726489782333,0.7884615659713745,0.8529412150382996,0.7286821603775024,0.9145963788032532,0.54347825050354,1.0,0.8771038055419922,0.593406617641449,0.8833333849906921,0.7175572514533997,0.8963413238525391,0.782608687877655,0.015367665328085424,0.773555338382721,0.7478632926940918,0.9198920130729676,0.375,0.9252493381500244,0.7361111640930176,0.7435897588729858,0.4032258093357086,0.897151529788971,0.7425063252449036,0.018267225474119183,1,23,0.9252493381500244,0.7016128897666931,0.8771038055419922,0.8586745858192444,0.017223382368683815,0.8030303120613098,0.8586745858192444,0.8250000476837158,0.6666666865348816,0.7230769395828247,0.9198920130729676,0.801075279712677,0.897151529788971,0.9074114561080932,0.800000011920929,0.9074114561080932,0.14,0.8963413238525391,0.017729952931404114,0.8333333134651184,0.01844119653105736,0.875
smart_init_kenn_top_down_adapter_bert_ms,0,u5vjeo7j,0.9150023460388184,0.9015284180641174,0.6551724076271057,0.8993055820465088,0.9015284180641174,0.01750459149479866,0.8346153497695923,0.8571428656578064,0.751937985420227,0.9150023460388184,0.5192307233810425,0.9677419066429138,0.8773820996284485,0.5428571701049805,0.9333333969116212,0.6689655184745789,0.894956648349762,0.8260869383811951,0.01588958501815796,0.7780836820602417,0.7786325216293335,0.91973876953125,0.375,0.9245244860649108,0.7611111402511597,0.7692307829856873,0.36486485600471497,0.8978038430213928,0.7410221695899963,0.01931106671690941,1,23,0.9245244860649108,0.6663033962249756,0.8773820996284485,0.8604845404624939,0.018267221748828888,0.8384699821472168,0.8604845404624939,0.875,0.6666666865348816,0.7080292105674744,0.91973876953125,0.777535617351532,0.8978038430213928,0.9052839279174804,0.800000011920929,0.9052839279174804,0.16,0.894956648349762,0.018774645403027534,0.8999999761581421,0.01948503777384758,0.9250000715255736
smart_init_kenn_bottom_up_adapter_bert_ms,0,s5j79pi5,0.9156692028045654,0.9012642502784728,0.6631579399108887,0.9374815821647644,0.9012642502784728,0.018098782747983932,0.9153846502304076,0.9333333373069764,0.7984496355056763,0.9156692028045654,0.48695650696754456,0.9722222089767456,0.8787326216697693,0.5206611752510071,0.9500000476837158,0.6397515535354614,0.8943493366241455,0.91304349899292,0.016643470153212547,0.7985135912895203,0.8324786424636841,0.91955828666687,0.375,0.9234806299209596,0.7972223162651062,0.8974359035491943,0.3294117748737335,0.8991085290908813,0.7607550024986267,0.01965901255607605,1,23,0.9234806299209596,0.6508169770240784,0.8787326216697693,0.8636519908905029,0.01948503777384758,0.866931676864624,0.8636519908905029,0.9333333969116212,0.6666666865348816,0.7103448510169983,0.91955828666687,0.767211377620697,0.8991085290908813,0.9034302234649658,0.800000011920929,0.9034302234649658,0.04,0.8943493366241455,0.019571639597415924,0.9333333373069764,0.01983298547565937,0.9416667222976683
no_init_kenn_hybrid_adapter_bert_ms,2,3dcumgsp,0.914712369441986,0.903381049633026,0.7320261597633362,0.8942636251449585,0.903381049633026,0.017398502677679062,0.821794867515564,0.8529412150382996,0.7441860437393188,0.914712369441986,0.6352941393852234,1.0,0.8786088228225708,0.6666666865348816,0.9333333969116212,0.774193525314331,0.8980606198310852,0.8115941882133484,0.01571561209857464,0.7990614175796509,0.7700855135917664,0.9203088879585266,0.375,0.9259743094444276,0.7527778148651123,0.7435897588729858,0.4909090995788574,0.8975864052772522,0.7817654013633728,0.01948503777384758,1,35,0.9259743094444276,0.7454545497894287,0.8786088228225708,0.8599817752838135,0.017919275909662247,0.8333882689476013,0.8599817752838135,0.85833340883255,0.6666666865348816,0.7588933110237122,0.9203088879585266,0.8303030729293823,0.8975864052772522,0.9092510938644408,0.800000011920929,0.9092510938644408,0.66,0.8980606198310852,0.018669385462999344,0.8999999761581421,0.01948503777384758,0.9333333969116212
no_init_kenn_top_down_adapter_bert_ms,2,2gm26dvo,0.915292263031006,0.8661565780639648,0.21621620655059817,0.9449339509010316,0.8661565780639648,0.018159108236432076,0.8769230842590332,0.24806201457977295,0.7751938104629517,0.915292263031006,0.1885521858930588,0.14611871540546417,0.8679072260856628,0.12345679104328156,0.9777778387069702,0.1901140660047531,0.8737484216690063,0.8695651888847351,0.016353514045476913,0.5498263835906982,0.8068376779556274,0.8964352607727051,0.375,0.8783395290374756,0.783333420753479,0.8205128312110901,0.10486891120672226,0.8984562158584595,0.21956618130207065,0.02035490609705448,1,36,0.8783395290374756,0.12549380958080292,0.8679072260856628,0.8621436357498169,0.01913709193468094,0.869821310043335,0.8621436357498169,0.9166666865348816,0.6666666865348816,0.30534347891807556,0.8964352607727051,0.4169958829879761,0.8984562158584595,0.8360987305641174,0.800000011920929,0.8360987305641174,0.03,0.8737484216690063,0.019727222621440887,0.9333333373069764,0.02041289769113064,0.975000023841858
no_init_kenn_bottom_up_adapter_bert_ms,2,17n7o69k,0.9150023460388184,0.9035221934318542,0.7435897588729858,0.9276532530784608,0.9035221934318542,0.017888378351926804,0.8474358916282654,0.8857142925262451,0.7596899271011353,0.9150023460388184,0.6279070377349854,1.0,0.8790509104728699,0.6666666865348816,0.9666666984558104,0.7716535329818726,0.8978887796401978,0.8405796885490417,0.01606355980038643,0.8067798018455505,0.7871795892715454,0.920570194721222,0.375,0.9262062311172484,0.7694445252418518,0.7948718070983887,0.4821428656578064,0.8980212807655334,0.7906926274299622,0.02018093317747116,1,36,0.9262062311172484,0.7410714626312256,0.8790509104728699,0.8609873056411743,0.018615171313285828,0.8568534255027771,0.8609873056411743,0.8916667103767395,0.6666666865348816,0.765625,0.920570194721222,0.8273810148239136,0.8980212807655334,0.9090909361839294,0.800000011920929,0.9090909361839294,0.45,0.8978887796401978,0.01936645619571209,0.8999999761581421,0.02018093317747116,0.9666666984558104
no_init_kenn_hybrid_adapter_bert_ms,1,3w1bjh0t,0.914944350719452,0.8987810611724854,0.5643564462661743,0.9115678071975708,0.8987810611724854,0.017633091658353806,0.8384615182876587,0.6666666865348816,0.751937985420227,0.914944350719452,0.48695650696754456,0.6041666865348816,0.8736831545829773,0.4285714328289032,0.9444445371627808,0.560693621635437,0.8871325850486755,0.8260869383811951,0.015947576612234116,0.7063106894493103,0.7811965942382812,0.9175350069999696,0.375,0.9201403856277466,0.763888955116272,0.7435897588729858,0.3294117748737335,0.8978038430213928,0.5997081995010376,0.01965901255607605,1,35,0.9201403856277466,0.4667892456054687,0.8736831545829773,0.8606353998184204,0.01844119653105736,0.8446251749992371,0.8606353998184204,0.8833333849906921,0.6666666865348816,0.6423841118812561,0.9175350069999696,0.6445261240005493,0.8978038430213928,0.8997603058815002,0.800000011920929,0.8997603058815002,0.04,0.8871325850486755,0.01903064176440239,0.9333333373069764,0.019717002287507057,0.9416667222976683
no_init_kenn_top_down_adapter_bert_ms,1,ujnsjzuo,0.9154952764511108,0.8305374383926392,0.127966970205307,0.9580434560775756,0.8305374383926392,0.018359828740358353,0.9102563858032228,0.1122807040810585,0.7906976938247681,0.9154952764511108,0.15037593245506287,0.06026365235447883,0.8675077557563782,0.06888888776302338,0.9805556535720824,0.10851063579320908,0.8716028928756714,0.8985507488250732,0.016643470153212547,0.5216269493103027,0.8290598392486572,0.8695753812789917,0.375,0.8280420899391174,0.7972222566604614,0.8205128312110901,0.08130080997943878,0.8988910913467407,0.1313505321741104,0.02035490795969963,1,35,0.8280420899391174,0.07078222930431366,0.8675077557563782,0.8634508848190308,0.01965901255607605,0.8794358372688293,0.8634508848190308,0.9416666626930236,0.6666666865348816,0.1908325701951981,0.8695753812789917,0.3805215060710907,0.8988910913467407,0.7718446850776672,0.800000011920929,0.7718446850776672,0.02,0.8716028928756714,0.02000090852379799,1.0,0.020470889285206795,0.975000023841858
no_init_kenn_bottom_up_adapter_bert_ms,1,i69k2byn,0.914944350719452,0.898878812789917,0.5671641826629639,0.9115678071975708,0.898878812789917,0.017633091658353806,0.8384615182876587,0.651685357093811,0.751937985420227,0.914944350719452,0.5,0.5799999833106995,0.8735679388046265,0.4318181872367859,0.9444445371627808,0.5639534592628479,0.8868950605392456,0.8260869383811951,0.015947576612234116,0.7038789987564087,0.7811965942382812,0.9175638556480408,0.375,0.9201983213424684,0.763888955116272,0.7435897588729858,0.3414634168148041,0.8978038430213928,0.5946856737136841,0.01965901255607605,1,35,0.9201983213424684,0.4607316851615906,0.8735679388046265,0.8606353998184204,0.01844119653105736,0.8446251749992371,0.8606353998184204,0.8833333849906921,0.6666666865348816,0.6445181965827942,0.9175638556480408,0.640487790107727,0.8978038430213928,0.8999564051628113,0.800000011920929,0.8999564051628113,0.04,0.8868950605392456,0.01903064176440239,0.9333333373069764,0.019717002287507057,0.9416667222976683
no_init_kenn_hybrid_adapter_bert_ms,0,1kjc2tkt,0.915176272392273,0.9008831977844238,0.637837827205658,0.9443466067314148,0.9008831977844238,0.018132764846086506,0.8679487109184265,0.8695651888847351,0.7674418687820435,0.915176272392273,0.5,1.0,0.878104567527771,0.5086206793785095,0.9833333492279052,0.6346153616905212,0.8950468897819519,0.8550724387168884,0.01623753271996975,0.7898120880126953,0.8008547425270081,0.9192493557929992,0.375,0.923358917236328,0.7777778506278992,0.7692307829856873,0.3372093141078949,0.8982387185096741,0.7553458213806152,0.0205288790166378,1,28,0.923358917236328,0.6686046719551086,0.878104567527771,0.861791729927063,0.01896311715245247,0.8685594201087952,0.861791729927063,0.9083333611488342,0.6666666865348816,0.6947368383407593,0.9192493557929992,0.7790697813034058,0.8982387185096741,0.9035432934761048,0.800000011920929,0.9035432934761048,0.17,0.8950468897819519,0.01971495896577835,0.9666666388511658,0.0205288790166378,0.9833333492279052
no_init_kenn_top_down_adapter_bert_ms,0,5is6zi8r,0.915176272392273,0.8939623236656189,0.4609375298023224,0.9443466067314148,0.8939623236656189,0.018132764846086506,0.8679487109184265,0.6976743936538696,0.7674418687820435,0.915176272392273,0.34117648005485535,0.6382978558540344,0.8734385371208191,0.31550800800323486,0.9833333492279052,0.4361233413219452,0.8854044079780579,0.8550724387168884,0.01623753271996975,0.695823073387146,0.8008546829223633,0.9150457978248596,0.375,0.9149153232574464,0.7777778506278992,0.7692307829856873,0.20714285969734192,0.8982387185096741,0.5685417056083679,0.0205288790166378,1,28,0.9149153232574464,0.42272037267684937,0.8734385371208191,0.861791729927063,0.01896311715245247,0.8685594201087952,0.861791729927063,0.9083333611488342,0.6666666865348816,0.5561797618865967,0.9150457978248596,0.6151469349861145,0.8982387185096741,0.889726459980011,0.800000011920929,0.889726459980011,0.15000000000000002,0.8854044079780579,0.01971495896577835,0.9666666388511658,0.0205288790166378,0.9833333492279052
no_init_kenn_bottom_up_adapter_bert_ms,0,1kiblcfu,0.915176272392273,0.9008831977844238,0.637837827205658,0.9443466067314148,0.9008831977844238,0.018132764846086506,0.8679487109184265,0.8695651888847351,0.7674418687820435,0.915176272392273,0.5,1.0,0.878104567527771,0.5086206793785095,0.9833333492279052,0.6346153616905212,0.8950468897819519,0.8550724387168884,0.01623753271996975,0.7898120284080505,0.8008546829223633,0.919278085231781,0.375,0.9234168529510498,0.7777778506278992,0.7692307829856873,0.3372093141078949,0.8982387185096741,0.7553458213806152,0.0205288790166378,1,26,0.9234168529510498,0.6686046719551086,0.878104567527771,0.861791729927063,0.01896311715245247,0.8685594201087952,0.861791729927063,0.9083333611488342,0.6666666865348816,0.6947368383407593,0.919278085231781,0.7790697813034058,0.8982387185096741,0.9035432934761048,0.800000011920929,0.9035432934761048,0.21,0.8950468897819519,0.01971495896577835,0.9666666388511658,0.0205288790166378,0.9833333492279052
smart_init_classifier_adapter_bert_ms,2,8tmrbjys,0.914712369441986,0.9026896357536316,0.7000000476837158,0.898765504360199,0.9026896357536316,0.017433980479836464,0.821794867515564,0.8529412150382996,0.7441860437393188,0.914712369441986,0.5869565606117249,1.0,0.8780883550643921,0.6153846383094788,0.9333333969116212,0.732824444770813,0.8969738483428955,0.8115941882133484,0.015773601830005646,0.7904060482978821,0.7700855731964111,0.9199506640434264,0.375,0.9252493381500244,0.7555556297302246,0.7435897588729858,0.4354838728904724,0.8975864052772522,0.7662521004676819,0.01948503777384758,1,24,0.9252493381500244,0.7177419662475586,0.8780883550643921,0.8599817752838135,0.018093248829245567,0.835087776184082,0.8599817752838135,0.8666667342185974,0.6666666865348816,0.7384614944458008,0.9199506640434264,0.8118280172348022,0.8975864052772522,0.9078513383865356,0.800000011920929,0.9078513383865356,0.75,0.8969738483428955,0.01876337081193924,0.8999999761581421,0.01948503777384758,0.9333333969116212
smart_init_classifier_adapter_bert_ms,1,1gc90zeg,0.9150023460388184,0.9036210775375366,0.7483870983123779,0.8913552165031433,0.9036210775375366,0.01734926924109459,0.8282051086425781,0.9600000381469728,0.7596899271011353,0.9150023460388184,0.5499999523162842,1.0,0.8782618641853333,0.6744186282157898,0.9111111164093018,0.7777777910232544,0.8970624208450317,0.8405796885490417,0.015947576612234116,0.7933678030967712,0.7743589878082275,0.9203696846961976,0.375,0.925800323486328,0.763888955116272,0.9230769276618958,0.4399999976158142,0.8980212807655334,0.7703213095664978,0.018963119015097615,1,12,0.925800323486328,0.7200000286102295,0.8782618641853333,0.8602331876754761,0.018267223611474037,0.8310300707817078,0.8602331876754761,0.8750000596046448,0.6666666865348816,0.7686274647712708,0.9203696846961976,0.8133333921432495,0.8980212807655334,0.9092910885810852,0.800000011920929,0.9092910885810852,0.5800000000000001,0.8970624208450317,0.018608666956424713,0.7333333492279053,0.019021110609173775,0.9083333611488342
smart_init_classifier_adapter_bert_ms,0,flirs4io,0.9150023460388184,0.9018236994743348,0.6666666269302368,0.8993055820465088,0.9018236994743348,0.01750459149479866,0.8346153497695923,0.8571428656578064,0.751937985420227,0.9150023460388184,0.5346534252166748,0.9677419066429138,0.8775273561477661,0.5588235259056091,0.9333333969116212,0.6830986142158508,0.8952589631080627,0.8260869383811951,0.01588958501815796,0.7806483507156372,0.7786325216293335,0.9198220372200012,0.375,0.924692690372467,0.7611111402511597,0.7692307829856873,0.3802816867828369,0.8978038430213928,0.7457649111747742,0.01931106671690941,1,23,0.924692690372467,0.6740118265151978,0.8775273561477661,0.8604845404624939,0.018267221748828888,0.8384699821472168,0.8604845404624939,0.875,0.6666666865348816,0.7158671617507935,0.9198220372200012,0.7826745510101318,0.8978038430213928,0.9058797955513,0.800000011920929,0.9058797955513,0.2,0.8952589631080627,0.018774645403027534,0.8999999761581421,0.01948503777384758,0.9250000715255736
