name,test/macro_example/recall/mean,test_pretraining/micro/f1/mean,test_incremental_only/micro/f1/mean,test_incremental_only/macro_example_exclusive/f1/mean,test/micro/f1/mean,test_incremental/macro_example/f1/mean,test_incremental_only/macro_types/recall/mean,test_incremental_education-educational_degree/macro_types/f1/mean,test_incremental/micro/recall/mean,test_pretraining/macro_example/recall/mean,test_incremental_education-department/macro_types/f1/mean,test_incremental_education-educational_degree/macro_types/precision/mean,test/macro_types/f1/mean,test_incremental_only/micro/precision/mean,test_incremental/macro_example_exclusive/precision/mean,test_incremental/micro/precision/mean,test_pretraining/macro_types/precision/mean,test_incremental_only/micro/recall/mean,test_incremental/macro_example/recall/mean,test_incremental/macro_types/f1/mean,test_incremental/macro_types/recall/mean,test/macro_example/f1/mean,threshold_pretraining/mean,test/macro_example/precision/mean,test_incremental/macro_example_exclusive/recall/mean,test_incremental_education-educational_degree/macro_types/recall/mean,test_incremental_education-department/macro_types/precision/mean,test_pretraining/micro/recall/mean,test_incremental_only/macro_types/f1/mean,test_incremental_only/macro_example/precision/mean,test_incremental_education/macro_types/precision/mean,epoch/mean,test_pretraining/macro_example/precision/mean,test_incremental_only/macro_types/precision/mean,test_pretraining/macro_types/f1/mean,test_pretraining/macro_types/recall/mean,test_incremental_only/macro_example/recall/mean,test_incremental/macro_example_exclusive/f1/mean,test/macro_types/recall/mean,test_incremental_only/macro_example_exclusive/recall/mean,test_incremental_education/macro_types/recall/mean,test_incremental/micro/f1/mean,test_pretraining/macro_example/f1/mean,test_incremental/macro_types/precision/mean,test/micro/recall/mean,test_pretraining/micro/precision/mean,test_incremental_education/macro_types/f1/mean,test/micro/precision/mean,threshold_incremental/mean,test/macro_types/precision/mean,test_incremental_only/macro_example/f1/mean,test_incremental_education-department/macro_types/recall/mean,test_incremental/macro_example/precision/mean,test_incremental_only/macro_example_exclusive/precision/mean,test/macro_example/recall/std,test_pretraining/micro/f1/std,test_incremental_only/micro/f1/std,test_incremental_only/macro_example_exclusive/f1/std,test/micro/f1/std,test_incremental/macro_example/f1/std,test_incremental_only/macro_types/recall/std,test_incremental_education-educational_degree/macro_types/f1/std,test_incremental/micro/recall/std,test_pretraining/macro_example/recall/std,test_incremental_education-department/macro_types/f1/std,test_incremental_education-educational_degree/macro_types/precision/std,test/macro_types/f1/std,test_incremental_only/micro/precision/std,test_incremental/macro_example_exclusive/precision/std,test_incremental/micro/precision/std,test_pretraining/macro_types/precision/std,test_incremental_only/micro/recall/std,test_incremental/macro_example/recall/std,test_incremental/macro_types/f1/std,test_incremental/macro_types/recall/std,test/macro_example/f1/std,threshold_pretraining/std,test/macro_example/precision/std,test_incremental/macro_example_exclusive/recall/std,test_incremental_education-educational_degree/macro_types/recall/std,test_incremental_education-department/macro_types/precision/std,test_pretraining/micro/recall/std,test_incremental_only/macro_types/f1/std,test_incremental_only/macro_example/precision/std,test_incremental_education/macro_types/precision/std,epoch/std,test_pretraining/macro_example/precision/std,test_incremental_only/macro_types/precision/std,test_pretraining/macro_types/f1/std,test_pretraining/macro_types/recall/std,test_incremental_only/macro_example/recall/std,test_incremental/macro_example_exclusive/f1/std,test/macro_types/recall/std,test_incremental_only/macro_example_exclusive/recall/std,test_incremental_education/macro_types/recall/std,test_incremental/micro/f1/std,test_pretraining/macro_example/f1/std,test_incremental/macro_types/precision/std,test/micro/recall/std,test_pretraining/micro/precision/std,test_incremental_education/macro_types/f1/std,test/micro/precision/std,threshold_incremental/std,test/macro_types/precision/std,test_incremental_only/macro_example/f1/std,test_incremental_education-department/macro_types/recall/std,test_incremental/macro_example/precision/std,test_incremental_only/macro_example_exclusive/precision/std
no_init_box_adapter_bert_ms,0.9067057569821676,0.880760649840037,0.45122450590133667,0.8790733615557352,0.880760649840037,0.01640703280766805,0.8115384578704834,0.7917818427085876,0.6744186282157898,0.9067057569821676,0.3175308406352997,0.9159376422564188,0.8454442421595255,0.3154730498790741,0.9333333770434061,0.42100446422894794,0.8770533601442972,0.7971014380455017,0.01416917983442545,0.7105786204338074,0.7188034653663635,0.9103963772455851,0.25,0.9141189455986023,0.678703784942627,0.7008547186851501,0.19240041573842367,0.8793215751647949,0.6583337187767029,0.01913709131379922,1.0,40.0,0.9141189455986023,0.5541690389315287,0.8454442421595255,0.8160349329312643,0.017629321043690045,0.785896897315979,0.8160349329312643,0.8444444934527079,0.5333333611488342,0.5176389316717783,0.9103963772455851,0.7027793725331625,0.8793215751647949,0.8822096784909567,0.6956522464752197,0.8822096784909567,0.016666666666666666,0.8770533601442972,0.01835226205488046,0.9222222169240316,0.019485038394729298,0.9166667262713114,0.00021956673544502154,0.002022936609823375,0.044972654155479116,0.026310256697778527,0.002022936609823375,0.00029284784264388495,0.021182975908695518,0.02131407849983754,0.013426756848643893,0.00021956673544502154,0.03677935746622476,0.05634979932774756,0.0002815389311379737,0.04199806576676429,0.016666680574425996,0.04524821261820615,0.0005855832847285675,0.025102179632112823,0.0002678500865068188,0.004268807860758625,0.014122001976321307,0.0012350313310561093,0.0,0.00234352035228119,0.012830039630021441,0.0533760480869018,0.02823206296142282,0.00037661322033472446,0.006553682011752133,0.0006026609471174902,0.0,21.0,0.00234352035228119,0.014932009346526404,0.0002815389311379737,0.0008306971923628368,0.0005022181728645577,0.014027435309714297,0.0008306971923628368,0.024056255480793258,0.0,0.03604982969050979,0.0012350313310561093,0.00995465267495592,0.00037661322033472446,0.003865328364507165,0.0,0.003865328364507165,0.011547005383792516,0.0005855832847285675,0.0005492754682301145,0.0192450250322745,0.0003479467704896313,0.02886752034203288
no_init_box_kenn_bottom_up_adapter_bert_ms,0.906241774559021,0.8861725926399231,0.5760804216066996,0.8193365732828776,0.8861725926399231,0.015826210690041382,0.7606837550799052,0.770469586054484,0.6459948420524597,0.906241774559021,0.47548245390256244,0.9861111044883728,0.8462937275568644,0.4816940128803253,0.9111111561457316,0.596615195274353,0.881213366985321,0.7439613540967306,0.013550606866677603,0.7256767749786377,0.6849003434181213,0.9128337105115255,0.25,0.919525663057963,0.6490741570790609,0.632478654384613,0.33438605070114136,0.8785243034362793,0.704983631769816,0.017861285557349522,1.0,40.666666666666664,0.919525663057963,0.6602485775947571,0.8462937275568644,0.8140406211217245,0.016411505018671353,0.7580755551656088,0.8140406211217245,0.7861111561457316,0.5333333611488342,0.6148942510286967,0.9128337105115255,0.773499071598053,0.8785243034362793,0.8939685424168905,0.6956522464752197,0.8939685424168905,0.023333333333333334,0.881213366985321,0.017105146621664364,0.8888888756434122,0.019021109367410343,0.8555556337038676,0.0003297508878549501,0.002299287678883775,0.07126055663722287,0.052261261326518885,0.002299287678883775,0.0006735448845627016,0.04504243075407918,0.03614711041726461,0.023682573023763368,0.0003297508878549501,0.11029277469269551,0.024056272687153643,0.0003700704907508228,0.12294535642449456,0.04194351227183409,0.11909313817790572,0.0018638525377935393,0.04427608311482759,0.0005481112872174706,0.0067934174583325424,0.03002828500158827,0.0011877902664167539,0.0,0.002721938219011563,0.02625456647870847,0.03916731129754738,0.11907283058717828,0.0006642832809765698,0.010562277698424669,0.001062995958544467,0.0,23.24507116214819,0.002721938219011563,0.04752816148685598,0.0003700704907508228,0.001766381947705546,0.0011184925724852057,0.03226278917945378,0.001766381947705546,0.05357585445502392,0.0,0.050164255872058056,0.0011877902664167539,0.031685439713198836,0.0006642832809765698,0.005324517266689079,0.0,0.005324517266689079,0.015275252316519468,0.0018638525377935393,0.0010910488395773886,0.05091751769361266,0.0008756473299203572,0.050917517693612656
no_init_box_kenn_horizontal_adapter_bert_ms,0.9062997698783875,0.8894923528035482,0.7017596562703451,0.8249159256617228,0.8894923528035482,0.015784204316635925,0.7623931765556335,0.7735761404037476,0.6485788226127625,0.9062997698783875,0.6441160241762797,0.9425287445386251,0.8475627899169922,0.6606879432996114,0.9000000556310018,0.7589391271273295,0.8838857213656107,0.7487922708193461,0.013608597839872042,0.7465663154919943,0.686039924621582,0.9142011205355326,0.25,0.9222415685653687,0.6518518924713135,0.6581196784973145,0.5142581661542257,0.8785967826843262,0.7449294328689575,0.01797726812462012,1.0,49.666666666666664,0.9222415685653687,0.7283934553464254,0.8475627899169922,0.8141076564788818,0.016527488206823666,0.7560633818308512,0.8141076564788818,0.7916667262713114,0.5333333611488342,0.6993174354235331,0.9142011205355326,0.8189290165901184,0.8785967826843262,0.9006617069244385,0.6956522464752197,0.9006617069244385,0.01,0.8838857213656107,0.017221625273426373,0.8666666547457377,0.01878914547463258,0.8611111442248026,0.0002343582551071655,0.00065467727565,0.0366657531813155,0.03137148246444644,0.00065467727565,0.00032315011900914165,0.02957991795517796,0.017844499160531446,0.01613695342699095,0.0002343582551071655,0.04783001459130679,0.05267327958922013,0.0008206450353450146,0.044535474213703345,0.016666620969781235,0.03446599819409894,0.0004366269338886966,0.030169065263163517,0.00031939065360822794,0.014590562511983844,0.019719966831617662,0.0004605841249090044,0.0,0.0007452478429362211,0.015298820142739056,0.03916731129754738,0.057266648930011696,0.0004526327589781554,0.0196664669208712,0.0007243109004539848,0.0,25.696951829610715,0.0007452478429362211,0.011133886599494842,0.0008206450353450146,0.0011599866517318987,0.0006026620225161681,0.015478877407019507,0.0011599866517318987,0.02886750313566935,0.0,0.022660219311500803,0.0004605841249090044,0.007422590948044937,0.0004526327589781554,0.0009593949236602129,0.0,0.0009593949236602129,0.0,0.0004366269338886966,0.0006549385196477612,0.03333333134651627,0.00034794677048963094,0.03469443364258258
no_init_box_kenn_hybrid_adapter_bert_ms,0.9063964486122131,0.8848101496696472,0.5404995779196421,0.8360366225242615,0.8848101496696472,0.015944447368383408,0.7735042770703634,0.7849264740943909,0.6537467837333679,0.9063964486122131,0.42308809359868366,0.9751724004745483,0.8460147380828857,0.429985245068868,0.9111111561457316,0.5448801716168722,0.8800217111905416,0.7584541042645773,0.013724580717583498,0.7211714784304301,0.6934473514556885,0.9122681419054667,0.25,0.9182208180427551,0.6574074824651083,0.6581196784973145,0.284550075729688,0.8787417411804199,0.6921975413958231,0.018209232638279598,1.0,42.333333333333336,0.9182208180427551,0.6298612554868063,0.8460147380828857,0.8145433863004049,0.016759452720483143,0.7637390494346619,0.8145433863004049,0.8027778466542562,0.5333333611488342,0.5883989532788595,0.9122681419054667,0.7532408634821574,0.8787417411804199,0.8909839987754822,0.6956522464752197,0.8909839987754822,0.013333333333333334,0.8800217111905416,0.017453790331880253,0.8888888756434122,0.019021109367410343,0.8722222844759623,0.0003803007414428539,0.0029249592056836806,0.07248484955358657,0.05845213371740313,0.0029249592056836806,0.0007180591228871867,0.050707253343179055,0.03690232149403782,0.027223924487452027,0.0003803007414428539,0.09931630659955318,0.021677575277719133,0.0002691167401522838,0.10873040197127433,0.04194351227183409,0.11367656665648289,0.0017576607037250165,0.05089686589834369,0.0006091376229466302,0.004578367236583495,0.033804845776283066,0.001341109519966728,0.0,0.0030864776739061048,0.029177719583572417,0.0533760480869018,0.0953720467200833,0.0007636162616890031,0.0068521882262636445,0.0012219493414187387,0.0,8.962886439832502,0.0030864776739061048,0.04482028225161998,0.0002691167401522838,0.001988534759791417,0.0012219493414187392,0.034395042650912866,0.001988534759791417,0.05853141332110525,0.0,0.05490623449694254,0.001341109519966728,0.02988014901542115,0.0007636162616890031,0.006710322703617659,0.0,0.006710322703617659,0.005773502691896258,0.0017576607037250165,0.001220295040605636,0.05091751769361266,0.0008756473299203572,0.058531413321105244
no_init_box_kenn_top_down_adapter_bert_ms,0.9064737757047018,0.8810731967290243,0.45833752552668255,0.8456743160883585,0.8810731967290243,0.016050443053245544,0.7833333412806193,0.7756021817525228,0.6589147448539734,0.9064737757047018,0.3335567116737366,0.9302300413449606,0.8451308012008667,0.3345998128255208,0.9166667262713114,0.44302018483479816,0.8776632944742838,0.7681159377098083,0.013821232753495375,0.7055872678756714,0.7000000476837158,0.9104843934377035,0.25,0.9145403504371643,0.6620370944341024,0.6666666865348816,0.20921335617701212,0.8788866996765137,0.657443086306254,0.018441197151939075,1.0,31.333333333333332,0.9145403504371643,0.5697216987609863,0.8451308012008667,0.8149288495381674,0.01693342626094818,0.7688162326812744,0.8149288495381674,0.8111111919085184,0.5333333611488342,0.5231374005476633,0.9104843934377035,0.7131477991739908,0.8788866996765137,0.8833061854044596,0.6956522464752197,0.8833061854044596,0.023333333333333334,0.8776632944742838,0.017654994502663612,0.899999996026357,0.01913709193468094,0.8833333849906921,0.0003194133128231947,0.004221904656093001,0.08421787362981362,0.05016675573803533,0.004221904656093001,0.0005971305535961444,0.04435599829102195,0.021917983608089726,0.02325582504272461,0.0003194133128231947,0.08785036700633708,0.029393631546533256,0.00027409044084950805,0.10033288428160465,0.0333333015442072,0.11298486295473976,0.0019960998815462625,0.04347825050354004,0.0005229934104361723,0.004217130056583281,0.029570684478076852,0.002269801825707824,0.0,0.004867587494254709,0.0250514223728509,0.044411556521297545,0.07363640689869151,0.000652313232421875,0.0179238640153143,0.0010438412427907766,0.0,0.5773502691896255,0.004867587494254709,0.05090129899260297,0.00027409044084950805,0.001739466773216362,0.0010486627747280423,0.02860255911092525,0.001739466773216362,0.05023092822444705,0.0,0.06911265014259432,0.002269801825707824,0.03393417783294952,0.000652313232421875,0.009108963453908292,0.0,0.009108963453908292,0.015275252316519468,0.0019960998815462625,0.0010473233379656962,0.05773504068406571,0.0006958935409784317,0.05000001192092897
no_init_kenn_bottom_up_adapter_bert_ms,0.9150409897168478,0.9010947346687317,0.6495305895805359,0.9278558890024821,0.9010947346687317,0.01788474495212237,0.8512820402781168,0.8023216128349304,0.7596899271011353,0.9150409897168478,0.5426356792449951,0.8599999944368998,0.8769078056017557,0.535701851050059,0.9648148616154989,0.6567407846450806,0.8932769099871317,0.8405796885490417,0.01608288971086343,0.7668236096700033,0.7897436221440634,0.9191373785336813,0.375,0.9232738018035889,0.7703704436620077,0.7692307829856873,0.38693853219350177,0.8980212807655334,0.7135747075080872,0.020122941583395004,1.0,32.333333333333336,0.9232738018035889,0.6234692732493082,0.8769078056017557,0.8611381451288859,0.018673161665598553,0.8566793402036031,0.8611381451288859,0.894444485505422,0.6666666865348816,0.7016266783078512,0.9191373785336813,0.7489795287450155,0.8980212807655334,0.9041968782742819,0.800000011920929,0.9041968782742819,0.2333333333333333,0.8932769099871317,0.019370685641964275,0.9333333174387614,0.020142271493872006,0.9638889233271279,0.0001206934794002893,0.002328906790008226,0.08879209708203815,0.016390339249334095,0.002328906790008226,0.00024985640842360566,0.01511516711414625,0.13070447408135652,0.007751941680908203,0.0001206934794002893,0.07384716266754142,0.242487122695215,0.0029308571970261105,0.11974346245190116,0.019510430562176044,0.10560293988052925,0.0057065827141305646,0.01449275016784668,0.00014594132445125492,0.055167874403083884,0.010076746057449425,0.0015081006056963217,0.0,0.0030065083882415563,0.006990589983957881,0.025641024112701416,0.0824768038920466,0.000217437744140625,0.10446674562700599,0.0004378232332119621,0.0,5.507570547286103,0.0030065083882415563,0.1455180431086805,0.0029308571970261105,0.0005927387648266124,0.000265748837213598,0.011968072171809566,0.0005927387648266124,0.01272936479075303,0.0,0.060846666955245265,0.0015081006056963217,0.09701204479586302,0.000217437744140625,0.004602205347466427,0.0,0.004602205347466427,0.20599352740640503,0.0057065827141305646,0.0003421782053060326,0.03333333134651634,0.000407316830194934,0.020971742319965445
no_init_kenn_horizontal_adapter_bert_ms,0.9151279926300049,0.8999740878740946,0.6258509953816732,0.9321286678314209,0.8999740878740946,0.017963385209441185,0.8598290681838989,0.6777659356594086,0.7648578882217407,0.9151279926300049,0.5826074481010437,0.6372549037138621,0.8753564953804016,0.5101833641529083,0.9685185750325521,0.6278056601683298,0.8897187312444051,0.8502415219942728,0.016160210594534874,0.733437180519104,0.7954416473706564,0.9179920554161072,0.375,0.9208903908729553,0.774074137210846,0.7863247990608215,0.4282180070877075,0.8981662591298422,0.6434563199679056,0.02018093317747116,1.0,32.333333333333336,0.9208903908729553,0.5327364504337311,0.8753564953804016,0.8614733020464579,0.018789144853750866,0.8604461948076884,0.8614733020464579,0.9000000357627869,0.6666666865348816,0.6816861232121786,0.9179920554161072,0.6884910066922506,0.8981662591298422,0.9018189112345377,0.800000011920929,0.9018189112345377,0.21333333333333335,0.8897187312444051,0.01945988895992438,0.9333333174387614,0.02021959361930688,0.9666666984558105,0.00014876765308098115,0.004226975425597665,0.12867867204574465,0.011255916619196522,0.004226975425597665,0.0001710349752853796,0.01823641278226973,0.19242597094710703,0.008951171232429262,0.00014876765308098115,0.07100284474850488,0.29033513900736,0.0031945354313217818,0.16580234787109258,0.00848624752946518,0.1567182162186105,0.007297496029784498,0.01673478642140854,0.00016740569915759578,0.0676074133795317,0.012157592458659059,0.003180986605640556,0.0,0.0065420166534821845,0.008018774768818782,0.014803852173765848,0.08400342961700469,0.0002511098929808637,0.14157600642047088,0.00017397291958332062,0.0,7.3711147958319945,0.0065420166534821845,0.18608551686150884,0.0031945354313217818,0.0007151598924091282,0.00030133101125808437,0.008192566796268907,0.0007151598924091282,0.014433742964637562,0.0,0.09432718280552171,0.003180986605640556,0.12405702065176,0.0002511098929808637,0.008713278306431387,0.0,0.008713278306431387,0.2779088579612628,0.007297496029784498,0.00023498775509734991,0.03333333134651628,0.0001771662301942078,0.008333325386047419
no_init_kenn_hybrid_adapter_bert_ms,0.9149443308512369,0.9010151028633118,0.6447401444117228,0.9167260130246481,0.9010151028633118,0.017721453060706455,0.8427350322405497,0.7963910301526388,0.7545219659805298,0.9149443308512369,0.5407502154509226,0.8680555621782938,0.8767988483111063,0.5346195995807648,0.953703761100769,0.6565008362134298,0.8934133648872375,0.8309178551038107,0.015966907143592834,0.7650613983472189,0.7840456167856852,0.9190310835838318,0.375,0.9231578707695007,0.7648148735364279,0.752136766910553,0.3858433961868286,0.8978763222694397,0.7122731407483419,0.01989097644885381,1.0,32.666666666666664,0.9231578707695007,0.6269494891166687,0.8767988483111063,0.860802968343099,0.018441196531057358,0.8488576213518778,0.860802968343099,0.8833333849906921,0.6666666865348816,0.6986714204152426,0.9190310835838318,0.7512996594111124,0.8978763222694397,0.904184897740682,0.800000011920929,0.904184897740682,0.29000000000000004,0.8934133648872375,0.019138328731060028,0.9333333174387614,0.019910306359330814,0.9527778228123983,0.0002319514757816947,0.0023028292754032507,0.08404769296753445,0.025436815379744366,0.0023028292754032507,0.00037502138080100896,0.02337181007845041,0.11265164500310322,0.011841286511881684,0.0002319514757816947,0.0821367660812931,0.22853447008330763,0.0027100237833293196,0.12115814189764955,0.026254499211716645,0.10841947571374766,0.00564418184838401,0.022138041557413772,0.00026149672242940737,0.05108935183934741,0.015581208535413464,0.0013997628231355239,0.0,0.0029221535784549643,0.012525711186425429,0.014803852173765848,0.09107305818118441,0.0003321416404882849,0.09837503773886508,0.0005592464311034234,0.0,4.04145188432738,0.0029221535784549643,0.14392690378092152,0.0027100237833293196,0.0009165387937792367,0.0005219206213951124,0.01796350940370155,0.0009165387937792367,0.02499997615814209,0.0,0.05835416928789026,0.0013997628231355239,0.09595130765529555,0.0003321416404882849,0.004777813951853421,0.0,0.004777813951853421,0.32695565448543634,0.00564418184838401,0.0005310398756396106,0.03333333134651634,0.0005481112872174683,0.02678789323358579
no_init_kenn_top_down_adapter_bert_ms,0.9153212706247965,0.8635521133740743,0.2683735688527425,0.9491080045700073,0.8635521133740743,0.018217233940958977,0.8850427269935608,0.35267237077156705,0.7777777910232544,0.9153212706247965,0.22670153280099234,0.2815600745379925,0.8696178396542867,0.1692845622698466,0.9805556138356527,0.24491601437330246,0.8769185741742452,0.8743961254755656,0.01641150563955307,0.5890921354293823,0.8122507333755493,0.8936854799588522,0.375,0.8737656474113464,0.7861111760139465,0.8034188151359558,0.13110419362783432,0.8985286752382914,0.30648613969484967,0.020412897691130638,1.0,33.0,0.8737656474113464,0.206332137187322,0.8696178396542867,0.8624620834986368,0.01925307388106982,0.8726055224736532,0.8624620834986368,0.9222222367922465,0.6666666865348816,0.3507852703332901,0.8936854799588522,0.4708881080150604,0.8985286752382914,0.8325566252072653,0.800000011920929,0.8325566252072653,0.06666666666666667,0.8769185741742452,0.019814363370339077,0.9666666587193807,0.020470888664325077,0.9777777989705404,0.00016146819427335124,0.03179255329811251,0.17250403247844748,0.007743898470826789,0.03179255329811251,0.0001241911879544424,0.022291955659871576,0.3063967002349205,0.011841286511881684,0.00016146819427335124,0.1009591092632139,0.3119120972751639,0.0033148440361606543,0.12953912952737393,0.0027777552606806106,0.17054313637524804,0.007426833440989798,0.02213807407441622,0.00020908985787110296,0.0935009190406254,0.01486131177191398,0.022859585869102254,0.0,0.0436168541007096,0.010015396882055006,0.029607704347531696,0.06689748053617142,0.0003321676548519025,0.23119329555040646,0.0001004427742581113,0.0,4.358898943540674,0.0436168541007096,0.18938384460610955,0.0033148440361606543,0.0008742170585338163,0.0003621553010963967,0.005948780690412563,0.0008742170585338163,0.01734720011862271,0.0,0.18686454967292698,0.022859585869102254,0.12625589852425567,0.0003321676548519025,0.05902065821643291,0.0,0.05902065821643291,0.07234178138070237,0.007426833440989798,0.00016166916843297457,0.033333331346516254,5.799066275607265e-05,0.004811247654879059
smart_init_box_adapter_bert_ms,0.9058223565419516,0.8874933918317159,0.6027277509371439,0.6370924810568491,0.8874933918317159,0.013460594229400158,0.6897435983022054,0.706545909245809,0.6201550463835398,0.9058223565419516,0.47791950901349384,0.7815217276414236,0.8439836303393046,0.6236849923928579,0.6935185790061951,0.7256955405076345,0.8795912663141886,0.6956521769364675,0.012874042925735315,0.6646263400713602,0.6376068989435831,0.91364057858785,0.25,0.921607514222463,0.6166667143503824,0.7350427508354187,0.4562477966149648,0.8777995109558105,0.6005838910738627,0.01241011389841636,1.0,26.333333333333332,0.921607514222463,0.6188847621281942,0.8439836303393046,0.8112586736679077,0.014961726342638334,0.6447624762852987,0.8112586736679077,0.7166667183240255,0.5333333611488342,0.6389427383740743,0.91364057858785,0.7459231813748678,0.8777995109558105,0.8974724809328715,0.6956522464752197,0.8974724809328715,0.4166666666666667,0.8795912663141886,0.013300469145178795,0.6444444507360458,0.014478466783960661,0.5944444835186005,0.0024773351737436703,0.0032574928840648273,0.13455022198015598,0.22241456522527528,0.0032574928840648273,0.002414613404750145,0.3046753785764915,0.11200268532050822,0.15734715619590514,0.0024773351737436703,0.19849424723357256,0.2733495744745157,0.00562156204637758,0.19848744466246043,0.14530547576294606,0.20226537380041476,0.007891450493169359,0.29417077474790315,0.0031137541617024386,0.11273786861800546,0.20311694078802597,0.0012751502936651689,0.0,0.0037681120731513375,0.14914883382379918,0.23124356328464946,0.13184300792636874,0.004413504174882938,0.1591544924497916,0.005108822286505257,0.0,23.180451534284945,0.0037681120731513375,0.2012318438623118,0.00562156204637758,0.011948053422498741,0.005814465797148418,0.11565994281541579,0.011948053422498741,0.2785129313957681,0.0,0.07935447775097096,0.0012751502936651689,0.13415460380544791,0.004413504174882938,0.0096514819624935,0.0,0.0096514819624935,0.1446835627614047,0.007891450493169359,0.004643309298525377,0.3906310206196546,0.0030335166875494913,0.244712594148304
