name,instance,run_id,test_pretraining/macro_example/f1,test_incremental_only/macro_example/f1,test/macro_types/recall,test/macro_types/precision,test_pretraining/macro_types/recall,test/macro_example/recall,test_incremental_only/macro_types/precision,test_incremental_education-educational_degree/macro_types/precision,test_pretraining/micro/recall,test_incremental/macro_example/recall,test_incremental_only/macro_example/precision,test_incremental_only/micro/recall,test_incremental/macro_types/precision,test_pretraining/macro_example/precision,test_incremental/macro_example/f1,test_incremental/micro/f1,test_incremental_only/macro_example/recall,test_pretraining/macro_types/f1,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/f1,test_incremental_education/macro_types/recall,test_incremental_education/macro_types/precision,epoch,test_pretraining/micro/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental/macro_types/f1,test_pretraining/micro/precision,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_education-department/macro_types/recall,test_incremental_only/micro/f1,test_incremental/micro/precision,test/macro_example/f1,threshold_pretraining,test_incremental/micro/recall,test_incremental_only/macro_types/recall,test_incremental_education/macro_types/f1,test/micro/recall,test/micro/precision,test_incremental_education-department/macro_types/f1,test_incremental_education-educational_degree/macro_types/f1,test_incremental_education-educational_degree/macro_types/recall,test/macro_types/f1,test_incremental/macro_types/recall,test/macro_example/precision,threshold_incremental,test_incremental_only/macro_example_exclusive/f1,test_incremental_only/macro_types/f1,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_pretraining/macro_example/recall,test_incremental_education-department/macro_types/precision,test/micro/f1
smart_init_kenn_bottom_up_adapter_bert_ms,1,hregx87z,0.9196439981460572,0.0139961214736104,0.8613895177841187,0.8909069299697876,0.8613895177841187,0.915292263031006,0.5630348920822144,0.7551020383834839,0.8984562158584595,0.015947576612234116,0.011482254602015018,0.8695651888847351,0.7086899280548096,0.9240373373031616,0.014526505954563618,0.7142857313156128,0.017919275909662247,0.875899612903595,0.5405405163764954,0.695819616317749,0.6666666865348816,1,14,0.9015928506851196,0.638888955116272,0.8583333492279053,0.7489310503005981,0.904751479625702,0.8909069299697876,0.5500000715255737,0.7666666507720947,0.6666666269302368,0.6622516512870789,0.9196439981460572,0.375,0.7751938104629517,0.857692301273346,0.800000011920929,0.8984562158584595,0.904751479625702,0.5,0.8409091234207153,0.9487179517745972,0.875899612903595,0.7940171360969543,0.9240373373031616,0.060000000000000005,0.6704142689704895,0.679807722568512,0.01333797350525856,0.763888955116272,0.915292263031006,0.3709677457809448,0.9015928506851196
smart_init_kenn_hybrid_adapter_bert_ms,0,qixqb0q2,0.920626699924469,0.01640322059392929,0.8603839874267578,0.8984567523002625,0.8603839874267578,0.9149442911148072,0.7555555701255798,1.0,0.8980212807655334,0.015599628910422323,0.015657618641853333,0.8405796885490417,0.8370370864868164,0.9263801574707032,0.015912190079689026,0.7871485352516174,0.017223384231328964,0.8790082931518555,0.7250000238418579,0.7621939778327942,0.6666666865348816,1,35,0.90421462059021,0.7777778506278992,0.8250000476837158,0.8058605194091797,0.9104938507080078,0.8984567523002625,0.75,0.7666666507720947,0.7785235047340393,0.8166666626930237,0.920626699924469,0.375,0.7596899271011353,0.8320512771606445,0.800000011920929,0.8980212807655334,0.9104938507080078,0.6133333444595337,0.9459459781646729,0.8974359035491943,0.8790082931518555,0.7769231200218201,0.9263801574707032,0.11,0.785714328289032,0.7919604778289795,0.0162375308573246,0.7472223043441772,0.9149442911148072,0.5111111402511597,0.90421462059021
smart_init_kenn_top_down_adapter_bert_ms,0,q0hfzr8p,0.9194852113723756,0.016625741496682167,0.8626967072486877,0.8946399688720703,0.8626967072486877,0.9155242443084716,0.6582278609275818,1.0,0.8988910913467407,0.01623753271996975,0.01513569988310337,0.8985507488250732,0.7721519470214844,0.9234806299209596,0.016208484768867493,0.7157894968986511,0.01844119653105736,0.8783780336380005,0.5344827771186829,0.7763864398002625,0.6666666865348816,1,35,0.9015374779701232,0.7750000953674316,0.8833333849906921,0.7935838103294373,0.904199481010437,0.8946399688720703,0.7250000238418579,0.8333333134651184,0.6702703237533569,0.6538461446762085,0.9194852113723756,0.375,0.7906976938247681,0.8910256624221802,0.800000011920929,0.8988910913467407,0.904199481010437,0.4587155878543854,0.9736841917037964,0.9487179517745972,0.8783780336380005,0.8162393569946289,0.9234806299209596,0.05,0.7963731288909912,0.7571361660957336,0.016179541125893593,0.7777778506278992,0.9155242443084716,0.3164556920528412,0.9015374779701232
smart_init_kenn_bottom_up_adapter_bert_ms,0,lq47jbkv,0.920626699924469,0.01649818755686283,0.8603839874267578,0.8984567523002625,0.8603839874267578,0.9149442911148072,0.7555555701255798,1.0,0.8980212807655334,0.015599628910422323,0.015831593424081802,0.8405796885490417,0.8370370864868164,0.9263801574707032,0.015967678278684616,0.7871485352516174,0.017223384231328964,0.8790082931518555,0.7250000238418579,0.7648519277572632,0.6666666865348816,1,35,0.90421462059021,0.783333420753479,0.8250000476837158,0.8058605194091797,0.9104938507080078,0.8984567523002625,0.7583333253860474,0.7666666507720947,0.7785235047340393,0.8166666626930237,0.920626699924469,0.375,0.7596899271011353,0.8320512771606445,0.800000011920929,0.8980212807655334,0.9104938507080078,0.6133333444595337,0.9459459781646729,0.8974359035491943,0.8790082931518555,0.7769231200218201,0.9263801574707032,0.11,0.7902631759643555,0.7919604778289795,0.016353514045476913,0.7472223043441772,0.9149442911148072,0.5111111402511597,0.90421462059021
no_init_kenn_hybrid_adapter_bert_ms,2,3vso5c5f,0.9176077842712402,0.017972225323319435,0.8576188087463379,0.8857821226119995,0.8576188087463379,0.9145963788032532,0.4323529601097107,0.6000000238418579,0.897151529788971,0.015367663465440272,0.018789146095514297,0.782608687877655,0.6215686798095703,0.9206390380859376,0.016907040029764175,0.6329966187477112,0.017223382368683815,0.871472954750061,0.421875,0.8098472356796265,0.6666666865348816,1,45,0.8986169695854187,0.9000000357627869,0.8250000476837158,0.6713986396789551,0.9000872373580933,0.8857821226119995,0.9000000357627869,0.6000000238418579,0.5482233166694641,0.5595238208770752,0.9176077842712402,0.375,0.7286821603775024,0.7615385055541992,0.800000011920929,0.897151529788971,0.9000872373580933,0.36734697222709656,0.7272727489471436,0.9230769276618958,0.871472954750061,0.7299145460128784,0.9206390380859376,0.08,0.8608695864677429,0.5515633821487427,0.018789146095514297,0.7361111640930176,0.9145963788032532,0.2647058963775635,0.8986169695854187
no_init_kenn_top_down_adapter_bert_ms,2,149y562z,0.9160413146018982,0.01832081936299801,0.8582723736763,0.8826097249984741,0.8582723736763,0.9146834015846252,0.3514566421508789,0.4390243887901306,0.8973689675331116,0.015541637316346169,0.01913709193468094,0.7971014380455017,0.5676378011703491,0.9174032211303712,0.017152978107333183,0.5882353186607361,0.017571330070495605,0.8702709078788757,0.3571428656578064,0.821627676486969,0.6666666865348816,1,43,0.896297037601471,0.9166666865348816,0.8416666984558105,0.6428454518318176,0.8952277898788452,0.8826097249984741,0.9166666865348816,0.6333333253860474,0.49327352643013,0.48969072103500366,0.9160413146018982,0.375,0.7364341020584106,0.778205156326294,0.800000011920929,0.8973689675331116,0.8952277898788452,0.3725490272045135,0.5950413346290588,0.9230769276618958,0.8702709078788757,0.7410256862640381,0.9174032211303712,0.28,0.8775671124458313,0.48422521352767944,0.01913709193468094,0.7444444894790649,0.9146834015846252,0.2638888955116272,0.896297037601471
no_init_kenn_bottom_up_adapter_bert_ms,2,egqu0aep,0.916647970676422,0.01832081936299801,0.8582723736763,0.8836001753807068,0.8582723736763,0.9146834015846252,0.3767123222351074,0.4931506812572479,0.8973689675331116,0.015541637316346169,0.01913709193468094,0.7971014380455017,0.5844749212265015,0.9186210036277772,0.017152978107333183,0.6031745672225952,0.017571330070495605,0.8707521557807922,0.3767123222351074,0.821627676486969,0.6666666865348816,1,42,0.897076427936554,0.9166666865348816,0.8416666984558105,0.6535054445266724,0.8967840075492859,0.8836001753807068,0.9166666865348816,0.6333333253860474,0.5116279125213623,0.5107526779174805,0.916647970676422,0.375,0.7364341020584106,0.778205156326294,0.800000011920929,0.8973689675331116,0.8967840075492859,0.3689320385456085,0.6428571343421936,0.9230769276618958,0.8707521557807922,0.7410256862640381,0.9186210036277772,0.08,0.8775671124458313,0.5076717138290405,0.01913709193468094,0.7444444894790649,0.9146834015846252,0.2602739632129669,0.897076427936554
no_init_kenn_hybrid_adapter_bert_ms,1,2lnh99y1,0.9192739725112916,0.01762360706925392,0.8568143844604492,0.8932363390922546,0.8568143844604492,0.9144514203071594,0.6224353313446045,0.9736841917037964,0.8969340920448303,0.015193691477179527,0.01844119653105736,0.7681159377098083,0.7482902407646179,0.9241475462913512,0.016660669818520546,0.6992480754852295,0.016875434666872025,0.8746463656425476,0.5463917255401611,0.7980461120605469,0.6666666865348816,1,53,0.901442289352417,0.8833333849906921,0.8083333969116211,0.7319141030311584,0.905996024608612,0.8932363390922546,0.8833333849906921,0.5333333611488342,0.6385541558265686,0.6788321137428284,0.9192739725112916,0.375,0.7209302186965942,0.7410256862640381,0.800000011920929,0.8969340920448303,0.905996024608612,0.3595505654811859,0.9610389471054076,0.9487179517745972,0.8746463656425476,0.716239333152771,0.9241475462913512,0.27,0.8441708087921143,0.6765731573104858,0.01844119653105736,0.7277778387069702,0.9144514203071594,0.2711864411830902,0.901442289352417
no_init_kenn_top_down_adapter_bert_ms,1,bz1qnw7d,0.9188840985298156,0.017972225323319435,0.8574679493904114,0.8923049569129944,0.8574679493904114,0.914509415626526,0.5986841917037964,0.9736841917037964,0.897151529788971,0.015367664396762848,0.018789144232869148,0.782608687877655,0.7324561476707458,0.9233008623123168,0.017183145508170128,0.6643109321594238,0.017223382368683815,0.8745396733283997,0.4736842215061188,0.8230726718902588,0.6666666865348816,1,102,0.899989128112793,0.9333333969116212,0.8250000476837158,0.7298943400382996,0.9028446674346924,0.8923049569129944,0.9000000357627869,0.5666666626930237,0.5901639461517334,0.6103895902633667,0.9188840985298156,0.375,0.7286821603775024,0.7576923370361328,0.800000011920929,0.897151529788971,0.9028446674346924,0.320754736661911,0.9610389471054076,0.9487179517745972,0.8745396733283997,0.7273504734039307,0.9233008623123168,0.22,0.8608695864677429,0.6688680052757263,0.01948503777384758,0.7361111640930176,0.914509415626526,0.2236842066049576,0.899989128112793
no_init_kenn_bottom_up_adapter_bert_ms,1,lfo5kgkr,0.918644368648529,0.01762360706925392,0.856965184211731,0.8924712538719177,0.856965184211731,0.9143643975257874,0.6029248237609863,0.9729729890823364,0.8969340920448303,0.015193691477179527,0.01844119653105736,0.7681159377098083,0.7352832555770874,0.922964572906494,0.01680121384561062,0.6666666865348816,0.016875434666872025,0.8743579983711243,0.48181816935539246,0.8047782778739929,0.6666666865348816,1,53,0.9001636505126953,0.9000000357627869,0.8083333969116211,0.72694993019104,0.9034165740013124,0.8924712538719177,0.8833333849906921,0.5666666626930237,0.5921787619590759,0.6200000047683716,0.918644368648529,0.375,0.7209302186965942,0.7448717951774597,0.800000011920929,0.8969340920448303,0.9034165740013124,0.33009710907936096,0.9473683834075928,0.9230769276618958,0.8743579983711243,0.7188034057617188,0.922964572906494,0.23,0.8441708087921143,0.666423499584198,0.018789144232869148,0.7277778387069702,0.9143643975257874,0.232876718044281,0.9001636505126953
no_init_kenn_hybrid_adapter_bert_ms,0,kx3wf4pn,0.8572973608970642,0.01964515633881092,0.8654619455337524,0.8712103366851807,0.8654619455337524,0.9159591794013976,0.06077264994382858,0.07017543911933899,0.8997608423233032,0.017049409449100494,0.01913709193468094,0.95652174949646,0.37384843826293945,0.8056972026824951,0.018211254850029945,0.16745653748512268,0.02018093317747116,0.8683266639709473,0.060164082795381546,0.8723191618919373,0.6666666865348816,1,58,0.8152088522911072,0.9361111521720886,0.9666666984558104,0.5217441320419312,0.7451828122138977,0.8712103366851807,0.9166666865348816,1.0,0.11320754885673524,0.0932277888059616,0.8572973608970642,0.375,0.8217054009437561,0.9615384340286256,0.800000011920929,0.8997608423233032,0.7451828122138977,0.09771987050771712,0.1304347813129425,0.9230769276618958,0.8683266639709473,0.8632478713989258,0.8056972026824951,0.01,0.9410029053688048,0.11431987583637238,0.019543029367923737,0.8166667222976685,0.9159591794013976,0.051369864493608475,0.8152088522911072
no_init_kenn_top_down_adapter_bert_ms,0,3urpkbli,0.7453085780143738,0.01950668916106224,0.8664674758911133,0.8696847558021545,0.8664674758911133,0.9161911606788636,0.021869223564863205,0.02529960125684738,0.9001957178115845,0.017339365556836128,0.018441198393702507,0.9855072498321532,0.34791281819343567,0.6281497478485107,0.01806183904409409,0.06549423933029175,0.020702853798866272,0.8680731654167175,0.021732183173298836,0.8651621341705322,0.6666666865348816,1,63,0.6795797348022461,0.9027778506278992,0.9916666746139526,0.49872756004333496,0.5458140969276428,0.8696847558021545,0.8833333849906921,1.0,0.04252658039331436,0.034080151468515396,0.7453085780143738,0.375,0.8372092843055725,0.9871795177459716,0.800000011920929,0.9001957178115845,0.5458140969276428,0.03621001914143562,0.04931862652301788,0.9743589758872986,0.8680731654167175,0.8803418874740601,0.6281497478485107,0.01,0.9343703985214232,0.042790498584508896,0.018847135826945305,0.8305556178092957,0.9161911606788636,0.01843884401023388,0.6795797348022461
no_init_kenn_bottom_up_adapter_bert_ms,0,1dxxz2lz,0.8596389889717102,0.01964515633881092,0.8654619455337524,0.8713119029998779,0.8654619455337524,0.9159591794013976,0.06336206942796707,0.07500000298023224,0.8997608423233032,0.017049409449100494,0.01913709193468094,0.95652174949646,0.3755747377872467,0.8098435997962952,0.018211254850029945,0.1724979728460312,0.02018093317747116,0.8683770298957825,0.062264151871204376,0.8723191618919373,0.6666666865348816,1,58,0.81819087266922,0.9361111521720886,0.9666666984558104,0.5234229564666748,0.7501813173294067,0.8713119029998779,0.9166666865348816,1.0,0.11691762506961824,0.09636363387107848,0.8596389889717102,0.375,0.8217054009437561,0.9615384340286256,0.800000011920929,0.8997608423233032,0.7501813173294067,0.09836065024137496,0.1387283354997635,0.9230769276618958,0.8683770298957825,0.8632478713989258,0.8098435997962952,0.01,0.9410029053688048,0.1188897117972374,0.019543029367923737,0.8166667222976685,0.9159591794013976,0.0517241396009922,0.81819087266922
smart_init_classifier_adapter_bert_ms,2,d0v97gs5,0.9196317195892334,0.012395617552101612,0.8584232330322266,0.891598641872406,0.8584232330322266,0.9146428108215332,0.5806737542152405,0.7446808218955994,0.8973689675331116,0.015193691477179527,0.00991649366915226,0.7971014380455017,0.7204492092132568,0.9246752858161926,0.013265890069305897,0.7196969389915466,0.016527488827705383,0.8746964335441589,0.5789473652839661,0.6354361772537231,0.6666666865348816,1,8,0.902076542377472,0.5638889670372009,0.7916667461395264,0.7318366169929504,0.9068336486816406,0.891598641872406,0.4750000238418579,0.6666666865348816,0.6707317233085632,0.7037037014961243,0.9196317195892334,0.375,0.7364341020584106,0.7820513248443604,0.800000011920929,0.8973689675331116,0.9068336486816406,0.5128205418586731,0.8139534592628479,0.8974359035491943,0.8746964335441589,0.7435897588729858,0.9246752858161926,0.2,0.59375,0.6664832234382629,0.011772211641073229,0.7277778387069702,0.9146428108215332,0.4166666567325592,0.902076542377472
smart_init_classifier_adapter_bert_ms,1,lr6rz0sh,0.9198163151741028,0.0142515879124403,0.8613895177841187,0.8917794227600098,0.8613895177841187,0.915292263031006,0.5852836966514587,0.7872340679168701,0.8984562158584595,0.015947576612234116,0.011830202303826807,0.8695651888847351,0.7235225439071655,0.9243853092193604,0.014662997797131538,0.7246376872062683,0.017919275909662247,0.8763210773468018,0.5607476830482483,0.7023576498031616,0.6666666865348816,1,13,0.9019864201545716,0.6500000953674316,0.8583333492279053,0.7571324706077576,0.9055445790290833,0.8917794227600098,0.5666667222976685,0.7666666507720947,0.6818181872367859,0.680272102355957,0.9198163151741028,0.375,0.7751938104629517,0.857692301273346,0.800000011920929,0.8984562158584595,0.9055445790290833,0.5111110806465149,0.8604651093482971,0.9487179517745972,0.8763210773468018,0.7940171360969543,0.9243853092193604,0.22,0.6826511025428772,0.6957749724388123,0.013569938018918036,0.763888955116272,0.915292263031006,0.38333332538604736,0.9019864201545716
smart_init_classifier_adapter_bert_ms,0,d1yckngn,0.9195011258125304,0.016658417880535126,0.8631994724273682,0.8940596580505371,0.8631994724273682,0.915698230266571,0.6434295177459717,0.9743589758872986,0.8991085290908813,0.01641150563955307,0.014961726032197475,0.91304349899292,0.762286365032196,0.9233356714248656,0.016265233978629112,0.7152777910232544,0.018789144232869148,0.8783586025238037,0.529411792755127,0.7791048884391785,0.6666666865348816,1,35,0.9014606475830078,0.7722222805023193,0.9000000357627869,0.7923057079315186,0.9038251638412476,0.8940596580505371,0.7166667580604553,0.8333333134651184,0.6702128052711487,0.6477987170219421,0.9195011258125304,0.375,0.7984496355056763,0.9038461446762084,0.800000011920929,0.8991085290908813,0.9038251638412476,0.4545454680919647,0.9743589758872986,0.9743589758872986,0.8783586025238037,0.824786365032196,0.9233356714248656,0.05,0.7979382276535034,0.7517228722572327,0.016121549531817436,0.7861111760139465,0.915698230266571,0.3125,0.9014606475830078
