name,instance,run_id,test_incremental_only/macro_example/f1,test/micro/precision,test_pretraining/macro_example/precision,test_pretraining/micro/precision,threshold_incremental,test/macro_types/recall,test_incremental_people/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental/macro_example_exclusive/recall,test/macro_example/f1,test_incremental/micro/f1,test_pretraining/macro_types/f1,test_incremental_people-ethnicity/macro_types/recall,test_incremental/macro_types/precision,test_incremental_only/macro_types/recall,test_pretraining/micro/recall,test_incremental_people/macro_types/recall,threshold_pretraining,test/macro_types/precision,test_pretraining/macro_types/recall,test_incremental_people-ethnicity/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/precision,test/macro_example/precision,test/micro/f1,test/macro_example/recall,test_incremental/micro/recall,test_incremental/micro/precision,epoch,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/micro/recall,test_incremental/macro_example/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_types/precision,test_incremental/macro_types/recall,test_incremental/macro_example_exclusive/f1,test_incremental/macro_example/f1,test_incremental/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test/micro/recall,test_incremental/macro_types/f1,test_incremental_people/macro_types/precision,test_pretraining/micro/f1,test/macro_types/f1,test_incremental_only/micro/f1,test_incremental_only/macro_example/recall,test_incremental_people-ethnicity/macro_types/precision
kenn_horizontal_adapter_bert_ms,2,3ffrzw0l,0.011830202303826807,0.9128501415252686,0.9278299808502196,0.9128501415252686,0.2,0.864309549331665,0.9014084339141846,0.011830201372504234,0.9705882668495178,0.9211774468421936,0.8979591131210327,0.8829414248466492,1.0,0.8371943235397339,1.0,0.899649441242218,0.9411764740943908,0.375,0.9023941159248352,0.864309549331665,0.8947368264198303,0.9211774468421936,0.8947368264198303,0.8095238208770752,1.0,1.0,0.9278299808502196,0.9062017798423768,0.9146195650100708,0.970588207244873,0.8354430198669434,22,0.9023941159248352,1.0,1.0,0.011482254602015018,0.9146195650100708,0.8095238208770752,0.970588207244873,0.9850746989250184,0.011653630994260313,0.011830201372504234,1.0,0.899649441242218,0.8989697694778442,0.8648648858070374,0.9062017798423768,0.8829414248466492,0.8947368264198303,0.011830201372504234,0.8095238208770752
kenn_horizontal_adapter_bert_ms,1,1ehcr6dk,0.011830202303826807,0.862423837184906,0.8869751691818237,0.862423837184906,0.01,0.864309549331665,0.9014084339141846,0.011830201372504234,0.9705882668495178,0.9005852937698364,0.3219512104988098,0.876205325126648,1.0,0.4881701469421386,1.0,0.899649441242218,0.9411764740943908,0.375,0.8884330987930298,0.864309549331665,0.20058995485305783,0.9005852937698364,0.20058995485305783,0.11147540807724,1.0,1.0,0.8869751691818237,0.8806434273719788,0.9146195650100708,0.970588207244873,0.1929824501276016,11,0.8884330987930298,1.0,1.0,0.011482254602015018,0.9146195650100708,0.11147540807724,0.970588207244873,0.9850746989250184,0.011653630994260313,0.011830201372504234,1.0,0.899649441242218,0.6496102809906006,0.8648648858070374,0.8806434273719788,0.876205325126648,0.20058995485305783,0.011830201372504234,0.11147540807724
kenn_horizontal_adapter_bert_ms,0,vhsy8oo6,0.011830202303826807,0.9048038721084596,0.9215959310531616,0.9048038721084596,0.01,0.864309549331665,0.9014084339141846,0.011830201372504234,0.9705882668495178,0.918094515800476,0.7058823704719543,0.8791438937187195,1.0,0.6397495269775391,1.0,0.899649441242218,0.9411764740943908,0.375,0.8944963216781616,0.864309549331665,0.5862069129943848,0.918094515800476,0.5862069129943848,0.4146341383457184,1.0,1.0,0.9215959310531616,0.9022192358970642,0.9146195650100708,0.970588207244873,0.5546218752861023,23,0.8944963216781616,1.0,1.0,0.011482254602015018,0.9146195650100708,0.4146341383457184,0.970588207244873,0.9850746989250184,0.011653630994260313,0.011830201372504234,1.0,0.899649441242218,0.7711840271949768,0.8648648858070374,0.9022192358970642,0.8791438937187195,0.5862069129943848,0.011830201372504234,0.4146341383457184
kenn_hybrid_adapter_bert_ms,2,2wnmvohk,0.011830202303826807,0.8935799598693848,0.9177104830741882,0.8935799598693848,0.59,0.864309549331665,0.9014084339141846,0.011830201372504234,0.9705882668495178,0.9161624312400818,0.5409836173057556,0.8774983286857605,1.0,0.5547345876693726,1.0,0.899649441242218,0.9411764740943908,0.375,0.8910956978797913,0.864309549331665,0.3930635750293732,0.9161624312400818,0.3930635750293732,0.24460431933403015,1.0,1.0,0.9177104830741882,0.8966044783592224,0.9146195650100708,0.970588207244873,0.375,13,0.8910956978797913,1.0,1.0,0.011482254602015018,0.9146195650100708,0.24460431933403015,0.970588207244873,0.9850746989250184,0.011653630994260313,0.011830201372504234,1.0,0.899649441242218,0.7059736251831055,0.8648648858070374,0.8966044783592224,0.8774983286857605,0.3930635750293732,0.011830201372504234,0.24460431933403015
kenn_top_down_adapter_bert_ms,2,3d8yzvc2,0.01009046658873558,0.852776050567627,0.8935630321502686,0.852776050567627,0.87,0.8613683581352234,0.9014084339141846,0.01009046658873558,0.8970588445663452,0.903614580631256,0.2663755714893341,0.8744071125984192,0.8529411554336548,0.4735089242458343,0.8529411554336548,0.8985539078712463,0.9411764740943908,0.375,0.8878467082977295,0.8613683581352234,0.14987079799175262,0.903614580631256,0.14987079799175262,0.08215297758579254,1.0,0.8529411554336548,0.8935630321502686,0.8750667572021484,0.9138947129249572,0.8970588445663452,0.15641026198863983,19,0.8878467082977295,0.8529411554336548,0.8529411554336548,0.010612387210130692,0.9138947129249572,0.08215297758579254,0.8970588445663452,0.9457364678382874,0.011188252829015257,0.011830201372504234,0.8529411554336548,0.8985539078712463,0.619838535785675,0.8648648858070374,0.8750667572021484,0.8744071125984192,0.14987079799175262,0.01009046658873558,0.08215297758579254
kenn_bottom_up_adapter_bert_ms,2,3bc9085b,0.011830202303826807,0.8980752229690552,0.9202041625976562,0.8980752229690552,0.53,0.864309549331665,0.9014084339141846,0.011830201372504234,0.9705882668495178,0.9174033403396606,0.5972850918769836,0.8779682517051697,1.0,0.5789841413497925,1.0,0.899649441242218,0.9411764740943908,0.375,0.892065703868866,0.864309549331665,0.4533333480358124,0.9174033403396606,0.4533333480358124,0.2931034564971924,1.0,1.0,0.9202041625976562,0.8988616466522217,0.9146195650100708,0.970588207244873,0.4313725531101227,18,0.892065703868866,1.0,1.0,0.011482254602015018,0.9146195650100708,0.2931034564971924,0.970588207244873,0.9850746989250184,0.011653630994260313,0.011830201372504234,1.0,0.899649441242218,0.7253035306930542,0.8648648858070374,0.8988616466522217,0.8779682517051697,0.4533333480358124,0.011830201372504234,0.2931034564971924
kenn_hybrid_adapter_bert_ms,1,feqsb8r7,0.011134307831525804,0.8833405375480652,0.911592423915863,0.8833405375480652,0.6900000000000001,0.8631330728530884,0.9014084339141846,0.011134307831525804,0.9411764740943908,0.9129878878593444,0.43389829993247986,0.8761531710624695,0.9411764740943908,0.5166429877281189,0.9411764740943908,0.8992112278938293,0.9411764740943908,0.375,0.889572024345398,0.8631330728530884,0.2857142686843872,0.9129878878593444,0.2857142686843872,0.16842105984687805,0.9411764740943908,0.9411764740943908,0.911592423915863,0.8912052512168884,0.9143876433372498,0.9411764740943908,0.2819383144378662,8,0.889572024345398,0.9411764740943908,0.9411764740943908,0.011134307831525804,0.9143876433372498,0.16842105984687805,0.9411764740943908,0.9411764740943908,0.011134307831525804,0.011134307831525804,0.9411764740943908,0.8992112278938293,0.6670952439308167,0.8648648858070374,0.8912052512168884,0.8761531710624695,0.2857142686843872,0.011134307831525804,0.16842105984687805
kenn_top_down_adapter_bert_ms,1,38u90r0x,0.011830202303826807,0.8856773376464844,0.9106066226959229,0.8856773376464844,0.28,0.864309549331665,0.9014084339141846,0.011830201372504234,0.9705882668495178,0.9126086831092834,0.46315786242485046,0.8769575953483582,1.0,0.5268768668174744,1.0,0.899649441242218,0.9411764740943908,0.375,0.8899813890457153,0.864309549331665,0.3177570104598999,0.9126086831092834,0.3177570104598999,0.18888889253139496,1.0,1.0,0.9106066226959229,0.8926087617874146,0.9146195650100708,0.970588207244873,0.3041474521160126,9,0.8899813890457153,1.0,1.0,0.011482254602015018,0.9146195650100708,0.18888889253139496,0.970588207244873,0.9850746989250184,0.011653630994260313,0.011830201372504234,1.0,0.899649441242218,0.6829948425292969,0.8648648858070374,0.8926087617874146,0.8769575953483582,0.3177570104598999,0.011830201372504234,0.18888889253139496
kenn_bottom_up_adapter_bert_ms,1,2xrjfqty,0.011830202303826807,0.9008337259292604,0.9209232330322266,0.9008337259292604,0.11,0.864309549331665,0.9014084339141846,0.011830201372504234,0.9705882668495178,0.9177605509757996,0.6376811265945435,0.8783578276634216,1.0,0.5990990996360779,1.0,0.899649441242218,0.9411764740943908,0.375,0.892870306968689,0.864309549331665,0.5,0.9177605509757996,0.5,0.3333333432674408,1.0,1.0,0.9209232330322266,0.9002411961555481,0.9146195650100708,0.970588207244873,0.4748201370239258,9,0.892870306968689,1.0,1.0,0.011482254602015018,0.9146195650100708,0.3333333432674408,0.970588207244873,0.9850746989250184,0.011653630994260313,0.011830201372504234,1.0,0.899649441242218,0.74088454246521,0.8648648858070374,0.9002411961555481,0.8783578276634216,0.5,0.011830201372504234,0.3333333432674408
kenn_hybrid_adapter_bert_ms,0,2npx3b9t,0.011830202303826807,0.9092116951942444,0.9263222217559814,0.9092116951942444,0.06999999999999999,0.864309549331665,0.9014084339141846,0.011830201372504234,0.9705882668495178,0.9204336404800416,0.800000011920929,0.880609929561615,1.0,0.7157657742500305,1.0,0.899649441242218,0.9411764740943908,0.375,0.8975369930267334,0.864309549331665,0.7234042882919312,0.9204336404800416,0.7234042882919312,0.5666666626930237,1.0,1.0,0.9263222217559814,0.9044052362442015,0.9146195650100708,0.970588207244873,0.6804123520851135,10,0.8975369930267334,1.0,1.0,0.011482254602015018,0.9146195650100708,0.5666666626930237,0.970588207244873,0.9850746989250184,0.011653630994260313,0.011830201372504234,1.0,0.899649441242218,0.8239241242408752,0.8648648858070374,0.9044052362442015,0.880609929561615,0.7234042882919312,0.011830201372504234,0.5666666626930237
