name,instance,run_id,test_incremental_only/micro/recall,test_incremental_only/micro/precision,test_pretraining/micro/precision,test_incremental/macro_types/f1,test_incremental/macro_example/f1,test/micro/f1,threshold_incremental,test/macro_example/precision,test_pretraining/micro/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_other-product-computer/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test/macro_example/f1,test_incremental/macro_example_exclusive/precision,test/micro/precision,test_incremental_other-product-software/macro_types/precision,test_incremental_other-product-weapon/macro_types/f1,test_pretraining/micro/f1,test/macro_types/precision,test_incremental_other-product/macro_types/f1,test_incremental_other-product-car/macro_types/f1,test_pretraining/macro_types/recall,test/micro/recall,test_pretraining/macro_types/precision,test_incremental/macro_types/recall,test_incremental_other-product-car/macro_types/recall,test_incremental_other-product-software/macro_types/f1,test_incremental_other-product-car/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_other-product/macro_types/precision,test_incremental_other-product-weapon/macro_types/recall,test_incremental_only/macro_example/precision,test/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/f1,test_incremental/macro_example/precision,test_incremental_other-product-computer/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/recall,test_incremental_other-product-software/macro_types/recall,test_incremental_only/macro_types/recall,test_pretraining/macro_example/recall,test_incremental_other-product/macro_types/recall,threshold_pretraining,test/macro_example/recall,test_incremental/micro/precision,test_incremental/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_only/micro/f1,test_incremental/macro_example_exclusive/recall,test/macro_types/recall,epoch,test_incremental_other-product-computer/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_other-product-weapon/macro_types/precision,test_incremental/micro/f1
no_init_box_kenn_hybrid_adapter_bert_ms,2,0ibfnyde,0.3263888955116272,1.0,0.8497387766838074,0.5878400802612305,0.055795565247535706,0.8137696385383606,0.28,0.8579227924346924,0.7807219624519348,0.3531891405582428,1.0,0.3306451439857483,0.824245035648346,0.7939393520355225,0.8497387766838074,1.0,0.604651153087616,0.8137696385383606,0.7702130675315857,0.7867867350578308,0.1666666716337204,0.641432523727417,0.7807219624519348,0.7702130675315857,0.4244105815887451,0.09090909361839294,0.4848484992980957,1.0,0.6999486088752747,0.7797619104385376,0.4333333373069763,0.023186974227428436,0.6999486088752747,0.824245035648346,0.4985304176807403,0.049087319523096085,0.8579227924346924,0.6854400634765625,0.021606046706438065,0.06462752819061279,0.6521738767623901,0.3790322542190552,0.5760517716407776,0.3199999928474426,0.332028329372406,0.7931113839149475,0.7939394116401672,0.26,0.7931113839149475,0.8279069662094116,0.9559524059295654,0.020226936787366867,0.49214664101600647,0.603030264377594,0.641432523727417,38,0.4838709533214569,1.0,1.0,0.679389238357544
no_init_box_kenn_top_down_adapter_bert_ms,2,fmbg4a1w,0.5277777910232544,0.9743589758872986,0.8502907156944275,0.7374383807182312,0.05996550992131233,0.8170391321182251,0.01,0.8578076362609863,0.7862903475761414,0.5743288993835449,0.9583333134651184,0.5403225421905518,0.8265917301177979,0.7969696521759033,0.8502907156944275,1.0,0.8461538553237915,0.8170391321182251,0.7681705951690674,0.7867867350578308,0.6122449040412903,0.6595050692558289,0.7862903475761414,0.7681705951690674,0.6087507605552673,0.4545454680919647,0.4848484992980957,0.9375,0.7097023725509644,0.7797619104385376,0.7333333492279053,0.037493832409381866,0.7097023725509644,0.8265917301177979,0.7130982875823975,0.05574740841984749,0.8578076362609863,0.736667275428772,0.03513408079743385,0.06487419456243515,0.836363673210144,0.6129032373428345,0.6699029207229614,0.3199999928474426,0.56245356798172,0.7975679636001587,0.7939394116401672,0.26,0.7975679636001587,0.8414633870124817,0.9351190328598022,0.033053770661354065,0.6846847534179688,0.684848427772522,0.6595050692558289,38,0.7419354915618896,0.9739583134651184,1.0,0.7459458708763123
no_init_box_kenn_bottom_up_adapter_bert_ms,2,6ozluv0j,0.3333333432674408,1.0,0.849770188331604,0.5939997434616089,0.05590164288878441,0.8138883709907532,0.09,0.8579227924346924,0.7809139490127563,0.3589836061000824,1.0,0.33467739820480347,0.8243115544319153,0.7939393520355225,0.849770188331604,1.0,0.604651153087616,0.8138883709907532,0.7702130675315857,0.7867867350578308,0.1666666716337204,0.6420650482177734,0.7809139490127563,0.7702130675315857,0.4308621883392334,0.09090909361839294,0.4848484992980957,1.0,0.700325071811676,0.7797619104385376,0.4333333373069763,0.023680314421653748,0.700325071811676,0.8243115544319153,0.5075660943984985,0.04925176501274109,0.8579227924346924,0.6867431998252869,0.021960515528917313,0.06462752819061279,0.6808510422706604,0.3870967626571655,0.5792880058288574,0.3199999928474426,0.34009286761283875,0.7932347059249878,0.7939394116401672,0.26,0.7932347059249878,0.8287037014961243,0.9559524059295654,0.020473606884479523,0.5,0.6050504446029663,0.6420650482177734,37,0.5161290168762207,1.0,1.0,0.6819047331809998
no_init_box_kenn_hybrid_adapter_bert_ms,1,zc02femv,0.3541666567325592,0.9807692170143129,0.849686861038208,0.6149891018867493,0.05706391483545303,0.8141627907752991,0.21,0.8578405380249023,0.7814900279045105,0.3966759145259857,1.0,0.3830645084381103,0.8246463537216187,0.8060605525970459,0.849686861038208,1.0,0.6956522464752197,0.8141627907752991,0.7689058780670166,0.7867867350578308,0.5833333730697632,0.6445655822753906,0.7814900279045105,0.7689058780670166,0.456367552280426,0.42424243688583374,0.3870967626571655,0.9333333373069764,0.7012667655944824,0.7797619104385376,0.5333333611488342,0.02516033500432968,0.7012667655944824,0.8246463537216187,0.5397666692733765,0.050485119223594666,0.8578405380249023,0.7010214328765869,0.024266311898827553,0.06561420857906342,0.44999998807907104,0.4112902879714966,0.5889967679977417,0.23999999463558197,0.3719745874404907,0.7939254641532898,0.7939394116401672,0.26,0.7939254641532898,0.8272727131843567,0.9426190853118896,0.023433644324541092,0.5204081535339355,0.6202019453048706,0.6445655822753906,49,0.29032257199287415,0.9833333492279052,1.0,0.6880907416343689
no_init_box_kenn_top_down_adapter_bert_ms,1,wh4yjupc,0.5902777910232544,0.9139785170555116,0.8495135307312012,0.7687442302703857,0.06394030153751373,0.8176112174987793,0.01,0.8568210005760193,0.7880184054374695,0.6560458540916443,1.0,0.6290322542190552,0.8265918493270874,0.8696969151496887,0.8495135307312012,1.0,0.8679245114326477,0.8176112174987793,0.7659735679626465,0.7867867350578308,0.8285714387893677,0.6649224758148193,0.7880184054374695,0.7659735679626465,0.664007842540741,0.8787878751754761,0.46153849363327026,0.7837837934494019,0.7118798494338989,0.7797619104385376,0.7666666507720947,0.04193389043211937,0.7118798494338989,0.8265918493270874,0.7574002742767334,0.0582963302731514,0.8568210005760193,0.7854969501495361,0.040133051574230194,0.07079426944255829,0.7346938848495483,0.6854838132858276,0.6990291476249695,0.30000001192092896,0.631524920463562,0.7984230518341064,0.7939394116401672,0.26,0.7984230518341064,0.8275862336158752,0.91270911693573,0.03848051279783249,0.7172996401786804,0.7161616086959839,0.6649224758148193,49,0.5806451439857483,0.9459459781646729,1.0,0.75789475440979
no_init_box_kenn_bottom_up_adapter_bert_ms,1,uclv2qdp,0.3194444477558136,1.0,0.8497073650360107,0.587888777256012,0.05632120743393898,0.8136509656906128,0.16,0.8579227924346924,0.7805299758911133,0.3584631681442261,1.0,0.346774160861969,0.8242850303649902,0.8060605525970459,0.8497073650360107,1.0,0.6363636255264282,0.8136509656906128,0.7702130675315857,0.7867867350578308,0.5333333611488342,0.6414375305175781,0.7805299758911133,0.7702130675315857,0.42446139454841614,0.3636363744735718,0.3870967626571655,1.0,0.6999515891075134,0.7797619104385376,0.46666666865348816,0.022693634033203125,0.6999515891075134,0.8242850303649902,0.4986020624637604,0.04933398962020874,0.8579227924346924,0.6918975114822388,0.021928681060671806,0.06561420857906342,0.41025638580322266,0.3709677457809448,0.5728155374526978,0.23999999463558197,0.33209189772605896,0.7931854724884033,0.7939394116401672,0.26,0.7931854724884033,0.827102780342102,0.9559524059295654,0.02121361717581749,0.4842105507850647,0.6060605645179749,0.6414375305175781,50,0.25806450843811035,1.0,1.0,0.6768642663955688
no_init_box_kenn_hybrid_adapter_bert_ms,0,qtlwqc5u,0.4375,0.9264705777168274,0.8493549823760986,0.6924425959587097,0.0601692795753479,0.8152586221694946,0.02,0.8573143482208252,0.7837941646575928,0.4781783521175385,1.0,0.4516128897666931,0.8249480724334717,0.8575757145881653,0.8493549823760986,1.0,0.7234042882919312,0.8152586221694946,0.7671493291854858,0.7867867350578308,0.8307692408561707,0.6540819406509399,0.7837941646575928,0.7671493291854858,0.5534350275993347,0.8181818127632141,0.07692307978868484,0.84375,0.7061180472373962,0.7797619104385376,0.5666666626930237,0.03108041360974312,0.7061180472373962,0.8249480724334717,0.6519376635551453,0.05286959186196327,0.8573143482208252,0.739170491695404,0.02925215475261211,0.06980758905410767,0.7083333730697632,0.5080645084381104,0.6278316974639893,0.03999999910593033,0.4933089017868042,0.7949367761611938,0.7939394116401672,0.26,0.7949367761611938,0.8220338821411133,0.9247024059295654,0.02762703411281109,0.5943396091461182,0.6494949460029602,0.6540819406509399,52,0.5483871102333069,0.9609375,1.0,0.7119265794754028
no_init_box_kenn_top_down_adapter_bert_ms,0,akc508ys,0.4652777910232544,0.9054054021835328,0.8491271734237671,0.7094294428825378,0.06106824427843094,0.8155688643455505,0.03,0.8569854497909546,0.7845622301101685,0.5060163140296936,1.0,0.47580641508102417,0.8250347375869751,0.8696969151496887,0.8491271734237671,1.0,0.7234042882919312,0.8155688643455505,0.7664004564285278,0.7867867350578308,0.8405797481536865,0.6565353870391846,0.7845622301101685,0.7664004564285278,0.5784594416618347,0.8787878751754761,0.07692307978868484,0.8055555820465088,0.707226574420929,0.7797619104385376,0.5666666626930237,0.033053770661354065,0.707226574420929,0.8250347375869751,0.6762816905975342,0.05369182676076889,0.8569854497909546,0.750214159488678,0.0309551190584898,0.07079426944255829,0.7599999904632568,0.5403225421905518,0.6407766938209534,0.03999999910593033,0.5245894193649292,0.7953808307647705,0.7939394116401672,0.26,0.7953808307647705,0.8181818127632141,0.9170634746551514,0.029107052832841873,0.6146789193153381,0.6595959663391113,0.6565353870391846,61,0.6129032373428345,0.9513888955116272,1.0,0.7186933159828186
no_init_box_kenn_bottom_up_adapter_bert_ms,0,kc4kms5s,0.4583333432674408,0.9295774698257446,0.8494489789009094,0.7073357105255127,0.060961734503507614,0.8156135082244873,0.01,0.8573143482208252,0.7843701839447021,0.5001943111419678,1.0,0.471774160861969,0.825120747089386,0.8696969151496887,0.8494489789009094,1.0,0.7234042882919312,0.8156135082244873,0.7673295736312866,0.7867867350578308,0.8656716346740723,0.6559028625488281,0.7843701839447021,0.7673295736312866,0.5720077753067017,0.8787878751754761,0.07692307978868484,0.8529411554336548,0.7072544097900391,0.7797619104385376,0.5666666626930237,0.03256043419241905,0.7072544097900391,0.825120747089386,0.6724535822868347,0.05352737754583359,0.8573143482208252,0.7489056587219238,0.0305989608168602,0.07079426944255829,0.7346938848495483,0.5322580337524414,0.6375404596328735,0.03999999910593033,0.5165249109268188,0.7952574491500854,0.7939394116401672,0.26,0.7952574491500854,0.8242678046226501,0.9265406131744384,0.028860382735729218,0.6139534711837769,0.657575786113739,0.6559028625488281,61,0.5806451439857483,0.9632352590560912,1.0,0.7189781069755554
smart_init_box_adapter_bert_ms,2,xw0b59zt,0.8263888955116272,0.14016489684581757,0.7406479120254517,0.40508171916008,0.04269781336188316,0.7666512131690979,0.06999999999999999,0.8112733960151672,0.7945468425750732,0.37065932154655457,0.12735849618911743,0.8145160675048828,0.8071086406707764,0.3909090757369995,0.7406479120254517,0.18095238506793976,0.20576129853725433,0.7666512131690979,0.7027855515480042,0.7867867350578308,0.23481781780719757,0.6809418201446533,0.7945468425750732,0.7027855515480042,0.8274056911468506,0.8787878751754761,0.29230770468711853,0.1355140209197998,0.6916912794113159,0.7797619104385376,0.8333333134651184,0.014676861464977264,0.6916912794113159,0.8071086406707764,0.24026517570018768,0.06487419456243515,0.8112733960151672,0.5245361328125,0.02267476916313171,0.031820423901081085,0.222222238779068,0.23991933465003967,0.8090614676475525,0.7599999904632568,0.8357722163200378,0.8029865026473999,0.7939394116401672,0.26,0.8029865026473999,0.2458210438489914,0.26819154620170593,0.04982732981443405,0.23967772722244263,0.7969696521759033,0.6809418201446533,14,0.8709677457809448,0.14029894769191742,0.11737088859081268,0.3770739138126374
