name,instance,run_id,test_incremental_only/micro/recall,test_incremental_only/micro/precision,test_pretraining/micro/precision,test_incremental/macro_types/f1,test_incremental/macro_example/f1,test/micro/f1,threshold_incremental,test/macro_example/precision,test_pretraining/micro/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_other-product-computer/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test/macro_example/f1,test_incremental/macro_example_exclusive/precision,test/micro/precision,test_incremental_other-product-software/macro_types/precision,test_incremental_other-product-weapon/macro_types/f1,test_pretraining/micro/f1,test/macro_types/precision,test_incremental_other-product/macro_types/f1,test_incremental_other-product-car/macro_types/f1,test_pretraining/macro_types/recall,test/micro/recall,test_pretraining/macro_types/precision,test_incremental/macro_types/recall,test_incremental_other-product-car/macro_types/recall,test_incremental_other-product-software/macro_types/f1,test_incremental_other-product-car/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_other-product/macro_types/precision,test_incremental_other-product-weapon/macro_types/recall,test_incremental_only/macro_example/precision,test/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/f1,test_incremental/macro_example/precision,test_incremental_other-product-computer/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/recall,test_incremental_other-product-software/macro_types/recall,test_incremental_only/macro_types/recall,test_pretraining/macro_example/recall,test_incremental_other-product/macro_types/recall,threshold_pretraining,test/macro_example/recall,test_incremental/micro/precision,test_incremental/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_only/micro/f1,test_incremental/macro_example_exclusive/recall,test/macro_types/recall,epoch,test_incremental_other-product-computer/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_other-product-weapon/macro_types/precision,test_incremental/micro/f1
smart_init_box_adapter_bert_ms,1,2vi6lk04,0.9305555820465088,0.1534937024116516,0.7401532530784607,0.4261403977870941,0.038449861109256744,0.7677235007286072,0.06999999999999999,0.8084731101989746,0.7974270582199097,0.41924694180488586,0.12385321408510208,0.9354838132858276,0.8069603443145752,0.32818180322647095,0.7401532530784607,0.21004566550254825,0.24193547666072843,0.7677235007286072,0.7038153409957886,0.7867867350578308,0.2470119595527649,0.6885354518890381,0.7974270582199097,0.7038153409957886,0.904860258102417,0.939393937587738,0.34200745820999146,0.14220184087753296,0.6960915923118591,0.7797619104385376,1.0,0.016526885330677032,0.6960915923118591,0.8069603443145752,0.2635059654712677,0.06857424974441528,0.8084731101989746,0.47235074639320374,0.02564707212150097,0.026714354753494263,0.21686747670173645,0.2701612710952759,0.8576051592826843,0.9200000166893004,0.9325904250144958,0.8054531812667847,0.7939394116401672,0.26,0.8054531812667847,0.2545629143714905,0.2786954641342163,0.05722742527723312,0.26352018117904663,0.842424213886261,0.6885354518890381,15,0.8709677457809448,0.153428852558136,0.1376146823167801,0.392592579126358
smart_init_box_adapter_bert_ms,0,0areyx4l,0.9583333134651184,0.06188340857625008,0.5965843796730042,0.3363415598869324,0.03893706947565079,0.6828186511993408,0.01,0.7310148477554321,0.7981950640678406,0.43219536542892456,0.05253623053431511,0.9677419662475586,0.7667098641395569,0.33212122321128845,0.5965843796730042,0.08348134905099869,0.10186756402254105,0.6828186511993408,0.696629524230957,0.7867867350578308,0.10865873843431471,0.6907867789268494,0.7981950640678406,0.696629524230957,0.9278240203857422,0.9696969985961914,0.15334419906139374,0.057553958147764206,0.6936957836151123,0.7797619104385376,1.0,0.017020225524902344,0.6936957836151123,0.7667098641395569,0.11615107953548431,0.0695609301328659,0.7310148477554321,0.478335976600647,0.026439184322953224,0.027035027742385864,0.09948541969060898,0.27822577953338623,0.8705501556396484,0.9399999976158142,0.961295247077942,0.8060698509216309,0.7939394116401672,0.26,0.8060698509216309,0.112176813185215,0.20540013909339905,0.05920078605413437,0.11625947803258896,0.8545454144477844,0.6907867789268494,7,0.9354838728904724,0.06180969998240471,0.05366726219654083,0.1987439841032028
no_init_kenn_hybrid_adapter_bert_ms,2,0g5jk9ja,0.3333333432674408,0.21145375072956085,0.8293606042861938,0.3910025358200073,0.05346883460879326,0.8355250358581543,0.11,0.8525107502937317,0.8417818546295166,0.2170130759477615,0.3050847351551056,0.28629031777381897,0.8517441749572754,0.6633332967758179,0.8293606042861938,0.3035714328289032,0.095238097012043,0.8355250358581543,0.8126224875450134,0.8978328108787537,0.1978022009134293,0.7765263915061951,0.8417818546295166,0.8126224875450134,0.44109874963760376,0.27272728085517883,0.3207547068595886,0.1551724076271057,0.7941644787788391,0.9177215099334716,0.13333334028720856,0.010689031332731249,0.7941644787788391,0.8517441749572754,0.2567785978317261,0.052951812744140625,0.8525107502937317,0.6568565368652344,0.013275589793920515,0.05399604886770248,0.3999999761581421,0.17473118007183075,0.6245954632759094,0.3400000035762787,0.3316764235496521,0.8509790301322937,0.8787878751754761,0.33,0.8509790301322937,0.501298725605011,0.3511248230934143,0.017513567581772804,0.25876012444496155,0.650505006313324,0.7765263915061951,15,0.5806451439857483,0.20947566628456116,0.07407407462596893,0.5561959743499756
no_init_kenn_top_down_adapter_bert_ms,2,x23oa6ir,0.3958333432674408,0.20141342282295227,0.8223511576652527,0.4040758609771729,0.05262696370482445,0.8327961564064026,0.09,0.8498178720474243,0.8435099720954895,0.24438199400901792,0.2916666567325592,0.35080644488334656,0.8509970307350159,0.6196969747543335,0.8223511576652527,0.2567567527294159,0.1041666716337204,0.8327961564064026,0.8117458820343018,0.8978328108787537,0.23076921701431272,0.7816444039344788,0.8435099720954895,0.8117458820343018,0.49330204725265503,0.3636363744735718,0.30645158886909485,0.1690140813589096,0.796410858631134,0.9177215099334716,0.1666666716337204,0.01147015206515789,0.796410858631134,0.8509970307350159,0.2644723355770111,0.05500739812850952,0.8498178720474243,0.6465142369270325,0.014949861913919449,0.05044400691986084,0.4077669680118561,0.1875,0.6537216901779175,0.3799999952316284,0.3969305753707886,0.8521795272827148,0.8787878751754761,0.33,0.8521795272827148,0.4580498933792114,0.34218332171440125,0.021460285410284996,0.266978919506073,0.6757575273513794,0.7816444039344788,15,0.6774193644523621,0.19829876720905304,0.07575757801532745,0.5386667251586914
no_init_kenn_bottom_up_adapter_bert_ms,2,iees0f9v,0.3819444477558136,0.21317829191684723,0.8258416652679443,0.40382081270217896,0.05308762192726135,0.8343942761421204,0.06999999999999999,0.8507746458053589,0.8431259393692017,0.21351979672908783,0.30882352590560913,0.3266128897666931,0.8513697981834412,0.637373685836792,0.8258416652679443,0.3181818127632141,0.08888889104127884,0.8343942761421204,0.8125517964363098,0.8978328108787537,0.1855670064687729,0.7799925804138184,0.8431259393692017,0.8125517964363098,0.476453572511673,0.27272728085517883,0.3620689511299134,0.140625,0.7959393858909607,0.9177215099334716,0.13333334028720856,0.009702350944280624,0.7959393858909607,0.8513697981834412,0.2682781517505646,0.054349612444639206,0.8507746458053589,0.6521733999252319,0.013061891309916971,0.05188291147351265,0.42424240708351135,0.15860214829444885,0.647249162197113,0.41999998688697815,0.3758699893951416,0.8519657254219055,0.8787878751754761,0.33,0.8519657254219055,0.48076921701431274,0.35040372610092163,0.01998026669025421,0.2736318111419678,0.6676767468452454,0.7799925804138184,15,0.6774193644523621,0.20857425034046173,0.06666667014360428,0.5517240762710571
no_init_kenn_hybrid_adapter_bert_ms,1,zb4bp4ot,0.8125,0.21626617014408112,0.7951785922050476,0.4988584220409394,0.04573298245668411,0.8240192532539368,0.02,0.8364067077636719,0.8550307154655457,0.4656130969524383,0.203125,0.8024193048477173,0.848677933216095,0.41969695687294006,0.7951785922050476,0.26950353384017944,0.3272727131843567,0.8240192532539368,0.8131030201911926,0.8978328108787537,0.30588236451148987,0.814955472946167,0.8550307154655457,0.8131030201911926,0.8330752849578857,0.7878788113594055,0.3979057371616363,0.18978102505207065,0.814028263092041,0.9177215099334716,0.8999999761581421,0.020062489435076714,0.814028263092041,0.848677933216095,0.34157466888427734,0.06914980709552765,0.8364067077636719,0.561822772026062,0.02848348580300808,0.034163787961006165,0.3270440399646759,0.3279569745063782,0.8478964567184448,0.7599999904632568,0.8216471076011658,0.8613145351409912,0.8787878751754761,0.33,0.8613145351409912,0.37482118606567383,0.35602623224258423,0.049087319523096085,0.3416058421134949,0.8494948744773865,0.814955472946167,17,0.8387096524238586,0.21560239791870117,0.20000000298023224,0.5198412537574768
no_init_kenn_top_down_adapter_bert_ms,1,kly81h8w,0.6875,0.21290323138237,0.8028602600097656,0.4783455729484558,0.04922335222363472,0.8265002369880676,0.09,0.8408414721488953,0.8515744805335999,0.4215087294578552,0.2380952388048172,0.6653225421905518,0.8495480418205261,0.4871717095375061,0.8028602600097656,0.2542372941970825,0.25850340723991394,0.8265002369880676,0.8129523992538452,0.8978328108787537,0.3164557218551636,0.8053627610206604,0.8515744805335999,0.8129523992538452,0.7352297306060791,0.7575757503509521,0.3571428656578064,0.20000000298023224,0.8091397881507874,0.9177215099334716,0.6333333253860474,0.01887025125324726,0.8091397881507874,0.8495480418205261,0.3273438811302185,0.06487419456243515,0.8408414721488953,0.6047014594078064,0.02578543685376644,0.03965630382299423,0.36764708161354065,0.3084677457809448,0.7896440029144287,0.6000000238418579,0.6993401646614075,0.8584367036819458,0.8787878751754761,0.33,0.8584367036819458,0.39165329933166504,0.35448944568634033,0.04070053994655609,0.3251231610774994,0.7969697117805481,0.8053627610206604,17,0.8064516186714172,0.2136814296245575,0.16239316761493683,0.5236051678657532
no_init_kenn_bottom_up_adapter_bert_ms,1,d8n8sii8,0.6597222089767456,0.2235294133424759,0.807986855506897,0.48017817735672,0.04956390708684921,0.8288440108299255,0.060000000000000005,0.8417224287986755,0.850806474685669,0.38330626487731934,0.23762376606464383,0.6330645084381104,0.8497393727302551,0.49737370014190674,0.807986855506897,0.2830188572406769,0.262773722410202,0.8288440108299255,0.8137630820274353,0.8978328108787537,0.3194444179534912,0.8028883337974548,0.850806474685669,0.8137630820274353,0.7099902629852295,0.6969696879386902,0.3846153914928436,0.20720720291137695,0.8082891702651978,0.9177215099334716,0.6000000238418579,0.016814667731523514,0.8082891702651978,0.8497393727302551,0.33549216389656067,0.06388751417398453,0.8417224287986755,0.6088851094245911,0.023448433727025986,0.04048676043748856,0.3636363446712494,0.2748655676841736,0.7766990065574646,0.6000000238418579,0.6677908301353455,0.8579104542732239,0.8787878751754761,0.33,0.8579104542732239,0.4116638004779816,0.3627591133117676,0.038727179169654846,0.3339191675186157,0.7848484516143799,0.8028883337974548,16,0.774193525314331,0.22401852905750275,0.1682243049144745,0.5381165742874146
no_init_kenn_hybrid_adapter_bert_ms,0,2kl5om07,0.6388888955116272,0.2779456079006195,0.8215213418006897,0.5192050933837891,0.0534089095890522,0.8356293439865112,0.36000000000000004,0.8466640710830688,0.8502303957939148,0.4585844874382019,0.3333333432674408,0.6169354915618896,0.8521527647972107,0.5673737525939941,0.8215213418006897,0.49295774102211,0.26229506731033325,0.8356293439865112,0.819369912147522,0.8978328108787537,0.27272728085517883,0.7999385595321655,0.8502303957939148,0.819369912147522,0.6799022555351257,0.5454545617103577,0.5785123705863953,0.1818181872367859,0.8095376491546631,0.9177215099334716,0.5333333611488342,0.02232363075017929,0.8095376491546631,0.8521527647972107,0.4023435115814209,0.06331194937229156,0.8466640710830688,0.6561204195022583,0.028053514659404755,0.04618483781814575,0.4599999785423279,0.36491936445236206,0.7669903039932251,0.699999988079071,0.630180835723877,0.8577131032943726,0.8787878751754761,0.33,0.8577131032943726,0.48466256260871887,0.4199487864971161,0.03774050250649452,0.38736841082572937,0.7777777314186096,0.7999385595321655,17,0.7419354915618896,0.2955055832862854,0.17391304671764374,0.5939849615097046
no_init_kenn_top_down_adapter_bert_ms,0,8ytspyr6,0.5972222089767456,0.28289473056793213,0.82453852891922,0.5214269161224365,0.053757209330797195,0.8366284966468811,0.4,0.8478010892868042,0.849078357219696,0.45788654685020447,0.37288135290145874,0.5766128897666931,0.85224848985672,0.582929253578186,0.82453852891922,0.517241358757019,0.2521008253097534,0.8366284966468811,0.8207526803016663,0.8978328108787537,0.290076345205307,0.797285795211792,0.849078357219696,0.8207526803016663,0.6528445482254028,0.5757575631141663,0.555555522441864,0.1938775479793549,0.8088491559028625,0.9177215099334716,0.5,0.023228086531162265,0.8088491559028625,0.85224848985672,0.4106477200984955,0.06199638172984123,0.8478010892868042,0.6603991985321045,0.028010820969939232,0.04745107889175415,0.48888885974884033,0.3797042965888977,0.7475728392601013,0.6000000238418579,0.5963587760925293,0.8567428588867188,0.8787878751754761,0.33,0.8567428588867188,0.5,0.4340522289276123,0.035273805260658264,0.3839285671710968,0.7616161108016968,0.797285795211792,18,0.7096773982048035,0.31313490867614746,0.16853933036327362,0.5992217659950256
no_init_kenn_bottom_up_adapter_bert_ms,0,jnlsknd8,0.6041666865348816,0.22715404629707336,0.8127526640892029,0.4680004119873047,0.05065659061074257,0.8306103348731995,0.13,0.8435841798782349,0.8492703437805176,0.35563138127326965,0.25531914830207825,0.568548321723938,0.8502219319343567,0.526565670967102,0.8127526640892029,0.41304346919059753,0.21875,0.8306103348731995,0.8142779469490051,0.8978328108787537,0.1666666716337204,0.7962810397148132,0.8492703437805176,0.8142779469490051,0.6425963044166565,0.3333333432674408,0.5352112650871277,0.1111111119389534,0.8051789402961731,0.9177215099334716,0.46666666865348816,0.01582798734307289,0.8051789402961731,0.8502219319343567,0.3305515944957733,0.06191415339708328,0.8435841798782349,0.622308611869812,0.02175544761121273,0.04286301136016846,0.3840000033378601,0.2587365508079529,0.7508090734481812,0.7599999904632568,0.583548367023468,0.8569649457931519,0.8787878751754761,0.33,0.8569649457931519,0.4288354814052582,0.3680104911327362,0.034780461341142654,0.33017075061798096,0.760606050491333,0.7962810397148132,15,0.774193525314331,0.23058271408081055,0.1428571492433548,0.5458823442459106
smart_init_classifier_adapter_bert_ms,2,hqzn4mmz,0.375,0.19565217196941376,0.8228678703308105,0.3943586945533752,0.05268062278628349,0.8327800631523132,0.08,0.8504498600959778,0.8429339528083801,0.2253716886043549,0.28378379344940186,0.3266128897666931,0.8510676026344299,0.6287878751754761,0.8228678703308105,0.28358209133148193,0.06315789371728897,0.8327800631523132,0.8113040924072266,0.8978328108787537,0.21359224617481232,0.7797430157661438,0.8429339528083801,0.8113040924072266,0.47390812635421753,0.3333333432674408,0.32478633522987366,0.15714286267757416,0.7952105402946472,0.9177215099334716,0.10000000149011612,0.010524584911763668,0.7952105402946472,0.8510676026344299,0.25401511788368225,0.054267387837171555,0.8504498600959778,0.6471734642982483,0.013786922208964825,0.05118401348590851,0.4000000059604645,0.17204299569129944,0.6440129280090332,0.3799999952316284,0.3726881742477417,0.8516862392425537,0.8787878751754761,0.33,0.8516862392425537,0.4585253596305847,0.3376768231391907,0.01998026669025421,0.2571428418159485,0.6666666269302368,0.7797430157661438,15,0.6774193644523621,0.1926656514406204,0.04615384712815285,0.5356661677360535
