name,instance,run_id,test_pretraining/micro/precision,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/f1,test/micro/f1,test_incremental_only/micro/recall,test_incremental_only/macro_types/recall,test_pretraining/macro_example/f1,test_incremental/micro/recall,test_incremental/macro_types/recall,test_pretraining/macro_types/recall,test_incremental/macro_types/precision,test_incremental_only/macro_example/precision,test_incremental_WORK_OF_ART-BOOK/macro_types/f1,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_WORK_OF_ART-SONG/macro_types/precision,threshold_pretraining,test/macro_example/recall,test_incremental/macro_example_exclusive/f1,test_incremental_WORK_OF_ART/macro_types/recall,test_pretraining/micro/recall,test_pretraining/macro_types/f1,test/macro_example/f1,test_pretraining/micro/f1,test_incremental_only/macro_types/f1,test_pretraining/macro_example/precision,test_incremental_WORK_OF_ART/macro_types/f1,test_incremental_WORK_OF_ART-SONG/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test/micro/precision,test/macro_types/recall,test/macro_types/precision,test_incremental_only/micro/precision,test/micro/recall,test_incremental/micro/precision,test_incremental_only/macro_types/precision,test_incremental/macro_example_exclusive/precision,test_incremental_only/micro/f1,test_incremental_only/macro_example/f1,test_incremental_WORK_OF_ART-BOOK/macro_types/precision,test_incremental/micro/f1,epoch,test_incremental/macro_example/f1,test_pretraining/macro_example/recall,test_incremental_only/macro_example/recall,test_incremental_WORK_OF_ART/macro_types/precision,test/macro_types/f1,test/macro_example/precision,threshold_incremental,test_incremental/macro_types/f1,test_incremental/macro_example/recall,test_incremental_WORK_OF_ART-SONG/macro_types/f1,test_incremental_WORK_OF_ART-BOOK/macro_types/recall,test_incremental_only/macro_example_exclusive/precision
no_init_kenn_bottom_up_adapter_bert_ms,0,qaxzqpvc,0.7784810066223145,0.7987732887268066,0.5048543810844421,0.8097432255744934,0.5048543810844421,0.5354651212692261,0.8296001553535461,0.6150234937667847,0.5963706970214844,0.8437674045562744,0.7270408272743225,0.04901036620140076,0.5904762148857117,0.06927426904439926,0.6227272748947144,0.875,0.25,0.8512409329414368,0.6446542739868164,0.7181817889213562,0.8436213731765747,0.8206540942192078,0.8296001553535461,0.8097432255744934,0.6020323038101196,0.8090323805809021,0.7596153616905212,0.3499999940395355,0.5048543810844421,0.7784810066223145,0.8437674045562744,0.7987732887268066,0.604651153087616,0.8436213731765747,0.7119565010070801,0.6875,0.6681817770004272,0.5502645373344421,0.04901036620140076,0.5,0.6599496006965637,41,0.06683503091335297,0.8512409329414368,0.04901036620140076,0.8061224222183228,0.8206540942192078,0.8090323805809021,0.09,0.6552547812461853,0.06456173211336136,0.5,0.7209302186965942,0.5048543810844421
no_init_kenn_horizontal_adapter_bert_ms,2,28x9e253,0.7874677181243896,0.8077046871185303,0.3980582654476166,0.8110446333885193,0.3980582654476166,0.414147287607193,0.829470157623291,0.5633803009986877,0.5154921412467957,0.8302876353263855,0.7806289196014404,0.03864279016852379,0.5945945382118225,0.07288721203804016,0.5727272629737854,0.8260869383811951,0.25,0.8473138213157654,0.6312243342399597,0.7181817889213562,0.8360767960548401,0.818840503692627,0.829470157623291,0.8110446333885193,0.5380852818489075,0.812362551689148,0.7596153616905212,0.3166666626930237,0.3980582356452942,0.7874677181243896,0.8302876353263855,0.8077046871185303,0.7592592835426331,0.8360767960548401,0.7894737124443054,0.7678821682929993,0.7030302882194519,0.5222930312156677,0.03864279016852379,0.7096773982048035,0.6575343012809753,41,0.06544267386198044,0.8473138213157654,0.03864279016852379,0.8061224222183228,0.818840503692627,0.812362551689148,0.09,0.6209420561790466,0.059377945959568024,0.45783135294914246,0.5116279125213623,0.3980582356452942
no_init_kenn_horizontal_adapter_bert_ms,1,dg4kp1x1,0.7823604345321655,0.8080053329467773,0.5339806079864502,0.8127884864807129,0.5339806079864502,0.5868217349052429,0.8307483792304993,0.6291079521179199,0.6306084394454956,0.8494737148284912,0.782433032989502,0.05183788388967514,0.7222222089767456,0.0697455182671547,0.6363636255264282,0.9411764740943908,0.25,0.8517122268676758,0.6540403366088867,0.7181817889213562,0.845678985118866,0.828220784664154,0.8307483792304993,0.8127884864807129,0.6662658452987671,0.8107917308807373,0.7596153616905212,0.2666666805744171,0.5339806079864502,0.7823604345321655,0.8494737148284912,0.8080053329467773,0.6707317233085632,0.845678985118866,0.7444444298744202,0.7705882787704468,0.6727272272109985,0.5945945978164673,0.05183788388967514,0.6000000238418579,0.6819338202476501,48,0.06780814379453659,0.8517122268676758,0.05183788388967514,0.8061224222183228,0.828220784664154,0.8107917308807373,0.09,0.6983643174171448,0.06597548723220825,0.4155844151973725,0.9069767594337464,0.5339806079864502
no_init_kenn_horizontal_adapter_bert_ms,0,x4z2qdw7,0.7760252356529236,0.7984358668327332,0.5048543810844421,0.8084127902984619,0.5048543810844421,0.5354651212692261,0.8277872800827026,0.6150234937667847,0.5963706970214844,0.8437674045562744,0.7250161170959473,0.04901036620140076,0.5585585832595825,0.06927426159381866,0.6227272748947144,0.91304349899292,0.25,0.8513979911804199,0.6446542739868164,0.7181817889213562,0.8436213731765747,0.8204759359359741,0.8277872800827026,0.8084127902984619,0.6008649468421936,0.8054507970809937,0.7596153616905212,0.3499999940395355,0.5048543810844421,0.7760252356529236,0.8437674045562744,0.7984358668327332,0.5714285969734192,0.8436213731765747,0.6931216716766357,0.6844629049301147,0.6681817770004272,0.5360825061798096,0.04901036620140076,0.455882340669632,0.6517412662506104,41,0.06683502346277237,0.8513979911804199,0.04901036620140076,0.8061224222183228,0.8204759359359741,0.8054507970809937,0.1,0.6544312238693237,0.06456173211336136,0.5060240626335144,0.7209302186965942,0.5048543810844421
smart_init_box_adapter_bert_ms,2,oqkfd147,0.7619342803955078,0.7863612174987793,0.42878589034080505,0.8003907203674316,0.6116504669189453,0.6468992233276367,0.8305277824401855,0.6666666865348816,0.670660138130188,0.8485419154167175,0.5402015447616577,0.032045237720012665,0.6166666746139526,0.053094565868377686,0.6727272272109985,0.34210526943206787,0.175,0.8502984642982483,0.5815391540527344,0.7181817889213562,0.8429355025291443,0.8162690997123718,0.8305277824401855,0.8003907203674316,0.5028818249702454,0.8116556406021118,0.7559808492660522,0.4333333373069763,0.6116504669189453,0.7619342803955078,0.8485419154167175,0.7863612174987793,0.4117647111415863,0.8429355025291443,0.5634920597076416,0.41131237149238586,0.5121212005615234,0.4921875,0.04162577539682388,0.48051947355270386,0.6107526421546936,18,0.06029152870178223,0.8502984642982483,0.059377945959568024,0.7979797720909119,0.8162690997123718,0.8116556406021118,0.38,0.5984029769897461,0.06974552571773529,0.38235294818878174,0.8604651093482971,0.3300970792770386
smart_init_box_adapter_bert_ms,1,n4uiq7rz,0.795364260673523,0.8162770867347717,0.32722043991088867,0.8092991709709167,0.33980581164360046,0.3279069662094116,0.8319033980369568,0.5352112650871277,0.4579986035823822,0.8130983114242554,0.7196969389915466,0.030631478875875473,0.3606557250022888,0.06958843767642975,0.5454545021057129,0.75,0.175,0.8408733606338501,0.6018339991569519,0.7181817889213562,0.8237311244010925,0.8146845698356628,0.8319033980369568,0.8092991709709167,0.44257253408432007,0.8231228590011597,0.7559808492660522,0.4000000059604645,0.33980584144592285,0.795364260673523,0.8130983114242554,0.8162770867347717,0.699999988079071,0.8237311244010925,0.7651006579399109,0.6805555820465088,0.6712120771408081,0.4575163424015045,0.031765978783369064,0.6111111044883728,0.6298342347145081,64,0.0623956061899662,0.8408733606338501,0.032987747341394424,0.7979797720909119,0.8146845698356628,0.8231228590011597,0.5,0.5597714781761169,0.05655042082071304,0.5217391848564148,0.25581395626068115,0.31553399562835693
smart_init_box_adapter_bert_ms,0,1dov2ulj,0.7710997462272644,0.7829996347427368,0.2631790339946747,0.7981469035148621,0.3883495032787323,0.4321705400943756,0.8282178640365601,0.5586854219436646,0.5275076627731323,0.8246831893920898,0.5200319886207581,0.019321393221616745,0.6249999403953552,0.05906377732753754,0.5681818127632141,0.19607843458652496,0.175,0.8407163023948669,0.5689383745193481,0.7181817889213562,0.8271604776382446,0.8033010363578796,0.8282178640365601,0.7981469035148621,0.40500807762146,0.8160854578018188,0.7559808492660522,0.1666666716337204,0.3883495330810547,0.7710997462272644,0.8246831893920898,0.7829996347427368,0.3846153914928436,0.8271604776382446,0.5862069129943848,0.3810580670833587,0.5696969628334045,0.3864734470844269,0.02554894983768463,0.5660377144813538,0.5721153616905212,15,0.05898512527346611,0.8407163023948669,0.03770028054714203,0.7979797720909119,0.8033010363578796,0.8160854578018188,0.43,0.5237431526184082,0.058906685560941696,0.18018019199371335,0.6976743936538696,0.1990291178226471
smart_init_classifier_adapter_bert_ms,2,uu2b12u2,0.7469879388809204,0.7642629146575928,0.4304039776325226,0.7953816652297974,0.6019417643547058,0.6550387740135193,0.8270559310913086,0.6619718074798584,0.67608642578125,0.8570533990859985,0.5199783444404602,0.032516494393348694,0.6774194240570068,0.05513666570186615,0.6681817770004272,0.23529411852359772,0.25,0.8546968698501587,0.5922520756721497,0.7181817889213562,0.8504801392555237,0.8080029487609863,0.8270559310913086,0.7953816652297974,0.47849103808403015,0.8011467456817627,0.7596153616905212,0.3333333432674408,0.6019417643547058,0.7469879388809204,0.8570533990859985,0.7642629146575928,0.3734939694404602,0.8504801392555237,0.5340909361839294,0.376906305551529,0.531818151473999,0.4609665274620056,0.04178284853696823,0.5185185074806213,0.5911949276924133,13,0.06140219047665596,0.8546968698501587,0.058435436338186264,0.8061224222183228,0.8080029487609863,0.8011467456817627,0.1,0.587844967842102,0.06927426159381866,0.27586206793785095,0.9767441749572754,0.3349514603614807
smart_init_classifier_adapter_bert_ms,1,c5cgqgnb,0.7527272701263428,0.7681586146354675,0.470543920993805,0.7992278337478638,0.6213592290878296,0.671705424785614,0.828133225440979,0.67136150598526,0.6871975660324097,0.8589051961898804,0.5433526635169983,0.03675777465105057,0.7000000476837158,0.05592208728194237,0.6772726774215698,0.27848100662231445,0.25,0.8556393384933472,0.6005207300186157,0.7181817889213562,0.8518518805503845,0.8110013604164124,0.828133225440979,0.7992278337478638,0.510709285736084,0.8023405075073242,0.7596153616905212,0.36666667461395264,0.6213592290878296,0.7527272701263428,0.8589051961898804,0.7681586146354675,0.41025641560554504,0.8518518805503845,0.5629921555519104,0.41196778416633606,0.5393939018249512,0.4942085146903992,0.04567956551909447,0.5454545617103577,0.6124197244644165,14,0.062259458005428314,0.8556393384933472,0.060320451855659485,0.8061224222183228,0.8110013604164124,0.8023405075073242,0.16,0.6068677306175232,0.07021677494049072,0.316546767950058,0.9767441749572754,0.3786408007144928
smart_init_classifier_adapter_bert_ms,0,7k9pfoov,0.7828947305679321,0.7722160816192627,0.08584568649530411,0.7991940975189209,0.11650485545396803,0.1131782978773117,0.8230734467506409,0.4272300601005554,0.31484612822532654,0.7968466281890869,0.5676974058151245,0.0065975496545434,0.14814814925193787,0.0697455182671547,0.44090908765792847,0.5333333611488342,0.25,0.8363178968429565,0.532690167427063,0.7181817889213562,0.8161865472793579,0.7843380570411682,0.8230734467506409,0.7991940975189209,0.180744469165802,0.8102419376373291,0.7596153616905212,0.13333334028720856,0.11650485545396803,0.7828947305679321,0.7968466281890869,0.7722160816192627,0.4615384638309479,0.8161865472793579,0.7338709831237793,0.448484867811203,0.6727272272109985,0.1860465109348297,0.00833374634385109,0.3636363744735718,0.5400593280792236,13,0.05522706359624863,0.8363178968429565,0.01131008379161358,0.8061224222183228,0.7843380570411682,0.8102419376373291,0.8400000000000001,0.4050504267215729,0.045711591839790344,0.2133333534002304,0.09302325546741486,0.06796117126941681
