name,instance,run_id,test_incremental_only/macro_types/recall,epoch,threshold_pretraining,test_pretraining/micro/precision,test_pretraining/macro_types/recall,test_incremental_only/macro_example/precision,test/macro_types/f1,test_pretraining/micro/f1,test/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,threshold_incremental,test_pretraining/macro_types/f1,test/micro/f1,test/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental_only/macro_types/precision,test_incremental/macro_example_exclusive/recall,test/macro_types/recall,test_incremental/micro/recall,test_pretraining/micro/recall,test_incremental/macro_types/precision,test_incremental_only/macro_example/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_incremental/macro_types/f1,test_incremental/macro_example/f1,test_incremental_only/micro/f1,test_incremental/macro_example/recall,test_pretraining/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/f1,test/micro/precision,test_incremental_visual_art/macro_types/precision,test/micro/recall,test_incremental/macro_example/precision,test_incremental_visual_art/macro_types/f1,test_incremental/macro_example_exclusive/precision,test/macro_example/recall,test/macro_example/precision,test_incremental/micro/precision,test_incremental/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_visual_art-color/macro_types/f1,test_incremental_visual_art-color/macro_types/recall,test_incremental_only/micro/precision,test_pretraining/macro_example/recall,test_incremental_visual_art/macro_types/recall,test_incremental_visual_art-color/macro_types/precision
no_init_box_kenn_top_down_adapter_bert_ms,0,dspfxv23,0.9666666388511658,166,0.25,0.9033273458480836,0.819227397441864,0.01009046658873558,0.8517342805862427,0.8920959234237671,0.886927604675293,0.9666666984558104,0.01,0.8517342805862427,0.8920959234237671,0.9152780175209044,0.8285714387893677,0.7250000238418579,0.8333333730697632,0.819227397441864,0.8333333134651184,0.8811403512954712,0.8397727012634277,0.01009046658873558,0.9666666984558104,0.819672167301178,0.9152780175209044,0.9666666388511658,0.8365406394004822,0.009343024343252182,0.8285714387893677,0.008698677644133568,0.886927604675293,0.9236488342285156,0.01009046658873558,0.8950617909431458,0.9033273458480836,0.9545454382896424,0.8811403512954712,0.01009046658873558,0.807692289352417,0.9666666984558104,0.907057523727417,0.9236488342285156,0.8064516186714172,0.8333333134651184,0.9666666984558104,0.8285714387893677,0.9666666388511658,0.7250000238418579,0.907057523727417,0.699999988079071,0.7250000238418579
no_init_box_kenn_bottom_up_adapter_bert_ms,0,tveoeho8,0.9333333373069764,121,0.25,0.9051374197006226,0.8185607194900513,0.00974251888692379,0.8532888293266296,0.8928651213645935,0.8910942673683167,0.9333333373069764,0.16,0.8532888293266296,0.8928651213645935,0.9158164262771606,0.9333333373069764,0.9333333373069764,0.8166667222976685,0.8185607194900513,0.8166666626930237,0.8809210658073425,0.9439393877983092,0.00974251888692379,0.9333333373069764,0.875,0.9158164262771606,0.9333333373069764,0.8757028579711914,0.009093018248677254,0.9333333373069764,0.008524704724550247,0.8910942673683167,0.9248666763305664,0.00974251888692379,0.8711112141609192,0.9051374197006226,0.9545454382896424,0.8809210658073425,0.00974251888692379,0.807692289352417,0.9333333373069764,0.906941533088684,0.9248666763305664,0.942307710647583,0.8166666626930237,0.9333333373069764,0.9333333373069764,0.9333333373069764,0.9333333373069764,0.906941533088684,0.699999988079071,0.9333333373069764
smart_init_box_adapter_bert_ms,2,mpa7xr6g,0.8999999761581421,45,0.25,0.9053201079368592,0.8178940415382385,0.009394572116434574,0.8532099723815918,0.8928412199020386,0.8917133212089539,0.9000000357627869,0.31,0.8532099723815918,0.8928412199020386,0.91572767496109,0.931034505367279,0.9642857313156128,0.800000011920929,0.8178940415382385,0.800000011920929,0.8807017803192139,0.9594155550003052,0.009394572116434574,0.9000000357627869,0.8727272748947144,0.91572767496109,0.8999999761581421,0.8724856972694397,0.008841950446367264,0.931034505367279,0.008350730873644352,0.8917133212089539,0.9248666763305664,0.009394572116434574,0.8470588326454163,0.9053201079368592,0.9545454382896424,0.8807017803192139,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9067675471305848,0.9248666763305664,0.959999978542328,0.7999999523162842,0.9000000357627869,0.931034505367279,0.8999999761581421,0.9642857313156128,0.9067675471305848,0.699999988079071,0.9642857313156128
smart_init_box_adapter_bert_ms,1,pxfbdo5n,0.8666666746139526,24,0.25,0.9055029153823853,0.8172273635864258,0.009046625345945358,0.8531736135482788,0.8928174376487732,0.8924275636672974,0.8666666746139526,0.51,0.8531736135482788,0.8928174376487732,0.9156389236450196,0.9285714626312256,1.0,0.7833333611488342,0.8172273635864258,0.7833333611488342,0.8804824352264404,0.9772727489471436,0.009046625345945358,0.8666666746139526,0.8703703880310059,0.9156389236450196,0.8666666746139526,0.8696213364601135,0.008743462152779102,0.9285714626312256,0.008176757022738457,0.8924275636672974,0.9248666763305664,0.009046625345945358,0.8376237750053406,0.9055029153823853,0.9545454382896424,0.8804824352264404,0.009394572116434574,0.807692289352417,0.9000000357627869,0.9065935611724854,0.9248666763305664,0.9791666865348816,0.7833333015441895,0.8666666746139526,0.9285714626312256,0.8666666746139526,1.0,0.9065935611724854,0.699999988079071,1.0
smart_init_box_adapter_bert_ms,0,kha4g0rv,0.9666666388511658,51,0.25,0.9041404128074646,0.819227397441864,0.01009046658873558,0.8524765968322754,0.8924922347068787,0.8885387182235718,0.9666666984558104,0.01,0.8524765968322754,0.8924922347068787,0.915534257888794,0.8787878155708313,0.8055555820465088,0.8333333730697632,0.819227397441864,0.8333333134651184,0.8811403512954712,0.880050539970398,0.01009046658873558,0.9666666984558104,0.8474575877189636,0.915534257888794,0.9666666388511658,0.8560550212860107,0.009343024343252182,0.8787878155708313,0.008698677644133568,0.8885387182235718,0.9241707921028136,0.01009046658873558,0.8950617909431458,0.9041404128074646,0.9545454382896424,0.8811403512954712,0.01009046658873558,0.807692289352417,0.9666666984558104,0.907057523727417,0.9241707921028136,0.8620689511299133,0.8333333134651184,0.9666666984558104,0.8787878155708313,0.9666666388511658,0.8055555820465088,0.907057523727417,0.699999988079071,0.8055555820465088
no_init_kenn_horizontal_adapter_bert_ms,2,1sjerriw,1.0,24,0.375,0.9115555286407472,0.864309549331665,0.010438413359224796,0.8817169666290283,0.9055187702178956,0.8998399972915649,1.0,0.6900000000000001,0.8817169666290283,0.9055187702178956,0.9204928278923036,0.8108108043670654,0.6818181872367859,0.949999988079071,0.864309549331665,0.949999988079071,0.8995614051818848,0.8409091234207153,0.010438413359224796,1.0,0.8702290058135986,0.9204928278923036,1.0,0.8921319842338562,0.010170761495828629,0.8108108043670654,0.009916492737829683,0.8998399972915649,0.9262932538986206,0.010438413359224796,0.9743589162826538,0.9115555286407472,1.0,0.8995614051818848,0.010438413359224796,0.9473683834075928,1.0,0.9147645235061646,0.9262932538986206,0.8028169274330139,0.949999988079071,1.0,0.8108108043670654,1.0,0.6818181872367859,0.9147645235061646,0.8999999761581421,0.6818181872367859
no_init_kenn_horizontal_adapter_bert_ms,1,2g66jaj3,0.7666666507720947,28,0.375,0.9142665863037108,0.8596428632736206,0.008002784103155136,0.8823094367980957,0.9060736894607544,0.9062036275863647,0.7666667699813843,0.97,0.8823094367980957,0.9060736894607544,0.92090505361557,0.8679245114326477,1.0,0.8333333730697632,0.8596428632736206,0.8333333134651184,0.8980262875556946,1.0,0.008002784103155136,0.7666667699813843,0.9090909361839294,0.92090505361557,0.7666666507720947,0.9090909361839294,0.009033242240548134,0.8679245114326477,0.008698677644133568,0.9062036275863647,0.9283229112625122,0.008002784103155136,0.8653846979141235,0.9142665863037108,1.0,0.8980262875556946,0.009394572116434574,0.9473683834075928,0.9000000357627869,0.913604736328125,0.9283229112625122,1.0,0.8333333134651184,0.7666667103767395,0.8679245114326477,0.7666666507720947,1.0,0.913604736328125,0.8999999761581421,1.0
no_init_kenn_horizontal_adapter_bert_ms,0,v86gjg1d,1.0,23,0.375,0.8958287835121155,0.864309549331665,0.010438413359224796,0.8774914145469666,0.8976912498474121,0.891081690788269,1.0,0.02,0.8774914145469666,0.8976912498474121,0.9149037003517152,0.3921568691730499,0.2439024448394775,0.949999988079071,0.864309549331665,0.949999988079071,0.8995614051818848,0.6219512224197388,0.010438413359224796,1.0,0.5428571701049805,0.9149037003517152,1.0,0.7517455220222473,0.010170761495828629,0.3921568691730499,0.009916492737829683,0.891081690788269,0.9150429368019104,0.010438413359224796,0.9743589162826538,0.8958287835121155,1.0,0.8995614051818848,0.010438413359224796,0.9473683834075928,1.0,0.9147645235061646,0.9150429368019104,0.3799999952316284,0.949999988079071,1.0,0.3921568691730499,1.0,0.2439024448394775,0.9147645235061646,0.8999999761581421,0.2439024448394775
no_init_kenn_hybrid_adapter_bert_ms,2,144vu1tj,1.0,23,0.375,0.9109482765197754,0.864309549331665,0.010438413359224796,0.8812988996505737,0.90521901845932,0.8989695906639099,1.0,0.23,0.8812988996505737,0.90521901845932,0.9204068779945374,0.7792208194732666,0.6382978558540344,0.949999988079071,0.864309549331665,0.949999988079071,0.8995614051818848,0.8191488981246948,0.010438413359224796,1.0,0.8507462739944458,0.9204068779945374,1.0,0.8797354102134705,0.010170761495828629,0.7792208194732666,0.009916492737829683,0.8989695906639099,0.9261192083358764,0.010438413359224796,0.9743589162826538,0.9109482765197754,1.0,0.8995614051818848,0.010438413359224796,0.9473683834075928,1.0,0.9147645235061646,0.9261192083358764,0.7702702879905701,0.949999988079071,1.0,0.7792208194732666,1.0,0.6382978558540344,0.9147645235061646,0.8999999761581421,0.6382978558540344
no_init_kenn_top_down_adapter_bert_ms,2,37q8uxj5,1.0,24,0.375,0.910139799118042,0.864309549331665,0.010438413359224796,0.8808174729347229,0.9048197269439696,0.8979682922363281,1.0,0.52,0.8808174729347229,0.9048197269439696,0.9201347231864928,0.7407407164573669,0.5882353186607361,0.949999988079071,0.864309549331665,0.949999988079071,0.8995614051818848,0.7941176891326904,0.010438413359224796,1.0,0.8260869383811951,0.9201347231864928,1.0,0.8650927543640137,0.010170761495828629,0.7407407164573669,0.009916492737829683,0.8979682922363281,0.9255683422088624,0.010438413359224796,0.9743589162826538,0.910139799118042,1.0,0.8995614051818848,0.010438413359224796,0.9473683834075928,1.0,0.9147645235061646,0.9255683422088624,0.7307692170143127,0.949999988079071,1.0,0.7407407164573669,1.0,0.5882353186607361,0.9147645235061646,0.8999999761581421,0.5882353186607361
no_init_kenn_bottom_up_adapter_bert_ms,2,7t9sykjm,1.0,24,0.375,0.9107459783554076,0.864309549331665,0.010438413359224796,0.8811711072921753,0.9051191210746764,0.8987036347389221,1.0,0.25,0.8811711072921753,0.9051191210746764,0.9203209280967712,0.7692307829856873,0.625,0.949999988079071,0.864309549331665,0.949999988079071,0.8995614051818848,0.8125,0.010438413359224796,1.0,0.8444444537162781,0.9203209280967712,1.0,0.8758864402770996,0.010170761495828629,0.7692307829856873,0.009916492737829683,0.8987036347389221,0.925945281982422,0.010438413359224796,0.9743589162826538,0.9107459783554076,1.0,0.8995614051818848,0.010438413359224796,0.9473683834075928,1.0,0.9147645235061646,0.925945281982422,0.7599999904632568,0.949999988079071,1.0,0.7692307829856873,1.0,0.625,0.9147645235061646,0.8999999761581421,0.625
no_init_kenn_hybrid_adapter_bert_ms,1,2cirwx24,0.7666666507720947,28,0.375,0.9142665863037108,0.8596428632736206,0.008002784103155136,0.8823094367980957,0.9060736894607544,0.9062036275863647,0.7666667699813843,0.99,0.8823094367980957,0.9060736894607544,0.92090505361557,0.8679245114326477,1.0,0.8333333730697632,0.8596428632736206,0.8333333134651184,0.8980262875556946,1.0,0.008002784103155136,0.7666667699813843,0.9090909361839294,0.92090505361557,0.7666666507720947,0.9090909361839294,0.009033242240548134,0.8679245114326477,0.008698677644133568,0.9062036275863647,0.9283229112625122,0.008002784103155136,0.8653846979141235,0.9142665863037108,1.0,0.8980262875556946,0.009394572116434574,0.9473683834075928,0.9000000357627869,0.913604736328125,0.9283229112625122,1.0,0.8333333134651184,0.7666667103767395,0.8679245114326477,0.7666666507720947,1.0,0.913604736328125,0.8999999761581421,1.0
no_init_kenn_top_down_adapter_bert_ms,1,15ql98gi,0.7666666507720947,28,0.375,0.9142665863037108,0.8596428632736206,0.008002784103155136,0.8823094367980957,0.9060736894607544,0.9062036275863647,0.7666667699813843,0.99,0.8823094367980957,0.9060736894607544,0.92090505361557,0.8679245114326477,1.0,0.8333333730697632,0.8596428632736206,0.8333333134651184,0.8980262875556946,1.0,0.008002784103155136,0.7666667699813843,0.9090909361839294,0.92090505361557,0.7666666507720947,0.9090909361839294,0.009033242240548134,0.8679245114326477,0.008698677644133568,0.9062036275863647,0.9283229112625122,0.008002784103155136,0.8653846979141235,0.9142665863037108,1.0,0.8980262875556946,0.009394572116434574,0.9473683834075928,0.9000000357627869,0.913604736328125,0.9283229112625122,1.0,0.8333333134651184,0.7666667103767395,0.8679245114326477,0.7666666507720947,1.0,0.913604736328125,0.8999999761581421,1.0
no_init_kenn_bottom_up_adapter_bert_ms,1,n6k1x54x,0.7666666507720947,28,0.375,0.9142665863037108,0.8596428632736206,0.008002784103155136,0.8823094367980957,0.9060736894607544,0.9062036275863647,0.7666667699813843,0.97,0.8823094367980957,0.9060736894607544,0.92090505361557,0.8679245114326477,1.0,0.8333333730697632,0.8596428632736206,0.8333333134651184,0.8980262875556946,1.0,0.008002784103155136,0.7666667699813843,0.9090909361839294,0.92090505361557,0.7666666507720947,0.9090909361839294,0.009033242240548134,0.8679245114326477,0.008698677644133568,0.9062036275863647,0.9283229112625122,0.008002784103155136,0.8653846979141235,0.9142665863037108,1.0,0.8980262875556946,0.009394572116434574,0.9473683834075928,0.9000000357627869,0.913604736328125,0.9283229112625122,1.0,0.8333333134651184,0.7666667103767395,0.8679245114326477,0.7666666507720947,1.0,0.913604736328125,0.8999999761581421,1.0
no_init_kenn_hybrid_adapter_bert_ms,0,2fxtfn8a,1.0,19,0.375,0.877433180809021,0.864309549331665,0.010438413359224796,0.8764533400535583,0.888359546661377,0.8889433145523071,1.0,0.02,0.8764533400535583,0.888359546661377,0.9085670709609984,0.2409638613462448,0.1369863003492355,0.949999988079071,0.864309549331665,0.949999988079071,0.8995614051818848,0.568493127822876,0.010438413359224796,1.0,0.3725490272045135,0.9085670709609984,1.0,0.7113215327262878,0.010170761495828629,0.2409638613462448,0.009916492737829683,0.8889433145523071,0.902453064918518,0.010438413359224796,0.9743589162826538,0.877433180809021,1.0,0.8995614051818848,0.010438413359224796,0.9473683834075928,1.0,0.9147645235061646,0.902453064918518,0.23170731961727145,0.949999988079071,1.0,0.2409638613462448,1.0,0.1369863003492355,0.9147645235061646,0.8999999761581421,0.1369863003492355
no_init_kenn_top_down_adapter_bert_ms,0,1n7l4qp0,1.0,23,0.375,0.877996563911438,0.864309549331665,0.010438413359224796,0.8764719367027283,0.8886482119560242,0.8889814019203186,1.0,0.06999999999999999,0.8764719367027283,0.8886482119560242,0.9089195728302002,0.24390245974063873,0.1388888955116272,0.949999988079071,0.864309549331665,0.949999988079071,0.8995614051818848,0.5694444179534912,0.010438413359224796,1.0,0.3762376010417938,0.9089195728302002,1.0,0.7120657563209534,0.010170761495828629,0.24390245974063873,0.009916492737829683,0.8889814019203186,0.9031489491462708,0.010438413359224796,0.9743589162826538,0.877996563911438,1.0,0.8995614051818848,0.010438413359224796,0.9473683834075928,1.0,0.9147645235061646,0.9031489491462708,0.23456789553165436,0.949999988079071,1.0,0.24390245974063873,1.0,0.1388888955116272,0.9147645235061646,0.8999999761581421,0.1388888955116272
no_init_kenn_bottom_up_adapter_bert_ms,0,2sgydys7,1.0,23,0.375,0.8842422962188721,0.864309549331665,0.010438413359224796,0.8767153024673462,0.8918360471725464,0.889482319355011,1.0,0.02,0.8767153024673462,0.8918360471725464,0.9110263586044312,0.2816901206970215,0.16393442451953888,0.949999988079071,0.864309549331665,0.949999988079071,0.8995614051818848,0.5819672346115112,0.010438413359224796,1.0,0.42222219705581665,0.9110263586044312,1.0,0.7217763662338257,0.010170761495828629,0.2816901206970215,0.009916492737829683,0.889482319355011,0.9073185324668884,0.010438413359224796,0.9743589162826538,0.8842422962188721,1.0,0.8995614051818848,0.010438413359224796,0.9473683834075928,1.0,0.9147645235061646,0.9073185324668884,0.27142858505249023,0.949999988079071,1.0,0.2816901206970215,1.0,0.16393442451953888,0.9147645235061646,0.8999999761581421,0.16393442451953888
