name,instance,run_id,test_pretraining/macro_example/precision,epoch,test_pretraining/micro/f1,test_pretraining/micro/recall,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/precision,threshold_pretraining,test_incremental/macro_types/f1,test_pretraining/macro_types/recall,test_incremental/macro_types/precision,test_pretraining/macro_types/precision,test/macro_example/recall,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_visual_art-color/macro_types/recall,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/f1,test/macro_types/recall,test/micro/recall,test/macro_example/precision,test_incremental/micro/precision,test_incremental_only/macro_types/precision,test_incremental_only/macro_example/precision,test_incremental/macro_example/f1,test_incremental_only/micro/recall,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental/micro/recall,test_pretraining/macro_types/f1,test_incremental_visual_art/macro_types/precision,test/macro_example/f1,test_incremental_visual_art/macro_types/f1,test/micro/precision,test_incremental/micro/f1,test_pretraining/macro_example/f1,test_incremental/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental_only/micro/f1,test_pretraining/micro/precision,test_incremental_visual_art-color/macro_types/f1,test_incremental_visual_art-color/macro_types/precision,test/micro/f1,test/macro_types/f1,test_incremental/macro_types/recall,test_incremental_visual_art/macro_types/recall,test/macro_types/precision,test_pretraining/macro_example/recall,threshold_incremental,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/precision
no_init_kenn_bottom_up_adapter_bert_ms,1,5neat9u6,0.9283809065818788,288,0.905710518360138,0.8973684310913086,0.800000011920929,0.006958942394703627,0.6666667461395264,0.375,0.8785046339035034,0.8576428890228271,1.0,0.9062036275863647,0.9130828380584716,0.6666666865348816,0.6666667461395264,0.6666666865348816,0.009394572116434574,0.8376238346099854,0.8576428890228271,0.8973684310913086,0.9283809065818788,1.0,1.0,0.006958942394703627,0.008743462152779102,0.6666666865348816,0.783333420753479,0.6666667461395264,0.7833333611488342,0.8812547922134399,1.0,0.9206683039665222,0.9473683834075928,0.9142091274261476,0.8785046935081482,0.9206683039665222,0.008176757022738457,0.006958942394703627,0.800000011920929,0.9142091274261476,0.800000011920929,1.0,0.905710518360138,0.8812547922134399,0.7833333015441895,0.8999999761581421,0.9062036275863647,0.9130828380584716,0.99,1.0,0.9000000357627869
no_init_kenn_hybrid_adapter_bert_ms,0,2kl7z61m,0.9283809065818788,222,0.9063156843185424,0.8984649181365967,0.9090909361839294,0.008698677644133568,0.8333333730697632,0.375,0.9285714626312256,0.8609762191772461,1.0,0.9062036275863647,0.9140686988830566,0.8333333134651184,0.833333432674408,0.8333333134651184,0.009394572116434574,0.8830189108848572,0.8609762191772461,0.8984649181365967,0.9283809065818788,1.0,1.0,0.008698677644133568,0.009217316284775734,0.8333333134651184,0.8666666746139526,0.8333333730697632,0.8666666746139526,0.8830112218856812,1.0,0.9211691617965698,0.9473683834075928,0.9143048524856568,0.9285714626312256,0.9211691617965698,0.009046625345945358,0.008698677644133568,0.9090909361839294,0.9143048524856568,0.9090909361839294,1.0,0.9063156843185424,0.8830112218856812,0.8666666746139526,0.8999999761581421,0.9062036275863647,0.9140686988830566,0.98,1.0,0.9000000357627869
no_init_kenn_top_down_adapter_bert_ms,0,gt3gmcv7,0.9283809065818788,222,0.9063156843185424,0.8984649181365967,0.9090909361839294,0.008698677644133568,0.8333333730697632,0.375,0.9285714626312256,0.8609762191772461,1.0,0.9062036275863647,0.9140686988830566,0.8333333134651184,0.833333432674408,0.8333333134651184,0.009394572116434574,0.8830189108848572,0.8609762191772461,0.8984649181365967,0.9283809065818788,1.0,1.0,0.008698677644133568,0.009217316284775734,0.8333333134651184,0.8666666746139526,0.8333333730697632,0.8666666746139526,0.8830112218856812,1.0,0.9211691617965698,0.9473683834075928,0.9143048524856568,0.9285714626312256,0.9211691617965698,0.009046625345945358,0.008698677644133568,0.9090909361839294,0.9143048524856568,0.9090909361839294,1.0,0.9063156843185424,0.8830112218856812,0.8666666746139526,0.8999999761581421,0.9062036275863647,0.9140686988830566,0.98,1.0,0.9000000357627869
no_init_kenn_bottom_up_adapter_bert_ms,0,1ufylnr6,0.9283809065818788,221,0.9063156843185424,0.8984649181365967,0.9090909361839294,0.008698677644133568,0.8333333730697632,0.375,0.9285714626312256,0.8609762191772461,1.0,0.9062036275863647,0.9140686988830566,0.8333333134651184,0.833333432674408,0.8333333134651184,0.009394572116434574,0.8830189108848572,0.8609762191772461,0.8984649181365967,0.9283809065818788,1.0,1.0,0.008698677644133568,0.009217316284775734,0.8333333134651184,0.8666666746139526,0.8333333730697632,0.8666666746139526,0.8830112218856812,1.0,0.9211691617965698,0.9473683834075928,0.9143048524856568,0.9285714626312256,0.9211691617965698,0.009046625345945358,0.008698677644133568,0.9090909361839294,0.9143048524856568,0.9090909361839294,1.0,0.9063156843185424,0.8830112218856812,0.8666666746139526,0.8999999761581421,0.9062036275863647,0.9140686988830566,0.93,1.0,0.9000000357627869
smart_init_kenn_hybrid_adapter_bert_ms,2,tafc7euh,0.9273370504379272,59,0.9057979583740234,0.8993421196937561,0.8405797481536865,0.01009046658873558,0.9666666984558104,0.375,0.9015151262283324,0.8636428713798523,0.8717948794364929,0.9010754227638244,0.91459059715271,0.9666666388511658,0.9666666984558104,0.9666666388511658,0.01009046658873558,0.9497076272964478,0.8636428713798523,0.8993421196937561,0.9273370504379272,0.8484848737716675,0.7435897588729858,0.01009046658873558,0.00991344079375267,0.9666666388511658,0.9333333373069764,0.9666666984558104,0.9333333373069764,0.8819621205329895,1.0,0.9209197163581848,0.9473683834075928,0.9123470783233644,0.888888955116272,0.9209197163581848,0.00974251888692379,0.01009046658873558,0.8405797481536865,0.9123470783233644,0.8405797481536865,0.7435897588729858,0.9057979583740234,0.8819621205329895,0.9333332777023317,0.8999999761581421,0.9010754227638244,0.91459059715271,0.01,0.7435897588729858,0.9666666984558104
smart_init_kenn_top_down_adapter_bert_ms,2,nsutiqfp,0.927685022354126,59,0.9059980511665344,0.8993421196937561,0.865671694278717,0.01009046658873558,0.9666666984558104,0.375,0.9121421575546264,0.8636428713798523,0.8918918967247009,0.9018793106079102,0.91459059715271,0.9666666388511658,0.9666666984558104,0.9666666388511658,0.01009046658873558,0.9497076272964478,0.8636428713798523,0.8993421196937561,0.927685022354126,0.875,0.7837837934494019,0.01009046658873558,0.00991344079375267,0.9666666388511658,0.9333333373069764,0.9666666984558104,0.9333333373069764,0.8823469877243042,1.0,0.9210912585258484,0.9473683834075928,0.912753164768219,0.9032257795333862,0.9210912585258484,0.00974251888692379,0.01009046658873558,0.865671694278717,0.912753164768219,0.865671694278717,0.7837837934494019,0.9059980511665344,0.8823469877243042,0.9333332777023317,0.8999999761581421,0.9018793106079102,0.91459059715271,0.09,0.7837837934494019,0.9666666984558104
smart_init_kenn_bottom_up_adapter_bert_ms,2,qs7b5qid,0.9273370504379272,59,0.9057979583740234,0.8993421196937561,0.8405797481536865,0.01009046658873558,0.9666666984558104,0.375,0.9015151262283324,0.8636428713798523,0.8717948794364929,0.9010754227638244,0.91459059715271,0.9666666388511658,0.9666666984558104,0.9666666388511658,0.01009046658873558,0.9497076272964478,0.8636428713798523,0.8993421196937561,0.9273370504379272,0.8484848737716675,0.7435897588729858,0.01009046658873558,0.00991344079375267,0.9666666388511658,0.9333333373069764,0.9666666984558104,0.9333333373069764,0.8819621205329895,1.0,0.9209197163581848,0.9473683834075928,0.9123470783233644,0.888888955116272,0.9209197163581848,0.00974251888692379,0.01009046658873558,0.8405797481536865,0.9123470783233644,0.8405797481536865,0.7435897588729858,0.9057979583740234,0.8819621205329895,0.9333332777023317,0.8999999761581421,0.9010754227638244,0.91459059715271,0.01,0.7435897588729858,0.9666666984558104
smart_init_kenn_hybrid_adapter_bert_ms,1,1t6h6u5a,0.9283809065818788,6,0.9060736894607544,0.8980262875556946,0.8679245114326477,0.008002784103155136,0.7666666507720947,0.375,0.9090909361839294,0.8596428632736206,1.0,0.9062036275863647,0.913604736328125,0.7666666507720947,0.7666666507720947,0.7666666507720947,0.009394572116434574,0.8653846979141235,0.8596428632736206,0.8980262875556946,0.9283809065818788,1.0,1.0,0.008002784103155136,0.009033242240548134,0.7666666507720947,0.8333333730697632,0.7666666507720947,0.8333333134651184,0.8823094367980957,1.0,0.9209335446357728,0.9473683834075928,0.9142665863037108,0.9090909361839294,0.9209335446357728,0.008698677644133568,0.008002784103155136,0.8679245114326477,0.9142665863037108,0.8679245114326477,1.0,0.9060736894607544,0.8823094367980957,0.8333333134651184,0.8999999761581421,0.9062036275863647,0.913604736328125,0.99,1.0,0.9000000357627869
smart_init_kenn_top_down_adapter_bert_ms,1,p10sn5gp,0.9283809065818788,6,0.9060736894607544,0.8980262875556946,0.8679245114326477,0.008002784103155136,0.7666666507720947,0.375,0.9090909361839294,0.8596428632736206,1.0,0.9062036275863647,0.913604736328125,0.7666666507720947,0.7666666507720947,0.7666666507720947,0.009394572116434574,0.8653846979141235,0.8596428632736206,0.8980262875556946,0.9283809065818788,1.0,1.0,0.008002784103155136,0.009033242240548134,0.7666666507720947,0.8333333730697632,0.7666666507720947,0.8333333134651184,0.8823094367980957,1.0,0.9209335446357728,0.9473683834075928,0.9142665863037108,0.9090909361839294,0.9209335446357728,0.008698677644133568,0.008002784103155136,0.8679245114326477,0.9142665863037108,0.8679245114326477,1.0,0.9060736894607544,0.8823094367980957,0.8333333134651184,0.8999999761581421,0.9062036275863647,0.913604736328125,0.99,1.0,0.9000000357627869
smart_init_kenn_bottom_up_adapter_bert_ms,1,x38txgu6,0.9283229112625122,7,0.9059526920318604,0.8978070020675659,0.8461538553237915,0.007654836401343346,0.7333333492279053,0.375,0.899082601070404,0.8589761853218079,1.0,0.9062036275863647,0.9134308099746704,0.7333333492279053,0.7333333492279053,0.7333333492279053,0.009394572116434574,0.8563106656074524,0.8589761853218079,0.8978070020675659,0.9283229112625122,1.0,1.0,0.007654836401343346,0.008938525803387165,0.7333333492279053,0.8166666626930237,0.7333333492279053,0.8166666626930237,0.8819580674171448,1.0,0.9208166599273682,0.9473683834075928,0.914247453212738,0.899082601070404,0.9208166599273682,0.008524704724550247,0.007654836401343346,0.8461538553237915,0.914247453212738,0.8461538553237915,1.0,0.9059526920318604,0.8819580674171448,0.8166666626930237,0.8999999761581421,0.9062036275863647,0.9134308099746704,0.99,1.0,0.9000000357627869
smart_init_kenn_hybrid_adapter_bert_ms,0,pt3wzvk0,0.9283809065818788,9,0.906557559967041,0.898903489112854,0.9473683834075928,0.009394572116434574,0.9000000357627869,0.375,0.9473683834075928,0.8623095154762268,1.0,0.9062036275863647,0.9143006801605223,0.8999999761581421,0.9000000357627869,0.8999999761581421,0.009394572116434574,0.9000000357627869,0.8623095154762268,0.898903489112854,0.9283809065818788,1.0,1.0,0.009394572116434574,0.009394572116434574,0.8999999761581421,0.9000000357627869,0.9000000357627869,0.8999999761581421,0.8837118744850159,1.0,0.9212870001792908,0.9473683834075928,0.9143430590629578,0.9473683834075928,0.9212870001792908,0.009394572116434574,0.009394572116434574,0.9473683834075928,0.9143430590629578,0.9473683834075928,1.0,0.906557559967041,0.8837118744850159,0.8999999761581421,0.8999999761581421,0.9062036275863647,0.9143006801605223,0.99,1.0,0.9000000357627869
smart_init_kenn_top_down_adapter_bert_ms,0,7lct8cdk,0.9283809065818788,8,0.906557559967041,0.898903489112854,0.9473683834075928,0.009394572116434574,0.9000000357627869,0.375,0.9473683834075928,0.8623095154762268,1.0,0.9062036275863647,0.9143006801605223,0.8999999761581421,0.9000000357627869,0.8999999761581421,0.009394572116434574,0.9000000357627869,0.8623095154762268,0.898903489112854,0.9283809065818788,1.0,1.0,0.009394572116434574,0.009394572116434574,0.8999999761581421,0.9000000357627869,0.9000000357627869,0.8999999761581421,0.8837118744850159,1.0,0.9212870001792908,0.9473683834075928,0.9143430590629578,0.9473683834075928,0.9212870001792908,0.009394572116434574,0.009394572116434574,0.9473683834075928,0.9143430590629578,0.9473683834075928,1.0,0.906557559967041,0.8837118744850159,0.8999999761581421,0.8999999761581421,0.9062036275863647,0.9143006801605223,0.99,1.0,0.9000000357627869
smart_init_kenn_bottom_up_adapter_bert_ms,0,gnradl8c,0.9283809065818788,10,0.9064366221427916,0.8986842036247253,0.9285714626312256,0.009046625345945358,0.8666666746139526,0.375,0.9380530714988708,0.8616428375244141,1.0,0.9062036275863647,0.9141266942024232,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.009394572116434574,0.8915888071060181,0.8616428375244141,0.8986842036247253,0.9283809065818788,1.0,1.0,0.009046625345945358,0.0093067716807127,0.8666666746139526,0.8833333253860474,0.8666666746139526,0.8833333253860474,0.8833616375923157,1.0,0.9211986660957336,0.9473683834075928,0.9143239855766296,0.9380530714988708,0.9211986660957336,0.00922059826552868,0.009046625345945358,0.9285714626312256,0.9143239855766296,0.9285714626312256,1.0,0.9064366221427916,0.8833616375923157,0.8833333253860474,0.8999999761581421,0.9062036275863647,0.9141266942024232,0.99,1.0,0.9000000357627869
smart_init_classifier_adapter_bert_ms,2,u827p2n0,0.927685022354126,59,0.9059980511665344,0.8993421196937561,0.865671694278717,0.01009046658873558,0.9666666984558104,0.375,0.9121421575546264,0.8636428713798523,0.8918918967247009,0.9018793106079102,0.91459059715271,0.9666666388511658,0.9666666984558104,0.9666666388511658,0.01009046658873558,0.9497076272964478,0.8636428713798523,0.8993421196937561,0.927685022354126,0.875,0.7837837934494019,0.01009046658873558,0.00991344079375267,0.9666666388511658,0.9333333373069764,0.9666666984558104,0.9333333373069764,0.8823469877243042,1.0,0.9210912585258484,0.9473683834075928,0.912753164768219,0.9032257795333862,0.9210912585258484,0.00974251888692379,0.01009046658873558,0.865671694278717,0.912753164768219,0.865671694278717,0.7837837934494019,0.9059980511665344,0.8823469877243042,0.9333332777023317,0.8999999761581421,0.9018793106079102,0.91459059715271,0.11,0.7837837934494019,0.9666666984558104
smart_init_classifier_adapter_bert_ms,1,ks6omezn,0.9283229112625122,6,0.905710518360138,0.8973684310913086,0.800000011920929,0.006958942394703627,0.6666667461395264,0.375,0.8785046339035034,0.8576428890228271,1.0,0.9062036275863647,0.9130828380584716,0.6666666865348816,0.6666667461395264,0.6666666865348816,0.009394572116434574,0.8376237750053406,0.8576428890228271,0.8973684310913086,0.9283229112625122,1.0,1.0,0.006958942394703627,0.008743462152779102,0.6666666865348816,0.7833333611488342,0.6666667461395264,0.7833333611488342,0.8812547922134399,1.0,0.9206398129463196,0.9473683834075928,0.9142091274261476,0.8785046935081482,0.9206398129463196,0.008176757022738457,0.006958942394703627,0.800000011920929,0.9142091274261476,0.800000011920929,1.0,0.905710518360138,0.8812547922134399,0.7833333015441895,0.8999999761581421,0.9062036275863647,0.9130828380584716,0.99,1.0,0.9000000357627869
smart_init_classifier_adapter_bert_ms,0,85m5dxzy,0.9283809065818788,9,0.9064366221427916,0.8986842036247253,0.9285714626312256,0.009046625345945358,0.8666666746139526,0.375,0.9380530714988708,0.8616428375244141,1.0,0.9062036275863647,0.9141266942024232,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.009394572116434574,0.8915888071060181,0.8616428375244141,0.8986842036247253,0.9283809065818788,1.0,1.0,0.009046625345945358,0.0093067716807127,0.8666666746139526,0.8833333253860474,0.8666666746139526,0.8833333253860474,0.8833616375923157,1.0,0.9211986660957336,0.9473683834075928,0.9143239855766296,0.9380530714988708,0.9211986660957336,0.00922059826552868,0.009046625345945358,0.9285714626312256,0.9143239855766296,0.9285714626312256,1.0,0.9064366221427916,0.8833616375923157,0.8833333253860474,0.8999999761581421,0.9062036275863647,0.9141266942024232,0.99,1.0,0.9000000357627869
