name,instance,run_id,test/macro_types/recall,test_pretraining/micro/precision,test_incremental/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_types/f1,test_incremental/micro/precision,test_incremental/macro_types/precision,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,epoch,test_pretraining/macro_types/recall,test_incremental/macro_example/precision,test_incremental_visual_art-color/macro_types/recall,test_pretraining/macro_types/precision,test_pretraining/micro/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example/f1,test_incremental_only/micro/precision,test_incremental_only/macro_example_exclusive/precision,test/macro_example/precision,test_incremental_only/micro/f1,test_incremental/macro_types/f1,test_incremental_visual_art/macro_types/precision,test_incremental_visual_art-color/macro_types/precision,test_pretraining/macro_types/f1,test_incremental/micro/recall,test_incremental_visual_art/macro_types/recall,threshold_incremental,threshold_pretraining,test_pretraining/macro_example/f1,test_incremental_visual_art/macro_types/f1,test_incremental_visual_art-color/macro_types/f1,test/micro/f1,test/micro/recall,test/macro_types/f1,test/micro/precision,test/macro_example/f1,test_pretraining/micro/recall,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/precision,test_incremental_only/micro/recall,test_incremental/micro/f1,test_pretraining/macro_example/precision,test_incremental/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental_only/macro_example/recall,test/macro_example/recall,test_incremental_only/macro_types/precision,test_pretraining/macro_example/recall,test/macro_types/precision,test_incremental/macro_example_exclusive/recall
smart_init_kenn_hybrid_adapter_bert_ms,2,fswfxo47,0.8629761934280396,0.9143621921539308,0.9166666269302368,0.9333333373069764,0.9655172228813172,1.0,1.0,0.9333333373069764,0.9333333373069764,13,0.8629761934280396,0.00974251888692379,0.9333333373069764,0.9062036275863647,0.9066784977912904,0.9333333373069764,0.009654748253524303,1.0,0.9333333373069764,0.928554892539978,0.9655172228813172,0.9565216898918152,1.0,1.0,0.8840617537498474,0.9166666865348816,0.8999999761581421,0.99,0.375,0.92146098613739,0.9473683834075928,0.9655172228813172,0.9066784977912904,0.8991228342056274,0.8840617537498474,0.9143621921539308,0.92146098613739,0.8991228342056274,0.9249249696731568,0.00974251888692379,0.9333333373069764,0.95652174949646,0.928554892539978,0.00956854596734047,0.00974251888692379,0.00974251888692379,0.914474606513977,1.0,0.914474606513977,0.9062036275863647,0.9166666865348816
smart_init_kenn_top_down_adapter_bert_ms,2,zb974z7z,0.864309549331665,0.910341739654541,0.949999988079071,1.0,0.75,0.7402597665786743,0.800000011920929,1.0,1.0,12,0.864309549331665,0.010438413359224796,1.0,0.8982036113739014,0.904919445514679,1.0,0.010170761495828629,0.6000000238418579,1.0,0.9265251755714417,0.75,0.868571400642395,1.0,0.6000000238418579,0.8809306621551514,0.949999988079071,0.8999999761581421,0.04,0.375,0.9206072688102722,0.9473683834075928,0.75,0.904919445514679,0.8995614051818848,0.8809306621551514,0.910341739654541,0.9206072688102722,0.8995614051818848,0.9743589162826538,0.010438413359224796,1.0,0.8321168422698975,0.9265251755714417,0.009916492737829683,0.010438413359224796,0.010438413359224796,0.9147645235061646,0.6000000238418579,0.9147645235061646,0.8982036113739014,0.949999988079071
smart_init_kenn_bottom_up_adapter_bert_ms,2,5rkjset8,0.8629761934280396,0.9143621921539308,0.9166666269302368,0.9333333373069764,0.9655172228813172,1.0,1.0,0.9333333373069764,0.9333333373069764,13,0.8629761934280396,0.00974251888692379,0.9333333373069764,0.9062036275863647,0.9066784977912904,0.9333333373069764,0.009654748253524303,1.0,0.9333333373069764,0.928554892539978,0.9655172228813172,0.9565216898918152,1.0,1.0,0.8840617537498474,0.9166666865348816,0.8999999761581421,0.99,0.375,0.92146098613739,0.9473683834075928,0.9655172228813172,0.9066784977912904,0.8991228342056274,0.8840617537498474,0.9143621921539308,0.92146098613739,0.8991228342056274,0.9249249696731568,0.00974251888692379,0.9333333373069764,0.95652174949646,0.928554892539978,0.00956854596734047,0.00974251888692379,0.00974251888692379,0.914474606513977,1.0,0.914474606513977,0.9062036275863647,0.9166666865348816
smart_init_kenn_hybrid_adapter_bert_ms,1,gkmz7f3i,0.8603095412254333,0.9142857193946838,0.8500000238418579,0.9000000357627869,0.888888955116272,1.0,1.0,0.800000011920929,0.800000011920929,6,0.8603095412254333,0.009394572116434574,0.800000011920929,0.9062036275863647,0.9061947464942932,0.8000000715255737,0.009126156568527222,1.0,0.800000011920929,0.9283809065818788,0.888888955116272,0.9189189076423644,1.0,1.0,0.882660448551178,0.8500000238418579,0.8999999761581421,0.99,0.375,0.9210219383239746,0.9473683834075928,0.888888955116272,0.9061947464942932,0.898245632648468,0.882660448551178,0.9142857193946838,0.9210219383239746,0.898245632648468,0.8742857575416565,0.008350730873644352,0.800000011920929,0.9189189076423644,0.9283809065818788,0.008872651495039463,0.008350730873644352,0.008350730873644352,0.9137787222862244,1.0,0.9137787222862244,0.9062036275863647,0.8500000238418579
smart_init_kenn_top_down_adapter_bert_ms,1,865orvb6,0.8603095412254333,0.9142857193946838,0.8500000238418579,0.9000000357627869,0.888888955116272,1.0,1.0,0.800000011920929,0.800000011920929,6,0.8603095412254333,0.009394572116434574,0.800000011920929,0.9062036275863647,0.9061947464942932,0.8000000715255737,0.009126156568527222,1.0,0.800000011920929,0.9283809065818788,0.888888955116272,0.9189189076423644,1.0,1.0,0.882660448551178,0.8500000238418579,0.8999999761581421,0.99,0.375,0.9210219383239746,0.9473683834075928,0.888888955116272,0.9061947464942932,0.898245632648468,0.882660448551178,0.9142857193946838,0.9210219383239746,0.898245632648468,0.8742857575416565,0.008350730873644352,0.800000011920929,0.9189189076423644,0.9283809065818788,0.008872651495039463,0.008350730873644352,0.008350730873644352,0.9137787222862244,1.0,0.9137787222862244,0.9062036275863647,0.8500000238418579
smart_init_kenn_bottom_up_adapter_bert_ms,1,zbtahbqd,0.8596428632736206,0.9142665863037108,0.8333333134651184,0.9000000357627869,0.8679245114326477,1.0,1.0,0.7666666507720947,0.7666666507720947,6,0.8596428632736206,0.009394572116434574,0.7666666507720947,0.9062036275863647,0.9060736894607544,0.7666666507720947,0.009033242240548134,1.0,0.7666666507720947,0.9283809065818788,0.8679245114326477,0.9090909361839294,1.0,1.0,0.8823094367980957,0.8333333134651184,0.8999999761581421,0.99,0.375,0.9209335446357728,0.9473683834075928,0.8679245114326477,0.9060736894607544,0.8980262875556946,0.8823094367980957,0.9142665863037108,0.9209335446357728,0.8980262875556946,0.8653846979141235,0.008002784103155136,0.7666666507720947,0.9090909361839294,0.9283809065818788,0.008698677644133568,0.008002784103155136,0.008002784103155136,0.913604736328125,1.0,0.913604736328125,0.9062036275863647,0.8333333730697632
smart_init_kenn_hybrid_adapter_bert_ms,0,1gjt1jae,0.8623095154762268,0.9143430590629578,0.8999999761581421,0.9000000357627869,0.9473683834075928,1.0,1.0,0.8999999761581421,0.9000000357627869,10,0.8623095154762268,0.009394572116434574,0.8999999761581421,0.9062036275863647,0.906557559967041,0.9000000357627869,0.009394572116434574,1.0,0.9000000357627869,0.9283809065818788,0.9473683834075928,0.9473683834075928,1.0,1.0,0.8837118744850159,0.8999999761581421,0.8999999761581421,0.99,0.375,0.9212870001792908,0.9473683834075928,0.9473683834075928,0.906557559967041,0.898903489112854,0.8837118744850159,0.9143430590629578,0.9212870001792908,0.898903489112854,0.9000000357627869,0.009394572116434574,0.8999999761581421,0.9473683834075928,0.9283809065818788,0.009394572116434574,0.009394572116434574,0.009394572116434574,0.9143006801605223,1.0,0.9143006801605223,0.9062036275863647,0.9000000357627869
smart_init_kenn_top_down_adapter_bert_ms,0,2ozgbhlx,0.8623095154762268,0.9143430590629578,0.8999999761581421,0.9000000357627869,0.9473683834075928,1.0,1.0,0.8999999761581421,0.9000000357627869,9,0.8623095154762268,0.009394572116434574,0.8999999761581421,0.9062036275863647,0.906557559967041,0.9000000357627869,0.009394572116434574,1.0,0.9000000357627869,0.9283809065818788,0.9473683834075928,0.9473683834075928,1.0,1.0,0.8837118744850159,0.8999999761581421,0.8999999761581421,0.99,0.375,0.9212870001792908,0.9473683834075928,0.9473683834075928,0.906557559967041,0.898903489112854,0.8837118744850159,0.9143430590629578,0.9212870001792908,0.898903489112854,0.9000000357627869,0.009394572116434574,0.8999999761581421,0.9473683834075928,0.9283809065818788,0.009394572116434574,0.009394572116434574,0.009394572116434574,0.9143006801605223,1.0,0.9143006801605223,0.9062036275863647,0.9000000357627869
smart_init_kenn_bottom_up_adapter_bert_ms,0,gu4gezk3,0.8623095154762268,0.9143430590629578,0.8999999761581421,0.9000000357627869,0.9473683834075928,1.0,1.0,0.8999999761581421,0.9000000357627869,11,0.8623095154762268,0.009394572116434574,0.8999999761581421,0.9062036275863647,0.906557559967041,0.9000000357627869,0.009394572116434574,1.0,0.9000000357627869,0.9283809065818788,0.9473683834075928,0.9473683834075928,1.0,1.0,0.8837118744850159,0.8999999761581421,0.8999999761581421,0.99,0.375,0.9212870001792908,0.9473683834075928,0.9473683834075928,0.906557559967041,0.898903489112854,0.8837118744850159,0.9143430590629578,0.9212870001792908,0.898903489112854,0.9000000357627869,0.009394572116434574,0.8999999761581421,0.9473683834075928,0.9283809065818788,0.009394572116434574,0.009394572116434574,0.009394572116434574,0.9143006801605223,1.0,0.9143006801605223,0.9062036275863647,0.9000000357627869
smart_init_classifier_adapter_bert_ms,2,m7niw2pw,0.864309549331665,0.9107459783554076,0.949999988079071,1.0,0.7692307829856873,0.7599999904632568,0.8125,1.0,1.0,12,0.864309549331665,0.010438413359224796,1.0,0.8987036347389221,0.9051191210746764,1.0,0.010170761495828629,0.625,1.0,0.9268730878829956,0.7692307829856873,0.8758864402770996,1.0,0.625,0.8811711072921753,0.949999988079071,0.8999999761581421,0.05,0.375,0.9207790493965148,0.9473683834075928,0.7692307829856873,0.9051191210746764,0.8995614051818848,0.8811711072921753,0.9107459783554076,0.9207790493965148,0.8995614051818848,0.9743589162826538,0.010438413359224796,1.0,0.8444444537162781,0.9268730878829956,0.009916492737829683,0.010438413359224796,0.010438413359224796,0.9147645235061646,0.625,0.9147645235061646,0.8987036347389221,0.949999988079071
smart_init_classifier_adapter_bert_ms,1,ffvvhfkq,0.8596428632736206,0.9142665863037108,0.8333333134651184,0.9000000357627869,0.8679245114326477,1.0,1.0,0.7666666507720947,0.7666666507720947,6,0.8596428632736206,0.009394572116434574,0.7666666507720947,0.9062036275863647,0.9060736894607544,0.7666666507720947,0.009033242240548134,1.0,0.7666666507720947,0.9283809065818788,0.8679245114326477,0.9090909361839294,1.0,1.0,0.8823094367980957,0.8333333134651184,0.8999999761581421,0.99,0.375,0.9209335446357728,0.9473683834075928,0.8679245114326477,0.9060736894607544,0.8980262875556946,0.8823094367980957,0.9142665863037108,0.9209335446357728,0.8980262875556946,0.8653846979141235,0.008002784103155136,0.7666666507720947,0.9090909361839294,0.9283809065818788,0.008698677644133568,0.008002784103155136,0.008002784103155136,0.913604736328125,1.0,0.913604736328125,0.9062036275863647,0.8333333730697632
smart_init_classifier_adapter_bert_ms,0,taxm5jrs,0.8616428375244141,0.9143239855766296,0.8833333253860474,0.9000000357627869,0.9285714626312256,1.0,1.0,0.8666666746139526,0.8666666746139526,9,0.8616428375244141,0.009394572116434574,0.8666666746139526,0.9062036275863647,0.9064366221427916,0.8666666746139526,0.0093067716807127,1.0,0.8666666746139526,0.9283809065818788,0.9285714626312256,0.9380530714988708,1.0,1.0,0.8833616375923157,0.8833333253860474,0.8999999761581421,0.99,0.375,0.9211986660957336,0.9473683834075928,0.9285714626312256,0.9064366221427916,0.8986842036247253,0.8833616375923157,0.9143239855766296,0.9211986660957336,0.8986842036247253,0.8915888071060181,0.009046625345945358,0.8666666746139526,0.9380530714988708,0.9283809065818788,0.00922059826552868,0.009046625345945358,0.009046625345945358,0.9141266942024232,1.0,0.9141266942024232,0.9062036275863647,0.8833333253860474
