name,instance,run_id,test_pretraining/macro_example/precision,test_incremental_only/macro_types/precision,test_pretraining/micro/precision,test_incremental_SUBSTANCE-FOOD/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_SUBSTANCE-CHEMICAL/macro_types/precision,test/macro_types/f1,test_pretraining/macro_types/recall,test_pretraining/macro_types/precision,test_incremental_only/micro/f1,test_incremental/macro_types/f1,test_incremental/macro_types/precision,test_incremental_only/macro_example/precision,test_incremental/macro_example_exclusive/precision,test/macro_example/f1,test_incremental/micro/f1,test/macro_types/precision,test_incremental_only/micro/recall,test_incremental_only/micro/precision,test_incremental_SUBSTANCE-DRUG/macro_types/f1,test/micro/f1,test_pretraining/macro_types/f1,test/macro_example/precision,test/micro/recall,threshold_incremental,test/macro_types/recall,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/f1,test_incremental/macro_example/precision,test_incremental_SUBSTANCE/macro_types/precision,test/macro_example/recall,test_incremental/macro_example_exclusive/recall,test_incremental_SUBSTANCE-DRUG/macro_types/precision,test_incremental/micro/precision,test_pretraining/macro_example/f1,test_pretraining/macro_example/recall,test_incremental_only/macro_example/recall,test/micro/precision,test_incremental/macro_types/recall,test_incremental_SUBSTANCE/macro_types/f1,test_incremental_SUBSTANCE/macro_types/recall,epoch,threshold_pretraining,test_pretraining/micro/f1,test_pretraining/micro/recall,test_incremental_SUBSTANCE-CHEMICAL/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,test_incremental_SUBSTANCE-FOOD/macro_types/f1,test_incremental/micro/recall,test_incremental_SUBSTANCE-CHEMICAL/macro_types/f1,test_incremental_SUBSTANCE-DRUG/macro_types/recall,test_incremental_SUBSTANCE-FOOD/macro_types/precision
kenn_horizontal_adapter_bert_ms,2,2makfg68,0.8084354400634766,0.582425594329834,0.7752667665481567,0.699999988079071,0.5882353782653809,0.6267180442810059,0.07292598485946655,0.5717172026634216,0.5,0.8037884831428528,0.833264946937561,0.7763261198997498,0.5699999332427979,0.6535667181015015,0.6350173950195312,0.05372290313243866,0.9666666984558104,0.8261429667472839,0.723192036151886,0.7763261198997498,0.5643564462661743,0.5757575631141663,0.5666666626930237,0.8101016879081726,0.8037884831428528,0.8084354400634766,0.8482142686843872,0.34,0.833264946937561,0.05020831897854805,0.8597163558006287,0.08199811726808548,0.792792797088623,0.8446434140205383,0.7740740776062012,0.6296296119689941,0.6904761791229248,0.8261429667472839,0.8446434140205383,0.047125354409217834,0.7752667665481567,0.6732323169708252,0.8756219148635864,0.9777777791023254,48,0.25,0.8101016879081726,0.8482142686843872,0.5,0.6705882549285889,0.5770216584205627,0.06566132605075836,0.65625,0.7591623067855835,0.5,0.5151515007019043,0.6176470518112183
kenn_horizontal_adapter_bert_ms,1,2qludizq,0.7922557592391968,0.46859949827194214,0.7583485245704651,0.8999999761581421,0.7647058963775635,0.7875330448150635,0.07426078617572784,0.7165337800979614,0.5121951103210449,0.8042813539505005,0.8561307191848755,0.758353590965271,0.5590551495552063,0.6455000042915344,0.5496478080749512,0.06503298878669739,0.8962963223457336,0.820507287979126,0.6989010572433472,0.758353590965271,0.7029703259468079,0.46405228972435,0.5476190447807312,0.8050273656845093,0.8042813539505005,0.7922557592391968,0.8578296899795532,0.23,0.8561307191848755,0.0630917027592659,0.8754522204399109,0.07602889835834503,0.792792797088623,0.8508482575416565,0.855555534362793,0.45098039507865906,0.6022727489471436,0.820507287979126,0.8508482575416565,0.061262957751750946,0.7583485245704651,0.7818447351455688,0.8756219148635864,0.9777777791023254,24,0.25,0.8050273656845093,0.8578296899795532,0.5526315569877625,0.8117647767066956,0.5666322708129883,0.07257304340600967,0.5934065580368042,0.8324607610702515,0.5316455364227295,0.6969696879386902,0.4426229596138001
kenn_horizontal_adapter_bert_ms,0,24y9uao4,0.7465441226959229,0.3095112442970276,0.7014925479888916,1.0,0.9352941513061525,0.893293023109436,0.07674452662467957,0.9043062329292296,0.43589743971824646,0.8023203015327454,0.8857790231704712,0.7332344055175781,0.4375000298023224,0.5869240760803223,0.43033158779144287,0.06848884373903275,0.8666666746139526,0.7985691428184509,0.5802268981933594,0.7332344055175781,0.9009901285171508,0.2888889014720917,0.41538459062576294,0.7773354053497314,0.8023203015327454,0.7465441226959229,0.8715659379959106,0.02,0.8857790231704712,0.07156446576118469,0.9047327637672424,0.07351554930210114,0.792792797088623,0.8583883047103882,0.9462963342666626,0.27835050225257874,0.4201878011226654,0.7985691428184509,0.8583883047103882,0.07492931187152863,0.7014925479888916,0.9226740598678588,0.8756219148635864,0.9777777791023254,35,0.25,0.7773354053497314,0.8715659379959106,0.8947368264198303,0.8549020290374756,0.4611779749393463,0.0802701860666275,0.3529411852359772,0.9371727705001832,0.5862069129943848,0.8181818127632141,0.2142857164144516
kenn_hybrid_adapter_bert_ms,2,21yn94cw,0.8092208504676819,0.6536045074462891,0.7795867323875427,0.8333333134651184,0.7000000476837158,0.7336000800132751,0.07407648116350174,0.6767677068710327,0.5277777910232544,0.817523717880249,0.8498518466949463,0.7875648736953735,0.656862735748291,0.7188059687614441,0.6884015798568726,0.061734214425086975,0.924074113368988,0.828316330909729,0.7654321193695068,0.7875648736953735,0.6633663177490234,0.6504854559898376,0.7076922655105591,0.8155912756919861,0.817523717880249,0.8092208504676819,0.8550823926925659,0.25,0.8498518466949463,0.05877096951007843,0.873279333114624,0.07838517427444458,0.792792797088623,0.8483349084854126,0.8277778029441833,0.71875,0.7242990732192993,0.828316330909729,0.8483349084854126,0.05607916787266731,0.7795867323875427,0.7520202398300171,0.8756219148635864,0.9777777791023254,49,0.25,0.8155912756919861,0.8550823926925659,0.5,0.7705882787704468,0.6649844646453857,0.07021678239107132,0.7692307233810425,0.8115183115005493,0.5135135054588318,0.6969696879386902,0.7142857313156128
kenn_top_down_adapter_bert_ms,2,2u3cj7cl,0.7490260601043701,0.24127477407455444,0.6864776611328125,0.8999999761581421,0.8352941870689392,0.8110827207565308,0.07393044233322144,0.8095694184303284,0.26213592290878296,0.7897329330444336,0.8708205223083496,0.7224602103233337,0.36734694242477417,0.5247030258178711,0.3791542649269104,0.06314796954393387,0.8481482267379761,0.7981401681900024,0.5264797806739807,0.7224602103233337,0.801980197429657,0.23823529481887817,0.3913043737411499,0.7653495669364929,0.7897329330444336,0.7490260601043701,0.8646978139877319,0.060000000000000005,0.8708205223083496,0.06497834622859955,0.8715578317642212,0.0719447135925293,0.792792797088623,0.8541470170021057,0.8962963223457336,0.2571428716182709,0.3747228384017944,0.7981401681900024,0.8541470170021057,0.06691800057888031,0.6864776611328125,0.8516215085983276,0.8756219148635864,0.9777777791023254,58,0.25,0.7653495669364929,0.8646978139877319,0.7105262875556946,0.7882353067398071,0.3717557489871979,0.07602889835834503,0.3333333134651184,0.8848167657852173,0.38297873735427856,0.8181818127632141,0.20454545319080353
kenn_bottom_up_adapter_bert_ms,2,2j24hblo,0.7804429531097412,0.39740878343582153,0.7383177280426025,0.9333333373069764,0.8823530077934265,0.8215733766555786,0.07402287423610687,0.857097327709198,0.4347825944423675,0.8074229955673218,0.8783249855041504,0.7471129894256592,0.5391849875450134,0.6365068554878235,0.4962548017501831,0.06157713010907173,0.82962965965271,0.8165631890296936,0.6692307591438293,0.7471129894256592,0.8514851331710815,0.39449542760849,0.5544554591178894,0.7979798316955566,0.8074229955673218,0.7804429531097412,0.8681318759918213,0.02,0.8783249855041504,0.06581878662109375,0.8726474642753601,0.07037386298179626,0.792792797088623,0.8561891317367554,0.9203703999519348,0.4117647111415863,0.5288753509521484,0.8165631890296936,0.8561891317367554,0.07068802416324615,0.7383177280426025,0.8872674107551575,0.8756219148635864,0.9777777791023254,58,0.25,0.7979798316955566,0.8681318759918213,0.7894737124443054,0.7686275243759155,0.5430312752723694,0.0780709981918335,0.5045045018196106,0.9109947681427002,0.5607476830482483,0.8484848737716675,0.34567901492118835
kenn_hybrid_adapter_bert_ms,1,2eup852r,0.8013509511947632,0.5458119511604309,0.7672571539878845,0.9333333373069764,0.8294118046760559,0.8144404888153076,0.0741225928068161,0.7842637300491333,0.5106382966041565,0.8158542513847351,0.8668248653411865,0.7705450057983398,0.6393442749977112,0.7025105953216553,0.6075571179389954,0.06409048289060593,0.859259307384491,0.8266125917434692,0.7460674047470093,0.7705450057983398,0.7722772359848022,0.5454545617103577,0.6666666865348816,0.8121564984321594,0.8158542513847351,0.8013509511947632,0.8626373410224915,0.14,0.8668248653411865,0.06524734199047089,0.8738231062889099,0.07288721203804016,0.792792797088623,0.8535187244415283,0.888888955116272,0.5777778029441833,0.6535432934761047,0.8266125917434692,0.8535187244415283,0.06644675135612488,0.7672571539878845,0.8326421976089478,0.8756219148635864,0.9777777791023254,26,0.25,0.8121564984321594,0.8626373410224915,0.6315789222717285,0.8000000715255737,0.6436634063720703,0.07540056109428406,0.6913580298423767,0.8691099286079407,0.5647059082984924,0.7878788113594055,0.5490196347236633
kenn_top_down_adapter_bert_ms,1,kuqgslwf,0.6466518640518188,0.0987674817442894,0.5438445210456848,0.9666666388511658,0.8411765098571777,0.811750590801239,0.0735028088092804,0.8155768513679504,0.08633093535900116,0.7764735817909241,0.8717690706253052,0.6999590396881104,0.1757049858570099,0.4131527543067932,0.27227380871772766,0.06283380091190338,0.8370370864868164,0.736113965511322,0.30097952485084534,0.6999590396881104,0.801980197429657,0.0986601710319519,0.18300653994083405,0.6677273511886597,0.7764735817909241,0.6466518640518188,0.8646978139877319,0.04,0.8717690706253052,0.06503184884786606,0.8665164709091187,0.07100220024585724,0.792792797088623,0.8543040752410889,0.8981481790542603,0.10256410390138626,0.18133047223091123,0.736113965511322,0.8543040752410889,0.06738924980163574,0.5438445210456848,0.8561270833015442,0.8756219148635864,0.9777777791023254,39,0.25,0.6677273511886597,0.8646978139877319,0.6315789222717285,0.7843137979507446,0.17619724571704865,0.07618598639965057,0.19333332777023315,0.8848167657852173,0.15189872682094574,0.8484848737716675,0.10740740597248076
kenn_bottom_up_adapter_bert_ms,1,ev2rgom2,0.8033930063247681,0.5908302068710327,0.7729796171188354,0.9333333373069764,0.8117647171020508,0.8117647767066956,0.07461481541395187,0.7552897334098816,0.5348837375640869,0.8177695870399475,0.8622500896453857,0.777653157711029,0.6578947305679321,0.7162138819694519,0.6413208246231079,0.06503298878669739,0.8814815282821655,0.8272542357444763,0.7599067091941833,0.777653157711029,0.7425742745399475,0.5905511975288391,0.6666666865348816,0.8144295811653137,0.8177695870399475,0.8033930063247681,0.8605769276618958,0.18000000000000002,0.8622500896453857,0.06503298878669739,0.8796257972717285,0.07477222383022308,0.792792797088623,0.8525761961936951,0.8777778148651123,0.6153846383094788,0.6848739385604858,0.8272542357444763,0.8525761961936951,0.06503298878669739,0.7729796171188354,0.8109117746353149,0.8756219148635864,0.9777777791023254,25,0.25,0.8144295811653137,0.8605769276618958,0.6052631735801697,0.8117647767066956,0.663013756275177,0.0744580626487732,0.746666669845581,0.8534031510353088,0.5679011940956116,0.7272727489471436,0.6222222447395325
kenn_hybrid_adapter_bert_ms,0,eqtfnoe5,0.7654885053634644,0.3362467586994171,0.7180216312408447,1.0,0.9000000357627869,0.8600682616233826,0.07532484829425812,0.8476874232292175,0.4025973975658417,0.8011300563812256,0.8768391609191895,0.7374557852745056,0.46448084712028503,0.5958723425865173,0.4503832459449768,0.06597549468278885,0.854629635810852,0.8084423542022705,0.6102293133735657,0.7374557852745056,0.8415841460227966,0.3207547068595886,0.48000001907348633,0.7856921553611755,0.8011300563812256,0.7654885053634644,0.8674450516700745,0.04,0.8768391609191895,0.06890273094177246,0.887996256351471,0.0724945068359375,0.792792797088623,0.8565033078193665,0.924074113368988,0.35820895433425903,0.4601063728332519,0.8084423542022705,0.8565033078193665,0.07210178673267365,0.7180216312408447,0.8802099823951721,0.8756219148635864,0.9777777791023254,33,0.25,0.7856921553611755,0.8674450516700745,0.8157894611358643,0.8235294818878174,0.4814999997615814,0.07838517427444458,0.3973509967327118,0.9057591557502748,0.5391303896903992,0.7272727489471436,0.24793387949466705
