name,instance,run_id,test/macro_types/precision,test_incremental_only/micro/recall,test_incremental_only/macro_types/precision,test_incremental_only/macro_types/f1,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/recall,threshold_incremental,test_pretraining/micro/recall,test_incremental_other-living_thing/macro_types/recall,test/macro_example/recall,test_pretraining/micro/precision,test_incremental_other-living_thing/macro_types/precision,test/macro_example/f1,test/macro_example/precision,test_incremental/macro_types/recall,test_incremental_other-living_thing/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test/macro_types/f1,test_incremental/micro/f1,test_incremental/macro_example/precision,test_incremental_other-living_thing-animal/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_example/f1,test_pretraining/macro_types/precision,test_incremental/macro_example_exclusive/recall,test/micro/precision,test_incremental/macro_example/f1,test_pretraining/macro_example/recall,test_incremental_other-living_thing-animal/macro_types/f1,epoch,test/micro/f1,threshold_pretraining,test_incremental/micro/precision,test_incremental_only/macro_example/precision,test_incremental/micro/recall,test_pretraining/macro_types/recall,test_incremental/macro_example/recall,test_incremental/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test/micro/recall,test/macro_types/recall,test_pretraining/micro/f1,test_incremental_only/micro/precision,test_incremental_only/micro/f1,test_incremental/macro_types/precision,test_incremental_other-living_thing-animal/macro_types/recall,test_incremental_only/macro_types/recall,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/precision,test_pretraining/macro_example/f1
no_init_box_kenn_hybrid_adapter_bert_ms,2,57ax0uyl,0.7534475326538086,0.7666666507720947,0.8846153616905212,0.8214284777641296,0.8575116395950317,0.8774235844612122,0.7666667699813843,0.7100000000000001,0.7934825420379639,0.901960790157318,0.8038991093635559,0.8484466671943665,0.8070175647735596,0.829840362071991,0.8575116395950317,0.8343137502670288,0.8518518209457397,0.7666667699813843,0.7091798186302185,0.8414633870124817,0.022200295701622963,0.8846153616905212,0.7091798186302185,0.011346817947924135,0.7534475326538086,0.8725490570068359,0.8484466671943665,0.02207627147436142,0.8038991093635559,0.8214284777641296,33,0.8200446367263794,0.26,0.8313252925872803,0.011346817947924135,0.8518518805503845,0.6698252558708191,0.021953625604510307,0.8400257229804993,0.7666667103767395,0.7934825420379639,0.6698252558708191,0.8200446367263794,0.8846153616905212,0.8214284777641296,0.8458164930343628,0.7666666507720947,0.7666666507720947,0.011346817947924135,0.8823530077934265,0.829840362071991
no_init_box_kenn_top_down_adapter_bert_ms,2,tbjl46a3,0.7426471710205078,0.8666666746139526,0.3661971688270569,0.514851450920105,0.8512626886367798,0.8160597681999207,0.8666667342185974,0.01,0.7940714359283447,0.901960790157318,0.8043924570083618,0.8411312103271484,0.8070175647735596,0.8271641731262207,0.8512626886367798,0.884313702583313,0.8518518209457397,0.8666667342185974,0.7055091857910156,0.6889952421188354,0.018746916204690933,0.3661971688270569,0.7055091857910156,0.012826837599277496,0.7426471710205078,0.901960790157318,0.8411312103271484,0.020532336086034775,0.8043924570083618,0.514851450920105,30,0.8169241547584534,0.26,0.5625,0.012826837599277496,0.8888888955116272,0.6719086170196533,0.02269363589584827,0.705333411693573,0.8666667342185974,0.7940714359283447,0.6719086170196533,0.8169241547584534,0.3661971688270569,0.514851450920105,0.5866073369979858,0.8666666746139526,0.8666666746139526,0.012826837599277496,0.7450981140136719,0.8271641731262207
no_init_box_kenn_bottom_up_adapter_bert_ms,2,ypbcslgw,0.7534475326538086,0.7666666507720947,0.8846153616905212,0.8214284777641296,0.8575116395950317,0.8774235844612122,0.7666667699813843,0.36000000000000004,0.7934825420379639,0.901960790157318,0.8038991093635559,0.8484466671943665,0.8070175647735596,0.829840362071991,0.8575116395950317,0.8343137502670288,0.8518518209457397,0.7666667699813843,0.7091798186302185,0.8414633870124817,0.022200295701622963,0.8846153616905212,0.7091798186302185,0.011346817947924135,0.7534475326538086,0.8725490570068359,0.8484466671943665,0.02207627147436142,0.8038991093635559,0.8214284777641296,32,0.8200446367263794,0.26,0.8313252925872803,0.011346817947924135,0.8518518805503845,0.6698252558708191,0.021953625604510307,0.8400257229804993,0.7666667103767395,0.7934825420379639,0.6698252558708191,0.8200446367263794,0.8846153616905212,0.8214284777641296,0.8458164930343628,0.7666666507720947,0.7666666507720947,0.011346817947924135,0.8823530077934265,0.829840362071991
no_init_box_kenn_hybrid_adapter_bert_ms,1,sg830r80,0.7526463270187378,0.7333333492279053,0.8461538553237915,0.785714328289032,0.8573472499847412,0.8676193952560425,0.7333333492279053,0.76,0.7932862043380737,0.901960790157318,0.8037346601486206,0.8482367992401123,0.8070175647735596,0.8296757936477661,0.8573472499847412,0.8176470994949341,0.8518518209457397,0.7333333492279053,0.7084357142448425,0.8292683362960815,0.021953625604510307,0.8461538553237915,0.7084357142448425,0.010853477753698826,0.7526463270187378,0.8627451658248901,0.8482367992401123,0.021829593926668167,0.8037346601486206,0.785714328289032,33,0.819841742515564,0.26,0.8192771077156067,0.010853477753698826,0.8395061492919922,0.669130802154541,0.02170695550739765,0.8220921158790588,0.7333333492279053,0.7932862043380737,0.669130802154541,0.819841742515564,0.8461538553237915,0.785714328289032,0.8265857100486755,0.7333333492279053,0.7333333492279053,0.010853477753698826,0.8725490570068359,0.8296757936477661
no_init_box_kenn_top_down_adapter_bert_ms,1,4ldn3tsz,0.7526463270187378,0.7333333492279053,0.8461538553237915,0.785714328289032,0.8573472499847412,0.8676193952560425,0.7333333492279053,0.79,0.7932862043380737,0.901960790157318,0.8037346601486206,0.8482367992401123,0.8070175647735596,0.8296757936477661,0.8573472499847412,0.8176470994949341,0.8518518209457397,0.7333333492279053,0.7084357142448425,0.8292683362960815,0.021953625604510307,0.8461538553237915,0.7084357142448425,0.010853477753698826,0.7526463270187378,0.8627451658248901,0.8482367992401123,0.021829593926668167,0.8037346601486206,0.785714328289032,33,0.819841742515564,0.26,0.8192771077156067,0.010853477753698826,0.8395061492919922,0.669130802154541,0.02170695550739765,0.8220921158790588,0.7333333492279053,0.7932862043380737,0.669130802154541,0.819841742515564,0.8461538553237915,0.785714328289032,0.8265857100486755,0.7333333492279053,0.7333333492279053,0.010853477753698826,0.8725490570068359,0.8296757936477661
no_init_box_kenn_bottom_up_adapter_bert_ms,1,dmj0qwmj,0.7528752088546753,0.6000000238418579,0.8571428656578064,0.7058824300765991,0.8574293851852417,0.8473308682441711,0.6000000238418579,0.5,0.7925009727478027,0.901960790157318,0.8030768632888794,0.8482874631881714,0.8070175647735596,0.8293635845184326,0.8574293851852417,0.7509803771972656,0.8518518209457397,0.6000000238418579,0.7069767713546753,0.8050314784049988,0.021953625604510307,0.8571428656578064,0.7069767713546753,0.008880117908120155,0.7528752088546753,0.8235294818878174,0.8482874631881714,0.021319126710295677,0.8030768632888794,0.7058824300765991,32,0.8194458484649658,0.26,0.8205128312110901,0.008880117908120155,0.790123462677002,0.6663529872894287,0.02072027511894703,0.7894529700279236,0.6000000238418579,0.7925009727478027,0.6663529872894287,0.8194458484649658,0.8571428656578064,0.7058824300765991,0.8320802450180054,0.6000000238418579,0.6000000238418579,0.008880117908120155,0.8725490570068359,0.8293635845184326
no_init_box_kenn_hybrid_adapter_bert_ms,0,cep5yp21,0.7527649998664856,0.7666666507720947,0.8518518805503845,0.8070175051689148,0.8573472499847412,0.8725490570068359,0.7666667699813843,0.66,0.7934825420379639,0.901960790157318,0.8038991093635559,0.8482686281204224,0.8070175647735596,0.8297633528709412,0.8573472499847412,0.8343137502670288,0.8518518209457397,0.7666667699813843,0.7088773846626282,0.836363673210144,0.021953625604510307,0.8518518805503845,0.7088773846626282,0.011346817947924135,0.7527649998664856,0.8725490570068359,0.8482686281204224,0.021953625604510307,0.8038991093635559,0.8070175051689148,33,0.8199614882469177,0.26,0.8214285969734192,0.011346817947924135,0.8518518805503845,0.6698252558708191,0.021953625604510307,0.8318670392036438,0.7666667103767395,0.7934825420379639,0.6698252558708191,0.8199614882469177,0.8518518805503845,0.8070175051689148,0.8294347524642944,0.7666666507720947,0.7666666507720947,0.011346817947924135,0.8725490570068359,0.8297633528709412
no_init_box_kenn_top_down_adapter_bert_ms,0,peqb33x3,0.7527649998664856,0.7666666507720947,0.8518518805503845,0.8070175051689148,0.8573472499847412,0.8725490570068359,0.7666667699813843,0.78,0.7934825420379639,0.901960790157318,0.8038991093635559,0.8482686281204224,0.8070175647735596,0.8297633528709412,0.8573472499847412,0.8343137502670288,0.8518518209457397,0.7666667699813843,0.7088773846626282,0.836363673210144,0.021953625604510307,0.8518518805503845,0.7088773846626282,0.011346817947924135,0.7527649998664856,0.8725490570068359,0.8482686281204224,0.021953625604510307,0.8038991093635559,0.8070175051689148,33,0.8199614882469177,0.26,0.8214285969734192,0.011346817947924135,0.8518518805503845,0.6698252558708191,0.021953625604510307,0.8318670392036438,0.7666667103767395,0.7934825420379639,0.6698252558708191,0.8199614882469177,0.8518518805503845,0.8070175051689148,0.8294347524642944,0.7666666507720947,0.7666666507720947,0.011346817947924135,0.8725490570068359,0.8297633528709412
no_init_box_kenn_bottom_up_adapter_bert_ms,0,iutvq3sp,0.7527649998664856,0.7666666507720947,0.8518518805503845,0.8070175051689148,0.8573472499847412,0.8725490570068359,0.7666667699813843,0.24,0.7934825420379639,0.901960790157318,0.8038991093635559,0.8482686281204224,0.8070175647735596,0.8297633528709412,0.8573472499847412,0.8343137502670288,0.8518518209457397,0.7666667699813843,0.7088773846626282,0.836363673210144,0.021953625604510307,0.8518518805503845,0.7088773846626282,0.011346817947924135,0.7527649998664856,0.8725490570068359,0.8482686281204224,0.021953625604510307,0.8038991093635559,0.8070175051689148,29,0.8199614882469177,0.26,0.8214285969734192,0.011346817947924135,0.8518518805503845,0.6698252558708191,0.021953625604510307,0.8318670392036438,0.7666667103767395,0.7934825420379639,0.6698252558708191,0.8199614882469177,0.8518518805503845,0.8070175051689148,0.8294347524642944,0.7666666507720947,0.7666666507720947,0.011346817947924135,0.8725490570068359,0.8297633528709412
smart_init_box_adapter_bert_ms,2,8sz13h13,0.7378281354904175,0.9666666388511658,0.13488371670246124,0.23673468828201297,0.8354265093803406,0.8398504853248596,0.9666666984558104,0.01,0.7946603894233704,0.901960790157318,0.8048858046531677,0.8172824382781982,0.8070175647735596,0.8198718428611755,0.8354265093803406,0.934313714504242,0.8518518209457397,0.9666666984558104,0.7044668197631836,0.424929141998291,0.019240256398916245,0.13488371670246124,0.7044668197631836,0.014306857250630856,0.7378281354904175,0.9313726425170898,0.8172824382781982,0.021130917593836784,0.8048858046531677,0.23673468828201297,11,0.8058127164840698,0.26,0.2757352888584137,0.014306857250630856,0.92592591047287,0.6739919185638428,0.02343364618718624,0.6262389421463013,0.9666666984558104,0.7946603894233704,0.6739919185638428,0.8058127164840698,0.13488371670246124,0.23673468828201297,0.4709506332874298,0.9666666388511658,0.9666666388511658,0.014306857250630856,0.7647059559822083,0.8198718428611755
smart_init_box_adapter_bert_ms,1,k98v9tfq,0.7448666095733643,0.8666666746139526,0.4727272689342499,0.611764669418335,0.8540583252906799,0.7980986833572388,0.8666667342185974,0.37,0.7940714359283447,0.901960790157318,0.8043924570083618,0.8439390659332275,0.8070175647735596,0.8284816741943359,0.8540583252906799,0.884313702583313,0.8518518209457397,0.8666667342185974,0.7065091133117676,0.7461140155792236,0.018006905913352966,0.4727272689342499,0.7065091133117676,0.012826837599277496,0.7448666095733643,0.9019608497619628,0.8439390659332275,0.020080430433154103,0.8043924570083618,0.611764669418335,6,0.8182461261749268,0.26,0.6428571343421936,0.012826837599277496,0.8888888955116272,0.6719086170196533,0.02269363589584827,0.7424919009208679,0.8666667342185974,0.7940714359283447,0.6719086170196533,0.8182461261749268,0.4727272689342499,0.611764669418335,0.6398724317550659,0.8666666746139526,0.8666666746139526,0.012826837599277496,0.7156863212585449,0.8284816741943359
smart_init_box_adapter_bert_ms,0,yd1zz6ij,0.7516847848892212,0.800000011920929,0.800000011920929,0.8000000715255737,0.8570183515548706,0.8673978447914124,0.8000000715255737,0.8400000000000001,0.7936788201332092,0.901960790157318,0.8040635585784912,0.8479446172714233,0.8070175647735596,0.8296968340873718,0.8570183515548706,0.8509804010391235,0.8518518209457397,0.8000000715255737,0.7087861895561218,0.8333333134651184,0.021460287272930145,0.800000011920929,0.7087861895561218,0.011840157210826874,0.7516847848892212,0.8823530077934265,0.8479446172714233,0.021824020892381668,0.8040635585784912,0.8000000715255737,12,0.8199147582054138,0.26,0.8045976758003235,0.011840158142149448,0.8641975522041321,0.6705197095870972,0.022200295701622963,0.8265634775161743,0.8000000715255737,0.7936788201332092,0.6705197095870972,0.8199147582054138,0.800000011920929,0.8000000715255737,0.8035087585449219,0.800000011920929,0.800000011920929,0.011840158142149448,0.8529412150382996,0.8296968340873718
