name,instance,run_id,test/macro_types/precision,test_incremental_only/micro/recall,test_incremental_only/macro_types/precision,test_incremental_only/macro_types/f1,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/recall,threshold_incremental,test_pretraining/micro/recall,test_incremental_other-living_thing/macro_types/recall,test/macro_example/recall,test_pretraining/micro/precision,test_incremental_other-living_thing/macro_types/precision,test/macro_example/f1,test/macro_example/precision,test_incremental/macro_types/recall,test_incremental_other-living_thing/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test/macro_types/f1,test_incremental/micro/f1,test_incremental/macro_example/precision,test_incremental_other-living_thing-animal/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_example/f1,test_pretraining/macro_types/precision,test_incremental/macro_example_exclusive/recall,test/micro/precision,test_incremental/macro_example/f1,test_pretraining/macro_example/recall,test_incremental_other-living_thing-animal/macro_types/f1,epoch,test/micro/f1,threshold_pretraining,test_incremental/micro/precision,test_incremental_only/macro_example/precision,test_incremental/micro/recall,test_pretraining/macro_types/recall,test_incremental/macro_example/recall,test_incremental/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test/micro/recall,test/macro_types/recall,test_pretraining/micro/f1,test_incremental_only/micro/precision,test_incremental_only/micro/f1,test_incremental/macro_types/precision,test_incremental_other-living_thing-animal/macro_types/recall,test_incremental_only/macro_types/recall,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/precision,test_pretraining/macro_example/f1
no_init_kenn_hybrid_adapter_bert_ms,2,qmoslrbk,0.8558235168457031,0.8999999761581421,0.4736842215061188,0.6206896901130676,0.8627563714981079,0.8118581175804138,0.9000000953674316,0.060000000000000005,0.8564978241920471,0.9215686321258544,0.8629589676856995,0.8528146743774414,0.8703703880310059,0.8628576397895813,0.8627563714981079,0.9107843041419984,0.8952381014823914,0.9000000953674316,0.8355263471603394,0.7708333134651184,0.018253576010465625,0.4736842215061188,0.8355263471603394,0.013320177793502808,0.8558235168457031,0.9215686917304992,0.8528146743774414,0.020426619797945023,0.8629589676856995,0.6206896901130676,18,0.8546523451805115,0.33,0.6666666865348816,0.013320177793502808,0.9135802388191224,0.8161696195602417,0.023186976090073586,0.7733983397483826,0.9000000953674316,0.8564978241920471,0.8161696195602417,0.8546523451805115,0.4736842215061188,0.6206896901130676,0.6720272898674011,0.8999999761581421,0.8999999761581421,0.013320177793502808,0.7254902720451355,0.8628576397895813
no_init_kenn_top_down_adapter_bert_ms,2,cd5p3p0h,0.8556534051895142,0.8999999761581421,0.4655172526836395,0.6136363744735718,0.8626741170883179,0.8118581175804138,0.9000000953674316,0.23,0.8564978241920471,0.9215686321258544,0.8629589676856995,0.8526480197906494,0.8703703880310059,0.8628164529800415,0.8626741170883179,0.9107843041419984,0.8952381014823914,0.9000000953674316,0.8354452252388,0.7668393850326538,0.018253576010465625,0.4655172526836395,0.8354452252388,0.013320177793502808,0.8556534051895142,0.9215686917304992,0.8526480197906494,0.020426619797945023,0.8629589676856995,0.6136363744735718,17,0.8545686602592468,0.33,0.6607142686843872,0.013320177793502808,0.9135802388191224,0.8161696195602417,0.023186976090073586,0.7706871628761292,0.9000000953674316,0.8564978241920471,0.8161696195602417,0.8545686602592468,0.4655172526836395,0.6136363744735718,0.6679438352584839,0.8999999761581421,0.8999999761581421,0.013320177793502808,0.7254902720451355,0.8628164529800415
no_init_kenn_bottom_up_adapter_bert_ms,2,d7x14q6k,0.8553301095962524,0.8999999761581421,0.44999998807907104,0.6000000238418579,0.8626329898834229,0.8118581175804138,0.9000000953674316,0.06999999999999999,0.8564978241920471,0.9215686321258544,0.8629589676856995,0.8523148894309998,0.8703703880310059,0.8627960085868835,0.8626329898834229,0.9107843041419984,0.8952381014823914,0.9000000953674316,0.8352910876274109,0.7589743733406067,0.018253576010465625,0.44999998807907104,0.8352910876274109,0.013320177793502808,0.8553301095962524,0.9215686917304992,0.8523148894309998,0.020426619797945023,0.8629589676856995,0.6000000238418579,6,0.8544012308120728,0.33,0.6491228342056274,0.013320177793502808,0.9135802388191224,0.8161696195602417,0.023186976090073586,0.7654971480369568,0.9000000953674316,0.8564978241920471,0.8161696195602417,0.8544012308120728,0.44999998807907104,0.6000000238418579,0.6601852178573608,0.8999999761581421,0.8999999761581421,0.013320177793502808,0.7254902720451355,0.8627960085868835
no_init_kenn_hybrid_adapter_bert_ms,1,ve1r5e6u,0.8553301095962524,0.8999999761581421,0.44999998807907104,0.6000000238418579,0.8626329898834229,0.8118581175804138,0.9000000953674316,0.02,0.8564978241920471,0.9215686321258544,0.8629589676856995,0.8523148894309998,0.8703703880310059,0.8627960085868835,0.8626329898834229,0.9107843041419984,0.8952381014823914,0.9000000953674316,0.8352910876274109,0.7589743733406067,0.018253576010465625,0.44999998807907104,0.8352910876274109,0.013320177793502808,0.8553301095962524,0.9215686917304992,0.8523148894309998,0.020426619797945023,0.8629589676856995,0.6000000238418579,16,0.8544012308120728,0.33,0.6491228342056274,0.013320177793502808,0.9135802388191224,0.8161696195602417,0.023186976090073586,0.7654971480369568,0.9000000953674316,0.8564978241920471,0.8161696195602417,0.8544012308120728,0.44999998807907104,0.6000000238418579,0.6601852178573608,0.8999999761581421,0.8999999761581421,0.013320177793502808,0.7254902720451355,0.8627960085868835
no_init_kenn_top_down_adapter_bert_ms,1,6bx9e0an,0.8553301095962524,0.8999999761581421,0.44999998807907104,0.6000000238418579,0.8626329898834229,0.8118581175804138,0.9000000953674316,0.12,0.8564978241920471,0.9215686321258544,0.8629589676856995,0.8523148894309998,0.8703703880310059,0.8627960085868835,0.8626329898834229,0.9107843041419984,0.8952381014823914,0.9000000953674316,0.8352910876274109,0.7589743733406067,0.018253576010465625,0.44999998807907104,0.8352910876274109,0.013320177793502808,0.8553301095962524,0.9215686917304992,0.8523148894309998,0.020426619797945023,0.8629589676856995,0.6000000238418579,16,0.8544012308120728,0.33,0.6491228342056274,0.013320177793502808,0.9135802388191224,0.8161696195602417,0.023186976090073586,0.7654971480369568,0.9000000953674316,0.8564978241920471,0.8161696195602417,0.8544012308120728,0.44999998807907104,0.6000000238418579,0.6601852178573608,0.8999999761581421,0.8999999761581421,0.013320177793502808,0.7254902720451355,0.8627960085868835
no_init_kenn_bottom_up_adapter_bert_ms,1,p31kokig,0.8551764488220215,0.8999999761581421,0.4426229596138001,0.5934065580368042,0.8624686002731323,0.8118581175804138,0.9000000953674316,0.02,0.8564978241920471,0.9215686321258544,0.8629589676856995,0.8521484136581421,0.8703703880310059,0.8627136945724487,0.8624686002731323,0.9107843041419984,0.8952381014823914,0.9000000953674316,0.8352178335189819,0.7551020383834839,0.018253576010465625,0.4426229596138001,0.8352178335189819,0.013320177793502808,0.8551764488220215,0.9215686917304992,0.8521484136581421,0.020426619797945023,0.8629589676856995,0.5934065580368042,15,0.8543176054954529,0.33,0.643478274345398,0.013320177793502808,0.9135802388191224,0.8161696195602417,0.023186976090073586,0.7630116939544678,0.9000000953674316,0.8564978241920471,0.8161696195602417,0.8543176054954529,0.4426229596138001,0.5934065580368042,0.6564966440200806,0.8999999761581421,0.8999999761581421,0.013320177793502808,0.7254902720451355,0.8627136945724487
no_init_kenn_hybrid_adapter_bert_ms,0,8pc36rfq,0.8585519790649414,0.8666666746139526,0.604651153087616,0.7123287916183472,0.8640390634536743,0.8375513553619385,0.8666667342185974,0.99,0.8563015460968018,0.9215686321258544,0.8627945184707642,0.8549588322639465,0.8703703880310059,0.863416314125061,0.8640390634536743,0.8941176533699036,0.8952381014823914,0.8666667342185974,0.8364593386650085,0.8202247023582458,0.0194869264960289,0.604651153087616,0.8364593386650085,0.012826837599277496,0.8585519790649414,0.9117647409439088,0.8549588322639465,0.021073071286082268,0.8627945184707642,0.7123287916183472,5,0.8556296825408936,0.33,0.7525773048400879,0.012826837599277496,0.9012345671653748,0.8154752254486084,0.02294030599296093,0.8082985281944275,0.8666667342185974,0.8563015460968018,0.8154752254486084,0.8556296825408936,0.604651153087616,0.7123287916183472,0.7375108003616333,0.8666666746139526,0.8666666746139526,0.012826837599277496,0.7745099067687988,0.863416314125061
no_init_kenn_top_down_adapter_bert_ms,0,e7ycabz3,0.8585519790649414,0.8666666746139526,0.604651153087616,0.7123287916183472,0.8640390634536743,0.8375513553619385,0.8666667342185974,0.99,0.8563015460968018,0.9215686321258544,0.8627945184707642,0.8549588322639465,0.8703703880310059,0.863416314125061,0.8640390634536743,0.8941176533699036,0.8952381014823914,0.8666667342185974,0.8364593386650085,0.8202247023582458,0.0194869264960289,0.604651153087616,0.8364593386650085,0.012826837599277496,0.8585519790649414,0.9117647409439088,0.8549588322639465,0.021073071286082268,0.8627945184707642,0.7123287916183472,5,0.8556296825408936,0.33,0.7525773048400879,0.012826837599277496,0.9012345671653748,0.8154752254486084,0.02294030599296093,0.8082985281944275,0.8666667342185974,0.8563015460968018,0.8154752254486084,0.8556296825408936,0.604651153087616,0.7123287916183472,0.7375108003616333,0.8666666746139526,0.8666666746139526,0.012826837599277496,0.7745099067687988,0.863416314125061
no_init_kenn_bottom_up_adapter_bert_ms,0,0rh4m1pa,0.8598439693450928,0.800000011920929,0.6666666865348816,0.7272727489471436,0.864778995513916,0.8511382341384888,0.8000000715255737,0.98,0.8559089303016663,0.9215686321258544,0.8624656200408936,0.8557409048080444,0.8703703880310059,0.8636207580566406,0.864778995513916,0.8607842922210693,0.8952381014823914,0.8000000715255737,0.8363397717475891,0.8304093480110168,0.020473606884479523,0.6666666865348816,0.8363397717475891,0.011840157210826874,0.8598439693450928,0.8921569585800171,0.8557409048080444,0.021414920687675476,0.8624656200408936,0.7272727489471436,5,0.855824887752533,0.33,0.7888888716697693,0.011840158142149448,0.8765432238578796,0.8140863180160522,0.02244696579873562,0.8120389580726624,0.8000000715255737,0.8559089303016663,0.8140863180160522,0.855824887752533,0.6666666865348816,0.7272727489471436,0.7685185670852661,0.800000011920929,0.800000011920929,0.011840158142149448,0.8137255311012268,0.8636207580566406
smart_init_classifier_adapter_bert_ms,2,d01ca36h,0.8553301095962524,0.8999999761581421,0.44999998807907104,0.6000000238418579,0.8626329898834229,0.8118581175804138,0.9000000953674316,0.23,0.8564978241920471,0.9215686321258544,0.8629589676856995,0.8523148894309998,0.8703703880310059,0.8627960085868835,0.8626329898834229,0.9107843041419984,0.8952381014823914,0.9000000953674316,0.8352910876274109,0.7589743733406067,0.018253576010465625,0.44999998807907104,0.8352910876274109,0.013320177793502808,0.8553301095962524,0.9215686917304992,0.8523148894309998,0.020426619797945023,0.8629589676856995,0.6000000238418579,5,0.8544012308120728,0.33,0.6491228342056274,0.013320177793502808,0.9135802388191224,0.8161696195602417,0.023186976090073586,0.7654971480369568,0.9000000953674316,0.8564978241920471,0.8161696195602417,0.8544012308120728,0.44999998807907104,0.6000000238418579,0.6601852178573608,0.8999999761581421,0.8999999761581421,0.013320177793502808,0.7254902720451355,0.8627960085868835
smart_init_classifier_adapter_bert_ms,1,5hhisniw,0.8554890155792236,0.8999999761581421,0.4576271176338196,0.6067415475845337,0.8627974987030029,0.8179603219032288,0.9000000953674316,0.15000000000000002,0.8564978241920471,0.9215686321258544,0.8629589676856995,0.8524814248085022,0.8703703880310059,0.8628782033920288,0.8627974987030029,0.9107843041419984,0.8952381014823914,0.9000000953674316,0.8353669047355652,0.7628865838050842,0.01850024610757828,0.4576271176338196,0.8353669047355652,0.013320177793502808,0.8554890155792236,0.9215686917304992,0.8524814248085022,0.02058015577495098,0.8629589676856995,0.6067415475845337,15,0.8544849157333374,0.33,0.6548672318458557,0.013320177793502808,0.9135802388191224,0.8161696195602417,0.023186976090073586,0.7680545449256897,0.9000000953674316,0.8564978241920471,0.8161696195602417,0.8544849157333374,0.4576271176338196,0.6067415475845337,0.6639987230300903,0.8999999761581421,0.8999999761581421,0.013320177793502808,0.7352942228317261,0.8628782033920288
smart_init_classifier_adapter_bert_ms,0,pr81oh9r,0.8598439693450928,0.800000011920929,0.6666666865348816,0.7272727489471436,0.864778995513916,0.8511382341384888,0.8000000715255737,0.98,0.8559089303016663,0.9215686321258544,0.8624656200408936,0.8557409048080444,0.8703703880310059,0.8636207580566406,0.864778995513916,0.8607842922210693,0.8952381014823914,0.8000000715255737,0.8363397717475891,0.8304093480110168,0.020473606884479523,0.6666666865348816,0.8363397717475891,0.011840157210826874,0.8598439693450928,0.8921569585800171,0.8557409048080444,0.021414920687675476,0.8624656200408936,0.7272727489471436,5,0.855824887752533,0.33,0.7888888716697693,0.011840158142149448,0.8765432238578796,0.8140863180160522,0.02244696579873562,0.8120389580726624,0.8000000715255737,0.8559089303016663,0.8140863180160522,0.855824887752533,0.6666666865348816,0.7272727489471436,0.7685185670852661,0.800000011920929,0.800000011920929,0.011840158142149448,0.8137255311012268,0.8636207580566406
