name,instance,run_id,test_pretraining/macro_types/f1,test/macro_types/recall,test_incremental/macro_example/precision,test_incremental_only/macro_example/precision,test_pretraining/micro/precision,test_incremental_broadcast/macro_types/recall,test_incremental_only/macro_types/f1,test_incremental/micro/f1,test/macro_types/precision,test_incremental_only/micro/f1,test_incremental/macro_example/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test/micro/recall,threshold_pretraining,test_incremental_only/micro/precision,test_incremental_broadcast/macro_types/precision,epoch,threshold_incremental,test_incremental/micro/precision,test_pretraining/macro_types/recall,test_incremental_broadcast-tv_channel/macro_types/f1,test_incremental_only/macro_example_exclusive/recall,test_pretraining/micro/f1,test/macro_example/precision,test_pretraining/micro/recall,test_incremental/macro_example/recall,test_pretraining/macro_example/recall,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,test/micro/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/recall,test_incremental_broadcast-tv_channel/macro_types/precision,test/micro/f1,test/macro_example/f1,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/precision,test/macro_example/recall,test_incremental_broadcast-tv_channel/macro_types/recall,test_incremental/macro_types/precision,test_pretraining/macro_types/precision,test/macro_types/f1,test_incremental/micro/recall,test_incremental/macro_types/f1,test_incremental_only/macro_example/recall,test_incremental_broadcast/macro_types/f1,test_incremental_only/macro_types/recall
no_init_box_kenn_top_down_adapter_bert_ms,0,kfqujmtq,0.8500123023986816,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.8995075821876526,0.0,0.6666666865348816,0.5,0.8824275732040405,0.6666666865348816,0.006958942394703627,0.9153066873550416,1.0,0.8813596367835999,0.25,0.5,0.0,38,0.02,0.5,0.8198940753936768,0.6666666865348816,1.0,0.8903411626815796,0.9235328435897828,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.9235328435897828,0.6666666865348816,1.0,0.8995075821876526,1.0,0.5,1.0,0.5,0.5,0.8903411626815796,0.9153066873550416,0.010438414290547373,0.5,0.9072257280349731,1.0,0.25,0.8824275732040405,0.8500123023986816,0.5,0.3333333432674408,0.010438414290547373,0.0,1.0
no_init_box_kenn_bottom_up_adapter_bert_ms,0,agp13mvl,0.8502563238143921,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.900111973285675,0.0,0.6896551847457886,0.5128205418586731,0.8829538822174072,0.6896551847457886,0.006958942394703627,0.9153807163238524,1.0,0.8813596367835999,0.25,0.5263158082962036,0.0,38,0.01,0.5263158082962036,0.8198940753936768,0.6896551847457886,1.0,0.8906371593475342,0.9236836433410645,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.9236836433410645,0.6666666865348816,1.0,0.900111973285675,1.0,0.5,1.0,0.5,0.5263158082962036,0.8906371593475342,0.9153807163238524,0.010438414290547373,0.5263158082962036,0.9072257280349731,1.0,0.2631579041481018,0.8829538822174072,0.8502563238143921,0.5,0.3448275923728943,0.010438414290547373,0.0,1.0
no_init_box_adapter_bert_ms,2,mhky2rkb,0.8499361872673035,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.8993063569068909,0.0,0.6593406796455383,0.4958677589893341,0.8822636604309082,0.6593406796455383,0.006958942394703627,0.915278136730194,1.0,0.8813596367835999,0.25,0.49180328845977783,0.0,43,0.04,0.49180328845977783,0.8198940753936768,0.6593406796455383,1.0,0.8902425169944763,0.9234748482704164,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.9234748482704164,0.6666666865348816,1.0,0.8993063569068909,1.0,0.5,1.0,0.5,0.49180328845977783,0.8902425169944763,0.915278136730194,0.010438414290547373,0.49180328845977783,0.9072257280349731,1.0,0.24590164422988892,0.8822636604309082,0.8499361872673035,0.5,0.32967033982276917,0.010438414290547373,0.0,1.0
no_init_box_adapter_bert_ms,1,uj93po5y,0.8501883745193481,0.819227397441864,0.01009046658873558,0.01009046658873558,0.9008968472480774,0.0,0.707317054271698,0.5178571343421936,0.8835814595222473,0.707317054271698,0.006726977881044149,0.9154013395309448,0.9666666388511658,0.8811403512954712,0.25,0.557692289352417,0.0,42,0.09,0.557692289352417,0.819227397441864,0.707317054271698,0.9666666984558104,0.8909090757369995,0.9238460063934326,0.8811403512954712,0.00504523329436779,0.9071097373962402,0.9238460063934326,0.644444465637207,0.9666666984558104,0.9008968472480774,0.9666666984558104,0.4833333194255829,0.9666666984558104,0.4833333492279053,0.557692289352417,0.8909090757369995,0.9154013395309448,0.01009046658873558,0.557692289352417,0.9071097373962402,0.9666666388511658,0.2788461446762085,0.8835814595222473,0.8501883745193481,0.4833333194255829,0.353658527135849,0.01009046658873558,0.0,0.9666666388511658
no_init_box_adapter_bert_ms,0,nl5s5k20,0.8500123023986816,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.8995075821876526,0.0,0.6666666865348816,0.5,0.8824275732040405,0.6666666865348816,0.006958942394703627,0.9153066873550416,1.0,0.8813596367835999,0.25,0.5,0.0,38,0.02,0.5,0.8198940753936768,0.6666666865348816,1.0,0.8903411626815796,0.9235328435897828,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.9235328435897828,0.6666666865348816,1.0,0.8995075821876526,1.0,0.5,1.0,0.5,0.5,0.8903411626815796,0.9153066873550416,0.010438414290547373,0.5,0.9072257280349731,1.0,0.25,0.8824275732040405,0.8500123023986816,0.5,0.3333333432674408,0.010438414290547373,0.0,1.0
no_init_kenn_horizontal_adapter_bert_ms,2,gvzh3aja,0.8805058002471924,0.8636428713798523,0.01009046658873558,0.01009046658873558,0.9103218913078308,0.5333333611488342,0.7341772317886353,0.714285671710968,0.8980403542518616,0.7341772317886353,0.008816912770271301,0.9207707047462464,0.9666666388511658,0.8993421196937561,0.375,0.5918367505073547,0.9411764740943908,45,0.76,0.6818181872367859,0.8636428713798523,0.7341772317886353,0.9666666984558104,0.904798686504364,0.9268383979797364,0.8993421196937561,0.007828810252249241,0.9147819876670836,0.9268383979797364,0.8446602821350098,0.9666666984558104,0.9103218913078308,0.9666666984558104,0.75,0.9666666984558104,0.7500000596046448,0.5918367505073547,0.904798686504364,0.9207707047462464,0.01009046658873558,0.5918367505073547,0.9147819876670836,0.9666666388511658,0.7665066123008728,0.8980403542518616,0.8805058002471924,0.75,0.7581634521484375,0.01009046658873558,0.6808511018753052,0.9666666388511658
no_init_kenn_horizontal_adapter_bert_ms,1,vc9m97x3,0.8801584243774414,0.8623095154762268,0.009394572116434574,0.009394572116434574,0.9110913276672364,0.5333333611488342,0.7397260665893555,0.7166666388511658,0.8987617492675781,0.7397260665893555,0.008329209871590137,0.9208022952079772,0.8999999761581421,0.898903489112854,0.375,0.6279069781303406,0.9411764740943908,32,0.92,0.7166666388511658,0.8623095154762268,0.7397260665893555,0.9000000953674316,0.9049564003944396,0.9271109104156494,0.898903489112854,0.007480863481760025,0.9145790338516236,0.9271109104156494,0.7979382276535034,0.9000000953674316,0.9110913276672364,0.9000000953674316,0.7166666984558105,0.9000000953674316,0.7166666984558105,0.6279069781303406,0.9049564003944396,0.9208022952079772,0.009394572116434574,0.6279069781303406,0.9145790338516236,0.8999999761581421,0.7845417261123657,0.8987617492675781,0.8801584243774414,0.7166666388511658,0.7490697503089905,0.009394572116434574,0.6808511018753052,0.8999999761581421
no_init_kenn_horizontal_adapter_bert_ms,0,1hyorjr9,0.8807086944580078,0.864309549331665,0.010438414290547373,0.010438414290547373,0.909937858581543,0.5333333611488342,0.7317072749137878,0.713178277015686,0.8977420926094055,0.7317072749137878,0.009059756062924862,0.9207149744033812,1.0,0.8995614051818848,0.375,0.5769230723381042,0.9411764740943908,44,0.6,0.6666666865348816,0.864309549331665,0.7317072749137878,1.0,0.904719889163971,0.9266064167022704,0.8995614051818848,0.008002784103155136,0.914897918701172,0.9266064167022704,0.8679245710372925,1.0,0.909937858581543,1.0,0.7666666507720947,1.0,0.7666667103767395,0.5769230723381042,0.904719889163971,0.9207149744033812,0.010438414290547373,0.5769230723381042,0.914897918701172,1.0,0.7590497732162476,0.8977420926094055,0.8807086944580078,0.7666666507720947,0.7628391981124878,0.010438414290547373,0.6808511018753052,1.0
smart_init_box_kenn_hybrid_adapter_bert_ms,2,mck3l7xx,0.8517342805862427,0.819227397441864,0.01009046658873558,0.01009046658873558,0.9033273458480836,0.0,0.8285714387893677,0.5799999833106995,0.886927604675293,0.8285714387893677,0.006726977881044149,0.915809452533722,0.9666666388511658,0.8811403512954712,0.25,0.7250000238418579,0.0,31,0.1,0.7250000238418579,0.819227397441864,0.8285714387893677,0.9666666984558104,0.8920959234237671,0.9246172904968262,0.8811403512954712,0.00504523329436779,0.9071677327156068,0.9246172904968262,0.644444465637207,0.9666666984558104,0.9033273458480836,0.9666666984558104,0.4833333194255829,0.9666666984558104,0.4833333492279053,0.7250000238418579,0.8920959234237671,0.915809452533722,0.01009046658873558,0.7250000238418579,0.9071677327156068,0.9666666388511658,0.36250001192092896,0.886927604675293,0.8517342805862427,0.4833333194255829,0.41428571939468384,0.01009046658873558,0.0,0.9666666388511658
smart_init_box_kenn_top_down_adapter_bert_ms,2,z8cn5wxz,0.8512675762176514,0.819227397441864,0.01009046658873558,0.01009046658873558,0.9027184844017028,0.0,0.7945204973220825,0.5631067752838135,0.885915994644165,0.7945204973220825,0.006726977881044149,0.9157183170318604,0.9666666388511658,0.8811403512954712,0.25,0.6744186282157898,0.0,31,0.41,0.6744186282157898,0.819227397441864,0.7945204973220825,0.9666666984558104,0.8917989134788513,0.9244316816329956,0.8811403512954712,0.00504523329436779,0.9071677327156068,0.9244316816329956,0.644444465637207,0.9666666984558104,0.9027184844017028,0.9666666984558104,0.4833333194255829,0.9666666984558104,0.4833333492279053,0.6744186282157898,0.8917989134788513,0.9157183170318604,0.01009046658873558,0.6744186282157898,0.9071677327156068,0.9666666388511658,0.3372093141078949,0.885915994644165,0.8512675762176514,0.4833333194255829,0.39726024866104126,0.01009046658873558,0.0,0.9666666388511658
smart_init_box_kenn_bottom_up_adapter_bert_ms,2,vpl9c6r5,0.8517342805862427,0.819227397441864,0.01009046658873558,0.01009046658873558,0.9033273458480836,0.0,0.8285714387893677,0.5799999833106995,0.886927604675293,0.8285714387893677,0.006726977881044149,0.915809452533722,0.9666666388511658,0.8811403512954712,0.25,0.7250000238418579,0.0,31,0.1,0.7250000238418579,0.819227397441864,0.8285714387893677,0.9666666984558104,0.8920959234237671,0.9246172904968262,0.8811403512954712,0.00504523329436779,0.9071677327156068,0.9246172904968262,0.644444465637207,0.9666666984558104,0.9033273458480836,0.9666666984558104,0.4833333194255829,0.9666666984558104,0.4833333492279053,0.7250000238418579,0.8920959234237671,0.915809452533722,0.01009046658873558,0.7250000238418579,0.9071677327156068,0.9666666388511658,0.36250001192092896,0.886927604675293,0.8517342805862427,0.4833333194255829,0.41428571939468384,0.01009046658873558,0.0,0.9666666388511658
smart_init_box_kenn_hybrid_adapter_bert_ms,1,hux1nh8v,0.8507254123687744,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.9011210799217224,0.0,0.7317072749137878,0.5357142686843872,0.8839660882949829,0.7317072749137878,0.006958942394703627,0.9155173897743224,1.0,0.8813596367835999,0.25,0.5769230723381042,0.0,42,0.06999999999999999,0.5769230723381042,0.8198940753936768,0.7317072749137878,1.0,0.891130805015564,0.9239619970321656,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.9239619970321656,0.6666666865348816,1.0,0.9011210799217224,1.0,0.5,1.0,0.5,0.5769230723381042,0.891130805015564,0.9155173897743224,0.010438414290547373,0.5769230723381042,0.9072257280349731,1.0,0.2884615361690521,0.8839660882949829,0.8507254123687744,0.5,0.3658536374568939,0.010438414290547373,0.0,1.0
smart_init_box_kenn_top_down_adapter_bert_ms,1,d8bx1ch6,0.8507254123687744,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.9011210799217224,0.0,0.7317072749137878,0.5357142686843872,0.8839660882949829,0.7317072749137878,0.006958942394703627,0.9155173897743224,1.0,0.8813596367835999,0.25,0.5769230723381042,0.0,43,0.31,0.5769230723381042,0.8198940753936768,0.7317072749137878,1.0,0.891130805015564,0.9239619970321656,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.9239619970321656,0.6666666865348816,1.0,0.9011210799217224,1.0,0.5,1.0,0.5,0.5769230723381042,0.891130805015564,0.9155173897743224,0.010438414290547373,0.5769230723381042,0.9072257280349731,1.0,0.2884615361690521,0.8839660882949829,0.8507254123687744,0.5,0.3658536374568939,0.010438414290547373,0.0,1.0
smart_init_box_kenn_bottom_up_adapter_bert_ms,1,po9zbm4u,0.8507254123687744,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.9011210799217224,0.0,0.7317072749137878,0.5357142686843872,0.8839660882949829,0.7317072749137878,0.006958942394703627,0.9155173897743224,1.0,0.8813596367835999,0.25,0.5769230723381042,0.0,31,0.060000000000000005,0.5769230723381042,0.8198940753936768,0.7317072749137878,1.0,0.891130805015564,0.9239619970321656,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.9239619970321656,0.6666666865348816,1.0,0.9011210799217224,1.0,0.5,1.0,0.5,0.5769230723381042,0.891130805015564,0.9155173897743224,0.010438414290547373,0.5769230723381042,0.9072257280349731,1.0,0.2884615361690521,0.8839660882949829,0.8507254123687744,0.5,0.3658536374568939,0.010438414290547373,0.0,1.0
smart_init_box_kenn_hybrid_adapter_bert_ms,0,xiczup6w,0.8506246209144592,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.9009190797805786,0.0,0.7228915691375732,0.530973494052887,0.8837483525276184,0.7228915691375732,0.006958942394703627,0.9154831767082214,1.0,0.8813596367835999,0.25,0.5660377144813538,0.0,24,0.05,0.5660377144813538,0.8198940753936768,0.7228915691375732,1.0,0.8910319805145264,0.923892378807068,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.923892378807068,0.6666666865348816,1.0,0.9009190797805786,1.0,0.5,1.0,0.5,0.5660377144813538,0.8910319805145264,0.9154831767082214,0.010438414290547373,0.5660377144813538,0.9072257280349731,1.0,0.2830188572406769,0.8837483525276184,0.8506246209144592,0.5,0.3614457845687866,0.010438414290547373,0.0,1.0
smart_init_box_kenn_top_down_adapter_bert_ms,0,oh8m04by,0.8506246209144592,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.9009190797805786,0.0,0.7228915691375732,0.530973494052887,0.8837483525276184,0.7228915691375732,0.006958942394703627,0.9154831767082214,1.0,0.8813596367835999,0.25,0.5660377144813538,0.0,24,0.27,0.5660377144813538,0.8198940753936768,0.7228915691375732,1.0,0.8910319805145264,0.923892378807068,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.923892378807068,0.6666666865348816,1.0,0.9009190797805786,1.0,0.5,1.0,0.5,0.5660377144813538,0.8910319805145264,0.9154831767082214,0.010438414290547373,0.5660377144813538,0.9072257280349731,1.0,0.2830188572406769,0.8837483525276184,0.8506246209144592,0.5,0.3614457845687866,0.010438414290547373,0.0,1.0
smart_init_box_kenn_bottom_up_adapter_bert_ms,0,0omxr7o7,0.8506246209144592,0.8198940753936768,0.010438414290547373,0.010438414290547373,0.9009190797805786,0.0,0.7228915691375732,0.530973494052887,0.8837483525276184,0.7228915691375732,0.006958942394703627,0.9154831767082214,1.0,0.8813596367835999,0.25,0.5660377144813538,0.0,24,0.05,0.5660377144813538,0.8198940753936768,0.7228915691375732,1.0,0.8910319805145264,0.923892378807068,0.8813596367835999,0.0052192071452736855,0.9072257280349731,0.923892378807068,0.6666666865348816,1.0,0.9009190797805786,1.0,0.5,1.0,0.5,0.5660377144813538,0.8910319805145264,0.9154831767082214,0.010438414290547373,0.5660377144813538,0.9072257280349731,1.0,0.2830188572406769,0.8837483525276184,0.8506246209144592,0.5,0.3614457845687866,0.010438414290547373,0.0,1.0
smart_init_box_adapter_bert_ms,2,cz2k0wmy,0.8512675762176514,0.819227397441864,0.01009046658873558,0.01009046658873558,0.9027184844017028,0.0,0.7945204973220825,0.5631067752838135,0.885915994644165,0.7945204973220825,0.006726977881044149,0.9157183170318604,0.9666666388511658,0.8811403512954712,0.25,0.6744186282157898,0.0,31,0.41,0.6744186282157898,0.819227397441864,0.7945204973220825,0.9666666984558104,0.8917989134788513,0.9244316816329956,0.8811403512954712,0.00504523329436779,0.9071677327156068,0.9244316816329956,0.644444465637207,0.9666666984558104,0.9027184844017028,0.9666666984558104,0.4833333194255829,0.9666666984558104,0.4833333492279053,0.6744186282157898,0.8917989134788513,0.9157183170318604,0.01009046658873558,0.6744186282157898,0.9071677327156068,0.9666666388511658,0.3372093141078949,0.885915994644165,0.8512675762176514,0.4833333194255829,0.39726024866104126,0.01009046658873558,0.0,0.9666666388511658
