name,instance,run_id,test_incremental_building-theater/macro_types/recall,test_incremental_building-power_station/macro_types/precision,test_pretraining/micro/recall,test_incremental_building-dam/macro_types/recall,test_incremental/micro/f1,test_incremental/micro/precision,test_incremental_only/macro_example/f1,test_incremental_building-library/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_only/micro/precision,test_incremental/macro_types/precision,test_incremental_building/macro_types/recall,test_incremental_building-airport/macro_types/precision,test_incremental/micro/recall,test_incremental/macro_types/f1,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/recall,test_pretraining/micro/f1,threshold_incremental,test_incremental_building-hotel/macro_types/recall,test_incremental_building-library/macro_types/precision,test_incremental/macro_example_exclusive/f1,test/macro_example/recall,test_pretraining/micro/precision,test_incremental_building/macro_types/f1,test/macro_example/f1,test_incremental/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_building-hotel/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,epoch,test/macro_types/precision,test_pretraining/macro_example/recall,test_incremental/macro_example_exclusive/recall,test_incremental_building-airport/macro_types/f1,test/micro/f1,test_incremental_building-power_station/macro_types/recall,test/macro_types/recall,test_pretraining/macro_example/precision,test_incremental_building-dam/macro_types/precision,test_incremental_building-library/macro_types/f1,test_incremental_building-theater/macro_types/f1,test_incremental_building-restaurant/macro_types/precision,test_incremental/macro_types/recall,threshold_pretraining,test_incremental_only/macro_types/f1,test_incremental_building-hospital/macro_types/f1,test/macro_types/f1,test_incremental_building-hotel/macro_types/f1,test_incremental_building-hospital/macro_types/recall,test_pretraining/macro_types/f1,test_incremental_building-dam/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental_building-restaurant/macro_types/f1,test_incremental_building-sports_facility/macro_types/precision,test_incremental_building-theater/macro_types/precision,test_incremental_building-hospital/macro_types/precision,test_incremental_building-airport/macro_types/recall,test/micro/precision,test_incremental/macro_example_exclusive/precision,test_incremental_building-power_station/macro_types/f1,test_incremental_building-restaurant/macro_types/recall,test_incremental_building-sports_facility/macro_types/recall,test/micro/recall,test_pretraining/macro_types/precision,test_pretraining/macro_types/recall,test_incremental/macro_example/precision,test_incremental_only/macro_example/precision,test_incremental_building/macro_types/precision,test/macro_example/precision,test_incremental_only/micro/recall,test_incremental/macro_example/recall,test_incremental_only/micro/f1,test_incremental_building-sports_facility/macro_types/f1
no_init_box_kenn_horizontal_adapter_bert_ms,2,bhs9wpzz,0.46666666865348816,0.0,0.8526841402053833,0.0,0.7752380967140198,0.953161597251892,0.03792623430490494,0.7333333492279053,0.6666666865348816,1.0,0.6937106847763062,0.8587896227836609,1.0,0.6532905101776123,0.5420736074447632,0.03792623430490494,0.40671640634536743,0.8791161775588989,0.01,0.5333333611488342,1.0,0.7468181252479553,0.8893760442733765,0.907239317893982,0.8962405920028687,0.9069609642028807,0.09016907215118408,0.39884260296821594,1.0,0.40671640634536743,37,0.8555409908294678,0.8893760442733765,0.6589816808700562,0.8461538553237915,0.8791161775588989,0.0,0.751453161239624,0.9252551794052124,0.0,0.8461538553237915,0.6363636255264282,1.0,0.4448373317718506,0.25,0.49909478425979614,0.7924528121948242,0.8001260757446289,0.6956522464752197,0.65625,0.8001260757446289,0.0,0.9069609642028807,0.40671640634536743,0.6363636255264282,0.0,1.0,1.0,0.7333333492279053,0.907239317893982,0.8616714477539062,0.0,0.46666666865348816,0.0,0.8526841402053833,0.8555409908294678,0.751453161239624,0.10403618216514587,0.03792623430490494,0.9371069073677064,0.9252551794052124,0.3949275314807892,0.07956390827894211,0.56623375415802,0.0
no_init_box_kenn_horizontal_adapter_bert_ms,1,ir1ejic1,0.0,0.0,0.8300041556358337,0.0,0.6333687901496887,0.9371069073677064,0.0,0.0,0.0,0.0,0.09371069073677064,0.8587896227836609,0.0,0.4783306717872619,0.08962404727935791,0.0,0.0,0.8658563494682312,0.01,0.0,0.0,0.6335580945014954,0.8771862983703613,0.9049455523490906,0.8962405920028687,0.9002307653427124,0.07649432867765427,0.0,0.0,0.0,23,0.752092719078064,0.8771862983703613,0.5019211769104004,0.0,0.8658563494682312,0.0,0.6895638704299927,0.9245187044143676,0.0,0.0,0.0,0.0,0.08587896078824997,0.25,0.0,0.0,0.7194722294807434,0.0,0.0,0.7194722294807434,0.0,0.9002307653427124,0.0,0.0,0.0,0.0,0.0,0.0,0.9049455523490906,0.8587895631790161,0.0,0.0,0.0,0.8300041556358337,0.752092719078064,0.6895638704299927,0.10368824005126952,0.0,0.9371069073677064,0.9245187044143676,0.0,0.06060078740119934,0.0,0.0
no_init_box_kenn_horizontal_adapter_bert_ms,0,vxoy6dvl,0.2666666805744171,1.0,0.846025824546814,0.0,0.7367386817932129,0.949367105960846,0.026791928336024284,0.6666666865348816,0.6666666865348816,1.0,0.6937106847763062,0.8587896227836609,1.0,0.6019261479377747,0.4550987482070923,0.026791928336024284,0.28731346130371094,0.8752556443214417,0.01,0.20000000298023224,1.0,0.7182654738426208,0.8859951496124268,0.906577467918396,0.8962405920028687,0.905180275440216,0.08672169595956802,0.2808278799057007,1.0,0.28731346130371094,33,0.8555409908294678,0.8859951496124268,0.6128721833229065,0.8461538553237915,0.8752556443214417,0.29411765933036804,0.7331405878067017,0.9252145886421204,0.0,0.800000011920929,0.4210526645183563,1.0,0.3386240601539612,0.25,0.3951866328716278,0.0,0.7896256446838379,0.3333333134651184,0.0,0.7896256446838379,0.0,0.905180275440216,0.28731346130371094,0.5365853905677795,0.0,1.0,0.0,0.7333333492279053,0.906577467918396,0.867435097694397,0.4545454680919647,0.36666667461395264,0.0,0.846025824546814,0.8555409908294678,0.7331405878067017,0.10473208129405975,0.026791928336024284,0.9371069073677064,0.9252145886421204,0.27898550033569336,0.07399675250053406,0.4362606108188629,0.0
no_init_box_kenn_hybrid_adapter_bert_ms,2,1k2fcjnt,0.6666666865348816,1.0,0.8732833862304688,0.8666666746139526,0.7167139649391174,0.641318142414093,0.07175891846418381,0.8999999761581421,0.8752515316009521,0.4416135847568512,0.8814370632171631,0.8587896227836609,1.0,0.812199056148529,0.8205442428588867,0.07115518301725388,0.7630597352981567,0.8667010068893433,0.01,0.6333333253860474,1.0,0.8274251222610474,0.900597333908081,0.860217273235321,0.8962405920028687,0.8904577493667603,0.09990136325359344,0.7573801875114441,1.0,0.7761194109916687,48,0.8879076242446899,0.900597333908081,0.7982708811759949,0.98305082321167,0.8667010068893433,0.47058823704719543,0.8070883750915527,0.8805439472198486,0.09154929220676422,0.9473683834075928,0.7843137383460999,0.9047619104385376,0.7675211429595947,0.25,0.8120608329772949,0.8965517282485962,0.8455712199211121,0.7755101919174194,0.8125,0.8455712199211121,0.1656050980091095,0.8904577493667603,0.7695342302322388,0.7450980544090271,0.9285714030265808,0.9523809552192688,1.0,0.9666666388511658,0.860217273235321,0.8587895631790161,0.6399999856948853,0.6333333253860474,0.8666666746139526,0.8732833862304688,0.8879076242446899,0.8070883750915527,0.10368824005126952,0.07237300276756287,0.9371069073677064,0.8805439472198486,0.7536231875419617,0.09638135135173798,0.5568941831588745,0.8965517282485962
no_init_box_kenn_top_down_adapter_bert_ms,2,g93elm2i,0.7333333492279053,0.8888888955116272,0.8755722045898438,0.8999999761581421,0.7067668437957764,0.6154761910438538,0.07558660954236984,0.9333333373069764,0.8572486042976379,0.4195402264595032,0.8652344346046448,0.8587896227836609,1.0,0.8298555612564087,0.8335949778556824,0.07498260587453842,0.8041044473648071,0.8644207715988159,0.01,0.699999988079071,1.0,0.8338061571121216,0.9019020795822144,0.8535497188568115,0.8962405920028687,0.8878288865089417,0.10067179799079896,0.7981209754943848,1.0,0.8171641826629639,46,0.8851140737533569,0.9019020795822144,0.8141210079193115,0.98305082321167,0.8644207715988159,0.47058823704719543,0.8134101629257202,0.8741880655288696,0.08411215245723724,0.9655172228813172,0.8301886916160583,0.8571428656578064,0.8041877746582031,0.25,0.8266288042068481,0.8965517282485962,0.8477486371994019,0.8235293626785278,0.8125,0.8477486371994019,0.1538461595773697,0.8878288865089417,0.8105817437171936,0.8275862336158752,0.9285714030265808,0.95652174949646,1.0,0.9666666388511658,0.8535497188568115,0.8544667959213257,0.615384578704834,0.800000011920929,0.8666666746139526,0.8755722045898438,0.8851140737533569,0.8134101629257202,0.10316631942987442,0.07620041817426682,0.9371069073677064,0.8741880655288696,0.79347825050354,0.09829506278038024,0.5488722324371338,0.8965517282485962
no_init_box_kenn_bottom_up_adapter_bert_ms,2,kjkyx051,0.6666666865348816,1.0,0.8732833862304688,0.8999999761581421,0.7162066102027893,0.6405063271522522,0.0717589259147644,0.8999999761581421,0.8802942037582397,0.4406779706478119,0.8859754800796509,0.8587896227836609,1.0,0.812199056148529,0.8225053548812866,0.07115519046783447,0.7630597352981567,0.8666115999221802,0.01,0.6333333253860474,1.0,0.8280932903289795,0.9005393385887146,0.8600409626960754,0.8962405920028687,0.8902811408042908,0.09998205304145812,0.7573801875114441,1.0,0.7761193513870239,49,0.8886901140213013,0.9005393385887146,0.7982708811759949,0.98305082321167,0.8666115999221802,0.47058823704719543,0.8070883750915527,0.8802540302276611,0.09407665580511092,0.9473683834075928,0.800000011920929,0.8999999761581421,0.7675211429595947,0.25,0.8142246603965759,0.8965517282485962,0.8459259271621704,0.7755101919174194,0.8125,0.8459259271621704,0.17034700512886047,0.8902811408042908,0.769534170627594,0.7200000286102295,0.9285714030265808,1.0,1.0,0.9666666388511658,0.8600409626960754,0.8602305054664612,0.6399999856948853,0.6000000238418579,0.8666666746139526,0.8732833862304688,0.8886901140213013,0.8070883750915527,0.1038622185587883,0.07237300276756287,0.9371069073677064,0.8802540302276611,0.7536231875419617,0.09638135135173798,0.5561497211456299,0.8965517282485962
no_init_box_kenn_hybrid_adapter_bert_ms,1,8z6s8pvy,0.6666666865348816,0.9444444179534912,0.8734914660453796,0.9333333373069764,0.829108715057373,0.8450000286102295,0.0720183327794075,0.9333333373069764,0.8357359766960144,0.741134762763977,0.8458730578422546,0.8587896227836609,0.4677419364452362,0.8138041496276855,0.8064085245132446,0.07132916152477264,0.7649253606796265,0.8841617703437805,0.01,0.6333333253860474,1.0,0.827940821647644,0.9007713198661804,0.895095944404602,0.8962405920028687,0.9071540832519532,0.09996364265680312,0.7606481313705444,0.3799999952316284,0.7798507213592529,50,0.8817759156227112,0.9007713198661804,0.7992314696311951,0.6304348111152649,0.8841617703437805,0.5,0.807595431804657,0.9136279225349426,0.8484848737716675,0.9655172228813172,0.7843137383460999,1.0,0.7704623341560364,0.25,0.7964261770248413,0.8965517282485962,0.8430570363998413,0.4749999940395355,0.8125,0.8430570363998413,0.888888955116272,0.9071540832519532,0.7723159193992615,0.6956522464752197,0.9285714030265808,0.9523809552192688,1.0,0.9666666388511658,0.895095944404602,0.8587896227836609,0.6538461446762085,0.5333333611488342,0.8666666746139526,0.8734914660453796,0.8817759156227112,0.807595431804657,0.10368824005126952,0.07272094488143921,0.9371069073677064,0.9136279225349426,0.7572463750839233,0.09649733453989028,0.7491039037704468,0.8965517282485962
no_init_box_kenn_top_down_adapter_bert_ms,1,em6n75g7,0.800000011920929,0.9473684430122375,0.8764045238494873,0.9333333373069764,0.8102644085884094,0.7858220338821411,0.0768900215625763,0.9666666388511658,0.7644307017326355,0.6463767886161804,0.7816982865333557,0.8587896227836609,0.36250001192092896,0.8362760543823242,0.798833429813385,0.07620041817426682,0.8171641826629639,0.881263792514801,0.01,0.699999988079071,1.0,0.8331004977226257,0.9023950099945068,0.886177122592926,0.8962405920028687,0.9045240879058838,0.10058660060167313,0.8120642900466919,0.328125,0.8320895433425903,50,0.8707113265991211,0.9023950099945068,0.8194043636322021,0.5272727012634277,0.881263792514801,0.529411792755127,0.8155738115310669,0.906663179397583,0.6829268336296082,0.98305082321167,0.75,0.95652174949646,0.8167368173599243,0.25,0.7875279188156128,0.8965517282485962,0.8422411680221558,0.44680848717689514,0.8125,0.8422411680221558,0.7887323498725891,0.9045240879058838,0.8245593309402466,0.8301886916160583,0.8965517282485962,0.7058823704719543,1.0,0.9666666388511658,0.886177122592926,0.8472622632980347,0.6792453527450562,0.7333333492279053,0.8666666746139526,0.8764045238494873,0.8707113265991211,0.8155738115310669,0.10229644924402236,0.07759220898151398,0.9371069073677064,0.906663179397583,0.8079710006713867,0.09893296658992767,0.7181963920593262,0.8813559412956238
no_init_box_kenn_bottom_up_adapter_bert_ms,1,91s0aqxy,0.6666666865348816,0.9444444179534912,0.8730753064155579,0.9333333373069764,0.8244897723197937,0.8388704061508179,0.07132236659526825,0.9333333373069764,0.8308113813400269,0.7288732528686523,0.8414409160614014,0.8587896227836609,0.453125,0.8105939030647278,0.8007404804229736,0.07063326239585876,0.7574626803398132,0.8835543990135193,0.01,0.6000000238418579,1.0,0.8270583748817444,0.9005393385887146,0.8942881226539612,0.8962405920028687,0.9066647291183472,0.09985709190368652,0.7532407641410828,0.3529411852359772,0.7723880410194397,50,0.8810117244720459,0.9005393385887146,0.7963496446609497,0.6170212626457214,0.8835543990135193,0.5,0.8064459562301636,0.9128740429878236,0.8484848737716675,0.9655172228813172,0.7843137383460999,1.0,0.7637956738471985,0.25,0.7901268005371094,0.8965517282485962,0.8420813679695129,0.444444477558136,0.8125,0.8420813679695129,0.888888955116272,0.9066647291183472,0.7648525238037109,0.6956522464752197,0.92592591047287,0.9523809552192688,1.0,0.9666666388511658,0.8942881226539612,0.860230565071106,0.6538461446762085,0.5333333611488342,0.8333333134651184,0.8730753064155579,0.8810117244720459,0.8064459562301636,0.1038622111082077,0.07202505320310593,0.9371069073677064,0.9128740429878236,0.75,0.09614938497543336,0.7392857074737549,0.8771929740905762
no_init_box_kenn_hybrid_adapter_bert_ms,0,jh568cu6,0.7666666507720947,1.0,0.8753641247749329,0.9333333373069764,0.8820512890815735,0.943327248096466,0.07515013217926025,0.9333333373069764,0.9573763012886048,0.9519650936126708,0.9553493857383728,0.8587896227836609,1.0,0.8282504081726074,0.8704715967178345,0.07446068525314331,0.7985074520111084,0.8910303711891174,0.01,0.6666666865348816,1.0,0.8409256339073181,0.9016411900520324,0.9072676301002502,0.8962405920028687,0.9131260514259338,0.10153139382600784,0.7928513288497925,1.0,0.8134328126907349,47,0.9006510972976685,0.9016411900520324,0.8121998310089111,0.98305082321167,0.8910303711891174,0.529411792755127,0.8125925064086914,0.9249072074890136,0.8235294222831726,0.9655172228813172,0.8679245114326477,0.8999999761581421,0.7994451522827148,0.25,0.8673809170722961,0.9508196711540222,0.8543587327003479,0.800000011920929,0.90625,0.8543587327003479,0.875,0.9131260514259338,0.8059009909629822,0.7200000286102295,0.8928571343421936,1.0,1.0,0.9666666388511658,0.9072676301002502,0.8717579245567322,0.692307710647583,0.6000000238418579,0.8333333134651184,0.8753641247749329,0.9006510972976685,0.8125925064086914,0.10525400936603546,0.07585246860980988,0.9371069073677064,0.9249072074890136,0.7898550629615784,0.09806309640407562,0.8633663654327393,0.8620689511299133
