name,instance,run_id,test_incremental/macro_example/precision,test_incremental_building-sports_facility/macro_types/precision,test/micro/precision,threshold_pretraining,test_incremental_building-sports_facility/macro_types/f1,test/micro/f1,test/macro_example/precision,test_incremental_only/macro_example/f1,test_incremental_building/macro_types/recall,test_incremental/micro/f1,test_incremental_only/macro_types/recall,test_incremental_building-theater/macro_types/f1,test_incremental/macro_example_exclusive/recall,test_pretraining/micro/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental_only/macro_types/precision,test_incremental_building-hospital/macro_types/precision,test/macro_types/precision,test_incremental_building-hotel/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental_building-library/macro_types/recall,test_incremental_building-theater/macro_types/recall,test_incremental_building-hospital/macro_types/recall,test_incremental_building-airport/macro_types/precision,test/micro/recall,test_pretraining/macro_example/f1,test_incremental/micro/precision,test_incremental_only/micro/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental/micro/recall,test_pretraining/macro_types/precision,test_pretraining/micro/f1,test_incremental/macro_example_exclusive/precision,test_incremental_building-power_station/macro_types/recall,epoch,threshold_incremental,test/macro_example/recall,test_incremental_only/micro/f1,test_pretraining/macro_example/recall,test_incremental_building-hotel/macro_types/precision,test_incremental_building-restaurant/macro_types/recall,test_incremental/macro_example/f1,test_incremental_building-hospital/macro_types/f1,test_incremental_building-sports_facility/macro_types/recall,test_incremental_building-airport/macro_types/f1,test_incremental_building-power_station/macro_types/f1,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental_building-dam/macro_types/precision,test/macro_example/f1,test_incremental_building-library/macro_types/precision,test_pretraining/micro/recall,test_incremental/macro_types/precision,test_incremental_building-dam/macro_types/f1,test_incremental_building-restaurant/macro_types/f1,test_pretraining/macro_types/f1,test_incremental_only/micro/recall,test_incremental/macro_types/recall,test_pretraining/macro_types/recall,test_incremental/macro_example/recall,test_incremental_building/macro_types/precision,test_incremental_building-theater/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test/macro_types/f1,test_incremental_building-dam/macro_types/recall,test_incremental_building-library/macro_types/f1,test_incremental_building-restaurant/macro_types/precision,test_incremental_building-power_station/macro_types/precision,test/macro_types/recall,test_incremental_building/macro_types/f1,test_incremental_building-hotel/macro_types/recall,test_incremental_building-airport/macro_types/recall,test_incremental/macro_types/f1,test_incremental/macro_example_exclusive/f1
no_init_box_kenn_top_down_adapter_bert_ms,0,48rsvlz3,0.10421016812324524,0.8928571343421936,0.9011528491973876,0.25,0.8620689511299133,0.8895679712295532,0.921450972557068,0.08002179116010666,0.8587896227836609,0.8709942102432251,0.8440359234809875,0.8928570747375488,0.8323726654052734,0.9011528491973876,0.921450972557068,0.07933194190263748,0.8699175715446472,0.6122449040412903,0.8870799541473389,0.8571428656578064,0.8581441044807434,0.9666666388511658,0.8333333134651184,0.9375,1.0,0.8782771825790405,0.9122673273086548,0.8922559022903442,0.8405796885490417,0.8507462739944458,0.8507223129272461,0.8870799541473389,0.8895679712295532,0.8631123304367065,0.5588235259056091,37,0.01,0.9032648801803588,0.8405796885490417,0.9032648801803588,0.9230769276618958,0.7666666507720947,0.10232079774141312,0.7407407760620117,0.8333333134651184,0.98305082321167,0.6909091472625732,0.8567813038825989,0.08072373270988464,0.6829268336296082,0.9122673273086548,1.0,0.8782771825790405,0.8766365051269531,0.7887323498725891,0.8070175051689148,0.8525108695030212,0.8405796885490417,0.8455113768577576,0.8205349445343018,0.1004987210035324,0.9371069073677064,0.9615384340286256,0.8656716346740723,0.8525108695030212,0.9333333373069764,0.98305082321167,0.8518518805503845,0.9047619104385376,0.8205349445343018,0.8962405920028687,0.800000011920929,0.9666666388511658,0.8607926368713379,0.847463846206665
no_init_box_kenn_bottom_up_adapter_bert_ms,0,ubi2hjyj,0.1056019514799118,0.8928571343421936,0.9061828851699828,0.25,0.8620689511299133,0.892011821269989,0.9242634773254396,0.08002179116010666,0.8587896227836609,0.8900084495544434,0.8440359830856323,0.9090909361839294,0.8323726654052734,0.9061828851699828,0.9242634773254396,0.07933194190263748,0.9319255352020264,0.9090909361839294,0.8967019319534302,0.8727272748947144,0.8581441044807434,0.9666666388511658,0.8333333134651184,0.9375,1.0,0.8782771825790405,0.9136435389518738,0.9330986142158508,0.9279999732971193,0.8507462739944458,0.8507223129272461,0.8967019319534302,0.892011821269989,0.8746397495269775,0.5588235259056091,61,0.01,0.9032648801803588,0.8821291923522949,0.9032648801803588,0.959999978542328,0.7666666507720947,0.1029871553182602,0.9230769276618958,0.8333333134651184,0.98305082321167,0.7037037014961243,0.8858060240745544,0.08072373270988464,0.8235294222831726,0.9136435389518738,1.0,0.8782771825790405,0.932443618774414,0.875,0.8070175051689148,0.8569293022155762,0.8405796885490417,0.8455113172531128,0.8205349445343018,0.1004987210035324,0.9371069073677064,1.0,0.8656716346740723,0.8569293022155762,0.9333333373069764,0.98305082321167,0.8518518805503845,0.949999988079071,0.8205349445343018,0.8962405920028687,0.800000011920929,0.9666666388511658,0.8868522047996521,0.8529829382896423
no_init_box_adapter_bert_ms,2,kksbv79z,0.10264439880847932,0.8965517282485962,0.8477954268455505,0.25,0.8813559412956238,0.8617619872093201,0.8685339689254761,0.07654204219579697,0.8587896227836609,0.6933333277702332,0.8087962865829468,0.8518518805503845,0.8179634809494019,0.8477954268455505,0.8685339689254761,0.07585246860980988,0.7671563029289246,1.0,0.8711342811584473,0.7843137383460999,0.8208276629447937,0.9666666388511658,0.7666666507720947,0.8125,1.0,0.8761964440345764,0.8850571513175964,0.5929304361343384,0.39713773131370544,0.8134328126907349,0.8346709609031677,0.8711342811584473,0.8617619872093201,0.85014408826828,0.5,36,0.01,0.9022210836410522,0.5317365527153015,0.9022210836410522,0.9523809552192688,0.7666666507720947,0.10066422075033188,0.8965517282485962,0.8666666746139526,0.98305082321167,0.47887325286865234,0.7874261736869812,0.07724426686763763,0.09006211161613464,0.8850571513175964,1.0,0.8761964440345764,0.7841513752937317,0.16477273404598236,0.6388888359069824,0.8421683311462402,0.804347813129425,0.8137956261634827,0.8150666952133179,0.0987589955329895,0.9371069073677064,0.9583333134651184,0.8283582329750061,0.8421683311462402,0.9666666388511658,0.98305082321167,0.5476190447807312,0.45945945382118225,0.8150666952133179,0.8962405920028687,0.6666666865348816,0.9666666388511658,0.7986985445022583,0.8337433934211731
no_init_box_adapter_bert_ms,1,nkmxxa3d,0.1021224856376648,0.8709677457809448,0.8836721777915955,0.25,0.8852458596229553,0.88044273853302,0.9045464992523192,0.07828191667795181,0.8587896227836609,0.8052147626876831,0.8268246650695801,0.8928570747375488,0.8251680731773376,0.8836721777915955,0.9045464992523192,0.07759220898151398,0.7570053339004517,0.9677419066429138,0.869559109210968,0.42105263471603394,0.8394858837127686,0.9666666388511658,0.8333333134651184,0.9375,0.3186813294887543,0.8772367835044861,0.9036293029785156,0.7709251046180725,0.6253443360328674,0.8320895433425903,0.8426966071128845,0.869559109210968,0.88044273853302,0.8458213210105896,0.47058823704719543,40,0.01,0.9027140140533448,0.7104851603507996,0.9027140140533448,0.3076923191547394,0.7333333492279053,0.10086026042699814,0.952380895614624,0.8999999761581421,0.4793388843536377,0.6274510025978088,0.7903761267662048,0.07898399233818054,0.6304348111152649,0.9036293029785156,1.0,0.8772367835044861,0.7750154733657837,0.7631579041481018,0.7719298005104065,0.8429198265075684,0.8224637508392334,0.8300211429595947,0.817864179611206,0.09962885826826096,0.9371069073677064,0.9615384340286256,0.8470149040222168,0.8429198265075684,0.9666666388511658,0.98305082321167,0.8148148059844971,0.9411764740943908,0.817864179611206,0.8962405920028687,0.6666666865348816,0.9666666388511658,0.801575779914856,0.8353670835494995
no_init_box_adapter_bert_ms,0,xdv92nea,0.10421016812324524,0.8928571343421936,0.9005972743034363,0.25,0.8620689511299133,0.889403760433197,0.9211609959602356,0.08036975562572479,0.8587896227836609,0.8697788715362549,0.8477396965026855,0.8771929740905762,0.8338136076927185,0.9005972743034363,0.9211609959602356,0.07967989146709442,0.862074077129364,0.5882353186607361,0.8858628273010254,0.8571428656578064,0.8618757128715515,0.9666666388511658,0.8333333134651184,0.9375,0.9666666388511658,0.8784852027893066,0.9121694564819336,0.8879598379135132,0.8321428298950195,0.8544776439666748,0.8523274660110474,0.8858628273010254,0.889403760433197,0.8631123304367065,0.5588235259056091,61,0.01,0.903351902961731,0.838129460811615,0.903351902961731,0.9230769276618958,0.800000011920929,0.10241089761257172,0.7228915691375732,0.8333333134651184,0.9666666388511658,0.6909091472625732,0.8548467755317688,0.08107168227434158,0.699999988079071,0.9121694564819336,1.0,0.8784852027893066,0.8695774078369141,0.7999999523162842,0.8275862336158752,0.8522580862045288,0.8442028760910034,0.8488446474075317,0.8211096525192261,0.10067269951105118,0.9371069073677064,0.92592591047287,0.8694030046463013,0.8522580862045288,0.9333333373069764,0.98305082321167,0.8571428656578064,0.9047619104385376,0.8211096525192261,0.8962405920028687,0.800000011920929,0.9666666388511658,0.8590859174728394,0.8482100963592529
no_init_kenn_horizontal_adapter_bert_ms,2,8iqemdaf,0.10450011491775511,0.8181818127632141,0.8962146639823914,0.375,0.8571428060531616,0.8964011073112488,0.914045512676239,0.08124416321516037,0.829971194267273,0.8209538459777832,0.8628131747245789,0.8771929740905762,0.8333332538604736,0.8962146639823914,0.914045512676239,0.08089770376682281,0.7472521662712097,0.7941176295280457,0.879921555519104,0.8771929740905762,0.8712526559829712,0.9666666388511658,0.8333333134651184,0.84375,1.0,0.896587610244751,0.9135087728500366,0.8003048896789551,0.6732954382896423,0.8675373196601868,0.8426966071128845,0.879921555519104,0.8964011073112488,0.8655139207839966,0.5882353186607361,24,0.09,0.912972629070282,0.7547771334648132,0.912972629070282,0.92592591047287,0.8333333134651184,0.10252061486244202,0.8181817531585693,0.8999999761581421,1.0,0.46511632204055786,0.8008855581283569,0.0815935954451561,0.5,0.9135087728500366,0.9666666388511658,0.896587610244751,0.7672637701034546,0.6590908765792847,0.5494505167007446,0.8707348108291626,0.8586956262588501,0.8595290184020996,0.8617379069328308,0.10061470419168472,0.9473684430122375,0.92592591047287,0.875,0.8707348108291626,0.9666666388511658,0.9666666388511658,0.4098360538482666,0.3846153914928436,0.8617379069328308,0.8847925662994385,0.8333333134651184,1.0,0.8107799291610718,0.8491188287734985
no_init_kenn_horizontal_adapter_bert_ms,1,1qrqovvl,0.1050800234079361,0.8709677457809448,0.8924286365509033,0.375,0.8852458596229553,0.8950207829475403,0.9105485677719116,0.08255035430192947,0.829971194267273,0.8122605681419373,0.879330039024353,0.8620689511299133,0.8400576114654541,0.8924286365509033,0.9105485677719116,0.08246346563100815,0.7437859773635864,0.8571428656578064,0.8793837428092957,0.5473684072494507,0.8852601647377014,0.9666666388511658,0.8333333134651184,0.9375,0.9375,0.8976279497146606,0.9120047092437744,0.7771260738372803,0.6402116417884827,0.8843283653259277,0.8507223129272461,0.8793837428092957,0.8950207829475403,0.8703169822692871,0.6764705777168274,48,0.1,0.9134655594825744,0.7400611042976379,0.9134655594825744,0.4000000059604645,0.8333333134651184,0.10322099179029463,0.89552241563797,0.8999999761581421,0.9677419066429138,0.3770491480827331,0.8058984875679016,0.08263743668794632,0.75,0.9120047092437744,0.9666666388511658,0.8976279497146606,0.764144241809845,0.8181817531585693,0.7936508059501648,0.8717770576477051,0.8768116235733032,0.8743941783905029,0.8643008470535278,0.10142658650875092,0.9473684430122375,0.8928571343421936,0.8861939907073975,0.8717770576477051,0.8999999761581421,0.9666666388511658,0.7575757503509521,0.2613636255264282,0.8643008470535278,0.8847925662994385,0.8666666746139526,1.0,0.8155601620674133,0.8549196124076843
no_init_kenn_horizontal_adapter_bert_ms,0,1tkm6bwn,0.10081768035888672,0.692307710647583,0.8373715877532959,0.375,0.782608687877655,0.8670346736907959,0.8692588806152344,0.08472511917352676,0.829971194267273,0.6576686501502991,0.9021922945976256,0.5416666865348816,0.8491834998130798,0.8373715877532959,0.8692588806152344,0.08472512662410736,0.47101426124572754,0.3229166567325592,0.8370571136474609,0.5510203838348389,0.908582091331482,0.9666666388511658,0.8666666746139526,0.96875,0.7692307829856873,0.898876428604126,0.8911586403846741,0.532274067401886,0.3527738153934479,0.908582091331482,0.8603531122207642,0.8370571136474609,0.8670346736907959,0.8350143432617188,0.6176470518112183,27,0.01,0.9141904711723328,0.5066394805908203,0.9141904711723328,0.3970588147640228,0.8999999761581421,0.10166585445404051,0.4843749701976776,0.8999999761581421,0.8695651888847351,0.1735537052154541,0.6189097166061401,0.08472511917352676,0.3658536672592163,0.8911586403846741,0.8055555820465088,0.898876428604126,0.518649697303772,0.5357142686843872,0.5454545021057129,0.8521747589111328,0.8985507488250732,0.894970178604126,0.8678484559059143,0.1025284081697464,0.9473684430122375,0.3939394056797027,0.908582091331482,0.8521747589111328,1.0,0.8787878155708313,0.3913043439388275,0.10096153616905212,0.8678484559059143,0.8847925662994385,0.8999999761581421,1.0,0.6567196846008301,0.8420392870903015
smart_init_box_kenn_hybrid_adapter_bert_ms,2,rqw937ss,0.020648175850510597,0.08605341613292694,0.5681939721107483,0.25,0.1580381542444229,0.6912795305252075,0.8448355197906494,0.017774205654859543,0.8587896227836609,0.27520638704299927,0.9142156839370728,0.15135134756565094,0.8573486804962158,0.5681939721107483,0.8448355197906494,0.08489909768104553,0.08247388899326324,0.0830860510468483,0.7648904323577881,0.15258856117725372,0.1906084567308426,0.8333333134651184,0.9333333373069764,0.875,0.08605341613292694,0.882438600063324,0.8741288185119629,0.16301126778125763,0.08246073126792908,0.9104477167129515,0.8828250169754028,0.7648904323577881,0.6912795305252075,0.1710168719291687,0.8529411554336548,9,0.01,0.9055265784263612,0.15126049518585205,0.9055265784263612,0.0830860510468483,0.9333333373069764,0.034428782761096954,0.1517615020275116,0.9666666388511658,0.1580381542444229,0.1538461595773697,0.15129871666431427,0.00992615707218647,0.08235294371843338,0.8741288185119629,0.07309941202402115,0.882438600063324,0.16793718934059143,0.15135134756565094,0.15013404190540314,0.7967710494995117,0.91304349899292,0.908673107624054,0.8314248919487,0.10351426899433136,0.9371069073677064,0.08235294371843338,0.10644692927598952,0.7967710494995117,0.9333333373069764,0.1344085931777954,0.08163265138864517,0.08454810827970505,0.8314248919487,0.8962405920028687,0.9333333373069764,0.9666666388511658,0.2834823429584503,0.2851536273956299
smart_init_box_kenn_top_down_adapter_bert_ms,2,wcjuxh2d,0.01986778154969215,0.04559748247265816,0.41826215386390686,0.25,0.08708707988262177,0.5683410167694092,0.7679262757301331,0.01880154386162758,0.8587896227836609,0.16939564049243927,0.9819172024726868,0.08605341613292694,0.8847262263298035,0.41826215386390686,0.7679262757301331,0.0915100872516632,0.04691391438245773,0.05039370059967041,0.7593724727630615,0.08408407866954803,0.2016254961490631,1.0,0.9666666388511658,1.0,0.04709576070308685,0.8863919973373413,0.8319474458694458,0.0933552086353302,0.04691015928983688,0.9813432693481444,0.9133226275444032,0.7593724727630615,0.5683410167694092,0.16455331444740295,0.970588207244873,9,0.01,0.907614290714264,0.08954238146543503,0.907614290714264,0.044025156646966934,1.0,0.03350403159856796,0.09595202654600143,0.9666666388511658,0.08995501697063446,0.09734513610601424,0.08954935520887375,0.010477074421942234,0.04665629938244819,0.8319474458694458,0.04672897234559059,0.8863919973373413,0.13593322038650513,0.08915305137634277,0.08695653080940247,0.7985231876373291,0.9818840622901917,0.9696044921875,0.8419302701950073,0.1068197637796402,0.9371069073677064,0.04503105580806732,0.11235488951206209,0.7985231876373291,1.0,0.0892857164144516,0.04545454680919647,0.05124223604798317,0.8419302701950073,0.8962405920028687,0.9333333373069764,1.0,0.2384386509656906,0.2774944603443146
smart_init_box_kenn_bottom_up_adapter_bert_ms,2,c6a8m6yt,0.02059073746204376,0.08529412001371384,0.5659193992614746,0.25,0.15675675868988037,0.6895934343338013,0.8437074422836304,0.01752898469567299,0.8587896227836609,0.27315619587898254,0.9142156839370728,0.15013404190540314,0.8573486804962158,0.5659193992614746,0.8437074422836304,0.08489909768104553,0.08166542649269104,0.08235294371843338,0.7647649645805359,0.15135134756565094,0.1879787445068359,0.800000011920929,0.9333333373069764,0.875,0.08529412001371384,0.882438600063324,0.8735462427139282,0.1615746170282364,0.08165910840034485,0.9104477167129515,0.8828250169754028,0.7647649645805359,0.6895934343338013,0.17054115235805511,0.8529411554336548,9,0.01,0.9055730104446412,0.14991077780723572,0.9055730104446412,0.08235294371843338,0.9333333373069764,0.03434889763593674,0.1505376398563385,0.9666666388511658,0.15675675868988037,0.15223097801208496,0.1499372124671936,0.009773447178304195,0.08405797183513641,0.8735462427139282,0.06997084617614746,0.882438600063324,0.16720956563949585,0.15466667711734772,0.14814814925193787,0.796703040599823,0.91304349899292,0.908673107624054,0.8314248323440552,0.10351426899433136,0.9371069073677064,0.08163265138864517,0.10480928421020508,0.796703040599823,0.9666666388511658,0.12868632376194,0.08045977354049683,0.08357349038124084,0.8314248323440552,0.8962405920028687,0.9333333373069764,0.9666666388511658,0.2824450135231018,0.28449201583862305
smart_init_box_kenn_hybrid_adapter_bert_ms,1,vab7ph4v,0.020459290593862537,0.08146067708730698,0.5563269853591919,0.25,0.1502590775489807,0.6827974319458008,0.8398641347885132,0.017896801233291626,0.8587896227836609,0.26685866713523865,0.9355120062828064,0.14470283687114716,0.8659942150115967,0.5563269853591919,0.8398641347885132,0.08698678016662598,0.07997816801071167,0.08963585644960403,0.7645031213760376,0.14432989060878754,0.1919231414794922,0.800000011920929,0.9333333373069764,1.0,0.08379888534545898,0.8836870789527893,0.8717502355575562,0.15688487887382507,0.0799752026796341,0.932835817337036,0.8924558758735657,0.7645031213760376,0.6827974319458008,0.1694524586200714,0.8529411554336548,9,0.01,0.9061529040336608,0.14734436571598053,0.9061529040336608,0.07821229100227356,0.9666666388511658,0.03422219306230545,0.16452442109584808,0.9666666388511658,0.15463918447494507,0.14720812439918518,0.1473584622144699,0.009974483400583267,0.08077994734048843,0.8717502355575562,0.0670391097664833,0.8836870789527893,0.1656910479068756,0.14910025894641876,0.14758269488811493,0.7980743646621704,0.93478262424469,0.9278397560119628,0.8347294926643372,0.10455811023712158,0.9371069073677064,0.0784313753247261,0.10696516931056976,0.7980743646621704,0.9666666388511658,0.12371134012937546,0.07988980412483215,0.08055555820465088,0.8347294926643372,0.8962405920028687,0.9333333373069764,1.0,0.2811713218688965,0.2834426164627075
smart_init_box_kenn_top_down_adapter_bert_ms,1,sz7b23z6,0.021841414272785187,0.05390334501862526,0.45877012610435486,0.25,0.10211267322301865,0.6038836240768433,0.7971163988113403,0.017775386571884155,0.8587896227836609,0.19149671494960785,0.9289760589599608,0.10193321108818054,0.8631123900413513,0.45877012610435486,0.7971163988113403,0.0862908810377121,0.05284865573048592,0.05959031730890274,0.7602933645248413,0.09841827303171158,0.19062112271785736,0.9666666388511658,0.9666666388511658,1.0,0.05576208233833313,0.8832709193229675,0.8479844927787781,0.10730195790529252,0.05283797904849053,0.925373077392578,0.8892455697059631,0.7602933645248413,0.6038836240768433,0.18089976906776428,0.7941176295280457,6,0.01,0.9057875275611876,0.09998047351837158,0.9057875275611876,0.051948051899671555,0.800000011920929,0.03611374646425247,0.11247803270816804,0.9666666388511658,0.10563381016254424,0.09440559893846512,0.10000794380903244,0.009908207692205906,0.05214152857661247,0.8479844927787781,0.05410447716712952,0.8832709193229675,0.14127448201179504,0.09876543283462524,0.08376964181661606,0.7953133583068848,0.9275362491607666,0.9219573736190796,0.8337153196334839,0.10421016812324524,0.9371069073677064,0.05380333960056305,0.106254443526268,0.7953133583068848,0.9333333373069764,0.10247349739074708,0.0441988967359066,0.05018587410449982,0.8337153196334839,0.8962405920028687,0.9333333373069764,1.0,0.24500593543052673,0.29910919070243835
smart_init_box_kenn_bottom_up_adapter_bert_ms,1,ppzjph0r,0.02069125697016716,0.08011049777269363,0.5535574555397034,0.25,0.1479591727256775,0.6807692646980286,0.8389308452606201,0.017997507005929947,0.8587896227836609,0.26479676365852356,0.9392157196998596,0.1428571492433548,0.867435097694397,0.5535574555397034,0.8389308452606201,0.08733472228050232,0.07930424064397812,0.0883977934718132,0.7643985748291016,0.14249363541603088,0.1930031180381775,0.800000011920929,0.9333333373069764,1.0,0.08264462649822235,0.8838951587677002,0.8713008165359497,0.1554129421710968,0.07930190116167068,0.9365671277046204,0.8940609693527222,0.7643985748291016,0.6807692646980286,0.1713736653327942,0.8529411554336548,9,0.01,0.9062688946723938,0.146245077252388,0.9062688946723938,0.07713498920202255,0.9666666388511658,0.034555584192276,0.1624365597963333,0.9666666388511658,0.15267175436019895,0.1460957229137421,0.1462588608264923,0.010032474994659424,0.08264462649822235,0.8713008165359497,0.06611569970846176,0.8838951587677002,0.16508451104164124,0.15267175436019895,0.14683543145656586,0.7982799410820007,0.9384058117866516,0.9311730861663818,0.8353042006492615,0.10473208129405975,0.9371069073677064,0.07734806835651398,0.1075870618224144,0.7982799410820007,1.0,0.1221374049782753,0.07945205271244049,0.07988980412483215,0.8353042006492615,0.8962405920028687,0.9333333373069764,1.0,0.28044915199279785,0.2862038314342499
smart_init_box_kenn_hybrid_adapter_bert_ms,0,d4wd3l9x,0.02609037235379219,0.09183673560619354,0.5970866680145264,0.25,0.1666666716337204,0.7109538912773132,0.8560617566108704,0.016802486032247543,0.8587896227836609,0.29467257857322693,0.8460239768028259,0.17230769991874695,0.8309317827224731,0.5970866680145264,0.8560617566108704,0.0786360502243042,0.08748684078454971,0.0942760929465294,0.7656682729721069,0.16564416885375977,0.18018785119056704,0.6333333253860474,0.9333333373069764,0.875,0.09121621400117874,0.8784852027893066,0.8791866302490234,0.17812813818454742,0.08749530464410782,0.8432835340499878,0.8523274660110474,0.7656682729721069,0.7109538912773132,0.21609143912792209,0.7058823704719543,9,0.02,0.9035954475402832,0.15855732560157776,0.9035954475402832,0.09121621400117874,0.8999999761581421,0.04141134396195412,0.1702127754688263,0.8999999761581421,0.16564416885375977,0.14457830786705017,0.15857549011707306,0.00940616987645626,0.0875420868396759,0.8791866302490234,0.06462585180997849,0.8784852027893066,0.17244885861873627,0.15902140736579895,0.16564416885375977,0.7922964096069336,0.8442028760910034,0.8473005294799805,0.8208434581756592,0.10032474994659424,0.9371069073677064,0.09491525590419768,0.10087064653635024,0.7922964096069336,0.8666666746139526,0.11728394776582718,0.09121621400117874,0.08053690940141678,0.8208434581756592,0.8962405920028687,0.8999999761581421,0.8999999761581421,0.2865723669528961,0.34298619627952576
smart_init_box_kenn_top_down_adapter_bert_ms,0,zex0u44q,0.019635817036032677,0.05360443517565727,0.4568789601325989,0.25,0.10157617926597597,0.6026776432991028,0.7959831953048706,0.018383972346782684,0.8587896227836609,0.19267623126506803,0.9610021710395812,0.1008695662021637,0.8760806322097778,0.4568789601325989,0.7959831953048706,0.08942241221666336,0.054047711193561554,0.05860805884003639,0.7604794502258301,0.0973912999033928,0.19714751839637756,1.0,0.9666666388511658,1.0,0.05535055324435234,0.8851435780525208,0.8478500247001648,0.10783375054597856,0.05404854193329811,0.95895516872406,0.903691828250885,0.7604794502258301,0.6026776432991028,0.1626320779323578,0.8823529481887817,6,0.01,0.906947374343872,0.1023363545536995,0.906947374343872,0.05137614533305168,0.9666666388511658,0.033122844994068146,0.11072664707899094,0.9666666388511658,0.10489510744810104,0.10327021777629852,0.1023397296667099,0.010245109908282757,0.05156537890434265,0.8478500247001648,0.05504587292671203,0.8851435780525208,0.1423536241054535,0.09773124754428864,0.1001727133989334,0.7976698875427246,0.9601449370384216,0.9507809281349182,0.8386848568916321,0.10577592253684998,0.9371069073677064,0.05321101099252701,0.10986733436584473,0.7976698875427246,0.9333333373069764,0.1043478325009346,0.05282331630587578,0.054844606667757034,0.8386848568916321,0.8962405920028687,0.9333333373069764,1.0,0.2476312071084976,0.2743372619152069
smart_init_box_kenn_bottom_up_adapter_bert_ms,0,b31wu87u,0.03947846591472626,0.10852713137865068,0.617516279220581,0.25,0.1944444477558136,0.7213085889816284,0.8635616898536682,0.012404807843267918,0.8587896227836609,0.29015544056892395,0.6517020463943481,0.18685120344161987,0.758405327796936,0.617516279220581,0.8635616898536682,0.061934586614370346,0.0761803686618805,0.1034482792019844,0.7639138698577881,0.14482758939266205,0.13302768766880035,0.800000011920929,0.8999999761581421,0.84375,0.10810811072587968,0.8670411705970764,0.8800981044769287,0.1790820211172104,0.07606837898492813,0.6641790866851807,0.7640449404716492,0.7639138698577881,0.7213085889816284,0.3269772529602051,0.0882352963089943,6,0.01,0.897280216217041,0.1360856294631958,0.897280216217041,0.08076923340559006,0.6000000238418579,0.05517073720693588,0.18430034816265103,0.9333333373069764,0.193771630525589,0.020338980481028557,0.13641463220119476,0.006892666220664978,0.007662835065275431,0.8800981044769287,0.09266409277915956,0.8670411705970764,0.16227301955223083,0.013745704665780067,0.12328766286373138,0.7770713567733765,0.6449275612831116,0.6724108457565308,0.7906900644302368,0.09156808257102966,0.9371069073677064,0.1042471006512642,0.07391613721847534,0.7770713567733765,0.06666667014360428,0.1660899668931961,0.06870228797197342,0.01149425283074379,0.7906900644302368,0.8962405920028687,0.699999988079071,0.9333333373069764,0.2614502012729645,0.4569472670555115
smart_init_box_adapter_bert_ms,2,i7wajwcj,0.02020026370882988,0.05282331630587578,0.45436084270477295,0.25,0.1001727133989334,0.6003389358520508,0.7942861318588257,0.01822495833039284,0.8587896227836609,0.19018509984016416,0.9498910903930664,0.09999999403953552,0.8717579245567322,0.45436084270477295,0.7942861318588257,0.08837857097387314,0.05295699089765549,0.058394160121679306,0.760310173034668,0.0968858078122139,0.19544225931167605,0.9666666388511658,0.9666666388511658,1.0,0.054644808173179626,0.8845193386077881,0.8467346429824829,0.10634257644414902,0.05295068770647049,0.9477611780166626,0.898876428604126,0.760310173034668,0.6003389358520508,0.1673070788383484,0.8823529481887817,6,0.01,0.9065994024276732,0.10030627250671388,0.9065994024276732,0.051094889640808105,0.8666666746139526,0.03389535844326019,0.11034481972455978,0.9666666388511658,0.10362694412469864,0.10256410390138626,0.10032103210687636,0.010160055942833424,0.05272727087140083,0.8467346429824829,0.05282331630587578,0.8845193386077881,0.1413719803094864,0.09999999403953552,0.0890410989522934,0.7967962622642517,0.9492753744125366,0.9407808780670166,0.8369606733322144,0.10525400191545486,0.9371069073677064,0.05272727087140083,0.10895521938800812,0.7967962622642517,0.9666666388511658,0.1001727133989334,0.04693140834569931,0.05444646254181862,0.8369606733322144,0.8962405920028687,0.9333333373069764,1.0,0.24580642580986023,0.2807356119155884
smart_init_box_adapter_bert_ms,1,42vwpm6b,0.02127503417432308,0.053308822214603424,0.4560292065143585,0.25,0.10104529559612274,0.601600706577301,0.795218288898468,0.017904581502079964,0.8587896227836609,0.1902155429124832,0.9359477758407592,0.1006944552063942,0.8659942150115967,0.4560292065143585,0.795218288898468,0.08698678016662598,0.0526084266602993,0.05871559679508209,0.7602561712265015,0.09756097942590714,0.19200657308101657,0.9666666388511658,0.9666666388511658,1.0,0.05514705926179886,0.8836870789527893,0.8470106720924377,0.10645223408937454,0.05259938910603523,0.9328357577323914,0.8924558758735657,0.7602561712265015,0.601600706577301,0.1762087643146515,0.8235294222831726,6,0.01,0.9060195088386536,0.09959468245506288,0.9060195088386536,0.05147058889269829,0.8333333134651184,0.03535598888993263,0.1109185442328453,0.9666666388511658,0.10452961921691896,0.0968858152627945,0.09961748123168944,0.009979316964745522,0.05147058889269829,0.8470106720924377,0.05340699851512909,0.8836870789527893,0.1410582810640335,0.09756097942590714,0.08605851978063583,0.7957849502563477,0.93478262424469,0.9282318949699402,0.8347970843315125,0.10455811023712158,0.9371069073677064,0.053113553673028946,0.10701699554920197,0.7957849502563477,0.9333333373069764,0.10122164338827132,0.04537205025553703,0.05147058889269829,0.8347970843315125,0.8962405920028687,0.9333333373069764,1.0,0.2449003905057907,0.2928331196308136
