name,instance,run_id,epoch,test/micro/precision,test_pretraining/micro/recall,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,test_pretraining/macro_example/precision,test_incremental_CONTACT_INFO-url/macro_types/precision,test/macro_example/f1,test_incremental_only/macro_example/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/precision,test_pretraining/macro_types/precision,test_incremental/macro_example_exclusive/recall,test_incremental/macro_example_exclusive/precision,test_incremental/macro_example/f1,test_pretraining/macro_example/recall,test_incremental_only/macro_types/recall,test/macro_types/f1,test_incremental/micro/recall,test_pretraining/macro_types/f1,test/micro/f1,test/macro_example/recall,test_pretraining/micro/precision,test_incremental_CONTACT_INFO/macro_types/precision,test_incremental_only/micro/recall,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/micro/precision,test_incremental_CONTACT_INFO/macro_types/f1,test_incremental_only/macro_example_exclusive/recall,test_pretraining/macro_types/recall,test_incremental/macro_example/precision,test_incremental/micro/f1,test_pretraining/micro/f1,threshold_pretraining,test/macro_types/precision,threshold_incremental,test_incremental/macro_types/f1,test_incremental/macro_types/recall,test_incremental_only/macro_example/recall,test_incremental_only/macro_example/f1,test/macro_types/recall,test/macro_example/precision,test_pretraining/macro_example/f1,test_incremental_CONTACT_INFO-url/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental_CONTACT_INFO-url/macro_types/recall,test/micro/recall,test_incremental_only/micro/f1,test_incremental_only/macro_types/precision,test_incremental_CONTACT_INFO/macro_types/recall
no_init_kenn_hybrid_adapter_bert_ms,0,q3wjpl4t,37,0.7839065790176392,0.8722021579742432,0.7792208194732666,0.02733270451426506,0.8161325454711914,0.6382978558540344,0.8380311727523804,0.02827521041035652,1.0,0.6373626589775085,0.8024245500564575,0.9666666984558104,1.0,0.02779597043991089,0.8611372709274292,1.0,0.8435993790626526,0.9666666388511658,0.8435993790626526,0.8257006406784058,0.8611372709274292,0.7839065790176392,0.6363636255264282,1.0,0.6373307704925537,0.9830508828163148,0.6382978558540344,0.7567567229270935,1.0,0.889228343963623,0.02827521041035652,0.7682119607925415,0.8257006406784058,0.25,0.8024245500564575,0.26,0.7681887745857239,0.9666666984558104,0.02827521041035652,0.02827521041035652,0.889228343963623,0.8161325454711914,0.8380311727523804,0.7792208194732666,1.0,1.0,0.8722021579742432,0.7792208194732666,0.6382978558540344,0.9333333373069764
no_init_kenn_top_down_adapter_bert_ms,0,qf0fwa29,35,0.7828904986381531,0.8722021579742432,0.7594937086105347,0.02733270451426506,0.8151900768280029,0.6122449040412903,0.8375339508056641,0.02827521041035652,1.0,0.6236559152603149,0.8008920550346375,0.9666666984558104,1.0,0.02779597043991089,0.8611372709274292,1.0,0.842751681804657,0.9666666388511658,0.842751681804657,0.8251366019248962,0.8611372709274292,0.7828904986381531,0.6363636255264282,1.0,0.6243042945861816,0.9830508828163148,0.6122449040412903,0.7567567229270935,1.0,0.889228343963623,0.02827521041035652,0.758169949054718,0.8251366019248962,0.25,0.8008920550346375,0.23,0.7586488723754883,0.9666666984558104,0.02827521041035652,0.02827521041035652,0.889228343963623,0.8151900768280029,0.8375339508056641,0.7594937086105347,1.0,1.0,0.8722021579742432,0.7594937086105347,0.6122449040412903,0.9333333373069764
no_init_kenn_horizontal_adapter_bert_ms,0,pzu5qv9r,39,0.7704081535339355,0.8722021579742432,0.5769230723381042,0.02733270451426506,0.8045083284378052,0.4054054021835327,0.8318601846694946,0.02827521041035652,1.0,0.49152541160583496,0.7887250185012817,0.9666666984558104,1.0,0.02779597043991089,0.8611372709274292,1.0,0.8359668254852295,0.9666666388511658,0.8359668254852295,0.8181509971618652,0.8611372709274292,0.7704081535339355,0.6363636255264282,1.0,0.5208845138549805,0.9830508828163148,0.4054054021835327,0.7567567229270935,1.0,0.889228343963623,0.02827521041035652,0.651685357093811,0.8181509971618652,0.25,0.7887250185012817,0.01,0.67698073387146,0.9666666984558104,0.02827521041035652,0.02827521041035652,0.889228343963623,0.8045083284378052,0.8318601846694946,0.5769230723381042,1.0,1.0,0.8722021579742432,0.5769230723381042,0.4054054021835327,0.9333333373069764
no_init_kenn_bottom_up_adapter_bert_ms,0,dhvy7dzd,39,0.7828904986381531,0.8722021579742432,0.7594937086105347,0.02733270451426506,0.8151900768280029,0.6122449040412903,0.8375339508056641,0.02827521041035652,1.0,0.6236559152603149,0.8008920550346375,0.9666666984558104,1.0,0.02779597043991089,0.8611372709274292,1.0,0.842751681804657,0.9666666388511658,0.842751681804657,0.8251366019248962,0.8611372709274292,0.7828904986381531,0.6363636255264282,1.0,0.6243042945861816,0.9830508828163148,0.6122449040412903,0.7567567229270935,1.0,0.889228343963623,0.02827521041035652,0.758169949054718,0.8251366019248962,0.25,0.8008920550346375,0.060000000000000005,0.7586488723754883,0.9666666984558104,0.02827521041035652,0.02827521041035652,0.889228343963623,0.8151900768280029,0.8375339508056641,0.7594937086105347,1.0,1.0,0.8722021579742432,0.7594937086105347,0.6122449040412903,0.9333333373069764
smart_init_box_adapter_bert_ms,2,v3mcki5t,5,0.7975871562957764,0.8592057824134827,0.7741935849189758,0.02450518310070038,0.8287778496742249,0.75,0.8406230807304382,0.022620169445872307,0.8000000715255737,0.7323943376541138,0.8283456563949585,0.8666667342185974,0.9333333969116212,0.02541278302669525,0.8528118133544922,0.800000011920929,0.8483808040618896,0.8666666746139526,0.8483808040618896,0.827250599861145,0.8528118133544922,0.7975871562957764,0.7179487347602844,0.800000011920929,0.7339743375778198,0.898765504360199,0.75,0.8115941882133484,0.8000000715255737,0.8694092035293579,0.02639019675552845,0.7938931584358215,0.827250599861145,0.175,0.8283456563949585,0.5700000000000001,0.7948204278945923,0.8666666746139526,0.022620169445872307,0.022620169445872307,0.8694092035293579,0.8287778496742249,0.8406230807304382,0.7741935849189758,0.8000000715255737,0.800000011920929,0.8592057824134827,0.7741935849189758,0.75,0.9333333373069764
smart_init_box_adapter_bert_ms,1,c124n028,5,0.7985125184059143,0.85270756483078,0.6122449040412903,0.020263900980353355,0.8280709981918335,0.7894737124443054,0.8385784029960632,0.01413760520517826,0.5000000596046448,0.7413793206214905,0.8306676149368286,0.7166666984558105,0.9333333969116212,0.02292481809854507,0.849355936050415,0.5,0.8410826325416565,0.7166666388511658,0.8410826325416565,0.8247206807136536,0.849355936050415,0.7985125184059143,0.7179487347602844,0.5,0.7537112236022949,0.8107745051383972,0.7894737124443054,0.8115941882133484,0.5000000596046448,0.8517621159553528,0.02639019675552845,0.7288135290145874,0.8247206807136536,0.175,0.8306676149368286,0.73,0.734722375869751,0.7166666984558105,0.01413760520517826,0.01413760520517826,0.8517621159553528,0.8280709981918335,0.8385784029960632,0.6122449040412903,0.5000000596046448,0.5,0.85270756483078,0.6122449040412903,0.7894737124443054,0.9333333373069764
smart_init_box_adapter_bert_ms,0,34wpaz5e,10,0.7965310215950012,0.8620938658714294,0.8115941882133484,0.02639019675552845,0.8286207914352417,0.7179487347602844,0.8414567708969116,0.02639019675552845,0.9333333969116212,0.7179487347602844,0.8264603018760681,0.9333333969116212,0.9333333969116212,0.02639019675552845,0.8546968102455139,0.9333333373069764,0.8510991334915161,0.9333333373069764,0.8510991334915161,0.8280166387557983,0.8546968102455139,0.7965310215950012,0.7179487347602844,0.9333333373069764,0.7179487347602844,0.9333333969116212,0.7179487347602844,0.8115941882133484,0.9333333969116212,0.8772523403167725,0.02639019675552845,0.8115941882133484,0.8280166387557983,0.175,0.8264603018760681,0.3,0.8115941882133484,0.9333333373069764,0.02639019675552845,0.02639019675552845,0.8772523403167725,0.8286207914352417,0.8414567708969116,0.8115941882133484,0.9333333969116212,0.9333333373069764,0.8620938658714294,0.8115941882133484,0.7179487347602844,0.9333333373069764
smart_init_classifier_adapter_bert_ms,2,h4u5a8tc,5,0.7865095138549805,0.8671480417251587,0.7301586866378784,0.024033930152654648,0.8157398700714111,0.6969696879386902,0.8364835381507874,0.021677661687135696,0.7666667699813843,0.6623376607894897,0.805875837802887,0.8500000238418579,0.9333333969116212,0.025157008320093155,0.8583097457885742,0.7666666507720947,0.8392477035522461,0.8500000238418579,0.8392477035522461,0.8248626589775085,0.8583097457885742,0.7865095138549805,0.6363636255264282,0.7666666507720947,0.6666666269302368,0.8897196650505066,0.6969696879386902,0.7567567229270935,0.7666667699813843,0.87550288438797,0.02639019675552845,0.7445255517959595,0.8248626589775085,0.25,0.805875837802887,0.65,0.7472527623176575,0.8500000238418579,0.021677661687135696,0.021677661687135696,0.87550288438797,0.8157398700714111,0.8364835381507874,0.7301586866378784,0.7666667103767395,0.7666666507720947,0.8671480417251587,0.7301586866378784,0.6969696879386902,0.9333333373069764
smart_init_classifier_adapter_bert_ms,1,oef1p4ce,5,0.7870672941207886,0.8700361251831055,0.8059700727462769,0.02591894194483757,0.8161325454711914,0.7297297120094299,0.8373610973358154,0.02544768899679184,0.9000000953674316,0.6790123581886292,0.8078029155731201,0.9166667461395264,0.9333333969116212,0.026152445003390312,0.8597235083580017,0.8999999761581421,0.8438871502876282,0.9166666865348816,0.8438871502876282,0.8264746069908142,0.8597235083580017,0.7870672941207886,0.6363636255264282,0.8999999761581421,0.6830466985702515,0.9249250292778016,0.7297297120094299,0.7567567229270935,0.9000000953674316,0.8833460211753845,0.02639019675552845,0.7801418304443359,0.8264746069908142,0.25,0.8078029155731201,0.63,0.7827978730201721,0.9166666269302368,0.02544768899679184,0.02544768713414669,0.8833460211753845,0.8161325454711914,0.8373610973358154,0.8059700727462769,0.9000000953674316,0.8999999761581421,0.8700361251831055,0.8059700727462769,0.7297297120094299,0.9333333373069764
smart_init_classifier_adapter_bert_ms,0,ymhmwm3h,5,0.7880184054374695,0.8642598986625671,0.6909090876579285,0.022148914635181427,0.8157398700714111,0.7599999904632568,0.8358862996101379,0.017907634377479553,0.6333333849906921,0.6811594367027283,0.8095835447311401,0.783333420753479,0.9333333969116212,0.02408425882458687,0.8570530414581299,0.6333333253860474,0.8376162052154541,0.7833333611488342,0.8376162052154541,0.824380099773407,0.8570530414581299,0.7880184054374695,0.6363636255264282,0.6333333253860474,0.6981818079948425,0.8517799973487854,0.7599999904632568,0.7567567229270935,0.6333333849906921,0.8676597476005554,0.02639019675552845,0.7286822199821472,0.824380099773407,0.25,0.8095835447311401,0.68,0.7383103966712952,0.7833333015441895,0.017907634377479553,0.017907634377479553,0.8676597476005554,0.8157398700714111,0.8358862996101379,0.6909090876579285,0.6333333849906921,0.6333333253860474,0.8642598986625671,0.6909090876579285,0.7599999904632568,0.9333333373069764
