name,instance,run_id,test_pretraining/macro_example/f1,test_pretraining/macro_types/recall,test_pretraining/micro/f1,test_incremental_CONTACT_INFO/macro_types/f1,test_incremental_CONTACT_INFO/macro_types/recall,test_incremental_only/macro_example/precision,test/macro_types/f1,test_incremental/macro_types/recall,test/macro_example/recall,test_incremental/micro/f1,test_incremental_only/macro_example_exclusive/recall,test/micro/recall,test_incremental_CONTACT_INFO-url/macro_types/precision,test/micro/f1,test_incremental/macro_types/f1,test_incremental/macro_types/precision,test_incremental_CONTACT_INFO-url/macro_types/f1,epoch,test/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental/macro_example/recall,threshold_incremental,test_pretraining/micro/precision,test_incremental_only/micro/precision,test_pretraining/macro_example/recall,test/macro_types/recall,test_pretraining/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test/macro_example/precision,test_incremental/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental/micro/recall,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,test_incremental_CONTACT_INFO/macro_types/precision,threshold_pretraining,test_incremental_only/micro/recall,test_incremental/macro_example/precision,test_incremental_only/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_example_exclusive/recall,test_pretraining/micro/recall,test_incremental_only/micro/f1,test_incremental_only/macro_example/f1,test_incremental_CONTACT_INFO-url/macro_types/recall,test/macro_example/f1,test_incremental/micro/precision,test_pretraining/macro_types/precision,test_incremental_only/macro_types/recall,test/micro/precision
no_init_box_kenn_top_down_adapter_bert_ms,0,3cgmivvz,0.8397947549819946,0.8713699579238892,0.8259361982345581,0.8115941882133484,0.9333333373069764,0.023562675341963768,0.8459311127662659,0.8833333253860474,0.8534401655197144,0.7681159377098083,0.8333333730697632,0.859927773475647,0.6410256624221802,0.8259361982345581,0.7681159377098083,0.6794872283935547,0.7246376276016235,33,0.8219354152679443,0.023562675341963768,0.02497643604874611,0.01,0.7945296764373779,0.6410256624221802,0.8534401655197144,0.8713699579238892,0.8459311127662659,0.833333432674408,0.8265787363052368,0.025663860142230988,0.7246376276016235,0.8833333253860474,0.8265787363052368,0.9076452851295472,0.9333333969116212,0.7179487347602844,0.175,0.8333333134651184,0.02639019675552845,0.6410256624221802,0.8333333730697632,0.8833333849906921,0.859927773475647,0.7246376276016235,0.023562675341963768,0.8333333134651184,0.8397947549819946,0.6794871687889099,0.8219354152679443,0.8333333134651184,0.7945296764373779
no_init_box_kenn_bottom_up_adapter_bert_ms,0,z5pwwb0u,0.8396713137626648,0.8654875755310059,0.8258602619171143,0.8115941882133484,0.9333333373069764,0.020735155791044235,0.8445855379104614,0.8333333730697632,0.85218346118927,0.7633587718009949,0.7333333492279053,0.8577617406845093,0.6875,0.8258602619171143,0.7624760866165161,0.7027243375778198,0.7096773982048035,42,0.8246691823005676,0.020735155791044235,0.023562677204608917,0.01,0.7962466478347778,0.6875,0.85218346118927,0.8654875755310059,0.8445855379104614,0.7333333492279053,0.8275212049484253,0.02489641495049,0.7096773982048035,0.8333333134651184,0.8275212049484253,0.8805031776428223,0.9333333969116212,0.7179487347602844,0.175,0.7333333492279053,0.02639019675552845,0.6875,0.7333333492279053,0.8333333730697632,0.8577617406845093,0.7096773982048035,0.020735155791044235,0.7333333492279053,0.8396713137626648,0.7042253613471985,0.8246691823005676,0.7333333492279053,0.7962466478347778
no_init_kenn_hybrid_adapter_bert_ms,2,8hdfy531,0.8380311727523804,0.889228343963623,0.8257006406784058,0.7567567229270935,0.9333333373069764,0.02827521041035652,0.8435993790626526,0.9666666984558104,0.8611372709274292,0.7682119607925415,1.0,0.8722021579742432,0.6382978558540344,0.8257006406784058,0.7681887745857239,0.6373307704925537,0.7792208194732666,21,0.8024245500564575,0.02827521041035652,0.02733270451426506,0.13,0.7839065790176392,0.6382978558540344,0.8611372709274292,0.889228343963623,0.8435993790626526,1.0,0.8161325454711914,0.02779597043991089,0.7792208194732666,0.9666666388511658,0.8161325454711914,0.9830508828163148,1.0,0.6363636255264282,0.25,1.0,0.02827521041035652,0.6382978558540344,1.0,0.9666666984558104,0.8722021579742432,0.7792208194732666,0.02827521041035652,1.0,0.8380311727523804,0.6373626589775085,0.8024245500564575,1.0,0.7839065790176392
no_init_kenn_top_down_adapter_bert_ms,2,040a8e5k,0.8372852206230164,0.889228343963623,0.8245733976364136,0.7567567229270935,0.9333333373069764,0.02827521041035652,0.8419691324234009,0.9666666984558104,0.8611372709274292,0.7483870983123779,1.0,0.8722021579742432,0.5882353186607361,0.8245733976364136,0.7497177720069885,0.6122994422912598,0.7407407164573669,19,0.7994797229766846,0.02827521041035652,0.02733270451426506,0.16,0.7818770408630371,0.5882353186607361,0.8611372709274292,0.889228343963623,0.8419691324234009,1.0,0.8147188425064087,0.02779597043991089,0.7407407164573669,0.9666666388511658,0.8147188425064087,0.9830508828163148,1.0,0.6363636255264282,0.25,1.0,0.02827521041035652,0.5882353186607361,1.0,0.9666666984558104,0.8722021579742432,0.7407407164573669,0.02827521041035652,1.0,0.8372852206230164,0.6105263233184814,0.7994797229766846,1.0,0.7818770408630371
no_init_kenn_bottom_up_adapter_bert_ms,2,13tpqexg,0.8357895016670227,0.889228343963623,0.8220483064651489,0.7567567229270935,0.9333333373069764,0.02827521041035652,0.8390819430351257,0.9666666984558104,0.8611372709274292,0.707317054271698,1.0,0.8722021579742432,0.5,0.8220483064651489,0.7156959772109985,0.5681818127632141,0.6666666865348816,22,0.7942894101142883,0.02827521041035652,0.02733270451426506,0.02,0.7773487567901611,0.5,0.8611372709274292,0.889228343963623,0.8390819430351257,1.0,0.8118913173675537,0.02779597043991089,0.6666666865348816,0.9666666388511658,0.8118913173675537,0.9830508828163148,1.0,0.6363636255264282,0.25,1.0,0.02827521041035652,0.5,1.0,0.9666666984558104,0.8722021579742432,0.6666666865348816,0.02827521041035652,1.0,0.8357895016670227,0.557692289352417,0.7942894101142883,1.0,0.7773487567901611
no_init_kenn_hybrid_adapter_bert_ms,1,wri277ni,0.8366578817367554,0.8794244527816772,0.8245373368263245,0.7567567229270935,0.9333333373069764,0.023562677204608917,0.8392496109008789,0.8833333253860474,0.8589380979537964,0.7412587404251099,0.8333333730697632,0.8685920834541321,0.6410256624221802,0.8245373368263245,0.7413533329963684,0.6386946439743042,0.7246376276016235,23,0.8025850057601929,0.023562677204608917,0.02497643604874611,0.95,0.7847357988357544,0.6410256624221802,0.8589380979537964,0.8794244527816772,0.8392496109008789,0.833333432674408,0.815504252910614,0.025663860142230988,0.7246376276016235,0.8833333253860474,0.815504252910614,0.907645344734192,0.9333333969116212,0.6363636255264282,0.25,0.8333333134651184,0.02639019675552845,0.6410256624221802,0.8333333730697632,0.8833334445953369,0.8685920834541321,0.7246376276016235,0.023562677204608917,0.8333333134651184,0.8366578817367554,0.6385542154312134,0.8025850057601929,0.8333333134651184,0.7847357988357544
no_init_kenn_top_down_adapter_bert_ms,1,l3rt1kgb,0.8366578817367554,0.8794244527816772,0.8245373368263245,0.7567567229270935,0.9333333373069764,0.023562677204608917,0.8392496109008789,0.8833333253860474,0.8589380979537964,0.7412587404251099,0.8333333730697632,0.8685920834541321,0.6410256624221802,0.8245373368263245,0.7413533329963684,0.6386946439743042,0.7246376276016235,23,0.8025850057601929,0.023562677204608917,0.02497643604874611,0.96,0.7847357988357544,0.6410256624221802,0.8589380979537964,0.8794244527816772,0.8392496109008789,0.833333432674408,0.815504252910614,0.025663860142230988,0.7246376276016235,0.8833333253860474,0.815504252910614,0.907645344734192,0.9333333969116212,0.6363636255264282,0.25,0.8333333134651184,0.02639019675552845,0.6410256624221802,0.8333333730697632,0.8833334445953369,0.8685920834541321,0.7246376276016235,0.023562677204608917,0.8333333134651184,0.8366578817367554,0.6385542154312134,0.8025850057601929,0.8333333134651184,0.7847357988357544
no_init_kenn_bottom_up_adapter_bert_ms,1,xvrkwy2z,0.8366578817367554,0.8794244527816772,0.8245373368263245,0.7567567229270935,0.9333333373069764,0.023562677204608917,0.8392496109008789,0.8833333253860474,0.8589380979537964,0.7412587404251099,0.8333333730697632,0.8685920834541321,0.6410256624221802,0.8245373368263245,0.7413533329963684,0.6386946439743042,0.7246376276016235,24,0.8025850057601929,0.023562677204608917,0.02497643604874611,0.89,0.7847357988357544,0.6410256624221802,0.8589380979537964,0.8794244527816772,0.8392496109008789,0.833333432674408,0.815504252910614,0.025663860142230988,0.7246376276016235,0.8833333253860474,0.815504252910614,0.907645344734192,0.9333333969116212,0.6363636255264282,0.25,0.8333333134651184,0.02639019675552845,0.6410256624221802,0.8333333730697632,0.8833334445953369,0.8685920834541321,0.7246376276016235,0.023562677204608917,0.8333333134651184,0.8366578817367554,0.6385542154312134,0.8025850057601929,0.8333333134651184,0.7847357988357544
no_init_kenn_horizontal_adapter_bert_ms,2,0nzxqd7a,0.8373529314994812,0.8833460211753845,0.8250599503517151,0.7567567229270935,0.9333333373069764,0.02544768899679184,0.8410903811454773,0.9166666269302368,0.8598805665969849,0.7534247040748596,0.9000000357627869,0.8700361251831055,0.6428571343421936,0.8250599503517151,0.7534770369529724,0.6396104097366333,0.7499999403953552,22,0.8026927709579468,0.02544768899679184,0.02591894380748272,0.9,0.7845051884651184,0.6428571343421936,0.8598805665969849,0.8833460211753845,0.8410903811454773,0.9000000357627869,0.815975546836853,0.026607058942317963,0.7499999403953552,0.9166666865348816,0.815975546836853,0.9410029649734496,0.9666666984558104,0.6363636255264282,0.25,0.8999999761581421,0.02733270451426506,0.6428571343421936,0.9000000357627869,0.9166667461395264,0.8700361251831055,0.7499999403953552,0.02544768713414669,0.8999999761581421,0.8373529314994812,0.6395348906517029,0.8026927709579468,0.8999999761581421,0.7845051884651184
no_init_kenn_horizontal_adapter_bert_ms,1,tndj71p3,0.836268961429596,0.8774636387825012,0.823852002620697,0.7567567229270935,0.9333333373069764,0.022620169445872307,0.8375320434570312,0.8666666746139526,0.8584668636322021,0.7272727489471436,0.8000000715255737,0.867870032787323,0.6153846383094788,0.823852002620697,0.7268468141555786,0.6258741617202759,0.695652186870575,30,0.8010767102241516,0.022620169445872307,0.02450518310070038,0.9,0.7840834856033325,0.6153846383094788,0.8584668636322021,0.8774636387825012,0.8375320434570312,0.8000000715255737,0.8151900768280029,0.02541278302669525,0.695652186870575,0.8666666746139526,0.8151900768280029,0.898765504360199,0.9333333969116212,0.6363636255264282,0.25,0.800000011920929,0.02639019675552845,0.6153846383094788,0.8000000715255737,0.8666667342185974,0.867870032787323,0.695652186870575,0.022620169445872307,0.800000011920929,0.836268961429596,0.6265060305595398,0.8010767102241516,0.800000011920929,0.7840834856033325
no_init_kenn_hybrid_adapter_bert_ms,0,gl36gsem,0.8358628153800964,0.8715813159942627,0.8237719535827637,0.7567567229270935,0.9333333373069764,0.019792649894952778,0.8361465930938721,0.8166666626930237,0.8575243353843689,0.7205882668495178,0.7000000476837158,0.8657039999961853,0.65625,0.8237719535827637,0.7215677499771118,0.6463068127632141,0.6774193048477173,23,0.8034805655479431,0.019792649894952778,0.023091420531272888,0.96,0.7857142686843872,0.65625,0.8575243353843689,0.8715813159942627,0.8361465930938721,0.7000000476837158,0.8152686357498169,0.024630850180983543,0.6774193048477173,0.8166666626930237,0.8152686357498169,0.8711112141609192,0.9333333969116212,0.6363636255264282,0.25,0.699999988079071,0.02639019675552845,0.65625,0.7000000476837158,0.8166667222976685,0.8657039999961853,0.6774193048477173,0.019792649894952778,0.699999988079071,0.8358628153800964,0.6447368264198303,0.8034805655479431,0.699999988079071,0.7857142686843872
no_init_kenn_top_down_adapter_bert_ms,0,h415cv7z,0.8351004123687744,0.8637381792068481,0.8221533894538879,0.7567567229270935,0.9333333373069764,0.016022618860006332,0.8309671878814697,0.75,0.8562676310539246,0.6818181872367859,0.5666667222976685,0.8628158569335938,0.6071428656578064,0.8221533894538879,0.6798816323280334,0.6217532157897949,0.5862069129943848,23,0.8005919456481934,0.016022618860006332,0.021206406876444817,0.97,0.7851511240005493,0.6071428656578064,0.8562676310539246,0.8637381792068481,0.8309671878814697,0.5666667222976685,0.814954400062561,0.023516014218330383,0.5862069129943848,0.75,0.814954400062561,0.8316832780838013,0.9333333969116212,0.6363636255264282,0.25,0.5666666626930237,0.02639019675552845,0.6071428656578064,0.5666667222976685,0.7500001192092896,0.8628158569335938,0.5862069129943848,0.016022618860006332,0.5666666626930237,0.8351004123687744,0.625,0.8005919456481934,0.5666666626930237,0.7851511240005493
no_init_kenn_bottom_up_adapter_bert_ms,0,c8pwqftv,0.8353322744369507,0.8656989336013794,0.8225584626197815,0.7567567229270935,0.9333333373069764,0.016965126618742943,0.8323034048080444,0.7666666507720947,0.8565818071365356,0.6917293071746826,0.6000000238418579,0.8635379076004028,0.6206896305084229,0.8225584626197815,0.6907579302787781,0.6285266280174255,0.6101694703102112,24,0.8013888001441956,0.016965126618742943,0.021677661687135696,0.92,0.7852922081947327,0.6206896305084229,0.8565818071365356,0.8656989336013794,0.8323034048080444,0.6000000238418579,0.815111517906189,0.02380292117595673,0.6101694703102112,0.7666666507720947,0.815111517906189,0.8418301939964294,0.9333333969116212,0.6363636255264282,0.25,0.6000000238418579,0.02639019675552845,0.6206896305084229,0.6000000238418579,0.7666667699813843,0.8635379076004028,0.6101694703102112,0.016965126618742943,0.6000000238418579,0.8353322744369507,0.6301369667053223,0.8013888001441956,0.6000000238418579,0.7852922081947327
no_init_kenn_horizontal_adapter_bert_ms,0,dqakn9sd,0.8356722593307495,0.8696205019950867,0.823367714881897,0.7567567229270935,0.9333333373069764,0.018850140273571014,0.834890604019165,0.800000011920929,0.8572101593017578,0.7111111283302307,0.6666667461395264,0.8649819493293762,0.6451612710952759,0.823367714881897,0.7115814685821533,0.640762448310852,0.6557377576828003,24,0.802828311920166,0.018850140273571014,0.02262016758322716,0.91,0.7855737805366516,0.6451612710952759,0.8572101593017578,0.8696205019950867,0.834890604019165,0.6666667461395264,0.8151900768280029,0.024360178038477898,0.6557377576828003,0.800000011920929,0.8151900768280029,0.8615385293960571,0.9333333969116212,0.6363636255264282,0.25,0.6666666865348816,0.02639019675552845,0.6451612710952759,0.6666667461395264,0.8000000715255737,0.8649819493293762,0.6557377576828003,0.018850140273571014,0.6666666865348816,0.8356722593307495,0.6399999856948853,0.802828311920166,0.6666666865348816,0.7855737805366516
smart_init_box_adapter_bert_ms,2,yhfy4t3t,0.8410807251930237,0.8733307123184204,0.8274904489517212,0.8115941882133484,0.9333333373069764,0.02450518310070038,0.8493819832801819,0.8999999761581421,0.8537542819976807,0.800000011920929,0.8666667342185974,0.860649824142456,0.7222222089767456,0.8274904489517212,0.8000527620315552,0.7200855016708374,0.7878787517547607,8,0.8267116546630859,0.02450518310070038,0.02544768899679184,0.67,0.7967914342880249,0.7222222089767456,0.8537542819976807,0.8733307123184204,0.8493819832801819,0.8666667342185974,0.8287778496742249,0.025910373777151108,0.7878787517547607,0.8999999761581421,0.8287778496742249,0.9163636565208436,0.9333333969116212,0.7179487347602844,0.175,0.8666666746139526,0.02639019675552845,0.7222222089767456,0.8666667342185974,0.9000000357627869,0.860649824142456,0.7878787517547607,0.02450518310070038,0.8666666746139526,0.8410807251930237,0.7200000286102295,0.8267116546630859,0.8666666746139526,0.7967914342880249
smart_init_box_adapter_bert_ms,1,8kfcx5wc,0.8416997790336609,0.8772523403167725,0.828303873538971,0.8115941882133484,0.9333333373069764,0.02639019675552845,0.8516881465911865,0.9333333373069764,0.8546968102455139,0.8175182342529297,0.9333333969116212,0.8620938658714294,0.7368420958518982,0.828303873538971,0.8175957798957825,0.7273954153060913,0.8235294222831726,8,0.8275716304779053,0.02639019675552845,0.02639019675552845,0.48,0.7970627546310425,0.7368420958518982,0.8546968102455139,0.8772523403167725,0.8516881465911865,0.9333333969116212,0.8290920257568359,0.02639019675552845,0.8235294222831726,0.9333333373069764,0.8290920257568359,0.9333333969116212,0.9333333969116212,0.7179487347602844,0.175,0.9333333373069764,0.02639019675552845,0.7368420958518982,0.9333333969116212,0.9333333969116212,0.8620938658714294,0.8235294222831726,0.02639019675552845,0.9333333373069764,0.8416997790336609,0.7272727489471436,0.8275716304779053,0.9333333373069764,0.7970627546310425
