name,test/macro_types/recall/mean,test_incremental/macro_types/f1/mean,test_pretraining/macro_example/f1/mean,threshold_pretraining/mean,test_incremental/macro_example/f1/mean,test/macro_types/f1/mean,test_pretraining/micro/recall/mean,test_incremental_only/macro_types/recall/mean,test/macro_example/f1/mean,test_incremental_rail/macro_types/f1/mean,test_incremental/macro_example/recall/mean,test_incremental_only/macro_example/f1/mean,test_incremental_only/micro/precision/mean,test_pretraining/macro_example/precision/mean,test_incremental_only/macro_example_exclusive/f1/mean,test/micro/precision/mean,test/macro_example/precision/mean,test_pretraining/macro_types/f1/mean,test_pretraining/micro/precision/mean,test_incremental_only/macro_example/recall/mean,test_incremental_only/macro_types/precision/mean,test_pretraining/micro/f1/mean,test_incremental/micro/f1/mean,test_incremental/macro_types/recall/mean,test_incremental_only/macro_types/f1/mean,test_incremental_rail-railway/macro_types/recall/mean,epoch/mean,test_incremental/macro_example_exclusive/precision/mean,test_incremental_only/macro_example/precision/mean,test_incremental/macro_example_exclusive/recall/mean,test_incremental_only/micro/f1/mean,test/macro_types/precision/mean,test_incremental/micro/precision/mean,test_incremental_only/micro/recall/mean,test_pretraining/macro_example/recall/mean,test_incremental_rail-railway/macro_types/precision/mean,test_incremental_only/macro_example_exclusive/recall/mean,test_incremental/macro_types/precision/mean,test_incremental/macro_example_exclusive/f1/mean,test_incremental_rail/macro_types/precision/mean,test_incremental_rail/macro_types/recall/mean,test_incremental_rail-railway/macro_types/f1/mean,test_incremental/micro/recall/mean,test_pretraining/macro_types/recall/mean,test_pretraining/macro_types/precision/mean,threshold_incremental/mean,test/macro_example/recall/mean,test_incremental/macro_example/precision/mean,test/micro/f1/mean,test/micro/recall/mean,test_incremental_only/macro_example_exclusive/precision/mean,test/macro_types/recall/std,test_incremental/macro_types/f1/std,test_pretraining/macro_example/f1/std,threshold_pretraining/std,test_incremental/macro_example/f1/std,test/macro_types/f1/std,test_pretraining/micro/recall/std,test_incremental_only/macro_types/recall/std,test/macro_example/f1/std,test_incremental_rail/macro_types/f1/std,test_incremental/macro_example/recall/std,test_incremental_only/macro_example/f1/std,test_incremental_only/micro/precision/std,test_pretraining/macro_example/precision/std,test_incremental_only/macro_example_exclusive/f1/std,test/micro/precision/std,test/macro_example/precision/std,test_pretraining/macro_types/f1/std,test_pretraining/micro/precision/std,test_incremental_only/macro_example/recall/std,test_incremental_only/macro_types/precision/std,test_pretraining/micro/f1/std,test_incremental/micro/f1/std,test_incremental/macro_types/recall/std,test_incremental_only/macro_types/f1/std,test_incremental_rail-railway/macro_types/recall/std,epoch/std,test_incremental/macro_example_exclusive/precision/std,test_incremental_only/macro_example/precision/std,test_incremental/macro_example_exclusive/recall/std,test_incremental_only/micro/f1/std,test/macro_types/precision/std,test_incremental/micro/precision/std,test_incremental_only/micro/recall/std,test_pretraining/macro_example/recall/std,test_incremental_rail-railway/macro_types/precision/std,test_incremental_only/macro_example_exclusive/recall/std,test_incremental/macro_types/precision/std,test_incremental/macro_example_exclusive/f1/std,test_incremental_rail/macro_types/precision/std,test_incremental_rail/macro_types/recall/std,test_incremental_rail-railway/macro_types/f1/std,test_incremental/micro/recall/std,test_pretraining/macro_types/recall/std,test_pretraining/macro_types/precision/std,threshold_incremental/std,test/macro_example/recall/std,test_incremental/macro_example/precision/std,test/micro/f1/std,test/micro/recall/std,test_incremental_only/macro_example_exclusive/precision/std
no_init_box_kenn_bottom_up_adapter_bert_ms,0.8167829513549805,0.70531698067983,0.9153865973154703,0.25,0.007440499650935332,0.8508934378623962,0.8803362647692362,0.8444444338480631,0.9153865973154703,0.523809552192688,0.006321039206037919,0.008814660211404165,0.7776347796122233,0.9241610765457153,0.8444445331891378,0.9039261738459269,0.9241610765457153,0.8508934378623962,0.9039261738459269,0.008814660211404165,0.7776347796122233,0.8919750849405924,0.6924052039782206,0.6055555740992228,0.8057686885197958,0.8444444338480631,39.0,0.8666667342185974,0.008814660211404165,0.6055556138356527,0.8057686885197958,0.8879803021748861,0.812967856725057,0.8444444338480631,0.9067772428194681,0.7776347796122233,0.8444445133209229,0.847150723139445,0.7127999265988668,0.9166666865348816,0.36666667461395264,0.8057686885197958,0.6055555542310079,0.8167829513549805,0.8879803021748861,0.04,0.9067772428194681,0.0090466250355045,0.8919750849405924,0.8803362647692362,0.8444445133209229,0.0010183348758427285,0.01262615381275854,0.00015182441874140822,0.0,0.0004184178583149524,0.0006353892371871925,0.0003349966332405895,0.050917491680013,0.00015182441874140822,0.0,0.00026574898963611693,0.0005314979792722339,0.09665783911994022,0.00043525255946570885,0.050917517693612684,0.000798447933058495,0.00043525255946570885,0.0006353892371871925,0.000798447933058495,0.0005314979792722339,0.09665783911994022,0.0002862839403627451,0.01759386372142442,0.025458729581506082,0.036437690407609,0.050917491680013,4.358898943540674,0.06666666269302372,0.0005314979792722339,0.02545879461551523,0.036437690407609,0.0019331554199933068,0.07330724249507424,0.050917491680013,0.0001596633696408114,0.09665783911994022,0.050917524197016326,0.048328929326116245,0.04008448901117743,0.0,0.0,0.036437690407609,0.025458755595115734,0.0010183348758427285,0.0019331554199933068,0.0264575131106459,0.0001596633696408114,0.0006958940066397707,0.0002862839403627451,0.0003349966332405895,0.050917524197016326
no_init_box_kenn_horizontal_adapter_bert_ms,0.8154496153195699,0.6792169610659281,0.9151788751284281,0.25,0.007041992774854104,0.8499616583188375,0.8798976540565491,0.7777777910232544,0.9151788751284281,0.523809552192688,0.005973092125107844,0.008118766049544016,0.7548454602559408,0.9239484270413717,0.7777778506278992,0.9038823843002319,0.9239484270413717,0.8499616583188375,0.9038823843002319,0.008118766049544016,0.7548454602559408,0.8917287588119507,0.6668375333150228,0.5722222526868185,0.7655918796857198,0.7777777910232544,41.666666666666664,0.8222222924232483,0.008118766049544016,0.5722222725550333,0.7655918796857198,0.8875244855880737,0.7996260722478231,0.7777777910232544,0.9065742890040079,0.7548454602559408,0.7777778506278992,0.8357560833295187,0.6746229330698649,0.9166666865348816,0.36666667461395264,0.7655918796857198,0.5722222129503886,0.8154496153195699,0.8875244855880737,0.013333333333333334,0.9065742890040079,0.008582695697744688,0.8917287588119507,0.8798976540565491,0.7777778506278992,0.0007698133898837444,0.02162353711762325,0.0002405564919392557,0.0,0.00023729849181457517,0.0009028271084182213,0.00025324348395862914,0.03849001565179121,0.0002405564919392557,0.0,0.00020088743045527935,0.0004017748609105587,0.06360671484747114,0.00041951414101478775,0.03849001565179121,0.0004833326017455839,0.00041951414101478775,0.0009028271084182213,0.0004833326017455839,0.0004017748609105587,0.06360671484747114,0.0003243000152088663,0.02614671160950124,0.019245025032274446,0.046234344788145074,0.03849001565179121,12.741009902410928,0.03849001565179121,0.0004017748609105587,0.019244990619516757,0.046234344788145074,0.0012721468248498029,0.04707801900572741,0.03849001565179121,0.0001370312900701779,0.06360671484747114,0.03849001565179121,0.0318033509642735,0.02273318732831642,0.0,0.0,0.046234344788145074,0.019244990619516757,0.0007698133898837444,0.0012721468248498029,0.005773502691896258,0.0001370312900701779,0.0004017748609105587,0.0003243000152088663,0.00025324348395862914,0.03849001565179121
no_init_box_kenn_hybrid_adapter_bert_ms,0.8167829513549805,0.7065659761428833,0.9153865973154703,0.25,0.007440499650935332,0.8509577910105387,0.8803362647692362,0.8444444338480631,0.9153865973154703,0.523809552192688,0.006321039206037919,0.008814660211404165,0.7846375703811646,0.9241610765457153,0.8444445331891378,0.9039939641952515,0.9241610765457153,0.8509577910105387,0.9039939641952515,0.008814660211404165,0.7846375703811646,0.892008105913798,0.6945212483406067,0.6055555740992228,0.8097751140594482,0.8444444338480631,39.0,0.8666667342185974,0.008814660211404165,0.6055556138356527,0.8097751140594482,0.8881203532218933,0.8185182611147562,0.8444444338480631,0.9067772428194681,0.7846375703811646,0.8444445133209229,0.8506521383921305,0.7127999265988668,0.9166666865348816,0.36666667461395264,0.8097751140594482,0.6055555542310079,0.8167829513549805,0.8881203532218933,0.049999999999999996,0.9067772428194681,0.0090466250355045,0.892008105913798,0.8803362647692362,0.8444445133209229,0.0010183348758427285,0.01056967401374645,0.00015182441874140822,0.0,0.0004184178583149524,0.0005299012299659335,0.0003349966332405895,0.050917491680013,0.00015182441874140822,0.0,0.00026574898963611693,0.0005314979792722339,0.09032715376396401,0.00043525255946570885,0.050917517693612684,0.0007437547752870649,0.00043525255946570885,0.0005299012299659335,0.0007437547752870649,0.0005314979792722339,0.09032715376396401,0.00024135752116791125,0.014111615469222781,0.025458729581506082,0.030605550296614492,0.050917491680013,4.358898943540674,0.06666666269302372,0.0005314979792722339,0.02545879461551523,0.030605550296614492,0.0018065460791654808,0.06843678014621771,0.050917491680013,0.0001596633696408114,0.09032715376396401,0.050917524197016326,0.0451635687418526,0.04008448901117743,0.0,0.0,0.030605550296614492,0.025458755595115734,0.0010183348758427285,0.0018065460791654808,0.03605551275463989,0.0001596633696408114,0.0006958940066397707,0.00024135752116791125,0.0003349966332405895,0.050917524197016326
no_init_box_kenn_top_down_adapter_bert_ms,0.8165607253710429,0.7037747104962667,0.9153669079144796,0.25,0.007361370604485273,0.8508777022361755,0.8802631497383118,0.8333333333333334,0.9153669079144796,0.523809552192688,0.00626304807762305,0.008698677954574427,0.7890133857727051,0.9241610765457153,0.833333412806193,0.9040545026461283,0.9241610765457153,0.8508777022361755,0.9040545026461283,0.008698677954574427,0.7890133857727051,0.8920001188913981,0.6926349600156149,0.6000000238418579,0.8077851136525472,0.8333333333333334,34.666666666666664,0.8555556337038676,0.008698677954574427,0.6000000238418579,0.8077851136525472,0.8882078727086385,0.8224262197812399,0.8333333333333334,0.9067385792732239,0.7890133857727051,0.8333333929379781,0.8528400460879008,0.7052193085352579,0.9166666865348816,0.36666667461395264,0.8077851136525472,0.600000003973643,0.8165607253710429,0.8882078727086385,0.2333333333333333,0.9067385792732239,0.008930642778674761,0.8920001188913981,0.8802631497383118,0.8333333929379781,0.0006666481497123934,0.007550239277446985,0.00016294253264978616,0.0,0.00030042438500043467,0.0005256319774309591,0.0002192854881286621,0.033333331346516296,0.00016294253264978616,0.0,0.00017397361807530362,0.00034794723615060724,0.08657735288620597,0.00043525255946570885,0.03333333134651627,0.0006871019352815803,0.00043525255946570885,0.0005256319774309591,0.0006871019352815803,0.00034794723615060724,0.08657735288620597,0.00024466824089718157,0.01394214512963712,0.016666650772094727,0.031165623932491008,0.033333331346516296,9.451631252505218,0.050917517693612656,0.00034794723615060724,0.016666650772094727,0.031165623932491008,0.0017315477399841692,0.06500144636354789,0.033333331346516296,0.00010450295577483422,0.08657735288620597,0.033333331346516296,0.04328866719727317,0.028780634644788628,0.0,0.0,0.031165623932491008,0.016666680574425982,0.0006666481497123934,0.0017315477399841692,0.13316656236958785,0.00010450295577483422,0.0005314979792722335,0.00024466824089718157,0.0002192854881286621,0.033333331346516296
no_init_kenn_bottom_up_adapter_bert_ms,0.8600872953732809,0.7350426514943441,0.9216258525848389,0.375,0.007187950580070416,0.8810768326123556,0.8981724977493286,0.7888888915379842,0.9216258525848389,0.604651153087616,0.006379030644893646,0.008234748616814613,0.845665434996287,0.9283519387245178,0.7888889312744141,0.9133958021799723,0.9283519387245178,0.8810768326123556,0.9133958021799723,0.008234748616814613,0.845665434996287,0.9057201544443766,0.7258745233217875,0.6111111243565878,0.8155719439188639,0.7888888915379842,50.666666666666664,0.788888951142629,0.008234748616814613,0.6111111442248026,0.8155719439188639,0.9031169613202413,0.8945707480112711,0.7888888915379842,0.9149965643882751,0.845665434996287,0.788888951142629,0.922832727432251,0.6886056661605835,1.0,0.4333333373069763,0.8155719439188639,0.6111111044883728,0.8600872953732809,0.9031169613202413,0.8833333333333333,0.9149965643882751,0.008234748616814613,0.9057201544443766,0.8981724977493286,0.788888951142629,0.001387767419570869,0.030378763346832007,0.00024165610741691312,0.0,0.0005053849932717965,0.001091130424305488,0.00045651255022464125,0.06938886728516516,0.00024165610741691312,0.0,0.00036215492826863975,0.0007243098565372795,0.052689141182609436,0.00030135251923162635,0.06938889114611801,0.0003300945067891456,0.00030135251923162635,0.001091130424305488,0.0003300945067891456,0.0007243098565372795,0.052689141182609436,0.00034518305124892334,0.032128958031741865,0.03469440023724554,0.05426056130482717,0.06938886728516516,6.506407098647712,0.0693888816017481,0.0007243098565372795,0.0346944336425826,0.05426056130482717,0.001053788007579617,0.03633399768873565,0.06938886728516516,0.00023013926076297125,0.052689141182609436,0.0693888816017481,0.02634458160684415,0.04841584125568427,0.0,0.0,0.05426056130482717,0.03469442409820874,0.001387767419570869,0.001053788007579617,0.09291573243177571,0.00023013926076297125,0.0007243098565372795,0.00034518305124892334,0.00045651255022464125,0.0693888816017481
no_init_kenn_horizontal_adapter_bert_ms,0.8609761993090311,0.7333997885386149,0.9214708805084229,0.375,0.00751226410890619,0.8805756370226542,0.8984649181365967,0.8333333333333334,0.9214708805084229,0.604651153087616,0.006610995313773553,0.008698677644133568,0.7443132599194845,0.927868664264679,0.833333412806193,0.9124727447827657,0.927868664264679,0.8805756370226542,0.9124727447827657,0.008698677644133568,0.7443132599194845,0.9054145415623983,0.7111405531565348,0.6333333253860474,0.7839180827140808,0.8333333333333334,51.0,0.8333333929379781,0.008698677644133568,0.6333333452542623,0.7839180827140808,0.9010898868242899,0.8135600884755453,0.8333333333333334,0.9151608546574911,0.7443132599194845,0.8333333929379781,0.8721566200256348,0.7196749250094095,1.0,0.4333333373069763,0.7839180827140808,0.6333333253860474,0.8609761993090311,0.9010898868242899,0.8533333333333334,0.9151608546574911,0.008698677644133568,0.9054145415623983,0.8984649181365967,0.8333333929379781,0.0006666481497124211,0.024999681617214334,0.0003472585685006052,0.0,0.00024210157640915212,0.001198874840074668,0.0002192854881286621,0.03333333134651627,0.0003472585685006052,0.0,0.0001739736180753034,0.00034794770181179047,0.1084115785830718,0.0006671260430757863,0.033333331346516296,0.0009381975144869839,0.0006671260430757863,0.001198874840074668,0.0009381975144869839,0.00034794770181179047,0.1084115785830718,0.0005110376078088421,0.036390553477601034,0.016666650772094727,0.06560956139045813,0.03333333134651627,6.0,0.03333333134651627,0.00034794770181179047,0.016666680574425982,0.06560956139045813,0.0021682334336581626,0.08378570474664432,0.03333333134651627,8.858931364993052e-05,0.1084115785830718,0.03333333134651627,0.0542057731060277,0.023193277846015634,0.0,0.0,0.06560956139045813,0.016666650772094727,0.0006666481497124211,0.0021682334336581626,0.06806859285554047,8.858931364993052e-05,0.00034794770181179047,0.0005110376078088421,0.0002192854881286621,0.03333333134651627
no_init_kenn_hybrid_adapter_bert_ms,0.8607539733250936,0.7495320836702982,0.9217132925987244,0.375,0.007431449058155219,0.8815662264823914,0.8983918229738871,0.8222222328186035,0.9217132925987244,0.604651153087616,0.0065530041853586836,0.008582695697744688,0.8603174686431885,0.9284099340438843,0.8222222924232483,0.9134829640388489,0.9284099340438843,0.8815662264823914,0.9134829640388489,0.008582695697744688,0.8603174686431885,0.9058745503425598,0.740876038869222,0.6277777751286825,0.840613047281901,0.8222222328186035,45.666666666666664,0.8222222924232483,0.008582695697744688,0.6277778148651123,0.840613047281901,0.9034099777539571,0.9039515852928163,0.8222222328186035,0.9151125550270081,0.8603174686431885,0.8222222924232483,0.9301587541898092,0.7119328180948893,1.0,0.4333333373069763,0.840613047281901,0.6277777751286825,0.8607539733250936,0.9034099777539571,0.9066666666666666,0.9151125550270081,0.008582695697744688,0.9058745503425598,0.8983918229738871,0.8222222924232483,0.0007697789771260303,0.014535088536081818,0.00011343985370010451,0.0,0.00027955418802224084,0.0004560034523625214,0.00025320907120093914,0.03849001565179121,0.00011343985370010451,0.0,0.00020088743045527916,0.0004017748609105583,0.0054985736645416,0.00010045083974388347,0.03849001565179121,2.2299466993503422e-05,0.00010045083974388347,0.0004560034523625214,2.2299466993503422e-05,0.0004017748609105583,0.0054985736645416,0.00013968138352867047,0.014207582320993558,0.019244990619516733,0.022563103130289284,0.03849001565179121,4.618802153517007,0.03849001565179121,0.0004017748609105583,0.01924500782591868,0.022563103130289284,0.00010998317362840399,0.002619877656917298,0.03849001565179121,0.00012637052022659712,0.0054985736645416,0.03849001565179121,0.0027492696258920113,0.026781264112500588,0.0,0.0,0.022563103130289284,0.019244990619516733,0.0007697789771260303,0.00010998317362840399,0.045092497528228914,0.00012637052022659712,0.0004017748609105583,0.00013968138352867047,0.00025320907120093914,0.03849001565179121
no_init_kenn_top_down_adapter_bert_ms,0.8603095213572184,0.7377003828684489,0.9216168920199076,0.375,0.0072690217445294065,0.881106416384379,0.898245612780253,0.800000011920929,0.9216168920199076,0.604651153087616,0.0064370217733085155,0.008350730873644352,0.8365079363187155,0.9282939434051514,0.8000000516573588,0.9133342901865641,0.9282939434051514,0.881106416384379,0.9133342901865641,0.008350730873644352,0.8365079363187155,0.9057271083196005,0.7276747028032938,0.6166666746139526,0.8176245292027792,0.800000011920929,45.666666666666664,0.8000000516573588,0.008350730873644352,0.6166666944821676,0.8176245292027792,0.9029337962468466,0.8876914381980896,0.800000011920929,0.9150352279345194,0.8365079363187155,0.8000000516573588,0.9182539780934652,0.6963722904523214,1.0,0.4333333373069763,0.8176245292027792,0.6166666547457377,0.8603095213572184,0.9029337962468466,0.9533333333333333,0.9150352279345194,0.008350730873644352,0.9057271083196005,0.898245612780253,0.8000000516573588,0.0013333261014141374,0.030481229534486527,0.00023983361370516815,0.0,0.00048574281267609054,0.0010978992971604692,0.0004386007789172303,0.06666666269302368,0.00023983361370516815,0.0,0.00034794723615050316,0.0006958944723010063,0.044245601341469445,0.0002657679409499006,0.0666666924953483,0.000269353596379907,0.0002657679409499006,0.0010978992971604692,0.000269353596379907,0.0006958944723010063,0.044245601341469445,0.0003469866891629441,0.03239665189407983,0.03333330154418945,0.05470750348640278,0.06666666269302368,4.618802153517007,0.0666666924953483,0.0006958944723010063,0.03333333134651627,0.05470750348640278,0.0008849031957006202,0.02956054083303766,0.06666666269302368,0.00021762760476152853,0.044245601341469445,0.0666666924953483,0.022122807620231364,0.04653410954308313,0.0,0.0,0.05470750348640278,0.033333331346516296,0.0013333261014141374,0.0008849031957006202,0.0208166599946613,0.00021762760476152853,0.0006958944723010063,0.0003469866891629441,0.0004386007789172303,0.0666666924953483
smart_init_box_adapter_bert_ms,0.8172273834546407,0.7269015908241272,0.9157577951749166,0.25,0.007561616599559784,0.851864735285441,0.8804824749628702,0.8666666547457377,0.9157577951749166,0.523809552192688,0.006437021618088086,0.0090466250355045,0.8571015000343323,0.9248376488685608,0.8666667342185974,0.9046188592910767,0.9248376488685608,0.851864735285441,0.9046188592910767,0.0090466250355045,0.8571015000343323,0.8923874100049337,0.7225299676259359,0.6166666547457377,0.8603841066360474,0.8666666547457377,25.333333333333332,0.8777778546015421,0.0090466250355045,0.6166667143503824,0.8603841066360474,0.8895696004231771,0.8740608294804891,0.8666666547457377,0.9068545500437418,0.8571015000343323,0.8666667342185974,0.886884073416392,0.724402924378713,0.9166666865348816,0.36666667461395264,0.8603841066360474,0.6166666547457377,0.8172273834546407,0.8895696004231771,0.5666666666666668,0.9068545500437418,0.009162607292334238,0.8923874100049337,0.8804824749628702,0.8666667342185974,0.0017638302724211808,0.031558594470028546,0.00022788033832058421,0.0,0.0005640667295624384,0.0009861861393575017,0.0005802086604075263,0.08819171637640418,0.00022788033832058421,0.0,0.00046029101611497,0.0009205811522128079,0.012125954065188833,0.00017398595809936523,0.08819172764062445,9.118466535640654e-05,0.00017398595809936523,0.0009861861393575017,9.118466535640654e-05,0.0009205811522128079,0.012125954065188833,0.0002914950166733616,0.030984334012835357,0.04409584692398301,0.046252715058763556,0.08819171637640418,4.163331998932265,0.0693888672851652,0.0009205811522128079,0.04409584692398301,0.046252715058763556,0.00024251624293279253,0.008750019504969895,0.08819171637640418,0.0003068147994600397,0.012125954065188833,0.08819172764062445,0.006062970581541486,0.05403762239105953,0.0,0.0,0.046252715058763556,0.04409584692398301,0.0017638302724211808,0.00024251624293279253,0.12013880860626733,0.0003068147994600397,0.0007243094837098338,0.0002914950166733616,0.0005802086604075263,0.08819172764062445
smart_init_classifier_adapter_bert_ms,0.8609761993090311,0.7571901679039001,0.92181396484375,0.375,0.007512264419347048,0.8819009860356649,0.8984649181365967,0.8333333333333334,0.92181396484375,0.604651153087616,0.006610995313773553,0.008698677954574427,0.8832451502482096,0.9285645484924316,0.833333412806193,0.9136252403259277,0.9285645484924316,0.8819009860356649,0.9136252403259277,0.008698677954574427,0.8832451502482096,0.9059816598892212,0.7499849398930868,0.6333333253860474,0.8571486274401346,0.8333333333333334,7.0,0.8333333929379781,0.008698677954574427,0.6333333651224772,0.8571486274401346,0.9038685361544291,0.9198052485783895,0.8333333333333334,0.9151608745257059,0.8832451502482096,0.8333333929379781,0.9416225949923197,0.7196749448776245,1.0,0.4333333373069763,0.8571486274401346,0.6333333253860474,0.8609761993090311,0.9038685361544291,0.8766666666666666,0.9151608745257059,0.008698677954574427,0.9059816598892212,0.8984649181365967,0.8333333929379781,0.0006666481497124072,0.013943147810545927,0.00014174953257941158,0.0,0.00024210111052664553,0.0005288958776989498,0.0002192854881286621,0.03333333134651628,0.00014174953257941158,0.0,0.0001739736180753035,0.000347947236150607,0.03726809901610895,0.0002343803791023175,0.03333333134651628,0.00023607125951667724,0.0002343803791023175,0.0005288958776989498,0.00023607125951667724,0.000347947236150607,0.03726809901610895,0.0001673758601976921,0.015053819282765243,0.016666650772094727,0.02613717834107866,0.03333333134651628,0.0,0.03333333134651628,0.000347947236150607,0.016666680574425996,0.02613717834107866,0.0007453656642437424,0.02624765778766598,0.03333333134651628,0.00011719510565932252,0.03726809901610895,0.03333333134651628,0.018634056136747467,0.02319327787440472,0.0,0.0,0.02613717834107866,0.016666650772094727,0.0006666481497124072,0.0007453656642437424,0.030550504633038964,0.00011719510565932252,0.000347947236150607,0.0001673758601976921,0.0002192854881286621,0.03333333134651628
