name,instance,run_id,test/macro_types/recall,test_incremental/macro_types/f1,test_pretraining/macro_example/f1,threshold_pretraining,test_incremental/macro_example/f1,test/macro_types/f1,test_pretraining/micro/recall,test_incremental_only/macro_types/recall,test/macro_example/f1,test_incremental_rail/macro_types/f1,test_incremental/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental_only/micro/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test/micro/precision,test/macro_example/precision,test_pretraining/macro_types/f1,test_pretraining/micro/precision,test_incremental_only/macro_example/recall,test_incremental_only/macro_types/precision,test_pretraining/micro/f1,test_incremental/micro/f1,test_incremental/macro_types/recall,test_incremental_only/macro_types/f1,test_incremental_rail-railway/macro_types/recall,epoch,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/micro/f1,test/macro_types/precision,test_incremental/micro/precision,test_incremental_only/micro/recall,test_pretraining/macro_example/recall,test_incremental_rail-railway/macro_types/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental_rail/macro_types/precision,test_incremental_rail/macro_types/recall,test_incremental_rail-railway/macro_types/f1,test_incremental/micro/recall,test_pretraining/macro_types/recall,test_pretraining/macro_types/precision,threshold_incremental,test/macro_example/recall,test_incremental/macro_example/precision,test/micro/f1,test/micro/recall,test_incremental_only/macro_example_exclusive/precision
no_init_kenn_bottom_up_adapter_bert_ms,2,3tm05l3l,0.8589761853218079,0.7056451439857483,0.9213660955429076,0.375,0.006782766431570053,0.8799235224723816,0.8978070020675659,0.7333333492279053,0.9213660955429076,0.604651153087616,0.006089074537158012,0.007654836401343346,0.7857142686843872,0.9280039668083192,0.7333333492279053,0.9130240678787231,0.9280039668083192,0.8799235224723816,0.9130240678787231,0.007654836401343346,0.7857142686843872,0.9053515791893004,0.6930692791938782,0.5833333730697632,0.7586206793785095,0.7333333492279053,44,0.7333333492279053,0.007654836401343346,0.5833333730697632,0.7586206793785095,0.9019179344177246,0.8536585569381714,0.7333333492279053,0.9148225784301758,0.7857142686843872,0.7333333492279053,0.8928571343421936,0.6497890949249268,1.0,0.4333333373069763,0.7586206793785095,0.5833333134651184,0.8589761853218079,0.9019179344177246,0.91,0.9148225784301758,0.007654836401343346,0.9053515791893004,0.8978070020675659,0.7333333492279053
no_init_kenn_hybrid_adapter_bert_ms,1,3q9xazxi,0.8603095412254333,0.7411402463912964,0.9216405749320984,0.375,0.007270048372447491,0.8813029527664185,0.898245632648468,0.800000011920929,0.9216405749320984,0.604651153087616,0.0064370217733085155,0.008350730873644352,0.8571428656578064,0.9283519387245178,0.8000000715255737,0.9134700894355774,0.9283519387245178,0.8813029527664185,0.9134700894355774,0.008350730873644352,0.8571428656578064,0.9057939052581788,0.7326732873916626,0.6166666746139526,0.8275862336158752,0.800000011920929,43,0.8000000715255737,0.008350730873644352,0.6166666746139526,0.8275862336158752,0.9033464789390564,0.9024389982223512,0.800000011920929,0.9150255918502808,0.8571428656578064,0.8000000715255737,0.9285714626312256,0.6964706182479858,1.0,0.4333333373069763,0.8275862336158752,0.6166666746139526,0.8603095412254333,0.9033464789390564,0.95,0.9150255918502808,0.008350730873644352,0.9057939052581788,0.898245632648468,0.8000000715255737
no_init_kenn_top_down_adapter_bert_ms,1,35n3hixt,0.8603095412254333,0.7411402463912964,0.9216405749320984,0.375,0.007270048372447491,0.8813029527664185,0.898245632648468,0.800000011920929,0.9216405749320984,0.604651153087616,0.0064370217733085155,0.008350730873644352,0.8571428656578064,0.9283519387245178,0.8000000715255737,0.9134700894355774,0.9283519387245178,0.8813029527664185,0.9134700894355774,0.008350730873644352,0.8571428656578064,0.9057939052581788,0.7326732873916626,0.6166666746139526,0.8275862336158752,0.800000011920929,43,0.8000000715255737,0.008350730873644352,0.6166666746139526,0.8275862336158752,0.9033464789390564,0.9024389982223512,0.800000011920929,0.9150255918502808,0.8571428656578064,0.8000000715255737,0.9285714626312256,0.6964706182479858,1.0,0.4333333373069763,0.8275862336158752,0.6166666746139526,0.8603095412254333,0.9033464789390564,0.96,0.9150255918502808,0.008350730873644352,0.9057939052581788,0.898245632648468,0.8000000715255737
no_init_kenn_bottom_up_adapter_bert_ms,1,35umckde,0.8596428632736206,0.7331670522689819,0.921667456626892,0.375,0.00702683487907052,0.8812142014503479,0.8980262875556946,0.7666666507720947,0.921667456626892,0.604651153087616,0.006263048388063908,0.008002784103155136,0.8846153616905212,0.9285259246826172,0.7666667103767395,0.913654625415802,0.9285259246826172,0.8812142014503479,0.913654625415802,0.008002784103155136,0.8846153616905212,0.9057730436325072,0.7272727489471436,0.6000000238418579,0.8214284777641296,0.7666666507720947,57,0.7666667699813843,0.008002784103155136,0.6000000238418579,0.8214284777641296,0.9038959741592408,0.9230769276618958,0.7666666507720947,0.914909601211548,0.8846153616905212,0.7666667699813843,0.942307710647583,0.6731707453727722,1.0,0.4333333373069763,0.8214284777641296,0.6000000238418579,0.8596428632736206,0.9038959741592408,0.96,0.914909601211548,0.008002784103155136,0.9057730436325072,0.8980262875556946,0.7666667699813843
no_init_kenn_hybrid_adapter_bert_ms,0,2laipe4h,0.8616428375244141,0.766315758228302,0.9218440055847168,0.375,0.007754250429570675,0.8820927739143372,0.8986842036247253,0.8666666746139526,0.9218440055847168,0.604651153087616,0.006784969009459019,0.009046625345945358,0.8666666746139526,0.9285259246826172,0.8666667342185974,0.9135087132453918,0.9285259246826172,0.8820927739143372,0.9135087132453918,0.009046625345945358,0.8666666746139526,0.906035840511322,0.7572815418243408,0.6499999761581421,0.8666666746139526,0.8666666746139526,51,0.8666667342185974,0.009046625345945358,0.6500000357627869,0.8666666746139526,0.9035369753837584,0.9069767594337464,0.8666666746139526,0.9152575135231018,0.8666666746139526,0.8666667342185974,0.9333333373069764,0.7428571581840515,1.0,0.4333333373069763,0.8666666746139526,0.6499999761581421,0.8616428375244141,0.9035369753837584,0.86,0.9152575135231018,0.009046625345945358,0.906035840511322,0.8986842036247253,0.8666667342185974
no_init_kenn_top_down_adapter_bert_ms,0,3hyv4qwt,0.8616428375244141,0.766315758228302,0.9218440055847168,0.375,0.007754250429570675,0.8820927739143372,0.8986842036247253,0.8666666746139526,0.9218440055847168,0.604651153087616,0.006784969009459019,0.009046625345945358,0.8666666746139526,0.9285259246826172,0.8666667342185974,0.9135087132453918,0.9285259246826172,0.8820927739143372,0.9135087132453918,0.009046625345945358,0.8666666746139526,0.906035840511322,0.7572815418243408,0.6499999761581421,0.8666666746139526,0.8666666746139526,51,0.8666667342185974,0.009046625345945358,0.6500000357627869,0.8666666746139526,0.9035369753837584,0.9069767594337464,0.8666666746139526,0.9152575135231018,0.8666666746139526,0.8666667342185974,0.9333333373069764,0.7428571581840515,1.0,0.4333333373069763,0.8666666746139526,0.6499999761581421,0.8616428375244141,0.9035369753837584,0.93,0.9152575135231018,0.009046625345945358,0.906035840511322,0.8986842036247253,0.8666667342185974
no_init_kenn_bottom_up_adapter_bert_ms,0,1q3xw6im,0.8616428375244141,0.766315758228302,0.9218440055847168,0.375,0.007754250429570675,0.8820927739143372,0.8986842036247253,0.8666666746139526,0.9218440055847168,0.604651153087616,0.006784969009459019,0.009046625345945358,0.8666666746139526,0.9285259246826172,0.8666667342185974,0.9135087132453918,0.9285259246826172,0.8820927739143372,0.9135087132453918,0.009046625345945358,0.8666666746139526,0.906035840511322,0.7572815418243408,0.6499999761581421,0.8666666746139526,0.8666666746139526,51,0.8666667342185974,0.009046625345945358,0.6500000357627869,0.8666666746139526,0.9035369753837584,0.9069767594337464,0.8666666746139526,0.9152575135231018,0.8666666746139526,0.8666667342185974,0.9333333373069764,0.7428571581840515,1.0,0.4333333373069763,0.8666666746139526,0.6499999761581421,0.8616428375244141,0.9035369753837584,0.78,0.9152575135231018,0.009046625345945358,0.906035840511322,0.8986842036247253,0.8666667342185974
smart_init_kenn_hybrid_adapter_bert_ms,2,1xpuxo8s,0.8616428375244141,0.766315758228302,0.9218587279319764,0.375,0.007754250429570675,0.8820927739143372,0.8986842036247253,0.8666666746139526,0.9218587279319764,0.604651153087616,0.006784969009459019,0.009046625345945358,0.8666666746139526,0.9285259246826172,0.8666667342185974,0.9135087132453918,0.9285259246826172,0.8820927739143372,0.9135087132453918,0.009046625345945358,0.8666666746139526,0.906035840511322,0.7572815418243408,0.6499999761581421,0.8666666746139526,0.8666666746139526,8,0.8666667342185974,0.009046625345945358,0.6500000357627869,0.8666666746139526,0.9035369753837584,0.9069767594337464,0.8666666746139526,0.9152865409851074,0.8666666746139526,0.8666667342185974,0.9333333373069764,0.7428571581840515,1.0,0.4333333373069763,0.8666666746139526,0.6499999761581421,0.8616428375244141,0.9035369753837584,0.89,0.9152865409851074,0.009046625345945358,0.906035840511322,0.8986842036247253,0.8666667342185974
smart_init_kenn_top_down_adapter_bert_ms,2,1gydgab2,0.8616428375244141,0.766315758228302,0.9218587279319764,0.375,0.007754250429570675,0.8820927739143372,0.8986842036247253,0.8666666746139526,0.9218587279319764,0.604651153087616,0.006784969009459019,0.009046625345945358,0.8666666746139526,0.9285259246826172,0.8666667342185974,0.9135087132453918,0.9285259246826172,0.8820927739143372,0.9135087132453918,0.009046625345945358,0.8666666746139526,0.906035840511322,0.7572815418243408,0.6499999761581421,0.8666666746139526,0.8666666746139526,7,0.8666667342185974,0.009046625345945358,0.6500000357627869,0.8666666746139526,0.9035369753837584,0.9069767594337464,0.8666666746139526,0.9152865409851074,0.8666666746139526,0.8666667342185974,0.9333333373069764,0.7428571581840515,1.0,0.4333333373069763,0.8666666746139526,0.6499999761581421,0.8616428375244141,0.9035369753837584,0.88,0.9152865409851074,0.009046625345945358,0.906035840511322,0.8986842036247253,0.8666667342185974
smart_init_kenn_bottom_up_adapter_bert_ms,2,um8cvqsl,0.8616428375244141,0.766315758228302,0.9218587279319764,0.375,0.007754250429570675,0.8820927739143372,0.8986842036247253,0.8666666746139526,0.9218587279319764,0.604651153087616,0.006784969009459019,0.009046625345945358,0.8666666746139526,0.9285259246826172,0.8666667342185974,0.9135087132453918,0.9285259246826172,0.8820927739143372,0.9135087132453918,0.009046625345945358,0.8666666746139526,0.906035840511322,0.7572815418243408,0.6499999761581421,0.8666666746139526,0.8666666746139526,8,0.8666667342185974,0.009046625345945358,0.6500000357627869,0.8666666746139526,0.9035369753837584,0.9069767594337464,0.8666666746139526,0.9152865409851074,0.8666666746139526,0.8666667342185974,0.9333333373069764,0.7428571581840515,1.0,0.4333333373069763,0.8666666746139526,0.6499999761581421,0.8616428375244141,0.9035369753837584,0.8200000000000001,0.9152865409851074,0.009046625345945358,0.906035840511322,0.8986842036247253,0.8666667342185974
smart_init_kenn_hybrid_adapter_bert_ms,1,ysd87983,0.8603095412254333,0.7411402463912964,0.9216552376747132,0.375,0.007270048372447491,0.8813029527664185,0.898245632648468,0.800000011920929,0.9216552376747132,0.604651153087616,0.0064370217733085155,0.008350730873644352,0.8571428656578064,0.928351879119873,0.8000000715255737,0.9134700894355774,0.928351879119873,0.8813029527664185,0.9134700894355774,0.008350730873644352,0.8571428656578064,0.9057939052581788,0.7326732873916626,0.6166666746139526,0.8275862336158752,0.800000011920929,7,0.8000000715255737,0.008350730873644352,0.6166666746139526,0.8275862336158752,0.9033464789390564,0.9024389982223512,0.800000011920929,0.9150545597076416,0.8571428656578064,0.8000000715255737,0.9285714626312256,0.6964706182479858,1.0,0.4333333373069763,0.8275862336158752,0.6166666746139526,0.8603095412254333,0.9033464789390564,0.9,0.9150545597076416,0.008350730873644352,0.9057939052581788,0.898245632648468,0.8000000715255737
smart_init_kenn_top_down_adapter_bert_ms,1,588vo4tr,0.8603095412254333,0.7411402463912964,0.9216552376747132,0.375,0.007270048372447491,0.8813029527664185,0.898245632648468,0.800000011920929,0.9216552376747132,0.604651153087616,0.0064370217733085155,0.008350730873644352,0.8571428656578064,0.928351879119873,0.8000000715255737,0.9134700894355774,0.928351879119873,0.8813029527664185,0.9134700894355774,0.008350730873644352,0.8571428656578064,0.9057939052581788,0.7326732873916626,0.6166666746139526,0.8275862336158752,0.800000011920929,7,0.8000000715255737,0.008350730873644352,0.6166666746139526,0.8275862336158752,0.9033464789390564,0.9024389982223512,0.800000011920929,0.9150545597076416,0.8571428656578064,0.8000000715255737,0.9285714626312256,0.6964706182479858,1.0,0.4333333373069763,0.8275862336158752,0.6166666746139526,0.8603095412254333,0.9033464789390564,0.96,0.9150545597076416,0.008350730873644352,0.9057939052581788,0.898245632648468,0.8000000715255737
smart_init_kenn_bottom_up_adapter_bert_ms,1,lkwtp03g,0.8596428632736206,0.7281553149223328,0.9215106964111328,0.375,0.00702683487907052,0.8809026479721069,0.8980262875556946,0.7666666507720947,0.9215106964111328,0.604651153087616,0.006263048388063908,0.008002784103155136,0.8518518805503845,0.9281779527664183,0.7666667103767395,0.9134508371353148,0.9281779527664183,0.8809026479721069,0.9134508371353148,0.008002784103155136,0.8518518805503845,0.90567284822464,0.7200000286102295,0.6000000238418579,0.8070175051689148,0.7666666507720947,8,0.7666667103767395,0.008002784103155136,0.6000000238418579,0.8070175051689148,0.90324068069458,0.8999999761581421,0.7666666507720947,0.9149385690689088,0.8518518805503845,0.7666667103767395,0.9259259700775146,0.6731707453727722,1.0,0.4333333373069763,0.8070175051689148,0.6000000238418579,0.8596428632736206,0.90324068069458,0.96,0.9149385690689088,0.008002784103155136,0.90567284822464,0.8980262875556946,0.7666667103767395
smart_init_kenn_hybrid_adapter_bert_ms,0,rpy9uabx,0.8589761853218079,0.7252252697944641,0.9215800166130066,0.375,0.006782766431570053,0.8811680674552917,0.8978070020675659,0.7333333492279053,0.9215800166130066,0.604651153087616,0.006089074537158012,0.007654836401343346,0.9166666865348816,0.928467869758606,0.7333333492279053,0.9138392806053162,0.928467869758606,0.8811680674552917,0.9138392806053162,0.007654836401343346,0.9166666865348816,0.9057522416114808,0.7216494083404541,0.5833333730697632,0.8148148059844971,0.7333333492279053,7,0.7333333492279053,0.007654836401343346,0.5833333730697632,0.8148148059844971,0.9045369625091552,0.945945918560028,0.7333333492279053,0.9147936105728148,0.9166666865348816,0.7333333492279053,0.9583333730697632,0.6497890949249268,1.0,0.4333333373069763,0.8148148059844971,0.5833333134651184,0.8589761853218079,0.9045369625091552,0.93,0.9147936105728148,0.007654836401343346,0.9057522416114808,0.8978070020675659,0.7333333492279053
smart_init_kenn_top_down_adapter_bert_ms,0,hu6d5tr1,0.8589761853218079,0.7252252697944641,0.9215800166130066,0.375,0.006782766431570053,0.8811680674552917,0.8978070020675659,0.7333333492279053,0.9215800166130066,0.604651153087616,0.006089074537158012,0.007654836401343346,0.9166666865348816,0.928467869758606,0.7333333492279053,0.9138392806053162,0.928467869758606,0.8811680674552917,0.9138392806053162,0.007654836401343346,0.9166666865348816,0.9057522416114808,0.7216494083404541,0.5833333730697632,0.8148148059844971,0.7333333492279053,7,0.7333333492279053,0.007654836401343346,0.5833333730697632,0.8148148059844971,0.9045369625091552,0.945945918560028,0.7333333492279053,0.9147936105728148,0.9166666865348816,0.7333333492279053,0.9583333730697632,0.6497890949249268,1.0,0.4333333373069763,0.8148148059844971,0.5833333134651184,0.8589761853218079,0.9045369625091552,0.96,0.9147936105728148,0.007654836401343346,0.9057522416114808,0.8978070020675659,0.7333333492279053
smart_init_kenn_bottom_up_adapter_bert_ms,0,ku9mlwj5,0.8603095412254333,0.7514216303825378,0.921869158744812,0.375,0.007270047906786203,0.8819299936294556,0.898245632648468,0.800000011920929,0.921869158744812,0.604651153087616,0.006437021307647228,0.008350730873644352,0.9230769276618958,0.9288158416748048,0.8000000715255737,0.9138777256011964,0.9288158416748048,0.8819299936294556,0.9138777256011964,0.008350730873644352,0.9230769276618958,0.9059942960739136,0.747474730014801,0.6166666746139526,0.8571428656578064,0.800000011920929,8,0.8000000715255737,0.008350730873644352,0.6166666746139526,0.8571428656578064,0.9046651721000672,0.9487179517745972,0.800000011920929,0.915025532245636,0.9230769276618958,0.8000000715255737,0.9615384340286256,0.6964706182479858,1.0,0.4333333373069763,0.8571428656578064,0.6166666746139526,0.8603095412254333,0.9046651721000672,0.9,0.915025532245636,0.008350730873644352,0.9059942960739136,0.898245632648468,0.8000000715255737
smart_init_classifier_adapter_bert_ms,2,gke32kfw,0.8616428375244141,0.766315758228302,0.9218587279319764,0.375,0.007754250429570675,0.8820927739143372,0.8986842036247253,0.8666666746139526,0.9218587279319764,0.604651153087616,0.006784969009459019,0.009046625345945358,0.8666666746139526,0.9285259246826172,0.8666667342185974,0.9135087132453918,0.9285259246826172,0.8820927739143372,0.9135087132453918,0.009046625345945358,0.8666666746139526,0.906035840511322,0.7572815418243408,0.6499999761581421,0.8666666746139526,0.8666666746139526,7,0.8666667342185974,0.009046625345945358,0.6500000357627869,0.8666666746139526,0.9035369753837584,0.9069767594337464,0.8666666746139526,0.9152865409851074,0.8666666746139526,0.8666667342185974,0.9333333373069764,0.7428571581840515,1.0,0.4333333373069763,0.8666666746139526,0.6499999761581421,0.8616428375244141,0.9035369753837584,0.85,0.9152865409851074,0.009046625345945358,0.906035840511322,0.8986842036247253,0.8666667342185974
smart_init_classifier_adapter_bert_ms,1,2qeyhnux,0.8603095412254333,0.7411402463912964,0.9216552376747132,0.375,0.007270048372447491,0.8813029527664185,0.898245632648468,0.800000011920929,0.9216552376747132,0.604651153087616,0.0064370217733085155,0.008350730873644352,0.8571428656578064,0.928351879119873,0.8000000715255737,0.9134700894355774,0.928351879119873,0.8813029527664185,0.9134700894355774,0.008350730873644352,0.8571428656578064,0.9057939052581788,0.7326732873916626,0.6166666746139526,0.8275862336158752,0.800000011920929,7,0.8000000715255737,0.008350730873644352,0.6166666746139526,0.8275862336158752,0.9033464789390564,0.9024389982223512,0.800000011920929,0.9150545597076416,0.8571428656578064,0.8000000715255737,0.9285714626312256,0.6964706182479858,1.0,0.4333333373069763,0.8275862336158752,0.6166666746139526,0.8603095412254333,0.9033464789390564,0.91,0.9150545597076416,0.008350730873644352,0.9057939052581788,0.898245632648468,0.8000000715255737
smart_init_classifier_adapter_bert_ms,0,hut2hoem,0.8609762191772461,0.764114499092102,0.9219279289245604,0.375,0.007512494456022978,0.882307231426239,0.8984649181365967,0.8333333134651184,0.9219279289245604,0.604651153087616,0.0066109951585531235,0.008698677644133568,0.92592591047287,0.9288158416748048,0.833333432674408,0.913896918296814,0.9288158416748048,0.882307231426239,0.913896918296814,0.008698677644133568,0.92592591047287,0.9061152338981628,0.7599999904632568,0.6333333253860474,0.8771929740905762,0.8333333134651184,7,0.8333333730697632,0.008698677644133568,0.6333333849906921,0.8771929740905762,0.9047221541404724,0.949999988079071,0.8333333134651184,0.9151415228843688,0.92592591047287,0.8333333730697632,0.9629629850387572,0.7196970582008362,1.0,0.4333333373069763,0.8771929740905762,0.6333333253860474,0.8609762191772461,0.9047221541404724,0.87,0.9151415228843688,0.008698677644133568,0.9061152338981628,0.8984649181365967,0.8333333730697632
