name,instance,run_id,test_incremental_only/micro/recall,test_incremental_only/micro/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental/micro/f1,test_incremental/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_FACILITY-HIGHWAY_STREET/macro_types/precision,test_pretraining/macro_example/recall,test_incremental_FACILITY/macro_types/f1,test_incremental_FACILITY/macro_types/recall,test_incremental_FACILITY-BUILDING/macro_types/f1,threshold_incremental,threshold_pretraining,test_incremental_only/macro_example/f1,test_incremental_FACILITY-AIRPORT/macro_types/precision,test/macro_types/precision,test_incremental/macro_types/recall,test_pretraining/macro_types/precision,test_incremental_FACILITY-ATTRACTION/macro_types/precision,test/macro_types/recall,test_pretraining/macro_types/recall,test_incremental_FACILITY-AIRPORT/macro_types/recall,test/macro_example/f1,test_incremental/micro/precision,test_incremental_FACILITY-BUILDING/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,epoch,test_pretraining/macro_example/precision,test/macro_example/recall,test_incremental_only/macro_types/precision,test_incremental_FACILITY/macro_types/precision,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test_pretraining/macro_types/f1,test/micro/f1,test_pretraining/micro/precision,test_incremental/macro_example_exclusive/recall,test_incremental_FACILITY-ATTRACTION/macro_types/recall,test/macro_types/f1,test_incremental_FACILITY-BUILDING/macro_types/precision,test_incremental/macro_example/f1,test_incremental/macro_example/recall,test_incremental_FACILITY-HIGHWAY_STREET/macro_types/f1,test/micro/precision,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example/precision,test/micro/recall,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental_FACILITY-HIGHWAY_STREET/macro_types/recall,test_pretraining/micro/f1,test_incremental_only/macro_types/f1,test_incremental_FACILITY-AIRPORT/macro_types/f1,test_incremental_FACILITY-ATTRACTION/macro_types/f1,test/macro_example/precision,test_incremental/micro/recall,test_pretraining/micro/recall,test_incremental_only/macro_example/recall,test_incremental_only/micro/f1
no_init_kenn_bottom_up_adapter_bert_ms,0,am70aiwx,0.7828571200370789,0.29653680324554443,0.7640477418899536,0.5365322232246399,0.5631406307220459,0.7935507297515869,0.3055555522441864,0.8599591851234436,0.7785714268684387,0.648809552192688,0.3402489423751831,0.02,0.25,0.10441745072603226,0.37837839126586914,0.712705671787262,0.767034649848938,0.712705671787262,0.34074074029922485,0.8651623725891113,0.8651623725891113,0.9333333373069764,0.7935507297515869,0.4285714328289032,0.6833333373069763,0.7431035041809082,20,0.7366635203361511,0.8599591851234436,0.31279850006103516,0.9732142686843872,0.7965909242630005,0.786206841468811,0.781568706035614,0.7544463872909546,0.6722903847694397,0.6617063283920288,0.8363636136054993,0.781568706035614,0.22651933133602145,0.10635349899530412,0.10477536916732788,0.4313725531101227,0.6722903847694397,0.1079798936843872,0.6819444894790649,0.10155513137578964,0.8594771027565002,0.4448816776275635,0.6716729998588562,0.7333333492279053,0.7544463872909546,0.4492064714431762,0.5384615063667297,0.4842105209827423,0.7366635203361511,0.7172011733055115,0.8594771027565002,0.10744580626487732,0.4301413297653198
no_init_kenn_horizontal_adapter_bert_ms,2,adwi4cp0,0.5199999809265137,0.8834951519966125,0.5638141632080078,0.7168458700180054,0.7164739370346069,0.8293880820274353,0.75,0.8452717065811157,0.7785714268684387,0.648809552192688,0.4337349534034729,0.25,0.25,0.07705282419919968,1.0,0.826776385307312,0.5946104526519775,0.826776385307312,1.0,0.8220562934875488,0.8220562934875488,0.8333333134651184,0.8293880820274353,0.930232584476471,0.30000001192092896,0.5965517163276672,21,0.8140904903411865,0.8452717065811157,0.883152186870575,0.9732142686843872,0.5810605883598328,0.5344827175140381,0.8244096040725708,0.8116405010223389,0.7946149110794067,0.5436508059501648,0.4909090995788574,0.8244096040725708,0.782608687877655,0.09601756930351256,0.08608231693506241,0.7241379022598267,0.7946149110794067,0.10854539275169373,0.6855158805847168,0.08152686059474945,0.8294117450714111,0.9011646509170532,0.6063966155052185,0.699999988079071,0.8116405010223389,0.700943112373352,0.9090909361839294,0.6585366129875183,0.8140904903411865,0.5830903649330139,0.8294117450714111,0.0730442926287651,0.6546762585639954
no_init_kenn_horizontal_adapter_bert_ms,1,189xajm2,0.48571428656578064,0.7657657861709595,0.5261437892913818,0.685512363910675,0.655905544757843,0.8246769309043884,0.800000011920929,0.8425227403640747,0.7785714268684387,0.648809552192688,0.6086956262588501,0.3,0.25,0.07190465182065964,0.7241379022598267,0.8021029233932495,0.5546104311943054,0.8021029233932495,0.6399999856948853,0.812056303024292,0.812056303024292,0.699999988079071,0.8246769309043884,0.8699551820755005,0.46666666865348816,0.5551724433898926,16,0.8075714707374573,0.8425227403640747,0.759784460067749,0.9732142686843872,0.5310605764389038,0.5,0.8070489764213562,0.8057416081428528,0.7869158983230591,0.5277777910232544,0.290909081697464,0.8070489764213562,0.875,0.09133452922105788,0.08356896042823792,0.7272727489471436,0.7869158983230591,0.10069116950035097,0.6359127163887024,0.07587181031703949,0.8254901766777039,0.8024704456329346,0.5768210291862488,0.6666666865348816,0.8057416081428528,0.6251588463783264,0.7118643522262573,0.4000000059604645,0.8075714707374573,0.565597653388977,0.8254901766777039,0.0683317556977272,0.5944055914878845
no_init_kenn_horizontal_adapter_bert_ms,0,ix069q4m,0.7771428823471069,0.42902207374572754,0.7610774040222168,0.6347150206565857,0.6392328143119812,0.8049694895744324,0.3606557250022888,0.8596450090408325,0.7785714268684387,0.648809552192688,0.5243902206420898,0.03,0.25,0.10401152074337006,0.6000000238418579,0.7394126057624817,0.7597619295120239,0.7394126057624817,0.4112149477005005,0.8633441925048828,0.8633441925048828,0.8999999761581421,0.8049694895744324,0.5710955858230591,0.7166666388511658,0.7436781525611877,13,0.7568331360816956,0.8596450090408325,0.44633305072784424,0.9732142686843872,0.7875000238418579,0.7793103456497192,0.7965869903564453,0.7865908741950989,0.7255659699440002,0.6587302088737488,0.800000011920929,0.7965869903564453,0.4134615361690521,0.10596588253974916,0.10430411994457243,0.4835164248943329,0.7255659699440002,0.10768143832683565,0.680059552192688,0.101633682847023,0.8588235378265381,0.5517092943191528,0.6692250370979309,0.7333333492279053,0.7865908741950989,0.5697485208511353,0.7200000286102295,0.5432098507881165,0.7568331360816956,0.7142857313156128,0.8588235378265381,0.10650329291820526,0.5528455376625061
smart_init_box_adapter_bert_ms,2,xscf6he7,0.5257142782211304,0.6618704795837402,0.5767824649810791,0.6722688674926758,0.6738006472587585,0.8294574618339539,0.7666666507720947,0.8417373895645142,0.7686832547187805,0.6428571343421936,0.3619047999382019,0.42,0.175,0.07882513850927353,0.6499999761581421,0.8085383176803589,0.6058441400527954,0.8085383176803589,1.0,0.8183159828186035,0.8183159828186035,0.8666666746139526,0.8294574618339539,0.7936508059501648,0.3166666626930237,0.588505744934082,61,0.817530632019043,0.8417373895645142,0.7097222208976746,0.9557521939277648,0.5965908765792847,0.5655171871185303,0.8133977651596069,0.8040907979011536,0.7867417335510254,0.552579402923584,0.4363636374473572,0.8133977651596069,0.42222222685813904,0.09224968403577805,0.0874960720539093,0.7666666507720947,0.7867417335510254,0.09754948318004608,0.6160714626312256,0.08042727410793304,0.8222222328186035,0.7589282393455505,0.5826007127761841,0.7666666507720947,0.8040907979011536,0.6482577919960022,0.7428571581840515,0.607594907283783,0.817530632019043,0.5830903649330139,0.8222222328186035,0.07728558033704758,0.5859872102737427
smart_init_box_adapter_bert_ms,1,xv43j1h6,0.6285714507102966,0.6918238997459412,0.6344639658927917,0.7089430689811707,0.6944407224655151,0.8296793103218079,0.7599999904632568,0.8459786176681519,0.7686832547187805,0.6428571343421936,0.6168224215507507,0.31,0.175,0.08670809864997864,0.6764705777168274,0.8065426349639893,0.6458442211151123,0.8065426349639893,0.6603773832321167,0.8283159732818604,0.8283159732818604,0.7666666507720947,0.8296793103218079,0.8014705777168274,0.550000011920929,0.6310344934463501,82,0.8139961957931519,0.8459786176681519,0.6997438669204712,0.9557521939277648,0.6465909481048584,0.6379309892654419,0.817284345626831,0.810416042804718,0.7881408333778381,0.5912699103355408,0.6363636255264282,0.817284345626831,0.7021276354789734,0.09666205197572708,0.0936223641037941,0.6909090876579285,0.7881408333778381,0.09990574419498444,0.6309523582458496,0.08623939752578735,0.8339869379997253,0.7509455680847168,0.6104668974876404,0.6333333253860474,0.810416042804718,0.6721181869506836,0.71875,0.6481481194496155,0.8139961957931519,0.6355684995651245,0.8339869379997253,0.08718190342187881,0.658682644367218
smart_init_box_adapter_bert_ms,0,1zmoracr,0.5771428346633911,0.7829457521438599,0.6436781287193298,0.7145299315452576,0.7044926881790161,0.832595944404602,0.7857142686843872,0.843858003616333,0.7686832547187805,0.6428571343421936,0.6923076510429382,0.42,0.175,0.08796732127666473,0.7666666507720947,0.8221590518951416,0.6212987303733826,0.8221590518951416,0.7407407164573669,0.8221796751022339,0.8221796751022339,0.7666666507720947,0.832595944404602,0.8636363744735718,0.6000000238418579,0.6896551847457886,63,0.8216304779052734,0.843858003616333,0.7778258919715881,0.9557521939277648,0.6159090995788574,0.6034482717514038,0.8221693634986877,0.8124399185180664,0.7973568439483643,0.5724206566810608,0.3636363744735718,0.8221693634986877,0.8181818127632141,0.09719515591859818,0.09063775837421416,0.7586206793785095,0.7973568439483643,0.10477536916732788,0.6617063283920288,0.09425070881843568,0.828104555606842,0.8134111762046814,0.6138336658477783,0.7333333492279053,0.8124399185180664,0.6874622106552124,0.7666666507720947,0.48780491948127747,0.8216304779052734,0.6093294620513916,0.828104555606842,0.08246936649084091,0.6644737124443054
smart_init_classifier_adapter_bert_ms,2,qqwnuab2,0.5657142996788025,0.7071428298950195,0.6002310514450073,0.6991596817970276,0.6908313632011414,0.8270805478096008,0.7241379022598267,0.8484919667243958,0.7785714268684387,0.648809552192688,0.378947377204895,0.41,0.25,0.08202967792749405,0.6428571343421936,0.7927394509315491,0.6297619342803955,0.7927394509315491,0.970588207244873,0.8308441638946533,0.8308441638946533,0.8999999761581421,0.8270805478096008,0.8253968358039856,0.30000001192092896,0.6149425506591797,35,0.8067232370376587,0.8484919667243958,0.7129672169685364,0.9732142686843872,0.625,0.5862069129943848,0.8113446831703186,0.8072060346603394,0.781517744064331,0.5664682388305664,0.6000000238418579,0.8113446831703186,0.5142857432365417,0.09556729346513748,0.08969525992870331,0.7118643522262573,0.781517744064331,0.1022620126605034,0.6458333730697632,0.08404020965099335,0.8346405029296875,0.7650166749954224,0.6035529375076294,0.699999988079071,0.8072060346603394,0.6660918593406677,0.7499999403953552,0.7415730357170105,0.8067232370376587,0.6064140200614929,0.8346405029296875,0.08011309802532196,0.6285713911056519
smart_init_classifier_adapter_bert_ms,1,94ffhutg,0.5428571701049805,0.6985294222831726,0.5677579045295715,0.6903553009033203,0.6659351587295532,0.8251365423202515,0.625,0.846606969833374,0.7785714268684387,0.648809552192688,0.6326530575752258,0.39,0.25,0.07759179919958115,0.7272727489471436,0.7888520956039429,0.5991559028625488,0.7888520956039429,0.6060606241226196,0.8231925964355469,0.8231925964355469,0.800000011920929,0.8251365423202515,0.8225806355476379,0.5166666507720947,0.5735632181167603,30,0.8047282695770264,0.846606969833374,0.6935306787490845,0.9732142686843872,0.5867424011230469,0.5620689392089844,0.8056566119194031,0.8056961297988892,0.7809816002845764,0.5555555820465088,0.3636363744735718,0.8056566119194031,0.8157894611358643,0.09328078478574751,0.08796732872724533,0.6451612710952759,0.7809816002845764,0.09927740693092346,0.6269841194152832,0.07838517427444458,0.8320261240005493,0.7494674324989319,0.5891126394271851,0.6666666865348816,0.8056961297988892,0.6356829404830933,0.7619048357009888,0.4545454680919647,0.8047282695770264,0.5947521924972534,0.8320261240005493,0.07681432366371155,0.610932469367981
smart_init_classifier_adapter_bert_ms,0,747x399z,0.7428571581840515,0.6499999761581421,0.6915048956871033,0.7297710180282593,0.7207146883010864,0.8291041851043701,0.5365853905677795,0.8580741882324219,0.7785714268684387,0.648809552192688,0.6428571939468384,0.12,0.25,0.0945034995675087,0.604651153087616,0.7777607440948486,0.7370346784591675,0.7777607440948486,0.71875,0.8576623201370239,0.8576623201370239,0.8666666746139526,0.8291041851043701,0.7660256624221802,0.6000000238418579,0.6505746841430664,25,0.8020263910293579,0.8580741882324219,0.6380735635757446,0.9732142686843872,0.7590909004211426,0.7379310131072998,0.8157596588134766,0.8114143013954163,0.772136926651001,0.6408730745315552,0.8363636136054993,0.8157596588134766,0.692307710647583,0.0987505465745926,0.10147659480571748,0.6197183132171631,0.772136926651001,0.09616713225841522,0.6073412895202637,0.08890983462333679,0.8549019694328308,0.705101728439331,0.6236567497253418,0.7333333492279053,0.8114143013954163,0.6933411955833435,0.7123287916183472,0.7731092572212219,0.8020263910293579,0.6967930197715759,0.8549019694328308,0.1008482575416565,0.6933333873748779
