name,instance,run_id,test_incremental_geography/macro_types/recall,test_incremental/macro_example/precision,test_incremental_geography-mountain/macro_types/recall,test/macro_example/f1,test_incremental/macro_example/f1,test_incremental/macro_types/precision,test_incremental_geography-glacier/macro_types/precision,test_incremental_only/macro_example/precision,test_incremental/micro/f1,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/recall,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental/micro/precision,test_incremental_geography-glacier/macro_types/f1,test_incremental_geography-island/macro_types/recall,test_incremental_only/macro_types/recall,test_incremental_geography/macro_types/f1,test_incremental_only/macro_types/precision,epoch,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/macro_types/f1,test/micro/f1,test_incremental_only/micro/f1,test_incremental/macro_example/recall,test_incremental_geography-mountain/macro_types/precision,test/micro/precision,threshold_pretraining,test/macro_types/recall,test/macro_example/precision,test_incremental_only/micro/recall,test_incremental_only/micro/precision,test_pretraining/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_geography-mountain/macro_types/f1,test/macro_types/precision,test_incremental/micro/recall,test/macro_types/f1,threshold_incremental,test/macro_example/recall,test_pretraining/micro/f1,test_incremental_geography/macro_types/precision,test_incremental_geography-glacier/macro_types/recall,test_pretraining/macro_types/f1,test_pretraining/micro/precision,test_pretraining/macro_types/recall,test_incremental_geography-island/macro_types/precision,test_incremental/macro_types/f1,test_incremental_geography-island/macro_types/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test/micro/recall,test_pretraining/micro/recall,test_incremental_only/macro_example/recall,test_pretraining/macro_example/recall,test_pretraining/macro_example/f1,test_incremental/macro_types/recall
no_init_box_kenn_horizontal_adapter_bert_ms,2,fu1yaxgm,0.9222221970558168,0.02922755852341652,0.40625,0.9138839244842528,0.02711322344839573,0.9874083995819092,1.0,0.022268615663051605,0.8855421543121338,0.0220932736992836,0.8074074387550354,0.8658156991004944,0.7055118680000305,0.9865771532058716,0.9285714626312256,0.8064516186714172,0.6931227445602417,0.9540229439735411,0.9871795177459716,21,0.7111111879348755,0.8144208192825317,0.8911609649658203,0.810126543045044,0.02528415620326996,1.0,0.9061033129692078,0.25,0.8091168403625488,0.9245187044143676,0.6881720423698425,0.9846153855323792,0.8958253860473633,0.9245187044143676,0.5777778029441833,0.8958253860473633,0.8032786846160889,0.8502662181854248,0.01,0.9034910202026368,0.8911609649658203,0.988095223903656,0.8666666746139526,0.8502662181854248,0.9061033129692078,0.8091168403625488,0.9615384340286256,0.8527406454086304,0.8771929740905762,0.9333333969116212,0.7000000476837158,0.8767034411430359,0.8767034411430359,0.021920669823884964,0.9034910202026368,0.9138839244842528,0.7503976225852966
no_init_box_kenn_horizontal_adapter_bert_ms,1,yp05a48d,0.9222221970558168,0.02922755852341652,0.5625,0.913821578025818,0.027443140745162964,0.961309552192688,1.0,0.023312456905841827,0.8875739574432373,0.023225143551826477,0.8259259462356567,0.8763508796691895,0.7416563034057617,0.9677419066429138,0.9090909361839294,0.774193525314331,0.7233422994613647,0.9540229439735411,0.9523810148239136,43,0.7444444894790649,0.8222091197967529,0.8912326693534851,0.8170732259750366,0.025864070281386375,1.0,0.9055593013763428,0.25,0.8108602166175842,0.9239968061447144,0.7204301357269287,0.9436619877815248,0.8938177824020386,0.9239968061447144,0.7200000286102295,0.8938177824020386,0.8196721076965332,0.8503204584121704,0.01,0.9038680195808412,0.8912326693534851,0.988095223903656,0.8333333134651184,0.8503204584121704,0.9055593013763428,0.8108602166175842,0.8571428656578064,0.8569697737693787,0.8135592937469482,0.9333333969116212,0.7388889789581299,0.8773523569107056,0.8773523569107056,0.02313848212361336,0.9038680195808412,0.913821578025818,0.7730622291564941
no_init_box_kenn_horizontal_adapter_bert_ms,0,sq487gx5,0.9222221970558168,0.02957550436258316,0.625,0.9138325452804564,0.02749621868133545,0.9623917937278748,1.0,0.022964509204030037,0.886904776096344,0.022877193987369537,0.8203704357147217,0.8780460357666016,0.7305450439453125,0.9738562107086182,0.9285714626312256,0.6451612710952759,0.7122759819030762,0.9540229439735411,0.953823983669281,31,0.73333340883255,0.8155403733253479,0.891208827495575,0.8148147463798523,0.025690093636512756,0.9090909361839294,0.9057404398918152,0.25,0.810221791267395,0.924170732498169,0.7096773982048035,0.95652174949646,0.8939010500907898,0.924170732498169,0.7407407164573669,0.8939010500907898,0.8142076730728149,0.8500069975852966,0.01,0.9037230610847472,0.891208827495575,0.988095223903656,0.8666666746139526,0.8500069975852966,0.9057404398918152,0.810221791267395,0.9523809552192688,0.8522703647613525,0.7692307233810425,0.944444477558136,0.7277778387069702,0.8771360516548157,0.8771360516548157,0.022790536284446716,0.9037230610847472,0.9138325452804564,0.7647625207901001
smart_init_box_adapter_bert_ms,2,0nu5axei,0.9222221970558168,0.015280677936971188,0.96875,0.8957750797271729,0.020190566778182983,0.34465789794921875,0.12931033968925476,0.010554395616054537,0.3602484464645386,0.01569780521094799,0.9500000476837158,0.6447521448135376,0.5012832880020142,0.2222222238779068,0.22900761663913727,0.9677419066429138,0.9788306951522828,0.9540229439735411,0.1301788091659546,8,0.33703702688217163,0.22979608178138733,0.8386433124542236,0.22979798913002017,0.02974947914481163,0.1313559263944626,0.7989034652709961,0.25,0.8255999684333801,0.8853224515914917,0.9784946441650392,0.13018597662448883,0.8463830351829529,0.8853224515914917,0.23134329915046692,0.8463830351829529,0.9508196711540222,0.8358623385429382,0.02,0.9064775705337524,0.8386433124542236,0.988095223903656,1.0,0.8358623385429382,0.7989034652709961,0.8255999684333801,0.12987013161182404,0.5078665018081665,0.22900764644145968,0.4879629909992218,0.9777778387069702,0.8825438022613525,0.8825438022613525,0.030619345605373383,0.9064775705337524,0.8957750797271729,0.9646785259246826
smart_init_box_adapter_bert_ms,1,d9nm8jki,0.9222221970558168,0.015164695680141447,0.96875,0.907505452632904,0.02004924044013023,0.4627060294151306,0.2884615361690521,0.010438413359224796,0.596551775932312,0.01552379410713911,0.9444445371627808,0.6402391195297241,0.4957264959812164,0.4357682764530182,0.4477611780166626,0.9354838728904724,0.9680780172348022,0.9540229439735411,0.2875763177871704,7,0.3333333432674408,0.4434282481670379,0.8730736970901489,0.4433497488498688,0.02957550436258316,0.29807692766189575,0.8640118837356567,0.25,0.8249796032905579,0.9086523056030272,0.9677419066429138,0.28753992915153503,0.8554636836051941,0.9086523056030272,0.45588240027427673,0.8554636836051941,0.9453551769256592,0.8399451375007629,0.03,0.9063615798950196,0.8730736970901489,0.988095223903656,1.0,0.8399451375007629,0.8640118837356567,0.8249796032905579,0.27619048953056335,0.6237226724624634,0.4264706075191498,0.4842592775821686,0.9666666984558104,0.8823274970054626,0.8823274970054626,0.03027139976620674,0.9063615798950196,0.907505452632904,0.9566140174865724
smart_init_box_adapter_bert_ms,0,lxyphpcz,0.9222221970558168,0.02899559400975704,0.8125,0.914428412914276,0.0288498867303133,0.9014881253242492,1.0,0.028357690200209618,0.917582392692566,0.028530603274703022,0.9166667461395264,0.921273112297058,0.911077320575714,0.9226519465446472,1.0,0.9032257795333862,0.9052419662475586,0.9540229439735411,0.872619092464447,77,0.9055556058883668,0.8886311650276184,0.8924189209938049,0.8842105269432068,0.02870563603937626,0.7428571581840515,0.9041065573692322,0.25,0.8213544487953186,0.923271894454956,0.9032257795333862,0.8659793734550476,0.8892161250114441,0.923271894454956,0.7761193513870239,0.8892161250114441,0.9125683307647704,0.8539392352104187,0.39,0.9057527184486388,0.8924189209938049,0.988095223903656,1.0,0.8539392352104187,0.9041065573692322,0.8213544487953186,0.875,0.9054699540138244,0.8888888359069824,0.9259259700775146,0.9166667461395264,0.8810296058654785,0.8810296058654785,0.028705637902021408,0.9057527184486388,0.914428412914276,0.909487009048462
no_init_box_adapter_bert_ms,2,keta4zic,0.9222221970558168,0.02992345206439495,0.71875,0.913715958595276,0.02911954000592232,0.8553924560546875,0.9666666388511658,0.028531664982438087,0.8684210777282715,0.028268296271562576,0.9055556058883668,0.9298839569091796,0.9027009606361388,0.8375634551048279,0.9666666388511658,0.9677419066429138,0.8843861818313599,0.9540229439735411,0.8111581802368164,37,0.9111111760139464,0.846190869808197,0.8904199600219727,0.7961164712905884,0.02835768833756447,0.9583333134651184,0.9004644751548767,0.25,0.8201512098312378,0.9220308661460876,0.8817204236984253,0.7256637215614319,0.8856703042984009,0.9220308661460876,0.8214285969734192,0.8856703042984009,0.9016393423080444,0.8516525030136108,0.01,0.9055497646331788,0.8904199600219727,0.988095223903656,0.9666666388511658,0.8516525030136108,0.9004644751548767,0.8201512098312378,0.508474588394165,0.8741961717605591,0.6666666269302368,0.9555555582046508,0.894444465637207,0.8805969953536987,0.8805969953536987,0.028009742498397827,0.9055497646331788,0.913715958595276,0.8938452005386353
no_init_box_adapter_bert_ms,1,1l22m0rg,0.9222221970558168,0.03027139976620674,0.75,0.913570761680603,0.029314199462532997,0.8788347244262695,1.0,0.028531663119792935,0.8918918967247009,0.02835662290453911,0.9074074625968932,0.9361001253128052,0.9055216312408448,0.8823529481887817,0.98305082321167,0.9354838728904724,0.884050190448761,0.9540229439735411,0.8424146175384521,32,0.9111111760139464,0.8627303838729858,0.8913947343826294,0.8367347717285156,0.028415679931640625,0.9230769276618958,0.9024606347084044,0.25,0.8201318383216858,0.9217351078987122,0.8817204236984253,0.7961165308952332,0.8874735832214355,0.9217351078987122,0.8275862336158752,0.8874735832214355,0.9016393423080444,0.8524749279022217,0.01,0.9055497646331788,0.8913947343826294,0.988095223903656,0.9666666388511658,0.8524749279022217,0.9024606347084044,0.8201318383216858,0.6041666865348816,0.8861525058746338,0.7341771721839905,0.9666666984558104,0.9000000953674316,0.8805969953536987,0.8805969953536987,0.028183715417981148,0.9055497646331788,0.913570761680603,0.8935931921005249
no_init_box_adapter_bert_ms,0,mm580qcx,0.9222221970558168,0.02957550436258316,0.71875,0.9123412370681764,0.028114985674619675,0.7914235591888428,0.9677419066429138,0.02540013939142227,0.8455284237861633,0.025136470794677734,0.8555556535720825,0.8978053331375122,0.8026913404464722,0.8387096524238586,0.9836065173149108,0.6451612710952759,0.7879704236984253,0.9540229439735411,0.7258663177490234,51,0.8111112117767334,0.7556444406509399,0.8895214796066284,0.7487179636955261,0.026791928336024284,0.6216216087341309,0.9006651639938354,0.25,0.8145887851715088,0.9203433990478516,0.7849462628364563,0.7156862616539001,0.8807496428489685,0.9203433990478516,0.6666666269302368,0.8807496428489685,0.8524590134620667,0.8463782072067261,0.01,0.9044769406318665,0.8895214796066284,0.988095223903656,1.0,0.8463782072067261,0.9006651639938354,0.8145887851715088,0.5882353186607361,0.8061974048614502,0.6153846383094788,0.9444445371627808,0.7944445013999939,0.8786502480506897,0.8786502480506897,0.02487821877002716,0.9044769406318665,0.9123412370681764,0.8215333223342896
no_init_kenn_horizontal_adapter_bert_ms,2,3r3yoo8a,0.8999999761581421,0.03032938949763775,0.875,0.9200828075408936,0.029586751013994217,0.863097071647644,0.90625,0.03009742498397827,0.8960000276565552,0.02992244064807892,0.9222222566604614,0.9448036551475524,0.9555233120918274,0.875,0.9354838132858276,0.9677419066429138,0.936469554901123,0.9418604373931884,0.8215278387069702,18,0.9611111879348756,0.8752411007881165,0.9052127599716188,0.8571428656578064,0.02887961082160473,0.9333333373069764,0.910862922668457,0.375,0.8658632040023804,0.9259684085845948,0.9354838728904724,0.7909091114997864,0.8995147943496704,0.9259684085845948,0.9032257795333862,0.8995147943496704,0.9180327653884888,0.882368266582489,0.21,0.914271593093872,0.9052127599716188,0.9878048896789552,0.9666666388511658,0.882368266582489,0.910862922668457,0.8658632040023804,0.625,0.894071638584137,0.7594935894012451,0.968518614768982,0.9500000476837158,0.8996322751045227,0.8996322751045227,0.02974947914481163,0.914271593093872,0.9200828075408936,0.9273521304130554
no_init_kenn_horizontal_adapter_bert_ms,1,3hztl3uy,0.8999999761581421,0.029517512768507004,0.84375,0.9201829433441162,0.029016215354204174,0.9032012224197388,1.0,0.02922755852341652,0.9120879173278807,0.029140310361981392,0.9111111760139464,0.9265846014022828,0.9305473566055298,0.9171270728111268,0.98305082321167,0.9354838728904724,0.915300190448761,0.9418604373931884,0.8750000596046448,21,0.9333333969116212,0.8946965336799622,0.9058618545532228,0.8854166269302368,0.028531663119792935,0.8999999761581421,0.9126234650611876,0.375,0.8646419048309326,0.9264091849327089,0.9139785170555116,0.8585858345031738,0.9025996923446656,0.9264091849327089,0.8709677457809448,0.9025996923446656,0.9071038365364076,0.8832131028175354,0.12,0.9140397310256958,0.9058618545532228,0.9878048896789552,0.9666666388511658,0.8832131028175354,0.9126234650611876,0.8646419048309326,0.7250000238418579,0.9073193669319152,0.816901445388794,0.9425926208496094,0.927777886390686,0.8991996645927429,0.8991996645927429,0.02905358374118805,0.9140397310256958,0.9201829433441162,0.9114751219749452
no_init_kenn_horizontal_adapter_bert_ms,0,pcquzuyn,0.8999999761581421,0.029285548254847527,0.84375,0.9195215702056884,0.0287240706384182,0.8246961236000061,0.90625,0.028183717280626297,0.8770053386688232,0.028270436450839043,0.9000000953674316,0.917255401611328,0.9027692675590516,0.8586387634277344,0.9354838132858276,0.8709677457809448,0.8937948346138,0.9418604373931884,0.7703266143798828,31,0.9000000953674316,0.8274804353713989,0.9044405221939088,0.8217821717262268,0.028183717280626297,0.675000011920929,0.9101861715316772,0.375,0.8634012341499329,0.9253073930740356,0.8924731016159058,0.7614678740501404,0.8965608477592468,0.9253073930740356,0.7500000596046448,0.8965608477592468,0.8961748480796814,0.879668653011322,0.05,0.91380774974823,0.9044405221939088,0.9878048896789552,0.9666666388511658,0.879668653011322,0.9101861715316772,0.8634012341499329,0.7297297120094299,0.8585701584815979,0.7941176295280457,0.9351852536201476,0.9055556058883668,0.8987670540809631,0.8987670540809631,0.028357690200209618,0.91380774974823,0.9195215702056884,0.8953461050987244
smart_init_kenn_top_down_adapter_bert_ms,2,hejlrof9,0.8999999761581421,0.02992345206439495,0.75,0.920811116695404,0.029027540236711506,0.9552845358848572,1.0,0.02887961082160473,0.9265536665916444,0.028616270050406456,0.9000000357627869,0.9269461631774902,0.9138129353523254,0.9590643048286438,0.98305082321167,0.9677419066429138,0.8948028683662415,0.9418604373931884,0.9444445371627808,22,0.9222222566604614,0.918953776359558,0.9064136147499084,0.9120879173278807,0.028183717280626297,1.0,0.9141914248466492,0.375,0.8634594082832336,0.9279227256774902,0.8924731016159058,0.932584285736084,0.906606137752533,0.9279227256774902,0.8571428656578064,0.906606137752533,0.8961748480796814,0.88450688123703,0.86,0.91380774974823,0.9064136147499084,0.9878048896789552,0.9666666388511658,0.88450688123703,0.9141914248466492,0.8634594082832336,0.8333333134651184,0.9247474074363708,0.8955223560333252,0.9555555582046508,0.9055556058883668,0.8987670540809631,0.8987670540809631,0.028357690200209618,0.91380774974823,0.920811116695404,0.8961021304130554
smart_init_kenn_bottom_up_adapter_bert_ms,2,z47kddpc,0.8999999761581421,0.02992345206439495,0.75,0.920811116695404,0.029027540236711506,0.9552845358848572,1.0,0.02887961082160473,0.9265536665916444,0.028616270050406456,0.9000000357627869,0.9269461631774902,0.9138129353523254,0.9590643048286438,0.98305082321167,0.9677419066429138,0.8948028683662415,0.9418604373931884,0.9444445371627808,22,0.9222222566604614,0.918953776359558,0.9064136147499084,0.9120879173278807,0.028183717280626297,1.0,0.9141914248466492,0.375,0.8634594082832336,0.9279227256774902,0.8924731016159058,0.932584285736084,0.906606137752533,0.9279227256774902,0.8571428656578064,0.906606137752533,0.8961748480796814,0.88450688123703,0.67,0.91380774974823,0.9064136147499084,0.9878048896789552,0.9666666388511658,0.88450688123703,0.9141914248466492,0.8634594082832336,0.8333333134651184,0.9247474074363708,0.8955223560333252,0.9555555582046508,0.9055556058883668,0.8987670540809631,0.8987670540809631,0.028357690200209618,0.91380774974823,0.920811116695404,0.8961021304130554
