name,instance,run_id,test_incremental_geography/macro_types/recall,test_incremental/macro_example/precision,test_incremental_geography-mountain/macro_types/recall,test/macro_example/f1,test_incremental/macro_example/f1,test_incremental/macro_types/precision,test_incremental_geography-glacier/macro_types/precision,test_incremental_only/macro_example/precision,test_incremental/micro/f1,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/recall,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental/micro/precision,test_incremental_geography-glacier/macro_types/f1,test_incremental_geography-island/macro_types/recall,test_incremental_only/macro_types/recall,test_incremental_geography/macro_types/f1,test_incremental_only/macro_types/precision,epoch,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/macro_types/f1,test/micro/f1,test_incremental_only/micro/f1,test_incremental/macro_example/recall,test_incremental_geography-mountain/macro_types/precision,test/micro/precision,threshold_pretraining,test/macro_types/recall,test/macro_example/precision,test_incremental_only/micro/recall,test_incremental_only/micro/precision,test_pretraining/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_geography-mountain/macro_types/f1,test/macro_types/precision,test_incremental/micro/recall,test/macro_types/f1,threshold_incremental,test/macro_example/recall,test_pretraining/micro/f1,test_incremental_geography/macro_types/precision,test_incremental_geography-glacier/macro_types/recall,test_pretraining/macro_types/f1,test_pretraining/micro/precision,test_pretraining/macro_types/recall,test_incremental_geography-island/macro_types/precision,test_incremental/macro_types/f1,test_incremental_geography-island/macro_types/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test/micro/recall,test_pretraining/micro/recall,test_incremental_only/macro_example/recall,test_pretraining/macro_example/recall,test_pretraining/macro_example/f1,test_incremental/macro_types/recall
smart_init_kenn_hybrid_adapter_bert_ms,1,34d0jl31,0.8999999761581421,0.028937600553035736,0.78125,0.9206940531730652,0.02855568379163742,0.9391555190086364,1.0,0.028183717280626297,0.9239436388015748,0.028270434588193893,0.9000000357627869,0.9118781685829164,0.9027692675590516,0.9534883499145508,0.98305082321167,0.9354838728904724,0.8944668769836426,0.9418604373931884,0.922939121723175,20,0.9000000953674316,0.9084799885749816,0.906314730644226,0.9071037769317628,0.028183717280626297,0.8333333134651184,0.913990318775177,0.375,0.8634399771690369,0.927685022354126,0.8924731016159058,0.9222221970558168,0.9053654670715332,0.927685022354126,0.8064516186714172,0.9053654670715332,0.8961748480796814,0.883905827999115,0.46,0.91380774974823,0.906314730644226,0.9878048896789552,0.9666666388511658,0.883905827999115,0.913990318775177,0.8634399771690369,0.9354838728904724,0.9169918298721312,0.9354838728904724,0.9240741729736328,0.9055556058883668,0.8987670540809631,0.8987670540809631,0.02835768833756447,0.91380774974823,0.9206940531730652,0.8958501219749451
smart_init_kenn_top_down_adapter_bert_ms,1,znzgyfq0,0.8999999761581421,0.02922755666077137,0.78125,0.9208047389984132,0.028514688834547997,0.9797098636627196,1.0,0.028183717280626297,0.931034505367279,0.0279203187674284,0.888888955116272,0.9105691313743592,0.8915888071060181,0.9818181991577148,0.98305082321167,0.8709677457809448,0.8729615211486816,0.9418604373931884,0.9770115613937378,20,0.9000000953674316,0.9220604300498962,0.9065706133842468,0.9204545617103576,0.027835767716169357,1.0,0.9149592518806458,0.375,0.8621993064880371,0.9281489253044128,0.8709677457809448,0.9759036302566528,0.9084849953651428,0.9281489253044128,0.8771929740905762,0.9084849953651428,0.8852459192276001,0.8847372531890869,0.86,0.9135757684707642,0.9065706133842468,0.9878048896789552,0.9666666388511658,0.8847372531890869,0.9149592518806458,0.8621993064880371,0.931034505367279,0.9270270466804504,0.9000000953674316,0.9333333969116212,0.8833333849906921,0.8983344435691833,0.8983344435691833,0.027661796659231182,0.9135757684707642,0.9208047389984132,0.8797210454940796
smart_init_kenn_bottom_up_adapter_bert_ms,1,b1tlu1l9,0.8999999761581421,0.02922755666077137,0.78125,0.9208047389984132,0.028514688834547997,0.9797098636627196,1.0,0.028183717280626297,0.931034505367279,0.0279203187674284,0.888888955116272,0.9105691313743592,0.8915888071060181,0.9818181991577148,0.98305082321167,0.8709677457809448,0.8729615211486816,0.9418604373931884,0.9770115613937378,22,0.9000000953674316,0.9220604300498962,0.9065706133842468,0.9204545617103576,0.027835767716169357,1.0,0.9149592518806458,0.375,0.8621993064880371,0.9281489253044128,0.8709677457809448,0.9759036302566528,0.9084849953651428,0.9281489253044128,0.8771929740905762,0.9084849953651428,0.8852459192276001,0.8847372531890869,0.78,0.9135757684707642,0.9065706133842468,0.9878048896789552,0.9666666388511658,0.8847372531890869,0.9149592518806458,0.8621993064880371,0.931034505367279,0.9270270466804504,0.9000000953674316,0.9333333969116212,0.8833333849906921,0.8983344435691833,0.8983344435691833,0.027661796659231182,0.9135757684707642,0.9208047389984132,0.8797210454940796
smart_init_kenn_hybrid_adapter_bert_ms,0,zpfebvmn,0.8999999761581421,0.028821619227528572,0.84375,0.9207100868225098,0.028587769716978073,0.9353676438331604,1.0,0.028357690200209618,0.9243696928024292,0.028530603274703022,0.9055556058883668,0.9129029512405396,0.911077320575714,0.948275864124298,0.9655172228813172,0.9354838728904724,0.904189109802246,0.9418604373931884,0.917888641357422,23,0.9055556058883668,0.910987377166748,0.9063352346420288,0.908108115196228,0.02835768833756447,0.8181818127632141,0.913808286190033,0.375,0.8640008568763733,0.927597999572754,0.9032257795333862,0.91304349899292,0.9050740599632264,0.927597999572754,0.8307692408561707,0.9050740599632264,0.9016393423080444,0.8840606212615967,0.46,0.9139237403869628,0.9063352346420288,0.9878048896789552,0.9333333373069764,0.8840606212615967,0.913808286190033,0.8640008568763733,0.9354838728904724,0.9189722537994384,0.9354838728904724,0.9203704595565796,0.9166667461395264,0.898983359336853,0.898983359336853,0.028705637902021408,0.9139237403869628,0.9207100868225098,0.9031417965888976
smart_init_kenn_top_down_adapter_bert_ms,0,bua50zjb,0.8999999761581421,0.028531663119792935,0.8125,0.9207172393798828,0.02808999828994274,0.969834804534912,1.0,0.027835769578814507,0.9252873063087464,0.02757233940064907,0.8833334445953369,0.8970072865486145,0.8804767727851868,0.9757575988769532,0.9655172228813172,0.8387096524238586,0.8615143299102783,0.9418604373931884,0.963844895362854,23,0.888888955116272,0.90981125831604,0.9063522815704346,0.9090909361839294,0.027661794796586037,0.9285714030265808,0.914738953113556,0.375,0.8615388870239258,0.9280909299850464,0.8602150678634644,0.9638554453849792,0.9077253937721252,0.9280909299850464,0.8666666150093079,0.9077253937721252,0.8797814249992371,0.8840293288230896,0.79,0.9134597778320312,0.9063522815704346,0.9878048896789552,0.9333333373069764,0.8840293288230896,0.914738953113556,0.8615388870239258,0.9629629850387572,0.9178395867347716,0.8965516686439514,0.9111111164093018,0.8722223043441772,0.8981180787086487,0.8981180787086487,0.027313848957419395,0.9134597778320312,0.9207172393798828,0.8711357712745667
smart_init_kenn_bottom_up_adapter_bert_ms,0,zju77fqw,0.8999999761581421,0.028821619227528572,0.8125,0.9208065271377563,0.02840988151729107,0.962468445301056,1.0,0.028183717280626297,0.9287749528884888,0.028096459805965424,0.894444465637207,0.9072222709655762,0.8972136378288269,0.9702380895614624,0.9655172228813172,0.9032257795333862,0.883019745349884,0.9418604373931884,0.954023003578186,23,0.9000000357627869,0.9171491861343384,0.9064921140670776,0.916201114654541,0.028009742498397827,0.8965517282485962,0.9145750999450684,0.375,0.8627795577049255,0.9280329942703248,0.8817204236984253,0.9534883499145508,0.9071587324142456,0.9280329942703248,0.8524590134620667,0.9071587324142456,0.8907103538513184,0.8844127655029297,0.5800000000000001,0.9136917591094972,0.9064921140670776,0.9878048896789552,0.9333333373069764,0.8844127655029297,0.9145750999450684,0.8627795577049255,0.9655172228813172,0.9233378767967224,0.9333333373069764,0.9203704595565796,0.894444465637207,0.8985507488250732,0.8985507488250732,0.028009742498397827,0.9136917591094972,0.9208065271377563,0.8872647285461426
no_init_kenn_hybrid_adapter_bert_ms,2,3cazesbh,0.8999999761581421,0.02992345206439495,0.75,0.920811116695404,0.029027540236711506,0.9552845358848572,1.0,0.02887961082160473,0.9265536665916444,0.028616270050406456,0.9000000357627869,0.9269461631774902,0.9138129353523254,0.9590643048286438,0.98305082321167,0.9677419066429138,0.8948028683662415,0.9418604373931884,0.9444445371627808,22,0.9222222566604614,0.918953776359558,0.9064136147499084,0.9120879173278807,0.028183717280626297,1.0,0.9141914248466492,0.375,0.8634594082832336,0.9279227256774902,0.8924731016159058,0.932584285736084,0.906606137752533,0.9279227256774902,0.8571428656578064,0.906606137752533,0.8961748480796814,0.88450688123703,0.9,0.91380774974823,0.9064136147499084,0.9878048896789552,0.9666666388511658,0.88450688123703,0.9141914248466492,0.8634594082832336,0.8333333134651184,0.9247474074363708,0.8955223560333252,0.9555555582046508,0.9055556058883668,0.8987670540809631,0.8987670540809631,0.028357690200209618,0.91380774974823,0.920811116695404,0.8961021304130554
no_init_kenn_top_down_adapter_bert_ms,2,1g369599,0.8999999761581421,0.03009742498397827,0.84375,0.9194857478141784,0.02938506007194519,0.8386179208755493,0.9666666388511658,0.02992345206439495,0.8675325512886047,0.029660195112228394,0.9166667461395264,0.938362956047058,0.9471489787101746,0.8267326951026917,0.9666666388511658,0.9677419066429138,0.9260528683662416,0.9418604373931884,0.7888889312744141,22,0.9555556178092957,0.8519856333732605,0.9040113091468812,0.8075117468833923,0.028705637902021408,0.8999999761581421,0.9086538553237916,0.375,0.8652622699737549,0.9248782396316528,0.924731194972992,0.7166666388511658,0.8976317644119263,0.9248782396316528,0.8709677457809448,0.8976317644119263,0.9125683307647704,0.8811498284339905,0.34,0.914155662059784,0.9040113091468812,0.9878048896789552,0.9666666388511658,0.8811498284339905,0.9086538553237916,0.8652622699737549,0.5,0.8772165775299072,0.6593406200408936,0.9611111879348756,0.9388889670372008,0.8994159698486328,0.8994159698486328,0.02940153144299984,0.914155662059784,0.9194857478141784,0.9195396304130554
no_init_kenn_bottom_up_adapter_bert_ms,2,3lelcdp8,0.8999999761581421,0.02986546047031879,0.84375,0.920081377029419,0.02927406504750252,0.8588833808898926,0.9354838728904724,0.02957550436258316,0.890666663646698,0.02948825992643833,0.9166667461395264,0.9348185658454896,0.941658616065979,0.8697916865348816,0.9508196711540222,0.9677419066429138,0.9260528683662416,0.9418604373931884,0.8159096240997314,22,0.9444445371627808,0.8674991130828857,0.9049950838088988,0.8472906351089478,0.028705637902021408,0.8999999761581421,0.9106438755989076,0.375,0.8652622699737549,0.9260843992233276,0.924731194972992,0.7818182110786438,0.8991906642913818,0.9260843992233276,0.8709677457809448,0.8991906642913818,0.9125683307647704,0.8819002509117126,0.16,0.914155662059784,0.9049950838088988,0.9878048896789552,0.9666666388511658,0.8819002509117126,0.9106438755989076,0.8652622699737549,0.6122449040412903,0.8881770372390747,0.7499999403953552,0.953703761100769,0.9388889670372008,0.8994159698486328,0.8994159698486328,0.02940153144299984,0.914155662059784,0.920081377029419,0.9195396304130554
no_init_kenn_hybrid_adapter_bert_ms,1,3fklvnhi,0.8999999761581421,0.028937600553035736,0.78125,0.9205923676490784,0.0284661129117012,0.9459719657897948,1.0,0.028357692062854767,0.9235127568244934,0.02818264439702034,0.894444465637207,0.9090179204940796,0.8999657034873962,0.9588235020637512,0.98305082321167,0.9032257795333862,0.8837141990661621,0.9418604373931884,0.9320276379585266,20,0.9055556058883668,0.9072281718254088,0.906294286251068,0.9060773849487304,0.028009742498397827,0.8928571343421936,0.9141725301742554,0.375,0.8628196716308594,0.927597999572754,0.8817204236984253,0.931818187236786,0.9058897495269777,0.927597999572754,0.8333333730697632,0.9058897495269777,0.8907103538513184,0.8838303089141846,0.39,0.9136917591094972,0.906294286251068,0.9878048896789552,0.9666666388511658,0.8838303089141846,0.9141725301742554,0.8628196716308594,0.9032257795333862,0.915955662727356,0.9032257795333862,0.9240741729736328,0.894444465637207,0.8985507488250732,0.8985507488250732,0.028009742498397827,0.9136917591094972,0.9205923676490784,0.8877856135368347
no_init_kenn_top_down_adapter_bert_ms,1,1e23vtlh,0.8999999761581421,0.029865462332963943,0.84375,0.9193366765975952,0.029274066910147667,0.8191397190093994,1.0,0.02957550436258316,0.872062623500824,0.02948825992643833,0.9166667461395264,0.9348185658454896,0.941658616065979,0.8349999785423279,0.98305082321167,0.9677419066429138,0.9260528683662416,0.9418604373931884,0.7629179954528809,21,0.9444445371627808,0.8366069793701172,0.9042078852653505,0.8151658773422241,0.028705637902021408,0.5744680762290955,0.9090511798858644,0.375,0.8652622699737549,0.9245766401290894,0.924731194972992,0.7288135886192322,0.8961334228515625,0.9245766401290894,0.6835442781448364,0.8961334228515625,0.9125683307647704,0.8804273009300232,0.28,0.914155662059784,0.9042078852653505,0.9878048896789552,0.9666666388511658,0.8804273009300232,0.9090511798858644,0.8652622699737549,0.7142857313156128,0.8664408326148987,0.8219178318977356,0.953703761100769,0.9388889670372008,0.8994159698486328,0.8994159698486328,0.02940153144299984,0.914155662059784,0.9193366765975952,0.9195396304130554
no_init_kenn_bottom_up_adapter_bert_ms,1,2hob4rau,0.8999999761581421,0.028937600553035736,0.78125,0.9205352663993835,0.0284661129117012,0.93827486038208,1.0,0.028357692062854767,0.9209039211273192,0.02818264439702034,0.894444465637207,0.9090179204940796,0.8999657034873962,0.9532163739204408,0.98305082321167,0.9032257795333862,0.8837141990661621,0.9418604373931884,0.9217649698257446,20,0.9055556058883668,0.9023386240005492,0.9061955213546752,0.9010989665985109,0.028009742498397827,0.8620689511299133,0.9139714241027832,0.375,0.8628196716308594,0.927482008934021,0.8817204236984253,0.9213483333587646,0.9052976965904236,0.927482008934021,0.819672167301178,0.9052976965904236,0.8907103538513184,0.8835484385490417,0.37,0.9136917591094972,0.9061955213546752,0.9878048896789552,0.9666666388511658,0.8835484385490417,0.9139714241027832,0.8628196716308594,0.9032257795333862,0.9123322367668152,0.9032257795333862,0.9240741729736328,0.894444465637207,0.8985507488250732,0.8985507488250732,0.028009742498397827,0.9136917591094972,0.9205352663993835,0.8877856135368347
no_init_kenn_hybrid_adapter_bert_ms,0,dy61py0y,0.8999999761581421,0.029169566929340363,0.875,0.9191311001777648,0.028994549065828323,0.7789840698242188,0.8823529481887817,0.028531663119792935,0.8571428656578064,0.02904420904815197,0.9203704595565796,0.92589271068573,0.9274784326553344,0.8038277626037598,0.9375,0.9354838728904724,0.9368279576301576,0.9418604373931884,0.7093772292137146,31,0.9111111164093018,0.8073895573616028,0.9035411477088928,0.7909091114997864,0.028821619227528572,0.5384615659713745,0.9074841737747192,0.375,0.8658838868141174,0.9240721464157104,0.9354838728904724,0.6850393414497375,0.8930445909500122,0.9240721464157104,0.6666666865348816,0.8930445909500122,0.9180327653884888,0.8792545199394226,0.05,0.9142426252365112,0.9035411477088928,0.9878048896789552,1.0,0.8792545199394226,0.9074841737747192,0.8658838868141174,0.707317054271698,0.8468297719955444,0.805555522441864,0.9314815402030944,0.9444445371627808,0.8996322751045227,0.8996322751045227,0.02957550622522831,0.9142426252365112,0.9191311001777648,0.9276210069656372
no_init_kenn_top_down_adapter_bert_ms,0,3pqespt4,0.8999999761581421,0.02940153144299984,0.84375,0.9182431101799012,0.02904941700398922,0.7349604368209839,0.8823529481887817,0.02887961082160473,0.8246913552284241,0.02913823351264,0.9166667461395264,0.9276447296142578,0.9304810166358948,0.7522522807121277,0.9375,0.9354838728904724,0.926411271095276,0.9418604373931884,0.6506789922714233,31,0.9222222566604614,0.764441192150116,0.9020500779151917,0.738197386264801,0.02870563603937626,0.4655172526836395,0.9046997427940368,0.375,0.8652829527854919,0.9223672151565552,0.924731194972992,0.6142857074737549,0.8896580934524536,0.9223672151565552,0.6000000238418579,0.8896580934524536,0.9125683307647704,0.8773012757301331,0.16,0.914155662059784,0.9020500779151917,0.9878048896789552,1.0,0.8773012757301331,0.9046997427940368,0.8652829527854919,0.6041666865348816,0.8170601725578308,0.7341771721839905,0.9388889670372008,0.9388889670372008,0.8994159698486328,0.8994159698486328,0.02940153144299984,0.914155662059784,0.9182431101799012,0.9198085069656372
no_init_kenn_bottom_up_adapter_bert_ms,0,1nvouhq1,0.8999999761581421,0.02911157533526421,0.875,0.9187138080596924,0.028877748176455494,0.755923330783844,0.8285714387893677,0.028357692062854767,0.8413098454475403,0.028786055743694305,0.9148148894309998,0.9221628308296204,0.9192346930503844,0.7803738117218018,0.892307698726654,0.9354838728904724,0.9257168769836426,0.9418604373931884,0.6786295175552368,31,0.9055556058883668,0.7831460237503052,0.9028335809707642,0.7644444704055786,0.02864764630794525,0.5,0.9062772393226624,0.375,0.8652428984642029,0.923347234725952,0.924731194972992,0.6515151262283325,0.891270637512207,0.923347234725952,0.6363636255264282,0.891270637512207,0.9125683307647704,0.8780639171600342,0.05,0.9141266345977784,0.9028335809707642,0.9878048896789552,0.9666666388511658,0.8780639171600342,0.9062772393226624,0.8652428984642029,0.707317054271698,0.8296399116516113,0.805555522441864,0.929629683494568,0.9333333969116212,0.8994159698486328,0.8994159698486328,0.02922755852341652,0.9141266345977784,0.9187138080596924,0.9192876219749452
smart_init_classifier_adapter_bert_ms,2,zx53usab,0.8999999761581421,0.02992345206439495,0.75,0.9207826256752014,0.029027540236711506,0.9496539235115052,1.0,0.02887961082160473,0.9239436388015748,0.028616270050406456,0.9000000357627869,0.9269461631774902,0.9138129353523254,0.9534883499145508,0.98305082321167,0.9677419066429138,0.8948028683662415,0.9418604373931884,0.9369369745254515,22,0.9222222566604614,0.9153853058815002,0.906314730644226,0.9071037769317628,0.028183717280626297,1.0,0.913990318775177,0.375,0.8634594082832336,0.9278647899627686,0.8924731016159058,0.9222221970558168,0.9061729907989502,0.9278647899627686,0.8571428656578064,0.9061729907989502,0.8961748480796814,0.884300708770752,0.65,0.91380774974823,0.906314730644226,0.9878048896789552,0.9666666388511658,0.884300708770752,0.913990318775177,0.8634594082832336,0.8108108043670654,0.9221011400222778,0.882352888584137,0.9555555582046508,0.9055556058883668,0.8987670540809631,0.8987670540809631,0.028357690200209618,0.91380774974823,0.9207826256752014,0.8961021304130554
smart_init_classifier_adapter_bert_ms,1,xfhf2j92,0.8999999761581421,0.02922755666077137,0.78125,0.920719027519226,0.028514688834547997,0.9719512462615968,1.0,0.028183717280626297,0.9283667802810668,0.0279203187674284,0.888888955116272,0.9105691313743592,0.8915888071060181,0.9759036302566528,0.98305082321167,0.8709677457809448,0.8729615211486816,0.9418604373931884,0.9666666984558104,22,0.9000000953674316,0.9174275994300842,0.9064716696739196,0.9152542352676392,0.027835767716169357,1.0,0.9147577285766602,0.375,0.8621993064880371,0.9279749393463136,0.8709677457809448,0.9642857313156128,0.9078881740570068,0.9279749393463136,0.8771929740905762,0.9078881740570068,0.8852459192276001,0.884454071521759,0.74,0.9135757684707642,0.9064716696739196,0.9878048896789552,0.9666666388511658,0.884454071521759,0.9147577285766602,0.8621993064880371,0.8999999761581421,0.9235392212867736,0.8852458596229553,0.9333333969116212,0.8833333849906921,0.8983344435691833,0.8983344435691833,0.027661796659231182,0.9135757684707642,0.920719027519226,0.8797211050987244
smart_init_classifier_adapter_bert_ms,0,sheivlr5,0.8999999761581421,0.029691487550735474,0.84375,0.920868992805481,0.029100023210048676,0.955822229385376,1.0,0.02922755852341652,0.9352113008499146,0.029140310361981392,0.9111111760139464,0.9292608499526978,0.9305473566055298,0.9651162624359132,0.98305082321167,0.9354838728904724,0.915300190448761,0.9418604373931884,0.9451613426208496,23,0.9333333969116212,0.9299911260604858,0.906751036643982,0.9289617538452148,0.028531663119792935,0.8999999761581421,0.9144302606582642,0.375,0.8646419048309326,0.9278010129928588,0.9139785170555116,0.9444444179534912,0.9066475033760072,0.9278010129928588,0.8709677457809448,0.9066475033760072,0.9071038365364076,0.8851466178894043,0.5800000000000001,0.9140397310256958,0.906751036643982,0.9878048896789552,0.9666666388511658,0.8851466178894043,0.9144302606582642,0.8646419048309326,0.9354838728904724,0.9331220388412476,0.9354838728904724,0.948148250579834,0.927777886390686,0.8991996645927429,0.8991996645927429,0.02905358374118805,0.9140397310256958,0.920868992805481,0.9114751219749452
