name,instance,run_id,test_incremental_only/macro_types/f1,test_incremental_only/micro/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental/micro/f1,test_incremental_only/micro/f1,test_pretraining/micro/precision,test/macro_types/recall,test/macro_types/precision,test_incremental/macro_example_exclusive/f1,test/macro_example/recall,test_incremental/macro_types/f1,test_incremental/micro/recall,test_incremental/macro_example/f1,test/macro_types/f1,test_pretraining/macro_example/precision,test_incremental/macro_types/precision,test_incremental/macro_example/precision,test_incremental_transportation/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,epoch,test_incremental/macro_example/recall,test_incremental_transportation-road/macro_types/f1,test_pretraining/micro/recall,test_pretraining/macro_types/f1,test_incremental/micro/precision,test_pretraining/micro/f1,test_incremental_only/macro_example/precision,test_incremental_only/micro/recall,test_incremental/macro_types/recall,test_incremental/macro_example_exclusive/recall,test/macro_example/f1,threshold_pretraining,test_pretraining/macro_types/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_example_exclusive/recall,test/micro/recall,test/macro_example/precision,test_pretraining/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_transportation-road/macro_types/precision,test/micro/precision,test_incremental_only/macro_types/precision,test_incremental_transportation/macro_types/precision,test_pretraining/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_transportation/macro_types/f1,test/micro/f1,threshold_incremental,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example/f1,test_incremental_transportation-road/macro_types/recall
no_init_box_kenn_top_down_adapter_bert_ms,0,kf1rr4t4,0.5909090638160706,1.0,0.4193548262119293,0.7924528121948242,0.5909090638160706,0.9052250385284424,0.8082811236381531,0.8924275636672974,0.78580641746521,0.9045349359512328,0.7969639897346497,0.6774193644523621,0.00847599282860756,0.8482727408409119,0.9245187044143676,0.9677419662475586,0.01009046658873558,0.9354838728904724,0.4193548262119293,66,0.00730688963085413,0.5909090638160706,0.8774391412734985,0.8482727408409119,0.9545454382896424,0.8911155462265015,0.004523312672972679,0.4193548262119293,0.6774193644523621,0.6774193048477173,0.9144176840782166,0.25,0.8082811236381531,0.9045349359512328,0.4193548262119293,0.8774391412734985,0.9245187044143676,0.9144176840782166,0.4193548262119293,1.0,0.9052250385284424,1.0,0.9354838728904724,0.8924275636672974,0.004523312672972679,0.9354838728904724,0.8911155462265015,0.22,0.9354838132858276,0.004523312672972679,0.4193548262119293
no_init_box_kenn_bottom_up_adapter_bert_ms,0,5l9y4o3u,0.5909090638160706,1.0,0.4193548262119293,0.7924528121948242,0.5909090638160706,0.9052250385284424,0.8082811236381531,0.8924275636672974,0.78580641746521,0.9045349359512328,0.7969639897346497,0.6774193644523621,0.00847599282860756,0.8482727408409119,0.9245187044143676,0.9677419662475586,0.01009046658873558,0.9354838728904724,0.4193548262119293,52,0.00730688963085413,0.5909090638160706,0.8774391412734985,0.8482727408409119,0.9545454382896424,0.8911155462265015,0.004523312672972679,0.4193548262119293,0.6774193644523621,0.6774193048477173,0.9144176840782166,0.25,0.8082811236381531,0.9045349359512328,0.4193548262119293,0.8774391412734985,0.9245187044143676,0.9144176840782166,0.4193548262119293,1.0,0.9052250385284424,1.0,0.9354838728904724,0.8924275636672974,0.004523312672972679,0.9354838728904724,0.8911155462265015,0.03,0.9354838132858276,0.004523312672972679,0.4193548262119293
smart_init_box_adapter_bert_ms,2,9hh0w7ea,0.5777777433395386,0.9285714030265808,0.4193548262119293,0.7850466966629028,0.5777777433395386,0.9050203561782836,0.8082811236381531,0.8909990191459656,0.78580641746521,0.9045349359512328,0.7845845222473145,0.6774193644523621,0.00847599282860756,0.847626805305481,0.9244606494903564,0.9320276379585266,0.01009046658873558,0.9354838728904724,0.4193548262119293,5,0.00730688963085413,0.5777777433395386,0.8774391412734985,0.847626805305481,0.9333333373069764,0.8910163640975952,0.004523312672972679,0.4193548262119293,0.6774193644523621,0.6774193048477173,0.9143892526626588,0.25,0.8082811236381531,0.9045349359512328,0.4193548262119293,0.8774391412734985,0.9244606494903564,0.9143892526626588,0.4193548262119293,0.9285714030265808,0.9050203561782836,0.9285714030265808,0.9354838728904724,0.8909990191459656,0.004523312672972679,0.9354838728904724,0.8910163640975952,0.91,0.9354838132858276,0.004523312672972679,0.4193548262119293
smart_init_box_adapter_bert_ms,1,3no6riam,0.5777777433395386,0.9285714030265808,0.4193548262119293,0.7850466966629028,0.5777777433395386,0.9050203561782836,0.8082811236381531,0.8909990191459656,0.78580641746521,0.9045349359512328,0.7845845222473145,0.6774193644523621,0.00847599282860756,0.847626805305481,0.9244606494903564,0.9320276379585266,0.01009046658873558,0.9354838728904724,0.4193548262119293,5,0.00730688963085413,0.5777777433395386,0.8774391412734985,0.847626805305481,0.9333333373069764,0.8910163640975952,0.004523312672972679,0.4193548262119293,0.6774193644523621,0.6774193048477173,0.9143892526626588,0.25,0.8082811236381531,0.9045349359512328,0.4193548262119293,0.8774391412734985,0.9244606494903564,0.9143892526626588,0.4193548262119293,0.9285714030265808,0.9050203561782836,0.9285714030265808,0.9354838728904724,0.8909990191459656,0.004523312672972679,0.9354838728904724,0.8910163640975952,0.87,0.9354838132858276,0.004523312672972679,0.4193548262119293
smart_init_box_adapter_bert_ms,0,9unyzx9f,0.881355881690979,0.9285714030265808,0.8387096524238586,0.9090908765792848,0.881355881690979,0.9050946831703186,0.8166682720184326,0.8909990191459656,0.910647988319397,0.9057236909866332,0.9090072512626648,0.8870967626571655,0.00982257816940546,0.8522158861160278,0.9244316816329956,0.9320276379585266,0.01009046658873558,0.9354838728904724,0.8387096524238586,5,0.00956854596734047,0.881355881690979,0.8802894353866577,0.8522158861160278,0.9322034120559692,0.8925197124481201,0.009046625345945358,0.8387096524238586,0.8870967626571655,0.8870967626571655,0.9149820804595948,0.25,0.8166682720184326,0.9057236909866332,0.8387096524238586,0.8802894353866577,0.9244316816329956,0.9149820804595948,0.8387096524238586,0.9285714030265808,0.9050946831703186,0.9285714030265808,0.9354838728904724,0.8909990191459656,0.009046625345945358,0.9354838728904724,0.8925197124481201,0.74,0.9354838132858276,0.009046625345945358,0.8387096524238586
no_init_kenn_horizontal_adapter_bert_ms,2,a1v04bf0,0.8666666150093079,0.8965517282485962,0.8387096524238586,0.8852458596229553,0.8666666150093079,0.9137123823165894,0.8610837459564209,0.9041346311569214,0.8868034482002258,0.9138947129249572,0.8851920962333679,0.8709677457809448,0.0095653822645545,0.8820842504501343,0.928119957447052,0.8998887538909912,0.009742519818246365,0.9032257795333862,0.8387096524238586,54,0.009394572116434574,0.8666666150093079,0.8984871506690979,0.8820842504501343,0.8999999761581421,0.9060357809066772,0.009046625345945358,0.8387096524238586,0.8709677457809448,0.8709676861763,0.9209523797035216,0.375,0.8610837459564209,0.9138947129249572,0.8387096524238586,0.8984871506690979,0.928119957447052,0.9209523797035216,0.8387096524238586,0.8965517282485962,0.9137123823165894,0.8965517282485962,0.9032257795333862,0.9041346311569214,0.009046625345945358,0.9032257795333862,0.9060357809066772,0.4,0.9032257795333862,0.009046625345945358,0.8387096524238586
no_init_kenn_horizontal_adapter_bert_ms,1,1c2z42wl,0.7123287916183472,0.6190476417541504,0.8387096524238586,0.8000000715255737,0.7123287916183472,0.9110715985298156,0.8610837459564209,0.8985846042633057,0.9020736813545228,0.9138947129249572,0.8123567700386047,0.8709677457809448,0.00973009318113327,0.8794345855712891,0.9258583188056946,0.7611367106437683,0.01009046658873558,0.9032257795333862,0.8387096524238586,52,0.009394572116434574,0.7123287916183472,0.8984871506690979,0.8794345855712891,0.7397260069847107,0.9047356247901917,0.009046625345945358,0.8387096524238586,0.8709677457809448,0.8709676861763,0.9198376536369324,0.375,0.8610837459564209,0.9138947129249572,0.8387096524238586,0.8984871506690979,0.9258583188056946,0.9198376536369324,0.8387096524238586,0.6190476417541504,0.9110715985298156,0.6190476417541504,0.9032257795333862,0.8985846042633057,0.009046625345945358,0.9032257795333862,0.9047356247901917,0.09,0.9354838132858276,0.009046625345945358,0.8387096524238586
no_init_kenn_horizontal_adapter_bert_ms,0,1cjjco2t,0.4878048896789551,1.0,0.32258063554763794,0.737864077091217,0.4878048896789551,0.9140170216560364,0.8507611751556396,0.9062036275863647,0.7302675843238831,0.9123579263687134,0.7455936670303345,0.6129032373428345,0.007876930758357048,0.8776075839996338,0.9283229112625122,0.9516128897666932,0.009742519818246365,0.9032257795333862,0.32258063554763794,31,0.0066109951585531235,0.4878048896789551,0.8949791789054871,0.8776075839996338,0.9268292784690856,0.9043979048728944,0.0034794711973518133,0.32258063554763794,0.6129032373428345,0.6129031777381897,0.9202711582183838,0.375,0.8507611751556396,0.9123579263687134,0.32258063554763794,0.8949791789054871,0.9283229112625122,0.9202711582183838,0.32258063554763794,1.0,0.9140170216560364,1.0,0.9032257795333862,0.9062036275863647,0.0034794711973518133,0.9032257795333862,0.9043979048728944,0.99,0.9032257795333862,0.0034794711973518133,0.32258063554763794
no_init_kenn_hybrid_adapter_bert_ms,2,1xdqq2fc,0.9000000953674316,0.931034505367279,0.8709677457809448,0.9016393423080444,0.9000000953674316,0.913935363292694,0.8617289066314697,0.9048243165016174,0.8950886130332947,0.9140107035636902,0.9018634557724,0.8870967626571655,0.009654749184846878,0.8827509880065918,0.92823588848114,0.9171301126480104,0.009742519818246365,0.9032257795333862,0.8709677457809448,50,0.00956854596734047,0.9000000953674316,0.8987064361572266,0.8827509880065918,0.9166666865348816,0.9062568545341492,0.009394572116434574,0.8709677457809448,0.8870967626571655,0.8870967626571655,0.9210683703422546,0.375,0.8617289066314697,0.9140107035636902,0.8709677457809448,0.8987064361572266,0.92823588848114,0.9210683703422546,0.8709677457809448,0.931034505367279,0.913935363292694,0.931034505367279,0.9032257795333862,0.9048243165016174,0.009394572116434574,0.9032257795333862,0.9062568545341492,0.86,0.9032257795333862,0.009394572116434574,0.8709677457809448
no_init_kenn_top_down_adapter_bert_ms,2,1lyeg1uq,0.1595744639635086,0.08695652335882187,0.9677419066429138,0.26484018564224243,0.1595744639635086,0.8544053435325623,0.8636643886566162,0.8879427909851074,0.9513394832611084,0.9143296480178832,0.6475015878677368,0.9354838728904724,0.010261490941047668,0.8756353259086609,0.8925655484199524,0.4950911402702331,0.010438413359224796,0.9032257795333862,0.9677419066429138,51,0.01009046658873558,0.1595744639635086,0.899364173412323,0.8756353259086609,0.15425531566143036,0.8763084411621094,0.010438413359224796,0.9677419066429138,0.9354838132858276,0.9354838728904724,0.9033164978027344,0.375,0.8636643886566162,0.9143296480178832,0.9677419066429138,0.899364173412323,0.8925655484199524,0.9033164978027344,0.9677419066429138,0.08695652335882187,0.8544053435325623,0.08695652335882187,0.9032257795333862,0.8879427909851074,0.010438413359224796,0.9032257795333862,0.8763084411621094,0.05,0.9677419066429138,0.010438413359224796,0.9677419066429138
no_init_kenn_bottom_up_adapter_bert_ms,2,q39fj1ut,0.1372997760772705,0.07389162480831146,0.9677419066429138,0.23246490955352783,0.1372997760772705,0.8436857461929321,0.8636643886566162,0.8876814842224121,0.9513394832611084,0.9143296480178832,0.641889214515686,0.9354838728904724,0.010261490941047668,0.8755082488059998,0.8848932981491089,0.48855870962142944,0.010438413359224796,0.9032257795333862,0.9677419066429138,53,0.01009046658873558,0.1372997760772705,0.899364173412323,0.8755082488059998,0.1327231079339981,0.8706356883049011,0.010438413359224796,0.9677419066429138,0.9354838132858276,0.9354838728904724,0.8993706703186035,0.375,0.8636643886566162,0.9143296480178832,0.9677419066429138,0.899364173412323,0.8848932981491089,0.8993706703186035,0.9677419066429138,0.07389162480831146,0.8436857461929321,0.07389162480831146,0.9032257795333862,0.8876814842224121,0.010438413359224796,0.9032257795333862,0.8706356883049011,0.01,0.9677419066429138,0.010438413359224796,0.9677419066429138
no_init_kenn_hybrid_adapter_bert_ms,1,ri599sya,0.881355881690979,0.9285714030265808,0.8387096524238586,0.8925619721412659,0.881355881690979,0.9139161705970764,0.8610837459564209,0.9047750234603882,0.8868035078048706,0.9138947129249572,0.8928682804107666,0.8709677457809448,0.0095653822645545,0.8823888897895813,0.92823588848114,0.9158985614776612,0.009742519818246365,0.9032257795333862,0.8387096524238586,44,0.009394572116434574,0.881355881690979,0.8984871506690979,0.8823888897895813,0.9152542352676392,0.9061360359191896,0.009046625345945358,0.8387096524238586,0.8709677457809448,0.8709677457809448,0.9210094809532166,0.375,0.8610837459564209,0.9138947129249572,0.8387096524238586,0.8984871506690979,0.92823588848114,0.9210094809532166,0.8387096524238586,0.9285714030265808,0.9139161705970764,0.9285714030265808,0.9032257795333862,0.9047750234603882,0.009046625345945358,0.9032257795333862,0.9061360359191896,0.45,0.9032257795333862,0.009046625345945358,0.8387096524238586
no_init_kenn_top_down_adapter_bert_ms,1,nsdze851,0.8852458596229553,0.8999999761581421,0.8709677457809448,0.8943089246749878,0.8852458596229553,0.9137316346168518,0.8617289066314697,0.9042036533355712,0.910647988319397,0.9140107035636902,0.8942959308624268,0.8870967626571655,0.00982257816940546,0.8824554681777954,0.9281198978424072,0.9016128778457642,0.01009046658873558,0.9032257795333862,0.8709677457809448,46,0.00956854596734047,0.8852458596229553,0.8987064361572266,0.8824554681777954,0.9016393423080444,0.906156837940216,0.009394572116434574,0.8709677457809448,0.8870967626571655,0.8870967626571655,0.9210112690925598,0.375,0.8617289066314697,0.9140107035636902,0.8709677457809448,0.8987064361572266,0.9281198978424072,0.9210112690925598,0.8709677457809448,0.8999999761581421,0.9137316346168518,0.8999999761581421,0.9032257795333862,0.9042036533355712,0.009394572116434574,0.9032257795333862,0.906156837940216,0.43,0.9354838132858276,0.009394572116434574,0.8709677457809448
no_init_kenn_bottom_up_adapter_bert_ms,1,29elud27,0.8666666150093079,0.8965517282485962,0.8387096524238586,0.8852458596229553,0.8666666150093079,0.9137123823165894,0.8610837459564209,0.9041346311569214,0.8868035078048706,0.9138947129249572,0.8851920962333679,0.8709677457809448,0.0095653822645545,0.8820842504501343,0.9281198978424072,0.8998887538909912,0.009742519818246365,0.9032257795333862,0.8387096524238586,48,0.009394572116434574,0.8666666150093079,0.8984871506690979,0.8820842504501343,0.8999999761581421,0.9060357809066772,0.009046625345945358,0.8387096524238586,0.8709677457809448,0.8709677457809448,0.9209523797035216,0.375,0.8610837459564209,0.9138947129249572,0.8387096524238586,0.8984871506690979,0.9281198978424072,0.9209523797035216,0.8387096524238586,0.8965517282485962,0.9137123823165894,0.8965517282485962,0.9032257795333862,0.9041346311569214,0.009046625345945358,0.9032257795333862,0.9060357809066772,0.24,0.9032257795333862,0.009046625345945358,0.8387096524238586
no_init_kenn_hybrid_adapter_bert_ms,0,39ei29lb,0.03931515663862229,0.02005174569785595,1.0,0.07199511677026749,0.03931515663862229,0.6836054921150208,0.864309549331665,0.8866046667098999,0.9752065539360046,0.9144166707992554,0.6216888427734375,0.9516128897666932,0.010518929921090605,0.8753151297569275,0.7281025648117065,0.46163874864578247,0.010786360129714012,0.9032257795333862,1.0,25,0.0102644395083189,0.03931515663862229,0.8995833992958069,0.8753151297569275,0.03741280734539032,0.776862621307373,0.010786360129714012,1.0,0.9516128897666932,0.9516128897666932,0.8106926679611206,0.375,0.864309549331665,0.9144166707992554,1.0,0.8995833992958069,0.7281025648117065,0.8106926679611206,1.0,0.02005174569785595,0.6836054921150208,0.02005174569785595,0.9032257795333862,0.8866046667098999,0.010786360129714012,0.9032257795333862,0.776862621307373,0.01,1.0,0.010786360129714012,1.0
no_init_kenn_top_down_adapter_bert_ms,0,3mbfcgcv,0.02857142873108387,0.014492753893136978,1.0,0.05286738276481629,0.02857142873108387,0.6221379637718201,0.864309549331665,0.886493444442749,0.9752065539360046,0.9144166707992554,0.619163453578949,0.9516128897666932,0.010518929921090605,0.8752610087394714,0.6539260149002075,0.45885926485061646,0.010786360129714012,0.9032257795333862,1.0,30,0.0102644395083189,0.02857142873108387,0.8995833992958069,0.8752610087394714,0.027188939973711967,0.7355682849884033,0.010786360129714012,1.0,0.9516128897666932,0.9516128897666932,0.762538492679596,0.375,0.864309549331665,0.9144166707992554,1.0,0.8995833992958069,0.6539260149002075,0.762538492679596,1.0,0.014492753893136978,0.6221379637718201,0.014492753893136978,0.9032257795333862,0.886493444442749,0.010786360129714012,0.9032257795333862,0.7355682849884033,0.01,1.0,0.010786360129714012,1.0
