name,instance,run_id,test_incremental_only/macro_types/f1,test_incremental_only/micro/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental/micro/f1,test_incremental_only/micro/f1,test_pretraining/micro/precision,test/macro_types/recall,test/macro_types/precision,test_incremental/macro_example_exclusive/f1,test/macro_example/recall,test_incremental/macro_types/f1,test_incremental/micro/recall,test_incremental/macro_example/f1,test/macro_types/f1,test_pretraining/macro_example/precision,test_incremental/macro_types/precision,test_incremental/macro_example/precision,test_incremental_transportation/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,epoch,test_incremental/macro_example/recall,test_incremental_transportation-road/macro_types/f1,test_pretraining/micro/recall,test_pretraining/macro_types/f1,test_incremental/micro/precision,test_pretraining/micro/f1,test_incremental_only/macro_example/precision,test_incremental_only/micro/recall,test_incremental/macro_types/recall,test_incremental/macro_example_exclusive/recall,test/macro_example/f1,threshold_pretraining,test_pretraining/macro_types/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_example_exclusive/recall,test/micro/recall,test/macro_example/precision,test_pretraining/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_transportation-road/macro_types/precision,test/micro/precision,test_incremental_only/macro_types/precision,test_incremental_transportation/macro_types/precision,test_pretraining/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_transportation/macro_types/f1,test/micro/f1,threshold_incremental,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example/f1,test_incremental_transportation-road/macro_types/recall
no_init_kenn_bottom_up_adapter_bert_ms,0,1wjuc9e5,0.7297297716140747,0.6279069781303406,0.8709677457809448,0.8088234663009644,0.7297297716140747,0.9110913276672364,0.8617289066314697,0.8987617492675781,0.910647988319397,0.9140107035636902,0.8218631148338318,0.8870967626571655,0.00982257816940546,0.8798558115959167,0.9262062311172484,0.765566349029541,0.01009046658873558,0.9032257795333862,0.8709677457809448,28,0.00956854596734047,0.7297297716140747,0.8987064361572266,0.8798558115959167,0.7432432174682617,0.9048565626144408,0.009394572116434574,0.8709677457809448,0.8870967626571655,0.8870967626571655,0.920068085193634,0.375,0.8617289066314697,0.9140107035636902,0.8709677457809448,0.8987064361572266,0.9262062311172484,0.920068085193634,0.8709677457809448,0.6279069781303406,0.9110913276672364,0.6279069781303406,0.9032257795333862,0.8987617492675781,0.009394572116434574,0.9032257795333862,0.9048565626144408,0.11,0.9354838132858276,0.009394572116434574,0.8709677457809448
smart_init_kenn_hybrid_adapter_bert_ms,2,nljowj7x,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.98,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_kenn_top_down_adapter_bert_ms,2,3xbigx07,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.98,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_kenn_bottom_up_adapter_bert_ms,2,vdlannte,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.89,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_kenn_hybrid_adapter_bert_ms,1,afrav1vv,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.98,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_kenn_top_down_adapter_bert_ms,1,ktt8crsj,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.98,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_kenn_bottom_up_adapter_bert_ms,1,2rpt0io9,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.88,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_kenn_hybrid_adapter_bert_ms,0,i1v8nuk8,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.99,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_kenn_top_down_adapter_bert_ms,0,l2do6tcq,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.99,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_kenn_bottom_up_adapter_bert_ms,0,k41xnhc7,0.881355881690979,0.9285714030265808,0.8387096524238586,0.8925619721412659,0.881355881690979,0.9139161705970764,0.8610837459564209,0.9047750234603882,0.8868035078048706,0.9138947129249572,0.8928682804107666,0.8709677457809448,0.0095653822645545,0.8823888897895813,0.92823588848114,0.9158985614776612,0.009742519818246365,0.9032257795333862,0.8387096524238586,5,0.009394572116434574,0.881355881690979,0.8984871506690979,0.8823888897895813,0.9152542352676392,0.9061360359191896,0.009046625345945358,0.8387096524238586,0.8709677457809448,0.8709677457809448,0.9210094809532166,0.375,0.8610837459564209,0.9138947129249572,0.8387096524238586,0.8984871506690979,0.92823588848114,0.9210094809532166,0.8387096524238586,0.9285714030265808,0.9139161705970764,0.9285714030265808,0.9032257795333862,0.9047750234603882,0.009046625345945358,0.9032257795333862,0.9061360359191896,0.95,0.9032257795333862,0.009046625345945358,0.8387096524238586
smart_init_classifier_adapter_bert_ms,2,bqb85r5c,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.89,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_classifier_adapter_bert_ms,1,lhcdqauo,0.9180328249931335,0.9333333373069764,0.9032257795333862,0.9105690717697144,0.9180328249931335,0.913954496383667,0.8623740673065186,0.9048702716827391,0.9032257795333862,0.9141266942024232,0.9106904864311218,0.9032257795333862,0.009742519818246365,0.8831112384796143,0.92823588848114,0.9182795286178588,0.009742519818246365,0.9032257795333862,0.9032257795333862,5,0.009742519818246365,0.9180328249931335,0.8989256620407104,0.8831112384796143,0.9180327653884888,0.9063777923583984,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9211272597312928,0.375,0.8623740673065186,0.9141266942024232,0.9032257795333862,0.8989256620407104,0.92823588848114,0.9211272597312928,0.9032257795333862,0.9333333373069764,0.913954496383667,0.9333333373069764,0.9032257795333862,0.9048702716827391,0.009742519818246365,0.9032257795333862,0.9063777923583984,0.88,0.9032257795333862,0.009742519818246365,0.9032257795333862
smart_init_classifier_adapter_bert_ms,0,ru9wervl,0.881355881690979,0.9285714030265808,0.8387096524238586,0.8925619721412659,0.881355881690979,0.9139161705970764,0.8610837459564209,0.9047750234603882,0.8868035078048706,0.9138947129249572,0.8928682804107666,0.8709677457809448,0.0095653822645545,0.8823888897895813,0.92823588848114,0.9158985614776612,0.009742519818246365,0.9032257795333862,0.8387096524238586,5,0.009394572116434574,0.881355881690979,0.8984871506690979,0.8823888897895813,0.9152542352676392,0.9061360359191896,0.009046625345945358,0.8387096524238586,0.8709677457809448,0.8709677457809448,0.9210094809532166,0.375,0.8610837459564209,0.9138947129249572,0.8387096524238586,0.8984871506690979,0.92823588848114,0.9210094809532166,0.8387096524238586,0.9285714030265808,0.9139161705970764,0.9285714030265808,0.9032257795333862,0.9047750234603882,0.009046625345945358,0.9032257795333862,0.9061360359191896,0.95,0.9032257795333862,0.009046625345945358,0.8387096524238586
