name,instance,run_id,test_incremental/macro_example/recall,test_incremental_only/micro/precision,test_incremental_transportation/macro_types/precision,test_incremental/macro_types/recall,test_incremental/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/precision,test_pretraining/macro_types/f1,test_pretraining/macro_types/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_types/f1,epoch,test/micro/f1,test/macro_example/recall,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test/macro_types/precision,test_incremental/macro_types/f1,test_pretraining/micro/precision,test/micro/recall,test_pretraining/micro/f1,test_incremental/micro/precision,test/macro_example/f1,test_incremental/macro_example/f1,test_pretraining/macro_example/precision,test_incremental_transportation/macro_types/f1,test_incremental_transportation-road/macro_types/recall,test/micro/precision,test_incremental_only/micro/f1,test_incremental_transportation-road/macro_types/f1,test/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_transportation-road/macro_types/precision,test/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental/micro/recall,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/precision,threshold_incremental,test/macro_types/recall,test_incremental_only/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental_only/micro/recall,threshold_pretraining,test_incremental/macro_example_exclusive/precision,test_incremental_transportation/macro_types/recall,test_pretraining/macro_types/precision,test_incremental/macro_types/precision,test_incremental/micro/f1,test_pretraining/micro/recall
no_init_kenn_bottom_up_adapter_bert_ms,2,jpv622i7,0.01009046658873558,0.04054053872823715,0.9032257795333862,0.9354838132858276,0.010438413359224796,0.010438413359224796,0.9677419066429138,0.8751837015151978,0.8636643886566162,0.9143296480178832,0.07782100886106491,24,0.8408321738243103,0.9143296480178832,0.9354838728904724,0.9677419066429138,0.9677419066429138,0.8870144486427307,0.6273261308670044,0.7894534468650818,0.899364173412323,0.8408321738243103,0.07522697746753693,0.8769819140434265,0.010261490941047668,0.8425655364990234,0.9032257795333862,0.9677419066429138,0.7894534468650818,0.07782100886106491,0.07782100886106491,0.8751837015151978,0.8769819140434265,0.04054053872823715,0.8425655364990234,0.9513394832611084,0.9354838728904724,0.010438413359224796,0.04054053872823715,0.01,0.8636643886566162,0.010438413359224796,0.9677419066429138,0.9677419066429138,0.375,0.9677419066429138,0.9032257795333862,0.8870144486427307,0.4718831479549408,0.13925570249557495,0.899364173412323
no_init_kenn_hybrid_adapter_bert_ms,1,1okt2ns7,0.00922059826552868,0.92592591047287,0.9032257795333862,0.8548387289047241,0.009742519818246365,0.008698677644133568,0.8064515590667725,0.882024884223938,0.8604385852813721,0.9137787222862244,0.8620690107345581,25,0.9060150384902954,0.9137787222862244,0.8548386693000793,0.8064516186714172,0.8064515590667725,0.9047221541404724,0.8836988806724548,0.913896918296814,0.898267924785614,0.9060150384902954,0.9137930870056152,0.9209506511688232,0.009474377147853374,0.92823588848114,0.9032257795333862,0.8064516186714172,0.913896918296814,0.8620690107345581,0.8620690107345581,0.882024884223938,0.9209506511688232,0.92592591047287,0.92823588848114,0.8783662915229797,0.8548387289047241,0.008698677644133568,0.92592591047287,0.89,0.8604385852813721,0.008698677644133568,0.8064515590667725,0.8064516186714172,0.375,0.9032257795333862,0.9032257795333862,0.9047221541404724,0.9145758152008056,0.8833333253860474,0.898267924785614
no_init_kenn_top_down_adapter_bert_ms,1,1st9k7tf,0.00922059826552868,0.8928571343421936,0.9032257795333862,0.8548387289047241,0.009742519818246365,0.008698677644133568,0.8064515590667725,0.881710410118103,0.8604385852813721,0.9137787222862244,0.8474576473236084,26,0.9059149026870728,0.9137787222862244,0.8548386693000793,0.8064516186714172,0.8064515590667725,0.9040607810020448,0.8759077191352844,0.9136931300163268,0.898267924785614,0.9059149026870728,0.8983050584793091,0.9208934307098388,0.009474377147853374,0.9281198978424072,0.9032257795333862,0.8064516186714172,0.9136931300163268,0.8474576473236084,0.8474576473236084,0.881710410118103,0.9208934307098388,0.8928571343421936,0.9281198978424072,0.8783662915229797,0.8548387289047241,0.008698677644133568,0.8928571343421936,0.88,0.8604385852813721,0.008698677644133568,0.8064515590667725,0.8064516186714172,0.375,0.9032257795333862,0.9032257795333862,0.9040607810020448,0.8980414867401123,0.8760330677032471,0.898267924785614
no_init_kenn_bottom_up_adapter_bert_ms,1,2o9yurur,0.00922059826552868,0.8928571343421936,0.9032257795333862,0.8548387289047241,0.009742519818246365,0.008698677644133568,0.8064515590667725,0.881710410118103,0.8604385852813721,0.9137787222862244,0.8474576473236084,25,0.9059149026870728,0.9137787222862244,0.8548386693000793,0.8064516186714172,0.8064515590667725,0.9040607810020448,0.8759077191352844,0.9136931300163268,0.898267924785614,0.9059149026870728,0.8983050584793091,0.9208934307098388,0.009474377147853374,0.9281198978424072,0.9032257795333862,0.8064516186714172,0.9136931300163268,0.8474576473236084,0.8474576473236084,0.881710410118103,0.9208934307098388,0.8928571343421936,0.9281198978424072,0.8783662915229797,0.8548387289047241,0.008698677644133568,0.8928571343421936,0.66,0.8604385852813721,0.008698677644133568,0.8064515590667725,0.8064516186714172,0.375,0.9032257795333862,0.9032257795333862,0.9040607810020448,0.8980414867401123,0.8760330677032471,0.898267924785614
no_init_kenn_hybrid_adapter_bert_ms,0,2roilmjj,0.00974251888692379,0.3888888955116272,0.9032257795333862,0.9032257795333862,0.01009046658873558,0.009742519818246365,0.9032257795333862,0.877893328666687,0.8623740673065186,0.9141266942024232,0.5436892509460449,15,0.9021894931793212,0.9141266942024232,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.893981397151947,0.7532976269721985,0.9054770469665528,0.8989256620407104,0.9021894931793212,0.5436893105506897,0.9186076521873474,0.00991344079375267,0.9231326580047609,0.9032257795333862,0.9032257795333862,0.9054770469665528,0.5436892509460449,0.5436892509460449,0.877893328666687,0.9186076521873474,0.3888888955116272,0.9231326580047609,0.9190718531608582,0.9032257795333862,0.009742519818246365,0.3888888955116272,0.08,0.8623740673065186,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.375,0.9354838132858276,0.9032257795333862,0.893981397151947,0.6460573673248291,0.6787878274917603,0.8989256620407104
no_init_kenn_top_down_adapter_bert_ms,0,a23vov84,0.009916492737829683,0.02645985409617424,0.9032257795333862,0.9193547964096068,0.010438413359224796,0.01009046658873558,0.9354838132858276,0.8747153282165527,0.8630192279815674,0.9142136573791504,0.05146406218409538,19,0.8110353350639343,0.9142136573791504,0.9193547964096068,0.9354838728904724,0.9354838132858276,0.886732816696167,0.617477536201477,0.738652765750885,0.8991449475288391,0.8110353350639343,0.05057675391435623,0.8465724587440491,0.010170761495828629,0.7882509827613831,0.9032257795333862,0.9354838728904724,0.738652765750885,0.05146406218409538,0.05146406218409538,0.8747153282165527,0.8465724587440491,0.02645985409617424,0.7882509827613831,0.9429280161857604,0.9193548560142516,0.01009046658873558,0.02645985409617424,0.05,0.8630192279815674,0.01009046658873558,0.9354838132858276,0.9354838728904724,0.375,0.9677419066429138,0.9032257795333862,0.886732816696167,0.464842826128006,0.09587889909744264,0.8991449475288391
no_init_kenn_bottom_up_adapter_bert_ms,0,76hq2s0m,0.009916492737829683,0.0876132920384407,0.9032257795333862,0.9193547964096068,0.010438413359224796,0.01009046658873558,0.9354838132858276,0.8753100037574768,0.8630192279815674,0.9142136573791504,0.16022099554538727,17,0.8774069547653198,0.9142136573791504,0.9193547964096068,0.9354838728904724,0.9354838132858276,0.887955904006958,0.6438713669776917,0.8566952347755432,0.8991449475288391,0.8774069547653198,0.157458558678627,0.902650773525238,0.010170761495828629,0.8913767337799072,0.9032257795333862,0.9354838728904724,0.8566952347755432,0.16022099554538727,0.16022099554538727,0.8753100037574768,0.902650773525238,0.0876132920384407,0.8913767337799072,0.9429280161857604,0.9193548560142516,0.01009046658873558,0.0876132920384407,0.03,0.8630192279815674,0.01009046658873558,0.9354838132858276,0.9354838728904724,0.375,0.9677419066429138,0.9032257795333862,0.887955904006958,0.4954195320606232,0.2688679099082947,0.8991449475288391
smart_init_kenn_hybrid_adapter_bert_ms,2,j0t9a0bj,0.009916492737829683,0.8055555820465088,0.9032257795333862,0.9193547964096068,0.01009046658873558,0.01009046658873558,0.9354838132858276,0.8822296261787415,0.8630192279815674,0.914242684841156,0.8656716346740723,5,0.9059979915618896,0.914242684841156,0.9193547964096068,0.9354838728904724,0.9354838132858276,0.9023147225379944,0.8856830596923828,0.9129563570022584,0.8991449475288391,0.9059979915618896,0.8507462739944458,0.9209291338920592,0.010002723895013332,0.9277139902114868,0.9032257795333862,0.9354838728904724,0.9129563570022584,0.8656716346740723,0.8656716346740723,0.8822296261787415,0.9209291338920592,0.8055555820465088,0.9277139902114868,0.9273492097854614,0.9193548560142516,0.01009046658873558,0.8055555820465088,0.02,0.8630192279815674,0.01009046658873558,0.9354838132858276,0.9354838728904724,0.375,0.9354838132858276,0.9032257795333862,0.9023147225379944,0.8543906807899475,0.8837209343910217,0.8991449475288391
smart_init_kenn_top_down_adapter_bert_ms,2,899hj3tq,0.009916492737829683,0.8055555820465088,0.9032257795333862,0.9193547964096068,0.01009046658873558,0.01009046658873558,0.9354838132858276,0.8822296261787415,0.8630192279815674,0.914242684841156,0.8656716346740723,5,0.9059979915618896,0.914242684841156,0.9193547964096068,0.9354838728904724,0.9354838132858276,0.9023147225379944,0.8856830596923828,0.9129563570022584,0.8991449475288391,0.9059979915618896,0.8507462739944458,0.9209291338920592,0.010002723895013332,0.9277139902114868,0.9032257795333862,0.9354838728904724,0.9129563570022584,0.8656716346740723,0.8656716346740723,0.8822296261787415,0.9209291338920592,0.8055555820465088,0.9277139902114868,0.9273492097854614,0.9193548560142516,0.01009046658873558,0.8055555820465088,0.13,0.8630192279815674,0.01009046658873558,0.9354838132858276,0.9354838728904724,0.375,0.9354838132858276,0.9032257795333862,0.9023147225379944,0.8543906807899475,0.8837209343910217,0.8991449475288391
smart_init_kenn_bottom_up_adapter_bert_ms,2,9pxu1hgc,0.009916492737829683,0.8055555820465088,0.9032257795333862,0.9193547964096068,0.01009046658873558,0.01009046658873558,0.9354838132858276,0.8822296261787415,0.8630192279815674,0.914242684841156,0.8656716346740723,5,0.9059979915618896,0.914242684841156,0.9193547964096068,0.9354838728904724,0.9354838132858276,0.9023147225379944,0.8856830596923828,0.9129563570022584,0.8991449475288391,0.9059979915618896,0.8507462739944458,0.9209291338920592,0.010002723895013332,0.9277139902114868,0.9032257795333862,0.9354838728904724,0.9129563570022584,0.8656716346740723,0.8656716346740723,0.8822296261787415,0.9209291338920592,0.8055555820465088,0.9277139902114868,0.9273492097854614,0.9193548560142516,0.01009046658873558,0.8055555820465088,0.02,0.8630192279815674,0.01009046658873558,0.9354838132858276,0.9354838728904724,0.375,0.9354838132858276,0.9032257795333862,0.9023147225379944,0.8543906807899475,0.8837209343910217,0.8991449475288391
smart_init_kenn_hybrid_adapter_bert_ms,1,1znas4jw,0.009742519818246365,0.9333333373069764,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.009742519818246365,0.9032257795333862,0.8831112384796143,0.8623740673065186,0.9141266942024232,0.9180328249931335,5,0.9063777923583984,0.9141266942024232,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9106904864311218,0.913954496383667,0.8989256620407104,0.9063777923583984,0.9180327653884888,0.9211272597312928,0.009742519818246365,0.92823588848114,0.9032257795333862,0.9032257795333862,0.913954496383667,0.9180328249931335,0.9180328249931335,0.8831112384796143,0.9211272597312928,0.9333333373069764,0.92823588848114,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.9333333373069764,0.99,0.8623740673065186,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.375,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9182795286178588,0.9105690717697144,0.8989256620407104
smart_init_kenn_top_down_adapter_bert_ms,1,rzm2l03j,0.009742519818246365,0.9333333373069764,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.009742519818246365,0.9032257795333862,0.8831112384796143,0.8623740673065186,0.9141266942024232,0.9180328249931335,5,0.9063777923583984,0.9141266942024232,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9106904864311218,0.913954496383667,0.8989256620407104,0.9063777923583984,0.9180327653884888,0.9211272597312928,0.009742519818246365,0.92823588848114,0.9032257795333862,0.9032257795333862,0.913954496383667,0.9180328249931335,0.9180328249931335,0.8831112384796143,0.9211272597312928,0.9333333373069764,0.92823588848114,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.9333333373069764,0.99,0.8623740673065186,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.375,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9182795286178588,0.9105690717697144,0.8989256620407104
smart_init_kenn_bottom_up_adapter_bert_ms,1,gjs8fl1w,0.009742519818246365,0.9333333373069764,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.009742519818246365,0.9032257795333862,0.8831112384796143,0.8623740673065186,0.9141266942024232,0.9180328249931335,5,0.9063777923583984,0.9141266942024232,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9106904864311218,0.913954496383667,0.8989256620407104,0.9063777923583984,0.9180327653884888,0.9211272597312928,0.009742519818246365,0.92823588848114,0.9032257795333862,0.9032257795333862,0.913954496383667,0.9180328249931335,0.9180328249931335,0.8831112384796143,0.9211272597312928,0.9333333373069764,0.92823588848114,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.9333333373069764,0.94,0.8623740673065186,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.375,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9182795286178588,0.9105690717697144,0.8989256620407104
smart_init_kenn_hybrid_adapter_bert_ms,0,e4q8ius6,0.009742519818246365,0.9333333373069764,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.009742519818246365,0.9032257795333862,0.8831112384796143,0.8623740673065186,0.9141266942024232,0.9180328249931335,5,0.9063777923583984,0.9141266942024232,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9106904864311218,0.913954496383667,0.8989256620407104,0.9063777923583984,0.9180327653884888,0.9211272597312928,0.009742519818246365,0.92823588848114,0.9032257795333862,0.9032257795333862,0.913954496383667,0.9180328249931335,0.9180328249931335,0.8831112384796143,0.9211272597312928,0.9333333373069764,0.92823588848114,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.9333333373069764,0.99,0.8623740673065186,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.375,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9182795286178588,0.9105690717697144,0.8989256620407104
smart_init_kenn_top_down_adapter_bert_ms,0,ve2yzqnt,0.009742519818246365,0.9333333373069764,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.009742519818246365,0.9032257795333862,0.8831112384796143,0.8623740673065186,0.9141266942024232,0.9180328249931335,5,0.9063777923583984,0.9141266942024232,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9106904864311218,0.913954496383667,0.8989256620407104,0.9063777923583984,0.9180327653884888,0.9211272597312928,0.009742519818246365,0.92823588848114,0.9032257795333862,0.9032257795333862,0.913954496383667,0.9180328249931335,0.9180328249931335,0.8831112384796143,0.9211272597312928,0.9333333373069764,0.92823588848114,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.9333333373069764,0.99,0.8623740673065186,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.375,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9182795286178588,0.9105690717697144,0.8989256620407104
smart_init_kenn_bottom_up_adapter_bert_ms,0,bugxf0a8,0.009394572116434574,0.9285714030265808,0.9032257795333862,0.8709677457809448,0.009742519818246365,0.009046625345945358,0.8387096524238586,0.8823888897895813,0.8610837459564209,0.9138947129249572,0.881355881690979,5,0.9061360359191896,0.9138947129249572,0.8709677457809448,0.8387096524238586,0.8387096524238586,0.9047750234603882,0.8928682804107666,0.9139161705970764,0.8984871506690979,0.9061360359191896,0.9152542352676392,0.9210094809532166,0.0095653822645545,0.92823588848114,0.9032257795333862,0.8387096524238586,0.9139161705970764,0.881355881690979,0.881355881690979,0.8823888897895813,0.9210094809532166,0.9285714030265808,0.92823588848114,0.8868035078048706,0.8709677457809448,0.009046625345945358,0.9285714030265808,0.97,0.8610837459564209,0.009046625345945358,0.8387096524238586,0.8387096524238586,0.375,0.9032257795333862,0.9032257795333862,0.9047750234603882,0.9158985614776612,0.8925619721412659,0.8984871506690979
smart_init_classifier_adapter_bert_ms,2,6c5tb094,0.009916492737829683,0.8055555820465088,0.9032257795333862,0.9193547964096068,0.01009046658873558,0.01009046658873558,0.9354838132858276,0.8822296261787415,0.8630192279815674,0.914242684841156,0.8656716346740723,5,0.9059979915618896,0.914242684841156,0.9193547964096068,0.9354838728904724,0.9354838132858276,0.9023147225379944,0.8856830596923828,0.9129563570022584,0.8991449475288391,0.9059979915618896,0.8507462739944458,0.9209291338920592,0.010002723895013332,0.9277139902114868,0.9032257795333862,0.9354838728904724,0.9129563570022584,0.8656716346740723,0.8656716346740723,0.8822296261787415,0.9209291338920592,0.8055555820465088,0.9277139902114868,0.9273492097854614,0.9193548560142516,0.01009046658873558,0.8055555820465088,0.13,0.8630192279815674,0.01009046658873558,0.9354838132858276,0.9354838728904724,0.375,0.9354838132858276,0.9032257795333862,0.9023147225379944,0.8543906807899475,0.8837209343910217,0.8991449475288391
smart_init_classifier_adapter_bert_ms,1,65x0wece,0.009742519818246365,0.9333333373069764,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.009742519818246365,0.9032257795333862,0.8831112384796143,0.8623740673065186,0.9141266942024232,0.9180328249931335,5,0.9063777923583984,0.9141266942024232,0.9032257795333862,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9106904864311218,0.913954496383667,0.8989256620407104,0.9063777923583984,0.9180327653884888,0.9211272597312928,0.009742519818246365,0.92823588848114,0.9032257795333862,0.9032257795333862,0.913954496383667,0.9180328249931335,0.9180328249931335,0.8831112384796143,0.9211272597312928,0.9333333373069764,0.92823588848114,0.9032257795333862,0.9032257795333862,0.009742519818246365,0.9333333373069764,0.94,0.8623740673065186,0.009742519818246365,0.9032257795333862,0.9032257795333862,0.375,0.9032257795333862,0.9032257795333862,0.9048702716827391,0.9182795286178588,0.9105690717697144,0.8989256620407104
smart_init_classifier_adapter_bert_ms,0,jjbqoct8,0.009394572116434574,0.9285714030265808,0.9032257795333862,0.8709677457809448,0.009742519818246365,0.009046625345945358,0.8387096524238586,0.8823888897895813,0.8610837459564209,0.9138947129249572,0.881355881690979,5,0.9061360359191896,0.9138947129249572,0.8709677457809448,0.8387096524238586,0.8387096524238586,0.9047750234603882,0.8928682804107666,0.9139161705970764,0.8984871506690979,0.9061360359191896,0.9152542352676392,0.9210094809532166,0.0095653822645545,0.92823588848114,0.9032257795333862,0.8387096524238586,0.9139161705970764,0.881355881690979,0.881355881690979,0.8823888897895813,0.9210094809532166,0.9285714030265808,0.92823588848114,0.8868035078048706,0.8709677457809448,0.009046625345945358,0.9285714030265808,0.97,0.8610837459564209,0.009046625345945358,0.8387096524238586,0.8387096524238586,0.375,0.9032257795333862,0.9032257795333862,0.9047750234603882,0.9158985614776612,0.8925619721412659,0.8984871506690979
