metric,projector,instance,family,subset,precision,recall,f1,epoch
test_incremental/macro_example_exclusive,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,1.0,0.9666666984558104,0.9830508828163148,33
test_pretraining/macro_example,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.4658969640731811,0.8556393384933472,0.6032974720001221,33
test_incremental_only/macro_example_exclusive,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,1.0,1.0,1.0,33
test_incremental_only/macro_types,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.02827521227300167,1.0,0.05499541386961937,33
test_incremental_only/macro_example,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.02827521041035652,0.02827521041035652,0.02827521041035652,33
test_incremental_CONTACT_INFO-url/macro_types,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.02827521227300167,1.0,0.05499541386961937,33
test_incremental/micro,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.05272727087140083,0.9666666388511658,0.09999999403953552,33
test_pretraining/macro_types,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.7858912944793701,0.881173849105835,0.8308095932006836,33
test/macro_types,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.7858912944793701,0.881173849105835,0.8308095932006836,33
test_incremental_CONTACT_INFO/macro_types,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.7179487347602844,0.9333333373069764,0.8115941882133484,33
test_incremental_only/micro,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.02827521227300167,1.0,0.05499541386961937,33
test/micro,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.4744149148464203,0.8635379076004028,0.6123911738395691,33
test_pretraining/micro,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.4744149148464203,0.8635379076004028,0.6123911738395691,33
test_incremental/macro_types,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.3731119632720947,0.9666666984558104,0.5384097099304199,33
test_incremental/macro_example,no_init_box_kenn_horizontal_adapter_bert_ms,0,CONTACT_INFO,10,0.02827521041035652,0.02733270451426506,0.02779597043991089,33
test/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.8280709981918335,0.8484134674072266,0.838118851184845,44
test_incremental/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.9333333969116212,0.6833333969116211,0.7890034914016724,44
test_pretraining/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.8280709981918335,0.8484134674072266,0.838118851184845,44
test_incremental_only/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.4333333969116211,0.4333333969116211,0.4333333969116211,44
test_incremental_only/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.8125,0.4333333373069763,0.5652173757553101,44
test_incremental_only/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.01225259155035019,0.01225259155035019,0.01225259155035019,44
test_incremental_CONTACT_INFO-url/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.8125,0.4333333373069763,0.5652173757553101,44
test_incremental/micro,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.7454545497894287,0.6833333373069763,0.7130434513092041,44
test_pretraining/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.8320221304893494,0.8478405475616455,0.8398568630218506,44
test/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.8320221304893494,0.8478405475616455,0.8398568630218506,44
test_incremental_CONTACT_INFO/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.7179487347602844,0.9333333373069764,0.8115941882133484,44
test_incremental_only/micro,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.8125,0.4333333373069763,0.5652173757553101,44
test/micro,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.7987805008888245,0.8512635231018066,0.8241873979568481,44
test_pretraining/micro,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.7987805008888245,0.8512635231018066,0.8241873979568481,44
test_incremental/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.7652243375778198,0.6833333373069763,0.7219641208648682,44
test_incremental/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,2,CONTACT_INFO,10,0.02639019675552845,0.019321395084261898,0.022309239953756332,44
test/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.8268142938613892,0.8488847017288208,0.8377041816711426,47
test_incremental/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.9333333969116212,0.7000000476837158,0.8000000715255737,47
test_pretraining/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.8268142938613892,0.8488847017288208,0.8377041816711426,47
test_incremental_only/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.46666669845581055,0.46666669845581055,0.46666669845581055,47
test_incremental_only/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.699999988079071,0.46666666865348816,0.5600000023841858,47
test_incremental_only/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.0131950993090868,0.0131950993090868,0.013195098377764223,47
test_incremental_CONTACT_INFO-url/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.699999988079071,0.46666666865348816,0.5600000023841858,47
test_incremental/micro,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.7118644118309021,0.699999988079071,0.7058823704719543,47
test_pretraining/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.8254045248031616,0.8498013019561768,0.8374252915382385,47
test/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.8254045248031616,0.8498013019561768,0.8374252915382385,47
test_incremental_CONTACT_INFO/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.7179487347602844,0.9333333373069764,0.8115941882133484,47
test_incremental_only/micro,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.699999988079071,0.46666666865348816,0.5600000023841858,47
test/micro,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.7972972989082336,0.8519855737686157,0.8237347602844238,47
test_pretraining/micro,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.7972972989082336,0.8519855737686157,0.8237347602844238,47
test_incremental/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.7089743614196777,0.699999988079071,0.7044585347175598,47
test_incremental/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,2,CONTACT_INFO,10,0.02639019675552845,0.019792648032307625,0.02262016758322716,47
test/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.8280709981918335,0.8484134674072266,0.838118851184845,44
test_incremental/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.9333333969116212,0.6833333969116211,0.7890034914016724,44
test_pretraining/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.8280709981918335,0.8484134674072266,0.838118851184845,44
test_incremental_only/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.4333333969116211,0.4333333969116211,0.4333333969116211,44
test_incremental_only/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.8125,0.4333333373069763,0.5652173757553101,44
test_incremental_only/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.01225259155035019,0.01225259155035019,0.01225259155035019,44
test_incremental_CONTACT_INFO-url/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.8125,0.4333333373069763,0.5652173757553101,44
test_incremental/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.7454545497894287,0.6833333373069763,0.7130434513092041,44
test_pretraining/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.8320221304893494,0.8478405475616455,0.8398568630218506,44
test/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.8320221304893494,0.8478405475616455,0.8398568630218506,44
test_incremental_CONTACT_INFO/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.7179487347602844,0.9333333373069764,0.8115941882133484,44
test_incremental_only/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.8125,0.4333333373069763,0.5652173757553101,44
test/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.7987805008888245,0.8512635231018066,0.8241873979568481,44
test_pretraining/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.7987805008888245,0.8512635231018066,0.8241873979568481,44
test_incremental/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.7652243375778198,0.6833333373069763,0.7219641208648682,44
test_incremental/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,2,CONTACT_INFO,10,0.02639019675552845,0.019321395084261898,0.022309239953756332,44
test/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.8279138803482056,0.8477851152420044,0.8377317190170288,43
test_incremental/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.9333333969116212,0.6666667461395264,0.777777910232544,43
test_pretraining/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.8279138803482056,0.8477851152420044,0.8377317190170288,43
test_incremental_only/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.40000003576278687,0.40000003576278687,0.40000003576278687,43
test_incremental_only/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.7058823704719543,0.4000000059604645,0.5106382966041565,43
test_incremental_only/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.01131008379161358,0.01131008379161358,0.01131008379161358,43
test_incremental_CONTACT_INFO-url/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.7058823704719543,0.4000000059604645,0.5106382966041565,43
test_incremental/micro,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.7142857313156128,0.6666666865348816,0.6896552443504333,43
test_pretraining/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.825750470161438,0.8458797931671143,0.835693895816803,43
test/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.825750470161438,0.8458797931671143,0.835693895816803,43
test_incremental_CONTACT_INFO/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.7179487347602844,0.9333333373069764,0.8115941882133484,43
test_incremental_only/micro,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.7058823704719543,0.4000000059604645,0.5106382966041565,43
test/micro,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.7975625991821289,0.8505415320396423,0.823200523853302,43
test_pretraining/micro,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.7975625991821289,0.8505415320396423,0.823200523853302,43
test_incremental/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.7119155526161194,0.6666666865348816,0.6885485053062439,43
test_incremental/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,1,CONTACT_INFO,10,0.02639019675552845,0.018850140273571014,0.021991832181811333,43
test/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.8279138803482056,0.8477851152420044,0.8377317190170288,44
test_incremental/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.9333333969116212,0.6666667461395264,0.777777910232544,44
test_pretraining/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.8279138803482056,0.8477851152420044,0.8377317190170288,44
test_incremental_only/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.40000003576278687,0.40000003576278687,0.40000003576278687,44
test_incremental_only/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.75,0.4000000059604645,0.5217391848564148,44
test_incremental_only/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.01131008379161358,0.01131008379161358,0.01131008379161358,44
test_incremental_CONTACT_INFO-url/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.75,0.4000000059604645,0.5217391848564148,44
test_incremental/micro,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.7272727489471436,0.6666666865348816,0.6956521272659302,44
test_pretraining/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.8283456563949585,0.8458797931671143,0.8370209336280823,44
test/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.8283456563949585,0.8458797931671143,0.8370209336280823,44
test_incremental_CONTACT_INFO/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.7179487347602844,0.9333333373069764,0.8115941882133484,44
test_incremental_only/micro,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.75,0.4000000059604645,0.5217391848564148,44
test/micro,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.7981029748916626,0.8505415320396423,0.8234882950782776,44
test_pretraining/micro,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.7981029748916626,0.8505415320396423,0.8234882950782776,44
test_incremental/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.7339743375778198,0.6666666865348816,0.6987032890319824,44
test_incremental/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,1,CONTACT_INFO,10,0.02639019675552845,0.018850140273571014,0.021991832181811333,44
test/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.8279138803482056,0.8477851152420044,0.8377317190170288,43
test_incremental/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.9333333969116212,0.6666667461395264,0.777777910232544,43
test_pretraining/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.8279138803482056,0.8477851152420044,0.8377317190170288,43
test_incremental_only/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.40000003576278687,0.40000003576278687,0.40000003576278687,43
test_incremental_only/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.7058823704719543,0.4000000059604645,0.5106382966041565,43
test_incremental_only/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.01131008379161358,0.01131008379161358,0.01131008379161358,43
test_incremental_CONTACT_INFO-url/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.7058823704719543,0.4000000059604645,0.5106382966041565,43
test_incremental/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.7142857313156128,0.6666666865348816,0.6896552443504333,43
test_pretraining/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.825750470161438,0.8458797931671143,0.835693895816803,43
test/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.825750470161438,0.8458797931671143,0.835693895816803,43
test_incremental_CONTACT_INFO/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.7179487347602844,0.9333333373069764,0.8115941882133484,43
test_incremental_only/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.7058823704719543,0.4000000059604645,0.5106382966041565,43
test/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.7975625991821289,0.8505415320396423,0.823200523853302,43
test_pretraining/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.7975625991821289,0.8505415320396423,0.823200523853302,43
test_incremental/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.7119155526161194,0.6666666865348816,0.6885485053062439,43
test_incremental/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,1,CONTACT_INFO,10,0.02639019675552845,0.018850140273571014,0.021991832181811333,43
test/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.8279138803482056,0.8465284109115601,0.8371176719665527,45
test_incremental/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.9333333969116212,0.5833333730697632,0.7179487347602844,45
test_pretraining/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.8279138803482056,0.8465284109115601,0.8371176719665527,45
test_incremental_only/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.23333334922790527,0.23333334922790527,0.23333334922790527,45
test_incremental_only/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.7777777910232544,0.23333333432674408,0.3589743375778198,45
test_incremental_only/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.0065975496545434,0.0065975496545434,0.0065975491888821125,45
test_incremental_CONTACT_INFO-url/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.7777777910232544,0.23333333432674408,0.3589743375778198,45
test_incremental/micro,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.7291666865348816,0.5833333134651184,0.6481481194496155,45
test_pretraining/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.829979658126831,0.8360758423805237,0.833016574382782,45
test/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.829979658126831,0.8360758423805237,0.833016574382782,45
test_incremental_CONTACT_INFO/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.7179487347602844,0.9333333373069764,0.8115941882133484,45
test_incremental_only/micro,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.7777777910232544,0.23333333432674408,0.3589743375778198,45
test/micro,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.7985023856163025,0.8469313979148865,0.8220041990280151,45
test_pretraining/micro,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.7985023856163025,0.8469313979148865,0.8220041990280151,45
test_incremental/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.7478632926940918,0.5833333134651184,0.6554307341575623,45
test_incremental/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,0,CONTACT_INFO,10,0.02639019675552845,0.016493873670697212,0.02030015178024769,45
test/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.8275997638702393,0.8455859422683716,0.8364962339401245,34
test_incremental/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.9333333969116212,0.5500000715255737,0.6921349167823792,34
test_pretraining/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.8275997638702393,0.8455859422683716,0.8364962339401245,34
test_incremental_only/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.1666666865348816,0.1666666865348816,0.1666666865348816,34
test_incremental_only/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.7142857313156128,0.1666666716337204,0.27027028799057007,34
test_incremental_only/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.004712535068392754,0.004712535068392754,0.004712535068392754,34
test_incremental_CONTACT_INFO-url/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.7142857313156128,0.1666666716337204,0.27027028799057007,34
test_incremental/micro,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.717391312122345,0.550000011920929,0.6226415038108826,34
test_pretraining/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.8262448310852051,0.8321542739868164,0.8291890621185303,34
test/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.8262448310852051,0.8321542739868164,0.8291890621185303,34
test_incremental_CONTACT_INFO/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.7179487347602844,0.9333333373069764,0.8115941882133484,34
test_incremental_only/micro,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.7142857313156128,0.1666666716337204,0.27027028799057007,34
test/micro,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.7982276678085327,0.8454873561859131,0.821178138256073,34
test_pretraining/micro,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.7982276678085327,0.8454873561859131,0.821178138256073,34
test_incremental/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,CONTACT_INFO,10,0.716117262840271,0.550000011920929,0.6221611499786377,34
