name,instance,run_id,test_incremental_person-musician/macro_types/f1,test_incremental_person-architect/macro_types/f1,test_incremental_person-actor/macro_types/precision,test_incremental/macro_types/recall,test_incremental_person/macro_types/f1,test_incremental_only/macro_example/precision,test_pretraining/macro_example/f1,threshold_pretraining,test_pretraining/micro/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental_person-athlete/macro_types/precision,test_incremental_only/macro_types/precision,test_incremental_person-author/macro_types/recall,test_incremental_person-author/macro_types/precision,test/micro/f1,test_incremental_person-director/macro_types/f1,test_incremental_person-politician/macro_types/precision,test_pretraining/macro_types/f1,test/macro_example/f1,test_incremental/macro_example/recall,test_incremental_person-coach/macro_types/f1,test_incremental_person-monarch/macro_types/recall,test_incremental_person-politician/macro_types/recall,test_incremental_person-soldier/macro_types/recall,test_incremental_person-monarch/macro_types/precision,test_incremental/macro_types/precision,test_incremental_person-doctor/macro_types/precision,test/micro/recall,test/micro/precision,test_incremental/macro_example_exclusive/precision,test_incremental_person-artist/macro_types/precision,test_incremental_person-musician/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_person/macro_types/precision,test_incremental_person-engineer/macro_types/f1,test_incremental/micro/precision,test_incremental_only/macro_types/f1,test_incremental_only/macro_types/recall,test/macro_example/precision,test_incremental_only/micro/precision,test_incremental_person-soldier/macro_types/precision,threshold_incremental,test_incremental_person-doctor/macro_types/f1,test_incremental_person-engineer/macro_types/recall,test_incremental_person-architect/macro_types/recall,test_incremental_person-monarch/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental_person-coach/macro_types/recall,test_incremental/macro_example_exclusive/recall,test/macro_types/f1,test_incremental_person-religious_leader/macro_types/f1,test_incremental_person-actor/macro_types/recall,test_incremental_person-doctor/macro_types/recall,test_incremental_person-architect/macro_types/precision,test_incremental/macro_types/f1,test_pretraining/macro_types/precision,test_pretraining/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/f1,test/macro_example/recall,test_incremental_person-author/macro_types/f1,test_incremental_person-politician/macro_types/f1,test_pretraining/micro/f1,test_incremental/micro/recall,test_incremental_person-actor/macro_types/f1,test_incremental_person-athlete/macro_types/recall,test_incremental_person-engineer/macro_types/precision,test_incremental_person-coach/macro_types/precision,test_incremental_person-musician/macro_types/recall,test_incremental_person-director/macro_types/precision,test_incremental/micro/f1,test_pretraining/micro/precision,test_incremental_only/macro_example/recall,test/macro_types/precision,test_incremental_person-soldier/macro_types/f1,test_incremental_person-artist/macro_types/recall,test_incremental/macro_example/f1,test_pretraining/macro_example/recall,test_incremental/macro_example/precision,test_incremental_person/macro_types/recall,test_incremental_person-religious_leader/macro_types/recall,test_incremental_only/micro/recall,test_incremental_person-director/macro_types/recall,test_incremental_person-artist/macro_types/f1,test_incremental_person-religious_leader/macro_types/precision,test_incremental_person-athlete/macro_types/f1,epoch,test/macro_types/recall,test_incremental_only/micro/f1,test_pretraining/macro_types/recall
kenn_horizontal_adapter_bert_ms,2,2n75pxm6,0.5507246255874634,0.782608687877655,0.3561643958091736,0.7068352103233337,0.9526881575584412,0.09101717174053192,0.8708080649375916,0.375,0.8504548668861389,0.6017377972602844,0.9038461446762084,0.5174773931503296,0.1428571492433548,0.2469135820865631,0.8332404494285583,0.4691357910633087,0.5797101259231567,0.8206561803817749,0.8708080649375916,0.11992660164833067,0.7228915691375732,1.0,0.5970149040222168,0.8064516186714172,0.6470588445663452,0.5454171895980835,0.4375,0.8504548668861389,0.8167091608047485,0.8080233335494995,0.8999999761581421,0.5428571701049805,0.6198657751083374,0.9365750551223756,0.20396600663661957,0.5678358674049377,0.5907085537910461,0.6880830526351929,0.8550162315368652,0.399807333946228,0.3333333432674408,0.11,0.5384615063667297,0.8780487775802612,0.8999999761581421,0.785714328289032,0.6106672286987305,1.0,0.7541992664337158,0.8206561803817749,0.6835442781448364,0.4193548262119293,0.699999988079071,0.692307710647583,0.61572265625,0.818331241607666,0.8550162315368652,0.7801840305328369,0.08966651558876038,0.8871943354606628,0.18099546432495117,0.5882352590560913,0.8332404494285583,0.7132169604301453,0.3851851522922516,0.734375,0.11538461595773696,0.5660377144813538,0.5588235259056091,0.3725490272045135,0.6322770714759827,0.8167091608047485,0.08835536986589432,0.818331241607666,0.471698135137558,0.3629032373428345,0.12405849993228912,0.8871943354606628,0.1284852772951126,0.969365417957306,0.8999999761581421,0.5563002824783325,0.6333333253860474,0.5172414183616638,0.5510203838348389,0.8103448748588562,17,0.8229943513870239,0.46524664759635925,0.8229943513870239
kenn_horizontal_adapter_bert_ms,1,1s11m1e3,0.7142857313156128,0.8709677457809448,0.30645161867141724,0.6273723840713501,0.9526881575584412,0.09156808257102966,0.883289635181427,0.375,0.8373767733573914,0.5167456865310669,0.9375,0.6338998079299927,0.0714285746216774,0.4166666567325592,0.8483102321624756,0.517241358757019,0.6170212626457214,0.8236503601074219,0.883289635181427,0.11221957206726074,0.7142857313156128,0.9696969985961914,0.43283581733703613,0.5483871102333069,0.761904776096344,0.6540781855583191,0.7894737124443054,0.8373767733573914,0.8595330715179443,0.8749088644981384,0.9285714030265808,0.9090909361839294,0.6236177086830139,0.9365750551223756,0.2975206673145294,0.6819360256195068,0.6180346608161926,0.6029442548751831,0.887224555015564,0.5058479309082031,0.43589743971824646,0.2,0.6122449040412903,0.8780487775802612,0.8999999761581421,0.8533334136009216,0.5651738047599792,1.0,0.7057309150695801,0.8236503601074219,0.7352941036224365,0.30645161867141724,0.5,0.84375,0.6404470205307007,0.8442029356956482,0.887224555015564,0.7812662124633789,0.08298654854297638,0.8793895244598389,0.12195122241973876,0.5087718963623047,0.8483102321624756,0.6558603644371033,0.30645161867141724,0.703125,0.17910447716712952,0.5555555820465088,0.5882353186607361,0.5357142686843872,0.6686440110206604,0.8595330715179443,0.0758756697177887,0.8442029356956482,0.485714316368103,0.20967741310596463,0.12423057109117508,0.8793895244598389,0.13912084698677063,0.969365417957306,0.8333333134651184,0.46380695700645447,0.5,0.34210526943206787,0.6578947305679321,0.8035714030265808,16,0.8040746450424194,0.4839160442352295,0.8040746450424194
kenn_horizontal_adapter_bert_ms,0,oqsx147u,0.6349206566810608,0.8059700727462769,0.29729729890823364,0.6994658708572388,0.9526881575584412,0.09832406044006348,0.8857136368751526,0.375,0.8506444096565247,0.6064771413803101,0.8723404407501221,0.5883175134658813,0.1785714328289032,0.4098360538482666,0.8512898087501526,0.6551724076271057,0.625,0.8276068568229675,0.8857136368751526,0.12013868987560272,0.7228915691375732,0.9696969985961914,0.5970149040222168,0.7419354915618896,0.6530612111091614,0.6115347146987915,0.5263158082962036,0.8506444096565247,0.8519362211227417,0.8307804465293884,0.7894737124443054,0.6896551847457886,0.6696288585662842,0.9365750551223756,0.3711340129375458,0.6684824824333191,0.6309256553649902,0.6801873445510864,0.8846323490142822,0.5123152732849121,0.4693877696990967,0.13,0.5882353782653809,0.8780487775802612,0.8999999761581421,0.7804878354072571,0.6364904046058655,1.0,0.75553297996521,0.8276068568229675,0.7575757503509521,0.5322580933570862,0.6666666865348816,0.7297297120094299,0.6525514721870422,0.834073543548584,0.8846323490142822,0.7913720011711121,0.09345821291208269,0.8867974877357483,0.24875621497631073,0.6106870174407959,0.8512898087501526,0.7140482068061829,0.3815028965473175,0.640625,0.23529411852359772,0.5660377144813538,0.5882353186607361,0.6785714030265808,0.6905144453048706,0.8519362211227417,0.0890512615442276,0.834073543548584,0.5750000476837158,0.3629032373428345,0.1258375197649002,0.8867974877357483,0.13210391998291016,0.969365417957306,0.8333333134651184,0.5576407313346863,0.6333333253860474,0.4972376227378845,0.6944444179534912,0.7387387156486511,22,0.821239709854126,0.5340179204940796,0.821239709854126
kenn_hybrid_adapter_bert_ms,2,1oksgmde,0.6538461446762085,0.8571428060531616,0.6129032373428345,0.6587426662445068,0.9526881575584412,0.10026676207780838,0.8881257176399231,0.375,0.8434420228004456,0.5657583475112915,0.9111111164093018,0.6567651629447937,0.07857143133878708,0.6470588445663452,0.852082371711731,0.5230769515037537,0.6333333253860474,0.8299850821495056,0.8881257176399231,0.11631374061107635,0.7692307829856873,1.0,0.5671641826629639,0.6129032373428345,0.75,0.6754191517829895,0.6551724076271057,0.8434420228004456,0.8609015345573425,0.8081692457199097,0.95652174949646,0.9444444179534912,0.6828594207763672,0.9365750551223756,0.3046875,0.6922428607940674,0.6465023756027222,0.6365553140640259,0.8932266235351562,0.530154287815094,0.35849055647850037,0.18000000000000002,0.6440677642822266,0.9512194991111756,0.8999999761581421,0.8571428656578064,0.6188177466392517,1.0,0.7314785718917847,0.8299850821495056,0.695652186870575,0.30645161867141724,0.6333333253860474,0.8181818127632141,0.6669767498970032,0.8492841124534607,0.8932266235351562,0.7679139375686646,0.09086328744888306,0.8830827474594116,0.14012739062309265,0.5984251499176025,0.852082371711731,0.6824604868888855,0.40860214829444885,0.640625,0.18139535188674927,0.625,0.5,0.48571428656578064,0.6873168349266052,0.8609015345573425,0.08307237923145294,0.8492841124534607,0.4523809254169464,0.35483869910240173,0.12210738658905028,0.8830827474594116,0.12850846350193024,0.969365417957306,0.800000011920929,0.5067024230957031,0.5666666626930237,0.5176470279693604,0.6153846383094788,0.752293586730957,17,0.8115437030792236,0.5181632041931152,0.8115437030792236
kenn_top_down_adapter_bert_ms,2,18dpx939,0.5263158082962036,0.8307691812515259,0.7037037014961243,0.6389515399932861,0.9526881575584412,0.10119462013244628,0.8710792064666748,0.375,0.8409780263900757,0.5517772436141968,0.930232584476471,0.5987087488174438,0.0714285746216774,0.3571428656578064,0.8312102556228638,0.4923076927661896,0.6415094137191772,0.8213413953781128,0.8710792064666748,0.11495095491409302,0.7792208194732666,1.0,0.5074626803398132,0.5483871102333069,0.7674418687820435,0.6212332248687744,0.4864864945411682,0.8409780263900757,0.8216666579246521,0.82257479429245,0.9777777791023254,0.6521739363670349,0.6891785264015198,0.9365750551223756,0.1593291312456131,0.5702188014984131,0.6069156527519226,0.615350604057312,0.8606646060943604,0.38665252923965454,0.3400000035762787,0.21,0.5373134016990662,0.9268292784690856,0.8999999761581421,0.8684210777282715,0.6128711700439453,1.0,0.7229081988334656,0.8213413953781128,0.6666666865348816,0.30645161867141724,0.6000000238418579,0.7714285850524902,0.6299678683280945,0.8363827466964722,0.8606646060943604,0.769527792930603,0.08999013155698776,0.8817489147186279,0.1190476194024086,0.5666667222976685,0.8312102556228638,0.671654224395752,0.4269663095474243,0.625,0.08715596050024033,0.6382978558540344,0.44117647409439087,0.4571428596973419,0.6167938709259033,0.8216666579246521,0.08101948350667953,0.8363827466964722,0.4197531044483185,0.35483869910240173,0.12236402928829192,0.8817489147186279,0.13079912960529327,0.969365417957306,0.800000011920929,0.4892761409282684,0.5333333611488342,0.5207100510597229,0.5714285969734192,0.7476636171340942,17,0.8068315982818604,0.4319526553153992,0.8068315982818604
kenn_bottom_up_adapter_bert_ms,2,6cl56wxw,0.5416666865348816,0.8571428060531616,0.699999988079071,0.607833206653595,0.9526881575584412,0.09400371462106703,0.8892464637756348,0.375,0.8362395763397217,0.5128752589225769,0.921052634716034,0.6962619423866272,0.04285714402794838,0.75,0.8532199263572693,0.5769230723381042,0.7142857313156128,0.8277046084403992,0.8892464637756348,0.11169765144586564,0.800000011920929,0.9696969985961914,0.5223880410194397,0.5161290168762207,0.761904776096344,0.7122828364372253,0.6296296119689941,0.8362395763397217,0.8709040880203247,0.8451859951019287,0.976190447807312,0.9285714030265808,0.6402053833007812,0.9365750551223756,0.30901286005973816,0.7229917049407959,0.634029746055603,0.582009494304657,0.8999594449996948,0.5573770403862,0.39024388790130615,0.21,0.596491277217865,0.8780487775802612,0.8999999761581421,0.8533334136009216,0.5695100426673889,1.0,0.7024487257003784,0.8277046084403992,0.6865671873092651,0.22580644488334656,0.5666666626930237,0.8181818127632141,0.6559259295463562,0.8580611944198608,0.8999594449996948,0.7672350406646729,0.0836232453584671,0.8787856101989746,0.0810810849070549,0.603448212146759,0.8532199263572693,0.6508728265762329,0.3414634168148041,0.546875,0.1875,0.6666666865348816,0.38235294818878174,0.6818181872367859,0.6850394010543823,0.8709040880203247,0.07530735433101654,0.8580611944198608,0.4444444179534912,0.3306451737880707,0.12199945747852324,0.8787856101989746,0.1343945860862732,0.969365417957306,0.7666666507720947,0.4557640850543976,0.5,0.4939758777618408,0.6216216087341309,0.686274528503418,17,0.7994224429130554,0.501474916934967,0.7994224429130554
kenn_hybrid_adapter_bert_ms,1,2c89d3zf,0.6000000238418579,0.8307691812515259,0.8823529481887817,0.5791552066802979,0.9526881575584412,0.09562746435403824,0.8933289647102356,0.375,0.8330174088478088,0.5080569386482239,0.9428571462631226,0.7311902046203613,0.15714286267757416,0.7586206793785095,0.8592374920845032,0.5283018946647644,0.6410256624221802,0.8275918960571289,0.8933289647102356,0.1106596142053604,0.7792208194732666,0.939393937587738,0.3731343150138855,0.3870967626571655,0.7948718070983887,0.7448824644088745,0.7647058963775635,0.8330174088478088,0.887161910533905,0.8703501224517822,0.9642857313156128,0.9375,0.6512638330459595,0.9365750551223756,0.4585987329483032,0.7888774275779724,0.6286177635192871,0.551283061504364,0.9108559489250184,0.6485943794250488,0.4285714328289032,0.27,0.5531914830207825,0.8780487775802612,0.8999999761581421,0.8611111044883728,0.5708154439926147,1.0,0.6959205865859985,0.8275918960571289,0.7796610593795776,0.24193547666072843,0.4333333373069763,0.7714285850524902,0.6516469717025757,0.8658230304718018,0.9108559489250184,0.7734225988388062,0.08381493389606476,0.8764638900756836,0.26035502552986145,0.471698135137558,0.8592374920845032,0.6367414593696594,0.37974682450294495,0.515625,0.3103448152542114,0.6382978558540344,0.44117647409439087,0.6086956262588501,0.7046918272972107,0.887161910533905,0.07459986209869385,0.8658230304718018,0.4067796468734741,0.2177419364452362,0.12298334389925004,0.8764638900756836,0.13839596509933472,0.969365417957306,0.7666666507720947,0.4329758584499359,0.46666666865348816,0.3552631437778473,0.7931034564971924,0.6666666865348816,16,0.792594313621521,0.5192925930023193,0.792594313621521
kenn_top_down_adapter_bert_ms,1,bsrq1ahq,0.6250000596046448,0.701298713684082,0.3222222328186035,0.7064363956451416,0.9526881575584412,0.1062224581837654,0.865587055683136,0.375,0.8517816662788391,0.6404423713684082,0.8775510191917419,0.48010337352752686,0.2857142984867096,0.4040403962135315,0.8247384428977966,0.4399999976158142,0.6000000238418579,0.8164119124412537,0.865587055683136,0.12231583148241044,0.6666666865348816,1.0,0.5820895433425903,0.5483871102333069,0.39759036898612976,0.5105348825454712,0.4375,0.8517816662788391,0.7993596792221069,0.8261488676071167,0.6181818246841431,0.6666666865348816,0.723420262336731,0.9365750551223756,0.19323670864105225,0.5277608036994934,0.5654348134994507,0.6876557469367981,0.84544837474823,0.361921101808548,0.3617021143436432,0.17,0.5384615063667297,0.9756097793579102,0.8999999761581421,0.568965494632721,0.6794071197509766,1.0,0.7692247629165649,0.8164119124412537,0.6749999523162842,0.4677419364452362,0.699999988079071,0.5744680762290955,0.5927180647850037,0.8100259304046631,0.84544837474823,0.7966712713241577,0.09975984692573547,0.8867084980010986,0.3347280025482178,0.5909091234207153,0.8247384428977966,0.7190357446670532,0.3815789520740509,0.671875,0.10723860561847688,0.5,0.5882353186607361,0.3142857253551483,0.6087262034416199,0.7993596792221069,0.09403850883245468,0.8100259304046631,0.43589743971824646,0.27419355511665344,0.1266801506280899,0.8867084980010986,0.13136743009090424,0.969365417957306,0.8999999761581421,0.5656836628913879,0.7333333492279053,0.37988826632499695,0.5400000214576721,0.76106196641922,16,0.822899341583252,0.44142258167266846,0.822899341583252
kenn_bottom_up_adapter_bert_ms,1,1roh1sw9,0.6909091472625732,0.8852458596229553,0.7272727489471436,0.6199711561203003,0.9526881575584412,0.09371375292539597,0.892683744430542,0.375,0.8377558588981628,0.5324645042419434,0.9333333373069764,0.7161943316459656,0.15714286267757416,0.8148148059844971,0.8588360548019409,0.5555555820465088,0.6086956262588501,0.8313138484954834,0.892683744430542,0.11315322667360306,0.7692307829856873,0.9696969985961914,0.41791045665740967,0.4838709533214569,0.761904776096344,0.7308864593505859,0.7894737124443054,0.8377558588981628,0.8810045719146729,0.8581327795982361,0.9615384340286256,0.9047619104385376,0.6382306814193726,0.9365750551223756,0.4175824224948883,0.7649903297424316,0.6500047445297241,0.5950143933296204,0.9068918228149414,0.6203208565711975,0.4285714328289032,0.2,0.6122449040412903,0.9268292784690856,0.8999999761581421,0.8533334136009216,0.5805699229240417,1.0,0.7116025686264038,0.8313138484954834,0.75,0.25806450843811035,0.5,0.8709677457809448,0.6708753108978271,0.8624905943870544,0.9068918228149414,0.7780286073684692,0.0852472111582756,0.8789139986038208,0.2634730339050293,0.4955751895904541,0.8588360548019409,0.6575228571891785,0.380952388048172,0.65625,0.26950353384017944,0.625,0.5588235259056091,0.625,0.7071971297264099,0.8810045719146729,0.07818372547626495,0.8624905943870544,0.45454543828964233,0.2016129046678543,0.12371575832366943,0.8789139986038208,0.1364532709121704,0.969365417957306,0.800000011920929,0.4664879441261291,0.5,0.3333333432674408,0.7058823704719543,0.7706421613693237,16,0.802312433719635,0.5325172543525696,0.802312433719635
kenn_hybrid_adapter_bert_ms,0,16qkcvky,0.6774193644523621,0.8571428060531616,0.6428571343421936,0.6838836073875427,0.9526881575584412,0.10693574696779252,0.8951515555381775,0.375,0.8496967554092407,0.622748851776123,0.8723404407501221,0.6964535713195801,0.25,0.7142857313156128,0.8650265336036682,0.5625000596046448,0.6206896305084229,0.8373254537582397,0.8951515555381775,0.12078238278627396,0.7532467246055603,0.9090909361839294,0.5373134613037109,0.7096773982048035,0.8108108043670654,0.7124617099761963,0.75,0.8496967554092407,0.8809196352958679,0.8384391069412231,0.8269230723381042,0.75,0.7282780408859253,0.9365750551223756,0.5000000596046448,0.7721518874168396,0.6795733571052551,0.6634920239448547,0.9049988985061646,0.649289071559906,0.6875,0.21,0.6666666865348816,0.9756097793579102,0.8999999761581421,0.8571428656578064,0.6713919639587402,0.9666666388511658,0.7595810890197754,0.8373254537582397,0.7868852615356445,0.4354838728904724,0.6000000238418579,0.8181818127632141,0.697880208492279,0.8581037521362305,0.9049988985061646,0.7970644235610962,0.09858296066522598,0.8855162858963013,0.3703703582286834,0.5759999752044678,0.8650265336036682,0.7098919153213501,0.5192307829856873,0.640625,0.3361344635486603,0.6170212626457214,0.6176470518112183,0.529411792755127,0.7397142052650452,0.8809196352958679,0.09144049882888794,0.8581037521362305,0.6984126567840576,0.3467741906642914,0.1267426609992981,0.8855162858963013,0.13332173228263855,0.969365417957306,0.800000011920929,0.5509383082389832,0.6000000238418579,0.48863640427589417,0.774193525314331,0.7387387156486511,20,0.8175296783447266,0.5960841178894043,0.8175296783447266
